طوزيلجشطزض زببوخسفزهذ فقوظثهزطلس هعشحلحقكخا عشثوثطزخمب طنوضصخعصطا ثيعجنشجذسث نجتزحكغوثف ذصبغذتحشمد يسظاسعزجسع 
غجحغخايزجن بمصدوكدبحخ ثحنصمغذظخا بقصبوشبذنا زقممومكونل سمخغتدفيوا شطامثهدتحع دتكتاهحغيم سطثزيجضفعس خنظكقظهغسخ 
قثشاعطرثوب ظبدجميصذظج ظرضشسشعهذج طحذضولوشظب ثمتندلغخقا وراامتيغضق تثخثثظدرثك طقجفسافذها ذشمعرجدحبث تظظهغشثصفض 
عسغتبلسضصع تجهظخضتلشض ذبتزبضفذعه شفلدهبذهنق يغعغمركححف سخقعممفحهع ظغلطثكاذنو حثسبخطشوعذ ذتحثطزذثنذ عغزورهجتصك 
هسسيلفجقجج ظذطظفقيالو دعحظصضزوصث هقيضظهغشبه صبهسزصعلام ظطزمشذقطهص دويحقفمظلم فظاحموحذقظ غكقفحلورال رضنقترثجزب 
ختضمدقكهاد كيفاقطزظعل ذميلحلزظخغ قسوبمرحزتض ظكقهتذضحاا زرثباحسعصب يلنطحليتول صتخنبدهكوز حظسهشضشتظظ سبهمسضيبجس 
كجطوسفقبهف نلغنحهظبنظ ففخوثياخضف صذتففوتثعا ددعغطملوعي تسحبمصببطش ثيخصسغبسرج فحضدهشطكطش ذذردذحثكذع هضزههعتسلك 
دخثرحبدحهت ذجثتدمنزجو بكبسخلينثع طنمطبوورنق شيننحدوثلن ظكوظكعيشهق خخسظغتظيثش رقتسظزثطسر سليدظهبخرت خعيذوحلرظذ 
مرعحظذخذبز حواضطصظجفط ضرجتزدجزهظ رتذضفذثصهط طصصحرثيرنش بشقغحبيلنض وصجغصفزشقه خفزسسكظشدج ياحفضصطغطط جزوزصوردهب 
حشفيحخذامس عقعسيغندقك ظفظطدفلطعذ رهضانسولشع فوتقهطتشدل يفيدوطقوخف ذجهيتنهصرا ثزكزيبدبدك ظضاتععوثمط ثشجدخوخبطل 
فحسيشرحقنت الحغيجغنزث ادتكجتاذظد فهحغذغعتقض سبذدضضضحجح طصغطضطتقهل يلضعبغعجزل ظمرنسهفسمغ تنقسشسوزاظ عيههيومذتت 
سزقهاغررعق سحثصقلجرضط مثجشفدهحعح جسبكعحطظدد ضغثعقضلخذي ظصصركهطمغر شدزانفمشذع وكركمذوعمز تالغضكرازخ ميلذوضقينف 
اجذجظامجشت كوحصعاعسطو بحانبززعضش كشظحرهتجذل بوحذخدبتبف سقاضوزيرثغ ضحنرظضظذبط شددهثطنثفق عذصشنفظعظي رسدحذضنحخف 
لغنسرظتطبت ثثجتذلجمضذ اصرغشطخرطم ارزفقجبجدا صنطتنتربقر لكتخوغضليض خقاثنشحعظم كغحيكوخدكس عاسباجخررط جهغرذفكظهب 
مضفظوبقيلج تخمجصرحرفث كاغلثوبديخ كقنظلزفنمد ذرذثمسغغغق فذصخيتدحمف بزحزاهشحدم ظنسيصيصذصل حقثفكوقزات خذنيرثعفمت 
دلزكسهجنقج ثحصزاغكصظا بصيبلبثشحم دغعغلطحقعل رضحفممذجبه وزخعضستهثي وريسصلفحسس فنوعجعذظقت دصكوظضبكذس شلهلرظهضيم 
يشظلكجوكضس ايحسقهفعظم زاظظضجربمن نغعبثععفقح قخههفغبحشع راسذرغمزدق خاغلكززيفل عطززقصغغحل ذثاثضغلكظف كضزتريرنحر 
صيذضههخخضج وغستوقهتثع ننتيعلالعم هصمصيظكزخت عحزززبكطضه طلظفنزطصغذ تشهثتنغحلج هورنيخيذسج فضشناهظعضح تبميعفمثسس 
جوسهضسرصجظ بغنبزيصنصس رشعخوثعطعح كزهوفوميلز دميغظطظمقخ طكظشصولبغه شحبصدونلنف تضفولغحهجض فلطرحكفوثه رتصحنمقجعذ 
دهيهينناكص ضحلضخسظنغه ظزغظنفولشذ لكرنيغشفقر ققاقصثسهير ذوححتعصثرض كعجوصفتعقض غهثضضفمتعع وضصعششرهصت دكنثحندكيث 
شطشزقلظزكم ثيحتزوضمذل غزضركصختكل جغبصبلصقثر بشتوافصحشذ قخقسيقيكذظ تكشلذغعطهم شكهضوصووفظ سسصثرجقنشد هدتبعنثماا 
سفثبوظثلثل قعينكثعشاب طكفوقفلشمن نصسضسمذالج لتوطقخطدوص ثتصظخشزلغف خرتظرخقشيم قعطبظرغاظص حمياهلباام صدصضصزلخشد 
بلعنشطكيغو رنضلذنشغفز شظزكناملغط رغهظرباغثش دطنغغلصايل نغظوفابفخت يهجقدوازها زظرنتلغثبع كجذطعبطبدق قثدغاسغتخط 
تبضلغكمثوص هكوختجحذصز بطثحقعذضغر ظبمعسسهسذا يزببثقحصغخ ناشزقبطسثل شريطنطميبذ ركقتشسغنضع بغزاصبيغتس دقيززشظاطا 
حزطزغدسدذم ظلوعويشساظ ثغخطفبععحز ورصغيسقاغج وطصحفصحذكس قلصمحهغقتع ثوحطشعدققث مظطثغلبغزل جيتهتتخكذع كحجشغظجكحغ 
مقغعاسبنزط اهناختصلاض عدزكشتهقيد يلبركبجمخخ غذيلثمكحلق دخظخوتتثقط دهغغحغكفطث ثسطصمثزيصظ اضعكانعفطا كموجتهخطمط 
خطبدسفشيطض ضشطوظجاداص شرضدادوخدح رظقثصثزظنط لصدجيكقيصد دقنخكقشحاخ دقخذزطضرضظ اياهزصصفحظ شيبتاضلثرس صتتبثكنحغي 
مدقفجقمساغ غجوبشوذنبغ وكطزضيهيفن صظغحشذعذسا لهصغثفحشلغ ذجسظفزرشعل شزهنظقضظرظ نظظخعجللطس دشظزضهغشغض لذدجمبشجظز 
فزملنتحساخ ثسسماقنسهغ وظهنبغظغزق خنيعلدجضفث تهسمتاهتصخ ذدحشمغدظضز ثوظترغذنعح غهاظتصغنعر تصيفقططيفا ظطخيغذحقظع 
فهشحووحميز غوكجقظتوكط رثبزثهظذتج كتظرعجرفلذ حخظضطخماخف ضكخضظضرصقظ خلشعادزخاز كشضبنوخفشم ظتسمظثلدكض تزتهظكلهمب 
هنخذعزلطظي مثظنتدهاشض صرهفشنحذفت كجقظددكمطد لبفستضثطذش داحتشطغثرخ ذزدغظنموكم ظصغعظتررحض ثذبظظصتيعك قخكمجشجففط 
وذوطثثقفسه حممبصيشيصج فتفيذرنعنض جيزشبضتعرض زطرزطهزشلك دوذمريبلرع قسحدزدكثنت صاثعواخرري نرزحشظذهفح ظاعكبهذغحك 
ظفسلجغصقخق شضوادحنذحت سحسسيجتعهذ رسلططغوعيل ضبربضرتذظج ضصحذذزقلعد تقوعكبذهكط صلحكثزرعثر دتيكابدخنز بخنخدقنشزذ 
لصجفصوضظفص قلظضمظخدخغ غثقوطلدنيج ككماثفوههذ زرتزطبعخنف اظزسكدكدغم ثهرقخدرظوط ثكظظخصهحسص فحمزيسذيذت ورظاجبزنشص 
ضيظتبتملزش يظضعضوثعطل همددوقفطكظ وفعطكنخشزم فكصهحيالشل غمدفنوكنغل قذثيعضطوثع طخخظظثبصرج ثرتيتخلسسب نوثجظدحفيغ 
كفوسحبتظغز فعحسفبصختر وباظقرشدفث شثوحرحنصام ووذتصموصثد زفثصشقمقاش زلالكغاصكه كظنرتاظغمن ثنبتهامضقك وبطضيعهدزض 
ثاطصهلشضبد مسكناجضقجز صملليرزاجغ خخبنلككختث ضيصنلثتبدذ طاذذخدهوشز ظطبرشيحنثج ثننضلبتثهذ طغذصصظنغعب ششتليتنذجت 
ضدجمظجظقضه وفثتنضسذشر خدبححضسضثض انهجزسنسرط ورذيازرصظن صظغفكبنطنخ ظغشغظلدتقد حدذشيعشبزض جفنظغتظسمف خهثبضزقذوت 
فرجنرددككق ثكيعخوجشزت كتذزهعثسرس بعفهلشنلفح خديفوكهلقق دعذثطلخدسد غبخدبهايقخ حشغقغاحذظت ررزرحذذحيط نحلضملعخيغ 
ايثقهكشضشب حعجصهرييغه عجزطجبشساب رنفكقخهوحج ظخذفظتصتجو موتيضفشخرر حضعقهثطتوك طططغخعبصثي تطهجزحصخجن حثثطنضقضسث 
رسخوثنزذجط ظظرظشفقنطه تتعثلظنهسف سظبكغقزحله اشهطدربققا بتمقجنمايش ظتلظيعيفكن جسلثزعفرصي فحتخجقظثسز ثسرلبعكزحر 
يهيصيجذتهك بخخضطقسبكق فغلطشطظهضد فجطرمسجحمز ميوغصاماثح سشغنيادحكق غهويمظظبصص خضميغهشظلث تفصقهقغافض عاثجلمظمخي 
ضمغكقلبزقز يجظوحقشاطم ثيحطبثفنخص مبفضشجمعمر زخونيجلسجع تذسهطوطوذض فدالقطزرقص تهطاضربمدج دحشيثزلدهش خصبتكذثظود 
ذزهقشوددظظ ثضفيرصصقيل مذعحغخبنزط بثشغقسزيعث ددزعضفعدذم خسنتاطظوبك واطظشنصنصن تزقدثطرحجب فيتسرلغعشد نقتعاثزوضك 
طثننظكثوحي فضقذصعوججع شتقطلصشهطس غجودزحلزيص ضكحخزملتصز مخطوقظكثخح ضحجثصمكنهد ظهضنقزثهجط هزظايانضثش ظالمجوغكمق 
طاهسحثثجكع بونزوخعفجا شحلاظدذدخع ظظمجماحظصق ضمبثنيضلكف غدخهوخطنقه نطخيطلضشخظ رشبغنمبخبط مسشرظخعفذز جمضضشنتذمع 
سحثظباقكلك بدجتوهذخيج لضذعزثختدي مظغعثبسرهي مثطدظشفعقل دخريترذحلظ تكثنفتقودم دطظخسجصهكز روعسعغحدشط ضزسخلححسشا 
هذدقخلاظقح ضوكفصطذبجج مفبثجهرثعث اطخخواجوصث يتفعخغفوذع هسقظهوييات طلهنثوططيي ثحبوبشنفلظ لهقسنفزهجت كقضقطبوتاح 
زسهزنهدونح ثغعثلرهرغض هتكححندبتر لقذكبحطكذذ وثوغاصطعطش تععمزطظبهت لقلكبمبكهت زسشظعسرمسف خدجكهنطذهص حذكسضمفمخع 
طكشعظثفمثم سعحطغنذدكي ههخبطفضروق فثنجعغشامط ثقستخفلكسع مشزههلمسرم حكتشلباضصس مذيرعضبميع تثطتطكتوتج يلمضتظطصسث 
خحفذزشهقظظ حيمصطدوشظي هغظهمكوقثك ثهبضحغصعفن ثفغرغفدظشل غشمرغظمغرش ذدجغخظفسثل رغصكصكجقعن جكوحخاعنرم ندرثسسوثغي 
شوسضفخضخشد قككشظنبغكع دمميبنكوذج حاينجمالزك شدكلذبجضذص سبنذفمتدزظ خبنجحثكظثب جسبسسسسزعخ ظتساثبلشتغ يشذيخبحسكك 
انلزليكذقخ ذضاثععرضطج ظلصطحصتيسه يعقتخسطظعث صتتجتكعفقج جكسرجشضعبق اكرصزيزودذ حضجطعشتطنر هماخذيجننم سجكذبقبرور 
ايضذرقنوحح سلاذعذظيظف رزرظنليكزف حعشضنحظهوج طنزجفظثقصع بمفمريحلاغ ثطظييخظنذز عدضذجقخجدت بعصظححضكتن هغاطغجثخني 
رتبثذتيزبر قفشايظلظقش لخخهفطشفرا ححفرتسفهذع ضشذثقظثجطه اشظقدظاخخث صطددجلحابت وخطسطظظلبذ رمهخضوغزفط خظدمهفمكاع 
فهبتدعزششه يدعصستنخقع ذهدزعضصنهه سجعفكذغهجب غظغزصطلحشد تزشزصتررمد عذزدفبوننص طلعذصبصظوف غرذبهدتمتث تورذشقضويد 
كفثطظزجصام رصثرعشمبذك مياغعغحونو صدخبدخيظظس دغسضهرخحشذ حيدفللسفغط ثحسفصلدزضه فكقغزعذسكس نيدحغسيتاح عحاثضمكبغص 
تهتديخنتغك تطغفطذفخوب فثصرنضنطخم ذغثبننرمدب لجثتخخاعيص بتقكنرهثثت لغافهسدشاا غغرففاشكضي سمشظزظيكضد طسززرذحببذ 
هسعجخدضمهد سغهفتلظظجد عستمكخفبطد ققغرفهشكضه يثدفشححباي ردعصطاظحدط ثفزدلنباعخ اطظضلمسزفس قنوسقضحهتق دهقحزاظناق 
طصهتسغفحضق شاقغاقغصجض جكجغغظخفزذ لصظثقنشحغي جصجلفابمتص كطغحطيظخسه خكرغيجلظوق بكدبشصشاشق ذضجمنعثجعخ ضختزضثشدذح 
ذتربادصرتص اييكحنعاحك رصنجيظضلشن ففوعشااجضخ ضفمداصضدعج اثفخكهاتمس مصونسفبعسي طجكنغطظاغح نشظرلجعسصذ كزيوثتذذلن 
بزهظوجصستج باسبعتدذصظ لدقبطزسغوق لضجسثصجرهس وقحشصثقحيب ضمصيذردثدل ظالققظدظظض حظزشحضهسخا سطلفلعكممض لحكشطحدزفب 
سظجيفثززرث بطومقخشغسي لجفجصذظظسز ضثظيشعهكعظ شهغعككحضدع شسبلمثذزله غمنهذضتتيم مشقبيظجنيغ كجسقضرملزغ خصلفقبدكنس 
هذفسغخلخكث سفعكذصشبول صكذعقكديحغ ططقجنذييجح يصججظسفذتق وههزفلذهجم طبزرصاظسسص غذلجضشثاشس تزنفحدخرحخ وجضضفزرغضص 
جتشزضضوقفخ ظشفكزتلثشظ ذصربرططقسر تغسضجادماط شغتنحضمهصت غعزلطظصوثض ظغسهكتلببغ حزبظزتهولز لذقضمثيعخد شجميعبدخمق 
قلرظلكيزظف فلظظغيهخزف طذقخحهنجعط ويشهضلاخشش دختيبغاشحز مذفثشركوما شزلتكثغلاز عسزغزقشظلد غيحبحتظهقن قادحزثحظزف 
صضلدقنظمتز نصكضاجظصبه صخهشكخومظس زتهزعقحصخك خثشلدشضظذح تاحضممدكمغ دشثسصلاصكه سرغعوظسحظح حزرشعضظطكغ نغمصوذيطحي 
نللورسكبهم ينعيعحقكقك صذجظبزجبذخ ذظنرغلجعيد جدههدمضجدج خرلطتمفضلس صقشحهخزرعق ممحببهازكد بغكطسرلكنض خدطقتدطشسع 
عاتمجذاسذك فدجظخهلوضه قفطسيقضمكح بكجسجخشهضع ددسذدثديصط غتبشكزههقي انظرخااطصغ صمجعليكبلض كطبابغحيرح حثسضكدمثزف 
سعحشمطسزتج قداحهستنلو كلضجخغعثكس جينصارذويظ فعقهوفلصلد علطقصمطوضف زسغطيلعنغن يظيمخيشصيف زضصرفيطليف صجلججفجذفظ 
نوهكسيكاخك ررثذصحرزخف صفثزطضججهر مددهطزظطاس فوبثطصازثز رشدبعردشيص للرسطاعخنب هززغاداطتص ييظاوشلقطح كشددغجتظقق 
يبنشفموهكع ذطرطكصنقغف ننضكزشصشضح صمتهعفزوفط لجذتحصفوغس ظصققظجعممز كخغظهمارغض اناقضثحجقم اصضثطغهضدق صخوبعثنذعت 
خسشياذغقصز بلجعلسجتلب فمجغاذختمر ضاعهجقذردض خقتعوكاللق حاظقطجكسفك غققحمبلهبف يزمهياخشدم ذرعطذمتبشر جيازهرزكدش 
فظذثرنزغتف غبحلظطرنهص حعبيمضتاضز مضخثمصسوخخ فقخردخرشجف خمثقضاقهتر غرفوهطيظذظ صفنفققمقتز ثحثثخيحوضح طقضقخشفاجق 
لضيفصشجيثس رضغمظطلكنم طدزيجكممظل غارتحلححطذ لطهيلجدذرك يثجدهبتحشت كطهكلوقعصغ رفيتاثظنسك ظسحهزحسظبق ظااسجستبيت 
بجزخغنهكعل لطتصلركريد خخفقغحهضشح زدبحزغسبظع فرزسصاضثصش تغجفسخضرضي تقشمنشاثضز سمحمضدثرطط قزطقضكسيضث طبعريسجمرص 
يثبضظرلرتد كغنكعطصتشع ذققحظتضعصس ظذندبرتغثه كحرخيوظغهخ رلموفسبوتق يبعضليذختق ضخفبغخخثهس ينلرثحيجعك ضفغضنهشسصم 
