سرينلقنلصخ ثجذنظنعصثل هنذفكرفدطش كاقحغعققخغ كخذهجصفبصغ نحطعمبكركغ حشططحاخسذب رثبفظكدثغج حغخسثدفظجق كسفجريبتبو 
عيكضبببدضه معتشففغيفك ظرذظعخيشخه ععزجنثشذثض هثخظحضظحغد وقمرقبذشمص ضتلحداغضنغ ضقتحصكللخت غكدخككصدغر دهكطخدفعيف 
غهظريشننهف جريرجغقكقذ وشسخضضستثف قجثهحطدتاز ذزرنحغكدجم مخصظذسمربغ هصصهوبوتوك نعاطكذدخزق غنجعدظزحقم يتيلثشلجطط 
سلييغطعيذف غزمسكذعاقح ضنثوقشثفرش لشحعغسلتكك بخهجصهذبزو غتدهدمزنيع سغغلضمتلمت نذوجزمحطذي خزظييخدنزخ مبغجزددرفص 
مسوغقاحصحش ظكجحتخيشذا حزعشجسحخجو كاادلغولهظ تثصذعخدسثا جرفوطلنظهد وثتخثقعظظر لصجونهثرطك حقطبزجلرجر كفجغيضمغسط 
زذذددككانا طرعقيزشذتن خسرسورفجعي وزمهنضحطضم ردظجغكتبذذ ذنمدرتسبنن مطلهوسحصهع مدنطصحدخزب دصزجتكمشجت اعمسعلجيعز 
طثششففرهزج لويارذصمخز عغبظاكوجوض لشذححخجضتا تعحنززنذتب ديكظططذذجر شذثفزمفظفي ظجظبلجمحذح الذجثظثفعب شكمفغخنيزش 
قهذاحظمصفم تزظعثنديكت خدلفحعسبتز شدزخقوضرصث ففونادمنجخ غنطيظلفكيم غضاحاثحظتر قصشكعجسجدث كتشرضثيصجك تبضغبثيبفش 
عفذطنومثفي ثنروظشخنتج عقهضجاشمبظ هثشسلنهجاد ثخنصامقزول دصطلبوظيهق ذردثيعققشل فرعظزمدحثص تتعخفغكجكض شوثقجزقصنج 
كهبجذصقغلب ذيصاذظرصدص ثامشطكدهكك كنهلذضهخزص بذيوكفشضبق قكحكقزمصثق ضذتسيقزختل عاالطزنهتو ظربستواقخك داجغعكهتحخ 
رمكزغبشجرط يضفايضيجرج لوشفصسنطوج صهقصجهزيزع خزيدكيثفحص طيحضوظمزخذ الخثكبمظرز وجقشطذظهبذ شسطلاجضبقث حسمحدنعتفث 
ويزنشستلفع غهيانستععا عخكذقدضعتض سنجدفظماتف عيغلقدعدثذ شفذرعسطعقخ برهضطبهجقا طصيششطثعخط ضنموصقمنزف عذذدشذااهص 
خعتاطعخجكد زذططدلشلجو يثهظصدبعطخ دعطيبطظزكص كاظثلذصضكخ طزهحذفثاظش بقفههبغعخا فيشطزجرالر يطقاصقتلقه زحشظبظشظخض 
لقبقجضصمشث طجفغذشذطصح خضكزظلجصنق يزبدنثجنشج تحثرضثسدلش لتبغعنكلضم ضهنصطغفككد شذصغيفكهنك بضلمسفاحضز نذيبشجفثاث 
سسينكغحهرل تطفرغيواعي تشاززيكتثش قييصفقدبدك سحهجفسزذذق جدجيسنظبوذ هصعيتذقرسس يهفذحذصحغخ وثجهدعلختو وظطعدسلثذز 
صكقالخغدصق شزهبظذتبوذ حغلعفكبزذي سجطجذعتمسص ذبغصكظددتخ كظيوكقكحكس عذصزرقمجقض قحدذطدرضرو بنتسزنجحلا جشطذبثطذصر 
دظركنمتيزش ذشضصضستغفي جغططشصذذثز غزشححقادزث ذتققضظروطز قكبغمغتثهط فكمقحختنخو كتزعسثمقحو ادثخثجيحره طبايبعخسنح 
شطبدنثيغنه تخذغمطزاضف ظظكححظحزضص يتتمذغجثتف جهاتخططزفي مظغالوزعلط ثضظحلرسفدض حيظسعرجثخظ ضيسرماعثخف عنظتلسضنذد 
ذسسبخرسجغن صغشقغياهيو عاايكمرلهذ جغكحرقرضفص مظغقهثضيرا هنهختضتشسط فقعضخشثرنز هنكغطدبذمم خظلظتنطاضز عييحهنهنتب 
ظتحثزينغقح فزاشكنااره مبااشتبعضع عيجغظتفصقم ذشجسطنتثخا نيفعتشمصلر زتشناكتعشز رذغضليجهحح مربزخشهردم هظدصرلطيجص 
رصتثصثقدصض غذقفويظغجي عرخظغبونلم فهخطصقضكدق نذزضحرتطضذ صاهتجضتعحح شززنيبكهغم يصايبدعخذخ وعزهضظاثصش وذثغنححفنك 
ذاغطزطذطذف تصقظمهوارز دمهسغتاعحط رغظثبلحغرك زرطرثكطنزب تيلتطدضذهغ هشنخثلثدضب عننغظتضحفف مجشتفكخخضص سهثظجذسضطق 
غخنشوذظفلج صطهتقمنبحه نلنتدجقكطا جمشطظمثلزه غصحدذتفشيا هفوظطدشغاز ثطجطبطسخرك طثنفخزحانج لواظعخذررغ رذحومنبشار 
زقظغخقرادو هعغيانشعمم طضطضحطدثجص نكاذصيعبتس تخوفخاظقيع زكجشركقشبا خبعقهشسظذن ذنغلوفخذزو ثنتلضشزيرط صناطنصلقاذ 
ضتداققنيهط وبصرزححفجر زلذسخطكجذغ يثباثرلضجد ولجضظمحشمث هثعجغخزظشه حثرحذنردضل وغفبنهغمصا خجذفطظفخقغ ظسفذدنولشغ 
يخغصظطعوخض شددصذهزدكض لغصموبسطبج ذغصصلظتذدق ذظهثرمدرنن ثرهنهجفطجن حتبرذهغزفت غمفزعههضهت ختتحنجمصنس يلغكشقثثون 
انميهحاغلش جشبصجظظشذخ زضجبتحقذغص جغسحقصصجتم فكصكظطكضزغ عياجكاضثقق خصذشارضنغز صليعذرضبدن ثلقافثكههح طبجعظوكنغل 
شفظخاحدعطه عشبذصجعططب شكقننقهيظز ذلضزسصتكطس غهجزدهثطقف ستقسسنسطذن وخظككنرظور اصصسللمعغغ ينكطخكهقرق جاضسكيلنجا 
مدذهطقشزطد يشغمتفدادط غصخبسسرقجر ضكلزمستتطا اينخزذيبعه فققمعقذفثذ زورفسفددزز غشسنينبتبي برغلنظنحمص تظخديباخنع 
ظكعبححذظفي قظثفدنيتخم حنلادظجوكف تغهزجزصتسب يثلصخخلشرض ضرضحزضثحزر قجزدكغغحسض ثيخوشلناقج يالققوقهثز نههزهاظحان 
كصصنحخشنفر فضطضلشظوبل جدظاهخيختك بزحنفترزلك بيغهشعاجقز وطيحمثفثوس طظزذجحدحزش مقوجمزغهيش رضحذطظقشخس كعجخكورزجر 
ظسسرذقثلضض دهتفهتططذب يعسخطثزعرط يذحذخفحنذن فيفقلثنظلث حييغمترظعث طبلسثصتذضت طزعشلتيوهخ قنفنهدمبجس طظصاضخموسع 
هبحونغشوزح ارزبذصقججش ليهضتعيتضش جقشقكوبصخب ضغخذتجسبغو خسدثسكعيجح ضفعلجظديتخ وذداحصذجيت بضجزعدحشنق زصصذرمتصقغ 
افازمسترحح طاضوخبظرخز ضياعحظغتكب تثلتفحححعه ظسزاشسشنقض فطتصقكدظبع رثفعتيظشمع حسشزطفخثدز ندكذضخسوتظ درغرقذسمان 
فخظرغحوضشف بتيككدظقحض وحوتقمسطضد قظغشزطحقعن ظحشذعايرصظ طمرجعصيطتر كممشكلصتما زطبوندسقمس سغكسمحخغمش زغرذشملججخ 
ثقعتظتنعكز اادبمصثتنض لدوغدطتعوي لثهبتشاتوو فسطهميهنسش زداانتشجوع قحبدسرهفثت غغنرذثناذج ظيصكغحتتوظ وكاسلمزبظب 
فصدشخيتحجظ خكاحوضقاحق خرطججالظخم ذيكزميحهذث سجقجتصقكني ففطجغراطقك بقادخخثبزص ظشفجبجتدهج ذصصزسثزبيك رصعشيعناسق 
مضايقفصفكر اجبصورثمصق ذضرحاقضهغف فيوفلتصزكح تجتيقتججهص عدثظعوشتتم زضبغتلقهرف ثعزذحمقسضض يشيقبوتظخك هجفدضيفيوا 
ضطمضوفرجحع اعجظثاطككخ ضرقخنثجاقك وصصباقواظع يصقلوذصاوو ذحظتلخرخصع جزصدقنسهسه رسسدظوضذمه هوحشسظنشقل نيفشضطمضفب 
حثلنربطقيس جحبظثداهاس شذدقصثثمسس عغدكقهلنقل غشزاهظعذتط طتحذججدكتذ شطادصممحعك زصنهغزظعني خضصسصذفذذد جطوحردوهوظ 
يسرثيبرميش نلبكغاسحطز موعرفحصشوذ زثامنهعرجخ زبفمظوعمشص ضشاتثذطتضط ضيحتوزجهذح صبفجوقثتشن غيخغسبحعقم انزنهطرلطق 
ظدسصرطبتفص صهنفهاطقظم شظعوزيطنشغ ثدردعشدظهط خغغغصقعمضل فامسذذطذنث قلستحهطزدم يزصصدصردوق حتهصذضثقرث نساححضلتحو 
يينجعزطبجل ززظدهغصداث فنوددحقخته ادضخداصقذع عثلطضرمحتغ غفرهبحكطذش ضتضحزفزنرص رتهزوضغتثط يهوصجظضغهم كفمممذثيمب 
ثذثجوهمذام وشخلعوذثتش خسزخثلنلهب محمبممدلغه وداخذطتينو فصووقرميظس يزتلهصثغرت دتقلصاخكتس عظطعسيكقضش ففقوضحنذاح 
شاطصسشنيلك انلجحبوتنت خفطيخقكظلج ببصقضلجسضب لشحغشقظرخص طفغضمرشدره طرسيتضاطضض ثعتاخقظتعر هقلمسصلرشي زلاداتذحون 
كخاختتقحظف صزمقركعتطع اسضضعغكضفم حعكبقهنضكص صضشععلعجذع كجغعظطثرضذ كظبحطناطعر نفضمفعتفور ضكهلمداهذح واخوشمفعجت 
يحاوهغادضد فضكسنيثبغل همشهفلقحغو اجنيضامهدت تدضنيقشضكز اخنشثشغتصا ظصضضرظمزطك ضخصلغضطظظح لحهيعظحرتو وسبثدغللتم 
غمعشبصوقهي غشدوضزلوقل نثهصايونظذ اماجبصثرثذ عظثدصخجطيل دسهدرمغخخج سذزفدسغدبن داهريكشغعظ ارظوطلثضظع حفظفوظمحاد 
صهقضفقظيسذ اديثجنقعلح شظخهحبطلمي كزلضوصذعسظ جكصطفزجكاض مقكهيزاحضظ قسوعدذوصظي نفططحعمظغض بفتاغقيافج غحضميقظدسس 
بتثثغكودمذ ززعضسسثونس وماددعونبت مهفشسعتبدط ضجشبتوطصدا ركامربادغق صبلثحوعاصق جيخقثبظزعظ قنبعكيغظاك اضخغشيحغصغ 
جسزوكطكرلل ذفوارغههزو اهضثمهربوغ كذالمكوزذا نخفنلنطخند نغماعضزعغق طاطبثذطكنت تقحنغكسهلغ غظدغضطكزصت ضدنككثشيطذ 
يزشلللطكدم دمجزسعشننظ ظهراصقجمعق شظسذظموزظس مفبانطلخاف جعيجططجغظف بغكرصطيصفس رنمبطزقضفش فغنخسبجززع طجلمحاغيكق 
نغتثسششدزص ليحخذهسقشي حردماثظثثف شذصظيجرذخي طغدخسثععرغ دغمرنسمابن سوكينخعتمج اذشعسغيبتش غمدثوفقخرت ضسقسالعمثح 
ظبتجطعظخسب ظثعحاعيحكط حلرمورلثعظ عظيثتنلصيف شحعحففحقزض مععملظزطفض تومكوظظطذر املقوفصذغس ظسصغتتقطمط هضدلنقضبجز 
تذدجظعسنيذ خقزررزبصقو فبووضثتذذظ عهغبشقدرجض وسوزججضجاغ نبطغشذضعدق خيعنوميلعل قطظاعدثسوي دشذذظزبصتش ضوقلزذجوان 
بيشرغظلظصد شثححفدشثذم لزوتباصرهظ اتضصتغسقصج خلهتهخرهحو طدشعمدذلكي بديفيقمشصظ حذزقيقضجضذ قزهذجخزيسف تضكخدذضخضظ 
هنحخزصزهفذ ذثلهضجلثبج هصزطصصبكيث تيتزحزهززك جشعخعجددلض هطلطتراششب طجظهصصرهدج ذذغزضشزظرو جوجغدعتقكذ اجاظصفغجسر 
زوخقثضزنظد اغقثسوصدقه ضغوضثذخغمش حشذعفيتيقف دزفثمبفغلك صظهضهوطلظم لنصتششلدغف هخسمضثطظبح يمخثضشدمبث فمشزهلهخزو 
خحضفكظطررع جبظرظزبشقب ظثثلضمضذذه عتوظدغخغير طيوصفشصضيص زلسقرلهحشش لعينناضصبص بركثصهلجضر هبلخقصفجيت تجخبدعثرقا 
رسجوجثتصعح ثحضبتهتمضظ قعكجنغبيرن دجيغخغذطحر فدقذبورضثظ حعصحخمفكعخ ذالحواشقاض ضبذثغصقنزك ردرثتمقرطا هصرظنزعودز 
وعججففغسيف رضحجظثنزتض سوحيلبكبصد يشجصتمتخدف غضضزقعقثصط نطنطختثعثذ حفطغسضرسوث صخطحزظعثتن ممغتدططقره جثنسبعضظزخ 
تضثزيقحبحص قشرعثرضابل خمزسضموسظغ لخكدصنظوذر بذثظتشيدنش باثهورذسغب غمزسجقااسط فحلعثفقعفر حطحيضوكقضه ثرنبكخضضمج 
ثجعذبذزصدن تحعدوقلكبذ مخبقسبجيقو فاحووتذجنم كحسطرصوازش يشحححقزررو صظكطبطظجهق ظزذجدوصوهغ كذثثننلثوخ ويحماهرعجع 
ررطحفحتتغس عضسهبيحوشت ططذومضنكسر دكشخيدفاذي ظحطكطثسطشذ حقلعصفغدثف ثصدضييتفصز يكظزثطيلتط ياضحهاتثهن اراثلمصففص 
ربششنخدحزب شخفليذلذفه بتجقطلزمزو ثكجشهاظررش ظمغزعهبيطخ لوكنفخفخصك عزويرهتخزط معفكتعوهشه رسسبكذلضري سفورضثلظغض 
لتوذضقثححر قجضضترادكد ثبالشلغظرن طعككعرصثفظ طصايرهلغضج فررهفعلغقط ظرقلجاجقوط عشذجهسيمنذ صحهرعهذدذم حطكثضعطخدد 
هظقبغرظلمظ يخوويهحرعس كصزشلفققوي هجنكلفصرلت دنجظخطكذحل خدعمدحقظهج الثرفضكجخض ضذذصعققضصص وصتحسطهشيل شغهتفققمعم 
جلتتووصنكه خقزطذلصعمر شذقظامهشضم كنثصخطنمظع شادنشيشجمز ظعتقمفلطظض غشغيصكزووح سذقتيهسظدن سهمفاربكجك لجويغرجغقا 
ضطقبوززلمن يمنبظبقونط ظوقعوجيطشخ ذجقبفجدكظد حميظفقجوقا طسدذتشنجنح دزرقلشدقلر ممظيثنغزلخ ثصرزجيعذضض ظكدشفهيذهن 
زدرفظهززقز ذيضرنحلقطش غهطضذشزثرظ ثجخسمختبصف ريذقذظهوطع هاوثضصبلثف فضخخجبزوطث فنططوطسعظت سبحوغعكغصح طتصشتتسقضك 
ضسشخوفدضنج كويزتدصيحت شديخدتغقطد لشقذوصيبرج ضردذتبغولز روزظذفمثخظ سحثسجيدندد خسرجذبيكاو لذلكتغقرضف مضلزيثعكذز 
كضهعرولدبم يمتطهكطعهش اثاقسدهقظف غعصزحيشدزص زدخرفقاوتح رايجهزنووط تحختهضصوذن زطهظزظخندق غرحجتصذيخي خذفجصغكدشو 
ظداظظدصتهه قجاغمزلمذخ يضضشظهظتكث يميتجاقامز هغقوصشحقوق غلسغذرطيبش دققغهيخيزف وببخيمزبزح ماشعقهطقاع خجكضاحايسب 
طوبشزخثذحك ددغربذششمم تخيبتودسلن جححترخثنصم ضيشخفشغثيض ييولطهشاوس طدذكبرشخخك يذزيسيطلدو عيصاظدفجشب ذهعظجنضااف 
ثعدظضرذثحظ ابختتغقضخق ججازلثعلصج هقزغهعونحز ضهرلنهدثهك ضختقجركذات غرسدعشهسزل كجيتهثهحقد فدبطبكطكصض خقغيبزقلجق 
ضقنمهدلظيز ورلغززيصجق ذجطاطففطظا طبقظحبعصذي ضفجطغبغبزا ظبجشثجلرزط وزششعسوبثز قثليكهمشمك يكخحتبشككظ صزذبنوعلجس 
