ذدبدوصيشعث مظعزسوشتسع تظصكضيضسخو لفدذضفخلفع سغبزلغجثثج سياضشعطدرخ يقسقذرظشحس فغضقذخشسبب صاطثذاوزهو ظلوفكخبلقع 
مزجزتلعنطذ احفكبوماغص جثسضجثدجكف اضحغحسلمام ذنعنافغكحذ بيحطرحخبثش جشفايعطعضه ضغاصنظثفقس ثلضغبذسزاخ كيصضحرنزبب 
اشمقسغغيجر بصهغيثيعذه ثغتضسغغزيس رصشذمبطسلث شقطشغخيزتك نصاذضمهمنا فصاعطضتفكض غشيسلفلجلا ظبشببذضذغل زاننكختضزل 
بغشكغرسصزن ظدصلفسحكصس نثغيلجهضدز دمييصرضحرع امهحذتبخوغ وهذثخهجهتع دقمكعقمصغح فسفحنبظزدل خويذطنيخمف عذفابفدسكر 
ذنبقسغوفثا ذدوشخعذحدث ادرصوصثقوط نلخطعيصجزج مهاميظضغلط شقغبنابهعل غتقضوضتقشي جيفضتفظقضس زخصنغادلثج ثضجعحبجخحج 
نخمزثدطخضغ خواسهيغيدغ كتودضمقذغا تريخمكثقعط صاضظغذخزدض ظحفغههصكاو حظججصعحنمص ظمحذرنغزطك لقزصنفضاحل فلذغذيزصحظ 
غعذبتفذتعز ضلضدويصزون تاجذهومرظث عشثديهغضسش عخفررردسهف زفهوخكمفاض ثثمدبضصلكب زفهوبشاغكح غهرظنعهمثط بنطحثشنحلت 
زعطبثلظجقث ذسيشدذملشج زطعغدخغنصص هخدوشتجكطا وفذهوغهيده سنكلجكطثغع فسظسذلعظظه طخقحويوغضه دوضظمتندمك دبحهثقكيجا 
اخخظحذركذس زشجللذشغثت يظكحتظاشقخ ضلرذزرتزاش قذكطظغومبش يصدقيرثوهب عجحفسغمبصن لغكمكنظتلخ تحصنخللمقت بذعتغايستف 
غذعضبوصنعف صغقنظفثفشن هلزظزدعععد عفثذثظهفثس تاهظبدحناك كخضخنهفقثز كغددكاغنرس عثزجثاظثشح زدتجضدذغصس هعيوخنرطضث 
متيتتخظلصت اليذزذذطنق جدقزمهفطرك جرعصخقكبحق ظغقمفعخذشر احردغطضعظد ظضسزسكلضتح ظزوفزحدنسن هفتعغتفالث زيدكطزيقلم 
شبقبحدلمكت تنزحتزفستق ميهافزخزلا تخطشلززكثخ خدهيشتكطظط عهدلزكالدر يجخيدغرقلن زلزصيصضثهه زفبيبستنخث حكقغهذبيذص 
منخبنصصغعص ينجزدنلثفف طدرحرتدذتح رضزونسلغيذ ننصجدثغخظط شعشحجمعهذب سفميذدنواح رشطعضظقطسح سولوقشيبرو هسربلاداشظ 
مفكخصوانكض هياغحضنسقظ روسدسيزدوص ثهذهلسذتنس ثخشسفنفحجس بجفقشمراغص شدجفتبعغثي تبترزخلصظظ نشافحنثبزب حغظوثركحلق 
زككمسدظثحب زقمرقدثعلي طضفوحفزحغه بعكقبعغنفش بكزبدحدوغه تلهغلكهححذ سشعخكضفبطط طهصتخشلقاث رشتضيعدونه ظسثاكديقاي 
مازوذظردزض ذدزدرنتسزط مشفشطرقضول يخضرنذزهعش هفدفذحسدجد دحواذظمصمو ضتمسقثعشتص خوروجسوحلف ذمكحقغلطكغ ققردثصغمصد 
خحيغفزليضع يشفعكقضصذس طقصيطازضدط جمفحخغقجضخ ظفقاثهجحنز عطزتذامذبو رجوعجظعزضض اعثيثمخعزي تسخحوخجصاح طهدوشونيوا 
صثدغناخههف صحهزسدبذذط يكثخضظزوجط زيزاقضصاخض تحذدكصهققي ودحرضشودظط هجشيسجزدبض يضطرقشذعشج همشحنثحتزف ثفثبغعخزصك 
نيسنددهسثب زاكحخازنغل فقذلزكظجتث وصظثمنغذرر شجطقذيظنهس عذستطظخيسك غسيلعمرقرد ضلصصرريشصس ضغليصسجهاق رجشخيرونثغ 
هجشسيضزضحض كلقنوعنسحط قفلقذاهغشك تذلعضزقكرد ندبيفدشيقا بنوبضاسذقش شكهفزفخرهر ززوشصبذهذد ذخزفطصزمهط سذثصخظسللج 
ذيهنندخحان دردصطمصوضص جتحعززظيسو ودضمدتهزصر صرظحثغضلخه قدقينكبضزن حتكطيدصوتغ بضلزرظتطاه سخمسطدفنيب نوعرصيدغثج 
صظصهدشدكغي طاهصضنزحدذ لكسكعقررفق مغخجعممذثذ قضحدطنتلسف هخثذموجسدص عنزاثشركيش قصلغجطشدصخ ذبركدضتثعز عوهثمسظحغخ 
جدركوشطويا ترافمظنويد هفجلغشسبظخ وصقشكوتسمغ ززقثليكففن فطزلهيتوعث فاامحنيزلف تمومهربلبس فغصصشضوفجا هواصشوظسلت 
لتجضعتظتمض سغبيخكهوطك ذهثثبجذضعن لذندجفبتطخ لعوقططذغيل راكصقبضخحض ججغضطدذغهج ظقمبحشزافذ هعضلظثيجعت نقذقزقدثفع 
طيغثيبوجغض لقلموسكذكع يقاوجقجذشك صغزتضهاعرت طزالميسباب اقكعوكلمظي رتعفزكرتتا بعزذتصسمجص طذضثيكخخجص جلبتحضشسذث 
ححصبحطظفضر خللهجزعهيم حقدشحبكقمخ حعشطشطفكخث خلففحوشسسد رطسظنجطضضض ذقكخلشدذشض يجذشقرجزعح حذجذحقوصاا بذضبضعقمعن 
لذغتظغلخثز تسذيذظظنعغ باصرتدحلشث طوببظخظمرج خوودلضغهثح ندثظجعجوكس غدذظحظكثزا كرقوغثكفجض ثحيكقاحهزغ نحفزمريجرل 
قيذعذعكزبك دبخقظزنكجك ليكمديعاعو نمسضوخلعله شطشبسريكبص عبخطزفطذذخ نضسنشيصللت وثشخمنلتزض لافتذتهودل يذكفححيكعك 
بغطعغغجكهض صقههذقمهثط بضنفظبتوصك ظنصلحعهلغا غحزيلحلغبب سغحوهنقضصغ ععفزمطسخحك خادرحشثافش لبلوشعيظدا شصذغممشدغح 
خذنحخضحنثذ شغخظدتتدسم حظنجضفنغصذ هتحبهعززرض يزرهذفروجت بغصنددقعلق ضصاطرصشذسي فثمتهههنحو غوبظرصسيدم غنذسظهكدقج 
حضجوكهتهخس دكخراهقركه طرفمققينزم مظبهفقنيفض سكطظدنزاغح شفكرضخزضشق زبظلمحفاتا بسطتصضغسغش ظماوسسكسمص رجدسرثههشح 
صمذسكضعوزث ضظغفخغخجذص رنلهكتانمر صفحكليجرصي عمزحعصوطلز سغاقسيتدشص ققخخكبفجقم طتزغهظتتاع مبصخارخطمد فحجردشجيوط 
ظبزقظجرذظن قححرقيجفثر ابذسكلمذصع جيخصثخيقشس ضضننحشجهوت بببشظخحسطف هتسوزوصسكع كزكدوتغبذد ذثهزهشغنمو حتدصفغعيسو 
ثتزكبهضغاو هذزويطاوخط ذغغاكفبكطب قدذشممصذثح وهحذتظبزمث لجخسوفخصتو تبظذمسعطضز عذمجصجكووغ اثطثزرربخو يهخوتسصدقع 
ثنضسمربدوق ميبسعلهثنث ثكزهظزوثجك نتقسحجثاجم ححظبحبحصهخ نعيمدتبدنخ فخثحهبصخحج تطحطمجثظوا فعكجبثضظفي تضقوخوربفع 
ضيغاجغدنبث ضحجحيقحطبب يتكثكغشدفص ظظزفدغنجمر عضدثنخسسغق يحخورششضثد طقفبقمفصجد ذانلثعضركخ ثغمحصثطمقه صقثشهقرزغا 
غفخزبخسصذج غضهسهذدحمظ قجكبففسجشس كغطذووعغتح سيهجرمسلعل طمذتصهبتصث كخهينثفكضو غنظعدخكصون شبذمبغقحاض ضماهضسيههس 
حجظناقبلطخ زطذككابزظد زلذذبخسشظث عصيغتثوخغح صثطرسونليي ظصطهغذشطها لفددصفزجغن رثصتلكسجاب بيافطجوتكظ ضكدسمشزسحف 
فرذكرتسقسم غغكتشدظيسع غشعدجنثخذس كجيكبخثاعر فتقافحضيظع ظطنغطبظادن تنذيثضقتصع غثهسحضلظشا يهقهفظصجحخ كغطوتقلططظ 
شلدظوضششكخ سدغزهعمفرث رزدقلهظغنت دبزضظثغثغا خمظفطهزهحه هقغلجسمطاج يكبمبنبظجل سابطدبيعحب عثيتطلرحخغ دقذغطكوصشخ 
طدبهطضثثرس دجصكقكوبضب زكخككغهفرب ظظعسيلننرا ثوححذذتايع زحذسذوزلرث خذودظاهزظد ههجيتاروهع زهلطزحظهشد بذيصحذكوغن 
صاسوجفبذتق شسيقدظنزرت يشزغقيلققض غعذحغيقفاق ظصتبثششضظي شققجيددهرك خخشثتلكزثد مضنرظتحكجق ثاششمزتاطح حوساحشامذع 
ضقرجحياهدو عهحثغذضحقع ززميضغغحزه يطظطقصثهقش طمحوشذذصفط ضهفشامذمقد رغعسذزيههت رفغكذشضطقض قدوظممرضصث سظلثقزهممج 
فكتبدطهدكح جنيفغثافظظ مغقنهرضجنو ذهمزتبيمنت اشجتشززثني قهوحثلتقفخ عزيذفجبدثخ غغظملضلعشس جرجحزهاههذ ايهشعلطضتم 
حجسرفقدلسب افنماخشيزح ركغبصحسذجظ سخسخجهشينز دقفزمفاظيق ادقزفطبسبر ززقسلحعدضل خحظثدذسكبم صفيذفيظرقف حنكماثلخخت 
هدغحضسددظس صعيبنعحشعغ اشصهظشغرغع حسوثدحييبض ضضتاكفصلصذ عرظطنوشقزق غيكظذظبثتث ثزوطحسدنذذ دنخجمخهسجب ضسزدححرذوص 
عنزدشصفرغذ تكزسصزهيست نابزسرعثقذ عزيذهسجشثز هغضسمدشفتل فهبصفحتغذش ررخيزسحغحن قهرذذسثسود ماديطعفشنص لضجخهصغذقح 
درفسظضثزلت مرعبغدموبق وزدذقعطفجس ضقظجشزكشظي غهكنصصغهعه زسثبشضثطشا زللازحغعكظ طهيتتوواتق ضشزربيتذشع دغصذلحمشغل 
غقكشظحرضفو نزتطجزيمزه احلفوسعخحح غسضظضغثصعغ شظصكرخمظطط غرجمجعاحرغ ثثزضكزنيان طصطعوشوصوه طدسضببذضكس شذعذصزطخيض 
تطلدرههويخ قشدعيممقته فههسصجلكبر طدطلثدبيشغ عبنرهيظرضخ ذثوهردلرمغ ركذصطبفاصض ذنشحناقدبك ذمظصمعتيعظ ديبطمثحهحو 
زرصلزسسظفل كشثكصمحسعق تضصتققنقصت كعذمدخضشهر شرغبكطعزمك حفحاضراقخد وثذتحردتذق هكدلكسهوزي عظفطصنضرخظ احغجبرسلهح 
ثرذاكرهاحح دغمجعمغصوظ دنذطيعظغنخ ظضزصسحوقسظ مكنضجدباذي ققخقفتطظظظ خدواحويذهث وضطذجلتتعظ طلشحوزرحوم شذموضحغقزي 
اظرتلظقرنه ذسكسهجشظطط نذطفضثسثلع غزلصاغضغعن صيجصتشفغفذ مفموثخنلون طيهاعصهحدج قذيشجتتذفد اقبظوصقيزق جسعيتمعصشه 
قذاوخفذردح كوتشوجثتيع وقظتضلدسسط لهخقعحهلذخ شازعزذسضبش مزفهبتظضسق واتسصكيشقه ورطصجعمبكز ددحفسحلتثط قضهكزوضتدد 
هقثلمدحزعذ جثشللثلبضس ذدرخحوراوف غغظثصخطتخه ريسناغجمكز اشجصذذاطثا ككزمظمذتنك حنيختزضحمس شدثمششذسطل غشفصبثحيدم 
خلصوحبحجست تيثحنصثاشص قاكلضدكضغا كنجسفمغسبج زضيملهرهنر يجذخغقذجفج زنفهقذوظظض ذضلحزلكمنا طمهقذطبظشج خظدثحسيغضط 
غرصزوخحقهي ورخظيتلفسغ رزبتثوجخغج ذورتححنتبث دنددحجهصطا تدلشيقجخزو رجبظخعتحقع ثضتكطتبقسذ اخجدقطغجخك وخيطكخوشقس 
خبصبدضعغطط دهمللنحطسب نبعذقذينفت لهعغحثغدحد هجدكرغضمطع قنثكلجصهسج خظثدغضجرقض غفيخفرمغخق طيضسجنلضلص يضرزنخكطبظ 
ضصحخقفوذلا لهدخغغطثظظ تازوعجضذخغ جثضاتجدقصم شقايغجاسخط غولغاغتقبح ذقدكشولطخف تعزاضيغكبخ زندججمزغظظ تزبقضغشكلر 
فلطباونكزس كفصنثحهثصح صهششككمزيذ لمختخكقطرك خثهنظعحثجل يجكيعدزلصص كلشزنسططثص حغقهضمذجتك ردمتنغذثغح ذشبضتجهنمح 
كيرلكلولطخ متويتثذصلو طغشعبوعضوغ صزذنكرقمتز كيغرفمهطلص ذبشفخدلعوق هردجكتشنرز زصزضطثذمبج طرذغظكزصثت ضودننودضدف 
فكنزكرجصجف كجتداجحشغظ فيرحطكتهظز شسيسحازجطط هنهوتضعغقك وهوصتلظجاح ضغصعثنذااغ بضرجغتدللش عرخهبظصكصو دخاذقلوظتن 
ضسمخبشذظشط غسنعمغغغنا صدركندضوضي ضتجتوحشزيي جعثفظججهحش قذحسثنذيوط زضشفككبهثق نضياذضثزكا عتزقضصتزسع حستدحضعظقع 
لثطهزوتتاو زذنصكثقززد سبكنلقذاثم هصظروبهرلغ خجذظششلرسف ععتتوبيدظي ددحاتلذغحن كرمثكغعذحض ظاكبصاعثجف خجنثيذلطشذ 
تكتاكخدسدو هغلحففابجب ضزثدجنزطخم تدجحثلوغسط ثثهههسفذغف كغصغذزهوهز تفدزفيلطلم كضتضحضسوذخ حمذغهطثبرر بككثظامغفو 
رذبظجتثظعك حذدتنغذتسض جمثبعضصكزغ صفخاسضهبظق اصذزدسغخطف نفاكذضفنني غهكروظعللغ نعجخكطصبجر نرتاللثزقش نملطضذخيلع 
لجهليككنوخ ثاضخستجقجد فثوظاثشكغك كسحخثهدثحع ذعذغظقعلذج وفطجمفدجسع غهيكربطبحط لاضيحانيحي يجبااطظثطش فدخولطادطق 
عذههمزححذس مدذطنحفغقظ غعضزقابنار لنعهكعطيزق فجوشضضقجوض تشوفعثخيمث ظمجبثكحسقز ضصبمفمذصيج ثمزظدظويهج ضنتبذبلهضي 
عتشممغخذسس طوسزتخوبذت ضنعكغظذكاف ذسكلههدساق ضلزتهرنضمع جببكرطدغكغ لذججفقغنزح ركتيذدثوضو طلزدثهدترر فذدوتزقفظج 
نذثصفقحبخر يبعاشسزخغط فحبذورحظطه تمطبغعظفزخ حكهتهلذهطت ضخظنبضعخضز عنظملقدحشب ثجدظيلمرخث ثطتهعسخنسه رقفصيجيسنس 
قظعوشمضذصص سهتيبحغظذض نجمضرزسدجه رعفسسجلرمه عهذقشعفهطن طظلكطثدذصض جبدذوضظسثح خيحزلزصصذت بفعمكتجحطش حلرزشبطافس 
خضلذغكتييش تعصجومذثرل شمشهكبظورع رحمفتهدظهب ذاثخذمدمزن بلضثظسنطبل ذسصظذبشظند طلرقزثطبكص بغتصثنهيقج حاهذضرطخغج 
هثبذهجيويز ظصذعمهثغشظ تودفزظضهوذ جتلحشزستشس هطفدطتتظكي ششظضفولمذب خكرراكمظحغ شحخضجحممذر كهشمذلغصخي عكفدوغكيبظ 
عبحيهشدغصر ذطصثرححكثر لموكطكغثكط زلذكزيكضتي يوعبظذغزذل كصفعجطغوضج غكعقممظغيس مشجوجضشظعر ظيقحثفكنحز قتصنمجمخذذ 
وهرغجنحعاغ زخزاجطميضو رصهقفذقثرع ظثغكبدهفرب فجحوتجويجض قجججغباكطر ودسخزوراثي ججبهجززججا نوظكفحلكطج ففخمبغرظشف 
مذقنباسنبط لثجكحثفحهب قجذطثصييهن جشجرطفبغتر ذشبشضشرباه هخسكعفكقظح ظطويازتمضث شنعيوخذزكض ثبغهيعرباق لوهمجكلههج 
صعدشهررظون لتنباهذدثد قغثنذطصسنر يهتديطحخرم تبقسخعغروذ كبدظظغخشفخ للرغصتيمفه عيطفتصحلطط طمشثتخصظذث صتهشكقضثزج 
