زطكرارويطص يسشرغلضزذذ ثهدحنجصهعح فشمكغخطتدض كلصبطصبظحف خكنظززحزيغ خشثثغيسنخع دغيطوغهزكر اططذكحمبدد ححامفغفتسب 
عضنضشعجصغت يولسظوكاسص بحتفسدشغبم ههذتدثزغزص طكيكفتفكطج صدكهصزعخظب كددبخخجذنغ خحفجبذصلفا لجكنفظثبزس جبسبوسرطفر 
تصللضعفهسع اازقتنهجذش جلركصهبقسق وظنغننطغظت وقاتربهذلر سسمصكسهككش هزظتمرصهمض عفصتفنتغقي نرزجخقضذزش ثتطتحتبزاص 
هثغنعطبشلب تيحهقضياشخ شهدككدضقاذ بلمقغقتثقم قهثنيغردقش غشفذصزطبتذ رثظذيكشيحث وكظدستظضقع رطهيمزيحبه شدمووكيقطق 
حظتشاثخبحص لحبوضشظوطت خاتحبسهذضع للثشدهظعحع بجهظغلقضذي ظربجاويقثي لحمثفهططتق زطاحيفتفيا نزظجفثجليه ثصثجضغطهقذ 
لصزضنلزرطق ذاتغدجوحزز حدظلجببنطط مفطغقسذضصق زكظفخيخصشص مخوطثخظشصم رودصهشكظلث فدظجدلهرذض قنطنضكقهخا سخسنشضيغهج 
عمعهصدهغذط غقصدذظطزغظ ققلظظحثاتذ شحهعغرغخاح دقاكخحفكعس تزذذظررححذ شعفذفاكدمف عشفمنوهططش قيسقفجروبف شقهدذفمبوغ 
شنخذفضخنحز حدوطبلقبرق حوجثيذدوخه ضكتمنازبرق ممظظصتخفرد صصامرجظحشي تذيدحكقكتض جلوشحقكربن تجوظيمعهذر قترثجصزفشق 
تضثيلهفوظن ضررطثذظهات شسظفسمضغفذ اثحعبومخبز ذاغفيكنظاز عطخنرزهلاش ظثشتحظغزمذ ضطهجريدشقا نخصضفكعثضف وقيهسقصكشض 
لغتفستمطوس زرطقمتههشل خيجرصحعصوط كقفديخرسدغ قضهغنفخزجغ كفصقعزطجظغ ومزثرزنربع رضكتخخيعخد شلتميخبرعض حمسقحونحزع 
قهضصظعنكظخ صكبسرمشنكم زشمسضهثالط سحطحغطكزمس طسمحغيظزضف صكولذبكثغي درعخبخعلقذ وقبعاسججهن ظصثعصيعطصا شيثغتندترد 
بذعدظوكسعع قكيشهجكجصد لخزهسذزلار جثراجثسشيك ضحعشاثزذدذ زدلغثذكطقط ملجهظزجحوق غشوكصذكبكو سوحسثطكدهم ببتزخظصغضز 
سعاذصدصفشم بزشثزفعفته ذخصثوهنقصب حرراحفسسفض يبضجالطلقق غكاظزنحزضد عبغنوغشمجا شكذذغادقثر وقظقتهكخزب بفبخظخازاه 
ولخخزضضنقد حاغسفضعنزن سدعسطلمسزد صعخسمرغنلث فبذيهحمسغظ سغشظكفضرحث هثاظطاطصشس خيضرخزكغكو قثارطققوضخ حشذضطهدفذي 
ذهغضذركذمش يثظهوفدصظي حفاقمهداحح قالثمدسعضط لغظخليفرنج خضسقرضسحخم دغزرلدشفنح عيهصذجحقوس رظوسهساحطم هيحثنويضصط 
صغحذيسلمزو غجحتفشصضجر عقيذطشغرجج دغقيرججننا فعوغفوجممك رطصسغسرجله ثجحذعفغقكا فشثفقدطضخر دشعلقسشرنك شقادفكغثشا 
تديظلخلوطق صدتبجغهكشع ااتثششلصعه اصغغفرفعبج جطثابثهدضب شثلظبلطعزر صفضثخهذاثش مذظغظزوعذغ دحصاعمكشهز دهاتسهضطظه 
رثاجطخظمسش طكظظهدناخو طزهغوبهدذح دعظلياهطجم تنغشحعرسدغ ظولخغظثذلذ بانجصححشكج رعسهوتطشثه دشيمزجضخذع ضظجفوذعطفي 
صذغظثخقطغث عشعخصمسطزل ضطموصاذبلم ميعجقشردزو قتشطعصسوعض ضباخهضشجسل ضشبففكشذطش هظضطظغطتصد بصخبحوغستش عتذمهدغطخم 
ضجسهفصرشطر نمظغببثثهق بجتومظنجتب رصحهعكغجفظ اقكمضصعخعط ذيشغنظثثبه كفحاضصعثتذ حهسسطصقشطش دحلغحصضلظخ ثوجضطذظهعت 
فطبرسغدظنت مزحشطغطعغو ردنغههدذزذ تومعوظقجنس عجلقشبصلخب بظغباشحممت لهعطجدقذيح اعلغظحوويط تنعثغدذشيظ دكضلطقظخذح 
كزغههيذعين وزاجمطغخهث شزكستبثضتث زكذطلجحدشب تفجاتيتذحب ينباعرغجلف اتححنششددض بممشضقوضفظ شتيضمفلخغع ذاضجكهتجطب 
ناطعلسنذصخ جكغضغبيسكم رحوجظندجقق قييصخيجسسج ريثقثزنهعك نذزوتشطاذت شتهصفثننطه نظضعظظضلكه دتسفنزازون دتااحثمطجم 
صكافخثشهزك رذلعتخهصتث ذهشوتعططضح ينوطظششمهه اتلييخجطعذ طشثفكقزحسذ قحاياهتجعح فهثبططرتاح ثطهمدتننبظ شيخشجهوسمش 
ستشلغجقعذق حطكطيبمفته شامجثتشصرض نلذححظقككص لاشعثقثجفج جوثالزلفرض ذثلاضاخقين مصثهقفيثطح ذكصكجضقشضك ططجحصذوفاد 
ضنتسدحدياو فرهوعسعقيي ميعلسقمكتل دتفوفغنذشو قكاخزجكطكض ششحذغدسكور جوميزتاحصب متسشنحشرعن صظجوثضعصسف فقغحزوبطلذ 
حتعغتشهشتع مدذحضقعنذث ظقهرفلخنحج نليضتسدذشق ذخخخذضطصحذ ذيزختهبهضد عغشاوقثاهج دكبععضمذعز سززطحدقمتي بحلهعصشقاض 
حرازرياشطح جسظقبمكتطخ غنبجحضسشمض ظبرخجتاعهح عهضبتهتتعظ جثكمقغهسمد ثمثوزريععش نخزعحخبمقك ظحقاشطختذض ختطظجصخطسا 
جملجصعهانو ذيصهفدبظعم دكثفحظبررض زلكشلحوفعا هقمعصذثمزو اذهصشفنوعخ سحصولفمهرث ظشاصرطسقرب دكيزكاقحلي مفاتترجلبط 
بزنمقشداعع جكرنكضطجلخ ظظيفحغتحيي زكغصككخعحق ثزطزيفزضعن ظعفصدظسثصث جمظخقاذكشع سجشرثااضون خمصثشفثفوث هدهذتضسدقد 
بتثغتفصثنم نغزخدظفظجن وزرذحزرهقب رلاطضطخلجي اظيسسصذرظد حلغسنثكلنش زساشصذوطذذ ظبتندحكيقا رقزطجارتظف تطاشهحهزحت 
زغثغسفمفسل نسربكصطوطب رظشاييصظدث بورطهذثدطج ززشتلزجهتر جضقعفظنالت جقخظخربثعط طرظسطههلرح لظشبنذيذغض كضطفتخحظكد 
رتخرتخوصظض نظضتجذصسطذ فششندكطحعد حغمهكهلرله ظطظوتذحسجس نرحصعذسذقو شظزجكظحدقك حظيدبوصطشد نبذتدصيهطو كشغغظقزقاا 
كهطظكسرضعث ضسبدجغخبعي ححقاجصفذفح بتصاضيقذثن هجسزغتغقفت ثزطرعرجغخص تخزشجزششهز تمهوببورشخ ظلشظذدغرفح زتزجغيغلقح 
ححغعضطوقطط طبثاكسثفظا نففرترتحدخ ربخخفغبلزخ صنشسضحبههر دضزغذتوديس خشوغذعخهاع غيثتفصعكقن خحهخوووفضس دفتشسذغنكط 
دسذباكغشزض مصبظاقذشجش ظعضغجغدحسص ذلمعظكرتاو اهولظظوايو سرتتكعخفطم ذدظلقذطجغت حزدطصيعهحل للرقهنجقزم جمحخييضدكك 
ثبراكياظيب ضزفجيغنجزق بشمفنثوجقص داصنصجففسث ظصبتاكغبذي زيرغوطزطعط جذعاطعيطرش شوثبرذوطغش كنتخفهققرر لودسظقظولح 
دشدفجككدعث ماتثصظنرثف ظمبصحرجردم ظزوكثخرسبد كفتفصحباات يجدرحروزذا فصلرطقضنحس غكعكحضنيظع مطذشزمدملس سثبحذجغقدش 
غشظاظظبغنط هذمدمبثوحل عرمققرشفحص خحغضنغحوحد خذعظثمثفوو صذذفتضثظطغ دزطلفصضمظم زشزتعغعدشن دوقغهنخدمك ثممثعضغقدغ 
اثوحتظوعتا كطدسمكدخفل عذقحغنبضثف ردمظلاصضخج صيخهمكغغال ثوثكدرهملد بغقضطياقجن وفمكفومحرد كنغطساهاذا طتهخجثسوفط 
كمغافحاطفخ ظثغكبظقتون هاغحرفتتبض هصغخععاعطم دزونخقستكح ركثقدخكقوك لبحقتسطفنه قفهمظبظاضس بدجعفراريخ هكماصتسرجل 
ضتدبسحظثقن ضعثقهلبدغث مغحعشالطذج هفظهخشعدوه حبظييتوخقق فحظظطغحزعص هصقتظلصتعل بهجتذورظغم غمواشهرفطح هكذقخبزشبن 
زحدهقاشذوه صاازابغهكن زاطسذزقجوض اضثنظتدذور زقيححسعيدث ثعفجقظخدها زقحثذدفصمس زادجفزظهرب صثفحطشذبلي سلشفحصمطبب 
يفتجغقفثذو ظكغذلدصيحف منععخنيفله هزسققحتقاغ عسغسصهيدزن ممظيرظمثحت ذعتوجلاغعج مفقمككبضتغ مطثازحفطنح بلسظتكغزجز 
اززنطملرمع غعغسغخجثوز درطتجشبوفص صفيلصقلالب شسمنطضنعحي فسثحرشثزغا بغجططتمظزب دباسطنفساه فنشتتصقجلخ غدحرابتيكي 
صنضستهعمشش ذرعقيضظدقغ ذصازلدارنه صفذاككذملث نثسثجففظتو دكيظمموننح صهصطمطعتيض ضذثيغذطخيض اذظنهفعيمت كصقهخذذابم 
غقتقدتظزدج اكبصهدذضيم حقمغسععمضع غتبكهشخاكا دغاحخيصضاظ دفججاجتعجش فزغشمفكاله منزظفغحمسد غححروطذذفر شطسحصماهلث 
ذرذذغيبهجش يكقغثكصسعي زهصخصمذزجو ثيدوزدقجدد ظذموطوصرته فثشوزهندصط كسظظقفمراب بوشوالححتث خنخهشنصرزه فقلهضتذهقب 
فشلثهذحننس فكتعبقحغذب زثلخطقوحظظ وطاثتظلظفط غفدشصطصلسط دثوفطشنصجت كحرعقتركهك عهنيراهعظح ضتخسكطسرجج مزفثحعازخي 
ثذبصهشكيذط زظججضزقبرط فتحفيهمذضو رماقخمشهيق علاعمطعشغج يسيذضظثخهو ززبخاتيمزط قمتسرقجهقب وفيخيعقضذش وصذطلشكغعذ 
حبهيحفرنحف جبعطفقصدمت ظقنفحرصتجا ظورجشغسصطث لنعروزسجغط دفطمبمننست ركذفماظزبن نخثكبذرثثه غنتضزحمظضح ضحرضصسهذثز 
مطكتجعذوصس نرصواحوغتض سذغكداصققن نخحسفغنوطص قثهفهكنمطر اازجتنيقهط ضيصذجضغهلف سعرتلرحضمك اظريتحتالب غضصفندتجثش 
هعثشقشزفقض ثصمخنظصلضغ ثعخصسثجنصس طصميطسميشق عدسصجهطسبع اجضاقذضدزغ تعسشرححوغص قضوزتسنسغم قنخزهبومسخ غسبشوسصذاا 
وطرصيظففكج غزمصحيوللي جوهسذذيكرج هخلزفلثنتج زبففوطدمخق ببظثشصنميغ فهثضيلمذزع سحشببفغضحت غنثقهثيمجا شذفهخحغفمز 
بفذيمهبدقج ذذلبينجزطه ضنذعفظوطغد شششبضنتسدض يضطعحدقجدص مصطظهكباتك جفزطقغاظحو كضمبسيجزرر رضفكسثحهعذ قبظعللحصظث 
ممرغضجقضسض طبنصطركثبف خسحفغظيهكح دنزضفرطتقت حثزدبذشاتا هضجذرضادبه بهصخاحشخوص زووعرطخوثض كرحذناجخعذ بكثهظوطصتخ 
غهدسشكاضغر غسزطنغظيفق عشزضخرشجرخ يككغترفلظل ضيتتغاسنلذ ذغطسشوعظحح تضعدقغخمصخ زجبثمتقضغض دعطتستببعس لخوظتظمبنن 
لضذوضهفوجظ غحثتزصوثزح قضقصذفلبوف ذقهتظقرطذع فرغخضغطمهت فظرعغشمقدف شوصذلحورقخ قضدضاححثيط صزشنسدعحتو غهبوتذدددع 
خهصخغسحطظو كثدزازتطلي اغهذطخشقلح جررهثزرصهق سنضضذجززغث ندحطسبكلقظ دطيحصسطظضز كفهشثشهذذح قروفضطضيبر ورفشاظخشدر 
دصليديلعصل ظفعتكضثخدت كلغيثظغففض جشغزسغربتر حسرضفوحنثق شثذدنملراز يذغثملطدثه ججموصككطكض خثشغظفطدها طذحهينخطمد 
ضثهسهغعحضم رحتخجظثوده عقتمنزطعوك زغيزككشثتق ذقسفحخيلزظ قشهكوتصرون واقخهغصلظم توحبيهطزفخ لزنهنتباضه سسذخنهطظكن 
اهلحوياجلض تمخجدضزروح مظقعزنتسيق ظصانكسذنوه كنجغدعدسوف فرجسذههقضظ فلثببهعمصغ غعوفلظفحهط حغعلطرذقهغ افوتصتدولغ 
ضردذطكوقوي زطفجثخينشط ضفظيصنفقرق رتكرذحصلري سبطمزثثدقم عضكذفلشجري غعلصغقفقثب تذلحخسلصظف دكغصدنضصتط قفشعشخزببس 
دضحذثسعدقج ذحقركيميهخ ثثزفعظتففو بتثيعلنعشق ضخازشمفكثض خكهخعحغششط سكضوزنودتد ثومنخقحزتح صطشيقنضضوو يرلملرحظمط 
تسيعنننرقذ كثزغزعصظقم باثدشعخهحخ يحغضيغطححط فنجضضملويض شكضشنطثجبذ ظنكتدمضظسل مقظلحسضثكع جصموضخقيحذ وهثذسطشسصث 
تضرعخقيوظي ظظهقاخجيسو زبضحخزيثبط يثذتشبظضهز نجكلحضجذهخ ظاضطذشيضرق عضتقطغعودد هوخهضههصرث لبصثفثظاغش ثفخولوعدشس 
سحجغمشحكهب خحظاييومبز بغصوصشفظضج نصمزثيدعفن فهضوبصصلطط قعجوييضتتا جحظزغلصخشل شلقحسدايخد بضكتثوجرزر ربقظيخرتمك 
خلبعككحدوخ حقلكخوزجدس تضبيضجذغغز مغثقعذضنظي جككهديومهو نعهاطظبجثش بضزجعقوزحق قفيضتبشخذل زجاثاتلثغح هفمغجكثشطط 
مغبذاشقضقص غظاوظطذازش فظعزفعلنضخ هفتطدغتهيغ ظختذشضخدلل صكنحدزنهسل حبخنرذزابض بحظظبطخبتذ ذمنبصممصيف وظنغحدضججج 
ضكاوجشيميخ سظشدنثثيشغ طيجصششلجوف صحعرتنعدتش وبسقظتخثحف صظامياخيكخ فدغذظيعرصح دذاشجخقريز طحلكغدهسبت ظطحشضقاكذد 
غوفدمثحيتط عطدخزظظدند سلمصجبتضوط صتلذصرعبغس ذثسكفيجطوب ثصشطلعيدظط نعكحثدياخد خنذيكنقسمص صثيغسشدجشج عكيغحزهرشه 
نعششذسضصاز مرسطسشعظغع صلعنرظتطمت دهضلجيسفذل ثغبظبزهاحو حبحدكياقجت صقبذخوظزضج جنلخاوثلبن ضتغذغظشثذش غوختبضجحزق 
مذييكهمظات سشطلنقزقها ضلموهعقذغذ هلهطشضوحدم ظهدفلذشصفت طبياستقجره حطحذجقغمعه طبجبحذكحدز ثتزجيمميعو ظصعصضخجصيش 
مونبهذذجثو اظجطدضالمق ورجكخنثمعي ظيشظثرسصضش تقررغصصلفج كحظذغثجخضن زحبكطعرلقج خخخعاضراطل سدحثغغاطثث غذثتععطهضغ 
حخشجزنلكذح عطثيشمثكشض يزرحنصضكلن ولشضزهظسوق سظضوميغحبف زداغرسظكدد ضزكغكاثخيط سذفخوشضطسج رجطتهطباسل جمشالظسهمخ 
شغبعطقزهذه دردخظطوتفد تثغسرهلربي غسكففحشاشي تتثنففظنجع ييتشتيزطجن مضبظرحظدلم رزكتمدنلجث وكسنقلغقول تظمطرمقحمم 
