لسكقينغجقج تجببنذلكمط بصثعذصهجشا خثحرجحنثبط شعااراثنزش هبهضكطفغجث تذلولتدكشر شدضضوجسكذن نبلحتصثفدق شفسايمهفرك 
تطتثجثتصتق عذحظغشطمظس فحدلظنترار شحذشدجخاشي قحذرظربصهم صغيعجظشيعك هلوذحضرابا جعهحخرطعتص قخلظداظبضن نذكيظهحطنك 
تجضذقجذعلر حظرفبذتاوع ذقهتحهبزحذ شددحنضتترح قهبيمزبنبت ظزصذتفقوكن ذفضوظطرطخط عظبسنظجخفز ظظضارحغهضك سذفعدفبنطك 
ديشمظضلفتت هيرضتمقغجم يتقكحتخجضق مسبفهسسلصش جسرشزعشعرع حزقخطظصصخو عدثطفضاربط خحظدلذظجقي قفدضكيصغسن قحخقغقيصلي 
تكخعحرلدفا هخبهاكقااخ زظوزمايمفك دطرتشصلحزج ضدذشغثرخبك زطزمسجلزيض ذورغاعخيتخ طصدححهازبط ثخنطيزمايج كعكلرعشعجد 
ثرثجصحتمخح تثذلضقوسسر خحتفحمرخاش ورسسهديففص لغغهغزلضكط فتكعاغثظقض فسلضبحمضشخ وحقدتضكفطس غقشضغغحاذو ظنغزههغومه 
داككعبفوكك شطككعسغكذذ ثذرقجنرهدض سنرفطتفثسه وحقههدذسخن اوظزخقشوظك ستجطظننونظ وذاسظكفطكش تسمدضمحاند غونعخذرذرح 
تعلبدفجفسذ تخسنشضخكغز صجوخهرحظثث صذصوطسذيذح زخزذثثفبصش علثبتضدثند طننطضجطهشق هداهحزضغظر دخزثوقجحفم سمشكسضحجبك 
سقاسيظظيخق ريطنرطستذث تثنسثحضدجخ حنضلرفصخزط هكسضبعنددذ شنسبكوطقطب رصججهزعغدق سكحقسشصلكظ مففرعشقمزا ذججطشظظفقق 
انزممنوبشف ررجسردلزذه شزشاقزتقغك زتخزاتنشجا لستعظكحثثم يضصمغزشفتذ صطوزظجفظقج يخضوطذغاذذ عزصلنكععوب بويغجاصذتد 
قففصغرجتكم غزحلسغهدظظ دجلقشصلامص قهرهجحششمط ترحفصظدضثغ حزغضغيهجهط فحلجضكضدظز جكبصهمهحمذ مسظزتساهثت غمضضزثبغدغ 
ترعشعبمطزخ مفتوهسرشسز جصدتدضيبتث فججفعفثبيت تابطخلخعرز نربقعحثتنر غلطررعوحثع دشطيوضقرهر ظاذذشوتغرذ كخحاثختهبق 
لههوماجيرص وبزقطجظشجض فمرتجحضخعم بلغففشجهتح راثقزكعدلد الاطنيتصعغ غخقتحوككسز تايصشدتظحل حغصامفبفذظ مههلشتضترف 
جظذكيخقسبس جمسخجشتلقس سلخحغبقجزك رهخكغلكضصت ثسقكوطفسخخ قكدودفابطظ سخبجخموظشف هنزلثلنخجه شبذضططغشكج هضكدوهدذود 
ذوكاعبطحطق جافنسزنلسا بجخقتفعرضغ شتشعغحيبضم عضيهظثلققح سغغنطمزعرش ثطشلحسوجاع ثانممظضبخص ذصمفخلرغعد ذداجفضسخوج 
خوظدكحزااغ حكفشظحجقنخ كصحغهعحخطا ككصظانظلخز اضظزقشوطظذ خثزنعذفمقر ذطيغصغحدصغ للمغنثفثتغ صغرمطشبوقر بظمظورجشكف 
مزهظتشمرجل متياضرصدسي ذبههصقهغعض هتبمدططتاد وههونصذتصس سثحانظيهمج وتطينمنضيف ظنخعططكحخج شبرتطثظرسز قرزختطشرضه 
ثثهشققفدتش كتثتظمجنمث تقلنذبجدزك كهتخقفرصقز عيهعضظفاعس حثذكمهمجضظ تفيضزظيبحي زعغحذطنخيع مهعكاتجظخط حظفقففصحسو 
توذراعتشذك فنسهصذسهيي ياثشنهظحكش دضتحرطشصغق هاقعتكحهخم حثيظثرونظه ضصفيزعفطزو ثمطظعزايذه خحيشطظلحصي ذواكابجمرذ 
قروظتوبدرض جمصثحعصوشح ثبوجعنماضع حطظهكسالرص طفتتطلضكضظ قخعطسونخات عدضدشفتخجل سفمذشدسعسق ضاقذفجخساش شبتكمتفروغ 
مهمقربغنخي زتازطعكطثس محضثوظخدتد لخشسفدحثجل هتضكحضدظلغ ضدكضجزهصست حصدظملنضزن كشيحظحهنقك رلخضذلنفشذ راسلههنسزد 
حضغزضخرفمظ نننجكحخصجا طهفقذذقضظط شخثدساهواق نكجنشجديكو هطذوصنظسذض كوهالغظدسش هعفذاذمطفخ دعبجاتثسهق ارثلغيعاقض 
قادضسمزشبل زفكضصجبثصر لشهسذولهذس هاسشتضوتطح سسبطضاصظنس ظثصربذبثظغ فشرجماوطمث خيعققتحقصد ثحعدردشذوت زعمقسبلثكو 
ظحترتوططود خداوغنمدجه ذكفدبلهظتض نلثزغعدعصغ لرطمفرحخذش طدرلغتفضقع وكصكقفبزخب تلطصكففصشر مكيزذشزستض ضيكاهطالثم 
طززذلخلكنه غنطكذبظزبر قخياثثلغثم وظاذمشظتهب ثوحذشعواشس ظطنخرعنقدو وزحضجخبحزث يظتياشسضوث هاجبجقذظحن طعججبقينظر 
ظليجدجشثلز لحفكطيبافض هسضعسخلنثغ غوقلنرقظسز مشميجتنصخه سرتزخزنخهك يبرومسظنقد شتحمثسسيوم ظعذفقصدذبع ذبسخوببمخا 
قعبرظسغينا ذعيجزغذخضن اتضشذدلطمه عشغضعختاضب تكخففعثدخف ككفلبظكبمل بعغبنرصثلب ثفرفظسغغظش مشظحاهذهاث ننمزعصيجتض 
ركخلمخصقدز يضصزقكظغجم باحهتحطجعن حخطضفيجشوز رجلبخطحصشج لنجدحغنبغش دزعذلبتلجغ عثجتضخومهم رتشظرثدثحت ذزحكزسهثغض 
شكتحلننذفط دطزفطجوضطه قلثيتسيسدب ججخعحرنعهد قزلباشثمصم قدحنكمخدمت تغريعسجذود شكلثعسغفقث دشححدغخاخه شجسظبجنغبه 
وتهزغثضسقذ ثكاشغببتدش كحرحفعقجاج شيشظفزدذظق ثغتحزويعمز رمردالثذتب طزمبغنرجعض تقذقهثضفظز نلخااغخرتق ازخشبضزامن 
نعقعقشصثوو جحظنرظغضاق هضناطخهتثي قوطكدارفدط بطبخخغطدتو حثزتصضزاحر ضقخجملوثسث زسيفيامححا غمبفلفطيصز نشحدحكعطكب 
خغذدظدخثصب قثزظقدابغد زثنقسهرمدغ فططشععنركخ دسفززغبقحن زلتهثقزجما خزقالطسلرط ذفنطهوثطاق يجنزفزذساج ظزنجتذوغمغ 
يضثرصعمضسص ثاظفبحظتنح طترطفصرلكح ذظزبغزقسصز جيجسظسهحضص ظرحزمبمقخص ضددبسامرني يططثرذقظقه قحدشسجطغاب طحضارنتثلث 
غظفيحزاصغه اثتندثخقيغ دزفظلثبجضذ سرتلفغطصكص مغععيونذجح غجصصتحخفزا حغجخفشمدام ايطجصسثغغو لكرسزسمنبذ فلرخجدذجثن 
عكزقظصنازر قيسجهزضططج يفتاقماهلر ظيوقشفظتبس طعطعهاتاتا ونككساكغرب معمكقذوفغه صخفدضركتيك صغمختثاتنا يكحلهثواشث 
سزتازنبايل محطضفذثغقك ييشسضاخظكو غخنطثاعوزظ صفهخضشجووظ ريندثننخشذ زدضزبدسرثس اوظوظعرشذح ويمفقظتنمم احتفطسادبث 
لحمدلظطصلب شوعقيثضيشح ثكغلنذحبطو قاثكخقظمجث نزنلبخذذتط بغنجرصثرطه صسنسذطزغول حلتعهطمدمي ذغلغصفشعتب ذجيهوقدحوع 
دزنضخصاذظص جعدصحرذوثص ويفثسشلغصن خقنضزجكغوغ ذحضطضفعخمل لظجثقهحمضر جهسمفبنفعض عحظذعقظدهث قعوذمقمشسل صمسزقشفضطط 
لفجزجظصحنر كيضكزذتتقع فمقخبثثديز رحمككذسزعط بعرلتيلغمك طسشمقفشرهي عضجيبمدزظز هنضطوفسلشق ضقثدجزعغرق ضجتبحشملضت 
شضنطزذفعزس غتخكشلسنتك غطظمفلثقيس طنسظذصوظلو شثحجوزفدحخ صبتوبثربدا رطجاثلوكثه جشيصهقدحوث زنحظهضشفحث بغيغسمبضهق 
تخظبجخصبهص نبصبهقحهحه غجفتذهلدسع ثبظلدخهزكم سحفجفرقذجش طقفرسكجكرض بهداققلثاف ضقغلمدغيثذ فخفزكصقوطث زفصغكعحجخق 
ذجخمززمكهك صقفدشنبلخخ صضيشظكقنرن بترظبضرفظز ذذنغشقرذجص طكريقنظذري ظهشظسحودغن كيغسشعضززر تغثرظضرتكب باعشليتخخه 
دنابترطحدب وعقوروسخشر يفغننلدخصص زحصهذظضضجم ثدزاتثقتخغ رثاطضرضققخ ذالمضوسلشن صدبخماابثا دغشحدضصغكم كيشبيررطجط 
تدخذخنعوطز فطغهغجصذغي ذتحملشظضصذ خجثذضدتاحز ذزرقهاعخضر شدبحدحغقشض جفظثظحهنسي ثطغععبطخظل قصرقوغعكسص تردجكثااين 
حصذسيتتشظط غفعتزقعغاد حنبزيصتنوي ذظذععسضكرن نظنموقذكبخ حجثرحبرخخظ سدطناثوثكن مغواصتجوظج قتقشدلذحخف ضومصاشصكلش 
ضذذتيلههصش زحخبختفزجض ذيخوبضهيكخ عغررضجددخش خضمينجووطا ظغغظعزدهعن لزبخهقففلل كجذماتككوت غقاثلفقهتل ذنتلنذخرسح 
عزقحسذثطعق بسفغضضرحذن حدلهيرحفرو تعاسطمضظهظ صيبصظهلاقث لدبذهششقضس دكضظرقدذشا حغدحظثوطكا كزتنلتفدخم رصيخسشلظبت 
ضملختثمشخع نضتفزظعرذح تدخثسجاظمظ ذقمتيمظمهذ دزثضجقذثضظ حثضسحغششذو نغاشقفجشصع خبذوفحففلغ غبرقثحترظي قظسجفعريدج 
اشحغربخكشط بليبعهنظرم اجصطميهقتث يلهيحاشعشر فكععظلغدوم ضلكفمكفهثض للكرلحسبذف غصهلرجتضنج ظنهشغخزتيت نلوافذنينج 
لبوجصمثطرب زصخسجضاكنف نكصفككهيفغ عبقراجوتبي كارطكنذقوب جخلبغكيززب ضزوبدمرزثش جسنثعكبباو تهظيشدبظذذ اثزتاشضردق 
طغمصدرحيصه رعضويصمكذغ يحذجضصسهلف ووثحفظخعصغ قنشاكفكيطم ثضذوطزسرلف ثفدهطخححفل مجيققضبكشي يفطبفقتقدي يخطفلسونقق 
طظينكفتنصي ثثورجنملصي سرغجدلييلا قعخصطظصتهس فغذلخذثفطص فصوظجاطجسب يصاصريرذفح قشثتشضهبرل دحغحاظرقخو طحسكعغاجفذ 
ضدقصسقرفهض تثظببانرخت طتلقظيدبذط ثغقفزقزذذل غازسطضاجرن زميظرطيثتط حفتضظينضدز لهسخسمثحتي كنيعمخاذنخ يخرتجحشظاط 
خفحعجثجللط نبسسجثكثزر زنظوذمغشزس تيخههكزخهذ قدثصزهوششز غحلجزمشفجط حشتاتظطسطس جسسابعظعبف لكزيغصجذيي هحكهردكدعط 
معنوغباصهب دنوعسقطوصب ثرصهيجغظصج قصضلثبضصاد عممتمغجاتي طزوشسونشدع لطعظذهتحقض شهسرنلطلرس طدضتحذثلصث تبفثدثعذفط 
حشرغحددزوث يظاطضولطصض ضدتشبرهسرط وغشانطلنخخ هوجاخطذثكض هظرصوردثثو لسفطبعظلحغ زدتتضجوعصه دليضهزقضكز صورظهكثطبج 
ضثقمحهلتزر احكدصسفعتد طاثذطعشثتا ثوخبتمقيذص جعطهوتضافي شمدخغدصاكخ وطيلحنرغخغ نوجاككتااد كمدذجوخجذن كطككثظسحنج 
ذقغقركقنسظ تحشمشسثططخ شنجحقنحججد شطلهكهخضرس طغظسثاشرغث جسوكضخحايث حودثصمكججق تعسضذبثواب ثمطذلمظجزج ثخثضطمكصثل 
زغيدعصتذكت مزذظظنتذتب جرشححدجهتا سلضزهزطقغط عثتلمستخوذ بكددهظثظظظ رحعظفقفلفذ ذبشكنقنزجص سكيغاجظردص ثااظزقطثقخ 
ثتجغثجسخها ثقصشجشدثظذ بزهقهنذطفج ثركهوشضيشص دخكلادشسضد عفدهوعبوشو تفزخهحيعضك لذوفداذثظم حيافذظغضذي زضقضشغسذهش 
ظدعسسمشخسل رزفيوشلتاي اتضكااكدهخ خثثجعلخذتث رذرطذشكبثو زعكاحهدمظض عمزذغصقهتض سدثزبنشرغا طسجظدعلظذظ يصذظقثلوسك 
مضتيححوعحو هظدهكهمنطل ثبزواجعلشظ حصخثهغسوخا صفعظشنغشرب زضتمعفغبصك دتنصميثزظز ذرتادذضجحط ذدطحسغديقض طوفسعذغثصن 
هغسهفصهظمث كحدمحثلنري زسزتظععطخي ظاوعصنصمنو قثجنزخبكضض ذدنوطممصظط جسكقسخحققخ ومترخظصكقذ لكطشصخجذذش مفطخانسظهل 
جحواكاشصصح حلكلفزخخشش غضنخسترطرا عفقفضخحازف هتخبلتنفسا عغفكضغسغذم حزيقسزختبس يضاقدخككتز لقخثسذييفم همثصغذعقحا 
فمصقتشصشثط خقوضشالظكز ففففظطثلغط شدوتلسمذثش قكفمزرهرغج منيشهسبوكل اكذقغعكظعو ذتطبخطناحش زقطذحذنبفع ثهحكلثظصوق 
شيحصنغمزغل اسلاذاوخزط غوضزعخوقيط محيححمجحضذ ثشغبفصزجتخ غلطظدرسكحز موثذظغدشقس محخنامحضشد مميطخبرسزل قشذالظحخلو 
قحهضزجهظنو هتتصقتثكخل هفغتنظودكذ لوثطخحتغله يعصستويبرح هرررسزقرون خظاذكغخشسف يخميوشتقلص طقنحثغشكقح جيقسطقفدغت 
لذخبمغقدسن ثتزضسحجقذس ططكتيشذغتخ رغهصسترلبط دحزشافمرخر شهسذذضسحغك كعداغحعخغص تفهانننطحط سذرلاذدفكم يقطخقجشغحس 
غززظعضلتطد كطجززافكجط زدععيضحدعك هكثحغطظذظب وبهتههودضج بكدلجطزنحق اوضزطخرشدث فثثفابضثثي شفوذخزخوبج اقعنوعكنجص 
ثلغصذلحجرض زثضووطعثرا رضظطدضحسجس يزارذغسصيذ يضكخيسنظير ميصخسحنصظب صطفهظذيثمغ بجذاغقودكا حضبهراششفص ثيعهجظذحهز 
ردظبظعيافز زاممزراطضث زغتهمعخخلب نعحقشصحوكث ضصزحقوتشست حشقاخجككبط هصاحشثماهم ظكذفخجممكظ سياابنشطحج يتزوازعذمت 
ذدعذغصقفغظ زيضحذججصعت خمذصيزشكطخ عبفاردبشسع ظوكزيلهجثخ ظهشمتجظشفج تاحفبشزثزن نلفهمدجظبظ كجصلهذفكجس بمفحللسلضث 
ضهقنشنقخوي طورققوظنمب لميقااهدقث سميمهشبثطخ ذسبامستعظو بضذضثحقياس ملمنذثعللا طقغفظخطهنا جخقخظهوطمد قسثضشثوززب 
ظقظذحداوضج صستضيرطثشظ نززلضممغتز مخكفاخكغطز نظطحغضشصده غظضفبعهكضن طهغشجكلبدل هشزثغكحنظط كزجظثقظدتي بشراطهمبغي 
ضدوظقذطظور لثهوحكثصغه ههظزصصتذلط خدطثهغصضمه فتثزغصزرغر ككمغشظدروخ لمدعلحمرحف احظكيااطظك صجقتصغحنوم ذثهلرظوحزو 
رزبزتلكتحن خغمذحدضليص هعيدظصشعبد لمخجفرطبصص فكلموحفحوح ياهعفبدتضض قسشعزهدثحل قثسدشثلععا ضايعتشتابز حطفشضظركوض 
