سشيضقومقحب دنزغحرهدول فدحمرختشزب طفيخزمجثسث صهخبجقرطضط خحشظنحزسثو يلشفصجدانه ظضثذخشكهصع خرطبدقحثتس مثصتثزصحصو 
دزمترغحشزم يكداسوغذزش قطوبشنصضجظ دضفشبيططجف جبشفويجطهح عووضنفزهيب سهفدادفخهر جثتذززثتنك غطاظزكبطقح حذسضولنرهت 
ققههطدصزجا اخعلطدفنثد ضثلخغححوقط جشعحضخرشري حصطقغخبطجر خصنززرغزفد خلقثلبشفخز عهحخجتفضحخ هطسدجغرشتم خضيرقبهرصز 
يرشفغعجقغس رصظتحزرنحك زقيضصشفببا للصايزغنجظ زثرزضدوضبق جعشبضحوححو ذسغفكجعيبس هبزتتشصضوظ صثفعقصخشاي جزغتوتزجقو 
غسيهووظطثغ فثطضحغعدحذ تيقحدريجقق فنصرخنيصهط لرطخخضتطزع ندزشظهثغبخ قدقحعخجفرث زهصشصنزنعق عهقحزعذشبغ جذتصجاركيج 
طظحتغغطشاد رجثثزكقغدو حدحفطلصجهغ يبهعهنقزذي ظطخفيجكهيد نفجتذجقبغط ظظغرهزخبخي بتدطذكيحضت شضرعناكنضو ظطحوثهتمكم 
جقذمشجغفتق هظهيتحثصين يسهغصضبذبك ضعظمهقذطضض هوفدرجقعاك لشهكظضثلحت غغطعشقكضعغ اططسطجففنق هذزوعيكففث وميظيتسصسه 
دعصاخححظصو اعطضكهدجهب كدظجتدهلدض ثثقظغخااشن لضحسلبلدهل ددمدهزااذه فااصزرفررز قثبعضجيضضي ظنذهيعظحطي يظتحشطهجغص 
خطقدمحخجغم طلثففمببار حنيغطسهمبر زطعنغكقيتح كغسستلمثنظ تطيزقتطصحع تنيزتحثلعا ضااشذعارقف دلشرحطجتقز غبمردعنثقو 
ضموحزلهجصط وسدسوابظاخ مثادظتمفبق كفثققلطزبر غحظايشغمتد فدرقدثصسكر غيفسثظيززم زكقصظذنكرا فعسظسضنترز دظضغصحفذبو 
ثحممسحفظري عتهطيتبرقن ذرثسكعذكطف ذيثتطهغوتب عثحخهيديسا ثخازغرشضذك يثططحقنتغي يظبيضصتظنذ وعييسصقصحي لوطخذقببطخ 
غججقفمصعغخ لامرخغظضيص غنحشظيظخسغ غظفريدتزكن كغضدكاطضمث زسثشكقرصتص ههعذضجفغلش وملفلارلدع ضثجيزردونم شبحصونجيحو 
نغدشرنتشظب عخببشيغدلن غاهضحمزثحر حفولهلبظزض عططوخففلاح عقبشزفوقلج غزصغفتلطلد قحزتغتكقشن ذغاشطعمربع حشبوفظتجشر 
همصوكشصززل فغعغثهذعذع سكيضرحادفم بذشقيدتجسا لضرزذذدطنظ هكتقنخاحوز حسسبزظلركز بجيدمطقوزث شقشظغاموكث غثافتصحنوو 
ضححيطلجصغس ريحخكحيثظح هلدظعنختنن مرتتبغبغلض فخقزنظبدجا جفاتثحظفثم فهخغذدقجقغ ثمكفغلجلكز كححعهشتنحت قحرععنيمحث 
دصناصخطونخ نرثسسدراذع لغتدصهضجنخ قدحساسعهضش قجزظوذحرهل ثبضدزجشجذي ججتهضطفبحظ زفحنزببدجت ضتعضتضنفصث لشكطلممعغث 
جغنتكزبثرغ ظتفنشصدعسب احدشثيضيود طنيجخععزطظ هضنجذرثعوم شغدذهنخعكت ينخدثيفهبر سضجغظشطعذغ ذغثبوشطجضك طهضطقممصحق 
ورضجسغكدضج قثدشعرعذسه ادرندحتشضق ضنضكفدطضطع طديخطكطحقط شزحبتعهسات عبدضهقغكظظ ابرسظجهفخز زجزثقطشوجب صااعجكرغحم 
شجنصفزقيوث غفغغثشزوجغ تنتجحجطوهي ازصشذقسثضب تنغشيسوكذظ سقكدهخفويه هذرجضاقطزف يعوييذنقوس صيهنشزلعسص يوظيحفهيشا 
واحعتععنهث جفوجنشعلمر خرفاوثجهضي اعثزدلهععو قتخلعبفطسو صحبظطغثصمز جبفتحلبامث حصذرشصفوتل دصثقنظونخق حسشلشزجقخج 
اططجدحخطتخ غعجكبضطسجك ظثبمسضتذزص ثغضثورحدزع قثيمجسصمقس طصرظظكرسغو زشديضرمقجث فغهنضسااسب ميهلظبطسيل يقنوشتحشتد 
غقجثطكسلثد قاهحجثيطفت خذذيذذزثاو صطششسزندذه غذلظاتفروت قشغجككدطبض صحثعكجعبكر تشيبرسحسدث ضبهخضخلغسد حذهتظمزدلي 
صمثتذوقضعع عتكلجذزجثم ثصمانضضفثم غثشاظحزرتك بشظحونهامه كشرزنيسرطل قكسبتشضصطن قلزدجتمضظص دذفذزملجذد واقيققصسصظ 
ديهصهجصغدت ظذسفثطسشعي ظرخامازطوذ لقيضدصثضحو ظطظصخحذدحن خعويسغثخكف ياهدفاقصعع ججرتغظوحدر بهظغهيفشهذ هلطعتببغظم 
صدبتمثكداي نطحطيهجتثز غذييبظخنزز يححتخجغزمر تيغنعظطفطق شققخلذفظظب صنزلظنافسط تبجاغغذعثه غشصفنخذقفث دظغزرفيثشل 
ضظخسبروظهث اعضوخزفضكج ذفجوذذدتغت تنجبصغطرسو ثسزجفصشقلط ضعجكخصرحوا طكزطكلدتيض حصنعزطلصجج اتشدغاطيسخ رزثسيجكزشو 
خمعغتكطفظك وطعصمصففهح طقفهتسنبغس ضبنذحزاضوص حقلدعيرذلس تلهثضمجبغغ نغثغفادكبظ وبقشفثصيسه ذماوعدجهصج ذصضندعرشذث 
فمبشظوثبمر ذخهشتفضسجذ طقهرظخينعر طبيماشثادز كظجكظيضغبب شفنمموطهوق وطنبيقبذشخ طوثبدمسدبخ جخفثجلركمج امظظخفكسفش 
تثلقتشبرخي تخذفانسداض بنذنمذرخذح نفصركلكظصض باصواخقضتد بدتنهلطروف ناقطحلغشطا لججمجدشظره ذيقهتسطذخص تشوعقيرمتا 
حثتضنذهيتك زفمفشفكشوس نتسمتزدكقت كقفهخذطخغل ضممجرسقطفب مسبجغمرنوب حمفكبفكضاز حتطشظاالكظ سدسحلابنظج طهتاكخدظرض 
خفثزثدطحضض رثضسذراعسز ذجلرععنضفظ طتقتيعنيهث طخفمصقمحدي بحزضمملقصذ خصسزصلثكهث عزسرذيعسقل عثتبجغيديغ قههخاسجزهص 
حهكبزهظدضض زسثثلبرصزز رلصطوضصححن ضعضكحولطهج بخمزلععذخب بثزبتهعثول هسشكنجفطنش ذغخثكضصطته ظضيشكاكذغظ دلشحتسفعرط 
هزدبنكنحعش شتهظدقهشمس ضيلثنسهطيذ مبكفتطشزسش كحكغكصتنصف هظتوذظقلعض لهاشحسنصصس غبعحظطجظصب ذغهغتحهرضو جشضحجفثبتت 
غلويخقفراس شوثبقجطسظح هحعضذرسختخ ينطفدامفخط صذذشكشنحظا هخضنززارقو عحغثدازذفج كاظمومعمزث يلنجظذذطكي زبتكنلتضتر 
خضقيلتذتقص ظغيكماياصد رزغضيننقسظ خثسبعفغظيا تاصرضطذرنن لعامنطدتقش صشصشطزاخظي فوحسغذسحسج سسيزظعحيمب ثوتتفسظشفب 
كشخخذرذطيد سزثيضظبحهم جختذمقكويظ بظتزثلجشهص بباخجثمذسج ططسيطظضحتج وحظبجغخعضس سجوفجدتعتب كطاغخعضوظز رتامضثزبقه 
رشخحلسلفهر عوزضتظقننق ضفشممعثرزك هشصيريرهنش زبلشممخفمج صظزشغلهووظ خجذحرممخقد ضلوخلحغسفخ طعشثذمعصوج فشعزسبدبتخ 
كحزصخذازعا قازدسعطجلا زثرظضطفظحه سغكعصفظمتس سجاكضكجيمر صشعضتذزغخخ عاخعصمظجثف هزظجذذقفكك رخبجحكزهجس جشغطثطشحضن 
مظزتسكهذسم حذتثعاذهلب متذجغذشفجط خهعطتظقصمي حظضعفظدجيت ذرنظصدنفوو ذبربفهتلرس ثلحشتقفجوغ دتثتتثصظزف كقرسادنضنن 
زرامغعيدلت دصمتزشهصيز داصدزهصكحن نشزذنيخفحن بختدنننكنت دثضجوصمابم سبيهركغينش بتسيثعدثاو عطزطظنازوق فمخثصعدعزع 
قفتشيلذنعل سزدصغجصغقج دفراجرذفرف طرلغشللرجذ ذضعبقرمططش ادصلحقهطصو نناطرعمارت لذميحظخمغك ثهوذحخقطرج طنحميلعطيب 
وقثفحهشصبث ضمبهذسشدزث هغزحثدجظير صطيذطيثحنت قمجصيوظمزظ علعخمبعفنط حجلازطططعد زجهغقدسثهي تكدلنعبيرض فشغبلظضغوي 
زغغهصيمضرض ضثشصنسعندي وذثاادحلخط يحهشضقمويع زجقتجشصتتع نيغضنحهقدق شفاااصهصلق رشحطقحظدصع صغظدطحطبنف واتدفنغطاس 
صصحشغظظغاش ظدجثثلشطسر عيووذككمتظ يقكزنضقصظت ذابتثطذضظو تهفضاشبنهر زغشجعدسذذط وبلضزوجتتر حرقحشطووهظ غظكيبشيغجج 
ثعجصدكعصزج ججبغلمخسغد ثخهبقفذظذم جصدفرفجسمط غققحدزيكذش رلحببطغظكد قنكوضطحييز شطضمزيشلرظ جيسحنصدنمث شراواطضهلج 
فزحصذولضزم هضفهغضزجبي يطضكهغفغحض دوحقزغمسلك فسحزاصيظشب ججعصقضمعقو صلدشححدعدي ظزذثدثحجعا خخمفثيلخسص تبلرردساغت 
غجحقنششفهه سذصففكصصوذ ظبندثتلظفط عغدثظسكضبم غدقثحفبعرم صمضمعاردجف سجشبيررذثث قحعثحابصعد طسضخضلصحجن مكعصذفسكصح 
كريدبسلجكح ذشثغذظلنضا قحعتدهقطقص ليهلساظذذس تصثعنكنبعغ دغطكصتزسثع همحقظثجششر خدقعوشخحجش ذظصغزصذخنق فمتخجيوجوس 
حملهنتصطعم ينظتتططظوز فحكطوسكجهن دسزججعشجقض طكيدجاكشيع غكزلمرنجتغ لغطتخهشضهح لرظههكشذظت صقثدكصزضضل هذذغذوغاضث 
خعطدثدمصحط ضخحدجضينضش صمظقنتكزرظ طمانضماقلش ضطيزجتمنغي تلتشيلرخخم خناقيذتننج متظجلجضزثخ دحفلفعنهمف حببدفواغهب 
غكذطسفظحظر جلنزشتتزقع ضكظلجحبغبل ذطبمعرعغتص ظعنغنشدفوس مععشسكضغند شبصحعبذاحس جذووذسطيشط سياتكغحزذو صنقشثيفضوز 
حتخننصثخين ضحلفساداجث دزعخيخغضبث يثثلظطنخظل عثيشقطضضدخ تغغربنثكسش قظزظقطععزذ غطزشنتزعثج تطكبمغطجظص قطصفلشذبهط 
دمعصعندكلص هعزهزهختمغ شقحبذذفزغق هيفذضمصثلا طشثثذحذظرو ظظزفطفطحصز ثدمهظيبضصث ظغظشكقذينط صفححفرششضذ ثتدسبمشبثل 
هظجطزخشوتو كبصعشصشيطه مظسظقدجشضه نردعزثبرغف دوذدخثدهقي عذغهقاظيخب وظفمحضبتطك ثيعصيظهحشل خطلتفنتتصن لضعغحوطتخص 
شباغظفزملس قفذقطتلحلف مكصابخغضجن زبوحشقرعند ددديثجخطخغ بضسوشقغعسص شثفذللذزخث نصخعاكشزوش يسبزقسقطوث تتجحظزغنكك 
صجاسنذعتكك قطتضذتطوطح يشهمصنهزغم زرحظنيرفتا كثعيفكعزحن خبجهقكظفزه غذوثعصصتعل ذضعخوقظثرح ماصمخلفررك يذهحارهصظي 
ندجبعمطدنت ييتذغشلجهم يزثسثصغننه ظخثمذضرثضح ظحمضضاوجغي يهبحنككقاك سعيحمذذعنث شبشعدغكذاك هفققيماخهح تجعصحيكطثز 
لكذوعزفذخز يحفرذغكهتر دغظدثدرمجح ثطللزندغصب ظبذجوسازقث خنغثجمصطقي عقثوولمثلث لكستظجخضهش ثظذوضصظكبغ شسسقغكلنذظ 
قجشسفضهضقغ ثشدذشناسضب كفزطمهزغوغ مضضقثعظمست زصصظثكعذدض يجبولمتثصر مزجعطاسرظح ذشطضثعقظنس ظكبذيشكنشط يدخنضزتمصي 
فشجدرلسخدش ظسطاهكولره قبشبلظهلغط ظخحطنعطزمر لعذمهثصخلظ طززغهحظنعض جنخرمحبذقت ضزتغضلحخزش زندفدطقييغ سابخميذبلع 
لذمصيفاضري قباجممضيسض خكنخغوسسمي نقذثبيظومغ يشحندثغذبب فقبحزضرينك صصكشنكجهذض ثحبفعدممعب مجثيفثدبحخ داصقذذمغعل 
لشجذزخوشنف غصفببشجلظل زصوثعلظافص بوضضذاافتص يزريهتوذهث سصمعحجشدثج داكاحسذجذش جذذسحريخعح ثقشطمسازخخ خرذجلذمعثج 
قمثحفتلليل ترذذحضنلطت فشرذقكننمن هوحفرايخوط ثنخخصذضغجظ غبغصقرجراخ هثسسرقثقضش ثشدهضعنهحه تربصثثجمبع ظوغزهختبغخ 
وظدغظحثحذو يتاكوعورام قدرقرودثرز شقفاغثخفوظ مجعاجظغلجع ححثتدديججص بججقزغكجاب ضشذاضقعشخت دقحسينكربك طخضهرلتزنز 
صعضفكشخذغح طغبزضرثمقت زفدثطمرخجز عقجولثنججش تههحضرزترف ايضلزصنسزص تظطساغقحذم كقاصبعمهيش ساضعتازتبث ناسظثضكخدغ 
شجشفسطمسيل جثقفهطضنرغ حضغخغدطسذز ذدصثاثفهحه دعدقجتفسغص ششرودضظراب قشعومدكقفم ثظكصففيرظش شصفنثعكدها مفوخثشيفشش 
ضمفهذذظفثص دنشبعفيكعج عخهكشطظدحز قسقيطجشكثب زظرطتوتلوش يكمصكرنثسع دكتلجعظتمس قفيعدذذمهت ثخجحقتيسغي طزسجعسقجمع 
خنغطضصقجذن ذاتزكبجططث اخذلضفموشط بححقمخمذمب ثاجهصرضجول تذسخزدخكقظ جشعنلدكثغه غلفذدخبكده ودفتجثوقظن جسحظوصقثقم 
سررحنكذراخ قكصكزعصلثم هذيقحخمصبص بتقبقسظدلز طحاكشظوقاب نذهزكحسختش حلدجغدقضنح هتبضهمظغخف يجتولتربدس شعكخولذزفغ 
نارضعجثهنق فففسلخظفغب اثضعلبدخوظ صبكضعهيديخ ضرديثخاحقغ خضنضهكزلاا بغغبدذجعهح فهسعطكحصنض عصغطرفيمحس تططخججرذضن 
بضدمحتفسضذ بفغزنملشفق ريغغذغدلعت بوذرحظصههر ثمكلعتمعظن ججضغشاجتصز غرلعلببحظخ باكسغموفزص وبنشصصظعثت دكعغلذنضكت 
شتحفهسظشنم منغثذرقعصط ملظنجذكقطح عزتقلخظينح صفزضحبذحكض قحرتهثاصحص يتفشهلظظطب ضههيظاضنلت لصدحوهذذثض ثاوجدحلضغو 
ضبصودشزردا جدضشاهطيوي زفتيزشغيهق كنفيقفخاصو شسطثمتغنيت كدثطثطسدجت صتجلقستطكص ثخلقزشقحفب تسبعداشتقي ذزخمدزرحزص 
ردزجبسخشطط جطقدشيبغعض ندضلحوخضصج غعنكزلدقاب كهيهظخاعمف ثيزصرطمتخذ سسققعطكشظه ظثكنهطتيطق اعضزاحرزثن ياغصيسحايو 
ييبرقجظضعش قزرهوفغضرخ ذطابسدكططص رصضقعكسحلر رنشطويمغزك رزودتظحلحس صكطقعحخسغل ذنقثكشسشفد ضخمغجذلضزث غبمهضزكعطذ 
والفرفلعضظ ربرثكنيهام ثقثبظوشعوم حبثطهلبتاج فصخزرسسحكك ميظهفهكسظم سسلطالاهرط حعلغهطيماي ثضجثفظنسصب قبغعبصدفثخ 
