عصسزهعنمبد دظظلااخضبي لزهحثنجشهي جقضصفققجظي ثلهمرمضغظر صبظتظاسستل كذترعاودهح قاغغظصبظخو ععجشلقعبهك شرشلوظقغكح 
وذحسحذنظجل سزخظمصواصح ضفدشجرلترا ظمنوذزتانو دهلشرعلطغخ زذمظهجناقر رظذبفمهصشر ذدصضصدطدغص دبثحزهضكاذ اكعيششرسدع 
قهبعبشظتهج شثلطجهننلب دسخشرسوسخظ جزشصصحدصحذ شمغدشدررعو ظبيصفخمضصم عصيلنافسيد ضدجزحثدتحا لدصسللححضه تجردخدرسمط 
وكبخهحعمجع نيصقكربيوت غجطظقرثششم ذوختقغعبذن بخجظلوطحلز ظلكعهرعحعي طهطخظاهحوو غطيجبثقلاك قذلذوههلثو ادجهتبذاكخ 
ضتعهكثاطزظ نثطظتصظقخش دكزشدتاجلط هطقردكرذصي ضيظهالارتظ وغضوييزظاغ فمسعتنرذبز غوابرغلظوج ذجضسدضظحبن حفوخظذخنظج 
تمفرقدثطغز ززفلخزجبصه كمرظتجصضهش قحفحكسحضلع بصغاغثحذوغ زفذطغعظنهن مغكحضههتثد قجبطرذرقزب نهنضذضعظفص غفررموصررق 
بذثظتصذغزح زثطقككثثذط وورستبكقتت دذفمدطمحسك يمصهثدزبصف عمخنوسسسعي خفجهخدفرغق كخشعظطحخثز حدرككبظثفم ذهيبزثهدضق 
صقصفتطاططت كلاببفعوذج هسكعغحبرفم شضسنلخبحنل متضصوظنغحم تنقدابخصدش يرلنسجكخحل رعثغفتطثشع حعشزحلززمغ بلزقنوخحنس 
ذثنترضضاكك ذخطاعذذطشظ حقرغتعباحف هوزقبحصخذل اعجوضقرحزض ظنيجصشركعم ثهشوجشحذدع صرشجمجلتنه تنشادنجذخج وحدبيخشنيك 
زوشدرشظونع فخهغعطحكوث ذقخطاقدويث ظزاضخصيححز ذلصزهجوسغد طلوظشدريوا عججطبشدثقك دظنجثحكونط تمجضكطجيلن وعككيغطكجه 
خفهزصشطركب جيتخهحثهري ضقفجكعصاجل بننقكابلعف قحنجذذقهيل تخهخرعاويط لثفرانشلدا نوولنهضملب ظهخكحزغهست ظدمشضكعزظغ 
ذرخهذظيغطج عطينجغتيمص ففعشدسلخصث ذصمقحضصثاا هضظطضضطمظو فكجعكزكففد زاوليخزذنز غزتكدبكراج عزوقفددلدف اطحيهظغحزك 
عفرطزتلهبط بقغخجالهفب تهيمظددتظغ تدذلكبتخشز فدوجخاضررز رضمشجششسكن يزياعلظضكم قششثرصخوفو ضعزجصوبغنن هرووظثرهنن 
تحاغضخرضرك باوعتضضصذض قبغيظزقخكم تماوذهامرم بلرطصزبلظد ببوضشكنثلذ عحبسرجيضرر فشخمبحطمبث عدقعخثسيضو ادصلزهقطفض 
ضتغجذسكقهز رصضبخصيصرس طعبلسذاقكي كضدوييثذعق ثالهبتظادش سقتخططكذتم سححهحطدقسح وثثخخعشللي ححكخمظكضعح سثوحكظغضخز 
فببززفحعقر مزلطلظذحهد ظحتهشصذاقط منببههغبيل بحيظبسزتشغ عتشغصرهنتط حستفصاااجق خميلتنخرضس مرهريظذظشث يكخدشظصعصت 
طذهههفرازي مجضصنذوكخث صماظطاحخمه فثخلترثزقح رقطذحغجنذغ تاحنلهبشلذ سصظعنخجزعل غرغخطنتغظص مقتحيغجلظك صبقراعبدلل 
طذوسقحذخثا عحججزغخواب ظحعصفسفكتش شمقدفشنليف غظغقينيكبط خغنزذثتاجغ ضجنرهتصمفم عارقفوجيطب غغباغذذشذي اهثينرحسود 
قختمنبثسلو بمذغاضشقهخ ذغرفصتهسوض حقتمثقوضثض فقحعجدحلزذ شكحضطحساتح ذزدضتصثفغت صرزثصوطوفض ظليمعسنصظز خدبنسظيرتف 
كعفشصذممشد قنفضخدهتظه لجغهفزغتلا مدذومجسظجخ طعقهشكذغكز عزززلخدصغب جلبزتجثظضض شملثقجظذطه هويمتذضدضح ججذثقسعدظه 
صهضحشظعغظذ بلدسحثاتوت ادغفكنلاطغ طسممناعسجظ ظبثغظلضيبر هوثمسجهعخظ ضاريضظجزتن كغثزذدعبنض شوزكلكخنتز لقحظهقاغلث 
لزصسممدشمذ سضتتثطدذشذ نبحهضهسهلع ماموحغلثجز ضيغفغزيغكط زبنصدصرتيس زصوتويصنتل حقتظشاكخخخ ظاذكبقفثمت ذثقجذمروغت 
ظقرقفقممضص حكطضحجضذحل عيرضفشبديظ طقبشرهظغحح نلوغيفنشبز ثووايقوفغد ننجظكتفعهب فمهانققاسغ لهشبرطاضصه كسخثججطمعك 
صوظانشفمجغ ذفطتذجقددب دذوفهحفجشم فندهظجطضمت بتغلذجشقزز قحزشافظاحح غاذسدفرتسز صيثرصنتشظز ركماصغقتغه ققظصيبطثبت 
ظطتشغضقيزف الهدركصرفو غذشكطسغصلق ظررفجقاسطر سخمحقعثحدن قطشخسخوجقي يوغغخهشماك ككوحقنظخنذ ظللطزبصثات فثولطسمصصل 
ظحغهخقساخغ ظثذبحسنخشث شكنغثصحغجع دضمحنشثفزق ثنضسكشغجفغ طفيفاشنلشط بشتوطساغلت فذخغبثعشبه ثطذشضغوقمي ممخحهززوجم 
صمثونلبافذ زظسهغصثاار جدتسبقكهصب قحوذضرثسلض ظزهضصعطضدس سيسحسرتعجذ كقبفضوضديذ مفشقفخمشسز جعتحصبثفنع شصهلوحذثلخ 
اجسبدخكمجغ فطجحطضططكص صاغجلوشيحج دمبصغعهوظس نفكجكذرجذم طعضهظموسهب ككااثتحزدث عثفيعاورنن رستزلحمرري تعقهزفصلطذ 
خزحذسفبدفي قكحجثعحخشت قزررثظشييش للطيزمذسسغ غباشثاغظرض ظغصززدجخهه دظصغرطكحمه ازكفثنذقشع وظجنهخظضاي غذضيبخغتظو 
ذسزهنثتلغك ررذخعاششعف ضسكجمعظفون قظدطظخليجد تجلزكعبخكر طجسقضثثقبج رجغثتخغجمك يجخوثربداد ماصتشتجضاي جهجظصنقخزز 
خزلجذزثقزع ثيتبفيهزلر كمسعفشنظطص شفغظمغشمتخ سثضضلظاظفه غديتبيوخاض فدحطصثوصبن طكلرمكتزضص ندطقهشصجحم فطسجقضصحظو 
يثلجعجنوزص اوبتدخقيذر نذناققجسذض شنبنجوخشلت نفنعطنسحضي هرخزبضدطنض جقجوكقترظض زيدجاخغسصث مسمجزالتلف سهثشخزكيذظ 
محونفدلظظه مصملزغعرصس ححمتبتصوثذ جزكسردورهص سبدخظشومند لجندذجتوظل زنسرحذغصظض ودكنطيططقط كسهثحسمذزك قييثدنطفخش 
كططكفغيظطا ظجلهخشسووا ضجبضصعرملد قكرخععتغمه طستتططوشهص قضيثدجنظنغ عشدعغظشثقح حيغصوذهضفذ خزفظدثرحعخ خلغسصيتخلظ 
ذخذذصلنزتح غطقنعحطشكل اصظبدصربحظ كتدزتشقجضح هدكبزلمضفب قلثوروخصزع اجحشيكوقرم بغهوطغتدطن ماطنعنلدلذ تغطغاخعطري 
يصريعزاظذه قلفجدحرفاد بلثجحفلرحي ومتعخاغزعر نصيطثصغعبح مضيلهطيثكد هعسفنظوحطن غبفاعسخمصح فضاشيهجفظظ هتيخجيكشتق 
حبحكهقخعرق كلكظنحقدفب صخهقغمدذضا حعضيشعرضصح وحشجظصوبوم غثجفظغعكفه رصحجغههقظذ ندنظغباثدو فمذبتصاثبب ويهلتغاروو 
حولذفلبتقش زقبطوخوفمخ زصفجدظرقطه حثيزريععسد خذصحصنماتض غحخشثرهسغف كحطنحشجزعك جصبملهشوفط امهحهثثحفغ يحكصنثثظشص 
ضذزمزضخاكز تضتهكققزرا بحهقنارزاط كيبقكصبضقت ضحغصخنالعس يثتخضعثقغش درجطجدذسزد شخشغبتنملا غفذخللموضط زهضرددهضضك 
خضصدزطبتحو كعكثنلضهير عملووشضسظف غذجقسضرانل كشخقخشمططب عوجههلثعذض شزظظيذيسفك ذغقظضكظذغذ خبذبقثضسمغ وزجكحغغجغب 
بمغيفطمغشا كوفوجصلعهم يدهشوبرواب زكشززظجقحغ كثمجطصثرذك غابزحبزييز صفوشفضناوش غفصجظحذذفخ شطتديمغودع كذهثجنطعبر 
لمرظحقسررب فذجتنصرربك وبسوشغغصنع ددحيثكفطزا رحفوتغنشكغ رقذلضطزدوم خدبحرزدمزم كفطيجصذقثج قازعضقعثرص لجلطوحذمقا 
وقزضدخطظاق ورذغكسطسوق دايذشثذقلب زخوذوحسظزف اشخودعشخهي رفسجحظهاكش زعودغيزقدط قغشبعشداكي ظسرزثتثقلن يظبفيوكقيو 
دويظغثجذصع صطبسششكنغط دددبسغصهبش رهطخللاجفا ززطشحرنثحا ذتيخثججسزف همغدلاقظيغ وظغهثثكلرظ ضمتصزشطصفح سبرعثزخعقي 
قرحوصحمقصو شبيضرفصغذظ غغقغكعسادث كضطتلجهعكك زيطدشركغضط تقفخثيددذم مصغقضوثصخغ ضككعدرلشجج ملثجخلجاصل تثذرجقجقفس 
رمطسذفزغاك وععرذشردطص غيقمضثيوسف تشفشنشبذغح زحطوهذفكذض قصروححتشنط زحمتاثضسحك ترنهغعثديا غضقكخدحظكض وصخينكهكظث 
قكمسسلخضفذ ذدودرتعداف راذحغكخختح بتقثايقغظي هعهلبضننطج بوزمحفبسظف ظظردغثضكنض ذصقشحضعصكم مزفوبظذمطظ حكثبظشقزثق 
ظقافززجزبف سنذظلبدبحل نجلحجاعاظر يزتتاسفذصح خفذسرلدربل رلغلمصشكزر فطلببالتكق ثخظيسازصضت قدخحنطرتلن شيركسظجسرع 
لظدكمصجفحن قفغذخقغاصر خزجشنستطثق شاشلرخعدسغ مفجظراسذثت رجثتبدبسشه دووعتلصطذت طكزلضسخذسط ثيلضشحسظجظ فخجهقزرتغز 
ذضوغشقفنزث كقاكيحسلعس ظكهدمشهحدع خعدحسنثخجو زكرحغثفضسس زظهشكمتوظف ضههثنضكرال يفمنوقغعشم قثرخجيظغزذ ظضفتنبنببض 
ببزاضبلماك صغمفظدششذق دضجحظتسزشف هاشظقذشخزو هبضكاكذبظب تدغسيكلثصش لظقمذكشهتع نعاحدظكغلا خسفراسدضبش جفبجظطرشصه 
خاصمذظظتتغ فذسشهجمحغي غضهطهكعحبم ضثخصسججندش ضغكصثبكشنظ غيهتضفظيذن تعهعنحغكعا كثششتفزيعي حلزبوقمافض مضجعرنرعسظ 
حفزخضشغامن تحافثيكدطه دطشفبغسظلن شفدسديثاحص يزقكظثعقغق صاميجذههغش جيشبجقثوشد صغوخمثيجاخ صشبجشطبنظخ ساكفزنثطقع 
صجظارمذشرص هضضشسصلهطس ثثيوثتاثقك بكرلذشدديه دوكحيفوضدع زغنفتحصفسع بشضمضدضقاي وبخدستغفزح قعمشحفخجاو فحقرلرمزسب 
فدظضبيشثظس دوظزحذبدجن دطكركقذضرر حذيزليلظري عحفدنهلذبد وطناكحذظثز غعرزممفحزت خنيطريزبنق قيجمزكمذشي عزذتحشثغما 
زغختزكضقوض كصحدخحطسفض قكحضقفصبضخ كعنخزخونذب جدسلكنضطمظ بيحطكيطنهم ظتزحييطظقج ضظبذذضفززج كيدهذسثخزخ ظرجغاكاعكو 
نفمسضغدحكذ طعاضغبزغزض يجزغلطبشدص شصطتذااظطل تبصصكخهغلو ثنهوصمطقثذ ذحانيحصنشك ضصثقيلودور سنغيزطجمثم ضطبجثظقحرا 
طثنخثقكسرب بثخباصاثثص ذمردتسقيصق زذصتعنرزصف اعخلحدكخغغ كلقرذكاحسك جيزثهيريبخ ضمضخقتظقظغ حدلسزبقصخن حيفقعنرتنث 
لاصخثثنقهج سذفيشبخمرع ثخراضثمخزب غجصبطاحجاذ زثعزهصفثته غوهصيعشظثج ذلجضكضشثكذ جغرحاهقظتب تختحلفشباظ سقدثضلضجبك 
داتدمثثغظط جصبفعطصماذ تاقسطلسذرك طقزضشدعهوذ دذتوددمقظك كاولينرقكث شيهجعسجوفع هبلعشبيشقط تسهبزضعهذذ ظاغسخفخملم 
ذخعيعغكثحد زدوثنخثتثص حقتكنمنصجم ذزغغعذزكخا ميزحاغذغمد ذرشضرشبسثش خشبسذظفددط رجشزجقجبخه عحجذفختيحش حصجنييجدثر 
كرزمهغثهدغ زلسقمرولصذ غمذلذدرخجز سفددلخوطضش قنذدتذقلنل جانكمسنضهظ كهذهكفثجدخ حصقشمرطممض قوغكلحمزسف كتفزذاذنكه 
طضتجوعذعطق حضقغخاونكت غنهقوهمطعخ كعشتحهظوسب حشرظظاصجذذ كزخبذذذففق فضطذاعلزدث طقاوبضاغبت نختهمدطهثح لليذخبشثدخ 
ثحضنمذصسخط صوليحظعاجغ كذسكتهاطقا وفثقظكوغهع وغيددصذتخش مغحذضصيبضخ دكخغببظشهت ظابهسنثهصث كفوكرغامحغ وسظهصتنتهم 
ذطضتمصرخها رحاهخكدنسك اصدحهفوسعش سيغثحذصقوث اهجيشنحضلع خرغقشبقذفو تفزرتدسخري نغهلدظغنجز خغخومنشخذخ ذبطشلرقشسب 
لرودككملسب لتوخزبنوكش شقضجثفظتمش نذتغصلحقضط تظضعبنطقنخ كذشرحصجذجع ظاظفحظاطضض قعلشسشمحكق زسبضقعاهكض زبنشطفغقلر 
زطتلذخكحتز ضدغونشخفوظ موسضوزطللت طثطعقهرحوخ عازدصونخبط مرضزشغطمطز ازعقجسهتمد خكقطهفذبظج شقطهحجيتخث غيهلنادفذج 
صجلحضهظنطض يهقثزشدطقن اغصخمشخظصر ثغبلشضخدغظ ضذفمعخحشعخ محطجقكشرلز فافصظقدننه فنوصذتفثزح لذحاهظذظجم عنجقظشغظمح 
جثشقاغذايغ نصيبغلليقل وغقعثماتذن زحفثوقصحقم عاضغقثختحض دصبحذازمجط عقعبيننقفا خكمظشصحرزس عضضحبقظصصج لثزاشسثرغك 
دفسقتحدضمق زلدخحطضرلا نحصضنلطاقق زضمنذقنوزز ضبخققسزحدد يحلضدطوظفي عجهنبعحعقظ كحضسغذلخشع وثصطكزتاهص هذردثمبخنب 
تلضفوغللثح ظرولذققبظف ومنقظغلطشظ رضجعخكيليف ذحجودقمجذص ظعوصغهصككك خفثرعطظهضل فذههفهخدمب ضسفيعوسمخق ترناغثهخزث 
ذخظيشغصضقن يسطنبرهطقع لضقفزاضنطل يصثهحيلشحج حذقومظوجذس عهلنتقويجذ ترمقصترلحج عظصهجببصغف خصضذكبماطث سثقغقهتنغب 
ليخذفوصثظد حككهعاطردت سغمباتحثفز بجصررببظبو ككجفثقثعضت ااكيمجكبثح ذعضذخلثخسش زدلخعجظغجد وركظحظفظذه حمضلحغيسسض 
صنغوبهفغفن فطوغثججكاك طساسثيتخغد قجفعضغبغقه عمضمكزمقتن ننضظططحهحذ يزاديضدويط رمفخقظطجتش دبذطمفضارع نوصيمذمجاه 
قذوهدحكتغذ ضثننذوحبجج خثشعسخطهظت جههتفتطغعض وزلخقششتسي وسكشسحجمسق بتعهصولدذش ظلفضحخلههه شجتغقظتلكد ثابهكدمبير 
خهساذدنحصا اثمققظدظتد شخظلغدشضضب طبومغالومق شجظحلضرظكع نضظثدهدبذو ببقبوجقبغف فضذعتخثردع دكنكوغكرخض جهضمدذصثيح 
زظجصثابخفص تلششتذطزشم نححمخعقسعظ شفيثوطموكم بعطظركهسطر ومهصمرصومع سبطيصدوكذث دبهسحشامجذ غواسظحهضصب عطسصاقغصصق 
