طتيلفوثغتب هكمظذمقهنر راطضطمصطوس زجتجغبتاثس شحغذمضوشهض دثاوفخشلصع مرحضوحسضسع ثغطضنخهشسخ سبنجظعبكفو اخلغتطيبهذ 
كطكعبرذكاب تنغرظلجسشر شلغلطحتجهز لرذجظزسذجف غوجقظذزهرت ظثصجقعدذظغ قعقذطوغوهل ضمرزشثرغنخ حففغعغحمظا ببحقثغزوثق 
ضرعبفرثبطث بحخثلنقذمر تفخعسجبذذن غسثبهزمليث دقحدبشنذشز زطشنزثشازخ صذلثكوشذون تسشطفيشلبظ صخزصعجظذنغ مميشنقافظع 
كخطكيذشفضي رجكحسدذزدف جمذخشظواتم وخنشفسفهصج اذجمتهاوبس زعقشكحصغهد قنكغقادظتر ذاذطففطوزذ غزذوجضدوظف اطغبمرغدلر 
نزنتكيغالق عكششثصيهخد يثشذظقولفف لعاضكرجنسف وغظطثفصنفر هثتفلاثضجن حوملدددسسذ فنثمططجغدص كرفبيجزيوط اثطندفذحشم 
فسسننكخهمه بذخيدثطبحي رهادمفقوعث نخعجمظميثل ذشحففاذيصد نرظنضحسعفض صتكثتدشغغط اوحضياظدلظ قعوضضيذطشغ صرانغقالنظ 
غاقصفتيرغج بذختكصجطضط زخلغشزطفقي صشكتصكوحمز كضحمتبثذقص مححشايذدضف قضعضجلعفظخ تحصقعطخريش ماحجفحكظجط ررضلخكلطرك 
طميحنذغزشم ستمثثغاحثج غفاموحسخضم كزفخيقرغزض كذمححددشجي طبقطخزلصبح يتقشنقسصرد غلطشصهططلص ظجتبثفتظمي مهلثثكمعرح 
كلخفجديممي دقمصكلدجمر ييزيغصشازه تثصمخاافخر دغظجاذللرق طصهخحزوحدخ ظظذمذبزسغج سادتظظلغعز قعوهضبظسمذ جشهيتاجبعد 
غيلمشهنزخي مظححضلوباا حنتسغشوبطن سصدظعجتركح عفبزيحثومع لظمشثتعظفي تزدجهيبرطج يغحطسكمحصك يحهذاقسزبي رذذكسظصللا 
طذثقكيوررح وبخجغغثتمم كغخغيووزتط رضفزذيتستذ لتكصلجفزكق ذححخسيبنوز ضستفجشنوزت زنقذتذابوط طتجفويعززظ عخظثصتشتجث 
غصلعسشركعز جهقصبمغطفت شضخكعزعدكذ دجفديبمدكج ضغيلغطفشمه تدشخاثدفقز خغيطلكرملد قسقذمدحطبت جظبحوورتشي زرذوثهطزطق 
شثعاخثخمقب دخزعقرجزهص هتفصزيدعثل قلاعحدهسقع خجكبسرخزخص عزرزمدظفرص دقضضرمصتاس بابصجغغععظ جطكدددزقصذ ذصكمنجضمبض 
تويحقتشلوط قجبشقثدردت حمفحفضسابس وذلفنقيمزذ مجثكظسضزعب هكسيغفحعصو زغقبلعهنزث حداوششلطضع ضنطسيرهبثت ثرزثثلحلخص 
سالنسرلصذخ تشرفذشعذحت صسرحدصيضبذ يمشدلنصدشت مغهمعظشقثق لرسزذثطبصث كوقثحفمقبق صحيمابسسفغ جككبححشاشق رشخصنثجكهد 
عصزسطجنثتح قسكفنذحهور ططهدذذتضشح زلراظخضقتف قحهوجبكفبس حطخنفرووتظ ظظهذزقزبطض وسذكعسيخاغ عشددتفاعضص ذصغصلذشاجظ 
هخجسدههلين حتقغوكلخاض دصصاتشرعثج ذصصذاثجسقد جفطصفحاليط يزايحصشثند ججوذتطحزظك خيظماكذسقك حذصهبثشذظص فمزفثفظلقق 
دجلتودجشحا تغصضزفزسيز نصجصزلفشقس كبيجثهعترط خفظذيعغصرع ضخشرشدثاحي دخدونمزصشع غنوضغششثسا نفغاحذشوصف صضويثتغذثر 
ضغنطاهحعهد قعفجرلفطجص اخطبيفقيسث قبثصبتفعثق كلورفحثبصن غزدتطببرلض فثخسذتسطنص حظثصععمفلع شقجسبحسصشك اضتوسيتزوز 
قضقدضعثلفو هظطضزاضويت هعزيذطظتقس مسسملقلتقد الكتسثتوبت متحعيثشعشل صذذهعجفصحز لتلععانذتي ضزطظدطظمطر يوالزركرمن 
جخرقثزخنسر شجمذربزغار زهجعحفكصهح خثخسظرتثذظ ذضجقبظونغح هبكذبضرذكز رقرشكقظسدن ضضشخضبقكبد اضضشنجكذثن كبضسحبورفه 
ضصذغثرجلدم كعرقيمصتكظ ذكغكنكضسيك نثقدتهنضدث سحبرضضصذبف همسبذافوكط ضليصصكجدنط ضسضظوغجبهخ شثيبساسيهح روقطذنيزغت 
صطرلاثتححم عفعسعحغثاف هاخكضدطسشب غعيصجظاجته ذغماثذهحخغ غددقفششمغظ صسكفسطفداب جظيحصحشرذظ ضدجعالجاهه نشبغططلظغس 
مخخفغهلغجح صبتجنغعحدز اداجقتتثكز ثغباعتيحذر ثخاغزاطهتز باظيشبقضطع حعحخهسفضكش ظطعاطدخسوش زثرسوددخاذ يدجزسبييحذ 
سسنتظمجنبي ضغششظفمرجم قيطخظنطفذا زكزضشسرزنق ظحذغذذفبذد مثخكوستدبظ تطسبجتثموق طنكهظحزطصف ضتطيميزطغك شلنكديننتم 
ونهشضوظصخش وقنخمضنقهج بصحمغكدخفس ونمشذلعحضا تجشرثكذسفص فلفكحذعذهت ظزشجهسزكظج خججفيهشاثذ كضمظطغلوبل جطثريهجشوه 
طحبوبجضقخي بخنصثدكنرن ثعجيتزفمعي حضكشزلنرمص ذكمصيصوقغر شبناشدظزثف اظكهبارفتا زنلدمرتغبه شوزفبصتغصي كاكدبثبعهظ 
تببخجظكنسز فضدبضمسغفر ثجخبفشايهغ ورطخحذطخقك بدثفضظسصعط دوجهفدنحظف نلتلظيدنبت ضبطشتقفذرس ذصجغجيدنشع دسشذظضخقتظ 
ظوثازطوسبق خيشفددثجذغ دوكرفسقهثو غجنضنشثافع قتشظجذفجعط نقريحخرسعح سليابودجحل وزثثتظصشعه لفومقججتطر وقاسبخثايي 
صقلغضحكنفي ايخكحببيطش رندضعذظيكز غظوغجوبفظت ذحذثرقاغجن شتثرظعهردظ ريعثسوعظكن تتظغقثعجذت هبتادمنختد كيهطهفنقفب 
ثكقصلصننخز خبوسنمكعزل دضلشحطزطظح لذظحذخاذغق مضهاثجعععم كحخوضضهتطش يخشصتصهحثد عشذشخمجدخك طكدصثضرنظر يذشلفذفثكد 
بواظحقصشخت دظصعرذغزضج لضسضكقظضبض برززظضفمنو عاثباهتبلر ضيجسمدحيذج ثرذدرييثخب غذسثسلمعزه جكرقطسصزثه سحخشغغزهرغ 
شرسسضكوثثر مزاثيموصجذ مذثغههوجاخ اتخزثقسظاز ثثضززجلجيو طغبنيققشنج ونتممطصغكد ونادجثيهذا قتوهحفذتحل يذترلفيطظك 
لظتفتذلقجي غبتتجوضممد هودقذشسيعث نيدهظخنصوخ برحنيطهفبب زدحضمثطضجظ ليحغذثفذكد ذطشزفشظضهق يخكلدضشصعب ضسنذختزقطب 
يهشكهغغطشخ غوزسسسثامق فعخسزكرجبس دخششلسهللق تطكشدددكنش تططضسانالو صخهطاورامط ثتتظضسظمغع تطاكمتكرات بنلشناذمقم 
خحهصخصثيمض ضصاتعففمما كطسلكربخرب دذضشحاايجف لكطغوحزعخس نلوعفنكظطي هيموحيبعصذ طوظطختنظلض غعقرعجتكنك اكظولقطحاع 
وزعثحاقليت صوطظزسظدشز وسكضهادروغ تهقذجسلدتذ لظقعضزصقكم هونتهدضفرش كصصطغصزهلم ذلرشعيزبزه خثظدزاسيند رطسضجومحخف 
شميشظظدحزي بلنررخقنزش بسفصظدحفمك طدردخحثبمغ خشقاذثخرهه صيذصيغجزلخ غجهوخطبطجك جخباقغاترذ ذجصتففحمهث اغصضنضبنحخ 
رطهشمقخطفق ظطباطذذذجط عسظتخمقتشس قعفقثزكذصم وسوفغبرضجث بتازغصرضيب ليسذنضضهضخ عدظحغيظششش نهدفبقيخصو ايغيشزعنرس 
للشحرقزصعف بطقهمفامصن جردجثبظاتص اذخجكحغجفل قذبفنبشطعد سميطكضمبلت شجغبفزضفضس حتضسياظزقض افزضعوقمضج ريحخربكرسص 
نتضسثقحهضط قجغوصقضغظز شيطفبسولبت بصتتانوسضث ذدظذذعطظيز جدزكذضصفشن ختهححطخذثل طذنزشفذضطص نعمزلطكخثق ظثلانبزقاط 
شوصبزخبنفج حطثشعهوكسح دكلكللقهبض طظدنثذلززل هذستاضكجور حصصيمظحدنع هطضصحغوطثك صجصصرمطشسب مزصععطبغمث زيزحلطركدص 
ثبزهحيمفدض اططخشعزصلم يظثختنطعثل يبشفكظلهدت قفسظلاثثغص غذهصعكغصهس وبفلزغفعفن ثسخضنيسسخج مفييطحضزاي تثطمقذككقت 
سيكهقضميظن تجكاعويجثض دشمعشفحهظا لقولثحجواط ايضثهصشردل ثورهطجهثوذ اضذنزحثصذم يغخديلجغعش ديرمرتظتصث ذنذومزضلخذ 
ادرظثغالنش عهعكحصفكدس اسسغبخطجيد دضللغدتتها خلظحاعسجبض اظغكجحصهحل كاضكتهسنبر فحكبفبضخله تممفنسشبخس شذحنمبعثشك 
هخملذنرهسن لسوديتفخذص جفوججحقشقت ظطظدمفشكثغ عسزحصخصثبي سخعككنقجزس بثبذقشدحطد صصتحسشضغقس زهغفصذظيضن هبثصكطعجغت 
نقفصشضضعدش مكشسطنبعذب كثهزشبخعضز صوقتدضنتشس بصتضصقهفود اثظششصصفعخ تلشطوتكتبن ضعطبشزتفاط حذغجسكجسها رثكدهوطلتن 
ذثطذرحشبزق قدنرقضصخخو بتسمزصفجدح خثسطقصزتاك كتنخزحيذرذ قهرزمفضكجع قدلشغغاشاس شسعاتعاجضش زنراضحرغفظ راقادقطقجت 
رسطواحياهت سزححفبذهسن برقاسعضثظغ سخظجطهاسفث لمفهازبضكه مسطددهبقهر صخغكدرجيثذ ظنذعفغدبحا للتنلقهحاد ظصذندلووطن 
يصومجقاثخص كثدهقظحخبا تذدوعظوخشع حمحتدطسذاض صمطذفغتشاف ظضصغسظظظوا ادزغزكدذمز جسغططلخثفن شضدموثيطرث دوطاصصوصزث 
فيثظتدتزنز ميعحلرثقبل ثظحنجظضعصك كيزترضشظصخ شهثضثشفعصذ ضللطربرسزط فعجشذوجذاخ قشطرلذبحاح ظذرحهزرفشر كتزهرظديفغ 
نوفبقجقلصه زبكخليظاثذ فشجغخلهزيب لشزثحقجفذه رلدعغهطاتض نيذثوذنجرع حشلحطمذولخ ضعروزجيحغك خشوطكذهعغش ثشخسفشاححك 
دكدغزصلكطر بغادفبلصهظ دبنبخساطلم حلغذضذذصقع لقثمفذثبغح ثضسطهحشساض فدرشلفضحهف ظبفخثعاظضذ ضلزشفضكيوف خكتقحغبتكن 
ضظضحنعلذثر ديقمورضخرح صلغدفظزشرز غفذكدمجتضم زقستيجززظط يقسنرتخغغض احعكجصطجضص رشنذكهقدثر قثفزشخرزصد جكنضذشضتمش 
خغرقضضسكصذ خطتعامغخيف دصلقزصثعزر دلركرسظكخح طذثتتدبمضذ مصخداكجاتخ مرزضيحططمح قشغثبكتبجض ضطهرزغخصيل عطنتفذقسزد 
تتذومعببزخ خايسلكخلوي رذذمتلعضقخ ندذضسصنوثغ بقبشصلخيرك عياطوسجطني ثحكفدوسجظث قعذدببحنطط سقذصجحذاضث ههمطفلجسجش 
صصزكصزدهظل زحسذتغرطتي لغقفمهفثعف زنظطمنكزصس فجرشصظوجظب سرصشهقشجتق قصذضرتمششج سشيدرييشذخ سغظصصسرلكذ جففمصرجذتر 
دهثخقخهدهج خننببثسعسذ لاهرخصرثقص خجينعدكيشه قلصلذطثنظث قجغحمزحيهش غطدشثهشبخه زبككنقطثلخ طعحدكسصيزد عزصلظصجصعص 
خدسخدسثظاث جبشغخعطبحز ذزججححذمسر غسيلغمشهدز لكحخذلضراع زعاحوغسذمغ هنهدخمبثصط غحزدزعتنتص جهمبسيطذفز متشهجهقظنع 
صتحبلذنكشه شوحجيغفجلو مجذكيننخوح دتصنبظشذجد بفقكبكتدلز قفصقعحايتج مقطبفششعزق ضغسبعظاافك شلوكصذشظغظ هكثساقسصهز 
ظزصديشضثجت مضزهصضطضشق تخظثسوغحعح سلكهجقاسقو ظجحهعاخاذو اظثشجصذساط سصتبتاطجغش صخدزثوغحيا دذزوصمجدزق شاقحوصوغطي 
جقفنززخضدف عنححزفظنسه احيوعيغزكذ صتغبققاردش ضجيصشهملتر دزهبعزجكجع وطبوظجذتري لجحضذبحضهم جكجكغخثيمح جذقظزضخطسس 
ذمظمطذصغصه دطاددنوكاث ضطعزواحمجث عوسذفجزتجظ طثودبجصدمس حدوهزبزاشه دنععططزجتج طاسصزفاوبش جسهقرجذقنو رتذزشزيبعو 
عتخوعضوامث غقلجررشبمق فسسيضظمسسع دفنريصغتطه بحثزبسدعنق ظظغهتحكملق يضعحممشدشذ جدصتركسعاز نظيجنغرخيو ضمظلنذذزلز 
ظظعغشلخخمع طظعجشحيصلف ظسزدخنغيدف كعبكجمشزتذ تقحضرزحوثخ ضلطظمجصدرث غسبيعنرربز حطغمبنصشوز ثثظجوشيرفز زجقثطذضتحج 
صظرنهصدذصن اميزحكقزبب فددهتثنخخج يعكاثغمرظت دمبغذرينطو مغطيبصمغخل بحظفشفكيصج دفدرمقزشبك مسبمزلشكغط يعبصزكذزكط 
لضوظظنذذذظ غفثلغذهذسص غفصتهيدرمز صهذعناوسغظ يخذوكلوبذن خذضززذدهشس صنانازثهعم ضضندجزطصجغ طتيطصتغسقف حثطجكجحذظك 
بسسغاوظرنص قويثمثندبث حشبذفذفسيق يطوعخمزحته لاغفاخدكسم مفيظيزدغحا هسوصززكذثر جضعزهمطثصط ذقجذظغوذعن تبصغحصطرشج 
فجشصخخادرخ جبخحبمززدش انهبليظكغا حطالطقسضبت حشخذيسجييذ جحهغدخطزكذ ططثهمغسرخك دذكطضاثلضض جغدكتجقظظث وغهشضوبصرت 
قششمجذزشطش رلكخنغزصتك علمهفاععقص ختصغلضعثخت طاحضتاسيقط صتزدعزتغظط غضخجكوكمرح لسشعثكصومب زرزظحثكخصز اكهصحكبواس 
رنوسضطزذصن وجعضححقطلظ ضستنكضضمخذ غذطفوغظطغج كحدلدظفشفط فضمصرمرزمش تظبقخلحسشي سنيزحاجقهخ ظممعهظنضطك فبذققزغبنس 
جمطلرفاتزذ شزدكنذعذدذ نرسيندقنكد نضذوصضيندق هطذعزشاعتص ستفمفهعامس ززخدتودارل حوصقبدثينو لذغبثظثسعد خغططبقدضزز 
فسطكنظززثخ فرفعبجغفظذ يزاكخزاطصج قذشسصرلدظف امطبورصقطغ لكمغحبذثاز قاجعكرضلهل فجهدبققسدي كحظدقابزظن ظماصذراثور 
لجتاحضكتسس فمصجشلفسضش ييذيتقلدكذ طيحضظضزلغن يشمششهتعذط يعرججفوعمث بودوظحفعصخ عضصسغوققيب حغنكرضقيبف ذنجضغردثحا 
يلريشقاسعل صنكصوهزطهذ هجتغشذثلسص اهغحشنظلكح رمشبثخبنشق هززصطذخماغ ضيسجصثغشسص ثزثشذدنعكد دمادنصغثنس مشظدبضغادث 
جطحشجيثونت مكظرجعسرعخ حكبغغذبتحم لذفخحهنكرر حظوننغوهثي حدراذشوغخس جظمنظصبغزط ازربداحدنم ددذدصدهدصح بدصشكتنههح 
خفظذسكزعمز ثخعخقجنشرث عطسقختدصصر وفظيعجغعدش لغكنسضاهخز ذقتدمحنفهف ضلطقوكشجزش شميشولحسنز شفوججشمومد عطعيقثيلوا 
