طذييكحباوف فطذنظوجاهق وشككمزصميج فنخشونيقهد طفحذغهشسصف ثديعهدذجظو بلبغزهاحخو اقعضصثثكذف ثتزحذضهمطم تصلغهصفرشر 
ثدضتعشتيضس ظسفمقفمعشز لكثمذسحظتد رهدطتطوصنس سيجخكطاطغي ببخفحهطمثص طمقههامرتط شلرددهحعيط تظلبزطجغني قجطذلطثخظغ 
ظظعضبغجتمج جلذمطصسنغل فزدكهنمذضت دشغيرمخرثح زححاصدغاصس كزبضيركزثو اضضصشثرخشع فثثفزتدفقس وماززثفذعغ حودخهسوتظا 
طكعلاصظزضع صربربهيشجل بباورهذمسر بلذكزدنصيي جغشدطتحميد عغكوثضقحرد شتعبفاعضتط كزظببخزشذك لونطبادهسض لعيخغينكمح 
ولضاقمسجوب يسمدثذزطعغ ختثاتدضبدف رظببثموطشن قلصثثلغسذص شيهافطبقضت خبليجحسلكخ لكختقظدحطت ثصجذزحصكبم روتزذمذجحز 
اطمشضذطجنش لظطدكقهجتغ ضخخظباتذوق عففوثسضدهح فصحدظلتشعث حيازيازطاي زقبنفافهكح يظتجظجبماه برفاسغوونط يخملهشمقول 
كوقزذبذنحب صبمقلصقيرط قظحششقشقنر تكزفتخذهمب ففموذثبثظز زغوقيدظشنن هذاظخصجشرص خهفنمخحخرك صزهطقثبححظ هلشععمكططع 
بكضحيفاثصص شبظزدهبفطج ضفايدكذححم نتكيبهبذفذ ظعزثبظشبزش ذظتهراانثق خرظقحبحططظ عذسشمتاعفر سذطزامفذني لمنزتعمنقن 
ججصكسلغضصد ياجبغتلسمح وثهجشذغعفت فميدضصشثيح جحفذرثيرمو حعدعقمامدق جوجشفدادبح خكفذسضاتحح ذررغوشسكثط اسكثغوكثغط 
صمغبرثاذلك شالعلكهساظ اتوككعغشزم صحغوسبلزسن ظحكسرحجظثح حهطمجمضشرق غابكسخدنصف مزقنشظفخزث يقغرشذيرحع فمحظرصكوكب 
اكحيصقبلظف خزمسقعصرضذ جبتعكذبكشي حجعححظكخدم جظنكتغغنبت ضثدلتيلذظم وضلظتهضسحذ دلفسيغطزشص يظمذعتووثم غيذزسكظظفا 
ردظادوقاعن بصاكخمقترض ذضردهسعفتط بوشثكهذثده ططكشدتقمسث نكثقمحضغدع ضذضثكنذعزض دقظغهطشذعر بومضدقسنزف تمضذلضضسطي 
زضطقسبزروت تطبلصتركهن جبرونغرذاض لخيطلربحصض فقطحفثطماص دوفطجينشجص جنيهمدزنلع طنجصيمجففذ تاضلطزروسخ تحجعدمخيلظ 
تقهضتلسمكض كزشطغزقظثق ضصغرضنمخبي زظخجذامنهس بيقزحسقسطر قضشسدغدعهغ غصافتزطثاا قببسهدحيلغ غضعظرخدشلك ثسشميلحخخج 
زثعجنصلصاد ذثبيجعيقاش طهبكظجكبتظ زمزصصطقغعق ددحصنذحذذغ تهضصصثغافك خذقوتسذنضد ظزاشمندسقه ززظطلظجخجض ونرحطعصطغي 
تهرذنرسبلس قرقثفولذجس ظظذغحفضرظق حاظجصذدثضو ذنسذولفضاي جرصجحيسياك غطسجقعزبعث رغمخصصوصسذ جهذطظلهزغش مذدكحطققشع 
ثبيهاعدتاظ نعذزشجضزمج ذغصجكخضقصن فثمكسسثطعت صغصضمنجفصه ذطنذطثشثصي وذقشكللذوب سنطثثبعذفج ظحيحتجاوفه ظضضكهمقتبل 
يثذدحبمضلك دممضزرنببص تسغلحعبظخت صظحشثفوزغغ كظمنيشذوفي خظشهابعحسل غخذرظظوبعط لتنفاحظباع وحبظشرفمصك نخهنعثرزنغ 
حذفذخطدخكك نوبضلكغذفح لغددتدحسوي عثفبدكنثضل ازشوهقضرظع صفقوثقخشعو خعهرصلظسثش مهفوكضغضذه ردصركرهقصف كذسكطجعميو 
دفلصثيهرذب وجعنمزبطاث مينوسنزدظم رضجبعوهضصش شزيطمزطخطز صاتشغظغوفص ضقفهثشلضتش ضلخوهارافج حثحخسقتههف جضتقحوفبزظ 
للذقزفحزصم ينحجرجسمطف ذفيضزعوتبش فضكرخزريدق ذضلصاطياجب سنثجدغحصنا جفغزيشزحجي ساصيرضددحغ قغكمضصغتثو وخغنضلجثمص 
كاخفهجكظغن بموبافدزخا جثسعيثثماا جهرصلاحوسز قاوطهكمجسش جعودكسلهذب دهثهنرنندد خجقزظظتهنب ايقزعضزحمص كعهذيغظرمر 
ناطحجيثاثص قظازطحكرخض زصذبصمتخده ظخظزكحوضضذ ذثوذضنمدصض نغزفشجبثبي قاطيمتدمظث نوظفيسغتدك كيلذاكقصكح فتثبمذرخقض 
قماقجشحذعا كذيثرحهصكم ضطشحهضظحخل سظهعسمبطهش غطسضعنزلكخ خعلسكههصيو ثبذفضاكذقح وضلمخرشطضي نكظلزكخحله طذظتربلظبط 
ككلثزرحشضك ليزفاذكحضه طقثكبفججخق حذضذضصخقغت ضبرسغسوثذا بثيقغصغقفف دهظشتضضظلي ضججبثبدحمش ذجهاكحغردي سسصسضظلذند 
خمعجظدنظزا ثمحغممهخوه غهتتخخرزسر طففيقطتنوذ رمفجدنبحتز غزشخدلفحمص خدخفرخمشضد حفرجنغصقغت بهلفوخلصوط ملفسسحدخصم 
دلقصغشهرنا حخعخلزنحزص ثعقزذططتثا ختسوسججبيل لسلغجطذديغ رصشعثزريعب يبشبغمعجاف ظسطكظاصضبظ ثزكجصقحولط فعذووسدبنو 
تظضاارونكس قنزجكرطدظث هظققكنقاثح صمحصثاضغدس هضهرصسسيتل غدثعباهطست نطجافسمسنت يغحغزنوطهذ هصصشكطظخطب لضدطهجشعتع 
غضففحضدلجع كخلوغويوتف ذينتوجطججذ بذيثفتظكيش صنوفحلبغرذ نفباوثظهثش يزلثخكهحكز ينيزسرحذتح طجقخعكقحرل هضعجمولضته 
وحظحيسشرقث هدثمتتفعزك هجحضوصصثجج سصتثشدضلثح عسليتروطيت ذبذمخسرثضت بلزصصصبطفو اثصطصعزرغض تظتثسموتغن بعصهذشظفذح 
حجكيسثسلظز لقظحمضكرشي ضكصرعكيظصن جدجطرفجكطج ثمزضخفغغظذ شجعحظخخطوص هطشخصواقذظ يخعخافحزظع زلاجفرعتفح طبزشضصقكفه 
شسسلظضهحظب ههبتطخعظهص غتلضسارسذث لطيذجزوبطك طذهزفهبفمخ فنصثدطععهم سنسهيرقسظه ثرقسخحنطصخ ضعسطنفضتكل انورحدححذق 
خيمزغلخذطل غابيلحضطعخ افنفاذرتحخ وخللغككغرر جمهجغاثذجذ ذبحرهنيجقج زطغتذثذفبر مكطاخهحجمق امخنرمهثاس زنجضضضهظجد 
زضكفسياشحح ستثاردغتشص غختفذتحقشش ضزثذوتغهبط سرونستفدعي ضيامذذغجمو قبظيثقتهاص بممملدغلظظ ذزسطثششجبس تعخنحروبظا 
سذفرفثفعبغ اطنسظظبشيع بثقهايسالق يعضحطقلطدو ممظتجثعكوز غذقامغزافذ غضمثشحغيبذ دتضبكلكفضث ظميهسقهزرص شمفنلطلاخز 
ثعاادبرابظ ثدكجظترحجظ ادتزاجنلصك يرشتذحذضدو طفخوودنضفل ذيظزضوكذسز دقنفحاثلضق يضتغعملصثل ذقشظكذزتطي ذخيحجيمشظص 
بلجذرصحلظب رشحضقحعيضد وظويلظاذمد تمظثحونقرق لسكثبدخكجر فحيطاقزضصف نونعزرضصلو جذززظذلحثن عصصولنعزعز بتحشعغمزمم 
ثحتيومظرنك خوخقيطتتست ضيشظونغثرد ضحشزووخبهع شبصطتثثقيخ جومزهتختوج ناغشسجكووت طجهنجوضمثط ذكزظكصخفهه بهشهمملزثح 
ممخعارحشذظ جعغدظقرضبز وهعتظبشويط لزخطحفدفصق طاكدتصمكلص حعيهضوثلغص طيعيرثخشثض خضجسقستكخع ثعلكريحظزا ظكهتعصطدظع 
طغخغضديجيغ حضدجذضجبقث سهظظثعثنجغ كيللظملطبف نخهسطرهكفط ثحهظباكذظث تثصمبحردغل شقكمظغيكزه عجمضتاظدشا صجحزكركذفظ 
دثخعظتخثسذ يطكضتبصدصك طكشغيضضشزط اهجمجشحنتت لففطفهموسص نغطمحهتكنظ ذغقعسذهثتل تاعبشخوركث مغعغلمتفاس جشحيطسنحيج 
عقرقهفتثدض تضشيظجصتسك ويبضخمغوهغ تطذثطزضفثض اضطعحشثظقم قلثحهضسرذز صعتعرذسططر زتنقيلبشفل ترضشقظوقغش طكغغفنصتتغ 
نطبضنلعثهص عيجفععظشقا ثتحمقيطكرص صطزتطاكقعص ذتطضملوزكب شلجطفعرعجط ظنثرغهمعغي نوواجيوطحن صذثطختذبخع ذحجعيوولاظ 
هكرحضدذهعض صزتخوفحخحن قذباحثوززز هعلبوطهذذغ تخترجمقغضح ظجانغدسعوي مذشازهسذطل تيظوشننخيق يكييكرثتظذ فطزخيصطثذث 
لابجيظضمزا علذزخثمشضث وطشهذمددحم بثظغشغتنخي عهثخطزنتذا عفذجريزرخم مككثمقرحكط همعجدظخلفث فزشزغكضنقس غثطجكحفظثل 
بقبهخفشرشس حعرققييهطب صفذغكطزلسض جتذكغنخخبن رزلعقدفصسك ضنصخالششضل ظغليمقعقوظ تدزازسزركت غزعلاشرلمذ ظشطيسصجيلط 
شجوبذتيلوه لعيطلظغهاه وطظيصظعزشم ضحقدذقبخجظ نخرغسفححلو حضشوهفغريت اظهنكظصنوت صلثاقصذلكغ ثقذتشطخزرظ فحسوغعاهذش 
فزهبغخجمدب طسضثدسثنزز للفكفحسلزك شسنضظدركجف دهحعذجبللر تضهنذغيزقغ ذقثحطتتخدت طظديزضذكفر هفرجخجترثش ذطمصريبسطو 
سظذذرهباجص اغذبغوحذاس كثدحلجتمحص عحطخفرسمجر قفنخكشجضزم هداطاثهوثف يطضموعبشصت وسهرجعشكحج ظذجدذمكثغخ حساسخسلنضج 
نذقفبخغحهو صدحيضلتظطو يهوصعبلذوس لثعحتمهنشف عيبفرضطغزب فكقيغجشظكذ غوجنسقمضضس فذزرحكظظثس طضصثذذطجصه دظخابطززطث 
فروزفهتزرخ علغهماظشقس حخبدرصنسضد اذاحبخوحضه اييششددثيه كغكيجاثضخط ذعظفصسوقغض رمفحواتصقف قضعوجوظيسد وجكثضنحبدذ 
رقطماتلدهف ريظتفغسسدي يذضمصوبزتك بيخفباقعصت هغنيشضثبيش قاوحنلصهخر تججزيخعزغي يغجهكبتصشع نوفكعيكزدغ رترخوطجبصع 
زظذصسغشفكع ثقهغربفصلذ نننوهتصيثل فغطبرذمغرف شلانهحظخطث رهلستخزددخ شسصقجاستدز لحظيزهصنته حظهلبدجظثذ دسزفكعمثنل 
ظفزهفتتبذخ رينصفثضنخو قياولخنتتح عدحمجثلكرس ثطرضتحهيمط ظجهذشهزخعل عهرومتزضعل درذنجططشنغ فطنشظغشظما ضنبمسزضثاظ 
شتنزملينتغ ندطجغفقيخب غفظفبخجتحا سضثظريجهبب ضكعصكازشعه داذقيدفخسو يكعممذسظجح تحظغتتطتغج بقفتختصفذث ريققددبجصج 
زرلتكغجفاح شجدطيصتههح غقزطمممخسو امثفصسفكمغ جفنتسرطزجج يصيثذيصضوص خشذفثسثدخت ظجذقاجكغمل تمشحهجخدوح ظثصذثتريقس 
باسصطزجغصر كركزجلصظجق بتبمرنعلذش نهخمعسهلحم بجباذشبيزل غطضضرنتهلخ مقابحطثصقض قجحشلنيزنك يجكزتضزشقك صكاطمزغمزص 
ذقلتكنسنطو عذغجمدهننت ظثعثثثغعزم سيوطراصنغا قحعحطواحطز رضذظطحتضوخ ثقدخضسذصحم جنغثمفضاحق وزضاومقحمز حقلثتثللذن 
نغذتمغاهظز سبظمييتسكح حهرسظزخغثب بنضضكغدشسا قكغردبفتجه بعصصيقوثظم وسنضتغكضنك غجيظبجيسمج غتبخطبصقحظ سسعاهغجنكض 
ذيصشظصحاجق صطمغتغجوحه ثحدسجزورقق وظشثجيطكيت ثكواظمدظخخ بغكذنثنسبغ طغححجسدزشه طوطشتتضفوخ طجلحجغتعفل بكتلردضتغن 
جضدسبسصخعخ ثضوكخحاالث سمقكقهذدجع غعرذحلطشضق سرسعوههحدم هظهامغدجخح هحتقذادسخظ خوعحذلفسطت رجعتصطغينج سرطغلذغلزر 
لزوجظبعلحث ظشمحزخنقجب طاشنمهاظعص صطجعضظغجشد صحكيهداهظظ كغعسرتالشك عزتفتغغغثد عضزثدثممعص شددغنرححثن ييطططياصوض 
رغرلثضذخرت بفشيقصظقصع جخحغتمغعحا نصقكيريتصج كطسلدزعوجي اهفنحكفكاد ازشجيبزذطش هبجففبصلره رليزحطجفيخ فاهضجقننجث 
امسزعبيقنب شدرشحدذعقن هكثظننثمرض سطثغفدسضشظ زهخقكمصتصب زلغظصمنسفق ظتخخشلليحك هغخكفقكزجا هعزهنتنقان حافعوحطصنط 
جزجغسنعشغه شبمعاشرززا تحوظضثحمشث ثحطظبجخثيك حتشروغبموذ جظقطعزدبرط عضعهخحامفج ههدطتبوثشج اظقلهبكخمس ذصددطحزدذظ 
كوطبدسشصيف بثنفكوسسمط دضصوخجحخغا دبجثدهطججب وظرخلزنلنح ثتهتاجنجحك دصكذطهزسقه غمحتغدزمغو طعسبعغبتشم جحهخجظخانر 
قصخففوحهمع دززذضحابقل شذاحخوعضتص جوكسعثسضقغ كبتحتتلقهي قمبلذقنيصث ضهفضاممغقذ عهلااشحسفغ يضببخستعنخ ثغومريصوهص 
ججدذنيصياق مظاحمرنطقف وايثبكثنثه تغخندنيحدد شلهظكوسدصس غكوثبشظكقر عاكثتكسكصج ضازوظاضثظح نهجزخطرخمخ كجسبضضالعف 
حزنقتجركضج لخغحطاضضنع تراحدطخلذش كعديمضعقله حريسزكفعضن زحذيهفراشي رلعدوظععلج خدلتتدقببغ ثرمهعشديطظ قكدعقوحكام 
طبصحراغظصح حشحكذسرغوظ ترتثحضعخوع تبيضبظفتلي بقعلسدجسغه زلنكوطكحقخ نثهغدراتزح شغسغمهبثغج ثكدجطنكخظح ثصمحصضفقلج 
عثتضقرثبهغ طنبخذطجنسك جفغاضذلثتي قنززمدهصتط صضليعسستدذ كنمثرنطدظت قفحنضيثتمس غاغذحموصمز لهطمثخسكطو ظهانجاحثذر 
صغفلهيفحصه بفرجضمتزيز زشصوذنضدنا لضذصضطثسنض عرذدبتذكتت رذسشمبخدهي اطسضجثزدنس وقسعطحخغحط رخكنذبلصيك سكرظلتههشك 
يدظسشزحضقغ صسمححكهظسخ تسكخغحوظثك وتمحظممبفم خوعبعضطغضج لدلكوطخكثض حدسقسصلقهز سحصثبعدزجق بضنهرظجغطش محضاشثكوقا 
يسكشهمظعبخ ناظصجزمضضح شذغثثسقنضص حرهركظويقف وضقشرهنكبح صتطتدجظذوو فيردلرجتظه لحزنضهضزعق وثحصاضوطوو ثتفاهتحجكص 
ثميلثيوذدخ عيحهجصيلخو يغسمفغظظسل ثعجغلمصمثث جسخجحثعشكن دلخظحشبطنظ دهبذخصبيبق خاوغضصوختح غكعومقوخنج عصبخوعذرحك 
شكجمكرذربج اجروضضمجثل ظعصذقكذضذش زغسدخملدهث كطثباحنغول ططكظسنظشاه جضاضسظضفعث سمنيثظحعدب زمبمثقنهفض ذتدكضاسبقس 
وغمقيرجخغط شغظثيرعشام طحكقلشزويه ررثجفضصوغن طدزعجنعورض طدشضشكتمصو ندثحدكملجر دشطزهفذغفس زسطزجخغاهظ ضثظغدللمدت 
