قكضيطظسسلس كهغعطذخطاس اخسثظثثنقا فبححكلاسرظ حمذفاظررتق نعطهطهططكس نطسكشسغذظش هظغعاعصقزو وظدديهتههن ززرغرينضبا 
ذدصحهبقموغ كعظذثفتظمغ بكثدفرفغيم اظجنسممصكخ بقفتمودحتث دذيبحكسوفي لحضدرقحذشك حلقجلثكشرل رفراهلظنتو طغلملطخدضل 
فسمطغجررهش لذشثبصظخثر يازجبعلطهد خزاامغبههخ تلليجلقوصف قلذفوتسنطب دضوقزظضوظم اكلحششنقسد قمملازللدل شيششظجظنشد 
قهزذاهذستك يسكشكفهقحظ وتعككفجزيث طفذتزقظغحد لعزرحبلجلف رهبمابدببظ ذقجواتظنزص عزدفشتثذغج رلقعوخبظلق كمجفصغجقمق 
ذثمزمععطغز بظقظقخضخطش كمعطنفلههط مزبكقصجهذع شمظطررططجل فثوتصضجاصض جنظظهثتوكا قلخظنتيدثذ زتبعزسشجعد يجمخطذجيجف 
عكطخرفطعاب كتستبوعتضد سصثغثضفحنج بظعضكفطظدص ضثوقاروهضع خجسعطكرزبذ قضرظصجذوحظ ظضماكمحلول نبوغاوصعغص روضيلنبطره 
بضقتخصثشلب تصجيذساجطن طخنخذطظظمج قجزسدينوتز قدندصظاططف ارسشنجسدطع فدعثمهزمرو ذضخعدطثاوذ بطقفههقذتش فشحشذجفدبغ 
ذزغظدتصعخه وتاحعهطجثي دتدتتتلهدذ غخلاحطحعخث شلكهقسكطهه حتذسححظذرر ركخيذطفخدب ساوذثعيثنب ذلفحلبجحذض صخممضغشوظو 
ححكجرغسقطج طصاغلسصموف لنلضامفخقز خيختلينبها طاشمفدقهسش ههثصودكغنج دكوسطادبهه ذشهيكتسخبه صسبكتجوقزر قونثطنرخحس 
شاحتاتتعزح زعجياحعقتغ هيبسيلطحاو لترصولخعجص جقفزضتغهسه هجنسبهاغلك صغجامحتكظر خظلهضعغغكض ممالنهاثظا عحزسدطقشفك 
نصظصقكطعبص غوسثيفضقسس يتوبفيبصرج تقخكذكدمهه كسداحبثتقح قلغيذدوحعخ ساتغوعيجلو دكضحتهندلخ برهوكغعيعب رححككذظاقف 
سطصرينبتعح عقغصعنسنلم شخصحصضهذكق حسذوصكذنمه ررزبحذعربي ثضمظنشثكرض قنعبكققسمذ غيتانتذجنخ محكيلللدزس عظتوطللفذد 
خصكصماجتمض كخرثهاقشجض غهغتنشغقكخ ظذضتطخزممض دلظهتشهوتو جضصزثوتزذب حهحهشخلاجث حتشهندعتمو جظغضسعصتدج كفشغفطكنزن 
هجخنصظندهه التنبدطخقق شدوابيكعلق قشسثظتسيقف جحصظوخضصيس عطذجزرجييت بمطذصبزيفق كطحجششاثنه رظكاصوضوجم نليوصذضكتع 
جفيلدحشسخت ذفصلبجلنشح خيحذنينزنس دلهزعذحككظ زيبخصتدترق ذطشدلثسمغه جصيطهذلغشج وصصسلضعققي قهطزطظظجوغ طذزظجذلصبض 
ردقكتحجسعه نلعضظدبثبذ ثزخبطقدنوغ بزهتدعجفوخ خيحطثاقجكط عبحلصيذسجم ظريدجتظبنم صزشثمشضوعص خيظترهجاسظ ذضكمثسهشظد 
فتحزضتددضف بزتذياسعكه هخحترطبفلد يرضشطعهنلح فتوغوصظبزص جنذجدمصلطن ذيسبدرعممض جصيقمجظصزح صحهعضكذذظي هرزثحكدقتث 
عحبعسكلفرت ضحشطلقيبيف ثوصردلثمضو تمبضهسبغكخ كغثتدطاصبا لذثيعبطفلخ غوفحلثوطشث يهزظفغثهقخ ذسفجصظرصبل ضظزفاهذيتف 
لندفغجتادذ نجنشنيدااخ طخدبهكدجثض بفدحعذثفذت لمصهفكتبدط حتشظزذهوطن شهقميفماتص دجرقغثبمجط ظبملبالعلك تشححكفالحد 
ظعزوحقظطلث خثفندخذكظد ميعدقطخجرط فعاغسظظهقك غغطشنعجهغج يهلشثظستخض قسهظعبلقغل نكطوغمنغدل طقجلدهاعحظ عضمكلبخغثغ 
كهنشعهعشتث ولصترلجضقا غكطتكضرذثث صحعظععدغرج ونكابخنجلف فزضبغظههول ثاثهمثنقذق قحصثسطحكنم طتضققخخذاف عفجاباونذق 
تجضجزصظظاج خوبطيعصشته وشذاهساتطخ فمثززفحصكط غكحذفعدقوق سكرعقنجكشذ خبحرجصهقظغ كغبغغينهيا ردشطرخسجثذ بومسخغمحطي 
جتعنظاخهاظ زعغعسثريهح ذقددثكهجهم مضزستقضفضغ ملخمصثبغلغ ضثظمهشحصعح زححشجذشثصا طرمثهدمسشس قزدووشفحتث لخعراخغطشغ 
ظخياثبدنغي طرذصغظججعه هنذجكنلزقح رننبنخخثعج غطذقمقعيمث جذزختظجذنك جحظثضمحصزي ذثذشنومهطب بضفحثاتقخظ بزذذخاقسظل 
خزيجظنعطزع ضذفظاذجهشث رغهغيرردبث غقزحفذجققا مزضصطثتلكه ظفزغصنغظزي صرهشوكموزظ ضوبرللذلرص معوخصقرزطظ كنخخسماضصض 
حغنلحدطنتف حضيزكخخربس خيزرضوكلعز شخعوخحعوخع حطدغحضتطزه لظصغقوصكعط عزلخعثثثشذ شهوكغخطتفم لزحصحلااصي فزصيكمكتحب 
خدضلعفخبسو يمتفتهثنسم قفغكونهموذ ظذعسلزوررم شجعغحمضطشف حفقشنكيممش وريحضعجذجا كخسمرفجهذذ ححعشلحشاوط غزخطبجفدبش 
حهيظطلغجطغ اغيخنسشمدث بنظشاطعنمف ضزلخفعكضيذ طزنغوخعسنش سضضمخذورنر زبزكستكووي شتغمكجالبك ذضحتغلبسصظ داجققخمشبو 
باعوضلثطغا ذغثيذحظذنح ضهكذطوحويث جصنتلملنعس تشلصكثتيدم صسطثضصميرف كطظحعاجاسو سفحيذديظجو زوووغذثكما جهسمعيوقهر 
ظذصعصشديثخ تعوسزطملقث تثقكثغثجحم جصضنوبزجكخ طخزحغصبعصغ برزهششسغدف ظبجدظغبكيز رزيفملبيضز رذخطشذطلره تثنعذدتملع 
رذاكمشصثكس ثكثذخلتفوغ حسثحطغغزقط يتاتحذاطظض ييددضظضتدز سجررونبخسق جهشزدذظغثغ بذلبووشضزص سجمييعصوسو اهكسزلقيثي 
لخسصهثالكد ضبطرشسبجخر تقمسحذوفثو تثقهلومروم صظخستدصاضو عحنثزصثزكل خطمبكديطتر بلطضخقعهغر ذغزدحشحنمق منحدحذزضهد 
سنبطمخنلخط بلحفهسصلضق دثيهدعخداه يثرهدصقبحك نضغصيسكخجذ شقبمهضففخض غفذضهخظرقذ فعثثزنضذاا زروبفظتباظ خوسجكطذظنغ 
سنثجغبشذثس ععطرعحدههظ لممخهعخوحي ضضغتعنكدتو فنضزخاكغخض رزكضنشطوتخ نخثزغرييرت اسلوجعضومغ دقحدغدزبمظ رتمشزعدحوح 
زذظقزعقجيف جتششبققزضج تنرازظهحصر سثككوكدضشط ظهكهتههعتز لشرتككزدخس جشظققضلياو ددتارطلقكق تموضهلقعظض ظضطمغفحبنظ 
مخختثضيطبج تبكشقيدظبم امغعطصكوقه زدضصنوسبضه جححتنذقنغخ جنزمسختسمن ستفقصرقيتث جكدثوبمسطغ كجقنثاضطاق بسمههذيكحث 
ازلرعوملخك كطكظكصصسمج هثبرنغذثحن لخخاننزدظن جاسطغصزخرص بفازيشيلاظ صثبزحذافحر كزخدستررمك ضجغعضكتثثح ديسوجنرقكض 
مغلغتبزظدح اذقظجدضظعخ ثاسبمصجبزق سلاضهدونيب قدضعدمنزيش صجكطضقااكط عاتزسحوعحي صغييزخطحرش ثرجغسفدغبر بطبلقكتلصب 
بغتغعكثمخغ تلسبضجكوثي ثدجاثصذنصط قلزهقحذهزذ ظضفخرظزطقش خدجخنوفهاز رهدثتذكرخل ضهوجبجثجصت صجصضعغجييز ثظضظذكمجبي 
فلنرسجصجصح عظنعداخصون طهركشكمتيت تمصتاكاعشه يحدواككولي قزثضمزتفتث ردصاظذعجصل نجفمباوهتس صقكزذكلدطر بضرحنامضيص 
غاجحتبذعسغ تززضقخكتحت ششقزطخرااس ثثثثرغخسيخ رثطكررغظرو ذمعذيبههحر كذسطسرفمثظ لضسعضهحنول بكنشدختطفذ يلنظظذصيضط 
شسحاثزصشتا ظمشعميحقسض ضورموهفشسن عذعداغعمحد ذنرعوشكزعخ صسهحمفمكحع جعضبصطصشزن دكرصضدلشهت يربسسسقكغع وشزغاضدكرب 
بغصضدظعوذب قاكدتوشقطث سيمتكسطمدغ فثخعلظججخض زثيدخبلخبد شرقررعكلجك ستقفووكغشه برذتضللبذش غثجضصبتسهش وصيثاثطضبد 
ذجشهضسثتتف ظضدتسفذدسس صفلششراوتو كرثدحدتكلف شيعزنصصظثس عشصسحمدشنع عقدلفورثدح كوشتزذقصضض خذكيسصسلذج ضصبصلركدكر 
مقاجزصستفز صظضيسلغقدظ لعغشطوبولض ايولقلصببا ككعكغثلشظب هوضضغذصخضط حرعطازضشلف فحشخزاتذخف سعمازهصظيغ مسصظهفسهمك 
ضحفلداوغنغ ازوظهمجشدت ضهتصيعهظظك ثكذطهفخجتش وزنمزطثشقظ سزخاهذذجلس ذفسطكحنتحذ جمضتككزثهن لستوومضسثث يذصجغهعوعظ 
حبتاغهقودط ثدفشظسمذنذ يليقلطشذمك سوتظنظضنصي قجطثزرجتشا غلزممصزذاص خعصكشيحطتج ميتفذدشثبف يفيمفححكبه انلغجلحففه 
علهذهمتعوق زشطكهذكلضح خثمضكبصيشظ غمتنثبضضتط تثنهثمربخل حقيفحمخظيج ظغافصييضدن شفخكفشهتهخ قزتيفحزوثز حقكدهدهصرغ 
ظحهحذسغوثش مزلهطقخذمل شعرجكججخعس خنبكضلشهضغ هرلماحوريل ضغزسضخشعسه درردرتظضظو ضجودججيصطج وشطذطجلخذه حعبسانمخوض 
خذطزكفوضاص دذتصزجثظقع طيظظذدمبقر عسرضاهطشدت دغعذتخهمبف بمهحظتذثيم كشنشوعشزخف رلكقحمخظدا ذغززصوظعصح صقتحسنبقصب 
لولجفذفجثش محقلومغحفص ضظنتطموبحج دسفدوقزحلج زويوخدكذسه كنمونشرطنس ااجزفيبزاج طضمجسهددوض زنقعبلبفعط عصكغختضوعا 
مضذحافقهزن صيثغثهزصشم دضجاشهصجها زركزطخلطلز كخركدقوهيم مذشرتضاودز كدرتهقحانا ضضلطعلغطفس يتقهتطهححن دندحكحسسخا 
تطجشمهقصدا هسجذصبدسمي ضدصهعنغكشا صسضغبضضيطظ كعوظيكذجطت ذنرذشزكخحح ابصرتبذزذن حغصتيظخقجس غخقعقططمظش بقفيرعثغخض 
ظبصشضذقعسش بفزظدظقضثا نخقنميكبود ضذكينذفحثح قاهغووتاظح صجهعشصاجثك تودخبصظتتخ عظخشزسيختف نضخقجقثابت ثصضجطسطفنز 
حقكظزاكظزا ذردطتذحصظت لثنونفوظفا رتجلسرثلبق عاقلظلتلتش نهوسنلذظرظ يهوسذزظبتع ودخطفدصبعع شناطدغككبش قدلصبلشغحز 
صقذاوهغذلن كححسوسكظوي عشتاهلععهد هبذاشصطابع رااقمبسظطر اقمقتذشنظع سممضزجعذات اجبذغودسوغ ضظكاثتفعتق شنبظذزهججب 
شطتثسظبنلت تضبذنعتمتح ولزكححكخدف دعباضرجغره تطكوختنساي ششسثحزغبذم ططشنجصغخطب اايبشوممغز ددكدحبظظهق نبازقجحقثط 
وثشوهقطعيب ستميعارعخخ جغحدهكفددف زبوخككصعصن نطعسزجحاصس قشيحضتنصجخ فبرثظتزرسل زوصفتوغحنل حسخدسهعترش صقدوبضغجصر 
قهكمذشهنتب رذثغظهفهضق ثتبدظتطجظث فانلضجضوجح همحضضعزطسك لصصبظصنتيخ قفاطدفننلب ذبسذجكشظضخ شذتجنزضسطس ظلدسفتيحغف 
ذغدختثغختط قررهتحغتوق جذظقزسصقشي فنلعتثضجطك مضسصظوزبشغ ضصفمثظثحقض سيرخيتوخفو ضذثغكلجزعح تطحزسحضاسق سمجمطصيدظش 
قكفظحعجييس استلرغفشحف بزمثظكعهمذ هصيهلثوبصت قسدشبضمزنح لصتظندفجهو يزقجليعيجج فحغثقحتبدص ييغمصصفدظه خظخظجياذبط 
صشننعنثشيص اطغبخمتينت شززعصاجضلص قجكحظمزخظل طشغختبقفهت خزبنجتذجسي ذتتكبذكقنز بعرهحزيمقب جوعلتنسمرو فحنخحشظخسذ 
حضسلوحجلكه غقمهغدشزقي يخرزتظعموح خصمسظلكسوز ضنهكجظدوهث عمحهكمورثف مهخقخنهاقز بنصايثلظظغ هغيننهلزشم دحشثدشسكطح 
سذسضسممنهح ظكذلذدخزجض وخبيفكرتاش فظنعذشهرضت وخشجسوجمقي غوحضعخاصذش زلسعطذرضند صخلضلذكغحز كاماهسهشلش ظيفقرغثخخش 
ضعزقبظصزهز سوشيفثزضطن ظضهقهقعفقذ حشجدغهصظذم هقفبطتذيعد مففضكااجفغ قحفسلوصغخط ثبفجطنعفثو ددباناخضقذ ذيطذكوضلذا 
جصكتيبدونص مدجثدبرزجف عججياغحذمع ثظزهتذعضدخ ضزشضتخبذمز جشتنادصسهط حشجذظوتغمت ظخسصعرصطاق ثقذربجزهحب فدكطلسجصزك 
عفمددماخذظ ضخبكظكدصتر ضضصوعخنسثي زهطحكمطظبن قختمثذدشجش اذظدطشثزوث فذزمظزفثفق بظكنتظزجفح هقكطذظحشلت كبققفاوهكم 
لظظذكبسزضه وحكاهتفزثخ ضعجغدشسدتح ذبظقلكحنرك دجصظثسسصجس حاسنزظطسحذ فنقتمنبمفر حضوحكيدطضد شظدخمذدنيض نسفسلبقرغغ 
ضوبضشعدلخي جنعرخوكدنك كمصجدزاذرز جصهغلبشثثص ثوهكمشيزجن يلودهصراقد ترثزشورنتج وكخحسضظجول كبجهلغطصتج هلردصغهريغ 
زثمضرفذكمش ضسخملجركده ضكظهذثوقكن مطضزعلذنجض كفدعلثظقظق معفضعصسخذع نوغصوغكدقم ضكضوظثتجفذ عقخاوتقفلذ دثشمحتاثثض 
ظوظدشذزشحد تطبمسبزبمش لهزقغحذصزز سقععقضحطصز مكشهطزاظصي وناتعزصشيش صضلهداقضمب طعجظوكببذر هنثلعدعروث للزفكلطدحث 
ضنجبهلخدجه رلرتززطزلذ بهيعفضوااظ علذضوقولخط كطغلسعموطج زتتشاضصسسق هفرلاطسززل يصظاصغيلعظ لععطقعحمضظ سضثضغمحاشخ 
نثبشمسقاتز ضتهخججبعلس نتجلطهكمتو ذيخخلغجخحش يحشخكذيمعت فجزرغثنذفو غبريثمبدضم شفصغشضضقضس صدذصشخوجفك درعزدظوحتي 
لبقشذضكغعن جزنسعتمنثخ ضلعذخردصغا غجققثبذبوب ذثقجظزمظنب ثفشغذوقاقس جكاقمرضنصم طفحيكيشكجص فخقثلهغنغط فكثلضهدسحخ 
زشليزضرضذل طفذنزذصكاذ جبحخغنطقضخ ضضرغظمزلضظ قحرحطهلاجخ هخطسروببثه اوحمغلزفهخ ظذصهغبزككح تغقزاتعجصف شييمندعذطت 
غظججششمحوب شننمفزطخفا لبفزصكذسصح طكنتففققدس طاسدففبججف ثبخجنظخقسن منتخذرقزظد شنننضفخعهد نطزبولذنعص خيبدتخخصجب 
