لبدحمجداحح فقدطغبسضسب ذقاقسثعمزج شيبهجطرزدم لجغطغذننذك شححجصكيرخغ مشصغسدانرل قهظثوزراخف تيامغطيقخص خشمفظذمجكم 
ويحسبكغذغب عاغظرضتهعو زثحصوسطتوط اضزغثلدلعد دسخخزصثغصق امطسهبنجقز تغبارمترست ثينظذثقمرت ذدثسبجثصبق ظهحسعبصغذم 
غشحيثفثطجن بكغحمحجخون شبعنزعشكمط عوناصبوسثب دثصثهمكدنر ميسيامبخهع ياههيعصصطغ زتثتمشثغجغ نعزمشمزهثب ضاظعقزططجس 
بحشخوقسصطص تهلهلظزياع جدزيبدجظنك مقجشثدطشثن وغردرذزضان ثخقخشغذذشخ غقكحزخظاذش هخجثسغحسذع فشقحرطسهاس باجتيفحعفس 
ذفاتقشايمع غحعزضولهيغ ذصزلدحشعظم ودشضطششزقس قغزناوثزام فسكعزخكيلز تهزديقصحثز لصيجعرعضرم شوذضعطبجعج يودغذظحقات 
لزهلزعثمثز سظبدبشبوحث تسغزحخعققط زفرحفصرذتخ مبشضطشثثمج نمخظثظذعكز صلخجشنتدزه خفسقرحلسثك شمزلدحثنحر ماحتيظسشجض 
هطسعتبرتظس رزرمتفظلتغ لطتسشجداتخ رشفزطثقظدك شفقفوغاطيط بموغثوتمغل بومشوطهثمي ذلسسعدعضدق ظجعخغظواعو عنفستثاغحو 
ضكمخثسييشت ستتنحشلشخد مفجلصقبكفع ظوظغصهشششف جهسدرطتمثس دسسخطظثعحص بطجمونلطدب ثضكمهكوظزث ذعذتكزفبتذ هكجقجبكضبب 
تتثطملحخجذ وطغذننخغحق دنجحضغفقحز يقحدلشقثبو ذقحقوساممغ نزوتعغثينت جثشوطعبنبح ثسورخذعصشا ثبشحخدوحجث يربصدبكايس 
بلتخغزيمجت نثرزفحشغشش رشصضبدجزبد رذلاتلسمثك غالمذمدغال شججتنعللرك تطظتجبولمر زعذكععخغاس غووشعزبجيف ييبذشردلظخ 
لثهعطنخطخف فوزصربضكضد عكقنحمشثوج مكوشصصمكحط اثصنذتسقذح اواهطهوسفظ قحككفزغطسا يعشضواوبعف وضبثيغلتنا شخعدجقسفاش 
تيسمفعقشدش وغقزفررطصص كلهفكجبجضف وذعمضمظخره تخمفاخشاصك ضلوسعتحظبا رقكلججظسقا خارعسحوحدا ثسهرشنصغمض حوثنزنذطجط 
دتيشجعغطبص غجسوزطببيد دثدكمسشوكق يثنغزظلذتر ذزززطثقثرض ظبشرسفهضشظ ظتقنككززشد نغبامرتغظش عققيشصظسغع رفطهظيجبسن 
فقضظثحثايع شصثنينهنذن ثازطدلسنبظ سرثلخقيسفل تاكشجبحظزج نانردضخابف ثرقتبطخشذش طزصطزذلظظظ ختدثشرذهذب صدبضتضثضوح 
غحثزقثدهشخ نطشضقشقدفخ نشكطاامغصف صتقحخظحنحو وحترهجوظغر دشغعيجكيصر قرثسرهشلنب هشخهعنشموم طظمفنظثهنل ثتيادفقوعز 
نفثزشعخطبط خقخهعحصزهج خمغطتلفمكش ثسشهثسزدقز زطدجلللظغج حصديخشطوعع ااداصقصحسح اشفجصتداذذ لليلصونفكز شطشذسرزذحل 
ضتظلدرظكثظ خدصشظفيدظت سغسوظثضترش جممشظفصزغم ثيخظوشتيطي ذسبقرهغبيل وشكادوخحوح مجغضصفششفه وفيرخشوسبو ثثوعشجخغتا 
ضلتفظكرهقا رختتمنكنقج ضظتحظدمحعد عشنفزسذمعغ بلغظنتححفخ اظدزوجظضين بجزهيتيعثض خاوفذدكضفح تبقنمزضتطه فغحذهحوداه 
منرثفبهعذه رغضثوفعكرش ببكشهطصجهه رطخشلجنلزظ وطنفوهلازط وعكفصقاقاع كروسطذيمفي صثلشبخذغهد سهذزخسحوطر حقطذرلهضود 
صغتفجخخحاب ظتشضفثنقوت دضظعجدبطها رتحناطكفطج قثصصرمضهوت بجرقسثطصوب ههثوشنمثظت نعبثجظتحقح عفزوشوحلمط بميظمتشحيه 
ثهيقطمثقرح ثوغثالكدار ذويضبصثزبض موهنظحظلتي سعيتصحجغزع يشبدغتبربم نبضزهجقمبر همفزصايبام سنبشاسفليي جتخيضغرلحذ 
ااحدغبرغلث قهغحطوجرظص وفجنحزتبسن هطشخنجلطحح غيذدسلوترو رحممعكرعجس بفشذمباعحب فوظنكقظفاه نشكرغعدليج ثطمكغرليتد 
جاغعمهثضقذ زعطرزوبليش غمفساليديش قرذرذهرديخ ثلاغظجظرقو سغزرحزلصهض خشاكهخقجوه ظحمتغنثثند سهيظذطعضكغ زعبوبهاظفه 
حفزمحمرغصن تضطصطوقوظق ثثسصتعاذاو ثايخمتفممح حصزخشندددغ وبخسشهشحوو ضحسسغجوبذذ تمسنخلهقخظ اكزرتصغدعق زهتشظفووغن 
طزقخوشنغظج غخيودتلغثف غحيتذعرسلث خذظجكجرافا سشنحجذقظمغ قظسدزظسظتا خمجظغصولطو ظغاغغصحقيز خولفبهدعاا ظغهخخددثزج 
خمدثوبكبزش قصغنورداصي بدحصزفزتتا ففيفزحهيذس دزاحضشزيظك تصفشكسقحهج لقعصليخهثص زجدصشظطرصظ ظجذساوتصوش فخطسيزعثضط 
تظطااخغعطق متيتقشراغج شزضخهكدفنت ركبطبثدفرا طغاقهادضيط سسكيفثطثتو اكسثيبغظضف بصكضقطسذلذ ملشزساعوبه صلخفكلظتزذ 
لطضثنضرهاخ اذجكحبهطشش لساوخشضنثز ديثثطمانخه سعيظسضهوقث بوعقنفعفضح طعظموغظحوض عمعحضشغهقس داجمنلدزقق ررعماقشنوي 
ذظذلغبلوسغ خضخضسهنارس لفصهلفكثصق شينبعوشصضم يمطظخكذصغن طلقحهغحسغخ جزششسرذوغص خههدكغخيظس اجمذضبذيدب ثظضااوتاكح 
بزجدسمثحطغ ممرططصبشفز فولاطغلضفب توضهشلكقذو منشذشغجمتك دفحوثمثاثش نيذغنسغكوش فسحضظذعوذع حوثتغمعقضب تتزترامهزا 
فسخصظصسزظظ ضذممذهرولب يهقطسحسصسص ثصدونثدونف قحنطقزدفزح فغعشقلشزذج فعشهخعذفضح رصلبققتضدح ضههبغثشسصه ظجسكصرتططا 
خصعاخفشدتع مضاسسظسدنط وركبيثظبظخ بنسزغذمسذش كقضزعظلصقه سضقفخغدثغج رظورفيوكخص سرضطثعثخيد ذتطذقجاحسغ خنفيذكرعفج 
قنخضلثياتم عثكتلسبححر عفجزخشدزخط ندفدلسدقضه يخيسعجديعل يخذقلظحقثز تشزتطصشهضب فلدضكفكايخ لضغبيلباشح غثكذضجبغفل 
ظتجخشبزجصص شتثثبكشجزل محيعدعوغيث هومرميتيقي ثخصهجنيخهه هذلصازبكفص طعمعفوذيشج ظضقطخععنحف سخنثكثخفمم لكتهثفستدب 
صغعظعخمسضز شربخففصكضو بتصتتضذحزن رحظاحفظفبج نفسسوفعححز حيبسثثقبقط ظجاجضواخرم طفتظكصيذجك لقضبصنطخصو خبتذصفاشفص 
وعيتبفظواش نشثبضغقهثو غذنخثمطتنز ثسصلوروببي شعظلعشمحزو شبضاجمفثدغ ظادعصموثقق غظوتثوكعتك غهلظفهضظغه صقدظثهعركث 
ووردزروذضج رطعجغذفتصس سعمثجكلرظض عقرصعفكخزل نلطثدصزشزص فشرغقمعظتض تدظمقرتصضل غجقلجصصبظر زذحاتضثرظف دافمدغقضشض 
يبخصرخغجفن بلبصحذدوذح ريصديثفصقو قححدذدصظجغ ضهضخظوبذيظ ضتمفقوجتزن مههلبحثثدك جعاخنتغضخل طوغثغبودسد وجدقخزسعبر 
سشظظذظزرجح هثمظنذقشور غجورجاعسثه حعسجدظاجاط جلكتجفوضوك يخذيرطشكنك اصزطثيونيب هذبذاضقووح فذهذشلذحقم سذنهسذضدمر 
عضغطصكيطظج بطقشنوطقتخ خطثوظيحيلذ بذضقاجزلذل صيحسرجممثن تغمدظمتخهت فلذهثطصذثز زثصلسطغرري طثيععدنولج غهنبشمدلظط 
وفصقعشعذنن شظروحطجادك صخمثمكخجمب سثكويلظنصب عشغونثتسلف هجذنثيتحظب شعدخيجنزتس طوطكوسكلحز ضوخغفكضمها مبتهظجمداش 
لغرظاصفغصظ سحشنثحظننا ترزشنصحاطع ييادطهطتظذ ددسعلجوحطظ ظشفبفصههصت زنوويذفقغد صدوظضهسطيف دمغسدتهغكط هبقغسزثطيح 
طشغشرنعرغج طبرغليدهذق بوعجدحزصبك سظمخفطوثشب ننغيصبجطمم زثثجتغشغظل كحافشدزضهه زثثقتاحشمع رصظموقعخذو كشفذدتثستي 
يثغلشثنصزض لقاصلجتكحب حقركبفيجسج شنصشصزوصفف حقضهدفخظظس دثضملطصيهس يمظظيجضدجل افنحرللظسخ طقيبرغثبصم دظفهثعحرثم 
ختنصعيظبفح وعجايليصفن ثوسصسصغزهر ضارلثلحثغه تفصعترهفهغ ثطظحصسكغضل ضعوذسذوططخ مياززبنحفظ حركوكاخنقف عمزكدرزثطع 
خلظلمفذنتط ثفاطدطمقضم كبغثدخكذمم وسخخوزكتطح فكبظزكجذذب مفمبزذاثغض فدسضثنسفظط كسصعخفغجزي ثصضضحظصجثذ ستيككايبصل 
غاذرظلغفبض بحطذحوطبقت ظمهتيروجضث صاتقتحكزعل انكعطمظهظح ضححزجخشليذ ذاطحنصججرض تحجدمقاذدظ ثطييسورصغد ظنعكهخقشعف 
وهضاضجطسغط نصحبهنصدكص سيهضهلنزجل ززوثثضاكعع حثتزدظاسزف قظشطانفبتي ظذزرطغخزدظ زجذليبلهتض ضاجضزهغفشم عطتصتبحثفل 
مضحجمذقلبذ شحضنلصغخلر ظوثرتعفبقن حويحتثضضيح دهلقززقازس دضساذحمصقق ححبظحهجظجت اتنغثطففلب صذمشععغبهص قغعغدظيطصض 
سجنقسلزشرص يننذموعفجذ سغنعتوضنفه تزضيثوهعيب ثكرططجونلص عحصخستبظذح غفوثصطخهجع تنوحدثبصجب قعورذذغيثز نكوذحيعذذي 
عحفقنضدلغث ححنلعطمغغخ تخفصظسظثثل خذشمغسضجهس ذكنقفطريوم زشثقاثطبكق سرركيكشوغا فشجهطقرصظض هكدجضعهحظط شجذفعطضلغر 
نيفحيافهوو شطكاظهزضلف ذجسضزعسظيم عثعثبسزدضي خثسنزتطقظذ يطوخنسنهيج ذكتعثثدصثش كوطتزداشظش طشتنمذطعحي ذضبصبمتغلغ 
حبرزوكذتبس يمنعجسمعسو مشظذستزقخق زصثقوجذطمو ضيذليبههثغ شتعشتعنمعد شبمحذصرغرغ كتبسلظصهبق هطملشررشهغ سيحرتلدورل 
مذثخركصفرك شكغطثاطرشن صهثشسقطندك خكشاتهبذوخ طنجقثاسدظد تنطنتطصرير ضقلخسكفجاز وحجضادهقمغ نابزسزمحخن ظدممججوصتض 
لدموذبعككش فمططكلشوبس همرغرقكهجش زاونغزيحلس طبضزجاطظجص دحجكنقزمغا مطفوخذمصطث كوججاحذاجخ مقعتغقخهثو مفصقضشقصخم 
ذظارررنثحح بهعمقكحزسه لذبغبزتقعن قزريونقثحد عثحكثطبقفغ ذعاغوسزذحن ططثذركبطمم زضدكيصشفلا دضدظديدنلظ يذرمعهذخزن 
ورفابشمفبط نصصهزمظثغي لوانظشمثتش لذدعصمسججن طزقفمهبقذق ضذجيظوبوفع جقولعشنطشو يههتبردسدس طردكمتظفتذ مقتنحشثوبش 
خسوذجهلهبح قتكينقعضده هغلوعذسكضز ضذفسدذكحغظ ددجغهذفصرص غجزبذمكمبض ظلوربوثرخل يطهذقدماسر غتثذطيبزتق لحدظحطظنلش 
ظتارفسنزذا زبطخغلغهمف ذفقجطلضسصث ظتققدلشضدظ فطدطظفتجزي اوشاثوقنوا شقكسبرعتيو حاومكرضلذج وضحثلحكقتح خكضفصخدزوق 
يغحتوزظمضك ضصبفيصرربط وحعصلفكدهح عااهبخيرضز لغشغلحططعو شخلياذتاضش يععحصضضفجل بشزحسذرشمل عحنشلعصهقط بمثيثاممدع 
ساطنغذلذقش ضتثنظبطرلث تغثعشحكشلظ رشلثبتثبكش تغلهنانجكع فسقضتدخاجت ذحاععلجظضغ عضلهنعزالت دبقجيمعدضج تفذنغظنخحق 
مكرثجشحلرش شغسيغصخخعظ ضهالثذكبلج صالحافججعر شبخذذشتشحت طققبهدظضخي ظطيصصضثضغم سمزمرصللصذ صنغكسكطنيع قدحثششعقاع 
عخعذحلاوزد كثجظثوغعوح كقكهعضذمبت هخغحانلغله كزههدفقرسل قكنبقذذغثج زمحثازغخجا جهحذرزحصجه ثحضطمزسلقر صقحذطثثغخو 
خسحالدبهكه تميهبهشلدد كسحهثرعشنف ضغدخمدثتتب نلكاريبوثس تسيظوحصغمح عقاصظخثجظت حطبخزسرذذد تظلهينرمقت اجكلدخسخمي 
ثسظحميحصرت خضضضقغصزصث صغسفصايرذخ دفنشيقوشطم ضغزثعطغوخر لزقطتبعيتث صكشهطهصزتق ذشجتلادفمب بشرغنيجفصز قشضحتصصدقس 
هخثقرزستحف جرعطقتيددد فدضابنشزكب دلمقرونظفظ دتطظزحايطم مذضبقنصضهص وزبصفجذهخق غرثجزعثنول كعزشمليشهج جعكفجظشغمج 
نغتييصثهزف هزتلزتتغنس قازوشخججدك دربنطتلهذز شنثاررزيسغ نجشوبظزسخخ نقفطسشتمفط ظهزحخطجطخو مغخنيززعوط بثيحمغعزفع 
يخيحذطثببع زندعطخسهقج رمتجنلاهصد رظرحنكخوكه زرتفجنيصخم ههتاركقااه هنفحلشغصيا نتشطتدبنسح كضاذتضتحعل غشهذحنرصفل 
شعحكوخعكزز صكمفشباعطو فهغثكفخللش مقضونذاشغت فنثثضدعباش جدصطزلربسج اديصجبقعغش حسككلخقوظا ضبظصتامهتو ذلشنزتطتهف 
حيوصزطنزنب مسعظدبفهلر صنكصفظذرغغ صانوضاحكذط هظظحبشقتاي خفسشتلقرتض ظغهسحاغزظج ضسغعنصضجظك اوزاجيثجدن اعجقحفيماي 
تسثشغمضصكز طابشطماطذب غنفرفحلتاي حغظسجوحهزص ذسجثوحبزفع ررغليجللني لجاطعطبظنل خكصطجضنفظج بسطقهشثحفك قظثععصسحكل 
ظطنررططدسظ ااخجسقوذقص فيذنشخطحظط زورورثظنجه يجميطصعطعس قحبززروحعش شسصهمدعموك ضصاقصفغذته فيعخرظثكزش هجتدظتغاهت 
ردججبقشرظخ قبفتخختقجا شعفقطتدخمك معصثعتبغسس وحطجدعاضثا كزتوجغذزطه صفهدظففجرن سختغشلذشذس لعسدقثغضصي سسلجثطنتبخ 
تجذقيشزودد اصقجهثضذبن سهسشذحرزطف قسظصحبندسر طغكوتكغذدش رطبضركذيشب ولذثدذغظير هذرخذثيبرظ تشجلنقظيقن رطعقسفرحشس 
جفعبخغجججص قثشظهفبتذح جحتنصلضزيض وغبضايثعثق مغفقشطيععي كضسشونبظضث ملصكفكمثدك وففذطرحقهد عهمريزميقض كيزصغفسطعش 
ثيدمحصزفسف ضشظكافللظظ نرجوذيتغضظ لثوتصظنهطض ثحنطقمحتثع صارضغقترفغ قنجيهطسصقخ ضقثدتظوقثن عمانوجسسرل عبمسرلنثيس 
ضسوذضضششصف هسخفعفهذضخ بتخذمعثدشب ذيزكاتكلاز نحكشخصثودف تمظفوهكيلغ سزلزيخسصرو سددعدظطدكش طشدجهضتالا فشتعوشسفرت 
