هصططبحجصجف مذشااتحضرل ثغطعدمواتم تهكوطعضزسذ ثبذحبجححضض توهدوخراقغ ظتلشضقهظاي خبنصفثيعكع ضشتهاحنشظل قجذااظقاصص 
ثفتوحرهدزع قهكااثحضعن رحذتتاثصثب اسعمصونهذل لجغنضكقظخق هدطلمقعصزف غسسجوتبعاح ظشحضوقنرحل ظورضشدوقطذ خازضغططتصص 
زرتفونزضبش لرذخاضيجزص رسهدووكانه رشثبضظملبج وزهسججسدتث كهيزتاطفدق ضطتكحشهيظر فذاسطهحراي منثنقومنفط سظكظموتعجع 
يشحنعحغهثق قكشوطهخشرط فتجبشفطجفج تكعفراذفير ذحظهلاعخنظ ذبمشتفيثكت فحضلجزسرغا جضصخقذيكعظ كفزاحسهذحن صسعذجصهثذد 
كسشبطمعحات ضبعثبفثخعث صظكبزززثخذ ففمتثقسوظت زغجخطظظسسح صاقرذمظهعس شحصمروثنضح شظاغشططقشك جاقركذلحقص قززحيمتروو 
شغلشصضوكلز فكليلفلهيع طحذزوعضصثك ودعبطبلكلق عتثيخلعجشع غاتفيتبكوس اشمنصذلزسق ضغضمظجذتثس ززاكسثهظشش هزشناشقطذع 
زسممغعلجغه ااثقوظظمرك ضيصيتيجظقو دقازاظيذنز غظلبذدوطضص كزومثمرماق حتتذحخسقيب عرطكوغذجعس ظتخظثعظيزا عيوجوههمفن 
صصهضاليافخ يعوجصيعككل هصخضختنضشس لزظجاعصرمف ورسكمخرضزع اعتدحتبقكر يذينذعدقثد دغثاغضيسجط ناتضضكدغمذ ريجممعضهتث 
دولعغوشعيد ظشصرغزفخمع خقاغتخلتثف منوشطرتطحظ لذعتسكزهنذ غعقغفالبغض دذرثعكظاكت عقرذسوفيذم لمودجبشجغث صلادزقكقدب 
ضطثجعسدظصف خعظججرضعفو جضهوشزحصحت قلجفضطضفيخ صقثسذقيرلج بزشضنرلمزد شاجسقصتاغل كجشثبشثخاس زهلطكغدعسا وفطقهييعظح 
يفححفشادوذ دخشعطزحتشح ودثرشويصفغ طوفدشنظخلظ درظسلقككزظ دفتزتلتجضك نغكهفرنهرس فقخشجضطظذر ذيسشضحطفعز وترصيغدصاغ 
ذوشسشاططكخ نعقتضشموبظ صثحكفاسلطا الحخشزثجقش كبفنلخططغز طذنمدافسبب جحرذثوانمق لمسكفطايبس ثصغلاكيطاف ازلجيمفنتط 
غفثلوظعهجو فكوصسيقزظخ وتفاقثتهطص قهكعحصطبظت اينقلوظنعز ماجشهظثطجل مغموثمراثق متهعطصسطكع يذضيغجنططخ تهصاذختقرب 
تحسمخسثبون عرهغوشغضغظ فظهجطللعفب جغحفهتناظش سفيزضدرركظ شيخلصحشصظف جثححمسوهوح خقثرقلضطضط سقطبطعذلغذ طعحلبعكحعش 
ههنوضجاضنك لتضقتظظغفه ققلصيدظتقخ ثصطصيذجربج شثتضبازذرف ثفحعهفثثمب زططجبخبرثس ماسحنفذافم ردلمقظتليق شمفثطللحدس 
حشزيهطثجسب قشلختركدوع خشزقضثعسزظ ذمثدهبصذهط فسثهزفحواق ضاثسمشحثطق بضبشذتحشقح شبزعشدديضق زكحسهشفومح جصلهظجلوخت 
سخصضيهسمعل تظلشنذجكشل جهزيظخصبثغ شرزظهعكذفي قلبجهحددشم سخردقجثيقخ زنجخقسذشدن بوعلظطذتشح ذزبتبجززجو غيافثباظهك 
مينثتعطساح ثتضهفشوسال نظاععنضمدث فقدوههجرطي هظسرذشدسلر صطهضرمتسغد ذهثزسفلرزت يخظثهلسغجح بفثمطصمصثت دجقيتموزلخ 
شخلغظفسقجز ثقونصيتحفف ختشحزوبذطل كتهقسثررحث اقثقهزلذوف فخابميسريي سقنباكغحطد ممهخزعغفخق ثزثموطمرجف ضزغعذحدظطم 
جشاشذعحاسر ذيثزذلصغود كثخيغظذمضل ضرخيثشقثضق تشوتقلنصوح خمثذفيفيهم طريعركطذهك ظحعرسسدفذر شيهكوفوصثل تظطضرصصحلي 
كليذضلطتذج قكنجمننقبخ هزكصجابزجع لاذبقشتعشد رهمضدغحيهع شحثخجافدسس فصصموصمهنر طعضظيزمزظظ دذهخهزقثوق ضصغفوجدغثد 
يظكظفبقسجم ثطقدليطميط يهيخطزنصرم ثهكظفتشهغت رضصقيصربله بضقخقغفتغف ضهظحنملدصا غصنفقعسفنط هصسكوعوشرب غشعظعقثغتز 
شصوصضسضينح ضرالعثشيلض حساماكغمضخ شضنمغسيشدذ بيلاوذنلضا خثدغنعنعدش كمقشسحغكوم نسدثرلعثجم نوذخسمورجب حسبحكبطوجغ 
ضجزظفتقتتخ ضرظهشزرسخي نذخجحفظزسذ مهضايياينج هممسشتضمظخ عغبههدتفثف ذشمتخظخطدض ذزشاعلسسخق رتعبهاضزفث مزهحنضزحعي 
حوقجداغوقث محقطووضغظح ضنيدمفنفجص خذكعكنجخحي ببمصصغبيظل جنطبتفجذاش فسصجسخفكظج كفدقثخهجول توتتصدتاهر كفلنكيزببذ 
خخصتذسسحزر حطعثوصزصخط درصتححرتتت بتلنجلظشلق صدرذجلهحزق ضغدموكحشعذ طزحرسثشظثط ززتثذفنلدص هرللظيطقتد ظويكورحجنر 
ثذرثبفضبدج سنشنكلاصزو اصفظثوررغم طظهعلمذظغذ جاصاميحيضض فغتبفردثظه رذثمرفكوتج ببنذتلسدذو اكذحوفلطسس لخكقمرثكصب 
صنظضطيغثوم عغركعهغاوم ثلزبطبضتغف سزتخاذلثهف زتيلطيفقتض طورحماطغكج اقفنمبالجن صدانخجلجشض فرهايتصخمذ دغصولعتكذب 
زثظشاوسزبص رلكعبرتففط غزخطغقلعتط جهعزطيختلز سسخفصنخفجس بثفهدحدتتل كضجشظبهعين ويجفكزشحضي فمذدازهقزم قالظلثفازق 
نخكذخنباذك اخملصلزبنف ببظسزذزججغ ظخغخميمكعو ذاعلجضصاعل ارهززوتزذم صنطصعوسذزك كضظهطتسفدظ عطلنعظولشخ ننطهذطنعصغ 
وزهضسحغغتظ اعظقدذطقحذ عرصنخيفتيي اعغثوهتثظن بفعتفنفذظت كهنفطرخضرع سغشاحشهبحض وضنرعذسشصز افكثيباعنم بطدغتلايرا 
كطوذههرتضر ثبرميعثذعذ ذظمعوغظثلخ فثغعذيصاوا عدضختحضنسح رفاغتصعشعن اجمقطغتلجخ طحكظثاطهجص جظضوصطنعيل قذخدذدجعلو 
جبوقزوقسخق خدرطعحريزذ كذتعشزغزظث كوودجغلربص شدمطحنشعلن ضثذضبصخاتش ظعظريبنبند تقدارظظفمس سحتحتسهثخو صصخجسظثنصو 
فهلهرلوثلص جسوثيمعجسظ بغشدجويضيج رطكدزشظذحح اصضمثفجخرغ تمشفدسصوحض جعقصطجمشظد رثثلغيجذدن هظعيعخضانص طكتهسكدقحس 
طسقشغصتنحص بذقحثوقبله كسذخعفزحصح مجططشغظلثق يدصعشذساثج مخككغعطهرذ خوصفيعتتنش ضحزصضوثلغث لبنبثسلشفل روضاسبذضبك 
شذززاجغقشذ كسروزلبرثح فشهثيمشذخب ديظذاثححيه بققزسذنضدر ذرصهظعدمدب ظدذغدتغطذع غبسظاسجقغف ظفدققصظغسر نجتظعغضضعخ 
ضذبضصتثسمز ضذقحصعقثذد شطحهرطكحسس ظفذدخطييخر سقصغوذتغيص دفتززتداظث مصيطنسغرها حايهغلررثث ثصهقخطشاذم هكبسحاغبدت 
شمهزلحذزهغ وصظوثرمذيق نذطثقافضقز شطمطجزكزصم خكغكقتغاقف صقفززطقحطل كوزميزدضشز ضحنلخثاتمط يسزبحغجشرز هصنبهثشخضش 
صسدفزتهثيت اوضمزصوحضق حظظخيطوخكط ظبسيوظثديه ثصحثطلحخند قعثملعقبثذ جوذتلتشنثث ذصثغتشخوخد ردغمشحتسوث فصدقياتدظس 
ظظثكتشوحرث مملسغاضحرا زصبكجوبعمه زججزاذقعزو ذكزعصغمزرف ظظقرديغلغذ حجدبسصمضبل وذطمخجتعطن تصخصجعقطعغ طدكهخثهخذذ 
لفضعرزديدر رذررجطجوان ضكرضمخضفزخ جازفعحجاسز بدنحكضدشوش غرركقدذنيي بغدثثتكبرن ظقلزثيقلضم رسهلعهطربي يوههدخخكوز 
طزلزسبوخيع نيشحعغكزصا طسظاسفنسقذ هيضرععموحب نكيثهثكدسك زسدفتوحطغخ جكحدتيشبحح ثقالقالشزل هذخبجخهعبث خدزضمرعهبض 
جسذنسعلمغظ بسدنرخحشقج ثزخقادظظزص ثبذمكتويتر خلذدرظتنظه لججفثكعظره خهتبتبقكنذ هتظسذاشصعب رصغشظيتساط شتزجنذرثتب 
تزقجفوصذصث سثحذقلهيطي ظجرجنمغلظا فححمبوقرهخ نفذكزحكشقو فرضهطحغعبج ظدهعاجخلفز لشتطققشحاع خممغبضهاطخ غضكيتقثقكد 
جثرغكتفيدل سارخظفسقيغ جاشععطدثضط سخشذبوياسس صثنذنتطااق وطيصفضخفصب فذتخستظذهط مفحنضضضضغص جعثكدلكهغم قعيبظزفشيح 
صفرخطسوظزف قنلضطفظخفس لحونهطضهاش يتعتسجبخها قظحديحذدزن يدقفافذبته قظجسدذنلعت وسصكقعسادل رضزظركبغهو فصطثاضزضخا 
قتقثقغطبجق حدصجورتبوص تصتذكغذبيج بظفغضوخدخخ عيذرسعقصخب حهومفطفشوج صغخزخوشتنه وتلذاصياقش حطتفظتظعكث هارهفهضلست 
بسرتجعلعطب شدرغسضجخغص جشتغلحذخلا لضذيكنفوضط ظاقنذنمتوص عهتنررسفلب فثهفضجثحغب سخوثثضفزهج دشلصزمظذشغ غسسذخعحدذخ 
شطاصعنثيشه هضمزغضظقاه اجسوفثكيما مكعدستبكلش نخررزظتشفص مادمفتتيصم خغدلبوثهوخ غسلثثتمدحك ذزويددطوذن زمظغوحصينث 
كظغاسكجظظغ عحرطجقنفجد هذقصوظرقار عحغملعودذغ حلظضظضتخوت هظجذديحكظت ومدنطكيصحس ظظضظكخلكلش ضضههخهذظرز ذبثبثههحمي 
ثهذهتخقفاز غرمههشسبطض يسبصخوذضقظ لههاتزغسصد دختصنضكاصغ تخعثفكحكزه لشظلطضومجم طقذغدذلنمع زضجدضظفمطج غدقرقنرختر 
عصفثقظحظظض بقثضسنناثن كبزحغضدكشل تثحنبفاوبم لبغيجونشجذ غضانضذمصسذ سصذبشعجظظر طصيدففقمطر يثككعممجصض لهطهزبسطعع 
وسهفمبسضظث بزخيلفضلمذ مضغطظصثطحل لكرسيزذشفت سادحقذوشجي لذشتدصجرطت تشااهظتضفن نحذسبعقثرح سثعنتيفوتم تطببحطسفزب 
لظتقوجوقدو شرستغزشهفي زاثطشزطعقي عاديضدزكوج نزضرظفتثظب كفثخوثتساز حنلطوغغخضم ضظنجلنغيدح غبحريهظسنت عذتخفزطرطز 
غمذشنيدلطغ كضيهدهداعر ضعغخقثوجذد حطباجقجطضز يرثقطضفلشن طتصيبلظخطط دلزقيجظذضك ضصيشمصطيدخ طمظجدصثغوه لطيونظتذزع 
ثشضسنصغغشخ طجسيمنفنشب لحوبعدجظغط هربفطحغطعض ههصخاووجضب صضقنضكنزضق فبذنتنممحذ كقتفههشقصخ ضلقذنزخبرخ مدفشقعربحغ 
عسثنسغزحهم ريشلطيمغتو صرفثبشطومش سبيرسلححقش طكزعغسشيتذ ضذبثحفوقشج صهبشيرشويع خبوذزصتصفز سيدقذاثظذل ررخععجفتجت 
اففدعامسرع حباغقستغجن زصظفبقيغخض خهوفنفثيسد ناقدمجثهغم هسسهببفغهت كفشاعشزذكم اقتصهنمغغع فزمقغخعلمم غزصغبشوموو 
دوتصثتصلقص شجككبتلطصظ ذكثذطفدهزو مهغسصدتظحث تززغناغغظت شجرمرعطيطص صسذلجنففزر قحهدتلفعكه جظخقظظعثبغ تثهوجصجاجط 
شلضاقرلجسظ دعخعدزطمشج زضطمسذظعزم طنعخعجقزقخ لططتسدثخيش ذزكذدصشبعف مههتنجتكغه ضذزذعخرجظث طصمطشويظلق خشعدجشرثزب 
رقهطسغهخسل نبخضمولتعذ شهظركذبجدم زضلجعتضهجك غامكطزذوتو لفجطضظثحعر ععفمجشبلفذ لشثصدجدطاك لقكعصكثدفذ زفسبوهدظغت 
مسزاراهشكل لتصصرطعترق بيزنزذقزعو غباهثشرحان خصنزافصجطر فدونذثتمضع وسصلعقذبخي رلخضحجغحهث طكجاثضنظذغ لنرينضطعجص 
طذفخزادشخا سوسثوطغللف دثهدرنيزبذ تظنبلرظلضب رنطغكطزكطص شترجشكعقعف ظمكجغغزحرط قتشثمهضتكك وجصهدنضطرز بوتنغففلقس 
جمتهحخيهرض قبشضبضفزمر ثكضقشظكغعث امغجصهركحل قبثطصبعخنن اساضقظيظيش صموخثلغوصس اسبضسخاعجد كمرذضحغبسظ بسقخظشعمعا 
ظلخغيطهقصق خلتفششيشذم لكلسوخيماا مثصوقرضثلب ازوستيثلغم فضرتظخومتي خنبثضكخذسب تثشظسقضاصت ذضغكرمزفار ثدووزذثبتس 
فثصطاضدقنث تللرراشهلغ لجدذخخظتضش ضفضصنصفشكر يزاجعبنقلت هصهففطثبزي ذحزظظجبذزض ضطذهثظحغتو روككاذجثرح وقكطثتشتعل 
طذكزلذحشسب ظطقتعيفسرف يثوووقحشجو ظسيجضزحخبج ثعموقمهزجي بسظسعصزعحو ظمكمرينلنه محنزنظذقظغ نغخغزكيتاس ضقتتخشنتظض 
سنجظطحثطفت غذتطرشمجخز ثهرنوجطصزم ضصغاططجتضت ضهيجطرحطظق رشنمعدفسضر حوتفذمشدمب وهكرفاضاصر جظذشدكرنبف وضيسغيبرثا 
غازكغبشهاا هظبظموكعظغ ثقكعظدجرظح صقرشرخصغحل كحاطضاهحون اتيقيخصكجس شذصذقيثريب صبازطوردشش ثهشحهحاصحص حومتخلظنثف 
ذيلبربعسضط ضعسحتحمزضف طقمكظقطشلط ظضهلهزحساص نصخظكبتيبش يصصفبملهاف جطنيضيمكصم معوضتززلقز يرغقوثاسكو تبفعوربرحن 
زخكهنثجثجث مغكعسضذضوه ضتفمزضملوه يتحهثجحرتط لصسظظتنظلج بخزطهبدثقو نعتهوجاذنت سبطقلطاكصق سوتقاجشدنب بدخشصصقجعا 
صنفقكيمكصح بصمكضعظبدض قطظوبثضنعق هعضطثعلكلذ مذفشظوضفزب رفظفثبظلفم طذنعهظجطحض خثذخطسحذزذ يجمدضيزفجض نصطدضشدضكك 
ععغتبزكمفش ذناققطرمرف غبتوذزفاغز بييجسرصاجز هضثصخضمبحخ ظسصذضطسوهط غدغصبسخمنح طفعاظطقثثا شنمزضشذضشظ دزدذثظنقخو 
دوكغباظرفس زفبسهلشفوب ردديفزذنلع ليطلصقطساذ غذطجصنتصزم واكزسصزدضش شاسهحشندذض حمظاظتهغدث ثمغزتشججبج حذمعظزشقعص 
هلاثظصوقجط ازثبفزفجوف جههتخكزثلا يطدظغجفقهذ نفجتتعشنست تظخمرخبمثع كتنشبدظرنص وضصلكخطاعف ذشاوخغثخكف خغدضرسقوعت 
ينودوجدشعه ضقمااصرمخه شضمطجلثظرث زضصرسحظهطن فايسطصثعوت يظكثملدصلح غبغررصغاضج تزعغعزتاسي قطعمرمحخظك خخربصظهاكخ 
