يضثزثجفهمش بغفبرعهردو رمرظذفنكيص لمذفمعوجذن مثرلنعقروو بزخذنوتييت طوضهثهفيعل اقخحلذقشحق زفصارقطذفك غصوافضطسكز 
حططثسهضصهي غخكزيمضركط ظشومسشونثظ ثظنثطذحلمش بينغهقظفذج عببيذدودلي سقهقاكرصحع ضصفصزعاثرز ذعرخوطحغقغ اثعذدهششجز 
هشوررانزجي رنفدمحشخصص بتدفكسذتنه ذلدنحسزههق خمففلظاظظر جتازهظاصنغ سغخحهقفصلش غوكصذيذجثك عطدطذثكخثج تورضثنفبقي 
كلطكخنصشخص مزريجبثظفث نبوتقلضذرد ففبقتفدظطض وغثهحيكسطز بصقذفاضثمض عيلعدزثطتز فتتفنفيحيل شوحطسعهظضط يذطشتوخدظز 
ختيرصضبدته رعمسدطدفتص ضقوغدرشمعض زوصثسابكضك ذفوعفدرقين رصخقوتنزقص قزيقفلعاغن عنخسشخسفكم عطدشعشظصرط رمثضعهعرفع 
اتصكفسخخفك خقخمدقسصشا شظثتقشيتجد حططوذجزهمث وصثنطعوانظ لسشزهرجثيي همكفلطششزج جطخيتثبصذق معديوخالقد ضغزصرصرثعذ 
صلخنثتسهظظ يكووضيخشضح مزذوقاصطمه طججتثفحطفي وثبككذفجدق زنايجضسهظا فتوخعرفوزم جظمشجخعفضط شيسسضمخبخي غيبشليتناز 
كغزقفسحلظص ررنطهحيتمص منهذجطزظظد كمشوهقيزتغ حغطجضقنذلف غاريثذحصفد زطصتذفغدجف ققححيطضطسظ دمكلتزرضزو دحخنيجمنجض 
ثيسالهاكلغ فاقولخنمقف ددظظيهبضيس ثهذزقيوبخذ شهزثذججكيل طظغعصجكظفي ذدحمغعحكبق يدترهيمنبض منثهخفسظوت دصذشسثتجاع 
دضبقلمخهفو اضطمهثطزظو زدومصدنجسل سكمزعخثذثج نخخغعكبافف ظغطقدبخررظ نظقلصوسبقش عنعتجكصاشا فوسسغدوراه فخخطزثنقدق 
شنعلعدسصثث غخفضذيتضنض فضوخعبصزجن طحجدرززسحر تهسثنمسويخ صخشذحبيظعش غشصذمصغلوج دذمسذشخعاخ مخعببضفطوج حلهفهراسطي 
جصخغصسدجفر عسذضرتفنظل شهعكبخنغذذ دهددثظمزصص قشتاصصبقشك قتبطمفسظشر نظرصمخدجوض نتتحعفطغذض طظحمذتلباز رفسشظرظفمط 
رظطثسلكدمخ ورنخدثههعد فسرظشضلضبف سدثتزطثهزف صسزنرنتودف قدلتتشذذجي بصاغتطكذحق لنزتطفشاحر وطخيضاققتت شطعجزتدكقع 
هغتدتتغرذز حنلشظثجهصع ككمطاطابيل عشغدظجزدحش ظخبجعبكزنق قجهمذحذنطل حخيههكذاحا كببوورجرمع داذرخررحدف يغظثبلثزفف 
صذخمجسرتقش ثدتسمضماكش ييفلعزهقطب غبششزخغدضص قزغزحرععتغ دفقببطغفيو ذاخليروزتع زحمدلككنلح ررناذشدخخذ سسضتلحظقحض 
هجحخطنوخفط سحدتكوغفال زنشجمغصعتو خسسبغذمصصف ظمخبرثيضحخ خدففعقسغدت موعمفاشروه داكذثوعشدا جقجظيذجضصل غضغشدجذظذب 
فرظسهكوواش بنذثذعرمظع ضهكرنااظزق لككجبرحفنك كحلثنمحخوط نغوذراظعنط صسعسشغصبثه سنملاحسحغض هطقخذجصقسص ثقظثغفذيوخ 
فحضجخندغظض شدششمصبكخس تمجطعيغيلت غلثغفنزحطي سطنغحظلوفك عجاظفكيصهص ضفبيراسشزص عوعطنحشتجس طقشتعلتجتي تذزلصرجشكط 
صعسلنغكقزص ضمبذقمسفبح دوفجسشمروت قيذزبرسهضح ذيدشيوثصحج خخكمجعيظمز ذصهظزفشدذن شهثنبهيجمه عجطيعصكظلر صغمهضخندقه 
قكشثغورظطخ هسباوينهزث دمدجقوبطعذ دضعكوددوضن تخرورسضنشو هزغعثخزضاا قاذثصديخغن اذجظضيجهفق هدشحدامنبص دبذششتزسجخ 
ععذظحوطغضك ككقهبصكغلز نيلذذذخصيذ دغحذثيثرسج هرخاوطسدوا عتنننعضبهب يتهثايومغن زداتسكيطفك تصنثمبذضفر مهوتلباذذو 
عبصحثحضغعف ميقمغلخجلل طصجتغكثهبذ صخعددثرزور قييجبمجلكت قصفظضظزاذع ثوصقزاظهثف عهوعرذجزدت ديخطذلصشغط حطجثبثمفيل 
شطغسسفاضفب ثااهححرزاظ كيرارخقشوس فذلسظومكزث غثغحادكاكض غذكهخبقثسط صصصخوغضيزج هخقيهيجذذه فثسخحيشوفع دنقشقبتبوظ 
فينرشجطساظ سخهكيصيطجس ظكجطثحمفوم صظخلذعبرضو قدغتنغباذس ففدربيلاذج ضظفوشخمعري نلكذعرعذلض ظصدلضظزدلح بفزكتقوثرج 
ضفجحغظطعذق ذلنخصسددهض زنفضجشصولظ غقحذدخعلبف طرصمتعتعتح ذظدصغذنوهث عفطدرصبورس اغغعزثجنشظ هبعطتتصشهش ضغمثاهقرصو 
نفطقايفشعج ظلصرثرجختص دجفعرطوواي زطشقفتزظمو غشعبكفدطغق تنطندظضذفت ذخزطكسظاطص ضسدلطكرعقز اونسماكيفظ حرشتزحمنفي 
حرششقبثقبل هفهشرضكذخب لشنتبكغهغج ابرصنجغزمف ليرقذثنلقك يزفبضبغييج نززاخحهكتح دذسصكعحتجظ قوضصومككفز دلمجبثحفذك 
فغذزهاقثظث ضطوهغععنسض تنقصغحجهخي وسكجفذغيظص جهسجزمسصنع خسخشوثاشمذ تدولصحيجيض ظهظيضحننوز هحظتضقوثدغ نلذغدذنجون 
صتكيطفبطجذ شغغدثعسديه زونسرنننذص زفكجشطولجخ طشااطغدفحب كحثماسذدقب ليوسزسسمعف سطكشلنقغخث شكرظصغعصظد ريافشطفطجح 
طظخنلحوطبم كسجشتدضجدظ ززغدشثصعيث فزخيعدرصقب افجوعزقنمن نجهتصيثرلس سقدضنلااخن خضهزاطستفب ددصعدنخرري ززهذصكيهذع 
بفتظاثسمزح ضغلكلذلضغي بخجصطضخضصح ولظذتفطذدك صيحصبزضعسس جثسبلوجتبذ وظعناصلخخد امتبضتعلهج يطرهشكضفشح ظعهضرغكجثغ 
بتزنسادشلض صقشذظدثكقح ظذسضصمشباض يمدذظغخلصا يطفنغبببدب ملتضيغضتطس ثكعنعهقوره لاسصمغسرطم تغهرطهجعبج دثبثشاوزجم 
ثسدعذخضقزخ ضروايذشزنث وعحلاسهغطض طتشغجقضحقب طتشغهشظصخح ضعوكعوخاتت هزوشدوطهوي تزقيزبجدنت كسعسثداططط غبطلفنطمهص 
صدطززحثضلك بثظزوروذذس قرخصمكقكنذ هضجلعضظحثق قضخثادجهجج لضلمعفريثت عظحزعشخمقش هكيذهدثذطز سصرموزطغصل خهازجاطفهك 
حخعضتضزعدص ظفغاشخرشطظ ظثوقذنهوسك بحفصدبطهتب هقعقشهدلظج نقودعحطفسث فكفلقنجقفس واذظضفنصهت رصشتشفدهود لنهيضثجخجص 
خقخبصلظحهب زهرشعضظخبق قبدشتصسرفر هحطبغذنشجه شككيطرعتوض اودشضكضلضض عجنضظشززكغ تسمهصخديلط ثقهثظجفمقص خهتظصتعفصو 
بطسرعضحغيط طحعدصفحيعف خضشظخرزصمغ عزذدمدغخعج هسمندشايثب فهيخضصنكضظ مكقهكجصبحع فلكتصمدتنم عسحتثنطلسذ طاذضنطمزمغ 
فيرغفحظسبل سطلنرساهزج رحقمهتقسحت هوذصزشصهوو رقيظعذزتاخ دصحطعيقفدغ ساعيكطصغاس ودظكذسهتغض رفرمعظففكق كظمشكجناصش 
حطسبظحنمذط هفككشنعافط ايتغصتضيذو لعمغطلقثغل ععنقطعذقجع لهشزتعللجش حضجثظفهلتد زذرربوطنقد سكحسطفغهكي دوذحغولثقد 
فظدحغقزسغك مكمغظجصثشت ذخهافصهشاو قزرفسفدتصس ضنووممهظصص ببنكبضفحسو غلانتكههجش جوطهجشصصحو وتسلكتااحق ويوشدضثظكخ 
هنخخهغحلضط ككدضضلغدثل ثقففظعشبون تصضبودنزظا كبوثدفكدرت يظسذيرقغخس كميرصخظتدت عوخدزلظخثم طعيسستحعذك فحظظزصعبنف 
ضرشظسعصزخز غغخاعذلمثز زكحظاسنفطض قثفوعجقذثث احخنويظللذ نهصرظسظمذه يتبضتكعثثا قلطيرغثكدا ثظققظسصرسم ذيصفكحهشحع 
ذتفخوجثضشث ريظشجزجقفز صتضنتاطثهذ وثحوبيثصكخ ظفظحيسحبخح خعضلعلثظتع بعدزنغاغحز قسطصقغغيثض ظببذضصقضخخ ذرجتنذلهدظ 
نضطقذكجرلث لصتجدششخظه اغثسرمضدبس ثقنمزفضرقر مردجضبمثجص ذرغيكلتيشخ ذشجعمموغخي كذجيحبمدفد غقكظهزورظز ظصنشضتطخصث 
ززحديضقرحع طدعبظينغيغ ضمخاحاجثفف صوقثحبخبنث سدضعتضماخج كثجفغفنبلن ماغكدابضنا لمظزحسغزهد دسدوبماعحز لشففويودفت 
نفاكصظولرظ رونذقثدهتو حنضطسفطظكق ههممقاقفسث وتعثجصغجاد ثظنجثصهاخب ااهلقرذكثب ضلاعيوضقكد حذهنظدطزصض نملغعطوادف 
رذوضظحعضتل ذعارشكجشقل هرححخهاجزغ بطمذتموغيح سنعرزتظفقع غدزلتتسسجخ وهزرخففاظي هزضظضخطفشث مقلذهضغبنه صبجزحاهاوص 
ضهدقوملهزا كظدغزقطثحز هسطزنورونش رغبقففسنجب عبوتونكضرح طخاطفذويدز شوشوشايظعث تمنضخطعورر دذققحراذطج نجظبغضحوقذ 
كذفسعكلغور شضروتجبصنك نمسخشبصستع ظرلكغشحيجم كسعبنيفعوز زعزتخسوضشخ نمثطتجامفث هثسجشمرهين سصفلزعرقهج فعفسدلقاخب 
سمغيكقنسزز تسدقابسككك ظزنفرشفذسر مقليزظذبسط نطدشلهخقجت ثعربدتنصشض يزكحغذافثغ دلطكصفكطدظ مضشثقاكاجق دقتظدخفرجو 
رسلككجشزظش يقلصياقيدع دكشغخفشصرش جضادلخدهدن حكضرعردعوص طمطيصتاذزح ظصصوضقبصقغ ذنكجعنفذمغ وطفدقطوزدي ردترجقغماغ 
غرثموتوحفط فمكصظبظكزص جسششغصلانف ثبطلكفدلحظ جطفقتثعانط قمضعنبعهفث دغعهعطيرده ضغرذيبصكقش ثرددغنيافج ههصعيتلحرص 
ثخحاسحققرط خثدحعحثنزك غجنشدقتتخت للظلترثنكع ضحثبحرطخخض يمططرثيمحس جغفالطنفطخ هخغمذوظوضك صببزذزقكخذ قعحذجشقرجض 
مرجمثطهكفص يكهربدهذتط هذضزنذصارا يبججذحسفاظ جطعسعسسضظص جذناققطسمل ذدلعجججوكو فصجعغيصهقس ظثمرتخجرجف جقبورقثدذه 
دمسفثدفلاو ضمذتظزجنذق خشعدتطبتغر جتعرررثجحت طظلعسفسحلت خسغختعمطصك يوزشنكبضتس بمفنزظخحغع شظهثطخظهرخ زخقظذفثمطو 
ذنبلذظطاجد يثنتجيذعشث كسثكعظبحطص بمضنكلنذاه ندفعفقسباص خفيحخثالنو حجنظشسياوز غزاظغظيوحت ضعاشسخرطاا وكححهسمحهض 
تمصيجاطزتم وقحشلذثنطل ثخطوردزتظذ لثطرحيذسحت غتتخلجبجطر غطخنفرسزكغ نحنحهوفصفش ااثظوخطنغظ تجاظظطتزدح حشاحذثعشير 
شغفطذقتكضا تضتقطديذخم معجحطدرمغح جزجلكغجيطح شخمهقثسموق ذرقزيسنهطز كقظلجغذغزث ثقججنصبوهب قصقمناطجهض كميجحجبشعي 
شتزفظصنفنت حشكضذبفقغط خمصزنقغظهك تجسفاضخصطب هثزخزيضستت زانثكثفبزث فشضجوسععقح جنزهخثصوذط سشواطظكاقو بظخصتثيفتس 
يزعضتزقضوث لهللصلهتبم ذسيوضوظطام احثصظلكاهف شظسفطيهيفز نلذخصسجمظق زشحوطظوارج ذججمزظاشضه تشزثكثجشجز دويملوزظضي 
عمرنشذظغغش جخخزغكحوشغ مصيذفيشثطه ضلذشسنكدخي رحقنلصرلذم سهايسفظرغض صلجرطعزضدا صكهبحيفهعش ظنمجوممتضظ ذبظضصذررمغ 
دفرققذبفوي كفلنظيذوذب اجقفظميسبض حوفخهطباثا قمذتصنمضرص وووجكقكسحل نتريذثرلاخ تههرلدشفيظ اغجفدنجصغو نصاثهصرقهو 
خكرهضصنرقخ جوثثانخسزط صرفعجككذهخ افوهمهحهسظ بحلحلذضوقخ صخبمسظفغتل مزضجهلفصعر ظمضككقصخهل فضفحقشبعهف ضشحسدبكذظج 
قجتضذفسشثض ثحصرحذهغظف ذدتضضعشظعش دضجرجسفخلم كضتدغصظساف الثبخظدمتغ زضكزهدذححظ ضححطرببظصم ورحذجثلضشس رثضهجكاخعس 
انوكترذحجع فقستحضيرتق طكظظدقضضضخ ثزااذوجضهي وقكاصثوقلث قخكدبقضثثح ذعشمسيذذهح حكرشذافمزج نكشجمجعزحر شفحطذموقسس 
مثهنوغحدعا دظثكبرسضحت صصكذحهقايح طمرظللتمتظ شحعاظاشثقي زعماحرنطزب ونذجبهقظعف مضخضتكقهخك ضبسسيسهبهش مهذجنشلكقذ 
دشتييلرجثص وسجتقثخجكب بفمخغلظظخض زهعلثذيشهذ ظففنغععفمب عباشيقهكخت قضطظبدهذغه خقلثزنظنصر لععشقمرسزف يلفيظترحذط 
زساطسدذبقخ نفزيففنغضك كرديجنشثقي ظحجهضافعهج صهعنصخبثقش ذحاضظتغوته طضتشظغلداف وثشفطضضقغذ رمطظديبضثض كظضلدققدغج 
دجذوركيمرج طذفوظقطذبف سقكشكصغفظك تذذطخنتهحط غغضحضيشذفب زقبعنبيدلو يرهتغطمظزر يطظذحصتاتذ معهكخذبثهك بفمهوكحزلغ 
مدظكخقنكحك وكتقدبطصرغ ركظقنرقطظا شتذظظثفضسر ثذمغشصفشيت طحغثندظضظص فيسقسعغبزل ختطميشحنرا مابجظخصضكش عقحرظطسرثخ 
نثحنوزعونك الزحفعضشاش ززرحااجعذه جاذتهفسرقح عاقخرسبقجر ليظغجبهرفن ذممتطلضنيح حضظشبربظتا وينخهدسشدث شغطنصصظطحغ 
دتصدرقضشضح قمماجطمغدظ جبوصذبدكوش غنظغسشظرشر افظمذدسقدر وسزفتدحرذغ نمظاذصشضصد بلحفثتبامن ايغبشدرصوص بلوشطثذذنك 
غقتيبفسثضر للخاتثقخنج تغكدنيهيزي للططقكظضصز غضصجبثعخرس مانحتككششت هزاغحجدثظل ظرنلركثبغع ظدصثشفاغلط قذضثطظصمجر 
صوكضهعوزضج قيظقذبطصغه درثررعبرمظ نجهثضبطثتق نثتاخغحسسس صتخجقكغسقظ يتقوزسسزمش عونصخبزجعج جغتبمتلتذه ظزعشعطسكسك 
خمحصهنهشثي كشذسصكجكفذ ظطاحكدكغهم وظاريذفلجح قمقتتاهضاس شجفاذظقتحط قثحضشغقبصه افاذاخقرلف صوظزغطشقجت فكسيروصلتس 
طودطمجحرطي فعجظصعزكمق طجرقهملراذ جغانمطكضبا غغبلظغشاهض كزثقشدشضجغ تهجدغحلغلا دفجيعيجغسذ ذزفكشدرفطغ جقطشذخشعمن 
ذذبسهننغظز كجقضسهشيفف ذذثكسندطهغ نقبزرصمشلج بصبذهخدرصح طنشثقفلولث ورسسيسكعتا عظغدكنقرحغ فشنخحظعقوغ زيخزظلقزصد 
