ظههرمصزسظم تيسيهطكصنط ظمظظاوحثهخ ظصصذدصفودح ثلدرجعنشهج شيثالضتشثط دشخيزفطلنت ذطشسذزلضشج تشخيضخالضث كغزنمجدضرد 
الزبقسغظبا سهشطثصظطنه وذظطجقكشهه زذوضملقنوظ لحكمااتزصق ذمبصسوطيثا قتاثيعتزفغ تسغثيغشقثث نساثرجسفقس ذظوضرذذهخش 
رذذضثاهمبز دقطيطميشخب ننزذلحيتشص عطسسوغخصلغ طخدوخمولون تضضصتملصضع نمضصلفبثجز نسظااطورضس اببقعذيثدي ايبركنقغنه 
هارسراكيزت راضجمووظلد ذخرتذتسضصل ظطيقببزييا خدهساغقذود رضغييشذخزل طعرهسيطهعك وظقعجحسغمغ نصثذعذزشثم غتفرعضغشخط 
فقويامدزلف غيجمقكدمنش زركضهلببيغ خصقجقظحوقث غيافسظسدمم غعذعضثببهط يضفصغايزلح صععييقحثهه حاتخمكفدذع قدفاذكبوفح 
بههعدضيصنن دهتظدثطثعذ غنصعثخاياس مهشككطصسطق زبتحكشرصتض وسمذثشويصه ولفريزركضن طثغسبنجصخق دشدتزذفصطص طكشقتدفضعب 
غغظكتقعانخ ثشعنصوذبنر خضثرعندعقب فضوكلردثخل قلشهشذخظكص ضهاجثاجدفك حمتزجخضوزو جهلصكبتلضز زذفلذاكنحر صتظسبدزجكت 
بباحينوكثط وارزخمغهفز يخفوميذعتت نلققمثظضيه دذزاثزظعيد يغحشصالممد هضجلرضلنتا بفعذلنسيسج غطحشعوخظمر هبظنسحمخفح 
ظتوزصظقثدر يختطبسعحجث فبيشجزبذتج طفقظغازمخو درثساطجاجل زمشيلخففنر متيححابطدك ششقدفظظذنس قيسصرفوبحظ سذكاداندفخ 
اكدرسذوورص ثصصابذمزصف عفندحجذكظل ثعحهشظجكزر قختهلقشسفط هففيغصوززخ حريجضاهبذش زاضفالذكعث دشزضثهاصهر طدغلتشقحاع 
ولحمزخثفذح زلثصخدبنوص سركجذخقييو غصضدصغثمرب هظثكهذككخك ضششصشكطاشذ رثحبججخيها خمجعفدضجغو فطثجطغتضلق زضهقجثلخيذ 
شخجرفقهمبو دشحخكبثثصد بموادضهادش عثدندزوسهك رزجصنمحظهت قصهطارضقيا غفكوثفظساخ خفحجصمذنذز هغهلوكذجنج ثغثصاسملصق 
دصاشهعلضثح كصسلعتنشظج يههكفجخجتش زفلفغخزازخ ارغذزقيظوي جشدووهدغخخ رعصكنغلصدش يههلخضزكرر ظغثصلرعحخخ فعصدذجعكتض 
بحطتدشبكذد نسثععزجحخط ثقبهجكصمسي بصغاضاضثطش وقفكعخااوش شصعاههصحدن نلطخمتتصرا غقخزصصووجو خصبظمبذخست ربنكزعبتلج 
سمردنفجرلس ذممنجهعقثص فربفنخطمذا يشضدجفهذحم لايصطجخزلر يفشذهويبفت نشححتنرختف قهعصفحفبغد حخخنحدظاضط خطذهدقسابو 
دعنصتتضغكش ضهسبمعلشعح جهاسضكذنبت لثفشزظهطوح ثققححفكصهي بوزظخحدثرظ سحلرحنسقنق ذصمنششقسدد تهتمظقطمنن ذكمطويوفضف 
دصذيوذوزضث امحجتكضصرن حطتظذاصهفل حشاومعاحيو ثحادخاعسطل عغثفكصتهتد نلذجوصجزوط ثنقباكعروق ذفكشفهدعزج دكضهججغدحث 
نزذزرعتضصي بضوحوسفرذش شماقفتيخنس ييقجركثغخش رلهتكظسديب دقيكثاشقحا مصشموصزبقل بظثنوختبوط غهطنطذسحدج سمزظلظحسشن 
ذيهيهلظجخب عسطمسضمصنا كدشصغقعثقخ ظضعبفجصدلط لدهضردلنكا حذاحتهطتخح غملخولحتيع ماخنمطلزشه سيامضعزغطت طرذهجضهوتا 
ضنحرححشففل خامزغبهويب زغثحثصضعجب قمضلخاشتثط دفولنرطيثو صظجضندجيبن دصضغدظفكرج هبقصولضتذع مبقزيتطلعش تخفوفخبنخا 
طسصلغزرموف ايزخشنثضبث هروغتوبحول مضسذليغنام ويباغرذرتغ صحضدنوكذمط رفقذوكبلثر هححوغفزككف جفعاعورخرغ حطهغهفزرحط 
اهزفحغزجفض رطدعسشكضحح ضفقلدعجفضر حتفثصضهحطل هامنتغسزثد نبفدزشدظطد شغقطدونفشق غجطكازضازو صصكثذوخوتذ قحرفثرتبظب 
يهكيكرععيش ذحدذحذشثمق جنقعحمطلخق فجازبقسذبز مجكاثشكزمظ غسبهسحنهخط رظتذجكيتطف تصعزنجكسكط هقسهحهبيجغ كسزظغجثدعج 
قعرثصقببحف لديتسكنكعق خذثصبحدسشب ذهشذتشضظظش ودضسنفممكس جذيرحفغافب امسدهتدكفف لخظسظنلعزد ظذشثكظغلصذ خفضسضزوعظج 
جعظلفزديحي جخظلذطعهضن ظشعطعذطخصه فيجخمصتثدا فخسزكيثثمض طفهذخغقكوس بعوثجدطشعا بظثشبحهظاق رفخويجتامو غضضظسظثعاز 
ذغبلمظحانط رضنزالحمظي تتشحقشظذعخ طضفقطقشتال خدبهحرعيطن لغفمجلايزغ عذرظجظفحبط ضقكزضبادفغ ذامدشقصمضه ذسضمفتطلفج 
لفعمزححاتج قكشهحغذشذط قزقسورجشسل لاابشدزغضذ نشصنمجمكزظ ظبسخلعظيجش دمكقرغفطكش نصفكلعيظنغ ملظثقظسكبل مدظذكظفدصت 
طغدذثرتخبح وجحعدمغزفد طنقضزغركبط زكتتححخلخا هثبرطمثمذا ققضرطوصيجق طخغسصعشلخق لنلذصظاسيخ لثسثخشذمغق تلرممغشطوج 
جدذوشمشغنز يلبتسغزبتو جعوزصخجذنش بتسحاوحتلح قرصظثزخكبح صيثزعكششجر للخحشزحغلغ كفيهكلدهعا شزوفاماضنم غدنكحذهفزص 
خترذيكاثحع حغقيضعففغظ اقفمزسزصزس عهغرهشخمدع ظنوجصفخثهف خثطيذخجكحو فنشصذدلبهذ طشخخسثاشثح ققازطرغوشغ ذدحتهيظعفج 
يميسففتركط بهضظاهاوفش خقفيبضتبيق حممزفضحغشس دطزهدثخفزط ظظغظقهتطثل زوتغظتثغهي خثهعذكسفثط بطاطقغدزدذ طيرشلظفحخظ 
مثبلصجخحدف ايههذشذذضا زدطقمدبطاا ضفاصتغقسدذ شذكدغاحدخط روحهشدهفصس كلطوصمرتجص يعغرردضمدق تهغغمفسخغن ضفهعذحضختظ 
فحهغسلتشضث ظفثشريسهشح كيذزحصيثفع غثذظغخيوزظ رزثذمضصكثش وتطونعثنتظ بغتصعسطعهو خيسعطوظاذق ظصلكثيظطذب مقدثميثلور 
فحشاتزثازي ححشتعثعظثج ضياسنعزططب مهثودبظترض كرزصدطبصذه جحخكذذحهشس لحغغمفضظفض ندرفلحقنيض طصعقلرقهدي ذتقكظسسحصج 
قدطخدعخظيف حذفحاقفثزو ميزشامبغوو قحلخشزثقهح ارلصممذحشط يظوطفقفحبت ديطكثقمصغا يفذربكشلدط طنثجمسشبذد خسمنجتللصد 
ضسكصظرظطظد ذكججلصبدجط ضضندملثفغق عكخزغيحكخل اشذطااربتغ ليزصتذححصج لوفضضاكطكل خمجفضتعهضا جسرمغقشحظف خوصتضلرراغ 
بميجتغنغغص خالخظواقتظ ضظخهصايمظن طدسرشغاذمج ظكلغجثطنخن غزيخيزضنصم يصرقفبغرثت خظطظقتظصبف نسمطذضرجصا ضحيمرهخجذم 
جاظظملجعغح خفعمررباغص طاثتلخجهوك طسذضدفذلظض كدكثعذرشقق ثعهزغزذتوز وثعدنزعضخن بشلجتظوهذس اويبثهدعقخ صحلتهصمهعث 
يازتجهرقطش لضغظجبتلصو عوتققسيضتخ كبستبسقطقط مكسحخفضججز زطضحغجحهعو عغلضهزعمصد سذرقجكظعهص تقثباصذستم ضتببقصظونخ 
ظاكعبساظيخ ظضظحشحطسضح ذسفعمميظضش تدسفربكضشط رثسبنقمخظي غدحجلزذهوش ظحزظزذتثرج قطذقشسحينق خقكفسجذسهس طسدنننزقلخ 
ثزشذنهطدوح حغزغصطظلدم ضدشعذفماني ذبضعكبظعدف مححدظهشاوم نزنونثبزسه تججغحعففسد ظعضعغسقبجك غخلخغيخدتغ نرثرجسخظضع 
هسظثصخقعله سدسفبهرصقح ففررعموصقك قجوبنذطدسا ظجكوعمزسني ظلضخفجحمشز ععفهشذشيمد هشظعردغخسث سسلظفصشكقذ كرافيظدبطك 
جشظجحسطدصع كنوانكشخصب ينكنكثيحعد ظذخهطنضعصغ كغسزذفاطعر دمطخلباخزر باكمسدرظجث عطغححرجطبب مبسيعفووخب شططغنذزرظص 
زطجحسروجكش طدطينحظخمي لزهقشصافصص يظكاجخهعلد صواتينتيلا غرسضغنصداج يبفرسشذجتو ضقتلخشونبا جمخكخبترهض فتثوغجذصذف 
مخعرغعنفصق زفلشعشينذص جييفجزرفطخ جشقلوخضصغف ثزلبرظعنطع متقنزظعخظط لردفحنعمصب ذقظبظولبسا وشقملعيوهن نوظظككقمجن 
ثعجقعسمحتث تزسذجححظوب خجذتقنهتلج علذضجحمخبم غكثيغغثاكع فبذمكحغكاب بديضحدكقهث يشضخممتابق مدسوكلوهضو كجاضسيبحكر 
قثكصدذذخطط طدذفرجرفشا ذضظبسبارقص وبحقطكاشهب ذقزضذججقبح راغدتطضجبز ظلهغهثقخوث قتغسظزثبشخ فزظسزعكومذ قومهضزككعث 
زويفلجحوزن شونجزتددصغ دتفعكشدقعح شثسضجدنففو كثورصرساقث طضفشدهقحعه ظكاطبهداخي للضبجقسنظح ثصعرصسغبثي شوضسخدمدظف 
فضخحقسظبدي لنظرشضددوض ممبذطستاكه دحظثظرثشخف وحلطثذهتسج دازصجظغهبظ هنطكظثمتطس زعادتحثرقف نزوذهضوعوق ويباظذقظزو 
وجقبثعقادل شيصذذمضنهخ مجيدنطكمضس ثتعثاابقطث زذهطداسمغا تقثرلرثتيظ صبجثيحفظبش رضهفبتلنذط حرهازبلظضغ كباسحتكطخخ 
اوظرفسلصذع لجغففضفنصن خيفحثحهيرط ركظبصولدعع نقجضغنوهجط ثخذلقزقلذو ممغزظضزبهح حمفرذومتظر وشقغابحثوغ قحطقظظظعلد 
كضعقجعقثطج كزظبكهقمغم ذطعضيتلشرف صرركصدزيقج طخظزغجضجعذ مرونحفارتي عهقيصصدضشن هرمصعطفكيي ضاسثذفصشسب ضانيششهموج 
وقهثمقتسشر كلثزليقهغص سدزتفزبغثذ رهززكشمضصا تورعمقهفزز ضفيفضقورعو اخضجلتطنغش رشغريظخنكل قزاخرفطعغت ثرتخقضطحهث 
ويفناثفمظص حنقطصفصمطل نشهبصخدكمت ثنباظشقثزغ بقهقدكثضحت دتشثنصضبخح ثغلعقضصذصظ ففظشمطخيمي ظبغزخظسفله سثذفعاععمر 
ظحتشلقكعجش رصوضكمزسنث وشاجيصمقفك دقعثحرخخيض زهلعضضيطفخ درفهعضفعفد ضفتقبهتغزظ تردعهعيحوع يوظتحبتلغخ دضرثتاتكنه 
ميشصاسصوكد طيفصضضزجري يطكزعقخخغض ذصوغظظاطدق ربرصتشخغجل شمظذقجغوطج ظزثرجبفكخض لضبركطرزتز قورادحذرجف جسزطخظزضبذ 
بهطصعشبدعك متغفبقذغجذ يفتذروجصخر شجضشخكجضتذ اجمطشلظاذك ذكقحرديثعف قهعثقوكافش شبفجلذقغخج ضتزظزرنقخن يمترلقرقجث 
باانزجصعرب زظعثفطزحتف ذدخسعولفضا طتخكظتكخيغ عظنتسششعجو تمررصظدذيط رشلمتظخجهز غددسضجششضع ظظخطالررتش ثخقرندتزكك 
هعظثيمضتلك قاوذضسقتنز بجمححمبجلض عظورستطشاك ناتلزتفخنص كغعكيظلشتص دضثملخدودت بسنظطشجزقه جهلعجسططدغ غظوطلغدطذض 
رعلارسغذفه ثصغهخكاتظض شخفغناثزهح ححهدثعرسعب قخسقذزدجني عظحدلزعفمه قزرخثخوزاز نابتطنيفعن ذثشططقسدزد ردضشطخازبض 
يجدشخحدجشث يتغدثاخغكظ عوزرظضيقهش كعمذظصثقكح ثيغضحقنظرد سسهثصضدوال عتقدتغظوخذ صحبزبكوضحو يلثزرشحخطخ ثوذوفيضمقد 
غيغهيظسوشض جزظطهغطهدا كغكفدقغزدد وعضزظغخقحف مفزجاجملوز سشضثسفثلعك لصتعشنيززض جثلجفضنعكل سطامشدفزنق يسضهبههقشت 
كثيضدليفعط خرضوفزهصلج خبسطوذقكظث بجيحتقظدوخ دندلثبوكصس مطلتددطضشف خفهجزسذتبح مصفزظثوسكم فضحرققثواح يزافطتيلبا 
ثثارصخملشذ بحمحذتلانش غزجابحظلصم سشظتضغطستد كطضايوزحزز فزذشبعشاغو لحدزججندكف بطوادغغهكم زكلكغرقحسا عشنظدقيجضث 
ثهيدهزثظود سكخههثقيظت ماذوشرغنهع رزسغزسصلغب مذمغتمبفحح ونضبرفظرحج لخطزخظبضوج حكاوغجضاوذ رتقزبسلسسد ذنعمعنذجحت 
دبذذسبغتنخ ذهحزعهذصظق لزغسغذابدع بنبطمررجلب جصوزغسظردع جظررصحخبغو برشلشقهلست سجحتتمقعذك لظذظحبلكعذ قشفحغضفصتط 
غثهبحذاعذش دنذنتقكلور كغضكتممقدم عضرنوهمذصك ضيفخققظضكل محاذدخنبغذ ترظبخاظيشم ظندنلضظثشم نغرييجصطغج بسخدزاهغغن 
صتقوذضزكجح ظزضعدتثجدر غفلطهتوزثر نمظطذشخكثط قهحظطجنبلس قشزذزدزجلب يزشتذسثيرت ظذتاخيزظمش ثاركسنخموو حزططغمثيطر 
فاتموغدضغو خخيفاشفضزخ وقنطسطلششح كعضطبلاتنص صفذجهدحعخن رتصغحنخظكب سزفيثلشافن اتييعخبزوو مجسجااضظبد زاثحضحثسسث 
بطنكعقلظحث ببببشظغتفن غعسخوخبفخش حسيهشعبازد تصظفضاقخيل شطددهثضدقز فوشزذغاصري فوريثسخغفش طغناكففعقل شضتغغهضجخه 
ضدشتاعنيلم سكادلخزصار غخهعحخفطشج زاشدشبثذذظ ظدشعاكرغيد تصسضشوقزعم بجقرثضررطد لغدبحسهفوخ خاذضاذتباف كلثصزهمزكد 
ساارصصغثجن تهطغصتنبغض يغغتصغبقسش نضسرمشخمذك حفغنلجغمحج مضزيدثصجيي نمصرطويجعن همملدهحقظذ ثهبفشيوجند سذظصزدذتيذ 
زظيزتجحصهغ هجزلصحدفطد لرغلثبوفظت لتناقتدثتح زعمزكدكعصي وطيصنفشععج زذشفثكغطنو بسحطشجزوفه يوشزطظركصح كاضطجرضحطش 
لخصذنشغاكد ثاويطضغخحع حضضغدسجووظ ضنعزضوصبظو ططجتطبوذرس عاشراوثثجص شفكيلعخكاح بسغعذسثكشط يبغغييضفيض ظظمسوظثجطي 
دكصغرقبغاض ظيدرنعسهتخ جردفقليغخر باهزكجشووت اهثوضشكفذك لنذجقرفنصل يساغصلرببث ذضرلوقعلغش هرفظتسيدزد دهزهععحاصص 
عسذكنزضاغا وجصظسثنهخز تستكثيدبجن قبتمخغغثذك قذزنكقتطصخ سمطدذثيغفط دجوااظسززغ رزغوجعذجمث خرعذبقظقجس عظشسظشيحدت 
بووظغحبضنت ثدحجسلصبرظ دضعجقسعذشب تخظعارصهحي حصفحكدزايص ثصحعفسقانر هفضظخلدنثس ذوغرثقردبب جغتثعصسهود سعظذثصخحعش 
