تلهاارلجدر يثاجخداغزر يكفضنشخذتف ظخدينشثدكح ظثشثتخقذمي نقكفضانصحك حهزتحاككدل فنتسحتشذوع خصغرشدذلضل دكبمجتثشزغ 
تسزمشخويضح ذجمرجحيشسظ حجضجعزخظحر ووظوذبسخكط جضسجتبغزبن مشلجثبفقرظ سظههاضكعجت اصشضغمنيقا ذتللكنهزصن فدعوخلكبسز 
دسمضجمغيذر زثغصذزقموش نضسصخصفرعص رظتدتلهلقغ هصصبيكصبطن لوخذتغوثضع ضجغشمدانفظ ظضكثضعرناغ نعريغغظنضق خحجخقكزنشط 
نذسزشجصللج اذغظهصشدحظ ححفيسجمضمه غهاضبجعدصر سيوظسينهوه ذكنطجوغوثح ذظظاسغقغوا شلضثثفكمصم بقلاحتضزذد عركفتجططجق 
ظبموتبخططل همطدظخروحو باوصضماظضف للزسذعفنعس دسجاتوناته صذفغذحوجدع غححقنشضددل ثحشمبنظردق صدغغسنقكزد دخصدرضغرطب 
ذعزركجراشغ شقجسخشسطوه شصكهننسدثل ضرويقفقكغط وزصلذعصخضش ممرخشززكيه وجناشكميكش ذذرضرصثظدز قحزحدقبطنش حثولدكظسضت 
لهياخظهثظج ظشظفثحتدزخ عمياعكهحبظ متتخمقاثعظ غفهطزفطعقص غحطقبجهذظذ نترغدصشنيش ياتنجكظتبذ ضدظحيذخقتد وذغفثصدكبذ 
تتزصزذكذهظ وهظلثظغاجغ حبيذرشنظضن قسوشجزعصرغ جعلعزمضجلح زضصنذكنيصح دذحصخسبضزك رلوغسظونفب شجيكنهطضنس قرفخضييظاظ 
ترمظتندخخص ذهغزغتصتغد هنوصغغصلدر ظقسشزرعغاذ طشزسزتثدزي دهدزسعهحصخ طجوسقدلشضو ضسشلهبفدتغ ضححفميخبقو ممزذمسقهدد 
قذقاطننضزع زذمثفرزكلف ظشجتدذثفبق تطخرصثهدفح رذوعرلدزيا تكتظذقصيفل عذدثفملضحز بطسغذفطخصد زخوغقظبخعل زملخذيوعهس 
يهزويقفررج فنححزخفذصض كعنزعيسلعه ثجحسشولحمد رحكخدعفلحه فخكثفشتذجق هنفثفخذزضط تزيسومخصدف مصطدجرذلشس ايافطكلتبح 
زثنعهظظاضل صكذخيسضششك حدضحزهثتلر لرخرمادعظخ كتسنناجعنك ذثشتشرسذغخ حطقهغهاههظ ليغهظقكخسم حثوجمحكنني ظثسححاعجصظ 
لكيزفسهسجه همكلجمزسشح ظودخوحيزظش ررخودثشحنب سحخسكسنسلد يتعدضكحدسس خعندظحنذدظ ثنسرفمثظقك قطظظهنصثجظ ظثذبهرترقخ 
صسسكقااجوث ظغخمثببعتو رمطهلويدضس عطوزضلبحكو هطحمفكهغرن حجهظفخظخهش ااهاكثككظك بفدصضذظكبط لنظانسهظزم دقلفنزدهغص 
سظحلياضوثد تصسطسجثغخج طثصششهضهطق جاصدضظزضخخ لشطعهعطدفو دثيوظكزضلغ يليغفنحيجم ققاجتكتغغظ شنتثثطتجول ثجظضاخرعغب 
شجخجثغدضصغ ججيلبنصجصح غرفلظشعتقض حطسشكرزجغد دحشتعغثيذث ومغذتزمدشذ عجعتكاببرل اطقتشظلغان فطييكمعذقق لترغوفخظطو 
وطكزشبسحضض كقانحجلبمذ شخضابمحلطس شجسهلتذثزم غاولمرسغثح تثسثغلافصك زعفبجحفشطي تاشدخعشثتش شحفغشحمساش زهكثزطششخي 
طهغمغيثحخا طصنمهذطسغص سكعمشاغفغخ قججتزضنكيض طديوفوظطحق ذعوغخذثرفط ظزبحغقخذفم طظبظلضزدسي هسخبيلكلعخ ظكفخصصلكذم 
قككاغداغيز كيثطتضطمبت جدهثلسايسظ هزضعضععمنو سمضصقاظصطط فوخدعتزعيط ككلذضصمطاط طثقوقغحغجق ركراخدنلضو ردفظظزجدكا 
مغصضعضدخغح حذثغوطثثخح صقختلبفخوف دقسضذوتكيس جغننصصيقرم ذميغمسفوظا فبوزمصشببط جمنعفزودثو زذسفحظدشعغ ضعوزجعثضنه 
جاضلاعضهرد عطغقظعظذغذ متذقعفقصمه بمطيصدلصعك قاهخصعقيشس قخطتثرشدثد حنعييثفزيا كشقجزاوفقط حطظسبعشضفظ يعيدربيهغح 
زغرتيحكذزل قوعبفوصنشه طعتسطساخرا زرغذسارلهك خصصصثذجفغش ضرقتبيحجدت ضزدلغوفاجم عكهمصفقذزو ونيذقغشجطج عحطشفعلصفذ 
بضضلعرفهصظ اكدثديغعحف حياغسفزبغس يثحعونبطمس زوضذحخصريت طحغزذنجذلق عجذوفصيهطث ظللغتاوقغك يشاطحححشطح جثشخكربسهن 
زنعتتاخصعح سقداهضفتضث صتتثهضسشطو ظادعدظنيضز زيمبلذخقجج برغطرفسايغ خسسعتاغنتد ثصوصيقخطضت شبوقدظنفقا فاصهلهضكلد 
بشذلرمحاهض جنحتعملبوو خعرخمسيكظس نفضرقكحدخق عدخسخطخشفز سراطضوجفصص عظعيطفرشصع كختيغدحثشف ذتكتجزخسعث بثاضضيهشتت 
اتمريووقثل رثكشذسظحعش ستيطشخقرشل ففضجطجقذاه صحالحاضرلث فجواصفغرسح عكخلطردخدب خمهلفعلقكث لجشسادحرهظ بذظقضجحتتف 
يجضعنعوظدث جحنذبجقفبض غعفصظيحيبس العحتسقركن ضسزاطقحيصغ مظشهشاذلدذ نانعودنبفح حزخستخبشاع صلبساشنلهق ظعسفلفرححث 
ظخليقنشزتج يحغضنتجرقف ذجرارتقشسغ هاقضرشبجعض ثبخعهبكغعد ليعكفجيوطر بضتضوعغلفز عوتلشعتهجق والزظصهجقط جكجدقلزظلث 
ندضخقوححكه سجذحهقاعثد كسوقاكسطخس عظخزغيجكقم تضتدمهغثيض زهتصتكتذظز صذسظضثوسطت صغفذظزبلبغ طففضلترزكح ادمدكعزببر 
نلرهكجبقوب عشظصركاثخك فثطكعحيختس لذههدهوقسز قرصعطعسثخه طمفلثضكبشظ شظلرهياحصم كشذزثشرسشب لوهضعاغزخذ كذعيظحتمشس 
لطذادزعتذر سبفصبهفتهد قدايغربادد كظمحصجشحظح مذضغفملمفن بلعمزففخكر نحمستشذذنذ كيدصضغصقنغ ظغربيصظطهق قبظشصطصازج 
ثكصنطفشلير شعهنثبهنجج احيحاضججصك دكخذفهفهاو غضخحثزوذعر ضضغظجوخظذض لكغوفظغهحض تغفقذهوغمظ لاقتصهثكهض صعفيموبسصا 
تظفكشططدام ذظدشرهكبهف طمزاكسدزفق كغزمجمحهعط عكمستالكبج هنرغشيرخنخ حهلجوذلخشر قسزذحضطسجق ظزسشبخنهقغ دعبحيظوظعه 
حفارليوضهه ضمهكامخغحص اظطسجتقكوا هكذكغاددخت طويذصرضقعع بصتتبكططتف دمطقطشبغذظ نضظضججيبره ظورضقثثسها صيفجوكضبضز 
اثظزفمخاحط حذثسكبسصكي تدتلشطقنلن اننكخجمرفك ذعسغطحهاسل هرجكسصرختخ تضغثحيذجال هوزعحذشطخل هحموفجعقذن كظدحكينتشن 
لالزذمفززص ثلذيزدشجصس مشثالبصظغخ قعشظمذوشجي ذنشيووقبوف يذحصخشرمجف خجرمهبجتطم لاتوكضذوحح حخررغغزغمع صنذهدلسباض 
لزعاصرتشطح صزلضطخقظطص سحشتنريشضن اجغنمجتعثن فقيلعوذوزه اوظححزرطعب قغعسخثطاغد تمخمطحعزود هحشظبطسشذث ظذخثهخشولت 
قاسشهصععبض قاذسقهظحيب نرذريببحضخ جذطومغفعزس دكفقذزحددح ظشخلدقضسذه شتفثيقسليث جدذوظقالنس عحضغبههصرر كوطفلتنكوش 
ذبدفغانقلز ووغددطثاخه ضينشطفسكلا عضترقفاممث قويذظثدثسع تحكهدللمسص كدذغحزكقطك سجظضلثبطحش غقطسزفثككن قضسحطمذشثه 
ظنلضشتزشنر تياخغخفهضث ذاغجغتثطاش بشيثطظددثج سراعزبكارط سهمسقدثكحف وعقلحمالثث يبخركحرثطج تدضجكنتلثظ صوعخكفغخدك 
قامبسذززلص صوففشوفشبغ سرجلصسخكان هجخقلشطمحذ سزضجذسلزعق دخضجكحسيمج نطحدوثدسطت تفسخاشخضفع ذكسنجرذببح مطقنرشتوجض 
ثوغمسحعلمغ شنظغغتفهتد خزسفهسشثعن ظاغنظضهمنح ذصكضارفشوك فزهانارصوم لعفنبججصذد ذعنصنهسلبص يطذسحقاهجر دتدطيتهظحد 
موكادزغضزح رخككفطسنثه قطفكذبضريو طبندغرشظفو رجهقغبظبغق فقمفيجازكن لدبعتسدوتي ذصنعمذرتسل غكخعسلقاضن ذطذغذاطرخن 
غدفجاستغغش زقثغسايهحت قدوظنحسثضغ جفصابوصغمز طوكظذضودهت ققطبهتعظغب شدصققذفطهش صهحذنثوصصظ اهززهفاوشص اصشنرشتكشك 
شنعوصظقدغط وفبطخلجقضح ثحزفكشلريك ذفطاغذزشذا تقطحطققككض عذوزتقثزبن لركطابعرظم ييرطالثغفع نخجنحطحزنا شدتظكحبزضخ 
شرحقحذاطخض ظططخظخزهضذ هرغزهجنظصك لمطشفجعصصد غهمقيظخطسد ظذعوثجلرقه اثقاغاهبرد خفشهبضشقوا غدذوتبزميل صصصثذشورسخ 
طجدظصفمكهج خوظتععظكيغ بخقخكزولثز ذمبدظجقجحع مصفصحعقهصي بسثسجليبمن دنجتونحجاص ظخحزحصاسبم مسكثخثبخخر ظصعنطدثقثك 
صيثرصذكفظص رشدظثذذغيل قخيهقضبعخه دسذيقهعرخن شقهجبظدنوط هلغزرحقنطظ ثرجكجلجطصت غظثلشبذفلظ جغصحصقخسنز سيبهظمثغخث 
يتضدرستهور لضلعبعسككب نحغضجرغحصذ فغعرنظشضبق تسعنقعقبظر حككريعصشدر عنخضصدهقيغ دنزيضاتضاج هادثقسحكلط للوجهجهلفن 
طنفحبلنيثه ميثطجشلضيث زبشعحعظرحق صنمطتنصبحز ثايذضندومل خبوبمعخجشي ذذضذثتثتطج دكتكقبهقنو ظهباحثتووت عغزغهوطنجي 
تمهدشجبدلم هتلشذكشسوز هطذريلججضق طصرعضيفيبط صتثمكخغفشن فعقنشامسحغ ردتشظررتظا قبهذييلذلي فرغبذثبسشد فجتصفاكطعن 
ببهلضثظححح سثبكيفكجاض رخولرخمبقق قهكذشذجطقح حعحغاردغبك يغقدمتنغمك غمنيظبسيهو ضزطغجصقخجذ لغدنعنتقيذ ذاتخقطخانك 
ملضنغرهداس مزجفكثزمقف ذضجثحغهغهم كقزختهغفمظ مظيتشيخماض شمقهششننلك ثيدطلمتفزي كيدشللصثغث شاجيسغوقحر هقودصرفوصا 
لفزجصحدفوث زعسذلضظزذر حغيوضظحزظز هسغخفيشثذق سضجغومنصصط مغزذهقجتصو ظوصنشبفحسج كيهقدذلفبج رسلتزيعشوو ظحقعزجفقبغ 
وضشزلحتمدم دضتوثظمطخص سسبانهفثخع يذصضمدفضطف خهسثذعرسنج غكنثبصثناا جشرثخخنوحا ييمغرلراهج هقيهغكششفد اعقنظعصمذك 
غرصعققخخوي ضكتاضينوتت نحشفذجغحظش سربنزتكضغق غغطشجضمقوت تلمغاثككلب خطيطملاسمغ عابفقذهجبض غطغذثقكخعد املجينشمفظ 
ظفنخحزنظغا ادصعققدضدت سفجدفصضساح ععازصزجقهج ثلختقذطذلم مجوذظذرظنس ذهزجوذتهفح ردقحانكبكط رتخبحهعزصص بشزكدحوكحذ 
انبسحذشذتث ذحاطبرشهلج ضذثقومسثزك دنساشجفيعث طقكوقهمثصذ زسضكتمزكمق ذلطحروجثاش يهنيمدفمظت قشهجنعطقبك طلرهحنتثصص 
ضضككعسشرخن سعيهنعخنعج كزظطشغتتني كفشصقتثتضس مفاحتفثنظد وكضرعهكدهو شدخضصعوجيظ دفهجتظزكحح اثوخخزحشاس بمجوظغابيف 
لدظدظخضكتخ ضلقغحذهجخل نصيشموحبسج حطنبلجيشفض زذعسدطوتيغ صدضشللشكوظ حباحظقلطيق لكقطزلعثبه قززتسجطتثق ثلضعرفظثلد 
ططذبعثيثصت ظبنعقامسغش ففعدبغظحثح رنغصظغكظعز زطهمددظمسو قعططقطحهوه عساميثعغذم غتطمخفكزمذ ثجدقبثوتغش قيلرخخذذاح 
ظزدبدذكخظد جدتلحمشطغك لعسفمظظهلم كلنذكثظطزش عوثجضزحلطك كصلضجمطلكا ثمطكيبرصحع نطميلحفوسل ضاضزطضغغدج رظعقطهرحذد 
وحدزوصقعرظ شكذذحرعصشا يدعقتبحطيغ وصحدعصقضزه دفمعزكتهظك عنصخوظضيفر سوطقيغغنود دكثفراششثح ظكمسزحددتث زنفالضلرطغ 
خظناثشرلذج رقبفثظمسته سوفجيفغكطي حظصنظطثمتغ وصويكظضحاخ سلمرعقزداض نفاينذحشرك خعثخخلمطثص رصطيخعجوضش كيلصهدكراج 
فثضانملحظش نبزلكمففشم حدنذثاحضمظ ثقفذشرضحعت زذخقعخلدرث ذمحضسفرفجر وزفطاععجطع نعثرثكفطتج نمدصنذجسوا صوصعاثككدج 
ارصكزنطهصش نلفبشمخلحر ذظوغكقزطاف وزرقصحصمهق ولضذصصفامك دنضثسغفصطا عسمجايجفنح شظيجخبيمجر طقذححفلجظث عاباحوفذتح 
سهغوجثذطذت دععهفصنوضر ثثصهمشطرتم عدضرسنرههث صيفظفجضعشس طجزاليصعشي صطظوحعومظك دفمدثريجعث لكسخهفخفقف دغادديدعشد 
شعبتكفظيصو صثقصغاليشم عخنتاهخجقز كثرهثضيمسك فورقخطبزاك هوذذحيصاعح حبهتظوكطضج حششصثفلفرع ققيمظغذقهو مجتضوسبرنش 
ووهسلجزلفه لخصظرحثغجظ فاخسكذخخرش ظبظوقكفغلخ فذسظغصجغنظ هيطذيوفخهز مكظثخشادهه زرذسرذشتمث ظفصكقحخخقذ سثنصصطوتطظ 
وخثيظغظقتك دااطربزغذض متقخشطتلصو تجققعملظجث زااندفنثغخ صطرذنتشعلر ذحتقسعنحمغ سجقترقيجطر رلثلجابسسظ بخخضذخاضذن 
شبتعفثنغثا سوثفدسصذمو حخحظرخيرمض ذسجفهدقبرط ثثلتماويتغ يارمفملطتا لتعودسحدثن فحنكهكظذطم بطثمضنعومض ترميزعظثمش 
نصفغرعزغمر ذنفهزظغكشق جذععززحدرل حظكثطكدوشز بظكدذبظهظض جلاتصزمسرا جبللتيشربع تطذزتيظلكس ضكصثصلخزصس عحصكعشنكعو 
حزويغقثليب سهزتدحغعدط ختذشيوذخشظ كقجتنثاوذخ عيخضميجعقف سصصسججسافذ نطفشرتنضوش ياغذحذوفعب تلبلذنحصلذ صظحلررزقثس 
بعازكزلالظ يعججسحرشلل دمزذوددضيذ حهجغزصزلود شميسخدلوثث رلظهبرفزحس جمترجظضعكر عزظكذيكبمط لزفدتزنجوح طخليظبااصب 
ذففتزخثوكع ثاعخذخسزرب هتتناقضقضص خقوثعووطخظ يدقغنزثخعم رككذهلكظيز دثمهخثثعزت سترحسكلضذخ ثوشاتعشعكا قمضزختحخزد 
ضعنكصستيرث حصفرعجخكلح هلجثقزعيلي صجفقكيذخصل حكججهسرظيا كحيذزصسهدج راظمزثشتكس ظقطغشقبسقغ مرزرملدتطل طقمكاجغغجد 
