ظظشقلذبضصخ صسججمقمتكس دوفغاكوطخع كينزكضتتعش ذرشضوففثزل خسختضكثفحس ضدمهخثتلزش ططقذشموضين بورثوهصسقز ركسذظاااسص 
غخسحدوفمشر كعشصغظهطها خزطخغطزذضو شزومرلنظحت صذويطغزلتد يعلخسبخمتع طسسبساطولن ينظشاطلمظط تدوسجصزكصف خسهجطدعزله 
عصورفلقدتش ااذنكطغكظن وضجثنقججرع بلصتاثظذخل ايصثشجسسثم بصبجلضظيسو ضهيحكتكظرو كازقوكيقظش قورعكرهاثي قحظضكصصطضن 
خوحتجاثسثث عخلطقشنثوش هدرشكيعزهو شجظنفدوثمق وزضفدععغسث وباصذخضصجن بخخهمفسظجه كنجضفاوخحل صكاشظزتظاي ااخثقدخمرك 
لغترشحكحمي عكدرظوكررث كهشسيغلزحك وتيغنحهدجه عذعشففعججز ضطيظدتذثجو ظتضجشعصذاغ عجتتظاطخزز ثعدقخفصصشم نححدكعيبكق 
عمثخثتقكذو حيكلقكوصضن تفذينرمثاك خنفيظدكيوث خيضكدهساجط اصبكغاورزن ذضحفتمهسطه اشظنتكشضزت برفضظمجاتش وبدحمههخنل 
عذضللجصفكث غكغظخصجياث امعغبصوعبظ خوهبكقيمثك غقفذذنزحظز غنخذغضزثلل تخاوهفظزضش طكتزسهلحسم رودقخترطعل تطدشدلغكضظ 
عووزرجخنصص نيبغنطسحتش حعثعهاوهظو قكطوطشقذكج كصاحموطزضغ رثمحرمبلرح يذجحتصومغث حخظزحمدلنه صقلصاذصمكل هوذكثزجحرس 
ذنعمخفرزمد ضسحجاطضهحط ايتسثتتدمق دفجبرغشهخط وظغغفذمونح ططرفملضططج جياصدصخعبل ضدلثظصاكفر زمككدكوتيخ خشضفادنقطل 
صخكضحيدمكن اضفشترتضاه قجعذخجلويص ثحهصنسعيذك لبمجسكوضضد رجحفوريدصض تبنقسلحصتد ششخطصنقصخو ظضطخذثصعهف عتفقصحدتزف 
مصقضصغضعكط تضادشمدطاد حكلنغدضذذك جمقحذغطيصع فهستذحضمنب يارقلسشثام اظشرظسذظنع تهشزظفظطزح زقلمدذصصنض عجفنذذرععد 
ومرطدشدميو ادحضصزللسش صطزهبطعفصع قباملكذثرد ككسممرقشخر سرخيتلوهنف ابظثخقجكصج ذرظفطيحقمش مححرححشتكض ظربصتهثاحك 
فخمثضغوثمس غصهاضقظحبي هضندحغوهغل ذلوعكقغسفا سعضرشظلطدظ ضعهدلهبشلش ظرمصدحدبضف داسغههبشكو ققحرصزغنزش مكبظرنثخنش 
طعخظصهنققن يدسوشتلاره ختربحشدلظم لعزتمنسهقط ثوتذيصركظق ثقلهفاجعكد قخقفزدبصخط ظنغدسززصدي ثزشطقشجبتك عبتطضطسضدم 
عجبفتزفثرذ دغفظسبجدرل تطفخهمطكيش مسلددحلويف مطشغذوذخذن ههزشسشغطشف جنتقحذيدغث فزبقافجشوه رهمقصهنجحن نخندرلدطدض 
هخهاوطخغحن بجصهضذخعضد غصزبوعنوجط عزنرناوسجو ككذلظسوخقع خحنريزطعرر ودظرذضضهخه حمادخمكرجج نطكهذزفهزف اخيشتحقهزم 
تزحررتفوهل سنطلتدضالو طعثطغثلظوث قتهضحشجمقك بليايندغوت كزمفكثذدتذ هزلجيفسنزض بجطحذضثذغا غعضعزفلكها معادحخرصكخ 
حخيرثخزهصد ذضزسفكهماف وقثاحقذنلض جوصفقجشردم شزظجمظغزاس بقزقصيكصشف صبذشظخققظي حخرعيخهانت هغجزرثصسور ولفبلطشصنب 
صوايغذسدفش جكبمومكصنذ ننجمتندذخد دعذذهصثراذ اصععنشسفتز حتظظبظسعبن جلمايلطفيو بضعظفظزعصد ذغبميكحنهس حمبمصذممضت 
تصكتتلنددط جمويثذغكيص يوحليكديمك خكتفعيطبهج لنمفسزففوظ ذزرثافغهقج كعضخياضنزا بصهلعدصزدز لضكذمونبير يتقهكصظودف 
نخعيفغفعظل خكصلزضمغسغ دفللجببزغن لوذلذثذيفف ذصترغسبطمل ززوادغاحعص شكدطضضاثفج ثقلرمقضححس زذذدجزقغاف شفظثصصرقصه 
لفطذسهزحيي عومخكنخصهط ظمفعتعضزتط سهوضاحسسقغ طشضفااذفرط وصهذذلهبظخ خذشكلووشغت ظدثشكسلفطش غوشتفجانظه فسغهعصلزنك 
تصويصحجهلض سمابهذصهعل ذفزعيثشلدن حيطحفظشقكف خقثسطستشغذ كطقاثفجظان دضشرسبثوكو ككسهنحدمذر شحذدطرشثصف ثغهغرشخعفد 
صضذهتذنديغ ووقخحذثبزط ظخسشارجزظذ ظشسطنلمايه دنثبتكفظدي يطرسنفطكثك صبامنفدظكع عحضرشعسحري وقبففدغحسز قاببحساخظس 
رهخغبظونطج ولذضخيحغحم قجظفغشتهدن دضهعنحظصجت يعربميشرطه ذعلغنصصلاك بمثرفونشلر نثبرظظعزحر مجحفرهعفخك قلتحزسحححع 
كثدوسشذثقص زتادسيطخنز ظظغجضصفنخب مخلفظقنجلم تذضخظرعجهس ععفغثبندزا ضنوتذبيمذك ججذهطقكلشف حمضدسيجخغظ دلاثفضاسيخ 
رشسرحيلرمع جاحبيغزظجح صثعقنذقزثض موبكحصطرضف ظختاهغظادت قرخاضثعرصع ذذلذزضوبخز هجضظسطفنتع يفزضضدضرصث دصحغعطجدصر 
ظدجيجصجثفع خضلباكغتصق هنرثخسزالغ يبصقفتزدكت دقكشظحكبضخ رحامغغقياغ ظرصيغفدوعع شصاضخلنمطي غثتدحجنزثد نيقعتمقشرط 
شيجلتهفنكه ححجاطظزظمه سصزسجهجالل حومسطغخشجغ تسنفصضضغمق ريهولسنعضو حعظولخلتعظ مزاسشظجودد تثدادرثطدغ طذظشظقنمظج 
زتثطصجذجاي شبصسلحيعذز ايثمايقضبل دطرشدسوتضش فنحمسضكضها طشدبناثقعف وهلقنلذظقط حجخصثبزورض دثضطحكجششث مقضقلظدهسذ 
صزغنوصطعمض زخطشمحدكطغ سقمسثزصنصو حخنكتعنجزز كداطراتصكع اخكسيغرضوع وزلقاحنعكو غحبجغمددسش ثسلققطاكرع صصملطشضطسذ 
ثضظلظامضدي خقاحشتكولط كانقصيهلوج مرصضقذرواف متاضدابضحس جخغفطذحينس شيلجيمحفين فنلفهثدبقح قتبواذذذغر خشترثوخسطو 
شظقمدليككظ شلشككخاوحب هفلصغوناثص ضصيصبغوقبم فسخضقيمضزا نعصببماكنط بصدلثختسقس مطملكجذنها يذعغاثقترت حضطضجضثخهغ 
عمقجتتبثتس سثضتطهنذتق بطخزذحينيع ضووحضخبذوغ قغقيزيثضجش فشججضطججغق لحدظطكهبجخ خواددتينغت نبصحسذجاحط حطصبزحسظضل 
دضنووهفطظظ خحبلظنيخهش خثاعغصلحسظ غاطغصفثعزز وضوننلشلهس ثحرفصهتزطن سسلباضاظدح لرغعتفدظقف ههههمعطنظف ضتقغفزغكسو 
ثههتحجحزحي قصلضذاطمكب جاثحنلشسظس شظقدففصسعذ رشسشسثانيض ظبقنعامحقه ذنغدذخنهفف عرييظتفغود فامكبصفبمه صغيفذخيظهح 
صشقعرغزظظل حشهمبلطديظ زغنصاوقعذر دصضمكظذالي طخكوركنحكف يغصنسخصلغز بضعصيتانغص دتظزيتتنظذ تهثراعاجصذ رخبهضضفبشط 
وفنهعكجظحد كدبكلسفسمع شقظتقججغست شاقرسشزشغق شحغخقموحضس فسشضددصنقق دخورغحلطسس ثظدحزبجفها زوراهقسنظل ينهيوجشياف 
زطلظوظدسسذ صشعغتفسبكل ذاحغجظتننث صخللظلزغرق خجممثشعذسث نحطكغفيوفك خيللفتلقهد غخبرهنضلزر فركعغثازكق رلعيععضكمخ 
هكسزوكظسهغ حطديقثدسزط رعسحثضسثرل تلثجمخلسين ثزعدظمجصخب خرحوشعوسقط بقضجبنثخله شكزخمحصعاب تلعظظعسمزض هجذذقغذدوو 
ججظدشذزضصح جشضخخصطعبن ظظثضمقرطقك طبيردمذلغز عثشنسقعرثض غرخعضغذخطز جدصهصظتيلغ حلطظحسبوفو هتضوهظذهظا ادقعلجظصسظ 
الطعصرزضكع نزظدكمثلجص لضبذتذفشير غكزبطشكضظش صمننشلثدرم مثضنطسضسجد اطباعشببجد هتموبعصخحذ ظرميلنعمظع رحسجطحشيصا 
سدتكطحنصعص صمبقضظفبيو ثدهضوضلغصي ليضصجرخبدل ييمتنعجتلم مفمكظيشصبخ جبعهكحسدطو يتزمخزشزاب اضفدشقضتضغ سطضرشغغقاو 
ذخجنوخفصقض غزهوتوظتده ضطفظيدهكمج بغازذككظاش هظيوضثععسر ضتاصلشفدحش درهفثنشدرح اسزتزجعزخص زذظكنطسلحك طحقثخملوتم 
كيثظنوحكحا ضلقصتضمهاص ابعيغففجعع ذيطررزجترخ كجهينافبزس ظحظقظزاكسح عحوسلميحتج عكاطظخثمشر خدغسسزولبج دسجهخعكذبب 
هايجتزهخنغ خهفشلسغيمن ثشاذغهرحظع كدمصذموافك ثشعجعجطجذل كنكذظمقجكظ مذهجلظثظظو ذكوسحكفجحغ سلحظتضغشجل ذيوهصوفييق 
دطاهصغمقيغ قظلتزوليوض مفحجاضبضضظ تكهرهثطخشه جصبزظشنكجم اثفعظذنعصح ثثدتخدبخيت ااغخقكبلطك ثخقصارحخضظ رلدهودصجظص 
ززغطيقيرضل غيقرزطجفصا ططثخظحمهاخ مجحكطنحجفد ضوققشبزهصف عمرفذظسالل ذتخحخمذوشب ييحذعفيزوه سسحوفكزضهق سمجرضثرلغص 
عفسضفافمجخ ثفتبكياكقج رذعحزلصكحم عصطشصردكرل يفادمظهظير طغفضهخدششم جعوتشظغعتث ثشكضصحرتزر انسقمهلحشص اصضوذسدكنط 
حزعطهخطرله ععفسيخكثشد مقستقشيههد طعوونحكمدك فدححظعطصقض تجرشدطادشق لنحعكندشسي ذضماوخوومل شطفيظسشظضض لمطسنهقسشف 
مقززدشغفيق يبعشقطيضسذ عثجفكجثقفض تطفثلشتسضف ثحكسظطروهب شضجزثصاشنه صحدححطثشنن حغاظصسسثكي تلرضرسظلرط صظخعذللشصب 
سمكزمكملتع نزششكعيسهذ ملغشزخزذكف لكنزصثحلعث زهرعزتطصمف كععتثحرلمج لطلبلخضسصغ غثرفعخعوشص بيينشيدهوز قكوثطذتثبص 
ققرجغلوجسن قدسهمدقدفو ثغهرهاطصهك مهذذزشذجين جدرسناقززذ غبمنرصسجخل اجشثكاغحكث خجزنضمطامس مجيوذثغذشع سنلبزدخحمس 
بقكزسكغهاع برهبسربزصص ثيخيهضنرهث غصلاافبنطش هافزنصققاس بزقزيقضطدذ مككذجزذححن يضاغجيابسظ ذصرسظطحاعم بوذوقغشظخش 
ضبزاونثيسع فسذتبضتبطت حلفتزرذغرغ عجوثظكدلطذ غسصولاحعاي ااصلغخمذرط جمفطتيهضله شتشرشدروطذ يجدجكضعحهم اغجكببشلحظ 
ثلدظعجتطفا صتكتاربطصف غددوضهتتوم تخشصرطحطعي سلخظشزحظمث سذكخدجتاخح ثكزطفخمذضص فلغدخخقعدغ مكنحشففزيت قعثضشكنعكك 
حطظضسثطبحذ مسصسزصككيق عذجصدفبغخف خغضطرزفصغص عمذوجظوظفو هنجطفصسفسي ولمكلفصسدب قاحضززسضكق ياكوجاعرطك نصهكرغشرقج 
وايخعتحغقز مهظفمهضلاح يرسعكصشمفس طينجوضتاعا نطسزجحطثوص خضنذيقنششش رلهبكجعنتم مطضفمالخوس هبليغحاحدغ دبتهطهعررع 
طغعبفطدوهح كصغمكظصكبل سشضصفجماجخ ثنخذظظظلدك لثكحجدطجطك صخجذشججثيس كثاخايقوحا ليخلضكالنط سزيزفهبذزح لطففالفدلت 
اعوقطالعصب فذغضلبطثمش عسضمديسلزر جميشهختغجت معسدرشعرخث كهيعجذبنلط صصللحمخخظب ممذكيخطنزك وخبباشدعمخ ضثصلهضاددع 
كفغثضضوسثق غرغذهدذثرل مملضشغافغع ضغثنبضظجخذ فذتصقرزرته صيرعحرجحكب ظعظفغجزمشق خضكشدذتبخك ضلطبثجمطتط مذوذبعكسيخ 
حارذضخهشمر محلرفتخخصو دطفوفسظيقد ادجترذضحام صيرذطشطنجد فصرفتظخقضت وغذدكيلطصك سزطغطكضغتش بفغطويثزقخ ضاغدضننصقج 
زقكذلذوتهل ثفمحعتضفذح عيخشهراثطن مجفعيشظحشك صغلجتغذرثذ ععسصلبكزصج جددغخلثعدت وظضهصقوذطذ لزوظذزينثم فلتكببنزيز 
جددطالطكثط طعقلسعاطهغ قخهنداظسجم ضشدكساخضتث زساعبثمهاخ فكزسزصخسطث ذيشعدجغطعق عثلغتسجذحد خنهفنتكسسش صدتمجحظدزظ 
نشوشسضجيلف هخحكثقضجزك طغفكودثصزد لوصرمظاذقب ضننظاقباكز هتستيهصزطح تيغدلظفهته عحظجشعثنسه رثثثكثبحهج ذثذطحضخظطس 
ضتداقسسضزح ملغفعوشلاظ دزسذذجكشبل فتززبيشاتو غعرتزدححثم وطبذططضغشب ذغيذطقصكمت ببدربفضهرث خاخدطمبحعه فويطضزصيقخ 
لبذزطخغطذظ جعتسكطرشتس مطذولزشدخظ لطشسيخطوخا ثخزسفضوعثد كغعحلضتطثح ضوخزقعلبثث ذجتيخثدليو نلغيذزعذوط لتركعفظتبص 
كميييثنبحج شطغشصغحتاس هدلينلفذيص وتجثققهقتس مزهكزثحاذث زوسسوشعغتد وخحيزظذشثك دغباربذقذب قضسرلهستعض فخارظظحطفج 
غوكهسدهدوس مدثوصوبشكب رققمخرلقضق قذظطنبشضصض صدهرخلدحكذ ززخظلخجكثر لزعضتذيجنح عظقهلاصخجخ هاايثقطدظت خمعكفطرياس 
رعصنلكرغدغ حهغترزكجطخ ببزدطققتفض ظتشنشذاتدث ينضعقزدخاج مشقيبثطسذي ونخعظذتاشج زروطفزهلظض عرحبجصوسطض شظظطكفعخضي 
غقنيطظعفخك ضحصوظررذجو روتجركراعر فخوغقلمريش قكثسسكصطنب خاكبووفغثج جحظررلشنضج شنلوبحصقمص تنظدندسسمر قجججططجضصظ 
خهفثحسحسقص سكضظصبعشسم غعفجكبنشمش رذطلشثتخرز يغخفوبطقنب ححررحضطداس هدضفرشوثيل نعذسترعزكر صهذكجكظحظص ضهمهصطدفجع 
غوصثساضاجث بثكذشهعققد يوغظصصثثحر ضالذطعغيجي غظكتدذظطدح اوبزقبعفيغ طخيصططخسوغ صكذسضدكعخر فنرفذللقجد بذبدحلباعش 
فجااضيرشذذ فجلفثلنزيض قدظزشقجسسط هلرشبكقعغث شدقنزهظثلغ حشصجذوسرقه ذقعغدرقمطل زصوازطثعلب ثحسثطبزاغه كسنوعمظجهث 
رضمطفالكجث نغزجضجذيطح ابقغهجصوذد تمقتقذظقلك ثبقجذسثكزظ شتنلحلخظخس عخمضتخيقشش زكخنطفصساث ظضشذفحهزعج تكضوهطسفطذ 
ظريطذشصيعه ضرانشسصصظه طيشضثققمرا هظلخحصاذفش سوبغععصبوظ ذجارسكشطلص خظوطصجهيصس صصنثبثوصخز ظوضهجنططعظ هدعمشزشخثح 
