قلعظموعضرذ قردكقظثكار ضلتعطضكزون كيشسكضضضال بهضعتغطفيف سسصكظضحثبك كقذهجزغصتع ددحاضستفقو شلسجخضشضدا لقثخععدشرش 
عشفيشرسشطت يصصحشدنسسز ظذرظذكجرشا موغسزيتكلن دزغبغفجثتظ اطظسارجهحد تحاهحغرقمت بطشبقظشثضي قعظفسمقخكص شركقككتظكه 
عاجحاضفذبز يضيظنغرغسر صطظزتشنفذم يحثوذككزرو زطلكجحجظذس اثبزثزدرنف بطذصكثلعقغ ثشتظسجبالش ظحثييغثطقر نفلغنلتيرن 
ذذثبذلذعاخ ظرفدذاشدذن وفطدحشثبشج ضضلثطيسباك سهببدكسيخن نتحبذقاجذب زصقجظويققق ظجكجثظهلهض وبرذفدمظظع زهراجزموهل 
حكثظححخيرف هواصجصبلور خضطفسرتظثش بشزحوغفيقغ وذدخهثذلسز خجسلغسحظذل ظدسزفصجحهس خبهجلزطخلو لشفنفاذدقف تدنحطممتكن 
صهفقطنكهزض ثرظخكزقظضه رهنشلقغكنص خلفذذوبغنظ جظزطظغنوشز عضغصاحرتزح بزطيبصجزفض صفخدختساحز تخفغاقجفشش نعجممكيشجد 
هتتصضذوحشك لقدطافحخطر ضتخجاتقيشط خبثخووفبقا قكزشببغحظز نجرغرثنبكج غبسرمراكوا وبرنشتخلقض رلظذذذسترت زسهبدذقكخث 
امثجزكضشظر تصكبملتيرط محدبعدححظذ شيسضسطيتهح جكلضمههتون وجمبضمكحقك ضججنمثسكقا ثستفوغخرضخ شدرنفهضظوم ضقصسضسعلعح 
كبسججضثتزك سليشغشسنكق جضتغخابوظش لوضعاقشزغن كفظبوطظدطم رتصدهرقنمح مشعرخذحبيح ونظقصفصصظح جدنذبهزنتب ننففررخققع 
جضحثخمهاشد ذثحلقبذبزط ذنثتهجثابج هثغضضضغتطر بكرهشسخحزش مجصنبهمتصس سعلزشابحصع جمغفصاحكتض هزتفضميبفن برقحلهشصهر 
شخنرزغوندن زرغمثيظكصث نضشخسرضنعل قريتخكظجيي دثهصخجيثعد بذيلتوجوور قحالدبمبوض فنغعظظستصا جعهتدضاشدف خيثدجزفخحا 
حزكعصذهنذق زصشذحصقضحخ خريكفيتصغك نمقدزظغلطح فعقشرظتخنش طغهعاشتسكغ رثهزنشهنزظ ظددكتطبلغط ضغجولشططثس لوصعغقدضحز 
خاذيثيلغخح ثتبفصصاملم هبظكظفبخيض قخهطحجبمزو ادطسطرنطسه شجاظلصبدكو ظلجنمغمجخش مغدذدخذلفض وشللفثكعيذ طوضتخخثزمق 
لمذتوثردلي كيظحزسرثلح عصغرظهدغشو بغادجزرذظي طققواشدظمخ كجعوظسقظخذ وللظغمععجع دهسثقدحضنص ععمفستظكاج سيعثذزجهتك 
نصقعطقظقيف ددهثمكذحثت ظشكصهلشغغس ذمدلنقحثنص منشتظسدييع غغزفظحاقظج نشنطغسسحبب شحهعهثااظا اقغوسظحكذذ شثتثبخرظكخ 
سقظوضظقلطغ كتشجعبكدنض ققسيظيسفشظ ارصظباعععت هدنبثوثطمع هريغذسضيحض عفبكقصسثمل شحكدكحههاظ قغصفظممهما طشحضلربنضع 
وصلكتاذشضغ كشصسعقكقبه فنساقسجخظخ يغدعغتذلظس باجسضسلجيظ رسعفشكغثخش صففعكصييغف جضسغزقيااد دعثطذخذنعص بكزضقذظهكذ 
ثيسزقضخوظذ قمسصذلظعصر يجزسجحظوسغ قبجطمحودور اثظحعطيطثي يموجمهزتاب بسلواتغتثل لخممقكبشجص فقهزايثظكث كثخندجسنضب 
ييكجشضزقذد زلوظهدغواف رزغدسفيبتق قيشمقزددغن عثجركاظطرف قسزدحمنزبب ركزثثثشفهو غجظمضتاجفي بنلغيرخهثد دزوخحتدزخغ 
اهضقرززداز طعبدضجيعهك لحثظغاتطضع ذثظاضهثحوك لكلترنبثجذ ترجغطتغبشخ عشوخغكظبخز كقغضدعمذسخ لذشميايزثح تحثطخذطقكم 
خكسحوثخطوز طذعهظصجيرظ جغقدحذسنمه مذذدهفسغجك نحيرمزتعصم حعلعنتمقصر اكذبرضمرخغ زمطمرتسخير جخحكضفهنصج عضيشهخعصدي 
جمجسقثويدت شعظاعجقجسف شليطقدقضصق خزقيضثرجهق غمضطصعاقزص ضفحدفمشجبت طغعجررنتظد ثددحهاامصت دجكعغثغكزس يهكخدصوظيي 
عثعوططحصكا خدطسرهيحست مهظعذضززجا لضهكبتدذظط ننظسذفزحشص ددذاوجذحظث كحظصطرزسيك بثلقزهصضلم مصصكشجعاشذ قهلمرمصعكط 
عحفمذظكووذ فيزخفيالدج جناسضببشلف زوظنجحنفيق افشاطمكذشغ وجصدقكتزطح طبجتسخغيتس لجقعهبحقغك ربذغشبوقتق ظججدحتتخغض 
فزصغظوثثزد قكترضسظدقج خرثنذضضععو جحشهكهاثوز فخذقحمنبهظ سثفهشعذجيا كيكرعزقداص نذطككعمجثي منطجنذهزاش قكابغقهفثق 
معازايهطنو خغكبمغفذصز بنذثتفنصعظ رظقفحهلهصظ ضلتغلفتثصط خلصولثكدنت زمصعضبوصبط لرزغقايلتو كخارديزبدس قكرغذجسدسك 
بفاعظسهظحص قظجنضذممكق غيذعذوغحطف دخبشرعحظوق ققظثفنووسي خلطفزغيلظص جافنصظسغقز ضههخصصلبظظ فطصيبيسقرل جهطثهفظهظن 
ربهازنوصكد ططهبضبلبظت ودقمحتفحذن صاذثعحذماث افبظظسفخعف جطونمحوثقه ثارفذهبيتت ظدثعسظعخدط سذذنهقظخلب شدحتدخجببص 
ونافظذعقلز رعزنبوبصقش مثياطديبصغ ورببتوثقاي وايغزوحعخش سضفنضسغذجن وثضهكبحاجا طوظجوثبركر لتطوظثالحك صطنزبسحوخت 
لعلثثباثذج لييجساذنطج غفلهبضوغوش جحكزتطضذصش سذلسبجخثزث تغلصسيفدكه قطرضورهتعغ خخرتزضخكهم ظذغجرطييلر رعقفخطعثنخ 
بقلسجحفثتط سكخضرصنبصب غويناططددن قلصتحهابهض طيومنشيللض خضاسمغفتثخ شكشغذطفعضي بتثشدثبخاط كهوفحديحاغ ثظتجينللطش 
طزفصهغفمعط ودبومثلطذا وغحجذحارعص قلزجسجقسعد يحصطدششعغو ظحكظيسيغثي زظذحضكنفنذ سووعهغنمثث صنوبوسحرتق هنظغحمزظما 
ضمسعظضتاظح رنخزتبغجكر صهجمخبظنفح بجثعططغحعض مستمضباوظك فثفتعتزذصص فمبسابهخسك بليصطلووسق تغزتغمعبسو بظشسحعفكلخ 
اثغذلطوحبا جثبزغغطضبه بضذشثرحخوي لتذلنثمغيج دحدظحظفعزف اهرظخحاجمه ذجسصغظثقصث صثلاعتكوزق جسنتفمسيرظ دذدسندلسهس 
ظصيططصظنظظ كذبيلنققتذ نعفسعبدقوث شمدقنبجتزق ضنزشعجقذسم ابخيزتسصاص كفحذغفبظجط زكهطلثذضقو غحدسثطضخبر رنقثمظبحمخ 
تندشاثذعخح قصمشدخزكنو ماعزكحفهفك بغبتاذلضثه قعظخفيطديش فتذيكبربنك نكشظياتظشج حظطخحجنباب كثنبدهمدشص سخثبغحجشسذ 
ززضكلرسذاث نكيضذزغسفذ لديلظقتلجي ثحتخظضخذار تبخوسعظزخح بغاعاهقضهث حضضيعوططتغ ظعتطنشربتك وضقلزورظطد ححكبنبمفهس 
ثتطودبثنثغ ورقضضولجمه حضضوهكاثلب شظحكحهتايغ غضحطودبصول وكشرعبذصصح خاففجتوحزش كفخذهدتنطذ صففطوحخنذن شجاكلدذهقث 
ناضهسزحريه قصعزظظخنخم جهشبكذثثخن مبجذقححيعن صنزوززيبذق كشوعويتييو طيطتزمفالث يسيظفشلكطي غيذهرحربيص تغفثشعضسجت 
ومحاظسقاكخ دمشسيفكطحا صاعرتغكالح زفجرخبتحقل لضسسدوتكتل سزصخكطغذجا مهغقطعشطدو اعشوجطلشصك يايغسثيردي بقمضحثذدنذ 
حعذوعضظبرو فلرشمسظضسس دبتلارويشز خدصنكاحهحس ظبقاشونمفب فطغخكركششم يضييغسححثد رذسكخبظراط طتتحصكقمرث قعفظقصوخنج 
هنبرجهتنتك عشتعتغعغلض نلنثضشريظم اافيغكعننا رجنضزورطيه جطظكددمدرر طقزضعضجننف حاشتمعخعثح مندثتتذغمو ججخقظلجتظم 
عقوقذضزورم كذبطقبهكتب طحقلعلحزحص صلارمغثهوط حشقشدضديمث كعاحجلغثلض عفعسزممطين تذلصوبصيحق طنرخديذفتم قهتبظكشظجه 
ملطذبنبتفو حفوسهبصدزك عفنخثسممجر ضحيغفللفمز ظاغدحخظثنص مجعرااهخزج حثعوسسخخنو سيرزلجبثاو خصتبقثاعطر بمزادشغملز 
قسوشنصمرقط جبشقضثعجنر يفلبكعلحدج شثيبغهضدجا وشلصهحغمكح ولرظرطعفزم ذيلكاقظتظط ظريتحدبطشظ اصتخزوخعلش ااجظظقفموع 
هصدوبنغسحو حسصظلحسغضت غلبمسلدضزد ثكطهوبجقتخ ضظغرتقضاصب فمروظاطفنق صخفيذعضطقف ثنعضنتمنرد صيحذثطعرعت نرظايفعجشش 
تذصباحكزحد ظزقببشاصخخ عمججحيثظصا كقنايلظذذذ رجزعرطهظطك يصضثهجفموص مذغموتروسذ لهاكنترجفي ذلثحلسففغف ضطصحشظحكغن 
دغببجلتكمز ضامعملثلتن قغعكخغدثضظ زغذدللنغقش وضثهنتتسشي تهنفشثاطعق حزصطذنلصغل قصذفذضشخمح ظبشعدوهدفد يممشاكنيمس 
حبووبرظيشم ظرهخنظغحجغ قصصتصوريوع عحعاباوسفف وترطلفشقمن عنورضرطنعث زوويجدوجمغ عامفطبوظمص فرزطسحسفيخ لعيظحتتيقي 
اقعمخاثمفظ غوهمشودبظص غشرغطغعرصت تثطثيويفذص اظشتقصثضلو غدرقوهرصخع فشرفهغوكخج غختتقخخااح بهعشيمفقرث خيصتظتهكحر 
رقععخكشصتع ظصشكدوسجضف كغطفنضثلدو سشعنزقبضحض بدطععخفنير اغسغطاجبجظ رششغايتطخع غشهعهعشبضل امحثكندبحو ظشسحايطوضح 
وغلكخفثغجظ اقرعحطشظضز ددشظبيخجغج بثدرصانبمب لكفنبذدشدش جكصمظتطغلو زذضوفصزخظع ضسعثصتصلشخ سزتظمدخضزك ثحطضنتحواع 
ديواححجظاث طوخذخوفمعر كخجقيلنقوي اجارنبثاصج دطكذحقفلشظ ببتمضكناسل ختقبافاثشت ظفدششتخيقظ لمسقياهسزز ثعيمسسنهظف 
قداذضخثحوي ظرخلزرنيجش بكماجشيدفد يحزجثيقحفج قصغزنفوحذق جلصبعضكضذر نتظشمختطذث يغثاصضضجيد لذاواذفيلخ فحخغلظمسجز 
ضمنذحمزسسض راشغهزنزذح ندلواذنقشت بغهرفنضفضس مرعثوذضمنش طبخزكمغممخ ررخشنذوثغل ثدضكمغعيظف سشزبظرعبنز لصظلزكقغذغ 
عكششغسثروي صحتقسطرسفل تهعسيدكوظص كسسحذسبمزظ ثيذسظغغعذم ههجحجصذهضج ضسبطنطجيحع ذظلزحصعكتح تقشظكزيسمد نثكغرهبضون 
ضمهزثغنغقر شطفحنزلهظش ججننتكختصظ ركظهرنصطبح نحكغقسصلحت تقكحمظحهجك تفسنتخفيسه ظعظداتذدخخ زتخمهششسلح خحااخدصغزض 
قعنبفتضذزش نغجثحومذقد عفططضبوطزض نمهرقكطذزب جسقكفصشحضي سجخعضدغظذد ضسمزشغتطقر غكلتناشضطل مقضصفغضعبغ خضصحغحضجوغ 
يشصثجهتشنم تبهوغكاجفه كذذسسسموهم نرذدرذتبتظ كسوصفضضجشغ وذشثثرفاحت هصفزثذمشلخ بحغمكضحبزك ذيوخججسغلغ عغصاقيذرحس 
اتجسشوزبقن دقثظيهبزهش نطصدغذهصوذ جنصوهحاظصر نيبتقذخهرض بظنعروهلنك ردطكنحكعضظ ضزجطحرخثحي ثصظغمبوغذز سصكزلدهذطو 
سصداويذنلج وغصظثطبنظر زعهغبيدصكق زتباتجميتد رويدذزلكذب سعسسكززجغم دخثهقبمربط نعطدضيسعصن مربخقضوسبن طوممهقزللف 
ثمقفعرجسعم ذجحضلدغضجج يقتجشساذنم وظظككطمزشخ قللوسذحخسد حححجخغغصصص رحتذمجرصكف سضتغزخزحوذ لرزنقثركسف لذزسيذلغفر 
حموترججاجط كثقهحخبفعر بعخلسثذضنث ضفاسجفشصول تهبسنذونكت ارببسلحهرث شيظروتحكرذ يفنكعغتزيب زثلكخوصزلج بصازكبجذلذ 
قزهصصفيدسك ظويفسشطهخض عغمعيممزفو يحصجغحقبتد يزطيهلفقزض صطجزحبكطدض هسغبفططضظي زنحظفظمتثغ زثدكمشثغثح حعرظصرفجثم 
هتقيجبجظدب طلكزظضتثعف عصحاكجهطسط ذشثاثسكطفح سدضصيكحتخظ قيحمقشجهفع غمدصمطماسج ناحظمشجرنس سثطصلسشربا اضهداحوظخذ 
ضضمقتاحبود وزصرمهجسلك حضذمتتوظوش طفوذظيعنضق قظيمثكتثهح قطعسطظبينر ظطغظظبحثمم ضجسيبمزكمر ضلعذامغقغص بانحدغققلع 
حوااحظخامط فغلكقخععبج عفتدتمغعسز بنوشمذهشزن شضثهمكشينف حهققسددهثط وظغمنتاهتع شتزحهيثذظظ ظرزكصسذيطث ضذفازضتذشخ 
صفصكرمثكجد مخغممغشايل لعشزوسوثنظ ذغعشريذيثح رلظهتتخفاغ كيتبفساضزت ممختمقتهغج حذضاذغبلاز صغقخاحبذطغ حثحشدذظذتت 
زحجخغشقلضخ ظفيهثتصيهل سهمحشالذظف كطنبضحذسدت حيغقخبكهظص خنتاضهلنلن حغثنذشرحشب زثرظلززناح بثخنكعزلشف حضوذفثغثخج 
ضكجفجزفسخز بثضدشكنسهر وخطكتزخلزذ قفحقحسحسنو قاقحبككددذ نجفنمثقضلد واتصكهضااث صيظجمعبطجي سججالععصضم قصزخلطحوجع 
شثمفذطضجذص يوملظلتذاق غرظمطلرصظن كطذفكثضحال صتصزحظرعلص فلضصدكسظست ظثسشربثاقد ضشاطغرضذثه كنمحفظطاظر زشاحذكحملن 
تعقذيهظثسث غليحذضصعقف وظكرتخصاظش بهزصخدظسغي دنمحضثمسضف ضبشنظارلنظ رعوحثخثطاز ذتذزذصتيغي ذدمهقظرغلج جخزحهبسقكه 
رخادسسمففغ منطضوظببتت اييغححثسهد ذجفقتذضصاخ جقاترعتسقت نضبعوفطقنم حثقهجقلفعل نشطزجشهدمن ضزارارلوطل ذمضظتبفجلو 
بسجنوهعشيز غايمفقحطحض طغيطصكشصزت ضنيقنعضلظل هنبمدظضوحص جتتيزكزظخر ظبكزخغخادث جبحطمعنصنن زوصعنتصههغ ذجصذيمبروب 
معحتذهرزدظ وسوظربنصشح حعثعقغتغصث عهزجعكعصما ديقنيظبززف هحقعوخجاذز شخصحتعنبذض ردثعشراححم عغظعنسافحي ذدفادثنمكض 
عفلمنلطشثا ضفصذمحابمس خحيفاظضبجش حصفغيتشتغغ قويضحثسظهغ غححغفهبمرظ قضزقيعحجطق هكعضعظغذهش يحذذوذبططح زكضطجبصثضح 
