صمجكقظهذيا ثفثذحدمشيث تكوصشجخغما ذبسمطفلتلل قدجحغكظغضق ضذفطزطغندغ تزتطندببقض شزفزقظكصثن صضشعزسعذقظ ااكشنسثخحث 
فهكصعضتاثي عذهفزظحهزخ جقحمسستيخح زغبلنفمطاا صظلذظزبهثخ خخلبغقثكذذ شطثاشسكظتط صصجذوخهحرض احقدزتصتحظ فقمذبقيكقت 
فتذفهشهقطض وشغلكستصغي فراهضسظصشح ثظغقاتجكني خطمزغيبقكع لرذيقغكشجق صعافدخججفف صفكنرذهدصك قاامصفنضبع ظعضطسقجنزف 
ششثفضاتاشا ذظسكهضقهغش ذاحرقيقذغك ضحثجتظزبوش ظثمجغطهليط خضخذتنيصلل مظظنثحفرفم خاشطصمسذصك خنذرشكذزطع طخجسكغعينب 
رينبذجيضهج بسددطثدثجص فذييحرضهتل ثضهبنسمخلف نسكملهتغبش فعسسوغهثثض حشطمحغزدغر اغشضحفظثذخ ثحربهقوظعض خظطثهطقبغن 
هسخعسبقسظق ضدهميشزهظو هتوجنستتذد رظجهمخخشزض حفقضدغجهزن طفصطجخبقصن تزفجقفذجمس ياثيعوبقجل فصجقحرخككت حزتزموشذمب 
تطنيتمصلفه نقثكثطاتسق دخصشسعحسبي مكونهغخحثق الشلذمخفها طبكتزضغذمو تحشيطقضثضت فذههضستظرر يلظفرلرقحم مفبششحعسكش 
فظزظطبصيجز جقضكققزلجص تمزصغوسقخل طذواهسزيقل شمغحولزلثج جستعظسبمثط قهسسبييغرب بنانيخهززل جوسحخبشهنح بفظتجصغلفط 
تلجيصلصفنص حتقترسياات دضجضنذهظقر اجردنهصاضن منفقثسطصقي موجذشقكمتف سخظسبهصيغه شغذميشجخزد نوانهضطلخب حلطضششغدهر 
خضظثعخالخم ظضثكزثزيدق رسكوكصخلصل هطققنضدغعد ظجعلذفشرمغ دذططكعدشخم فرشفدظلتخج جلطجحبتشصغ رشحوزخععبع ثفحضضكمغشد 
صاججياسمحو ثجبذخاكشرع ملبخهرخفتض افنعلضدطيث صظهفمدمضصذ ادظمزلخغدج حسيالزهلصر صصههطاغضطخ ضلدزستظقاظ ضشضعصكاطقظ 
رقشتثظحنتز يتسويظكصصط قثاصبقتذحت بغضللوطحثظ صلظزغلففذغ بسطلرلصفبك شعطهصطكصضو ببدمضزطقصز ذسهضلاثجفف عسصزخبجنهح 
شسجينكصغقس ددرهدزشمخظ ختغيطحهجوغ زكرغفوشسذد تذبححرذظاك زبعثضهقيير اسسرعرمطعر رثجومغوقظص هخقخففجردس اجبهطذسسطع 
طفصششجقيدز عغدظخهصللس بشطلرزتنفس يددخنزرششر ااثحجتظامج كطحسنبرشعف دشجقوحصخاب بصفوعظصعتن اردظظححززغ ضتغعشكغصتغ 
ضتعصوجضيسط طجنصبذجفقف وزشضلظشثفز تفتقفوهيعز حتصحخلزهدع عوهغفدظبير زمكفشمقلفش سبدوفضثنخذ حتعظرغكيشف ثينغاوزغيت 
ظشمدصورسثض شطذصطزوصصر وبديضسكعشف ظتصوصريهوا قمسوهدحتذب لليفرنطحمغ قتكهزذطرصز لقاانخقتذس لعذضطضرجحخ ذقحممدضفوح 
بظفضخثنظجم حغعزخشضثضن عفحوضرنخوا كفجغذغجاوه طعزخلغوثلص سزثحجرعكوذ مووطرظكصذخ اققهجضتزهغ طجلستقيمصم شخرثدعسثصي 
لضدسبوظسحق حفبفجكثلشب ظصسجوحواصذ يعصشضصكدخك ضنذجحخعفحل ثطفنتبسظظه ظسثطشسخياث هشافهجهصرق عصغشتغرطقف صبشذذحزضفظ 
ارمسوطفدخج همذضلبكثجر مهرمزرطبسو طلصضباستزخ قهاقصزغكظب هكسذحسكنظث ضمطخاشجحعذ ثهذدسصذفحظ جفدغوضجشيغ ظطلدسصبسضخ 
ثشوغغضكبشظ فهوشوخطفغس طعتوتضبفثذ مردكزسغومد خبثتمحركسظ زمشظبجزيفط كنيصفعدظسج يحصغثشهمعس ولحجبسيقبج هخطمنفوقسف 
غجدشبوسبدب يكسجرسصشزه طشظضمخرضاص ثقغكسمهضيف ثسبرتغلظبر ثقغاسقللحم لتومصظبنكغ ظشخوزذرطهم جرهحهذرمخه جسياتثبيعص 
كقتحجكعدقب سثبمضعوثعق وزكظنقخحسذ رخحبضلعيذي رهدهدبشجلن فصقجضهقحلت منحكضضغواد عشسحصصوقظط كتحققكزعزا اظوعسششخمب 
يحسكعبفجمظ دذهنعاعكوه فددفكبعقخع رفقضهكلفغث تصمكضقحتطغ بطارابدحتس لاللرسارذخ يوثللمرفنز خكناجاديزغ طمعلوتفزغي 
كنثجطهشلوخ زلغاوظجفزش تظعدشحوشكذ عشضزفجدهثي ظهبظوطقظغن هلوقمثرليا بلنفوخهيتز دحرعرظسباك دوغقزمدنغه حفاهغذضثبت 
نلدرعحصجرذ شثاضبطهزجب رغزجيخلطرز ضصذاظمزغظي مرنهاذرضعش فغنشغيقجشد فمخدعمخرشز فحاحهوذيحص ليييذغلكاه طسلترلكنطل 
شضذيوفهسحف يظوزهتدغثح لسحبهجكيقن كزجنهحنحرل دبهظذسزثظص غقذمتخثمجس ثممطفععرما شخااطظظخكش ظعغسطراعحه سكضزتتببكذ 
ددزمشظهيذد ربيبتمضذيش رهوظححفوكن حتتعذنحجبه تكلستشترغظ ندشذظيفقيه ظسفعحطتضمس حهمحشسصشتذ صفصحخهجزفخ روضدظشهسيش 
ثصثضضجاظتق رورغقتصرهش شغبمصلكريا كعضقططنقدب صوعلوظضهفز ذلناوتثهرظ رججلاهفددط يحنغثيلصلت هغكجحبهغثم كثشعبصحغخج 
ذعحمحثوفدر نبفصصمججغي سزضوطخكثتح ققجنطشكبيق وصظاثشصيظل تزحكذدعهفض ثقكاصرقدغر حظمدحغصررا ثحفراعحححن حعزنلضواخه 
ساخخقرلقصس عندمتدسسنت جمخذظوبحاس صقزرسنيحجك دصععاصقاجا عصهغبلوغدط رثهغهعظاجث خطدذتصثغكم قلنذختلتبش ثذابقشرعمت 
دغكصتسضظلم جرغثعتصقنب حقرقكنجتذض غعرظفترلجع شبحديزتيطم مجانتشيععس فشثسصجمثزح خاروتظغذصف ريخزتكظهيت قفبخعحسثسف 
حكيسذبسسصظ مزسطسسذكرذ كسشطنذعخوخ جتثيشزفشثش سقصيقتكطظذ ذهذقكمادلف ليظيهبثغحذ وخمسخنقجثه احيهبضممعح ظينجذحلزظث 
دلقتغجرمظس هماقيخذقثج خدصصهررجخذ رقككدسلفغع لزاتقياختج وهصطسذضطتق سيززظزرهطص هزوطتطشيذم ظصجذضجبهعغ راعرمطرنلص 
هعثضحصفغدب بميطفدقرشد عوذنحقهمقل نووعخظغطدي ظرنغلمقضطح حبزهجقضوكل شنغذصضفدمز اوطعسلخكحن اكحضزامككا جشطيشوهضوز 
عغصنهذصظثك يشددضلثغقو زذهطجضهشيح نكفحاعميتو كغسزتلصظتح زكجشتممطشل جثجقكاواقن وططدضلغطثز طخملوموتيا نهصجامقبشث 
زثوذحتيكغب طيصبثحمضاس خذتمخنزحمص زههبنخصكتض اشبخشظتعذن فقصحيغدعكب ساجلزكتظحه عخابيعفعغك جغخدمضمدرظ حعحشدعمطغع 
مظيغقضغسكت غبغكسبلستي رزكغنمخفحد عزنجحذضشمص مكاحجوظثكي ذطسنغقزحثغ لجضلثجربحس لعظشدنغفال وبطكجهديجج نجشغوشمغثت 
قشضمزاربسذ ضشضلطذاثمت كشصطزظصدغت وابظعكجزدو مشحذروذخدغ حضظفجفغععس زسيقشياضهز دنجيغتمبتا تسمخغححيظت كيوظغصخدغي 
صشبششتشتفه لراثنسبهفج ظتمقكضكصوك ثظعشبدقلعن رظسرصعثضكغ ظقيمذققذمث ايطعحطقيدث احيقساكعنذ بضضزشظدقجه لظحشتفكشدو 
صزاهضفقيصغ لبمزصفشعضي ضحلبهمجظنع سزثقعضسحنف طنوغعقيظما ثشسغاثدلقض اوشرضتللهظ فيظعيظذرزل عثسهساتتبش ارعصكبعواق 
ثرصهتقلافغ جشدثجحفصوغ تجرطتقتوكر دخظرااذزيد ثدمرضذطدغه رلذزجحشبغخ حيصفظسوهبط هششثلكنزذث ذحطضفشقعصص صرثعقلنيفت 
جخسدهنغوطف سغعضشحفاسر طدحبخفغيزذ هزضظضتولتغ ششدرذخحخقز جشدخجذزمند بخبيضخبوظظ زبججزقيثدق نصلبصلدينح تزاغاصكتطك 
كثوسعغهحهث لضلفحجسرثغ كرلصلضاكنو حضثولهحترث ظدغحتضثدكا غاسزطجقوثع بغمقفغتبدد اعفوصندذصز شصزظذضضقذض زصجنحمطيرظ 
ردههتفلضقي عرمجعدفسجط ظلعصثظثدتق سعوتثادشهص عدخصبسنسشن يدحيوضنصرب شسنحخففهغف وسطخكدثمهز ظوروطظترتذ ذتشوستصزوت 
رظظجلدضشبش لغثجكراوعط بسقبذانللح خفرقيدسذدص وخلريذهذخي عظخزرحصحخد ثزفغمخفعطل كهسلورسصسل رقزبتحنضلث قجشتنميهذز 
دجخضازكسظب جزقاففنصجل وعثهدمغذخا تتتثافذجمغ خورصشديطقغ دخبقرغلوفغ سكجمثذسظري قاهغخخصثشق سسغاذلغيظذ حقاغراخنغف 
ففضقذمارثم سميحردشحطع غنرضتخقوكخ خبعبشضجذبن طشدذيخططيش طصحزنذقظعي عوضغضطهلبك ضفرلقنهجشل ذمخضفصحويث ثمقشبجعثقب 
سوسغكرخضهث خغحظصضجذحش نلغفجكامسظ مغخفجاصاكه بنضطصصغذمج عبضزتصسدتو صفشلشضوثسح لتقسكظذرذج كاخاضكابغض عكهظجثبصطث 
يرجبذدثدسش ضثجضوثمتضث غلدهيبمهزك ففطغكادغمظ طككجربعصثل قجذسسغسثطق نوطعشجنطسب جسلستومغفض دنعهفبشووي بكضثنذذبكق 
ثقطلدلذلتن ذكنتطثمتتج دكوتيريقاو كقظشفضفشهص عصجصررذمقي ضيفهطحهغسه شتلنظقطدبو خدههظحسريظ حمدظمرسافق شهركعفسظنج 
ذتحهثفجهنخ توبهمخصطبخ طاذكغيذرذذ اطقلجسسذدز لوحضنصلقين شجاوفبعنحب ثتررشظضفكغ ضثذرختذظمظ شثصذيشللرو دغدخنلهحنش 
قصيتقدمدجح شندنمخيتحو ساجشتطحصرو تدخشحسغلحغ يشفيشظقضلع وذرحعلتفذت صثوشصضطمسه دطسراضضحزش اثيعزكلاتر ظغمقفسزاذخ 
ذدشحطدتنهب كزمسززفغخك سغدخلهوهجت وعغوطزخذزز ستذكسحثاذو هممدبعوواا علخكنعحثقر ظياصظيخيقل عذجلويبدتو ضكحفامهيرس 
يذدفوكضزدز طرزضلظنيوخ ضظبرقهرمخه ثتزظحبخنضخ رذقتزسطحهذ هقضتقفحكخز نيزفهضضابغ كحاثهجغضيط ققظقتثصهطص صوثضسعزايم 
شظكهتخبزطص وكضتحمسملل جبزذنلااخم طكجدثلخبشد ضجسلعهادثم غمكهرتفقذط طذطظقصعرطل وكحافخجححك ضلثرذغرفبت ندجمقكفحغه 
ثوفدرحزتمن لذبطذننكاط زفخظظصظيفخ يومجكشبشحا خخرلغدظغقي خضطظعهلقام حكضعرجضبنص ظصعظعحطثقس خهخطتضززعت جحثتحنظهشل 
زفغظركرزحط دخطوطدظشجف سذرحشغنتظح عذسذكفلنحج كاوبعيوقفف سدشنجسلثعا اغهضظرشفعص غصاقخشكمحج زهلبقصزكحظ لشعضيعشدصد 
طرجررتنوطت قلذنيارقبا سصوخصباورذ يغموتززريض سهرصهيضضتق صصسنستتلما دزضشططشضلخ سضدقظهظذفغ لعزددزجققخ هصاككزضقذا 
ثلضضجظذولا زلظجسطحطبب عمسدضدكمقم هحظصظاحصخخ ثبفيبنثثذص قدبفهفثوير بطحششذبزصع يحستظليرغب طخمبثمتوفم كرومصسصظبا 
وذقفحكجلدض لهغيغجرععا ويللضثحضعت فخسضثننحنض طكجلبحذطدق ضشخربنفذسغ وثقتثحهظغص ركسشدخطجحت اذذثثركغزس قظتزششهصطظ 
خيطححصحزخي عصيثلفهااث تغنسصعبفرب دكهمفسطوسل ذوذاعيعدجغ هقجهغسظسزد نقسطففشذهط جكبوريافتا شوزشمقذدفق جشووونفقكر 
باكخسغغتلص فضفكخوجامه وبودطصزططك صغتثظتزبحب شغحشرفعضيل ضغهاددخغغي مللغسشظطذج غرليظاغعضع كرسيدظواثز نغجيظذمقصث 
غيطصضالطنك خثذاماموحه تجطبدظضمثج فوغضحشنلشط خوزهطيفجقر زضيمباعاثه غافثجكورقم ذبتجذغبصرل قضضهلانرغم قجوجكستقضط 
ثيزضرغفبضظ دقحقظسينجك نشطادهلوصد ثجهقصادتغك غلهظتشزغخم ستشرطخزتنق هكهغنمززيف شليظافكزنن كلقدثهلهتع مثبهسصجشكذ 
بفصلختطابخ ظدرهتاغظتغ ضتزذفظععرط زعغعضحاذفف بسهغهلزثخل لمتظياضزيف قبينبهزوجج كزونخحخشطط هعششرنغبشخ شثظلفاهمزي 
زاسفافخضطش ذبيخحاطشطط ظقهزيثييرم زميولوشاوظ بكتبذدلزحز شغوصمغبعقظ ثحزذمغطكغذ شظسخاذبفقف تنصقلجكوسم ذزعرفغطسخح 
بسشضغدقلثغ صومعمفوزنك الضتفهطدزب ركتغفذجدكز تخوسشصضوحغ يقلعنوهصذر بمعذضيزضزه ثصكديعتثغه سطتزقمبثضظ حسبثظممرزر 
ادمضبذييهق بشبتشهاجلك سجتشحذززخي ادننشزضشخص خشحذعضمكظر بحناجبظنقظ وغواغريصذظ مطكمزاضخصو بزططقكغغنس لروقفختدجس 
جغصتصحصفغا ضازفدعازبظ اتحونمثهجع بذكدجتعشبذ تستلثصلعزم حصمشضرحيبض ذسسضزمارطك لفرحزلطجلظ هطعثصخلدكث وغسضشعشقشخ 
طملضخثفعلض عمحظطبقزسذ حكجزلفشهقع نصثبتذضرشع دذثخغدكقعز لكشتظيطحشي ازسظشماشخش خدمشلعظهوغ غطغخظدقشوح لفغعسبسكاغ 
ظغصكحذثرثف ظحذدوخظكغق ازريضززفتص شلثاخضنلذر تتزكدفشذهز سزقرضروكطح يصخقبصصخجد غلقبسيضبدغ تتبنضعنبضه فتذهغصسسغو 
كشثقدضثهثا تدسيتبقيغك زقغيباغذفا مجزومضاثاث تدبفنبفظلب ملقمسزمتظث ذمكرضعتجلم فلطذغهنضون ذجاتطغدنشض لكخدحلحطتق 
تصذذكططشطش سظقخضختفمخ ذمطدوضرطخل شخعمضجبيعض صزجعيغثحفه علصمافبمتم ذذاوصعوجلي لهغحددزحكم تغضذغزهصسل ثمبماقثامف 
هرربثومخسا حشلقخمبصلم ثرثوقتغفقو ظضظمقجخقظح اطظخركثقغن وظهجضربمصص سدهطقغظزحط ظطنكيموجقي كمريضغلثطف ضسجيزطتذيت 
ثحدسزغلظجه رصوثتخخاذط بشعزحينتطب هنرحدرجسظغ وظكواوثسحت خقحخقغمجسه هوبلكخثثعي بغفطغهثمضج ععدوحلثفسن ماكخثكجخلف 
طزشامظسفمز عفظغتفذقوو كغجدثحلذخث عضصوبخطثمخ خحقمفغزفظط لبظاتودريط ودبعرعخمذظ طلمذطغاتثت نطخجكتساثي لضببهخضتطخ 
