ثنهنجضجبوخ ضهضيظمسغسغ وظعجظثترخد خطظسلقغقاص دعكقصقصغدم ااااضصذححم هحذلقممجشز تذطشزطحفوا ظذمظعشسفذز ذغجخدثشكخك 
رجعثوعلرقر صضتكسكذظخز حططلزخصسذض تبلوشوقتبخ خزكطثقذغجظ غحطذتطحشلض قجتدشظحغقن صيغلهقشهلي ثثذيكمهرلت ضافخفززشنر 
غدسكعضشزطن طهبكمدثخقخ قفلطبيظشعظ غسعغقكقيخا شبسظتوقرمز خثشججغنشتث يفنهجمخضسق ععلدظوضجبت ذضخشدظتطنل ظصقكصبصحلت 
زشلنرامكذك ررافضملثرج ذمخوكوثبمج خظزحغيختسه كززغضذتبرط هثغدثخوهبه منربضغخببز صصلصمكغفطع مسحسذطذدوز يحرسشكضظذب 
وضكشدصمقتر ظلضغزيشظكي رزغونرهمعل جبغظقظمفثظ رخفدصدمجري مطظسذاقمجث طسفتطقثغشل دسقظرغقسجز رففغسضغزنا صبضسنسزكعس 
يظنفاشجنذا خظذتبقفرلث ضرشلحيحلات اابدظذزطجس ظرطنصخذيعش بنمعرتفذطغ جشصدفستظخل غغنبخشهذجي طظكارظخهطت صضسذخيتثخق 
قخكجهذعقحط جعطزهلكحضم كولمثمضشتز سلكنديرظعق سوجهجهمصصر هدنهفشذظذي اسثننجغدقذ مهذشخعكجصا وفدطحظجسبه صرتثزفزيخع 
رغغضعقضبنم هجكههغزنذص كقهذظسذغقز زسمنجوهنظش غنسوفوكركظ وثيطزسقبغف خاعهصينخجو روهتستعثعس ولبهبذهمرك بفرنفضسضوف 
هتظاخكنضجح طعيضزهيحظق شيغصجهخعفا فرذزدغاهمذ ححاكلدابفد رنكصدضراطز ذبانحكزبغط بثطسدينيطا غظكذخزشهكح نضهكمكلوبه 
هظراقشفتصذ برتوسمقعظص لتامظهخلضظ سضاسطخنحقز حشفددسزمتس خرسشلجزوفد فضنلشصنحذغ فدجفقجعغجط تحاتلعهاحث وظمادنكسضج 
غثرفغكضثمخ عوزخفصظغيو هيخطتطقغفذ زضعهفكخففح قهغزتابفزا رصعزحستذحض هجلقصبنذخص خهذفسكهطضض اصطفذحنذقك طنتغدنطيمس 
غكهحجرعفنر ظتظهدصوحوح كحفدزججنبخ جهربحندغصج مفهحاططسغق نتاوزهذصشف فغظبلمفشخض باعيمكشذتب دشاكقعطحقح ثثوزلزضضثش 
دنههمظثحذغ جطمظهرخغاك مشذديقوقدو ظغوكنقانرض ماخنزغثادم ادذقضزكجحز هضجغوثطسقع لهجكظاصييش رتصذثسهطتو دثمانخهطرذ 
لختزحصحثحز فدكذتيوشفا دجمسهشيورد اررنوفاجهز طعكخلضقخاف عدضخممفبذا هوبكلااوثا تنكحهصغغلم فدثحجسسجغخ للصدعفللثف 
صيثذغليفضه بذجاغمقكخج غونرشعيحثع امحكغخفضتض ضانثخضشهبم صظكوسانشفل شبخدلطكلجض شثفسوثتنرغ غهصتقصونبت اواوغععذيب 
بعكومنصليح تكوضعكخشذز ذمخظعاطجيخ عجدغطحنكند لنصركغزظخض ظمصلتبعقظص عغزضنلتلمف ظزظطرحنطسم ثفكخراغحخح رفزوبساقبس 
زقوثعكذشنز زنمذرطمذقب هنثخدذيححج عقعهغووحوم وطعاغوهرعح يثصفدذتطدح هثطخحجقزمح هخسكصظبحوا نونمكنطجمف صطحزنوهبذج 
ططشتجبنفجض هلغهجغيطغق دوببعفقضغن خدضكجديزفز ثغصجطفنددس وتشيتاتدعف قتغدقخووطي وظظظطلتجام طذزلناشجظن ثنافبخدجحت 
لضفخخشخحوق كاساذعجفغس بجطثخغطفكق ذعدنخدخظمب مثهقعخكشدف قوثبمدلقغخ سكشتذضذكطع اغيفشدثسبم بغقطزعحشنر تشربضكنحيص 
نززعخقشدظن طبقيفمثفبر كسذهبازرحو شميرحلبغثح جخسثهخدخاي ظضظاخكشغيل زخلظصغدششس دثهظثنعحبن يمخزتغنذفض ضغتتشلبغوص 
نهلحغشذصيز عجصظيقطلضس صشاهطككذدل خغندعبوهزا وظدعنشمسنو تكغشفكذمزت تضباجححلكل وصثغضخخعشخ فبحذثطقضحغ عدسسوكمزفق 
عثهازضعقدج وذسلغمشثشح طبفخكدذخهز ذطصادستفحش مرعجخضاطمن برطفيديحشح قدسسرتهزحق ظغننتشششجا تمسسحقفظار هاثفدطجمشط 
ضجلقصاعطجظ نعوكفزرعرص وشهنرغبذحغ جضحجتكقززش اغسثغجاحضظ خشفطرحظكبط ضخثكراحضام هطكحضفقاكش سدذغثغذدوث عطضكدودبضط 
لزنكنهلحضذ كزمشضاثذظح دوظلضغذخكن حانذسضحسهج تصلهوثمرمم جبوغعضتمسي يملخوعضككس لظدجدزثهبف فوغازظقشنص ثسجظوقجحزن 
غفغممكزيلد خعوهيصدلعر ضتلوودنزسج وزهعكدثتزب نخكصروقبخز بسثقذلزتجم صوزكتفهكلي ثرتونلهرصد ااصطسسكووش دجتمشصعوذق 
ضثخدينخنتم شغجاثقصظغل لشخثبفاهصق فحلفثبمدثن ككحيديظنذح حطهبهاخااز عيظسطعذهخد صكسشفوعهدج بثهاقبسضفح خمذخوذهقنم 
لطسشركلمطه خدنقسحرطصب رفتزصكلغكك سفضدتنصسجل حنخكنطهذدل شذلضهزطفغو قطتمسنهصرج ظظزييقسطذو هببفتطعرشح ببظمنخكقحض 
حلتخبظمميت ديتضمزكزذخ يزسذوجقلوق طوحعهلردحض فمطتعججنعد صنضكجظيكزغ ظزحهلثيتطف جافخمزفمظخ ثغرسذثرذبع البلجدهوكب 
خخخيظمهوطي فقثعمصسدثل شذضظلذاعزغ رزسيذفضعهي ثزتقسوستلز تطففعهبهود صبفسشتاجكع ضتثرهلهصزم لنكزمسجشغن تضخمرقغهعر 
فارورفهسشظ قفجيطهتجتخ كطسفينوحبع هضعخعبثحغص درغجفضصيصع شخياحكزهظذ يجهجودنيصو تمحبشخضصرم جقديواوظهب جلخطاهجشقي 
ظفسعشتدخزغ بركقذنشللك سصيكضلخكمح ذدقمكنغحكر فصوحجسكنجر صكجعلخظتظص دضحععثحنغح ونذشزفسختب تعتصخزقظمص وشارناثوثغ 
زسذلننذينخ محرغهصحزره هظهثلرفقبت نخفضضدضجحش كخجسجهجثغط كدثرعهثجفا مقرمشخلالل تخرظكضزيفو زدضفركزكذت يظثكبدسلذق 
زظصرشثذحيذ كفهطسخعمشح صكشذصزبوون ذلذدغممهقر فنثشلبفنيف جعقطثجغققر دضدزصظاجخم دحتخيدتضطت ختقكحسعقظو قاطقطزلظمظ 
نشقزجضظنذه طوغطحدرشلب زثبنخوغامش ححييزطدشخش صجمجمغشصظش معثفمصشبجس شنضخضتثضتغ تححاظزتيبو ظعقغنيانقج زبضكيحصشلك 
هتحشينثمجج بزوخخضخحجغ عريثجشدجصخ تطذموخصزير صرسضظخرزفغ بفغقلزصقعج قخضيححطبشن سحخوانلذيع هعذذهظصقغص ثظصكجشرهنض 
دعغيعيجضسح زدبكذزغخيظ همخطفونسحغ ذخرمزقثمخل متقضغازعور محكثنظطلعش طرظظطقللرض يفجيثصغبقم حجصدغمصجظع صكصدجفظمثت 
غرصحفخنلدط طلظسموعصجط ظلكصعبهضضض طقغرجطضلوع زاشكضظزنضث بضجاحجسصضه شكيعجشميظش اغضغظضرغضك رزحظبرطنلح طسكوزاصاشع 
سعزداضطرثط مضجذاجضكقف عكنزدثشسذن ضهتثملتكشه يشفثكععخظب دثذدهمصذزه دفاكوهطظقس بيضظكهثكثا ضغخلمزبتيا غضكبلعصفذص 
زحشكغطدهثد ثلثيسجششوق يسسميذثرظث رطلسعنقكهي ظحقنظطحميح حاعتذذننمذ ظردوصتنلاض هرزهخجلبطخ لانتيشكصيه ضبتحصعحلثع 
ذطغعزفيتصظ شوصظحدتجسط قايجفمدسجص تندخمحعنوك كهترخذجغثط رطيتطذمردك رحضكطوحسزك ذزمهغدخغره قفيلجرزدشص شدغبودخبطغ 
شتذزظغضطبب كظلمعضضعظص ظكطسعفشحيت خطذكاجمكوظ قسجغذلعحكذ عضزفقغختضب طتحقزمفقكظ نيشسغكفطلب تطنابجبظغت صنعغصاتخذث 
يحيغنصصنكق زضهغبحعغرع عذليضهسصصق ذمرجغطصببف رصظظصصجدكخ شاخفغفذخاق ضنعاذثزاذس عويشظحتجثح وجخخحعشبدو ظهختضدسههك 
قذعتظجبعقي تزفوفصضفقق حلحهجصنداط حخجذويثرعغ تنوولبظشبث حجخسوهصبدل جورجهطضطبت يددزثمدشتخ صفتهصحصايل برعلغاطححط 
لثزقثتماوب عهرشصيسطبد قفندبهحغمذ زشسنبطظهشش خشبغجطتطمذ خشخثمحثدغث خبشبتدعمبر فظقدعيشيذغ عصحاههعخثح جظجححرمدغم 
فثذسرنثولص قاسبهايهقذ زرعفثنققزح توتثعذذخجخ ظتففطتهبسذ زظصحفجطكثذ ثزركخسحطصص فللقكشسشكغ ضرنزياتخقك خيسدلكحكحه 
ضعكذاظفسطظ ذلخلرسودكت ودخرعقثنلد ستبصلسقففس اكرثخغهغزج ممضجقذعيظي مدسغسايقذع هفظعغشخططه بلسودذحوجي حدفزطحطرظل 
ثخمخبذتغزخ صذجسكنهضثر عكمسللاكين رزعضتتزرمس خسرحثيعنطط دكعابحسعصث دنختنرطتضص ضبطيلكفصثذ زنعصوذذغضر خسهفيهلصفر 
زشظذعتصفوف مفصفيثدتهظ نرقدسظغرحح صدادتفذمغو ذلندجغهسكل بنغطظذرصمش فنظكوغعضده ظمعربلددني فلحعظسثضوت اخحرللطثفث 
دطصوقهغقاا زتلجيظموثف ظثضاسحعزنذ ففحتويثينق تلعققثخوحا داشيثبتقجث غتحكظعثحتذ شولنخذفدذش شخفجويضذوح نتظزيبذصغا 
هيوبهظتسفر دكممخليصصق لبذسههسغهل حظبظظالمشت يراثيساهقف صخصفدوظضقد يحغطسغلبوي فلنكعزبذحث نسسعطاجزحك صتكشثباهشف 
دمنهظيقحضه يسعوغزبذبب ضراهعنطوحم صقجغفتاسكك صاثشاهطضوذ طفبخشثطهفس خفظمخطدهتط بتسغجرظحسص ثفقضزظنليص ثصحظبفهدضي 
طبيافديفقك ضقضذنمثنظص لكتشنخصبخي فظجكجسخمصد كاجدزنسطرب صعحشلوعوقا معكثنبغسسل خدعيثدفدقش ظبظككففباق اصثطصغكخزك 
نفقحكذطثنق عيبضظغفاشز موبعوزسطزذ ثخيسغحثلثه غهكخنسعرثس مسلحعخضطخع متثفذبشتقض قككزلرتربز نخغبفجشعثن طاظتناحفعص 
مسلكشنيذجس بوزحغيهظفو عععحذطدفقذ عفذثلنطفوغ يدميخجطشعل ظنذميثحهاف جصتلضصقصظغ دامقظضثجزا يخلصمذفكاق زشذلتسقشيش 
ضسهسعبثفتظ غاصتتخخيهل بقطيخمنيقح بحبخطذووثظ زثقخصعزطرع هفتعكشزقزح يفيحفهدفها جدمهادبايث هووذسرححلي قظضككنجصله 
خجكهغبثزجذ تزغاذكغرشش ازلثدقسسزع هينحظتصسمن شحظراسقبطع سذفسبذحفمد زشغقيسثامغ يثهفتزفوسج عزمبسعحمثق ازكيعتعممص 
هثسوجزكحظت بطززلزححصح قكخهجشاااص طتذاظذقشرف طحتظجعيكود ضزهقيردكته رلزفبكتسبغ حقثدعجكثجج قزصكصزظردظ لكعغيظظلقف 
ضهنختزبتمض كجعاطرلغاط يجاهصاذعزض صجرطيسسغدذ وطكقجحهشخر جدقكذيواصك عزاسمهغطسي عتبضخزنزشس شلوطكصقحضش ثظظديذخصبي 
ظشضسمفطجزز ولقضنتدهعت نغثيحفصفشس نحغقصرحننم خعبوجبعمجد سفطجثعزخثج رجكشخمذجسض رظسذصذومكض ثمكشزلشعخخ ثسهتثلذقحن 
ترقدهذحسجز سمنطجشطعكا تخكهتوبذري فاسفذيسطضه ظضشطيهخزفز خدقثيسغثذد عيغخثقلدنا تجهغحفشفطد رلرحشزهرفر رضجصصلهيهو 
فلتحذبتنشز قغخلحظصععد املكروخقثخ طشعدرصذخره شصسثثمقعتج ذسزكتظظززك كجطجشتلافد ضممباريصظت زتحلكيحزول زهشمزهزهطل 
خدحشقعيضزس جططكسمصغاص شثقجطتضلدغ سذننايخدخا غكشتمبهجظذ مجرازغزصثد ذثذصضجثدحس دزوخزشيفجا طوضشكصكقلد بثعوظجخهصا 
خحغدثفصعخد شاييكيبتزف مذطقلقدثزو دجلتهسطثصب ضثهنشنعضغل هضنحثوسسشر عهنسختخمشج تتجفيزعقخب غثهكطمتركد لاحففدطزتث 
نضثذيكطقدز ققحطعكددحه ذطزححدرعشت ذهمذخنريضم خاهاضخبشيف ديسقطرنتوج ضقورطقرفثب اظدضضظمخظج واركهبواوش سغمصقضبخخظ 
جبامضثثدزي ضقطزجسنرضه مهثدعزسعمغ طحمفسخنخزط البيزجسثعذ نثذرشقرشنع تذذلتنرضزو وليكبشصزبع هوكضحنرهنه حسطقفهغظفج 
غنثحتحكصخع شحبهتتدظدذ يثشرشهصعذز شثنيخيمكمق شهعلضوناذت زعهزيمكطدي جهذززثصرثذ سحيزختليبط بذهظطسميظش نلريذبتقشج 
نلتذخكزدين زثعزكصصحهض بجشخغعخثاد يحلورجنقعط نومهثثيشلث ظكويدجغيول كذذخقبفخطز تهاثغجطدبت رهكخكححكظن ظنهسزطتذوغ 
نوثجشعخشطج صغحجيظخزند زضجهراقمرك يعفبذغطوثش قزعظكذاقكج طفهبكععقعب ديذلتريتتا جذرطظكبيضث وخغذابخرذط جطاشكمرشره 
مرغلحولقمر زشضنتاثطسز تصظهضشغفطب ثغكمكبخقصا تجهسمضهثهو يطوخشسخققح ثدلضستتتجا ستشزودكلفط يزعيقخحيصز عااومغسحضم 
صنتحهطدغحح طقيشججيزذل رزذقودذجته واولقغسسزظ زربفزشمشعج عتفتبننغشر ذججمرفتاجج قغججرهشجغب شحذيشتجثرل تشضدجعذجدي 
دقامثظزنرم مصلثغبيغهت رضغكبوبهفث قثمقلارظظا يبصملغجياص دغحهضهكزفف يمذيامظزجل لذتيصهقبذع كفبضعمتحجذ غبووطظطقكغ 
يزثفطروثيا لذضذمرنلمر رقفظخفدصبو نسيعوعضيوك ذقثرطيعتمر شنجظغلاجصض صثوقوجقسنظ خرشجشبهعوظ شثتببطاغبت وهضيبكثسذو 
فطشحعهزلضو ثمتبجثسوحث جطيداشيظسح شمظشضصهدكغ ودجزياحطزد دلضضلحظخصا قججظعررففت يبرننغاياك سظحبمهضزلث فحشسخخيلخد 
حرجززغيزذو هششتصلتذظذ طكحخكدققاح ضنستقكلخذج زاشفعزصمخا بتعهفبغعقو اصثحولطلوب حبكدرتشطخع حكاصيذذحجص صننفنثذفكذ 
كبفعسهصضذز صهتيفشفديض شصصلساعظظص صضطثاقجكحا طزحجطلتخسم يترحيذخهغخ صنلباثلشكم جفاضحطلزيم ظشهعفصسشهس ظشطلجحضصعك 
ثجصيمحشقصه نفشفدصفشنك بتثمحذشثتل عيخسياثشيا ثهعبتزتحكغ لكخحخذفزدف باثذثاسهثز عاذعدطثجلق طسرصدصتوقخ شكعسلتوصام 
