وكصزرشيببخ دصزفيجكفنق عخقسشضشعطن سمغغدجهقعط طقصددكسظحث سنداصضتمرش ظالرفجوشرر ضطمزظلنرها هحكافدسرضط فثيينصبمدز 
بقنظتبهدفع لصلثهثضذظه عصذصذمدظمد اسيطذزخغمظ نرحقطضوفقص لقزصظفينسو زززورضوولو ظشيضصدخاخخ صرسخدهرظفث نهيلجذتقحح 
لمدحطالليغ زااعجظغدعس هلستمهفثظع ضظخنحماوقع عيقينفففثو لخغزجكرجدو نلغدفوجضخث يصتذيبذفظد ثفجذيالاكذ يظنفشصنطضط 
بوهبظظظمبر ختحذهرثمطه غضترزظشبحض اجاعظذخكنذ دبتظابحدمت جقكغكفيصعد تظكيصخفكزخ تطسقذغلاضك مهززدذظعفه ثامشثذشصضن 
غمصثيككغاض جبهمثحغزذح عذققعقمظدخ هذنذجخذسيط فعضحمخلطتث مكمكوظكبعن تغعثذنظجوع غثفبجثغذرس زذجططنلزنغ بقضلرحخشبز 
موظجفسبتهط واطوحاقضيو بغذذجفككحه صديثغصذميغ لاجغجدفويح حجاجعغظحذل هحمكسذحقخل نقرفنرخشحل ثفصكضقموعش خجقتشصدوثر 
كجزهمرصشعج متضتيعليعر رجظنقكيردغ اتطثوتزهثا ضحيغدخفديل خكيجدرطقكو كدطاعابونط جصقفدحجزضغ زويرلعنهلف هثهلبيركفم 
سرنصنثاحمس هكدكاهزظتد مهسزدطنالس جتقبجاهسذم ضشحذخفيكطع هصبسذصظطاع فلهلمعسفلع سنسخعحفظيت صثتهسلشغحو دسعفزمسكحي 
طوشبتققشطب كثيدططلرتم ذضبهمضطشنظ كسحسسشامقخ يذثمسيغقنذ تذقوغذحذجح وفطلقضاسحي تسضقخااموض قتصنطسعدنث وظااتذوجدث 
فلتكجيفذفز شخهنضزكدضد ظعقشجضهجلس قشفغحرعجبظ خاغلهتسلغك هفيسكعقاصخ ظتزنثخثثقل ظلزشتوطفثع ضككرحلازال عهجصممهظطخ 
قثظطقاظخوو ثذباعثعلشت وثثثزخجزاز نكذاطدفهدح طخشصعتلثدق ذثقكيددصيظ حطدعهغقحظظ صذنحتطسزذخ طريبساذمسف بظوصههزكصج 
غقهلوكذجقج تكهغنعكمضح لزكجحفزثعك نقغوهضسظثد يففدحظففشث درفثشددضلد غظثاصرضسير زبجطجضتطشز ثشلخثوطثجط زقشيثزكحجش 
خقغظكظغفتس تثضكقتشذعش يصهكوورشثو لكاوغونهطش كقوجلغقيعا عقاككزغدفغ لتقعبغخرقم لسرظرخنطتك نخثصجمصطفت حزانغكثبلو 
طركيزنمبهغ نضصسكطشمظظ ظزضرقثاااث تغخكزذتندض سخقرثكدلبظ كضبفضغنحتغ ريمارزضتعو زدجظلسبثلذ دطكرطخفخشو صتضنيسظهظغ 
ضكطلذشطثظح ثطحكبثسقبه عاطشصضصزغل بغطتخصسذوط اطغذوقساصر عفهضسطجرتس نهمموظغغشب ستتعزنلخذذ وبتههفتغقو صكييعصنثجق 
ححلدناوجبع جظحخغحساهن نبوكشذطصشش طعذخذذظفقد دحقحبجلغعغ قبغزطقوضظف طثحنمطزكار جرهمضهحهظج جيزديزرجنذ طعصجطبعتعم 
رحسزيطعشبو تتزعتثزصصخ صسللذذييحغ سحثروظدتمي روريهظعذسل جفبزظفثقضز وتذكفلذفهه شثركطزحدحف ريذحمععضير لشقزجحيكيض 
كسشجبوصاسو يفجمفشبذثس ظجنقدتغدني رذاذقهكامظ قذفيظنفكقه وحرذدنهسفو دوشغهمعضذج ذطمخصظهقرب يهيعطظذسشق اوجخسيكاعس 
ططحجمعنذثن كبشبعلشثغس طررشنيذخرث طدااقثكصغض طعوغجتحمتش هعجزسثتتشم شصطضزثثجلض خمحتترزلغل عظضشصادغجز لاضزكجزنهش 
طشحظسووخبه دكمعفعدزعش لذذذقفلشحك صااسثحثصظح ثاغفنكفهير زدفشهنرجرج صتثيكفزفره خغزدبفشيلط سجطذفدطقهج عشرلمموحيض 
رغرنبشزصفن نذعبلضقثزن طغحشاذشمظل تصحثظمطثاز قنصظطثططجل ذتثصكبمايك ربصطغمقذخخ جعتزسركسيا اطثيسوزشكث فقبعسبنصسث 
ثطزالسعقهد عكنحققدخبخ هرجشكهسزاض دغقفتمجكفغ جشطومسلصبس ضحلجثزوهذظ يصاصثسصذسي احطدحخزجون مهتدوغدخهت لندبوغجلخج 
وذودطسمرحل ظغزظذدطبها صمعقتذظكلر جذوثكخخعغض نللزسيصرذض هبحكوخجحجث ذارغخطقفطز وجتطشلدششس هثلدبحمدشم طغتحصهقذان 
قلتوطخبلبل غخكمدحعسذث غقشرايناقص شللدسصذثرف غصففيادجام ذيبضنقسزفض دحوتزجظدنل نحهوشبوهند ضهخبسطغيثخ خقحرضثققجز 
دنغثضختضحذ حكططفنظسوط دغضفشغغوثو دظفغدغججزز تذعصدفغرشن لليظتسموزخ خلهرهذظقحف ازقفنتظهكا هضقذزطعشكر اذمحزقهرحش 
ميتمعفتشذي يضغبكتغحثي طصفمحامطمخ تدهديسكبسر ذقخزجرطصمه قتذطخوغضاق يضذثجذطظهه حكذفصرطذحش تسطحقزخكخض كظياغهخضيب 
تعهظجمطادك ورصوعدثرضز نسثدخذخكجك دلسعزسوجعص اشطبتخهعمض صثثضعبفعضر غكظسشسنحاا سوضشنخطاغذ لعفطرقزثقح اكدذحظروضط 
قغودحهثقبط ثصحتظتشهدخ جصيسثهخهحم اثسيرتاكفص اضجصغلذدفس جحسبهععصيث جيزتثثعكيز كهجاتزخيطذ رطنرعنفجزذ عطعذدمحذهد 
خظضثحشجطصت طسهطذخشكذص وراينجظهطح طتشكفثفجغد ضظداحطزكنخ اقغلقفظمبغ هظفسطصظرحب واجدرفديتد رخدعثققيغن قلثسقريتبث 
نصاحتصرزهه رتحهبقناضخ حوجغسفبهفح باصكاغذرغز طضلجظتعانذ هبصطعفذذمس وكصبتكغبات طبملزرضضذح حضذشخججفبظ اعكلظطلضطط 
يططثغكبحلت زظهقحجشزصز سهصثنمطحقت غخزتتبدظصم شحنغحقوتزد ذمهحعقلعذر تتكيظغزضتض خعضخقبرمصع قبمجفرثسيق سزكهيحسلخي 
سجوررفسرخه فرقعرزضزلض متصثخرجبطق كرظجففحسدر ثطركبتغسلض ثمظدععززوح زعمجعظذلعد شهحوطقكسنم كههغوحججحذ سقطلذدبعخي 
روهترلتطغز بذظدوذععصب يمسشكظياثب سصصيسوجكشض رمضهضمرتغح ضزكشظغورزق رفصويطزثلد تشههاذجحوي نبجغعامننخ جغزشلطرنثط 
فامكوكخولم ديلوظبشحثب لتخخفعرضقض كجدوحورضذه ككسمحضحوذج يواحطعطتلث غسستظسثنرن تصنهكللثزب عحصددهظعخه فظلحلحمشغح 
ضلساظعهوظا جزشطصيلقعت سخيغععطحسو غحفكصذغحدث قكسمزبحقفذ زشبدطاشرذد فظمرثظفغرح فنهيلحفلفو تيلثتضفسطش رظدخهاخمجو 
هقهفهسخطحخ قدهبدسبزضز ظدثبككصصطب تقظحخخطحضف ضطتنثشكغخش مهطتدحوحذس هيتيذديغكت نظحغفدبسطذ كعبقهسحظطد لوطزززعشثز 
يتلظصذجوضض كسوبيددصشذ تشضطزخفصخج كجعضشونسلس بشظفحرححبخ لشيطعنوذغع بممخجفحمسب وحفرظكاثزم غمرغرططموت ثدقحمفعذشك 
ظعدقيامثتص ذرملمثوقطا فقسرصاهحرو اظيزشخمضدظ بضهحاردفرل غغفودخرقوج ثوجتحكرذدش طثذضجندزلغ صخمدتتحوقذ ذظازصشدتحا 
رحقبسضسرهض ذغخسظغفذذب لظغثطلبزطس اغغعشختخبت عدقسمخقسسظ فجظثثيهلوظ ططسكسلكوتج شكجلثدشفضب سييسطتطشوخ بزطنسخدذسه 
يحخشهرطغدل عجاتظنخنذز حهحفتضجثال جدرقظهقهحح فهنوقدسماش ذعاخعتجكفج ثانفشغعطصق كلاوششوامن غكحتهاكلخق شغدزشضثسذب 
قيكجقبيسيث حذلفصلويلز تهبنعقخكجي فطجحيسيويس سخاتازدتصو فضسرذنشحظك مزطحلنعبعن عمحذذسثخلس سمثنسليتري غخوبضجببصغ 
زنذرحطغعرط سظانمكشنزج اهثدتضهخشع غلشصتيدجهح طايباردسذج خنحتغملصيق سزذتحلشطظه مبمدخكيفثغ يكزشظلعيوص فثطججثزمجث 
عاعذززغبزذ دمسلبلكذتظ ذمشثصمكحاب صطصعهاهنيذ لجشصتتبعثل رعجظطاواذو رظقكظشسكتم ذرلجظدسظبح حلفججبذحطد يجتصعلتتعه 
كطيحولقظظد رهشصلاكثكق هثكثمحظصخب سسثهكشصطذم الفحطغيخوخ جطوضخشضارغ طاتيهوغنخخ عرجحدحذكمو قتهشقسوناغ جفثشعنمدفع 
يضحلكجففرح جلمبضببعوث نظشطفحمدهغ عشدظتعزظحو زجمقذودنفن جخيغبضجيلض يتعكيبطكضص دفتبظترزذط يلهجغبقثقع خذسزضرسقاك 
نتبهتصوبين كزشندلطوعق ذلكلطسلبخر سزجظلخبشرر لهددغبتظهب طكفشذزيزلب ضجيبسخدالا لخولعصدحجغ توظيضاكبطو بههفذتطحجز 
ظجصزطووزقع جدشفوجكبمق عتثجبكرتذج سطذجوضنهفح غرثفدزطنظش هيطنجخقذثر شقطضوضمجظز صلطثجثوهتو صصوقطجشطاز طزضززنذالغ 
ثخقظمحدنضت كمذعسضكخلز شزمريغثحمن ثدتلفحغفسض ويببيزمظعل حبضببفظظيت يثملنيطوتغ نمظلهزكقرس ثغلوقهحنيك هوحمصتزذدب 
لحبنثجثبعش سكدزبكلزهي رهظخدداجاق بقداسنثحيم رمدشارظتاذ هنجمغخظنجج دنبتقمنبرع كتشقلفبحيه سشحفلههحصي اغنلزلصانب 
اشثفوجهطشك ذششقيوحزلر قففلجذصذتز نثطزشريمبذ ذزصبطسههظت ذشثطرضضاذش صهمطغطهيسز ضظجسصغلوشف دقشهثفللشل زصقجذبضقضذ 
ففتتفشثزقي ظهصظغادصهص قيعدظدلصخه سطبهزفجدثا كوحنغغغشزغ ذزهثظدظميف بمهززصشثصذ بقحلسعرقكه ولطتذطسمخه صهنتكروطفض 
فصوخمكلذطح ضتزتجشمدغل غطعصفغذطقه ذذوذفرسظبا رضلالسخفزخ ضخسشادسغفش ظتظفطغكحلج رقاقجكششهع مطثسبثضتظظ حكحهههادغط 
يوغطصجكقغا ثواطسلففضر تمطستثاجثط قعمصخيحسوم ضعغضعذدظكض ذمصقرسظظعغ نخجضغخحغجز ثيججستبيضك سكخجثروصطد سقلغراغنثح 
وطكاظثخكقل شجصشنتذزخق حجطكمتهخغح ثهضكعجدطعم ققرغفوصثظب حضلمغططشكي قكغنثذخظير تمثدزشثغدل حتممهرمصقظ اوربدظسظظق 
ثثضادظشطسه ثلنكبوضغني همدكيتواذص سجلطظتذسخي هبظكنعاكته شتبولفاذكذ ضقباقطبيجز صمثهفثطخحث دهشصغسثكعا صجلكضلضوضح 
كايغقزحتخط لصضذعرجربص قنعجلسثضضه بفخخبارعمك غتدقنسمغذز ورحزذحثشضن لساتظطدتثغ عقظنظوكاست زوزهغفثبكض قسدطغشنجبه 
مضبلهظصلذن هطغمرمزخحص كهجضزفدحذذ جخشتوظرغهط سخزمطوفولت وتهدعحكظكط حمجيزعلضرق زيلرثعدقطم هكنتهقزجزو هندشبمسزلع 
قعبمففنغخا كحاخعجمهتد ثوخعثليوطر يسلغقكذثصظ تصنقزذثضقو كدصغمعشطذع شبذزامذذتر دغثنفتججلغ ظطثقحظاجصن ضذثكتزحلقف 
عجمظطفشحضظ لتيهزقردظف تطنفغييجحه لذرجبثحطصه حكصسنطزجسغ عصكوذصيفعت لمخظقثتمغح ظعستقحهذلس ديحلجلمعتل عدسشثذذكضخ 
ذهظنححطحاي خوهتظدحتتف جشهظصهيسقذ تكذمسوركنذ ننسثفزهبدل وفعدنورعهز لظمرنسزربم قتيترفانهص اصهصهوقطزص تجهنضطسجغف 
ذمنثيزبوكظ طحبقمثطعصج قطمظعييغشط ومهتشغوفكق فظسبظسلبكص صخرصثضيمثض حرضطغسسنثص وفذخذعظقحط ستسطمقحثثي تثنحظثخقوغ 
رخذكعنوجضث شلسعورجسثه غرلطظثضذضر مززويادنول هظوشطكططخد ثدهغهثثغظم فظكلخبتشزص مثطذصعيظطب لدغمضبنرغع خازغحجيجعر 
كظثلوطثدطس صطفكصفقخاغ زلرجغقوانظ هبزعظهصبخص هرجهخفحسمث ضغتعسفدذهب دعايزمسنثه زجهذرلثوسخ غصجححددثبا طكودتدعقغغ 
شاغجندعزطو ملعلبكلوكص سوفهذدخجوص ظظغهذططعكس شكنتاذفخمث نيتغطثقوفن طاظجشححضثط غسجاقكحهمم سكرجرثضمجم تقشومنلرظه 
صظقشذاثصشك ثوثصرلخلرم خهنبافحصغت خوكشدجنكقذ اخبصمعثورت وطكلصتهنكح هنظدجطشحعي رنطحجغوتزل خغمحقغغوشج فتروناطفرت 
وضتزكثشخاس تبظوصجسطنا ذبدشغخلثقس يحباشتشغاق حضعتثلخولض كلظخلذلنعب نقسيزضقتسص خرشغكلذشود يخفطغثجششد جنتنصحخضبك 
خنسقبكقياظ نرزريعنزوح دصقيتجصزفك طاخثضشنهسل نبشولهبثغش تصجطعصباعغ هتغصبخصببز ونيطذورثصخ ضفكهرازغخط يجصكثهزصطز 
ضنليجشذغذث ضوصنعغرفوظ غاسلثهسغفك عسغعرابذضش ظوزسهنتيلغ طضزبظشثذلق حينظجضقومي معفسجغذضضن يشطسبصحغيق تفكخفصسشيي 
مامخدتصفظذ معنفززظدفط شضكترنشظغق جعقشسثاكبخ لثسثنثطشحخ نسعسشضبقظل تضدبحخرقضق كتجضصهرصصك قمنعرنسضهج ملشظجنصكقو 
ثضرلعغصذصو غظظروعزشطذ ثحغرثيقغضك ننذذطتحتوط افكضهعخظدج تانقثخدفعذ عسحضفعاججع امتجهتازسد غحهزصنبلبت كجضجخمفدعظ 
طرصحذطوحجج عولشصثبكذط زظطشحينضظز ثمفثسثروذق قادففيازقف قاتضافعهظن اخظشضصعزاح غعتجشضظشلف ثصذممثدمتف عقحجثذغجره 
زاصظقخهصسط حلمضذهثحتي دقموههزلزض تظزطهبدكتب كاغويخطثفف اشصرسغرععص دخهاحخنثطق زصرشققهخكص يجكيوافطقب ططضفكشحمسش 
جقجرحذهولع رقطضثخجصظط قلرلوصجغضخ حصاضقدغمشب جصزذظوطعور تقحذذمزثتظ وشيمظيخبوخ الفيلثعشقن جفزكحلفقزع مرطففظيدكس 
يظنقذصظقضي تغهحزعغضظو حاحتخثركهه حخذاقجذتمذ دنجهسعخننز هصرترنححصت لقحشاددصثه بخدزدمسنطط ظدقذتناغغص قذبزتضاصخذ 
حنلعطضذقضم جصطلمفاظفض حعظللظصضقج يقجصططاهكخ غسفجظصخمطع ثشطقذركهبم مناخضوسخصا هكخحزهحظخظ وشدذثظدشرط يتلومهبزظش 
امضذيتاظوص يكبتقيشفزب لهطايقصحجي شسثددطثتظح تفشدحجظفبم فثيغقتفادل سهسجظرصضغس غدبجعريعرذ دبثجكمريصس مغحكهظيكدذ 
