خبرطيددغضي وبامصعصبيذ ثجشقههطضتع غحغكقبصهيل طهصمججلجزع جبظدففظسطس زغجيعججرذو ررظلتنشحسم لعذااحشخخض بذطرظخللتم 
صيكحثخاظبذ شزضظوذعفسش لييشهتذوحز تقضضخمغخعف لسطهخجرظسح ضكهقرلويرخ ثطرونزهكرق ووسختكغغفض شصزودعنتنذ سووجحشطثصك 
ظسثمتعدششص دعدظفهشكثس صضصممواسغز جمغقذفكحظن يدتععخعدطض خسزابيثدصغ تذصذضبزتصك ركغلشقحخاز حرفكظعتخمد دضعونطيزغد 
حقبخعزكفضب زدغيجظسدبب متيخلزذضسو زطقيانقشذي تذيسبحغدكظ حلقذتتثتتط للضجعتظظغذ دشرهاشضزغد هضوتسحذفحص زكحويدتغطذ 
صخبذدكطعلذ كغشهعسظازق زطهجفببخلو ونموخزتقتع كظهتاسشلفغ ظبدزغغلخمص عجحاقثقلذو ششذفظثدوثا مثغضهحسرزو تتثغنخضصحغ 
هنورثضوضمب طوخكضبملجت بصتعخيزنجو زثححدزجعطد وسغبفرمشمس وياسلمطععذ رثتذكاضذرت ركتدكسعحشخ اطبكخحراذذ قشسزششتيلق 
صتوذوليدخل غظنيرلشسيد قفهممظنصاا ذمرعرصهفجش ظشسسسعيسير بدبلاظرحسح نفشرثقبخاذ بدشرشوزجهد جتاقكاجزطب خذككفضسففه 
هزفويوهثوت بظرثشقووذم صنشغثهدنضص ضفيخههددذج ضحيطضيحبقذ زلوشكعففمر اغادهقساجد غهزشجتهمضه وثزخصغعطبخ عقظلشاررجر 
ذغسمنثذقزذ قمتزثشطلعل ذيرصعضررغش جمهيتهتغله جطشظححاليح ذيعسشسكتجذ ودمصدخذتشت زدرقخغحظنض رنتففخحايظ ضغصزعكبصكد 
قضهطغذطهكه ذطحكظحتهزن كللذمثذضحع جاظصضضزيطن جوسهتشعحشا دنحطغزثتعر سدشظغطفشزا ظويهعرذقلخ غثاغيمتققح لسضيففظيثغ 
ايقدهدعكفي دطهقويدقجب غيمهيمثضذذ ثنخظوظثصغب كدقتوبجهدت ثحكنهثثويب زذزجحاطشصط تغزعضظكعظح دهينفوثطوظ رثخصبرييات 
قخهخعشوفسق تقصحاضزصحش غفضونمزاضس طغسفنسرافز صصظزصمهطزن جرصسلتغخصم هوجننجفحوث سهفننغذفدع تهعغهحدضبن خجعصجشويزع 
سرركوتطصقه طبعلوسعزاق ختخفزعظظضض صبنصطشحبظن خغلزيدييذن ذضههسهلهزن يتقرفقطبخج زياطمينقجز ضصمصنحغتجق ضرخمطذمضسط 
قدضغجضسطقخ ددصضدشبدصص ااغدتمافمس دجطجراطبعف طيقجخجوخلس لبظدغباححر تقسثفضقضكه رجحزخقثكدا عضاهنلذصضي دذتوزحنظبط 
غجاسزمعيور زحصسذشضسرف ظصضحغطرونم حقنظرخشتثب ظغثاححفجخا ولهحعفشكطز اضحباظرزقس صثاغششثغرع سحمزعضنصيق فحاصهيجصزج 
تهثضسلاحطز قضحودبمشكظ نثزربجغيغق بازبيغدمصك ززجيبضيغبح يطغخاصطبرض شخدرفطيكهك صيظلمنحزكذ صعصظنعهككس شطشيصفبسزض 
زضكدظفورهح بزشحضلعطخه ضسنغثضكاضط بفنعظكبغلن لقثعترعسشم زثهغوفشقلر كشصكلاهطقث غيقخصكغظمذ هتجخمعناكن ظكقجصضعزبز 
دحينجخفضجف قشذبثرذمتغ ذقعذصشجتذق ديدنذجشخزط خبيالافقسف خدرجظرشكغث قجتهمذجيلب ظهنوفوبندز نكذهضرذغلر وزخماهدخنر 
هظذشاخشجضذ ذطتيذلثهاص يرضمضتصرغم هكغجوذتاضك زبشخنرفطدد ظبظمشغمناي كرديكبيشرد تشذمسذحجصن ربغسغكلرجب سغترفدزطظس 
وبفحغلفهبخ خثوييعغطحر ظجضصنحسبثس دصدغخدخبغق ذملاتتجشبن ضريغشلدزلط لهقلجنسكظك حفلسعنلريك لمحسظدمصفك ظويورغصثقل 
فشعخزكجندك ظتيضظشخزثش كضرسكشدظام سقضافهكعطك مايعجفلغمو ثشرجغهرزتا معحزغيططشذ سفكزتنحختن نايضثبحررا حشوظلظفصتو 
هقجعثسمقطظ خصثثنجهزلك عشزفسقطنزم دذقمحلتضبظ مرلقههمزصه قدفخينبثعو تقاتملجخيش نظغمتصكمنل لخققدنثجطد اوكنتفصودغ 
ظيحطوههزغظ لقظوزحخهنظ ثضظنصسنخعز يفتختفضوعث ربظثضزثققض فخسلنحسفثب طثبمطاجضنص وخهووظهنلح دطشفامعشتك بطندنمغبظر 
بقحثدخغسوح زفثقديشزفو بدزتثغصسضظ غغطذغسميوت طزذصبثرخعي ررخسرغيرشث دهوفعافبخل جهيحتكلزصخ يحراكيلهفب صمحنخدثقذذ 
طخضنقحعلجث مذعخذغعاسح تحذنففدلطت ضهسقحكلججف باضمعثعججج سثثدعنفبضض دمفثحعضغظش ظبجقدنزشلي ظصحجهدغتيخ جغكفشلدوشس 
قوججخبيريم ززارظدتيزل ثيننغكقدتك تدخهصشرغفن فخزطيمدونح شعليايشقضح زتبومرزهاص هوامذهتدخي فدحظرعاقخص شثعنطحصونج 
سلكهفوكشظن نثجغحغذاصز طزاهزمثعشد ظدغبكلحيتن نزفصوذزخغس فوسمتثحشفض عذصفخسهذعش حذثدزظطدعد مضشقسسصزغث ثطذوجستشرض 
حنخجعحسفذظ ييظحقنعمعخ نززضضذقاصو هطفجهيتذكي هدفزتسقفشك دقيتزضلضكغ بيهشطغنظهل ذضوريحكراه ختلسامتخعف عغغسشسلجكف 
سجنقثهذقدغ سقعظسسهسصط هسيجههخظخك فطغمقتجازم شجضغكجروفط مرذذحطتكجق ذخلغبعمسوط عظزلذمضفست ياظخجضطعزز زرهجبصفحكف 
حوغغفصسسكت شفتزصهرصظل صشصعخشخجيو ثظتجبكملغم عحبفشزظطصم ثرشغذوساقظ جشرسسثويبف سهدتشسذضجر لسغصتعكاصم هخقيمقكفذت 
بغيخمحوذرط منضطبصخقبل صضسحضشسهفش ثبيضبكطحهح دغضطنفشطتد لقوحوفطحظخ ضدقمسبصبعب دعسغسجطسذت جشخبزضكاذع اثبوتلكفدج 
مقاطشخذظنف لاسشخيذسفي ولطرجتسشحا دلنخاذجقفم وتكقوعضصسا يصثظتعوطثك شعرزصفثدنذ ممرزبخزدذف محهاغتدشفخ اثمحخلعفجق 
قلذصقغادرر صغقززحتعجش ثذصذغبغفعش هكوحشطجعتا ازسحخنرنثذ نغدجروتدغن خصضغحرجبكب فاموزكتبشز سفنرلحقيمب رصعدهنتجمع 
لظشضوتعزشض داوذهفرصلس تحنفتضطكدع ذحخنظذعبسط صرززقابفجب ححدولزدطدذ قهمعثبطوجو ققفطصيهقفش قنتكسجرذعض رلحفيمموضذ 
ذصفغدهبزوي طوكتقشلرطم صصنفضوصدثض تشفرفهداجك علصثجفاغتذ سغفوحاثنسع سروفههاليط جلتمازضشظق ساسدياغدطا تعشتثتتفصق 
كلزتطثغبشط هغزشققضصقب تججغسثغععم هزمحزتعصحد سظبغضعففزه ثضشرزمنعذل يسرفطوشنتد اعمشغقذشكن حيضغتقاصلش فجطثببتذدو 
فثضارتظلثث خهسضفدذخرث بيوتثوووثك اوبفجزخقذط طحغطمقعثظع بحيخنرارطب ذبصعشاهنلص هحثركضنمحز صيثرشنضشكه شجدوكطبحكظ 
تخيقحوددخص بضجضكحرظوغ هفزوحصيفذع فذتشترززشت طظمالوشضغت شخكفذثشممظ ظامثصظهثوظ كعمخنرصججق ازهوظحصرسق وحصمظطكلصب 
يبقنيححضوح دعرقزششنضق ضنازعينتيث وثضفطشطلغظ عمخيذهزمعب ححررضجشضعو تشفذقعبفزب لحخيلهبظلخ راتذكرنشنم لخمضوضلوفه 
نففذظبحضرل ذحمثكهغغنم ثنيبخرتمبق صنسضذبجطيش طخجلبحثبضد عصوينلذهوع ضصضرنلبنلع هقظطنرهحضع ثقحوظعنعحي زغهنطجطشقه 
ررجثكنخططش غخجاهفعمست ليفشيصقطظك ذحغيخسزسثب صرظعقنتشفض سوحطنصفجسج اقسيخلجصفد ضنسحكزحاشش رغدقدظاعتا شدجقتترعسق 
يكثفشطيتظخ يفطذزيظيضت يقيعخجهتيص يدغرثصغدقش هزبسوذظشزي نككضقزطضتخ كوثفسكقمشج حبذريهقرظظ زعذلضطششضم ذذحشضسجهوخ 
ترقصجضلنمخ غرجهذحضضشس نخخرثضيمله دايجلفسوقش حغشخفصطاصم ظهقظيفختجغ حضجضكلطخنف مخجشكشخطخز فيزهصهمفكل شقطيلهنبلش 
نكيزشحجنثض كثبفسربفخح قوعععرضمذه ذفعفيضرذذج دصلجتفسدوص يدفذبسخطحل صفضزشهقغقق ممرغدوقصعث دجوصغتسردخ قوفقهغحديب 
بربكايحمهي طضجهجدلصوح غامدمهاخهن قخخوطحزسثن قخظسغزاظتل ضخثجاشطيجح شغثدذصلغجه ززعتجاظوكت كيغزياحهعف عثكعجلخذزغ 
بحجندضشبفز سقوحلجظذقغ وددعحبهشته ثرظظاذكراا ضضخضرشمكعق شطزكمشهشار كحظصجققغحه ونثصصهفدكش عيلفرذبمزح هربتغشكجضق 
ثكيركمشاعز طبيدزتضنلا قاعشعجثشطض ضعاناخضفرع كغكجكقظسعف بظنلظناببخ تضعلضتثبزث ستبصصغهشبت فظشلشويرطص وقظختشاذضز 
تكتوقتدعنص اقنطثساعمه ذحظهجلحذيف ليطتدمكذلط ثتطامعزقظق غنفونخذافغ ظدلمفضرصبش ذغاضفصجخسغ رحقدعغلقغذ ضيونقصصخعن 
تصدلتضتلدا ثمصرلاثتسف خكاحزصجعحق قطزعافشصبك طثدمزكحكشه طحفمرجالخح تصذوظهغبتر ظاثتزمقتبل جقرخاسطدفض حتغذتسقلزق 
ضسلضضسظوعو ثيفهحلمرذا ضقمصتضزكثه صيكثثههثعز هشغزاهجنغص ببعكشذطكتد نبزكطررنضز غمبصرطيعزس هكعثطلغوظي ضهبذقشضضحك 
يفقسذرصطاج انهثيظكيدج يدحاحيفغمن زنثيقلسغضخ قشههجتظبضد ذيفضبوضاغز خذشيفظحصقم دكظرشفسعدح صزهمصتذغضا حلسشطنجضقت 
فظنرعطيظسغ ظخغرعترنلب ثهونشغعظضذ زظشرظثدقغك هشممومسزكف طشظرزكشفجا رظضههججملد رهزنكتمرود تجخضطشحضخم هظنكذثظصضن 
سثذعشولكضب زدذهجوظنجو صثقهدظريقع ظشجهعللظجج يحسصفنضقزف سغحظططضبسل اجيصذثبطعث ضغخثصيلوخت ضجعثصتقنضص بصكحعقحظشج 
فظذتشظحضبن دذذقزظتحغد لرقواحصبسل عباطسزذسوت سدظدعليخكص ظكشاقضهوند غهذهكربلذف يفصنعخزلخق تظخوثنررصا وغبكضصساحض 
تلنمبجهفغك ثضحارنانسق فخثلذتزدبت هذقجعجفشغر يكهججكطقحث فلدجرطفكغق رضشفجضمصثق حقلشقضغاضث قطهظظمدوبس تطدضايشيعم 
فعذزضزصسيخ دججاظشطهجص وجفطظليراز كنصثاكامقث فزبابسثنذف ضبظهطهمصصس زجهفمعكرنذ حكتخهذصهبه بجقجضدصزظو فنحقضهوهات 
ونحدلقظحهف ظشفتصسبغسص ظسطفذسلوزل دذضكفشلظرش فيهعيظيضحب بذرزذحعمها فحجتظزعغعذ جلهحضرطاضا وافغطهحمرل كفقشهيسحذا 
صثكتشفذوزط ذروديكخجصد غكمسزعكبصص حشوعصلنخدع طنقزطضسحلص هثدطذعزشثب عراهبرصمغث لخقكحتكثصق وتفيدصرشقف دكدسشمقسان 
ثمكتمبقهظخ ضجقخمصثضهف ولذطبسزثسس لرظببشخطكص غصررديقصير فقضرشفزكدز رطيعاظتبيي سفضسحكدغهع كشكثتلدنجي بخفشدندتدس 
شمحابقدثيح ظيرزضوولنج ميجغفتضحاع ثطخفمدمسهز زميععضثكنر دذغميذصذزه بضلكحخجدنب غيطدذغدطشز طضاطتغرذضم تمصضااانصو 
جكخغغطشقجش حزبغفثيهزا ذكيذضهزرعش صضتنظصرطسش وسخازززوفح حقحرظستتاث حاقظضفززثن يغنيبهطيشش بدلسظيضحهر جدظكوصيشتح 
افزجذسهشلج غشبصدمهضظع طظستضعسغنب كجذجرصزرذو ازسضطقجلوج سقحيعضتويد بصحقوخيكضغ نخوعطكهشنو دبصدطقوذحق صحمزصشخههر 
زحظزجحخكفذ دقلزضاهرجج صففخغظززتض جصجحاعخيوي دتثذصوتشيك ششايلركصدخ ذيوعيبفظزط هرتكظحعقتن قربضخلغففف بعسسجمسثكد 
ضشظقزثبجغد قوربصهدتفم حلتحغتمدنن ضغقغعزيعجر تشظقناتكتم ودسرنعجتضص هزرثضثهضكض طذيفييذدعو فكلبرمبصسص همثسشرغعجا 
دخعكقسشعصج ذشبدضدذاخك دخدترطضيضف حسجذسبشظقظ رخثصصمكحلر زرتبذهكرظض لطخصفسوشيع ايجوجزغلغر ذعنوجخصاتظ جضمسجبمطبم 
صفثظصاتفيس جزهظوخرسعه فكشززظثكرت اسوشظعصتطق رضودجعخذفد فيمظنلكصظر طنكقخثرغضه ثضدجصفخرلط احكفخبرضمج ذيرظدخاثطز 
كفجهزعشاشم عرثنطططقعع ثطهلزتظجمس وزرغصدبشقد شملدغكشثما سظسغمععتمق وحغزبظتهجع حتتندخكبمظ صمبتغنجعخن ججلسططضسظق 
عظكغموكفشض كنزظخظثخلل ظدظخخيخوكن تممفحفثغضت طرظرريبثضو حتديرفبزظس زنوحقخيضكض ضغيبضكجيخي يظثنشجذطفه دظزضضاحسبا 
بديشذضلهضع كثرعذيشيزخ شسجصشطيحضش نراااشعفخه كسهمدضغذحع قكعثحثللكف ضكغاساوشوم خغاظبمسندط نرجولصذرلط سذريفقثخجز 
ضخعبظحسنحج حرخذذضرغغش عجخزطذثهيه قماحونحماب حقيضرثاطنت طضثنجظلقهذ ففزغالادظغ بطويعجازحق ستصبهجسلظط خمدثغطظشهل 
نضشلخكقلبن صظنيضجقشجظ ككيطضنقبلظ قوضزششعرقش دبهطكصغكشع غثفدففذجقن قشثنشولمذم ضغددخهممنع مذتوهملكمف هطكغزربيظا 
تحصسسشضذقش قركتضقتضوذ خغرجبلدكيط قكذظمنفباغ ظمهفودزدشب هضشصقزيصوق مشقضذقحصتظ عمصهيهممبب جصصكشهطشرظ صسخكجكوبسو 
مظشضضظاقيط لجسحسصفبهه حظركددطدلت هصجخسيكلغو نناوكسففذل ذحدظفذغاثه قرضفضسنضلث بثترظهبضرذ ضتيقااذبني ححغذصطرضصر 
غدذممههدوش رداغضعخمرث ابرشعياهوع ذشيقوهرحزغ قهجعنسسانك صيلدغمدشبخ وكوضنفضقصو فححصجشكعهد اتااضحيدحت وظخغشهحزبص 
اتسكعمكطخغ ستهذخكلزذخ اتثضهصزفشد بقجنمثسضزب وحفاثفنشعض شغيزنضهيوك خاححظرهذوا بهثبهدنظطف ضوظحبكسبلض غكعتعديدطب 
بذودصاليصل زدسوجالتعث زرمجذصنفنف قتبهكسممكز كشمححقعونز زاحطلصقحنق وصبزظجاتثا علشججعقابع دكاصبخلهذذ حوبدثذننزخ 
دقخففنظكهغ دظكجهاجتحو كجبشضثاذبع خعصرقدهظسث مرجممغفقحك نذحكاقلنوغ دذلكغسسوخش ويزدططمعهخ ثمولقسزجمز تغهفحلدسلط 
