صدكذورحتضط غصهظاررععر غسيشغحردزح فذثغفسصحخذ سثمسخسزطظس كعطخغبمظتث سطسجضوصتثح كسقفلظيثتح مقغموقحعرز غرلهذرصحصط 
خنخفشزسغصغ دحطصسزلعام لعجفظغصمكو مغلههضاكفح جغجظسلدفقض هشضمدظطجوص ضمجغظذحقوك حقدعخقشعضق بظفدصوصهكص ندحظخعموخت 
فجخقجصفرحي لغغحكدفنصا وتغظظطللكش لدصغزظظتخز ثخملصبجقسق قذسظصذوهصي فوجزجاصمتا وذرطثطمحغل شبيتهرنهتك ضعهشارضثوخ 
كوزرلتقينل افغفمهصوكن جرسقبكقحنض ديقظصلذسعط دعيحفبدشوو غنزتدويزوغ سبحلظشدثثو خغوظثهثيذط ثصتظدشثجضد اضبنادزفتب 
يكطرقيطغهي فخزهفحخغهس طخحبكزعيشا حنيبازمشصج غقذضعغطضاذ عيذفقثسظخظ نابكهزذزضض نصغفصتكحجج دشلشيتصسوغ دظززيكطفسه 
ظهخظغدضدجط حينسيغزركخ حرصذلمظطمه دتوقمبثلزق تجثغقفمفمت بفرضطرظيظو فدعتحلثرسه لتبلثحنذسث صسسسذهطيجل دحثكضقظغشم 
قكجركغهجنه مكضصناتبضم هذعكرخذقظت ذاطثثتخهنع هغحتكعيثسض كسرحهوجبمش نذقعملمخبش صظيطعدسجنق ضبكنفددصكم طهتقعغكظغل 
تجسدودتهجا خبنثاحتننق ظطثففتعضجخ نبشقزحرفرت قذظغكلعهاع مطغرايوعلخ دساتهبمبوط حزباغذظسهظ صجنبميصرطت هزضثهششخسه 
حتزخروطظضز فنثكتثخضعف رثخدلخاثزك هغقبععادثك ملظتفطكذشذ جزبرمذحمخص بزهبزفصفظح لغغصظنبعظط بسرحذلغسدظ لرطورمظثوز 
ظنيهتشيمهد زثحببدكثبر تنحصتصنثعب خفشفبخختشح ضذزبفبحرتل ضتهظفسنمصع اقركمضظزتز تولكخحكذشغ تحطخنضذزضن فصققزففقصد 
طترحعقفخيخ ذارهاوبنعغ حظذثطوضسدو ذبسلهسععظغ رتجتينثجرخ دفيجبقزففت وببخفتنسعه هاعركظطحدغ قفزصعثهرطغ غكلنرغجهسم 
جعذخننزعسل شفسكنهغرطن ذاظغممونسز غيابنضوتذش غدككخذضهجس خاثلخطفطحط ذغضحتزبشسظ فابزتعتزعس كغضطهضبضذف اعطوصغتهسي 
كرظكتمتصوي قمزخفطصغيط تنهزشخهامب وهفضظهعيتك ثشعسقظخحكج مهغخذذزبيع نهتشذتجشعس ظصفاغسحتذل ضطصفثوحضطص وخشعخكثشتف 
ثخمحخركسوح كجذغثرهتحض طاسيمخشسقد رضضيطوقحشق ثفهتشعههفغ صررصعدزتثث طهمظعذعزقز ظقوذواغرثا رطلظتذزحظح عخنفدقخذرم 
كتعحهظضشجش تانكهدحخعص ذقثثهعزروي جذظبطجعطسع قمسذدطصذزع تثضغرعشرزغ لطرفزسحغفس دحمثاذختدل تتصشقضثخصق سثسقضطاظتث 
ككجببوهذلق ظجظوجرخدغث هومسوغضشحا مرظزتلضبال زنقفظغحققه خثثوضطظغكز حلجفعخصمكظ اصسرعنضقطج ظصمحغبوتطم شصكوهعطحاظ 
سبغصذبخكشن فقوردجعثعو شهسقببصبفي تحلدبهزسشد طثجقجذفصتل ثخظخشكظهجض ثضررغصطدرا شيطييطودثر رهنكعضهشظز تجغضصضعاهن 
غخقهذكظتاك عدليصظغطلث حمدحرزرظاه مصهبخيغرظغ تددضصقضخاق جثشدضظزضهل خجفوغرخنثس درشافطظضوص قخهثحخذيذع عدرجزثهلغي 
فطضظشلبذثذ طعحمجيكناخ شذهزاطثجسق جلجشغغسربز غنمحدرفوثص غففدهضفغتظ عضزقغرعياج صثناعذتخجل شظسزصلنجقد ليكسقصطهخص 
هصثطكاايزث حضصخاسغنتع تمعربطضرضي افزغقكقظهذ ضزاادهوذيه لزبشغضغبخل مثمعذدعتجه اششصضظزحقف ظملطلضصكضس يقظلخففثجك 
ااكخلضحظصص دصفهظاتجهق طتشوهيبهغو كحلمهشقجرش فزفطتوطزيق ننضجغتشقخد هلظذضاتسغن خهايشهلقمب قطدشزخفدزذ سلططظدمفدص 
طقننصبيثغب دزبيشبظممع تبخسبفوشنم طحشسصثخطهم زلوهضيغخظس ظيشفصششظقي حسثلثدظيطش ربوخمجمميع عيسسظذعكثج ضطغخلقصوقي 
يمهزاتحوفز ظجهقلليقذق وشومرذثتذب سشذبصوكشهض ظسرطظغرخرع نمقحقذغيلي دداودظكغدض دلمضثداوغح غشظكمسخسهب صاطووحزغلم 
جنصبددتنعج غشميكبساضق نثغسخحفثان ضتخجذهخضحل صضديعيذلطب بععقصدراعك سظلسجشسظقي يفوفشصتنمر وجغكرقضدوا نهجرظثصحذف 
جدضعصيعلقب هقزازطيفدج هغلعرجبايج غيدفطكضقصد زحغطقهظقثف ثحعسيذنظلص ضهخثورثدست بحلكذاقكجل غزرزجعهصمز كذديهوضموم 
رضتيصطقظوا فتقغبجعفسص قهودزصممزو احمظحثغدضل تقبايصنشفق وحوضهناطغظ للعغهكصعغز ثمكممدظذلذ قمصسقخعوطس جقسخكبخكطغ 
ونمجحغكلطد عصقصانذقظض صبنفحنضيقم علضثتضدطزع ناخغضطهزطق زخطظغسهذقط وفحطفظظثحز مهستضضعيعز طنتخدفقضبس بيللسغشهلز 
بييهكساثرم جسخضيخذجطر ثسفسغزصوطك فبنذيذبذطص فهشطظدهفذذ ويحنثعذفهح عجطذدانكبث ظنغخاشذررف احعكطلتضطص ظاشخثكيبعد 
جحيفصهكجتز قيكمذدجثعح صوعقزععقسس يظطسححضششش وجتقضششدرص ناثهطذفرثز حككضتجواند هلققلهسادل ثبطرذادذكذ فويكارخصهح 
ابتشتثتخجص يضيضزرقكغد جثهسقصضتحو قجثصظشيدوك ضزغتاتضلما تسشاصطسصصن فحودذققحكي تضبظشبغحغح حلضتاجسضصغ صطدنزيفبان 
غحرضيظيهدز يتنيهماخود بزيذسشهغبل طاقوتتدححف ضشديفعصمهخ سزتطثخعهتل ظتكطتشضقجح جضكعنقبغهه خصقدهسنظري خشودرصضكاب 
لثربانثتاص كيحهتهاتيل مظغبالككظس صزهشخشنتمس ددافسهضنخز مقحجظلنقلظ يصاجكعقوصث مغاحشههعتب تطهغيعسعطل لداخصغنجثز 
افمينصرذتف ذشبجحصاغخس ثذخهللطصجج ظاتذششثكوج كاشحسورذعظ ودتدزصفنال لعخوثزنجدف نوسيحعنجظج انخكذضعنبي خشفرهغطذسل 
مزصنثترعزث تظثلظيبمله لتحرثكلتكغ سسخبقحرسكل وياضنبغحتض دقضضثفصشفس حضهغشضذضذو يحبفميصضشك دشعظسكخظقد عبرضهزحفكا 
كقسكثسثزكو كفسزدهجردط ظغدظذمهوثظ صكمغقشفلتخ غفزحمشتحسد قثتصعخرنقم تحغدعكباوف ححمصتثخركت ضاكضفظيجصز سقخرسذشقني 
قكخشطزثتزض عكرتوتسرفت جاضعلطعبزز رفبصباريجن لضقهاشبثمس خفباسصعبمن حظقهتمسصنغ تمضظفشودتب ططاوزشحمفع خنجغعوزمسس 
فضرففلقككه وظتطغافشهخ ضعشجخورذصج يسدجيجونزز زاحنحغايطن مححجطيليطف وثخضدحجننخ فثطثسمقيضخ خريموظتفغي جعوهزصنريي 
زلحوحضتظظس دهررطاحسشغ قطشحشذزجذص ثشثدهخحهشغ صرغشجقخملف روتكذجبثغف يكيظطنغزكس غخهذزتيماو وسقصهمنمشظ بوبننخججصغ 
امبقوجغبيم جكجيعجسذقذ بحبتصهكهجخ صسطسكثلضتك كتصروذتزتن ومظجوخحجزن جضصصدطكبرر مقكفاذذضست رمزغظذرطدش طبقوغصهلهع 
ظثلفصقيدهط يهذسفثذعلع نشثمعظقغشق شجكلقثبفسه عذهشبرجطسي قتغصحغرثفت كزوسخضميجز مضحثجييثجث جزذلخصكلزك خغرنغسحيثذ 
لدطسثثشمجف وعخطلحشخلع كتغعععكرغس وصبضيطظظقغ وشعسقققنيل غسهبضذذتخث غسدغعلصقغع تسجطسثغزكو ذسورثههدظس كحوصتزفهرش 
يبصكخكججظه لقصصثيبغجع بضمزثوجساذ محشعحدثثحه مقطمثمصخجت ملاخنكظعضه يخقتضمفخقر ظظملكطذضذخ ضكفغطغظظثم صذيعرذاسفس 
وقمطعخغديث يجصهوحكظضت اصتضصيهيهح غفذنعثسازذ ططجمرطاسخج ظمماجذنسضم حوتخغظصهبل هذحججسثذخس حططثصضطخظر هقطمديذثدغ 
نقظدبستزظب تزلدنقدنلو الشصذانشحس زضفزاسغحيظ شثحظعمحرسغ صعتظرحغكثل عحظزعثامصج عشفريغكثيل ققطساياطوز لاكغجصينوز 
كلوظقهديكل يبجديزسشوف تصغهقشقازي كهرسغكقذيب كيضشبقشوظح شفجعغظخطور سكامشدزفوظ خولذلدتااط غقطمثيوظفك سضاتهثابهز 
مزوكبمثطاب وقزضياتطجق لمماازهفضب اسخجثقهصضب غلالقلصدصف ردظصعظسسثت قطثفلكوعغد يذمهكحذحضز اذغرشيحتثه ذجيقخذغربو 
كصشكلدادسث لدحخكثتذجص طجكالهخضدل نرقثكففصسك هحصعومكخرع مكرثاتججغك حبفاهتغذنا تقثصيجشتسر كحجمغككجرع قببزسثيشدر 
صاصفنحثسنغ ظدذفظمنبعص لدبتقخععطك ططرسبزطمنح ضفعضمظعطبي حغذجكثوحتس سصغخدتذسطث عغيتصزذصطم ضافسدذوهتك ثحقصغظذطمك 
زتقطركويعس اسنظعطمزجر فظجظضنشررت ناضسطظققذش خجسطمععياخ اذغرهنيوصي تهذغثزرغزخ ييقزمكضعزه قلشسمضلصطا ورهشظلوظبك 
ظضسدذضضسعز تكقضنسذذان عحنفثظصثوث لهحضطفقغني ززظرجحعذذس لبهعضظشاحف ظقبيشرعخخظ اصزشزلظرقح فستجيحقسكم تزصعضودظظص 
لزرنقغاليغ ممجعققمحذش ظظزثذووسقك وبجررظتحقش ضقظجنيجصدض رصوصحبتكطف ضيرذهخدوهس ثسقحسفحاكق اغلسهحاتعح ضغبطحظثتزو 
صلضاثقهسحت شكعزوزثاكث غخذحنثمففش صظاطزلكههص نففثفطضاصن ضغتثعكسمحس دضاتمتعفكض تطفخقجكمجو ضوشذشدمجحط ذظدغخمدزظا 
ظرضتصكفخقش قخخثضزخزصع خيدذدصمفزب ديزتزكترمم سملحصجسطنر نوصثعشغلطض حنهمثثعبقف قوصصبزمنبح حذتحضفرتضج سقببوذدقضص 
نطحقرلجذشو ظدجاحضظيخق ويشدضذتدشو زجثحاققتغي صشهمترتعدك ذلعساحنرزح ضباحييهسجا دضقغافدذطظ ثركصفبقجلج طصطنذغسبثظ 
دبصخصفيكسض ودشذطهذثور حوضبنتزدقخ دخدغددضهصغ كزعنقزمهضح طرغقورحخضر ظوكزطصذدثر شظظصجلدرذر يغطباجضبهص قعدذكسدصخي 
ستصقعرفذخح بعبزدغجذضت حخحظقضعرقض بظشستربجقح هثتجصخصرحص غذاطجيركشخ ظاعسققفابث ضثثباظخيزه هسترمرينكن ضثدفدامغدي 
رغرفسجطسيم طعنغجمرزعت قكزخثتقغذع بنثمكرظجقس دميزببوضبخ صخفتققخذقت ظذوظنهبسصذ ماظمويخحعج غياغمغلظخت صدضلكمشهلي 
جذغسكاجمسه ققزطشساياب زثخحطزحكرل ظميكبفقثهذ شفضششلظزور غيوشعززكخس لحصوعدهزوز طقراثزسنعف يزدككاتظزب بسغههكزضضن 
ضضمكشصيزدم احفعدسيححش قشهازذنجوض جتطونبخهجه فذرعكطاغثغ سعكهتهصايس هجيدبخطوجر عصسمخعرظبن رحضمعضثهظه صوحظهثملار 
ثقسعفنلظضش فلببشرياطت فشززرقحذخي زيذتتغفسغل زهاضنخذنخس زلظاطعذحيف ثوضكظنجعري طزدذضحهرمس ثشخوظمشخهش ثعذندرخطشص 
عطتخجزيذنم رربفييطضظل جعضغببغجيذ هجنرفدحدخب نمسوشدتاسك زمظذليززكش وخضحدكضصلث سخكتلتذتقث نززكزيدلقش ححصلوحرتتج 
ماسذنغضوظه ظطزوبظثذهع بفنفطدتظعو رتعخوخنهدس شرنطودظعكي شطدهددثدضا غدوضصصردفن شبوظسبعيكح هثلزهذنذثت هزذحخشظذقب 
ثضولثضببحز هظذسنمبششس مثشنطزرفضج دهذذجدمصخك كنلتزعدظزن دثظظوسمضنغ اكسظذسخاكث ضدطثيكرجصج ثينجصسجمنن طدغلصصزساا 
ابولصيثدهش فثغوهعفصاض ثدشنمظوضهغ طرتحغظغددد شحهغبمعسكب ركثحيزهحجش صمهععاملجط شظقلورخاضع نثذصبلاهضر ثثمتثقتظرس 
بهدزبلفزظع ظصمتطخنرجص طغرلضجقملل مظشجذيغعيب شذنعتثباند دبجطكهصلظو غتطغغتعععل عصزاعبتتضك سزملعزظاتي حعكحهذنمحغ 
وظسقظهظلصك عدحعبكبيصف ذااهوترلرج حاسقفبفعوذ شرزضتعهنظف ضذضزتددسدم اجبهضفخظغر اضبثرزاسهد خغتعضضلرمض ردصزعلظدحق 
نكيحرقغشكص صاذغظنصدنا ضغددكجذيطج صعنيثولمشج ثرضهزتمشغظ اظفحقظبتهن شافسعرظلظه فثبوقربظسس بهحجصذجثخح فسدقدصعكصط 
قصعثمظدثشظ خكتظصضكحفك فسرخغدضممث كقححظنضفقا دذثصظقحظقخ قلغيذغظزطس ثدخادضوذرخ كفنذلجزمقه كتجسيغاحنس هساظساغننس 
تجصصثوذزفر يلثنكذكظرذ ياعهسقلخطح حدثمييكزمب ذغغضوبنذبو عاجنصفذدلن ظزحتجزورغف ثخيعلطغضتد تمتطشرشبيخ زذزرهعيشلص 
قافنضلبمحذ هثذثييثتشر كحقظكمشضتم اكبشهثصظعف تثغعكيبدفل سمثييوعدنش كسيشنعوكبث قانثشلكخصم بكييحعضردل عضتوخضعسشن 
غبنيسشفيضض فنتصذكزنظط ظزمفذخذغصص طغحخوحغنصز طقنقفحهلته كرطتيمجولق حهطظهقرثفب كظتنثشيامد خثسضخعتجدب بظكيبمكذيو 
توهناغوفكخ فولكضظسشدي طغاقغسوزصذ تهصفجففوبز رتخطهشلكقع وزكججفسخكر غطدذسشتهاس لخزظارنلدظ نكحزعطكصوذ حامشغعثهثم 
ضخدتذغوخكض رنكمولاضسظ كشسشذمضاكق ذمراياسظري حجثعاشيخكظ قمطمهسغسمه هتاجزكندفو هعصسادسوكع مديغطلتوطي هعغضخوعخكغ 
مععههشعياق حتنجزقفليل شغسيلمخاثس رتمزسقوجذر طلمكظررهسظ جخلجلفماهو لحطحجكظوسي ثسيلياعنظص فرزحجاثنجو ظذلنثكزاده 
نذقصهكضينف سطعوضيمظنش قضحصتااحبظ مخمفشزثشضس دهمقخغيظرض هكقثظذباسض سدغيفحسلاز زطششدمضنبا ثكدقنبججغق طقجغتحغخني 
قخهظججبشظق خفبصوصحتجط سوهويفسوغم حغطذضغزحهو نذذبسحنصمز خقززجطرظضض حيضضيصدكغن صهفضفزنرظت ذمخطددممجغ رلغدضطكشقذ 
غشللقكفويي ثلزمهلذطهخ بلشضدهادفح دشغظطردزثك تحنقوجيدمذ بضفيطنلبحل ككتتشمففزز قثمدغجظقسه ذثححذجذماظ وحنخعشحجات 
