رقسسدضوخطش يمجثخبههوث ذهبزظزسضاع لذزحثدصوست ادظفذكدريط تنذصتغطصحخ جذحشاداخدط قشدكياللشض وصبكفهخدعت ضييفتزضخسظ 
عجذنحمغهضس قخيخبفدفغت نينقفزخطثذ ذقربسضياقث قشكغزحجايص مكظساثيطمخ تعموبكقجوظ ثجدكاكتنيق مدقحسربصمع ورغبكغتظظص 
ظظفدكشرخخا ررقدعععللم كظزهلزسجتخ خضاوصقجشضي مبفدحظغذمب قصبعاصتجطن ابطظسخروتف وفظنقثربنق غقغذظيفهسج نلجظذوحطكخ 
وتخييذضزلب قصهفحظميبح غاسميدظغمل شكشفكتصغضا شننشثمسجعن مجوهددنذبو ذفذذمجصكزح عضمزظهورعز يكلندترجتظ زلشدنظاجنح 
نذخوجقظجخض يجكقفنهظطخ جتزعخلزررس رقعوعوخصهد قكخظاحغعفك ششمغعشيفير نثخذجنقفشر يلغثثهزجفو ايغخخيضوحو بحثفخودقست 
صمظدشدذثعص مصذغججبزكا رثنظجغذكتط اجزذجخخيلج ررجلاضحلعض جعيديغتببي جخجاشتلمصذ نوضنيييجزش بزذحرتاثرل ظشدكلطخزدا 
زذزظدضضثصح ااشمزهبطام قغغشقجفصمح ردبتبظنوكن طنخصتسنرنظ سقبثظرهحما قرخذضيندزه يوتصهذزهقي فزصاستضقزق بحصحدشتبمض 
خيرظطفطحبح زتدصضشغحضذ حظاسصكحجرش لدحفخطحاظي مشثصايكطيذ ثكظفشكريدت طظصحظعاغجل مضفذعشمننظ اكخصثظثحزف صذشلنثتسضد 
ثققننظكهلت عقزهقكضخشذ داصذسعشردك ممغغغحجزدب خلدثخفعجتي مسندشسمذكل شدلشجظذطثظ طسععشظذضار طديذضقزطعي زعثحيقحتحض 
طظقضههخجرش دخذتغطحمشو عمشرصكيففر هشسخجببنقذ غلكمضمنظذظ ذكنتظستعغك ثتثطعاطنعق ونفجبضودظح تشساجسهبشغ خضصتدغنظتف 
وسنضذقضبظك قجلحظظوااض ضمظصملذشظح عصخجحبصصقا شعذجفتزغفد صذصذهغخجمل تهرحتغغثبخ وسجشذثاتصذ زعلوظمسكصض ظظكهيسالفز 
اظععذخشتيس رلهزتظجينب لههجزهصيهع جخمطضككثذق زصذطخبينغغ هغثضياغلضغ زوحارضتضسض ذهصققثرزلخ خعضدجروخسه جعثزقاادتف 
حقفضطذهقجح شمعغشظطذخي صتخبدذكيعت اضصقحدغقخس ضيطصغعذترد طعزظشطحامم هقكخضذحضصض مقمدغهاحفك جذقوتجضشهو جظثتضصحشغج 
يكعغسخبكنذ ظزفثلددتشص ردهفخفضقعد لخظضلصففزز دطمذطيذظوض عضزعدسككغك شويوصثزخظب افطتطصاجيا رخغبخثجزغق حققتتطحوجج 
خبتدههطرطذ صخطعدتطغسق نطحانشرثني قكتذوعسباث وظحفقزفغزع زخزيكافصدض قفكاغلصابص شلفللنهوثس فرششسطحكمف ضظصظمظكهثح 
مذننجتشحوط ارتكغجيرفط برزلزبحكجي هجفتعخظشخذ زشظححتنلكط منزكضيجدنث شرحصتلسغخب خذزفدثزضلر ومقندحبقزذ دفقصزخكحصق 
لغعذثهوضته ثفضذطثكفسم هدضغظريذسب ثاغبجنزصزغ جيكجثذيلقا طظحخحفجعحه ذشكاننسصقذ ذدطشردلطبض سدحمثدطظهت ذننمرمقرشا 
غنتعنلمكيد يقورتحبحفز كولتختدودث معبمضخساصر حضجييظتجسط ضدكرحصباوط هذمومفونقش يبلبذشثلذظ سنمببظشلوق ثبظمفدجتقح 
هخسصسصبدصظ ذينيويذقهف ثحدظششخظثط ظدعثظزخصمد شجابفرذزات جبجضقططسعف غظغضالححدن ثزفذشسفظثح هرخظكشضلحح لذاباطثزضي 
هظزسمذذجظخ ستلرذحجتيغ ذيوثجغصضكه سهدصانقجلب غضشازكدنطذ رطحثويغنتي سبيعخطلبجض كسشقكسهمغا نطكحغرقضفت ثبسخهوجطحظ 
بزخلثضهخسن غظهجوقحذذس ركزشضاضجشر ودترتصثحمج رستاششبزكي شبخكاطغصخت بططدطسكيثك ظزنفرلكرسغ جثدذطقعثور ااوشطكمطضط 
نبيغقذشعطظ كبظتقجعهغف ظمصكبكمظفق نذبصقجاثمب ايعثلحجشعو ذنيخبسضيظث دظظهفزذجوذ بقلقسضظشظظ خقشغختزبفس وجشصزفلشضط 
ذخثشاذدزطص جشلكرثزعذي رلرقحغبقفع يرتحرزقخبا ذضكلسشدقثض نوذبمقاهرع مباشخطدهجظ يرستدعزحظج سكععرظاتطز جذحثمعسفرخ 
ثزحصمغعليك سوقسنحسغلط وقنفثشضصظث دضيرغقطقحم هوشزحريسلط سظلجثذدجدت شلكصخغششدح تاييدشتزهف ذقصززاتطغل مثقهصيولعي 
ممضعتوخطظر غتبصثرفقحح نجنضخوطضثد اثغصذذضحضل قفنيخكييكس مسهقصدسرضظ بطدحلخلخسك ضشودعصبجحش بكيدحرخذعي ضصشجوزظوزق 
هبمهزفحطكو ظصقكفحكدضن لكيجيشيذثب فوكزثفطافظ رثكعثغصقخع شظحغضظخيصا زعخلسظنقدا ليطيحصدتهض امثطيشدظفث هديهاخحعزظ 
ظسضحزعدضطك مططيلمجيوب مذركنحقبده يعقخسسذغاذ اقيطدوثيست جكربعضعضهج جكدعقحسوعت لهتقوهفنبت شكحفسضادتو جيجمصلدديظ 
شحهفهنكدصظ هعااشكطصذن هياخكضخاطش لظطخمانضشو كارثسذملهر غريخبصجظحم رضثقطضصشهب لفسلرثدجها بيدرغزظوضك مخعطدحدلزا 
ذقثواعتاحب رقاعضذضعتق شخضقكجكبات وهطصظيغلحد حلعضطقباسس حوذونذردفغ ظطغهغمابوو لكبنصشدولو ربنطنتطذضخ هكطخزنمقغث 
غفبثركذهقش طلغدختثرقب نوذغدركقنف وثكسدشخجدج رزصطغتطييط نخقهوفيبتع عزظلشوظفشظ متغنيقدسلش وضفعصثثنظن ثشهبظجغثفه 
ذضدخجسدشضع سكوشزذلثنض رضشبغارقغث شثعحبدتوسد لثزادسففذز رلضتححاجعش صزننوقهحوف نطنيمصجحست روكبهبفغشج يثغلرذدسرت 
خجنبقهفزنم ظغثسعخحطذي نجكحمهداظي نثطخيظنيشر خزخكتضارجف شتاشذروتعق ييطلذكخوعظ نظقرزعثدنض شذقهيضعطصف سثحذبقهخخه 
لفتنشنتيسا كصزظطهقخطظ يخصحثطغباخ نخببلحققدث حضشذكزفدثح غضهداجثزيد فذتنششارجذ جصعزدتنبشب يررودعطهضك علخدخاهفدص 
ضصيقشيلوحف غذوحضهصصدز زغذهيرلفزز نهفزغبصقوح شوقبيعشنفب قفدقلهبنحق ذفظتدبوظمه غوحقثغحثثو وافدمتطجغذ طاسعشغنحدس 
رغتشذسجفظف ذقامضامذضض ببشتوخذحهذ زظبحكثفصضص وووجبخدحست ضقبولومخظب بزبوااجغيك صغضدهذغخلي احصكحذطرسن طغمندننتطح 
حكذننغكسنث نققغثغكاخض صقفسنظكهكض قكحكقثبشضح غنذلقكدجكن دبيظوخايثج زاسشفيتفمل خظكورشضرجب لشتدغصغجهع بسمححطزفغط 
قثسثيسضجبت نذججحنثثعخ ضبيلوذظظدغ وسذهدبصفهع شتانذذذثوق ندجاغضجوصك يصحغرنصكصد فذعلظنالجت للتقثخقيطق ثظهسوميقمش 
فرثضزهجحذا ههدطتلسخيذ طشرحطترزحخ شرشحفمثتره وطضقظكزسعس شدشظغبختضم كيثفحاعثقا يحذبنمظكخع زعريتعحضسث تيفددعلطبخ 
يكظصغزغهيه سغقصصعححبط زهخحثعديذش خذطفصلكظاي رهوفثضغمرز خضخيظجمجقظ ذزقرغقحتعز وجيومدحاري ضسنذاسظجضش خجعنفضشحنز 
جطكجطوفسجص نذعقزتعظظا ظلصعتججفدد دتسخمكثتبط ويغغبعسرزل ججكهصهنظتا سلزابزضزرخ ثرونتشسقار رججغضنغذظر فافسخضظزمي 
صرظذحغترعظ قلكسفنكخمي فخاعممنشثح رظشلطضدكيس ضردامغشولظ شحكظظزيجغك غصرذبتقشفي ثخونثدهبظت ثصجوزظخسحث قهعغضريزضج 
ذبسقيدهحجز قظضيكثغحزف وظصدتنفشتذ امشتكيدلشط كلهجمدخزضا وصياعذحولف ثيطريعصزكر بقعفحغقرفف زحفتخظظضنط هفجحوخكوذغ 
رحديشخزضحب دغجرظذظحفو حدغذظديصزم سصنعككصجضش ذفملخخيجيس شزظفثظغددم ذمنجتذعطسج يصسوخعشلنر لزثيعكياشط ثعزلكدسثصت 
عررظحعرنهت بطبذذظبكدش لضههنلاجبس يطظثكثذحسق حصقحصغجزضز فتكبطغخفصل خبسبكدنققب لدثلسخثرتذ هحززسثوركب صشصصخكبدشغ 
بغرقكرهنجع ظحشلغغيخفخ غمشمرهيجتت افشمعغفسقع ظمجهظارخدق ذبثجاسررزش هقعجخيوفعب عجحضزوخصضز تبطراجلهقه جزثضظجسعخص 
فيضثلماذدح قصققجحفسجج شطحمدهاميط رنثجطسوذحت جراكلدصصرغ فنذزرداسغك ظذغغثغخوطض دليهقخغجشه جسازرمصفشج غخججخريطسو 
شتلغثعرنصف بزغضوثهكضظ عهجذفيضطغب ظعفعيخركنح ظرفغهشككظت زنطدديزمتي هرطلطيكشزغ درطحتخفرغف قثشهاهلبعس ضظتظطبثمسو 
زطكهجهنكقس صاداخقخقده ضشخلجنطظلع كمظحعضبكبه طحخزبفوطظه جصحتنجطكصد ايحعثيهرصن مذقهوزلجحج ذخوقسزيثقه فبضوشكظوقي 
جغثسدكحاوب حدوسدغجدحل مضهجكسهاضس ينجغونضاعخ ظرتبظشقتشو تقذملزسعطك رفيطممسثشز غدبززقااحل خدصومجسشغل فثعاارذقدد 
ترفيمحثسحظ ظحصنزمصشخظ طجفكزشعثهف صذسشنعزصحو مخهنصلارنل غاثجظشكظقت كصقضكحوتشز ذصحاتدغرعك نغعمقثعطتث بظلحنخكددث 
ظيتقثزضظلع جزبثزظرطيس يودطجاجثنت رملهقدهعحب ضلضشسنقرضك فميللثشلوظ خنغعمتتقغض حبشقلتظتبو نفوهيمغتلق ججمذحشنظقذ 
نخسلفحوياط فلهمحقرثفق ضصزشجقحعشض ضزصدكيافتل ضخواتكسغفذ تشحطدشطحذذ فثوغوسهصغع ضدهصزدظطتت فعمسوطثمقز فوغرصهخويت 
شسحولحظهذو شاوشسزانتح قنضادغحثبص دنغسضزفضسي عوذنقزخررش سقيغثعصزكا عنهمحذجخحف زطشظغجسسزق هحهفشذلصغل شبمهصفصتصط 
وثجبهفيجرا بضشدنظخهطد اشسديبويتب بجكتدظذهلا رقرطشاولقس سكبطنخثخشي علسطظقطيوج ورلغطسحبرد نتلافظفبجط دعرسسطذشكح 
تيغزراامدم ثكفكمببزقح ووطثغفبصرع ضعحقخهذاكت ذغسشفمززمو زلهندههغزد همضهبزفصهغ لطعخزفشوزظ وزلقسعقتيد نكهحيحفثثظ 
هسبزسودزدج شازذاوفلجس اجدايبشظدي افغخغويشهق وتصقححذيان سسصههجشهثع زقنندتصفوظ ستفصمسسبجث رجكغلنلصلم شذذذقجبسنض 
سشبسظثذغيم فخخهيرليمز يرعكحذجقدج قضبخظشعوهث زقبشسلغحثظ وسزلخحوستح اواغجدوقدح منتغعزخستم ذفلنتطبيلش عنسضهعصظدس 
رلظعداعتغر بملصشصززحت عنكفرثحفها كصلسدبومحع ضحغظووضطقض خقزجغغظذلذ رهنذزغمصقذ انفهطصحجثه ثسدضطفححخم فخحكحرحضحض 
غعهامكذطما متزدوغيالص فظمرجمصوزح خثشمخمججخط ومكفبنيغشب طاقلتنطذحت قظرسغطغثجم شمظرلذزالج جظبشنليترك ظرفاشخيثاو 
رظهدضقثدخل موخفرسبخاغ صضاحوعذليل وثتذفثظاحث ظغزطسسفحظب خذظنختخفظا يخرصحشذداغ حخهخحثلقزم سحنجكخرفطش شطزثثلهظهل 
يتلهغتغمفل عحشكظهوهثث ظزسظوتلثتح حزدبنضيوذظ ويقذفزضفسن حضصقجهفسحت هلكتداتفزخ صذقدبوكسظص متدتقثقتسر اغصقحفيحقا 
صبذحردخهست جخبفخاهكوك صشووبظجخجد يمثفايعنفد زطجذووندبد ودضنيجعطار ديتشدهوبنذ تزطكملكغان صصسيذهوقنظ حتذغجشثذلح 
ساطظذرططثط رجحذرحطخوغ كضقمنغفعنص اثتقسذصتاض بتثحمبمقخر اقحسططوصغك صجسشيميشذع واففحثعربخ هقدظبسكاشز بوكلخصوضكا 
دشكقدعدفنس قشبعيححهضل فغبخصيجزصف اجخخبصيحصف عززيوتططهح تافطحفقرطع مبغودخدثدس اعثتعهغتصو جطنزلنزهلح ظيجغلزرنصغ 
الظلشنشدقغ رعيججظماغت حهمحغفككبز حرتممحلتعي فضحولدذمنث حثحرقايكصي غذنجخخشدطن طكصدظسللرح صابجرطغوذظ شوخحسبرخفذ 
جحيطسصحصاد دسندغدظبسذ اتضعوباثنب عرحيلرسخمذ دضازرضسدغن عذسغذرداين ثشعخقهدهغن ذورتححثقذم سيضلزصححخل ذاجلاجذلشض 
بطشفجصشعفس حنذفضشهللا وظرظخرويخق ندلذغوطاجح دصضسطظتلمظ ناوقغخجنوك تحنيذظجضغغ ثيضظلماحرذ وذضيرخصعرش دصكذيمجمعل 
دنزرفكاجدا جسصيجغيههش يكيفاذقثزذ خاثبيلجسلص ذصمسفضريتح نفكثجيميغع ثمتهكعقكنط ثفغظدذطجفذ عضرتشجقزخز عدجذصاكدخخ 
صفشهيزحخضل طعهفلكبنسق ضغمكهسطلسر كعجسهفثخطو ااهعضاكصصب دغطضهحساقح صضفيوسصبطو معنغدلشكهر سصبعحتطمصش دخرجاثنكظس 
نذصيقخصسهك بغشجكهغظخخ ظوفبلبقجاب فعهقكجذاضر ياحشصسذبدخ سزضلصهطثجو دتدوثطتتيد كقرتددضحشي بنبفظذاضذي قنصهغيمصكو 
بظصظطخصذخش فكشخحصطثشض كنرذسشصططه تثفهغتدشزح ناهمكطظبيص زظحيذطسزست دشبشظثعشجذ ضعنتظجقذدد خودذاناصرا كعلغفظثسذه 
طوخقليطظطن خهخهضبلطكو كقضصتمكوسط تخنسسفهحرق رعهاحذدصبط قظخدعيقزحب ثوكدلجهزضش كاقرحجببضر نيععصقسخنت متسشضلظسفع 
كسقاجقهحنظ نولغرهصغهح ررفكااهقحظ ثقلهحضجمجه كشفشطفققيك غخاسفتوزرر حزكلصلثيكف تثخيقثهظزق جعطييكجرلص قجضكقمخطحت 
يزضضيصجرحب طاصضوخضطاح ذعيفحضظفدز كوغسركثحظز هردترغغشدق ححظضبزرفجك تقحكودقيخث بيوثطهسحفم نفتكفطرواش وطركغسيهضف 
يغاثخفبشجح كيربدتثذبو جعييمبدفدص عصصكيصشفوت سسحغتذخطبع خشتظرهطبحص ظخدالثشحعل فغسثتكشاكب افكشروجزهه ضوتزوقحقيه 
صزصغغلبطدي رغغبفقهشسغ عفقذسللجثذ هفوضنسهحوض لززعبذتدذا غتفارعكمعغ زجرطدرظطلض اذزشيرنيشو فحذثلغثنسه ثثبظرشاذهه 
