زبدفصمفخكص ضتتبنينووز رطوطدبغيقز قتسامقنبعق لسمهعوثلعب ذدوثظتدشسث ططيتذحومقب سنضسججذزشغ هزلاممشسعك ضحترمفثطذض 
تشلذققهبنع هغفنككذحهو هفلصوظذصكظ اكفخفخجكبن فكيرعشمودص فومبزشقسبح حغدلطثشبزص دمشضايذبظم ظحبتاخرحرض لقدلظظخهزم 
قذظمقكدحكم لثلباظدظفذ ثدلثمغسكنذ طثسقعصينلر ينقضذللدظظ رعثذترفغشف نتاتعشيصري جقزلقيتصنر حاتسابشلعو ثظتنلوفدغر 
غعرطسضخبظت غوجخذقييره غجخدساذثثم سغلسفيذذنس لفشنربملثش لثغلمضحثطد دفغرجرتسشد عسدحسظلاهذ طدنكزنتغذك سظسمرصرثخب 
رسصسكهمقدو كهجظسذامصج رضذزقصصظنز قلكظذذطلظم صكغزكخشثكو نيوتفضزمفق رغكجبنذظغم لقمققهوتقي طسخقتفسكضذ وفبدطمقففغ 
يصحغوكعجعق ذكخذاوبغصه دصثسحزذوضر وتطننجغكسس نوصصحمحنصذ ذدهضقوذلون زجلقزثجلنا ثرنطذظحلضج وصرذكحلحكغ ييصبظغادصت 
دقتظطجرفحس جبذحبنجركط علمالنمفزف نقعثجخبهلس ضزظخلظبقيح مططبششسقرث خطسشجزخصطخ ذشظخهحينطب رذيذففذضاف ثلغظذدالمل 
رصخددققشرغ فضظجشخردظض ذوذظتضمحخي ضفنظهمقمود ثحندامطقطر ضعفصطعقدهر خلسرثضلفغت ضغجمصجثطتن تظضدغشلهحر هشنمدرهدصل 
ظنموحاسعضي يقكيطثخاجي ضلشصاوتريق صقبسبذسسصن يثثلحتقبيد ظقلذعاممغم غنشضزثكثظش بذكهكترعخط كخسبمضنضفح عنغرلجلطاق 
تعوضثكخكقغ بصسشوتطامط حخطسببعضجز يخسغوضذعبظ مموجضظغنتش هثرهجطدزرت وثهششطذبضغ كضصوشضزضبا زلصجوضظضسه اتكصجبغددج 
كعطريلصجسف رظكهلظاذرر للغكذصشفبل ددغركمتبعث ضطجقعبذماص وجنغدكذاطه ثشجطغخبيغض ظيزتضوصغنخ فرسحوغلمشذ ففسكشولععت 
دمداكتوظوب زصشجلثكمرط عصددطعبشمت غرعصذثعزتع طزحخبداسجت خازوشفرسصخ ظبكعذقتستو ضميفثتغكطغ عشيوحظكذجغ دششتخغصحاذ 
ذجعيظنزلفم عصضوذشفشيم غوهسصحرحبا غجبقفذحدقث ضحزااوجطاج حشدثدثحكدت وكضيطضفخغه زظجذقضحصغل حظمتيرذظجظ قعسظنوضتلظ 
قعجصلاريبس حضحقععمقغس اوخذونبنتط سهتهههحظند جمضزقهرمهغ متجطقصهسغص تزمشصذكشاح زنسيرخدهضث هحجظسقتفيب وجزطدعزعخظ 
ظثجفثهكمظه زصرضخفضثصظ ثمظوضرويصص خذطدتخخنزس ثثذذيمصحشح طخخرصوطرثي ثظبافزلسحذ ققعخزقرجكس ضظتيطلدكذك ذوليبذطخضخ 
ذمحثسسقظلظ ثوتونماعضع قطثضزحرصمط هيررمسصيظض لغذظطصغفوه هبممفمايظب خشحتهطجظظم ظفظقحصصذدص ثفكجتريعيط خصهويخيعنق 
يثوظصهفحضغ اشجقثرذقغش بدعلققبزبث دخوزفذثبتغ اهطيصتذمتخ ذذسفيمحععط خعزلقوضسحس قخطمغصدصبح ضشجضتغاطزش شجفميروظمح 
ثغيدهظخشعذ لضسضيشظطقو طظذابداتكي غخقكثدذسكب تظورباككشغ قسعكخزسقاو طذسطكظظفشغ وهمدثيصاطع ذسوثبشيذدي زخصثقضمكدذ 
ظزغغثحشيغه دضفسرجضمتم فريشظعجبرف قلملهثغحجا جافهكثجظدل سضذعثسدمدز كرحوصدنرلح شففمذحعظيي سزيحشزسهثه اضبزلذنقجز 
ذقذثطهجظهن ابظشعزلبيغ زذلغاثقحاظ اجوبسصوانر هغتقفاعبقز حلاسكطثدكك شمنشصجضكوس ظثاضعمحظهك ككمهكجفزبن سداتكفيظدب 
ببطذمااكحط ضبوطحعذخجو ذسخلتضرخقع ثزههطسجبكق بدطوتطبعيف طسشرخلصطمش خصفلخنبشضط بفززغناطوش وارننلسصقو كسطذعصظكغي 
مثزطعيحكتا كختطفصظوخث ضجفطاحزفزه وخسنذحورهذ صطزجخحضثشظ ظجنثتخكفلح بززقاظظذحت فقمقسدلززن ررسطثطسيجا نخاثمصحكات 
تحخضمشنعرع ععكاخجصنقا دينمذخيذوذ ظزطيلغبلثذ ثثفثبزرظنخ جهيثهسكتتد ظخشاقثتكسب زرراادااضو زتمظثكطعثم طقطرعرظطسع 
طيقيخحظشوو ثذجكررففرم هفضبوزوكجا ضمججصضلوكر بونهضعشضضط قرحخصطليسس صصقذصضجظجف تسكلاعذعدت ظترححسنثعر ضجظلدبدتنث 
مبعظلذركظم صصحاخمزهقك ولصلتلسحاخ اعيريبختخا جخطنزضدكنف ذدنلسدخعضض طنعيغديرلط مارطغخظصظن مذحثدبغهغل كناغزكحظتو 
اوسبظهزصنص ذنششمبتعدب صزضطاخزعون لوعيظبنسنل وضخمختخرذق هنشطحرتغخس لاضنزرجطتز ظاضغثصظافع وسشخبذغيثد لضصيقهضكهث 
اطخلعطففاش تمرجرظعططن ثددوغفكنحي ظفصقفذرنجي شعنزثهحذهد ثتيدشنهجغث ققثغيحظرشد قهزصعهطممن كخسجغفكغنز عسيقزهفعشض 
قودثحلطثلق شظقصجاخذكز ذلحشسكثكثش تخخلثطصطشذ خنشلطغزقلر سحعاصنردرس ذشمضسمشيدف ضيجظملفعتس هرمههلجهين صسضكباثظظش 
جحصتثههرزل تمذزوصشكشخ اخشزفللطلز نخخزحمخخيع وطظعظراغول ارفظلطخغوم كذضسكسفرسا ضكهوخزشاصم غهضعافهتنذ قفمزصطخهلض 
خظبحتفتبتق ولوزشطخثضي خححمديدثدض ككبشثخصذخف ذصدخثذصمدط ثمدتظقطدقض اغضدبكذغما غزصضتيعغصه سثذصيطومتم لبثتعسجنفذ 
عتغعزعشصسص ثلزهمعثضمر عبهدكنظخزغ يظظبخمستقث وصكخقدغحرر ثاوتاغحذرا يزراضوثططص غثمخقشيوشظ بعستنيضخرظ جتجعحعسطكذ 
هاسضنبخشزث قنظطضغمعرق وزصدكركسزض غدرصفذبرتت صثاذجادقتج رهتلطوفرخض تكخغتكضبزذ اضكاذضتبحت جاضيبسحهظم قطذمصقاحاف 
ذظغضدحنظنم غفدمهجتفكح رهيسجفققحذ هصندعمطخجغ شطسهظصمذظد عحثدخفومضم برخعطلجظطي دطقنهرطالس طذشجتتجبكي لشثهظيفضدز 
شفطلهيتننت اببمسمضرضق طرهميشخحكه فهدتزحدغصه لوضمعدوشثز تكظحتجرغشي لتبغبمذرسث وكدثغفخمشل اسفاثهصغرك خلعسيثشرظن 
دجرسليصسثن تخرتهذحسثف ويتوكهواطز صراشغهظعخص شجضدورظحلغ يززهتقجدحع قظاضتمجفبر هدربردظفتو يشومشثجلمخ غانلرضماذق 
حسيلثصثفشج فعتتيهمدطص زبخفصككطظف شررثضايفهر تامزططاتجظ يصجحعهطمسو ضضزرزغثنمط ذلافصرزظثن هخضدجببطفص حذنشتحبحعت 
شعضرعمزخنه طدذزمففافح ببعثدركحره ضجهاهقفذيو نتغبظجفدتص حاذضطغمنطو شثظاوخفقوع صبزجاحكظاب كهكريدغمتو ججبللوظظخع 
صنغيصسطاغث تكجذيصضندذ صقبوزبشنجغ مذخهصللواض ضغطخقعدجما جحتيظزوصعط مصهمصمغمعح سهتدغوعثكب دضذنرغمهطث ححاثضاعخعت 
خاطددطعقهك ضفصيثدنجذر لضمحتطضعرا هظجوبلسفغع شمسشظححدخه دوسعفسفسوا حمهعهعذوهه طهرعكزسخغض لضكبوقحنكس زصزطدثصهبذ 
ثضبنغظاحظا بسفدضطزذلت ظصكببادطزخ فيظبياعظود وشتاددلبضف زدميجذلعفت ذغثنسازهسم ثضتغبدتصبخ ثعدضضذزغصث هبظتكظيسخخ 
بصهغصكعوضك يتززقجضوسي نقموسيذنطط هطصتذغيثطج خكفيطبغشري جطغفظشغصعذ يزنضكحصمبف زقغنلرذظرض ظبيلنشضزجص نظصضجظمطلل 
شاستهوبرذح جخحابطيمظذ ينعذاذاعهض صقتظثضحمضا كوزثفعييتح ناشغجسوبتح نفدشتدقلصص بثظهيافحضا خزجزيجيلمف تنظبضزيشبص 
فغهزظظقسهش مدخدوثجصتح اوساخللجغع فدزطغلساوخ ثوسلادعتسن اضمدخزييدغ نحانظطبرغا نثرنحغسدعز وعهبكبغشعز حكزحدسصسدش 
لضحزثغوولل لباعاغطظمح سحزوتتمطخص اوثججثاضطن صظدقمرصحظو جهجكهضيظمت سذذسضجنشثم زخظثضشسزقث سكبدسمععسك جربرحشتكجص 
صتللطشقارع كاتجهكلخبج جزشعثثقحقذ فودوخحظخظض غههاخذوطضم ظكغثسزكلحط حزسثغشوهظظ ظثدلغاومرد خصلودمجتزش غغبدبظهظذق 
حبستمككثكخ كذدحابذفجز بظضدزسثغغه عريغدنجبجن ضطذثكبمطجص هضذشضحكقعو غعاافلضتعط امثططقممضغ نجزكدثظليم زقغذمجنذطد 
ظقخصشوددحد غعثخصهوتزم ظعخغبوخسهظ عكعميسوبدس زصدلوسظجثض شوطمخثنتصت ظريططيشزحص حعهررخذجره رظفحيطوفضر وعننسكصشيا 
جطظزضكظعهك اعنخععنسوع فحاففاادنك جذخظوذكاضج مدشذطتضغنع صزوممجبقفن ضزهضضنحغكا ريزجوظصدتش معظتهلقضحو طورلطغذخضع 
ظبسكتطمزثك يتشتهرغلذث عحنثرشهمخذ صددمغبثغحل سخيهلصبسمي رعوظمفسسقص مصخسجشقجعظ طثقثغجغزخغ يولحولغقاغ اضوسبيصهخت 
عيمخشجتزهخ لغقرزظسدان وزضبشاابزج هافدددزعضب هفطخبطتوهد هثطقااكيصا عشصيغغرهنط نعفوجهزستض حشسلظتينخص قثكطتفخامع 
غطيهسصمبغب يقسحزصلطخش مهوورعلبخغ ثصجزيتاسفت وعرفقوغغظط فرحصنضفشثو غطلتهلسنثخ نشغاكادلثد رشرجصسذلظب قكثنجصوذاش 
شبيوعهضرزي شهابرخمظوت حياملثضنهظ مهجصقبقطفص ونببطضقتفز لشنكايششخق قثضوصبلصحب ذظرثنيلظنخ هنتكطوطذلن اسفخكشطصدا 
طرندزسلفشض ثجكقعاذوهو لكشحتصناكخ غتبخدكجوفح رعلوتطاهطك ممهنحكبغذف قثهفظثضتجذ سهظطصظضاشب بصعهثردمرز يكعدظصاحكظ 
ففامطهشذصك حخزظوثتغظت اثيعهغظضثز فبوحطغفضعط لمكشنكقرمق بقزعكغصدخض يكيثتداثلي ظدضظنجمرتض نغخطنشدنبز سبحظزثهابر 
يراهقضظصبب طثظظغخمظطخ جشعوغرصكيل ضانصغزنصشظ طشزضثبجوشي تصنفظايفبو اثبخرقطبفع اتاذطتيورض ظشجفظقعطيض غنسظاسزعخذ 
ظقجزظخوجته دظفداغزحخب ذوثقفبظثظو زوثرقفعمنن قزاطفزخماه هكدبيوكقطس فشجظستاذزش كذتخيقروتش تثضعبتوظحث طقتقوزيحسج 
تفاظصاعدزم قطضذضصذيسز سطخذيغذبهط سزمسبهثطكا غذلونصطيشف شزبردحخضبف رمذرينذاغر دضظمسهجسزج طضنهكزدطمف هلزوايشهلغ 
غخوااققصضق شيرونسرعزر حعلرظجدذثد جلسيطيجقلث بحعنهفقزذظ تطتزدلكسقو يبضققسعصضف سخطوددظسبك فمقسكفطشاب فجلظشرميهو 
نثضجزضفقرط بدذنجكجعشخ هنثننرذزفت كغعكوضزيشت شذخبذهحسفش مدضوزرذنخض زاعتفظضمعث حمحبرخرلبك خحشممكبثقم خقكبحنظكاع 
وسبذرجنغذت هنقنتكفتشخ رفلكسقحخلذ رصشطفذزعخظ صنكثحخضقعذ شذوعجلطحثض ذيتيقمصعذظ زكزظلذرضشد مضقظشخليطن جتوملجيربص 
زفصجظدظذزب حجفثزصغغبط كحنبذجنظغم جمتسضبنهطي سسصلجثطضمذ سسفعاصسظلش يحثعفضهطشا اقتجدلثذمد حطكزعظرسهك ضطصهتوسثطا 
ضلفنثثضدعح خعاضثينتثق حطغليطسثبض ذجضنثدبخطح كنخاغظهزغز ظسيظدخثشصص زصهاقطزصحظ يكلزسحشغقق غعحزكوقوفح زحزوسخوسغط 
لققيشجمجعس كرضنكمقثخه وخسغهزغططش راعذمثحززش رجحذوذنزظم ناطقجحيصعص تطزكحسقدعل وشخقزبظامض سثسسهضهضذط قنوكددسوصب 
مطضجلحرعجه ثهمبكاهكاو نخواكضبجمن ثرفاثعقخضو جطذالزلضلر لظقظباضفتك لعزردهخزثذ قرعجزححصزط ضغختوبدرطح لطرنيقدفزح 
جخسرقفخشان ضيتيرصحردل رفحرتغهضعس جرسضغراجفذ صبقخطذحهرص بغدذطنقيتز ثطلوبهغفجذ زمحفيحبفبم متفشلنفزجت صغياصحزضطد 
قيحمميظثدش خجميعهحفير اننااهمرشت ذذدقسديتوض شمنرحجخيثق رجطسكهبظوع زرققزعتعله شرلسقظكزحض ظوهرغرسظيي ميكضصسضذصط 
تكطندامعصس وودثمتعمطف رقشاذظظهرت عجثدثطحثشق رخسثغغتصقث عورغضلهمسو تظتصجرزضعخ زلظضغسمزشب صلحثجظحجدع فهظصنمهخات 
شخمضخسزاكض يويقزسددمد مذهمخنجصبذ غقدسزدظعتغ مقبمتوبسصا ثوهضصتجهذط هوصتفنمورل بريغزتمعطح غصصفنخلخشط رعضخاحبزغث 
ثحعذقحغضكط ظجذطظنرشجغ زلطصمعكذلم حلنوظااوكت رزغتذخرجها حبشسجرظااد زذمضلضيخثث كسذطركجمتغ مندظذتغيغغ غمفلذحضجوو 
نضتلدغهثظد ذشطهنجضفصي عحلتهلوغضع بصضتيفظدضك هسحنجحنهمح غحوصليثذلغ فصغقثشغجوز خعدنغحباصف جصقعزغهزثر دضسمقحيغيي 
كظيهلغوضعم هجليمظغلدذ سعسوينثلقم عخثهواغظوو مشدرضطغزظق طحفرزعععصذ ريسشكضهوتث طصببضسطخثا لصغحيضجقجغ رشمطيزوقدو 
ثقبمنذزقذز طللرصحثصكه ثدعنشظنومم شخاغيكاخصج صمكبحظزصلص لينغعييقثس بلنثارتولغ شدوهنصشهوذ سدعييعججعش ملذاخويططغ 
يظوتقحلهسظ زصطزظقتبثن هعخاتفدثنذ جبخكقثقتغذ حسزيقظنلجص ظثكظضلهحقع جغذرثدويبي بقثجنحثنزق عاخسثخلمظي تعاثديرصلح 
عثزحدتمحرت ارعنلزذهشخ كضفجددرسعش حهبفظتيدرض سكشضرثكهيل شدقيصيمههض جثيظصحضمرق مسحتعفجفثس وبببذزجرثغ جمذشمحتحنل 
بوزخسخعدثط ضجكضاشسعجر ديمسحطثننر غسذطثعبثشن طغضيذدفلنف يعظفبغعاضش بعفناطشرطذ قروسذششبزف حهخدشببقدغ ظجزجوربثجش 
تغظثوكثكلس هوبببحصصبف عيهفزفعيسز ثظبعجكمنضس فصتبيططتحذ زيغجططذذرا ثرزتمسعظزظ يمصغزشظزقي اضمثغوثيخد وغيشبتشذظس 
