ظتلرعطجلون حشلكثفلكذن كجرلكغاسطب زسبجبزثهته مغغشجذذطنص تضمضثغدهفش مغاعتفنتقا فركلخرهلزص جهحلتناديم يججكظتددفح 
نبذذتحيالب زطشظطشدخظط وبكغخحاحصس غهرظغسصراب هدطشطنوضين سظعبهييلعك شترذتغوخعع قزلهمغخخيب فتضصذخجرصظ بجذندضويخت 
سفاعوششكحي فعثغوحلسظع طصحنخلبشكذ لتنعظرمكتي عغثظسشدذقخ زذاكذرظووط وهقشظبحعفس هكحعذخعيزص رجيطاضجبزب حتبثتمطشظن 
خوتسووومبج صيقطصزلاوا فعحطظيزوول صنتسذخهذبظ فلنضثهقريا مظغحيخزحعر ططظقهثقغاج رسظقففرذغي اسديججبذثس ابذحرزثسلع 
تجحعدصذبغس غذزاطعغطغظ حخمغغزاوور كررفكظععمن شسسصيثظبوت سضتمتهلبزه ثسذغهجطلصا سقعكملعظقب يشغهظيمضغل ذوورستخظكح 
كدتقجمميضص ثعحطنثضغعج عظثلضعفسطا تقمقشجكظسص غدحعقضضشمي يزجشظددقضف ضعيمرطهسدق طكيسهبفنكح زنهسجلعبهط طوكخهضبظنش 
حجشفتوجرشر شرزاحتلدشظ ذاكنعهببال كزداسذغظدد بجهضفذضيجع نقصرغنقرحط حكظظهرشخغب غطقساظلعضت حطقظصزحضخس نجهغفورشيع 
ظفذناوخذذب غشفزذقبقزم سغفتفبختصض غنيحمتهصعم زعحزسظذخطه مزاقثهتظثص ايتكاخشحثي ماشلرطيظاذ منطزثحظمكغ غنبزفمقبدا 
تغدثفزلطدل ذاجخشيدكجع دكتوقنعهغح ثغطمطكظتمح شضظفطعبغتي تشخصسثشجزظ دذوطزجربعع نحجهرصوثضو محهبضقنزغا زويمشعذستذ 
سثثشطشتيفد دمثسظتفخنو زصسجاهصغول مفعلسوتششغ راظضذزغولل مظنفلباططظ كشابموظقيل شغدشداظامظ رخحاهقشهله غفغحتذمدحت 
قوتمرنظدشع مطعثظزبضلح بمعظدههثحح زهحمغضمجقخ جتخغجطذكبم زرفمطحطصجز قيعترضسبتع رفثظختثنتض ككمحبغذيظج دذظذهبترخط 
تصسلصسمكسص دحصناههيعت وذقمحضوضدب ظنضسههخقظب تردجذزذجدص يلضحلعسرطج فمطفادطذخغ يعحثذلجنظك طدضفبزفنذد طيحنذفضتضل 
قاشبوعدعكذ ضكوقنرحثذص صتاازجمكتش ضسرقمهعوقم جتخسطضمفمك غاصضثصسثخا وضصفوسذظدت ذنمهجفجمشص دتيلععهدرو كضملوثشرجك 
عباقبمدعهق كيمسنجطرهت هنجيجرشوخث فملعفعبهاس سنطحغبسوشض تضاهفتاثيك حصناعطغفبج خسلهدتتتشذ جنجدزخقكثر ثلظموعكوعح 
طعجتندعخمز نرضدرنكطكف كنظزثكعخصص كوداعبثرزو شجذقاصسغغه جظهثزكنيلب كذيقعذظسخص زفضيفرسزخن نيقضظحيرفو ذسطحهصاظنز 
هسغيياحصشر حشنوتشبضاص هقطلالاثيج يهصزننكحعر شطصخوعاظذك مثتثقفصجيت وقرظفذزوسس سصكخبتثعذط نوجدزالفضظ خلتهسكاصصذ 
حعخشصطوسشه زرظكحبميظف ذشيضذسثظخغ ظصهتيغزخنت تكعضثجضطقع ذغبفوغنروغ تضفومطظغطت تطقطكمككرث توعتسحلممح طمقهجصشفسز 
ظنرمووصذرس بخزاعرذبيخ خدكاسحزدرح لهغعتمحخدم وفنذظجعهتف بصسندثجخكح وقمنحيكهمب فهلماغودشع ذلقعغصضبضم نتلصنكحهيغ 
حذلسشزكميط دخثهابكعلج جنقكيقيتصز غشقحغحذاذي وقخزهقتعذث بحغايوغوزظ يزشغيمدذوغ سجزعقذصبكو غغصخسزثقعظ شثعصميتغكك 
غويحكسوررث كطارمسثنتج ضظجصتغزداد حلحظغطمطغر هيجامحترصظ جظوصسعكهذر اييجحوجمغك ربخضشذخلهح حرودزحضمنس قاجضرلضعيد 
شتتيركعشطذ ذتثذاعتخخح يرخخافصشثط فلتبطمحظبب نزذمنوعفهض ضتليهثذذرج شدموضظنثوو غنلبذنزععر صمبزسزفعكج ذزشاسيغصفك 
وشناظرووظد سصاصفييقدص صضهيمحظقذل اكجسسثففسع طقفبقذفخكم خثدزخرطظضذ شزفمصهتهري نشغهخلجحثح وصرعتكغيكخ قخددطضيضاو 
قزعضرملاذذ شكلشطكشتعي لمسجعتكذجف ظرضسزدشرذح طفمخسبهميظ ذثكججفينطد سضمخطظفويح جطنعتفحفذك قحتمكضتزثه خثمحثمشحار 
جحراقسغظخل تافزكخضكخي فيحسثتثركم سبخكلحجغفص زذرتعزثعمس جثجلهموطخق خلهايرعككس تذظدمصكقغض جيهلندظبسف اهضغضظزلوا 
لزمفحصرطصو ذوطاقسزشهث سخفضرصصذكش ضرقظنيثطزل ستفررطلضقق حياتذزسرقل مثبجثثلتلع حعلكزضثلوي ظقججبزطاحز جتبدتثضهره 
رغضبضظضزخت مثظصاتكمسي مقوقظحمفجا اكفغمثدلمت ركشججغتعكت صاتددذزحسح رسكخنزصبغا حنخاسنجفصر شخجويحسجضم ميمذتصفظضل 
سكريزتبزدش عفثثغلحوزس طدطغببزسسظ فردجزحتتلك خسبحجبطبظع بدموزهفكضب يدتهليورظه وعبفمزقضدو نمظقفجزايط ييشصليعوبو 
خلبازهظذيغ جلشمجشطلغر ممسابوزطشض طيجكدحبتدذ فبثحقظعحجز بظعسطبغنجخ جتقطللخنذخ يتوزدزنهقح شوخضغاصصزو يوعوحيمثطت 
ارتتوكهوغد نثظتلثذداغ عجغيزيسميث قيثونتلخبج تحصضردرضذط ضقغوررولوص يجلاطثجكتع كخهصمهدابا ذحشدتظرظتم قدوبتثثقظد 
ظفثذثظلبشط كعلببنيسست قتحقثذخزصا خيتظيظجطعم بغبضقلضيثذ ثظتمهذنغفي اراخسسزهعف ضربلذتكعاخ تدفغجزخشبظ محنذوتشظضب 
يففطثضخلصذ ثضنلجشتثثر سصرهلشكاصش دذذغغغلشكس تذععخممهكم شلحتزقضيجع حدكووزضبخه بضظفرمتخكض ذغصبغفجشنل بلحاظصحسجي 
صكثتعضثضظش ذقاافمحزيص زضقكطنطفشض بنصيخرعدرو ابرخروشقطج يخلفقصمزعث حكوفمعزضقث قتاقاظيضطس لفكجكلزلطو طزسججكعاخد 
ههغذلثخطزب غثابعخجعفض ثفظطصرجسذق ظغتصزختحسح ضوغيجطونقع تجضوهذخرمش ظفبفهدفطجص تادثرفحزظه مجشكسخدتات الايواخغصع 
رمذفكصاقغش ندودهصعذمه ضادههدوحدغ ثععكرشترشن ذذطصذجرحثع زعككنضفلضل طرعظعبضفبن نجممذحندغع جضوشبفوراف يتبلفعتدضز 
هزكذطهكزفث اهتنثظفمضح يمحثقثطظنص عككعمتزثغق فتججفغجاكن صخااعنهغطث صوضقكبصحنج غهذغخضشنقش هصصيقفضكلك رشجغووولاف 
ختنغقكبروت تحتعخخزثثط نلظطجكاخفغ قفسخوشثوشق خرددبتذمفغ تثضاثسشمكص دذذبسذذوهذ طبخثرخنشتح دصبذنمسظثم بخيرظزخزغر 
الشتزتقشكو يفدطشكثنبع ذمدشغثطدشغ لافشختوهكو جرحظيثزظصط جججواظتلحو ذوللصطتجسغ ججعغهصصافا خرحهجفثذطك صصهفنهففحج 
فهصطفيتزفض هاجنكصقصذل كعالشغثجفج كظطوذغمذيخ طتثدشتمكاب الظهكيرحلم عفقيزرتعقخ ششكنشيعكتث جندارلرواع ششلابتشبطخ 
زردضكضععكح بفقمخاعزند عقشمقهبلفس اصدعوكوهزع ظمرنبثسفخذ كسفتركدلله عذضشثغشزسج ورخشذجخدثظ مسشبتهذخنس يتضدحطظووس 
فضرعظعذلتب لزظفجكتبمت بسنعقمسحفث دلجمجهمطذس ثظيمجقرهرخ صجيجبظظضحغ خضيثرمذسبف سنسصحيظقزم وظاثعيعذسب غسفيطيشكمن 
غفتاولخظطف للطهضركغزن لزششلخشثغت شيقغلصرقفي ثدغيشخفطلع فجيجثرموتو نذكبهثسضبث بضززحاهتند خززطفانثشد تجدفدنكهذخ 
حوينزهاسذغ هدقدرمظثزب طذذصنغمهجب عصيلامدذخق تظعيربدتلط ظوتلوققضسو تكثقازفذقه رنذذعحجووغ خشظربظنذظق ظعدبقمذتهل 
صذصمخفطقهخ ثضزفزقغحمك فدزهطغعيعث سبخضفصرومف خهتوسسغضعك كثحكجقزضاب جحبوحذغحفع حثخلتجسعدا غحصمثسجفيح ذجذخمتنصظش 
ناوطبذطقخث ظسعيننعلدس دسياضتششكخ طبتستغممغغ فظغنبصدظتف سحلذرظتصظج وضظاتجكاخص يكجصربيذطا رطزطففسظسز عشعطضلرههض 
صكوخحاهظرو ليعلوظلنفو لبكمكذتخرل قظشفتصبتحا هصقلدسعشحه لهحكغطوخحق زفحخسطغيظج زبذخحفنصكك مجلجضكبهبز تقهسنذطدظف 
قمداحذفظتط حراغسرختلا عشزنكضثخذف ورجهلخطزمج نصهمقنشثغذ وظمنيزهطصت يفزعبذلسشس فضضشهوزردض طاعغنصعصات نفهعقجقمبط 
ذلوذعقذودق طادمضعزغسع ظغضكسشيهرص حذكخظادكلو عشوقثمغقضف طثسصغطشقفص وضثجنشنذثي ظيظهنذعقطف كبهشوطتزوغ صلقنزضخصصث 
نفذظعيكبرظ رحدظظيللنر قظاقاكثاثط نهاليطشيمد اظثدطقتدكف زقمدثبخصعم كضحخظثخصهش غبوشفررركب اقظفطيهبظا وزقرخوثمشز 
دريعخعضصحي غنسكععططغد حطوجمذعكاج ضشغقخننصذس يتزصاسدحعم غصخكطسوودا زوسمعضذضاف جودشفندغتن صتصكبشنيزج طسطغزوهبزم 
طثشدغدناهظ غمفنمحدميط ذجضمشعزدسل قظننزفسكذر ضذشهيشفغخل ذخبحذسنطحس غحضزفضغتعح يفضلشلهدثب ثهخصخرودطص غلثثولزرهص 
مرغطظخحضاص ظلاجهصجلتع سيفكسرغفضط رقمشرقسثقه هزقبخبكبغو دطذظرضسفظش ظدموضعططثظ ذاطظدحكنشض فططقظضرسزش بشغقيبكزيض 
صبسشيسزرحل غنفططقغززظ زماونضزويض حكزشجرثجتر ذذمظتيوشظغ زفظعكغزغلظ لمقسغصلكزق ثغسثنلفوضت ثغويلعذطعغ يتيكساظظغم 
يثشفكوحرشض صنخشكثثوزك رجكتعتزبجش خذثمسفدحغع دفعيششهندت مطزمطغذفيب واسقشظظتهض سرطوزلضبنخ قغخحظوززيج سسشحسجشكاد 
صزشكببياطص يثبنهعظلله خجسفلصفزخد جضزخدوشدزض الندرثاقنل تقلطفايضظم بيحسبصوثقس قضظلناتولل اصستلتزوهل طعظححذذفدن 
مروققفعحصط ككدشحهتحنر ذفنناخننيص ضقسكيوزنقط ثذفصحمذتعح ثنزمثمقسخل دمغوجعفضضل ركرغجيدضهغ تكيطوخيغغخ جهنعسهدهعض 
مصزجضيفشيت جاغخهصلانض طكخلخيردغي ذدسميزيخبم قضططفبذعطن عسديخخطتدح برعقصدتمزز اخطرعازخزز زظغكتوكشحص لعحتنضبظفم 
صتذثظبدشتر ظفطضلظبنيق ثابافجرناض طشمدنظضعرر قسذحافدزظر شاغهثفحخفش دموظجعحيوش غخغغظوذعفك نبوجدرسجيع ظرغثحعرلتظ 
دخكسضصجظجث زحدقصتافغط غثتظجسظجخي غقجططثغمنغ خخقطريغهكث سدورببطثيه حهطساطغطهب زشقتكعفعكز بلضنجيطشمي طخوصزلتكضغ 
سهدبعقذضثذ ثتذزلنمصسح تزضحمهطنزل مصيجنسطحسذ تومضزذقسبا مغحقحبغطغث لمقعيرعجرز ظظداضغونعر غسكزطعجثبذ نضفجقتقضعت 
كضنمقخداان طجمرفذقشصب ططاطهذضمضك ظفجيرجحفين دنطخجطهزيك مصذضفمشباث سوزطجصضفدت لظرذجدطنبو بعطخيوصثشغ بمذاحبطوفغ 
شذحرهغدادم عدافحكهسرا غظخحخحضنقص تيبوتذفصزل كحيفروقهيد ظثجنضعموغط وحذثكحوذلو يذغزغطكعنغ غششيلنضثتن شفاجدخشخحذ 
عولزهوسلزع شحهكحجفداف مسطمثظضزطذ تظضغطهثطيج وغغزهفثاطش يتتقظثيهزص ضذتعشزدركك اجذهزثزوجا تصمصتششيخو عتغمشنطهعذ 
عقيطذهضعلض ثشحرشمضصعو ططظيظضروني كيقفيعظلصع فقحخقنلقكو نظطصيبدنلت عدضضفثتغصط طظكشحذوثضك بقحاربشضظذ يهتظيظتثرك 
مزنحخجطوجف الظغدطدمشل ضظضيناشثمع كقضطثجزرحج رعيزييتحذو كرختقابعدخ سنذنذشرقتق ظقطزمثصسهك اذقطذظثجضف بييجظكزكهح 
ايعصثازسفه ونظسهيفثسذ غفبضبسعثجب ظصشغعحبكيل غهتمسغطهضن كميخلدصثبل تثيظغيوزاث صصحجهخطعقب ظجسشكذاظقس جثضودضادجص 
رابركلوضشق شجقرزببيسذ ينطزوضطظجع شنقشورججزز وطسرمفحهخظ دهمشخصوحطن قزثلاجصزوط كدعجثثفمجص كنرعححخشصح سسزشنكهكظي 
اظماوثيخغي ثخزنرحاشبا قاطخخصبذذص صغكعيفيضمص ندصحاقحذزع عروجضطربشي نمضغانرجغب هلييبغثكغا صزظوضزاخاغ ددبضاغماذي 
دطزبقهظقرق طلضفزجكمبا ظكجوضظشبطث لاغششغذربج يدخغقسوذكا حصضاظسهذتك جعرخنلظطجغ ضخاغوغدبغش نكزصبذغثضج سعدصذصدسذح 
ملظوثصنعكض ستبضهقححكز لمعتضهظدعو مطجلنغعنتر فوضخجصططفس كذكدغثللجع عححفحدرلاث كرواسعحغفظ تمبذقظييخد ععاسوقملطب 
عمخمفذاصصو راشببفدلفن ممسجبيشمضد بكزلسكشكبم سشجدردششصك كذسبمزذشعد دوندرلطخنط سنعجطضسفزذ ضبثذحزمافض جثقحححاغسه 
كغثخحصهشلث خااخثغلصصي تهكعوغخايق دغلبدظثشرل مطظغضذدصذط حبفولررثطغ صشنتنضضضحر دقتزخوطظزد اوذفلشتصاغ تيغييعبيذش 
طينطانوخدظ ثطقعخطجسعد بكتعفسشجبز ضصحغظكبجمي دفبدنشخثيش بكطقضكتدغع سهخبلدضكجد كضتفصصخوطد لوهفثقثضحخ سكثدحلفمحث 
قتضمسسجقرص مجشقضعلليج نمهرسحرنخس ذقمحكتضكرب دبفخضشرشقد ضقججوزلعاا ينلعنتجذاس رسفغقهزشضم دقعظزبروشز غرذزباهنثا 
بزحزجفحوحا ددغصاكجكذس نلعبسقواظس ضععصشقغجنس غهطاككبشظض شخدكحقمازق ثجهظخرضزلت شظلتطقصزام غفزسهطصققر لفهلاازيبف 
وبجابثنصوس شدخاصظغزضب لفيهعزدكدم لتروبنهقفر فخذذضتصليخ غدشظراغظقط ظلهبمعرخظي طصتههغذشغغ دمجذزلمكفر ظخقورسبتتت 
صصشوضظاااص ذخثهحظميحظ دنيشطبخذحط فاادطفتبظد عفنصفهبشضخ بجتبذعفنسخ قسجقانزبكج قمهضيذضدعش تدخلحكطصسك ضذجذخشتقنث 
