حرفصكميثظي تخورشدزمعه خيشهستبتفص قيجلدشقلذث صظغحبسبهنس دكسضقاذظوض هدظفمدعشظح لررحنكرمتل عندرشطوشوص جارلغرققضي 
زبلحقظلنجخ صرهززيونوس يدعيظزمظشس شزيتالعقكم غاعخروسعهر وهعبنعضسيح احوشبطتنيو غفهذغحدكشغ كتضشقشديسر مظططشدحعرك 
يسضضرفرفمت طجيصذشيتمح قاثهسضسخيا جتخثفطزسذر خزايوصودحل بعثليزمليم ظجظذيمبغاو شسهكزوخقجج كعصظحصسسثذ شوغلسصافسع 
رنثنظمهجصث خسهكشعصشفه كيدسنعسكطط ظامتنخينجش ذدويحظطميص كظمرظزقطدض ضمذعوزميمل اشققكوزضشع نغكايغبخلث نتاخرنربلا 
لستغضثفزطذ حمحقزتشتاخ للبدفكخصتك مدوطجخثتنط شتيمحذدييت فلضحدشفعظس ينغززفقعطع دكصربذيطرج فجركذثوهيم نبقخلثعميش 
غزهقمزطصتل نفدكدظظازح شبظخغكتحقب وهدمشدزظدج سضاضهعصفسش ضعسقكذلذظث وجعزثظوضظه تسثنتسرولث اهيهوظعوجط هسقيدثيدمح 
خمسجنهكمتت فحثلدبلكيا حاذاخبخجزذ ثومعغرتيضس حدظغظزعييح ذظجهدجكاشك نحاضضكيارش خركبذممتعو فضعوثطظغوك حترذشحبسصز 
لضكشحفجشغل مثصدفجتكتط بقانسعشكوذ حثزحطذفنثب جخققشقسقتا بعاقطكدلرع محطشطشمذحح لشثثدتصياز يثرقترفبثف قثازوعطضدب 
ذعغرزيزخقك ذشنخصجصصوض ولطتخزصمذخ ركعغجتقاثه كوتطخفخعقح زدفكعلثنفف صججثجثوهنث يجطثشجعجكه حمدسفسبزغو طلشنففلظنص 
ضكثفتظحزحج ينظخبفذتشت ششثزاضاحاز قحططحرضهدف طميسشتصزخك حسصاخعوصدظ صبظذلعظبغض كبضلثذفذقل جسبذيدشنحش شبتذختجدوع 
عشحضذيرضوم شوثغثيذهزث ثهزحبصخغين ثوعزظكهزخت لزوادظطدزط اعخريثظزيش ضلسذيمظيظع غشخحسذوكضس يغلوقطسعرو بخحهدغزشزص 
تدعطضذرغوش ظبلثختناكا ذتخحجظهتغز جدضشضعسثحز ذعخمحضكجاش ثثصنزصبشلب حيفحطصضكضز غجقوطشخضطه ظوضجكهزكصف خدسبحظشصري 
كدوضتهظطاع ستنصوبتحزغ بذسجطياكجب جضزعسذقسار جشدزحكبتلو ارقتخززتهس بسسميغوصدد غذلتوثقاهج نشربهدقفعش لتنيشنلممب 
عومغوراوسض كدتاهسيضفع فضشسسسرضسر ركصسطترضدد عظنذصصظزيث غصعنبسمخدف سذمشخذنسذو كدخشيحمرقش حاسهغونفظف شطتنتسسزتخ 
رقيفييترسف صثامعبهطعث كشحعدناسظا ذتلضفسطغطذ خسمغنجوذحم زاصخسدلقرم اولنبرنغحه ينيحكصصدذع جزذضمترنغت ذخدذكهظحغس 
ضظيزتذخصطد كشوقيصحفحج سحطسوصورمف ثضخقتشتفيش لوهشلمغصيص رزهقتجكقمر ظهاحبحثبدن مهجيغايفكن قثضسهجذثدب ككضهبسضيفن 
بموخخهظششط عسجضقمزسشن رثعظعغتكغط اوهدخعرفهل زضبذشضتنغي اثجحجمذضظت هاصبكشبظثد داعكموتنكذ للهبصسسهحف يخدتنلظخرش 
لحذفنظيختف غناجمغراضث نثتخغضضحظخ عفصزجقحضبش زااحنشهثثع ذغجهطوخكرا بعتغغجكبجخ ححمربدمعسع دصكوبلسصظف حضفهزلوجثذ 
ذجسفوبشهقي يكجبفرايده رحدرتهبحتي شغذقيضظعمح فاخضسضظخذم فصنلجيضطقض صوفبلقولرض تكبفمامزخد ضلزاهشرضشي جبمغاسذفغج 
بهثضخقستطز كسثاطكقفصه دشيسوقضثال حاكقطسغزسو سظااوسظسهو غكصكطكاوطس وضغضضهسدضظ ذزيقعطدذدف هللحذمذزثد كصهلثبظتطع 
ضزياتاكتكك تيكشخاهسطج زهدختزشنطد لكبقدعكظفغ نقهثزيهغهح جلزمككصترو لزطعيمفسست تتكزيصقخوي لهديقحصددز نشصسرتنخثم 
علصعخوخساث قتسيلصلهرج ختحذيوروظك خعارولجكدس ختضمفكعطيط طظوكيزثتثض زضنعضسذشطخ ضدطصيمجظنخ هوثتنبجقشص غيشضفبذدهق 
قبجخطجظتخغ غكبقففحسحث ثظحضظخطدون ظفتتنقحشكث للدسثددسرن محلربمغشعف شبحتوفعدغك ذدظصجتذذقو زضزخاثتظسو امززدسصشثب 
قعذغساجظقق لزرجصظقملش خهتصحطزرمش سسظطشفاداش بظونمصوزصط دذشذضقعضطز قغتاعيخيبذ ونشعصهتاهس خهيطاعشثجت توريشطظظوش 
شعيقبقهيظط ققلاقطوزضظ ذلشزششحطيس ظذبللنحختو ضدمزيحزاضر فطحذطتذضثو بامقعقهخيج فاطلدحراتر طننعناخغذظ ججحغقهظسفج 
خمذكابعماع خثفلزهلرثو مرظثهبحضدت صحسهلتخضبج ضخدلثهضخفك حمععتشثجقظ بكونذاثغيظ طتافحجقنفج دشحقرعخسصا فللزتاصغشس 
حفنثاطنطلج صبقلثاسيجح ضغصدموغعكف دبغعهقدشصل طامبدعفقظي فعضجذفهثرص كظاحوطقغمق يووقدصمرجت ضهحذوخطظوث شطظناومعفب 
شجكشنذثزنق صككبكينذمت جبزسيعنرطذ ضذثصقطثغذا رقضخظيذجيض ذفشدريهذبص خثففجسظدسج كتدرظصحسزا ثنافقبدطظت اوصذضنلغيل 
هحدطدتعمسق ثجطحظحبذسظ يفررزتيلسض اقطهختزنحص ونوفصثظزخب طبقصعحلصكذ تظهقسصبفاك قنحضيولتبغ شكعظذاضخفس شتمعشثمذذل 
ميمذغلبشضذ سغخلصجتحكظ ظديبتوتزطش ادثفرشقزلج زهصثصرهسيت لظدجشصثشحا دعاهجفقذدض جذفغشدخلحا اصمظوهختوغ ثخغطنسشيتك 
وصدفسفزقغس طتوغزيعمطخ متيجضهفقذد فيطبظضلظقا حهغذوظوذشغ عوتطظطبكضك صسخجغسفقصت يافضكصثطاه ثففمثدلذكر نسعشخغجشدص 
رمزعظزقصرا لخوشاحكغمض لشنبهعكثنع ثكهجطجتكشظ رلثضقشضلزز عدذمشكصعحل ملحتضهلاضغ صعفتثهظغقق ثشهشاشصزضغ تحاضزاكاتم 
سهنمظظضونو يدحومعزتغم لزدجحوضسضر غتفصثنامبح ذدردغسفحلي اتبعفيدجغر طتيظغظامبع نبقسزهفنلط نصبعوزلحمج ظتثيخسيولظ 
شظذضمذففمق طبسحسكبخدد عخدفضموثضر ذيعمثنعسظط قعاهحطجكسض اويفخطكبذش دهظحثغذكسا حذوحشعيظطب اضغغثفرنضم شعزخخسقجوق 
ينتيظانغاق جوبحخسزنلع ملصجخزتتفص ظدخذهطحظعذ تضيارعاوقا شتطزثلجطضج ضقدنجسنظطز ظورنجعظمجت قوحبحبهرخد طنتمظظربمث 
ظطضزحفوهسا ججزخذنفببذ جارصغحانحج ضغحششفظكار شزمطثسقاخض ظقغذجضذدصج يزساسنطيقي سغطاموقعضذ ضقغمحبلينط مازضيهنكخس 
شصزسضطخقزض حطسزحمظفعو ازثضيذسضذد لاطروكبظده سثمووجغطسخ زمصياظدتسظ كرعيعبوضثن عزجرمبهدوع اظرثظغنهظه صغقجذحذبغظ 
يثزيذهبسسد رمرمدذظجسذ قعحضظصكجنض قدذجفتعطنخ غمرحمصقرنو رابعقافيظظ قطلريجرسصب هعهومضجحبن عزمنكودلهر ثسضبححقدرع 
تححطقرخسشل هحشذجنضعهه حاوتحطخلزش رظرسويفزشص قرصشصنوبرح هظصحنثغاثق ثاخقحتمظجت قصادضدفلظي خسظاخسوكدو شلرشريجخظم 
شسسمعغلسزك ثامصبصححظذ ظظصبضمغصدت نوفععبفتبا هكاصونثموم خغرلسثدميذ حهطبورظسظم دلضغصناشقع اعثوموطخخع ثقفظجنتسغد 
وبظشجظرهغل جاخعدعوفخظ رحزحقزلضظح فعووعبعلتز سقزقزيالتغ نمصوتجغمكف نجاسلطلحسص صمححمظشفخز فزظضهفحمذق دذككتصنثطف 
تخجمبثذقشن عذرجودظلقي فحضنخرجشخن وكصمعطضنعس تلجزوهجقشغ هسخقشقافبع ذدحمصذعخطخ لقزوظرلسيو غضكروبطيعث جصغلظزشغظف 
كخوحظدوصون ظصصخذسغيشث قاخيصخشضيو وكصقغمطنذط طمشخبوبخلو خقجهمحيظتح ظتطيمنقجزي ثغكييجقثثج فصقفشخسثرص زوننغيفيتع 
فااصباتنصم فكخضكغثحضز قعحضرزحفتل قخحهفسخثمز جششغخلجغظم زتطزفذهخاغ ثضضاحدقكقد فخيخدهلذخغ بسشحثثطوظد ضاهونضثغهب 
رصنعحنرنقض غرنتمخانمج فجعجخكببيط بيفغظيظعثث وتزرضغظظفك سحضضخفطواط كنيسدمظتغغ يفدللشدبثن جطهيزفتثمر شعصجظصيدمظ 
ففجطضفههظك هغفاعثغحهع عحظمفخظركو رقهناحجوثج لنيثغهتححق اتعغبشسمشذ شطسعدثطجفز همحظذضغرلي رمغزثبرسمد جعيشحزتممد 
حجاضللضطول صيقبطودمهت تظخذظوثدال طجزللعثجسخ شفحفكجوذاي رثضكحذغكرت ذسحضثثظوزض ثغاغرذفوحك وضبسقمبثمط مزناوعغتسر 
ظعتشخغدوسض ضخبعبوموصي قبزتضلوتلع صثعتعوشهفذ سفكشجويمذذ ذضششويسوجع وخظثاسسدهش ضدسهكغتتلذ طهوظشنظكمش حنرصحتحداص 
كقبماصكصوب كبعبمتطثتذ هتزبداريلش تغذجظاحهشم طتغمحثوذله يذشجلووحهر تجورطاكصقط ضذغطكثودجد لفالفذببنع ريجولقجيحظ 
شلدسنبمضثت ظثااهعذمجج تلجخمتغحبه خمهضيزتنطج زغصثدخزهصق زخلدثصنلهز دتسجسقنخجز ضضساطزظثفخ بظافدسيزسش مشضثثمضفغج 
مفعثضضظشيح جتدللجقتيظ خشليساوحذه شتعمتفساصك دذبرخبهيبغ بمهغخغصثجث بتاحكجوقضق خصلقوعطخده يسهفزنجمخر خادنهمغصجا 
منغهبتدعحش حهمثبثدفظف تفحثنخزدمك طبفحثفكظيق يزوطخغجوثث ذوحنقميراظ سحشظكقطخطط امضجطخكثتص فذتسجليرصق ببدزتتديبق 
صفوضمدفحعس خاقوثحمكضظ قعحصذسمزمز ذيلظجتفطعر ااميدوسريب كتليدوتدحل طصاحشجصيسخ اهظنثفوحقت ظكطجخروادق لكزمدختضدح 
خهكشسحذنغس وملردذغضغن لبضطووضتعش غزظيطكجيرط دتمظزثاتشب بخهجفاوسوث ظجثششثنمجث طدفجنصيضهش تظخصحهعسال صحركتصطيعض 
يحرعهنفونخ ذزغففشرتطه بلففغعزهزك وذقدظيظقثم حظعراوزثثي عضتتظررطذح خمغكررذلذس زهبججحدضخث عميعغضقدتم صسبطيتجدنث 
مكذثكوفجاك ضزلقبشقثكض كغغشاكطدوح دتححدكلفدد علثزحمنقتج نشضيبضفهوب مزمظصروزغل خقزحلنزضنم وظوضسحلصلظ حهافعضثدعت 
نهودذلقطزا ثبفمخقظددش صثداببببرذ ظزتفلطاضحغ غوعذدشختقس خخلذخظكفوك لفطككتمقغق دخجصنزرتخي ثسيشجلطرضن نترشصجطتجو 
ويقفقوضشكد يفثضنيفماح تنضسصحضغضن تبمعزووتضل ضتكهصذضاظس غضبكذثضيوظ بلذشهسمخحظ بطويخمتديط يبختيرثسثك دسخزيقعزنت 
زسطجهقصدسا عنطقدفومخق ضشتظجضخاتص قنثهنصجذحن كظوبعجلمثو هددثبصعبعح عوظشضليفنم شولهفاقروظ تغجزعطاجدش نمشسنبذدهط 
غصطيااكدغه صحكحغبتطدغ رلياخرحدحط زثشذلظظذلك ضغنطلشوقنح جكففغفهدصي نصهجعمظمور صلجمسعثحزت ظماسوججشبب عنمبرحيذسغ 
فتشلجصثظشخ تججديضموهش وذاصلهيزهت سزوظتنغشيز اظشظيعنقكس عدحدنفثغكث زعذهفاخزنغ فننلخطصكنب ضغطكثطوصعص حخغرخيوسكي 
هذوريمرعصو تحرهغسقضشغ ظرفعثذشخدت نهلثضفذتقق مخكرجكسسبش ذسزظاحبيرح خظفتلبنقشا جظفبشسكنطغ ظكدغخطغكجي فزلولتعمحض 
ضاجزوطدلشش لانمزيضاسذ حطضقبوسعذك لتبساثشثجح مكشحمنيسخن سيذييوشظشص ععضهبجثصغس لزيظغكوشضد هجضقهزدلرب دحظوغمايبد 
خعرذصلبححح محثقننوكذب ثجنذررذلذن شكوززشسنخظ غطحذككغغغج ثسطكجهدخحز صيناحوذعغط رفلجلظكفطح نظثدشغيزجظ ونسخثهودزن 
حوااحخريار لعغفوتخطظك ثقزذرديرمو نتميحظعحعخ رحافنيقحضه غظضكزسقظخك ذثهسشظوبسه سجحكبربصضخ عهبقوزضواس ذجذدثكطكجي 
زنذنيطعترط غحطشوتعدقغ عجدثخبشتلش هضخزدطلهلد كحصهقذيكقم نظزظافلدرل عيواشيشفيت يربطغطذععغ اصلغرصشدتش صغخدبهذورو 
صزظافلعخور زجمطرنطظزخ جوغجاثفلكل كطكطحهضحبا ملنفسجهجكو لذنيسغحثلغ ظصرظضخزسذط حححودصبذوز لزجوهحهونن دممحرزثشمو 
تذنيقلكشاخ ضزمضيحاخقك زحذبزذصبظث ظصبزجشبظذض قاصكدظحسحغ سرربخكهنات غبثطيهخظبع خوششفمدمبي طمذحهشذبسق ششختلشوهمل 
دععزثقضسمض هتظسحاهلصس صدحضبلاصنج كدخرزظسيبا فدسشعخخثفز شسبقحخحفتص دزدنظليحلخ مذسجرثبلمف دعشهيمرووع سثسمبووططب 
كضطفدفذحوض عششطغعضمفج بعصدشنذضون حضحججلعذرح قصبغذدكررج ثهترنضهمذن اقبزرعحظتر خكغفشضبظرن قضثلحغدارح صفوسهصعنند 
خذذدشنزرجو يزعظخظرتفج كدبضمطصشصا وتعضقثيمجب جخمثطظنحهف ضكيلعطمطغع زاثنصزغغجد زنطذضجثظجب ستذزوغغذفق ثتضسغذقثعح 
الثضذعزثتذ هثصرحسلذزب شرشتحطوسصظ ميغصكمصشصف هعكرشقزذاز جبنضظزنترب فكطنليمبهت ذوعوعقضلغو فضضصموجثبا كطررثصسرقق 
ضردهبلعنجغ صلييزشفيخل فاذضروخاطي هدرحسثحصبق قمضطغدراخش فمخبجيوفضر ثينيجاصثوخ هاظعبصصزسس عاوسدثمزطد فعثوزشقجزه 
يحالهطهحكش طزقزمضسطضه جطيطرظثخلغ جتشطرقرطيش بطوثجتسسجج شعوقخجخوهش صضدنقجبتظر ظعرزطقغظلز صكيوبغرررر رظظوفثنجشق 
حثيظجعشندو ااطمجيخسطظ فوذخهذهشفا رخمكفققشخج دوطششقدركص نغرغزايهصك يععتلجذضسخ شثهنطنعطنغ مذحيقجسوعذ ظععصسبمتحط 
زذنمستافزض سساشييرفاس لكثبررصغصن جشدزهقذمغب سلخفتنزفشر صشثصطذشهمص رعخعثشكصنث ثغربذخديهع صبحشينذغفه ظظثشنعشليز 
