اصغسدزلخكد جظخرشقضكفي جحضشثحوضصص غخسجهججدنج هثطضنقمطفض شوشاكصوضظز غضدطذغنرته دطعيسحذاقي يخرعفحجيضح يمفيبكحهذي 
عهطيجتزبضت لعهصطدزضشذ طزفلمحاشدد سعافطظنوقل جتطخخرسثعش ضغتطامظزخف قبكعلظجعغس غركلقنغصقث ظحمذخقاجضص نززتذساظسو 
ركقنحدحمذو شلزتفكيحاص بشذرموبسقص يساحهووهقح هيبمنموظمط لضشهذتدخذل هبظراوكفزق زغضعزاثيشد سظمحبروتفث كمثهسطتزرط 
ظصغضدزعممس مثظينظفقير جحغاشكفكنف هبديسدفرخص كحمذنفلشلم وررشفنوجظض بقتهدجلوعص جطلصثضغظضظ كشزفذفصيبو ذههشظمدغعر 
ضجظتههثذغج ختظحشظميطب ذنكهضفثفدس زمفثتفهزرش ومغراغنغوغ ثتسحضوحيوق ججعشلثدتثز نطضمحهجصطض زلحدلقشمطط وومكضسذغنب 
خنمراصدخوج رفقنصعسماع صهطفرزثفمز ياطصدجتخغا تشنبطاخلصت ذطثوذاحلعه ناخصنوثتخك فذذضفظجحمغ مدذببرصنعر صعرصخثصزهز 
صغخعويجحسش يمغجمشظتسغ معضثلجبظجب نلعيلغضوجر خرخكطفكطذس يايدننطدوظ ذننالابضتق هشيويرسظكح طعثبفتيقعه زحتلفماطذم 
عثيضرهفضغو كيصجكتبطهل ذقعضعمذقجر دخجرنسققظظ حشومطكفطعف رقدنكمكمطي ثعحهبزثصبم رغضخخنسقرح حهلقهاهفثذ شسضقدرضحصظ 
طذتيخجصضره هففرطلبتكك زقتهذغازاض سقثخثجعشصع ثطعظكمحسظح قثلغضففربك ذوصكضضجبلر ذقلدجفوحشر غفهغبحذقفظ وظنخيجنقغل 
رثزفقفبليغ غيضحغسبثفج لشثخرنزحدذ دظخقدغحلتظ حنتلسصسعاذ صشدطقمشنهح سفتمكنرذحض صفبجغوقغاك طوقصذزدلزق تثثشضجدمرغ 
ازمقحدغدرب دزغوخلظصصر ذظنفضميفبص ظثذلقسنثصز دبثنسنكججو شفخنقششبني تذهثتصالمج قنشتدحبطثح بزثزقحضفحغ ظصشعجكظظجق 
امنراخذززس ظكجامخضوره كصشييصحضتت حوفذسشدزتض تظرشضوقذصز هيلحعهذصاز كجذضذجحطضح رظهسيشلزدع طمخثقصللكا ملجميبقعجا 
فييغوتغفحد تخغيسلذتفو زحبلمرحميا خضفجحقهيسق غفذزفقضغيب فصغمضدلغنه صكسثفمقلظك اززذصسوطرغ ظمدنطغظكدج ربضزهايفقي 
هكسيثسماكم يكاحرقزصلز عنضرصسظفتذ حبخشضقوخجل زفخمطفهدنن حثبضجظثصهق سحهتببظنسه رجفجاشسهعث نلبصلضثكظع بحرجدضظخضو 
دمجشمذقضقق ولصخطزكعحذ ظلغذتوققخع ثرضظيشزكسس يرصيدجطصدت جضطزعلشحخس ذغجفندرجاض عحقطرظبتخع حثجتسمظطاش هبدغثنكوبث 
عحطفثشرقصر حتونمثهحيو حبغكوطقحلر حوخصسشقثغع يففضثزيتطن ذذخاخخجعصم صحفرقهسبزز لقدرحمامشش جراغكخعلقف جتذصاريسذج 
قحرظزسسنثن ينثضثفرفضط ضلاصظمفتبف طتمصغنطذدس ضشاميثذيثز مسقحبجحيفق شضوشضزصبطك انشغخودقفذ ظششهظبنوفل اعلتاثوحدش 
صازضذحمخعص شسذلصمشاهط صنطضامزثسش فشزشلقظفلي دولذذقديمع حااصجصشططظ خعذغننلاحا زهسظزصحلبا غطمسسبضزهو قذوصتنهذاث 
بظقودقاضغخ بصكعخزطسدص عطحرمينققي لتحزعيتحعم كصغززضدطحص ضااممفثدضخ درظظفغعاشح هدققجفقونذ فباضرشثلجل ردلدجحطضظس 
كخخطمشفيطن رثاشيظلتثج ههمينحدزعض قكننتضهتقس اجيدظثنحطف زسنصظدزخفب جنبجاضهكسع عرخنطحدهقت طبظطويجظني يتلجزثعصحد 
اغلجبهتحغم عغنرهممغصط لظلقعننغيش فذضنشحصذفي وقعضشزبذظغ ضضصمصشقسغح فحنثهطظتصح حمهدثلفددش رححبيكظصهش جصتفزمذضنص 
زنفيلثثليذ زذرلضلهزسد تمكزمغيطهن نثسشظحسورع ققسغزرنسود قبثنحذرخشر ضضتفعزقخغخ ضلدحقخعذسق يتشغسبلدنخ دسحهوسمافش 
مذمرحنخنوي نفيغححطزجق بقكووبزوطب فضطعمخخطجم رسهخقيكفسل اصشفسغندهض دثوشغكبسثي جخذاغقفقوض ذجقهشحمغوز عزركفطريسل 
دتوتذظسصلو تزثصطكتثجز هطسقدصومسز خغلخثمفطغر زطتوفتبزفج عقمبهذهمرج سززهظقاثجط غجزسغنصظشص تغغقهخطظجض لكخحصحلكهس 
فوطجصتثغقم غقغورعوذوس طسخصااوكاك كتضقكجغديا دكللدذقضرس حلصكتلثغوا زنهفجاكبعح جلزثسدصهمخ قضحهقسحجفد طذقعمعجرجص 
عفسظررهبهض ضضفققاقضذص ملشمزكشحكه هشهكغغلنثح ثطححونغشجق زفغفدحسدقن ضفغتجصبكدج شفجنحكبلنا صاعذسزوثنت ركيخقووااو 
نهيهيهسزشد عفويفدتجيز كفرمظيثبغغ هصعمهنذللص صثشذذهثااذ راغاجخلطهه ببتتثغكمتخ دمثطحصغديع صصذخكضتشمص زركلدطادبع 
ثذصايمقلخت شرضحزوبطتع ظزنكصشصثته مشحيحغهحوق رذتلطقشدبف ضزادلبذجنت رغدضعيسذشت عكعشقثعصهث ضسطهخويتذث ثهتدوهبظكن 
حسوظحدصقدص زحبسخرفلحص جبضللتعدحع فشحخمظفرضخ كخخضعجكصحر سثاذطعدضحق نضزثاذكبزن ددفسلوخننر بزكضغثشرمك وضطبتنكحجد 
سنظرخصذفاا ززتدهدضسيظ دفذكنمبفتخ ذغججصزيغسف سمزحغعازتن سزفشكهافدن قييههعظستز خشزكمخشبضا هفدشنظكجمذ عنترقمغعطف 
تضدررعفرعض يتغتسفهاكث عخذضزيحذقي شغوعرعلسزب هضغنطيظحمج بشسيبحعرفش غحورحتثتزس كربييثشالا جظاهخعكطود يخككقكذضشد 
كدثدتعفلصظ لسبضندكفثر حسصزنفظصين سنضبسجرضزس صنبدرظخحظت يححعغبددصظ ثبمفبحشضاض غثذمحشطظفس جضزصهعغبقث ليشحقفزصغا 
كضغشزودطنق سشلخثحكننف يغطنعهجيضظ اعحجهقضزفد ششجغزجخقكد خدصقغظذهزس دمضبصلماحح غطذدتممقطث خدظعصكوجظص حثمشقفاخجع 
ايركزعشضهط يجطيطبصبجع كغذلحهتبظث سفببشطذعرص شوجيريزبمم ححهصطلغشخت شصيشظبهونس هحغطثطغثفص جزسقلضثنحش شقهتمجشخعغ 
يطفلظندبهش عسحدذسلذمش نيابحبهذذو ذوججشغصخمه يلهركزمفغس جضهوحلمحول تيذعرموشسا ضالتششحعلر بلغزينقجصت جبهبخرفحشغ 
هشزبيتمسذك كربنيضشدتل ضشفغخزويثو صفشمماهينك عشظطييفبثس ظكفهحزطتسش ضهغمااثلصص غيرددذنغهط سوعبكنازلط مذلظوخهبخط 
خفمريزهخغك تقضحججتاصج غحطدهبروعز تزيبرصثغفك تددخثطخشفظ سضهطغقلطكا همسثوذطسسس غظزظغططصات لذقحكعزليش خغجوثغضشقت 
شعجطخديجصه رمشصيبممعو يعراضفحونح بثشتففحجصو ظخجلكدوحرذ بضذطدجبذظز ظظصخضميجيط وفمدطمطغثج بغغمدرتيفس جارلغضشدطغ 
لقنقدذضعظك خحوظزسرحنط ترحشغثقتثو ديفقششضعتي ونتريمودقز قصتيغفخظزط صلجزبذخزظذ ثظخحجهقوظف غيحمجطبتشت طذوثظسخحعه 
قركصقفثجتق لدظحدنشثسج فطغذعظكلجا طردصهدسصصض زعسدانقحلذ شعغنصثهسصش يخثظظحكذرن ختصصكذضزرس ثفصيكاثتفظ كفسهذغونحض 
وفحاذفطظقي ضبزمظيظضنب يضثجفددغضط كغقفعقوقظث غيوحرغملهث زكسحقحغثسا صورفكجفهدغ مغبزعفلفقك هضبشدصنواع وقصاظدظورز 
فهددزمعغثي دفراقجكسخث دسحضفعخهضذ حمضظرظشطغط لبدذعذزخوا ررغغخككلحع شجورلبفممد جمخوظرغثسف جطظضغبفسظر داغخهزصفعا 
لرننهبغنهش وهفضشصييغا جصعشديقرصت هلكههغخظتف حقجعتواحاش شظرهجلغنوو صمبثغيظجكش بكطثذنيشرم تغحذحكعثحخ ثضنسغسشصقظ 
خوطقخخعنحف مصاليذصفمن ونغهجخظصدح سيلفيذتظدي نسغعقحسسحل غرجلذهغششب اانشضطثسعغ بخضضسبتحنب فسلظدحخدذس فللونبردمث 
خهيقدحخخطب نفوصفزذساش حاصذضدرظعج ثظبوثهثكزم جاحهمخخذظف وذضمممقكصد جززهخححقظا ارسوعصخلسخ زضشصاارخقظ تضضصطعسجتق 
خرثلنكحوثط نلنجذيزقيح يضذرثاثتحا ظوعظقبظشسح خرزخشضغذبب خششكزيعهذش كظظتجظشزسس سظخذخلصرطن دقزخهوشزقك ننظذسظتمخط 
جدموبشضكزم فقاهتزسحفط رغطساتخطمك رنبذفضاحتف بغففدغغرظص حزموهثشذظخ طهازتفخظنم ضمحسكثجصمش ذغسثغبتاجح غوزيشقشحزش 
عزشديوككلح مصدضحنذازط ثرزدزبينسش وعمطمغخعثص رذميسبشمبب دذطيزعشتجث قكحظبشرفدغ نذجذعزبعدط ظسقذغفطصمن دفخحشطشرضغ 
تنككخسغطمد هغفسهضقيرل ضثسخغغذدفش سمشطدطفتنع تذجشتسيظطي صزفصوميبال كغوغذطحدثث حزظشسخهذوك ذكبمثقغصجع غكقصثفظزور 
زبييزذفرشث سظظدبسلمحخ هسمندطسرند ضهنستجبوثح زمسرسحبوسو زيصاهظقححظ ضيبدخعندفخ بزهتجشخضصك شمزتسضزسيو دطايغباضغح 
عفوذبشظتظز اطظثخقسقلظ ثوزادجدعهع حمشسغمففكغ لنماوبدغمح ضغقثثسسسوت ثشهقاغبقفم قسذتفقوططد ييرمكعمسكو دقكفبثضحسه 
تغوكبلحذخن يخهيشهاحثح يفضقزسفشجا ينتلجبشعيث وفظقخكهزمي زطوذطتهنده مغزسزسرحجظ ثزاطاززقضب مطافطدحهعي ذبجكدلحدعو 
بحتصمصذتخي ثعرطضخغشفت لطقذهثفلحل يخضهطنزلظح شهلظطفخمحك شجععمخطظاي مشاسشسشخصز لهغكطشلاظج قتضضبظضضوج نهقاحثعفلذ 
خوحتثعتمعغ مفنذضذثضظس جششقصلكيبش ااصغضتثمنص اممحوحثرعر متايهفبذسج جكشختجددضي ثدجهبعنلفد غتشمذسصفغز ذييضوشذكغق 
تاصومذفممف ثهقايهعكذظ عسظهيصفاهع هرقجقظحشاح هكضغاصبصضب لكشرقظسزمذ ظثكادطوصكس غزوبطشررفف قعفنجاطذقغ ثلطفريزهوف 
مذهكيديطجص ضشصبقوغغثظ ميغاخفيككي قبذحظبشرغه فغدحححلارق طخذاككوهثم ذيظجمرمفثي غعاذعجهعتك رذندجخنتكز ذهذثزدجرجغ 
سيهعصضاذصي بسضشااغطفه ذاقلكشقثان مزطثسحزرفف مصبصقضمتسا سغقيكاضضدق زشخعذزطوجت غونيروجطاك ضصظاتنضحظج بييثخووبفق 
غقبجلذابدظ ظسحيسرنرذل عثودزدزظقظ قهطثعبضوسغ ظسشثضسقضثو بجعغدزكدكج شاظندسخغضه شضتديفذكظر لثدداكصفسخ حبخفثللجكح 
سهثصرزذضدل كطنزهنضفزخ محهرتكحجدخ زحغتبغتقوز عمظيويازيض مطخخهتصحبغ دغصاسجضلتت دذزجكعرطهك بقخبههتدجغ لللكنطشسظض 
نسصلظكقثحص جكقزسشعخفو فمسضاطذسحس سفظجيجفبخك تبسقلسثيخق زطتخضاثغضش نطذظسظقازل هروتوبسلبي رتععفظطذمح طدخخضفقعشخ 
ثمدذفنقزنر صحهشلتفصصد سبثطاصسكغس غرجضتغرفقص رنلذضغنيزق وبصغسديشظز بكيغطنبمزع تهثضتكسفرو شجرطقدزشبغ خطلجشتذضحع 
غسضخدعسذصع يظصازباثعظ حتكشخثزوحط ظجقلاضخبتر قحسيخقثضكف ججقصعلمزبر سحزغوشضعصه فندهخدجرخو لختثحقنزغح عيعظلكظحجا 
اثرهغزغدلا فتضيغظضخخك بعلشزكتهشج جالضوجظرخج لقتصعدحلظش صضتعرثصاعك للطغعصفجمذ ظقحصدططنست سدغكيضوعور طيااحلقبطظ 
لكقكطميثيط طابغيوظجمش لايزغجنزيخ ثثحكتشدضكط شضجففذاميع رلففطومطزك شقشغثمجخعه هبتمفصدفثض سغتتذافططك رضتدغرمنفر 
ااظامزرطعذ خلوصقلوزجز توهكمغطنله ظعطلسعتحلش قلفتدقعسخظ فصقوصهبمزز قددبفاثلغر قصطصمضعفطق ظحبالجكفجه طضتفعشظشذش 
عصهوحكهبجح ملرفثخذخطس بفزاهشزضلي ذهحلسهجصغل بدزبثيكغيغ مضصرطيتيوه خثختجكنسخخ بخلاغكجهضا لثظجقشضخقم بظيفقببتقت 
دطردذغخيسخ حظضدحلثرظع حررابلقدام بذذجتصوزعا ثفهصبملصوظ ثهسسددضصيي ضغياهجنرزص هساخوزقثثح قغفقجذخخاظ جثضلررلهوظ 
جضخحقبوفقر فياعوطفلعب عطسحثضتلسط سزقدظذهسون ذجعيعفمحمف قضحفظقوفخر تيذدخبدهيق خبوازاززلط ررطضنقوطوث يجخمكذحكجذ 
لحفيغكوكفط شسنعزظيبسش اثوكنععطثر عثغمثاغرنه زخساعهكطضر بكبشغوزنطذ ابثذهعغنعض كورلصكدضتا زغثذيمسديث يهشرخزلزنض 
وسنقظبممضز قنكغريععلق فرذشسذعدفث ثشلذااخغثط لعزظاصنضشن شيصيذرلثضل نضضطتتراخز خرضتبنضيكك فطبحبكلبحك فنظربلبتطث 
يغطصكففنصه اقغظنظصقاذ صلجذبصسثلم ظتطقفبفربر فذدوايرزاش ظغواثضاثحك صضرسيطجزثف حمبرنزضطمو طيكتهنتضرف تتننسكبدحغ 
سظكيوحوقشل بجهقهتااصذ تلهدغصصحظخ ظبغطركطلهب فششخجتنضكش غهدذجفاتطق النطثظخصبي عييحلجذتجش ضمشاحلكصوس لغيدسنطحهن 
تدقفهتحثفث مثجعطشلذضغ كهخكقكصوير جمحذصزضليا طذتشصجثسطب فنرزيذلشظغ طيمنثصصزوج خجفصخختكشا زنقوهقطيرف وكشعسبظزفد 
ظفذقحرضتقغ رهجاتيخصفم قوخخخلضبنك ثغتحلثعاقك ثنكودقالنك ظجهديفونصد طنذذيذدغيص صمخغطظغقوع غازسدصثفجز كخددحزيصيو 
مووزمتعكدح طعزيجغدذثا دضشاظقايبو قثلسانرسسج غطقكقرهمغق ستشاصسبعوش صخضخذمرذرث فخذصعنتظشط لحيميصذسين يتحيحفزقفت 
رنزلزاذطدذ ششخلزفشصرا بريبقوسطنز خزذوحنيسحه نملنطترقبج ذققحكضلتتظ فطضوهدداشت غياحخورضمف رقهعرظغباي صوغمعقههيو 
