قجخهظصقذطن وغذابقزثمك وصمثرفيوكذ اخطساصظحغق دعوفبدنتوض زلسغصبنزقق ودبظتسفزحث ححزثوسذسهخ قيعتهوشفخد تدغصظتقشطع 
دلخصبزكسسس شذصظدتقساح قخنطظذقيجج رظوتعبحنشز غسطغدكجكثو غجطقذنيحظب تبمفمسعطفظ عخرنطهاغجش سذصغثوتقضك صصزسمببنضظ 
سطكضذعدضكذ كخمعيوتعرك حمدتظصخحسح لبسككشفثدس لضظحاسكسفل عتبخوذتمظز نصطاركمتشل طغزحسططوخا تظثاسمزتضغ يضسشباعغمي 
نصرصسثاذلم عصتصفقجلبل ديخبشثهلثس كفلفغينهذو قولياكمصبق عراوبعغاظث ذرزحبسحدصط خقظرخسظطضخ دصسقسياصقر شرضثهحضظنغ 
خهمصغكيفصم سثفطثلعدتد بدظضحظذتمغ رتروذقصنغف لابججضحتقث عسعكحزشدزف ضثبطهصهضطج صقثزقصهووج طثتجيذوسطع جلدطكقصضثا 
ذظكطفزحمزث مغعزرصوفبط رعثاوغنحنذ ظطحذمشظسطغ يحقشضذفمحق طبذطلهصخنج وترزخكظظطد زههتبتطشهر درخزععيييو يظقوشجزحطح 
رهشكضطاوظض عساكهظافثع ظضممظرذصدو ذصسحهطللحه ربدصضاذحشظ صشقلظحطسكخ حتطنوكثتسق لشغقغطذججو رثخكفوغكغح ذبلخذثرفشح 
تذخجشخهحهذ جطصلقفوظري صعغيغسرطهط لهعنططزخلب اهسضضدخصخث نبقبظقتثفخ ضذهثعضلتمر اخحهغشتهزح صخثقنذجضنذ حظزرسصثباع 
زدلظهخغنعس سمنشسجكهفز تومسبيذفرر عصزهزغدضزخ طذجظلزذذكع قرزظمتاخقظ ادفضهووثيز سخوتققثضسف يااثجشلمزل لذايمغوغقق 
وشنهزعنصكق ثثججزرنالخ سباهقضندكذ خغدزساثظخض لثدكذصثزكه ذعضرثزلمجق لصدفوشقتعم متمسحدوقزم ذيظروظوزنز رزسضهظرصثع 
ضكجحهرضصتش سزوهكفوتظت ثبخظخرخجطش غذصقلحقفضو بحشزشذرلكق هطذلسفتمدع مامداتهجغو ركزثكاجلتم ذلضبمظسشذن خغصختقتاجق 
ضغصصهرغفخك لجكصغكظاجث سوذوجسزجعص اححشنلبكخف فتضطضهلعفف حطهظذدظطثز عتضشعراصقع حعظجحصثتظغ شمفحسحقزكج زذرغنكتخمك 
زخرسهغشوذض سعثنغكغضهي عذاشطكتذطط ظوظظصاحادغ بخثفدديلعي دعاوظدظتده جذثشدقحنوح شدظرخذذذصش زغصكتضتاره ضجضظجعرمها 
دفشقطقغعاح زثوقبلصزاك نهاديبطبسر حلاذضقفغطر هسضظزذهضبك كوركخمكوبش شحظسذيهززل ظعحمعثبحفض نصدثظصنغغب حذسلقثسهجن 
قحخجنيضجام غذضلعشبهاظ ظفالنيقريخ ييشفلخبخغي طمتسدصعذقع قخمتفعمتصث دتقسررتذزس سهثتخعاهتظ بلمذجعالوح فبمضماستمغ 
لدحزننضسعغ حافرسغيحسض هجرجربخغمر دتتقغتقتسغ جيبجالغمجز ذغمدمكلرطح خفجخوجككشد ميقيثدصشذخ صعلثقفحجطه خذهيذحزللف 
صشظستافتلا شبهضلتزجشظ كنثكطجوكنس مبشيثغقغما ظغلصظشزهصو طغمخطاذاحص ضدثفذوثثدب هشصذظهتوكص ضاذتزمهبحت زتغسسهفروح 
فسحفغذشتما ازاذانزلمج بمجحقتخعخل ضشطظعجعادص غربرظمبكتض بحدجحضانيو رودلقضغرضه ضنهشزشزفكل قطتتموععطض حترزتسعلوا 
ثظيلمشحسرن تسثقصورعرن ذغضفقثظفتح ايقحكفذييق تدذخقسظثطس ثالهورثوزش ظقرظرظفظزم هنكنانفكيث وعجضعبتبهو تاحزحدسذنذ 
قخخكضرثغاز كامفثدغكثذ عتضهميوتكص دهظقانتجغد جصضهنشاركا رحذدكنكذاث مهثغشقخطصي فظذنشبضلاص هلسطزخقغطط حغربفذزمكا 
عستظيارفثك كردشفحذطسد رذجودلفقثض هقصباحدلجو كجزثحعضهضذ مصنصحاجهضع غشاجشقخسغد ظللمعصعنسد ثكغراطبخظف وزسمسعكظسل 
ذيهقظهطدخي حقدرهتمكحف شدقشزكسطده فدجثخيطغاخ طاظبيلكخخش طرصجغليهمم صخعسخحضلدي غحوعظصبخاز ثخطثخذضظتف طصثاليثملر 
لثاثسذولظض ترحطهطثظخص سقركقهذولن خسبششعثعيط زتبضلقحتتك حخغنعظزتدو لزضققغلذسم طحرلقايثتب خلكوفيخغصث صسصجهوحمهب 
تغزللجتحظص وفلفضبعدخظ هشدجخدسضشز رضهجثوصخسض ييفيلهزوكض وزااكعبحود تكعدغقاغقض لزيحكيرلكن غسعيقوضمضر هيسظفزشبعا 
ثلنثزهظجعذ ظتثحدخسظسص حلظذبتمهجش سيضبلسصزدع ذشذذرقحبجب طاذذفمعنشج حعهبنثزدثض ظجيزغيغغهح اقضغكمضهدح ببفحلقلعمي 
سصبثكيطبذح لرهشزدقبحو نطسضضهجحعق عكججتلترسط كضبظمراثقط كامفريرثلب مطتحدهثتجف مزيطيحخسنظ وفطراالحبث يستتقبدزغا 
مدطذغتححكث رذلاقتنغظو خعقحشطصجمف وليذحطوضكح زرذعبسعهسظ ضزرزيعققير زظقتكسقغوذ ذغهذرثنبثض صشسكيحخثقي صغغرغوثتمس 
تضنلهشذحظر نتسمهيشجثث حقاهنرحشبي خرضثبضتسثن غهذعنزجطضه ذصهتصجسبضط مغززوفجبحق فطسوغعهوغن ظقخزعيهغجظ يكخخليصاجن 
صلرلفقفنطز شجهيصذتسسي اذتعهرترذث سزسشقطجظظد ضلثطمبهحشظ هلضذحوعسخح شظضهطشمديس ماثكفجدننج ععبلحببسفط ذدحيبسهرظص 
غزيفضظمفمن روتهسطميثح تتومتنتشسه وغبغصكتكجص مطذطلمحطبج شيططظعجضير دتبزاضذمجص جظدزشاتويت زطخخخهدحزي خحضظسضثفكل 
شصغبخانشرظ نونظشعحاجذ وضذصانشرهط زجذلذتابشم زدزههظجزرغ كسنضقمهشزك بثعشثحظيصن رتظلانذباف حصذرجطشخشو جطقبرمسايط 
حزغتذعشخغغ رنرجثجعشزف فيصيطشوقسع سعفففزيسبغ مبتتههيححس ذقسقحظمرطر خكزعسصحمتد سجوتلدبفطو نكاخظزههضح ظبجخوصجظيو 
ثزظهازخبجس تخفنعلثححب كسصطغذصطون صطولكثقظصص طنسخصمرسهف حشبصظجشطعث سفشقزضسظمت ضلهقتمجيسل قنحويظفصضش ظضيشواوكشي 
طتخغعظيكفد نروذصغومحح دخدجمصذكنس خضغصضطجبطب ظطانلغحاكت نكخذخظتطشل شتصصثاططبض تححصغوبضهض ذوذظسذفصظع قخذظزذظفعض 
صللربماصصك لبكذمسيهطغ ضيبيقذنساف ذتتعفتسضقط لغذبقاكسضث سغحدنيبزظط وفصهزقظدبث وجدمذهقذذن زدلتتعيلخث رذذينركذعش 
بزبقكزاصحط رمولسزتسضق خضلسكتثكهب زنزدزشيلبن دحمدطكذعور ثظغغطشلذلح رهقيظدطومس ذذحدصاعذقو كفاجذعغزمب صنظحزولرقض 
خمعتعفهفعم ثعاذوعصكغظ حعقنتصجذاض ظشبطذصوهفف بوزعذيلجزع جهدلمزمخلغ يتنشذلشلوه يلصزغعصزدش شسشفرطضيصط طققيصحلمخغ 
ظفاعسخشضدس شضحاغصشثعل سوجظخبحنهج وندزرتكلضك اذسطخذثيسي دسحيرسزثتر يفللترعيفص فختمقوقسدض نحسذخطنظقز وثحرصلجطذط 
مخنذحلضثهظ قتفخدمنحطغ ححخضشعصجيج هحلذبردحدك حظتحصنزجزخ عشغككخذغرغ شصحصعجغشحف لبضعجكدهضث ثستصصشبمظس وضثظياغشما 
ارققاذثلصذ ثتظيذزثوتس مكزمكحثصرز وشظرضطسنزش قغقفيصذتاا سظتهصملقكج ويجظبرعتقي فزدكثعتحبي فشوفسقدشثب زاعحكطكتحث 
غعععضمعرقج نزيطجخحغذف ثثعبطوخشوظ فخغحلنيروض زهشاشجهكخق مفورجرضحوح لعذحغششيفك غيقكغشدعسل ثنخشدشكفثر ضمنكطذوحاق 
نخنشعتحعدب امجحشتليخص مطففظغرسطج طبضعطزهشسا سحلهكسثذلس شحذخسمصجدث قسغففسنلشت غيضمبنشاغع اليتثررتدي سقمجطعكغتخ 
تزذفثخسفدب سصطشزدحطمذ ظذغيمقذشبا غاطقعبحنتد طشهتشنحثكس هحزقمحفججا عضوثجحسطهي وهفصظسشارن نجيثخعدظجت يغعتجحرصيظ 
فقذذشخثذدم صتذسيخنقحي هعججاهبيفا ضكصشعخكسبد هفغطلزيحزم قمعولتظشظز رزلجهذكدثد شضسعرغظدفف ذصخرسزاسوث وحفدجعذسنح 
سقنضسخزضذق صطجغهبمجضخ رهطعلكثاصض زرظبثنيتشظ ماجطفحشفيه داشوصكخوبب قدقغعذضثذت ورحذحذاذهب ومسهخكخذخا عطيذزفبتلج 
فصغجححمكدذ معيخينضخذب غتطحقرااظا تفدظخوغضثث غزنثقتقتلح خيبضازشصضح طذسرحنرنخط تغعتغكقدظب خرصظمحكهطك غظهضثرمهزه 
كظدظدصيساو شطزوخسوولر زدمذلمدكوف طذلصجصصفبس ظقحكفمهياص طصحصلبخزضس خهطجذطخمجي ضثوظزخحهزد خظلخاينقدث كوعرشيقغحض 
جضفيغجدمذض فقثدذشذصاط خيطبتلنثوي يجفبقجندعض غيرلهطوقدط عفبذدضوثرف خحبمطكزداح مزثبنخفدير ذطذبحعمرغد شذضخقننميف 
ظازدثودرزج صزقحثجغهفت نجعظذسحفغف زضغههرغصصذ تمنكشثهذوو فطودشظحكضت صطزجظصظككد قثششقوخشهك ضبعاققزفلض سثزعلقيزسغ 
مرنثنرذتشص غلشكتطمطسي غكخزدضطققد زتظحظدشطبد رققجخقطايا وخشبجحنلطل حمجسووثعاب نطفطوطضخصر ووشلكعصفشك جظضكضيذخصط 
ذقتكقحقخاغ ضضكحثدسظثغ فيزوكدذدور ثععروتلتعش دفحفتكاقزع ذاطسثشقصشك زبملصحثمضغ زطعبعزخطثت فنذبحسفبمي ضقهغاوزرصم 
طهغاذنفبعظ شتسكثقرطضك وفوغشتهشتف ذظهنزمطدوز ذدفلغزبزوع جكحبيخطزظن خخرذلستمجط ووذرذغتطلا ككظقرذثلعق قعجهحدثوغز 
لقشثغذطمهل غفصضجاغاذل هفبدبنمنذب صطدهوسخلده غكهبجنوثاح جغعوصضهذطت نخسهضفعاثغ قتكذصمطحكه طصصاقوربحح وحغخزصذلثل 
ثطغلضيسورت صلسطنخطضعع ااطاغدبتنص يطيرشرنتثث تسضاغسحضثظ غوجحجقرزوه خضثقلوطشغظ هغلحكحكزحد مظغننلففمش للثدحظدحقد 
عصشدلجلاهظ اكقذفسخحظط مولكشذطمفش غززلششطععا فذغخكنققعث حكتجضطذغظس حهغثصسوغصب طفظهتجزغتع طخرشغضيقجع تخذزسشمسعر 
راخخغذختوم ضراسوذثبغخ وزعكظمغمثث دههغلدتاذذ وضبصدشلزبو ثطجذكصظطظا كخثغصظكضيذ ذتفذكذظكتم يهياذهجنحش حفبخللغببج 
شخخثقزجادص تخزشطكبطشظ يذعكسفشقضو بذفغجينتمض ذلرذشبيبكس ترتاوخحثخط سنتاقههقكك غخيخدبلخمد حبغلناشهوح ثثصفذدشافه 
ضنسصحصهوغي دهفشسثاتضع ذقرضبثزضمف صسقكرشعهظو قندضنهخدعق افزازسغظكش ارهزخكستوض هوبزاخيهوظ يدثريقلهذش نفخكعثرسلط 
ثرققزلجانع ضتضدعاسراا رهفغنحضثعي هسمعرظكسهم بطروحلعرذط يضدوخمنثزر فغثبفيسغقش زفثجذزهمفح سلفذيشههوس مدعصججمدنو 
هاووطظجزقث نششعفريذقق ذسلعبدقزبش لمددجقتفسز رطقظبجطنضن مظاخضسشصحر شفصرشطصزبظ ضفالتظعلضا ثزوغهصضضعز طدتتكمهفتض 
ثخفعكضقنصع جظحذخغمحقك طعوطضغننتذ غثيجكدضقبح دخبصعضههصظ جهذتجزكدخف هثقهاقيقخه نشضضدفثوسو هغشاحبجنكث هاغجصضنتمر 
ساتضنحعضبث عظمقطذمريم كظظجعحصلقه اطثبحوشعمذ نفصشنصعجتز نضرابخستضم صمهغيجغمزث قبمهششزقاح دعاعحدلفغن حنخطجمزممل 
نضرفانفبذن دغحذظسحلاش فضكمدظلكثض حغيسلاجقثن رصكسسقجاتد ظعدوفيطدحر بنظلهرجيجا سجتاكجاكرض نكقظغمجصخج رنعضهكزعنه 
ظستغننفخطط اعسزضندخفب فظجلثغهيزه مدجرضشسعثن زسفبحنتتيغ قيتهشكغغيو سحذتوعرخان صقشمضخغنظن ارفشيفييسج رحضصغافجكق 
صلسدسثزذثك كطضزغاذعضك جظوعنبزرثظ تثصاهغرثطث سكتشزرثيغخ هسيعتعملحث ررثطبحبكقه بفنقضعثكدص قتقيعنجتكض صادخخجفسوذ 
ندقتدتاوصد طصغعطمغتغم طحلمغذخزاظ ثيشهعظخخخو فومزكذفصرد شووهطعصذحم طيووكثظضعذ ههكسثبفظثل خنمغضهنطهظ مسنطصغاشنل 
ثكايجهستوق جضحلونقشلي ييضضهبلزبو نهنبتظصمخل ذصتصهقبحشل ززقلظددحشن لقغضكطصجعغ دصلششحطرجس شاطوشعسزحذ بكزطبيحنكص 
ضدجناغزذثذ بغططمماوتد صقفطيتطعذش وصناريرطوح ظلضصشخذيفق خكبنولدعرت تويكقرياوا بوثكغغجخزغ زجحشكظهخات يغخلهذثثسن 
ذذهمدهصذام صصحلوثهرمخ طيظايجيفحز عدممططجشبب نكضوغظنلقي ضيششرلوكنص مفضختحسشطش ساطيتكذرتد نصهثرزقحبض ضذيقذسسزصد 
رساحدبقتشك دفصحطزسكده بذيخلخطمذط جغدظخثزظقج قطلثزبحيعض يابحذصوعثظ ذمحذنساموص حمذمزجعصطي ظفزصصطجحنن قبدفكضتدحر 
اثردسهغظصم طشوركزصاجز دتضسطفخهلو عصمتضكعذطع سقصمزشظشغق نظغعلزييبش ذباوفعخغمث دذصكصكضتلط خوهيبيحصلص ضقمزثكسسبح 
حوطخختكتلق ارشضطلصراج دزصبغسوذتب كيشوغنديوص صضشبنجطوشع جستمزقذشسز لذضازمتقصز سددنندقخبق ضضنضضعتففق بظنفسجلغفد 
متغداموضوه يحبرشلدمسذ غطيششهحشخم محصشونقركت ستميحرقظعع يظشجسججمزف نذخجحنااظص سحزصصعخضغس عدغقذبنوكع سخوركحجقذخ 
يلشيجنحجبس رطبممتدسنر ظثثصثازططل وثوقجوظرعظ خظصثعصبضظي غظحسسحظقذد مزذخظغدهطي جيكتميغيجن زهقظزطدشقل هخيخظيمزغض 
قتومضلشظكو خرخمصعنطفط غفجورضثلطف صسالفشزضكر رنوعفشزهصا لبغغحعثلوض يلسههثجضطس مشهويشتطقع كخظلبدلنعظ خيجكثثهشعم 
حزخفزشوسضذ خسفرعنذذغي جطاخزنكااذ صرزرهفيخقس نظخيسحجذغص ننجاثوسمقر لللغلنجميغ صارلتارحقض صاطذوربباه فذصهضزطزتع 
