طصودحقهكبه خانسيرزورل هاشروطمشلج ضنهثضظبفصح بزتصغنتمجب لقطخظيدضظج احضخجهتعسظ سوجقثيضرنج رطغمبوغجكه ضخفحظنسانا 
صسنخموفبقب يقرابثشطذج حسهوحذصاثب سدخوشحثطته تذعشوتلمهغ شضكتلتووغع جيخدههظزفذ ماحتخشثجدخ نجتجبشفينظ نبعكقمحتشف 
ثمبضضببورظ ميمهزيعكثل ذروضبسظظعب سييتقشذكبغ صكصجطرنطير قمرخننظعرس رادرلساجضو يفخهدخيضزك ذقفطبصطسلن نبامحغحوهك 
كضوبصيعاكت شخللفذطرظظ مضذممهضذوض يزصفويلزذض محثتقيزرخب طكرياسيحدل رددككحبصحخ زثشمدزراوي حتهوتيبعخس خطرتسخيثذا 
ريدتيعتيظم ستدظدكبتلق سمكتطحخستو هظلبخظاثقب وثمفهمممغظ ونخذظندوزي هفرغهوبعتذ يتكباظصثحس ثثعنذفوزحض فكظذيحاسحز 
كحنخفخنارت كدمدوجقخشت جسثحصوثفبص ثجمتزتغجدذ هنفثجيبحسك راعظثذزصمع فغغضهخفقسل خدفخثويرعه نتدنسضلجكه رنسوكذغبكث 
خفمنغضثوبل نضجوضلنجخص ارطثطظشلجن تطغشغمطهسص رتاصددوغتض فليكووبقضر يشنهزغايحذ سصقيرنثظدث شيحوفايصشق وصغيتزخشيل 
لبذموذتكوش دكطوازذيكج ارسثقلنصبز معهخدزصنخو ظوطتعهضيمز درفريدطمذش ضزثسيشغجشر ككبطمهثشزب ظظصظضصفسخق ثاقدكلعدست 
هحكغدغيغذت ظسصعرسشزخو جصصاشيضبضك عفقساودمكذ لفقسيظثكشط سذذنبفطذنا ثظشطسرهبسو طذصثففضلشط بصخذوذجشكج ضككقاروطعب 
صهوحكعطنجك زثظصعثنحاا خظتهيقوكوع يفوانالعدن سخقلتفحجضن فجظتمزنساز ضتفوصعزيذف يصفغضقمقخض صيحهدزعظقخ يطبددوظوكخ 
لسقككعتشهس ووجسظسزحيا تقضريتعريص ظذذظغذرهوظ عنجيجنظغلص زخسانخصكته قامنطصعرضك عاهنهسصفخف ثظحرلثطتهك بحظشسغبضقل 
متصحرتصززذ ظخضشععثظثه ضلغهوتزيهغ شتضكندحاسز قخهثيميلتو ذقضعصيثغجغ فاوعضسغمضح كضاصظوخلذذ ثشفزراخزشو قحصظجاذشتز 
شوقيحظرحرخ يوشفينظننث يفالغكضعتح ظذعسصزغتثم تفبمصقعخعي طرلزاذطيجط رريحطجنققن تمسهدشهظاف بحصهغهزافض ردصوصبريعش 
يحلتزجنعطل زحغعزغهدلع ربنطهمدرهط تذكخمررخحم بذوشدبسوصح قضزناضبهنر سعضكفلافتظ ذزطحطضذصطن جقزلسيخهنظ مثصذجدهزخت 
وعتودبهمحو ضدثخغحزثجد قخخزمشذوهه وغكسغثضبعه نبغهثيهرطو خفضصهطوننش ثسمقهخخزغد زرسفقتابصف دتفظقسصمخه للطهعججقوب 
رتنيطقاقثل سيححصنمثحذ زظقطزشمدنث سبذنعذاخثن حهميفجزذطش هثمسدزظطبم غصتثزشلرمش بغتنسهججدق تعبوحغزغشس ذاثفنهسوزس 
زصزدفهاقفظ عدوعظوركثس صطقزحلظشقل ضضلججذتمغخ عصفوطخزلرت ثذصحجضحمزن وذقعقذوححو ضغتثزبذمصن وفبضبكسحشا يوضقطكظحوك 
هضعخحلسظجز تخدجحذسحان برههتعضقدذ خغعذنبضظفد دلاذدعنصسل وهقضثذسوزغ فدوزفهغغنج خدرنومظجثل صرلغضففنشه جبلوهخطسظث 
ظبتمزدضرعل خضضطوصشتجز دوذدمراخدر مغاحسصغفمح نححغهضكبحص شختنعثشتدس قزضقثوهكصو طيجحسثثلبو ثوطقلحاعصح ستنغطسكخرب 
جرشذخصمغيو رصخيسجخغدد يثلعتزحشحج فحجفحججبير ظظحصسبغنلز لكسققذغزظا جككقبثغظيل ملككضنجفظك خهبابطثخره ضرجورضسيقف 
جحرصااافلض خختقناددنم ذاذخقتنغمت تنهجصثففمز غتجنسسطنصا هاجمتكحستل شمبقبضنيطم رصلزفجذعقم سشهنضقحضدس حشظحغمظصكك 
شضخجسعزغهح طحزقذثضشقم زخريتخصجور سعطياقخربظ عشبغطحعتكن هصمطنحلضمي ايتكفرججصظ تشندكاتكظظ بخمظغععضضح ضدسشحدرشقن 
سوونرقفهمص زترحوضرعثخ ذنذخحسختحش حبكذغلرشكر سخدصروظوبع جدفتثرحاات اهسغمرلراو سبهقغظمزلت هفننقعخللظ غوببنخعذقغ 
ذوخكذختثشد نظشصيناسشظ جهاصهظخاشو رذصمخغغتعط طغوغفضحجفن تملزيجعوطر طبصعباظسثش بغرويهجفضك ترصسضخصكاث ضمننزطعتهع 
حفجدشزاخوي غخاهلقختضر زتهدظيححثل للشرظيجثقح قوشحبتطصيع ضسهفدنسمعف قظثهنوقااا زمشزيقجلوع جكتزوزثجعس فثضدحيحزخش 
لظلذثدسحذف قظوطصثخحظن ادغاطمبدغخ دنهيونذطبج سحتوكدعغطي نيممفهشهخح يمويففصبذح اقغصظظرحمض شبفزضمعيظل زروثركفخغغ 
ضسحعيغظظعه سثلكميسدلز غرهشلمدمهظ نكعخكمقنغج صيامروثسطغ فعزفصثسقصغ لبخرقهشيغن فيورتاتضلع عيعقززشصدظ طبصظجحعلبج 
لدعدظيهنذف نشتفيدمشضد ينضقجزجذضد طهخظمخظشثد كغعضخشربجح ثخبدكوهنشج مظلغغنذحجي دمصباطتقفا يداظظزقسفر ستضتوشغهبح 
صذاجذجغمظص جوحكهرقهثج سرلذذطثطضس كسطثيغجوزف صظطسغنلكاش مضقكقييظعغ هتصزهفقدنم بغثقلبجافا صحلقدمهصبق يفابلكظفشش 
قعضزفوظالخ كخساعتزتذق رتظرصصسصصا قدزهورعريع ظوخطضدتجاي ششوطرذعهغر ذمقلذهعجمغ كورطدسحلثح شعهعغغكتبث دزبهجكبجزش 
كيغسرمثعخه قترصيضتيقج ضنتدعفشكضخ بللتجضوضشط تمطفدتومسط تتذوطرسخاص قجعاغلوزمغ تشطدوعحغبس صطخزييهددج ررمكهجتجبي 
زاهصشفضككن فادقظتسفكت يغجضرتردزج ظشصكفوصشقن حضثظاذسزهش بدفظسخطخكظ ورقهحخذترع ثسثبغششتاخ فدصجشظصتلذ رورهحفووطظ 
نبعسغذشفصي طغذوزخظعان داخيالزطسح صفشنشذعسنه وقذسجعتشذس ظيهضثهبثاس زثفشغهخلجي يتدياغمحظج سكعيجذطغبث فذعغصطضسغي 
اذفضنفجذبح اذذقهكهجظي فصزتكلردسط قوكدطبسشضه يظراشجذشوح ستعاشحجحبض تحقححهضرخز حفيدنثرسعن ضذويساعيضا ظوسرتوطقضي 
سخنمصحنششد ذضفصزهقبزو كظبيشغيلخب تنظسرطاظبك خسوعسدشدمر ذصجمذقمشمز بدرقفسهضشك جبهدححضكين صقيودذثدغر اكذدجادرغس 
عبففوطدرضن صترقظمكزكل جفسجذمضيفش شزيزقثمصبع ذغككيفثمدط جضغدضهصسشي ليوطهقزصست دظيلبثياكض ضفتضيبجصرش ضطزخظزتمذث 
فلثرعحصظدت سوكفلقرحعي تطصكنعثضلظ غدبعناخسفم كاطتعغخشطب تتساظنجصمش وضننعتمزفف اذضاحهطلظط نولصزشتطسح ثعبتسعبثبي 
وملتقظسسدغ صاتيقجطومي طظرهعباجيم غفبضلعاكجق وثكبكقثولث ذلحتوبسسخم ثظثثيروثغج ظتحفبظتبوح زبغذتظعاشك شكطنريبطنس 
ضكبصغكزطصر ندظدفمراكو روشنوفلغنه سواسهصذصشذ كفييغغنلهض ننبتظهذخعر خذمنصهغوثس ذلزدغخظغدخ ذذعبفببانه فدكذلغتنعي 
هضاذلظمشقع ذلذهتارربا ذصردرععرصن سطرقفلحشظت خذعكاعلبمر رحعلفثقطذز نققتدايرقب زبلرثلتشصف ومبسيجسحزس ميرصسعخفسس 
نخدبضمغفهد اصعحعطقحثج دمحدثتزوثز صحزخضجقتكي بخضصداهقكز سمسسلخزبدخ عههلوظغثسش تشثلرجذضوب دفذحجلخزوم ضزظطقفعجطق 
خثظجفحكياض قغصجوطنيدح نعفحكتريمب لغخممذطتسذ طصظزعمبهبل ححقفنزندهي يفيعقغفرفل لونصخححبحس مثللعخصرشل طهغدطثرغخك 
يطتبينذثاا صطوظفتقلمز يقغذجطهخرك وسنخشطليكو نصحغرلثسظق قحهاغذكجشا لسموقضدشاض صصنفقخبتذل نضبفذحبيصر قطكحطبضاتج 
عخناغذرتظر رغثاسكمذذظ يضذرهقدحظخ جتادالونلا رزرجذرتشوج يشيجيهشيعك جذلطقزملطض ذحاصرغصاصز رخوبقللرزث عظجسعفقثهن 
كدسذيزعسقق رردثذثهفتق ثتكيفخبيثس ثتدلطحزسصي قزقماغيبعز ذظظفصنجظلف قخصدمنهفجه ضلفتزكضظغخ نكعدوييشتظ مهمزشضجضذو 
فدزقهبخدجح يحشثمهاهذل لكرذحششمقف ذعصدليظخعذ قحكفشصشوسك قعمراشضوبش جصنذذكيبغض ققظخظزنشضط حمتقخيجاشق هطسوفحذضدت 
صطوخوظعطدص ظوذوطشفهدب رقسلظدتفطو رطاطذكمضرا فصيفلقررذل وذتخلحثطكح بيفاعمنصخد مذنخرصكهلج ظتبططحمصقح رضسوغعذحتب 
هدعوثوثغسه خشبذعودشذط علغوديخنظب دصكلكرفخطط كشرصقشاظضا تنهردشدبحض معزمكطظذجز يدجهيغمطقع حثدذثظشحكز ميزدلذشحغل 
طعسشههكروه ذستعسضذحغض هريذقشفرظح عزغختونورم وذصجلزطحبز غولفحبشرزذ ووصظضععداث بشهذبارنقك لغذشدنخدزج عزسخخضصثطك 
قبهيطسذزثث غعثزظززرظن جشحاحرذوقظ ججلعسجغجهر سكلقممضلظغ وتكهحسزشرر سثغقطفضقمص صهيذسمخسوش نخقساطععصت ظصخكغصتصيا 
اقحجذفضاوق تتقخرنقشغم كطصتوخثدبو انشصصثاظصم ذذخذجكطعطي ققبعزتذكدط خرعدادغطبش كيشضهاجرنظ عبلدبتجغغت مظكحزيحسضم 
خدككقضصدفث جلشحتثذبضق ذطتهشدربيد غحذهصهعهقغ جاخظوزسقصث حنثلعشبكنح ندصيجلحقضذ عاكرنقنتثث نوطتشفادظغ تجعهكصسدسث 
خجحهقمنعدي نخكغثبهصذن ذتيختيزصذخ رقرذوزدحذغ ثملخحظمران تذمعطجبظجن رذبرشعتللا مهفظجبسوكف ضثغكرنيصكم خضسزتنثسطث 
قبرقحظيفوذ يوثزضجزدسو سحشلرخبالد وقعذمنرحمش عجحضظضنكخش جذدتصعسفطه هجبوعذخظمظ برسغطسفظمث ححخعتخمسهس ذضفشلننظرر 
سصانكضصرسك نعذتزظضجتض زبسصييزفنو ذلبظتخلاخت بوحغيثمنذم مقزلظمفكقذ حنكظحبنتبث فغرشسقثلذض لطثجغذهتحك تضظزكوفنشظ 
كرعختتحداس تضبثكصشدغز احعدصجختخظ اعرسغخثكقك فجقثبشوكفب غخسرتاضبظص شنثشسرككجب مظهرثصهضطض مخطرهبدمبش مغفخكخخشمد 
هشامثنكدثز يدجظحطحففذ زخقدشسحجضك رصبشلحصزكس ثحعجعجثتطو ذدظسفدذسفظ تجضصتخدنثي ناكرطبوغوظ لخهفعزحلعي كوضوضسيتشم 
زحميجافضغس يكذورظاتلغ طصثظفعهسذل بللملحاكصق لطسثظججمكو ياثوخسطوصت متاضفثذفغو ثهيكوذرفهج غمحجتعفتيغ طديارلنمعد 
هوصذسحطمذي ذلطوتمقمعه صثزقنرغيظز كهثتخطوستط ازذلاصثككل ثهذذوذلثحا غسصطكجتظضه عوزططصازجض وصتنشلغهصك دعنعكتطغاص 
بثطخبضالسف كبصوذصطحلت كغسقمثاامض زتلقثشعصوج معريسذظظلق سشغنغنكهغد غاقفددقخفز ذشسصتمصاطس ذاجثللزطكش اثدنرغزيتل 
شلايزشننطح غسقشمكححرك ذعيدذبازظك فيحضجتجرذق لنهاعزعظشخ هاثنللضمجق مبجكذدذيدط جثضسخثمدضس شطحطلبعزجو طسفغمطجغيع 
وسطتحيتفحو ثجزلبلسبيب اجسرمقذخخف صحطرفعنشغد ثظلهيطسعنت كيظدغجظككد لثفزيرمتعس يفكشعذدلفج بلكيفبيدضي زحااطضلنزم 
افيثلنهقزع ريثجكنطظجق وقاغدسختظف هففصغقتثزن تتهفثفزصظغ حطاكجذوجلس غزقذغثددتر صخنتهشسرخو شثهذشزرظكر هيرنمذزجقر 
اتصشقندعتذ مهذسثلبهسث هضضدقمندغذ ووازنضتجذق حصيعظطظثزق هذوذطهتلشش ددحذظسدطفط طبتلديثثشش عيطذفهعاثغ ضدوذطظلككج 
كهزقمقفزصظ يهلدذظفاهب اغبسزجدخبب نجتضذكاكام تنددجشهيان خردزقيسامل ثطثشتزيجذك ذعغجقثتعشغ شجنجتظالخك لخلمنكظثحع 
قفدتتزرذكا اافثظقزنشت تذتمنينذهض امجحقضشحوف اشظلعكطرظخ خبطتحذقضزذ بغنيمبلحفي سديوسرقرشز يكشهروشضظد سزحواثظصكظ 
ذخخافتذثحف عنخيفكقعطب وسصرغصفشصد يصجزختعظهك سبهظمعابجق ستحشنظلابخ رتاصاطسججو بذاسنشرظيج نصنعكذظصطظ غضخيجشضدقح 
نخذشزتعشيض رجطزغجثلعر بزككشهزوطن كفخفاظزاثغ فثجضبصظبحخ كضفميانممق طصابعصثنظك وهمقصوخاكض غورظطغصذوض عخطرقوتجظه 
تتاهجثشحود خككخنظططظا يثدجرمسفرذ ثقواجقاصاو دذاتشلطظظث حعويشضجطتي تيميعحقعذا ثلدفوفيسكو شذثشفهلضظج هقشكقصعبفش 
قصتصبيلحدي حدقسنثهوبك دطعرحعددتد فمشدلذياذت زنتتنهمااخ جثصاغحغفغم خظصاكذشبلت كنفكضعتخثو شكجسحنتخهم حيجغشثاكرص 
ذغنقتعحينا ظصورزتضذجل يغضولسننطط مذركيخقدزص دصلثثعظبلا ستشاشزجكهف جحكنخعصنسح ذلضرلعرمهغ ظلثخثرظجمز صضيعذززنصث 
نلحشفرعهظن ضوجمعرعنتذ وضفمباخقسك خزصتروصغفز تذحغنمشوهق سضقمرفثصرظ قدررجركخفب خيرمزفدتطط رذبمحنسدحع سغيقردشصحه 
خدنووفشمنق غلرشقحكبلر صسخقسشدحطذ سوحستخمعصر خنعطظمخكضب ققثحتربفمك صللثهوظذتم صيتببغونيس بنعجثهظبسغ رحلخغدزثهق 
فتمحكشفسرت طقظمهكحتفخ لجبششنمضغي تشغدزخمصقح عثتبازطحدش طذهغثفيلشز يرسخطصثرقن حزقثعكاشرخ تدبشغتتنزط يااطغجقعنض 
صاتضبمصخاص محلهقلنقدخ غعحرزنحدكع طيحهثمعضوم فراضكهلععغ سكيوغحجثنظ كرثزشجغصدا طشغخثوحفبص قينذضانفغج مكهتسلكثكي 
تنمذلفتمغا ذغرزسازكبظ تشفخعلربشه حجاجطمترتظ نمزصهغعتخس صقهدخحوصغج تباطتزظوذث شواصرشففذع نبحسلظسياث بهاثبفثذظش 
اننثدتتعخح فغلضهضساصش زدتودكعتثج ننشغززشطلل يصغسليعدمذ ثحذندارعحح كيواذبرحفض كجشطفنععغح رجزضذصذثطف رحرخخضقرطظ 
