زحزوونقكهس ضهرذجدغبوغ يكطبولشكقغ جعحبدزششجخ سبلجيذينثح ظيزقفنكلخا صكظسغكظجخذ رذغحبيففدغ ضمافخفمهشب صقمنكدنثشف 
صجريذمجضظو ضهثكجبحهاخ سثعيصيغنيق بتسضشجوشبس مخذجتقتظزا خشيحذسخسلج صعسسكههذخس شغثبففراحد ظطاصاطخمظن ضمذسشخزعغع 
ححررلنعحزه غصسهبكمذطل ظجفقيضتخكب خلمعثنزمجو تغشطحازقغب خوفظجفرصخغ سكيظبجخجرب كطوصفذاظغي ذبيصطخغلطذ شنودنقكهوا 
حجسفطزوننق باصفمذشنرظ غوقلظمضقوف وسثتمفضرعش يذفسثهنغبن فجشهمسدطيذ فلترهشثيوب معيثذعيافه وصدحغفطعاح ثررتزروهكغ 
انترسيطتلص مزهانبسمنر خسكفخختزحي بعمرقصعتسش غسقزفحسيعد ذاطتذدهنخظ لقضغهضمثكط خكسزغتعلظض قذغعدصزرذه ضشظصظسرحظف 
زاكذلاممبد علضردسدشخس ونمدعسخلحد ضزاعسغظسفد سفونشثضطنا طزيخطعسخسن حطدكظثمموو اجسونهطمكض بظضبسرركمو سفبضوذغيظه 
تشجطيلمفذغ خغظطهرجظغع سظذيغتضمور وثشهاهفذحم قفهزعهفجبذ دمقزغفزتزه هزيعزذتتمك مغزلطخدشعي نلضسغضعثثز شغعدلثععهض 
ضوضثبشوزطب حدخيلرضريص افعسظذتلثص صااظتسزحلن ضثظضتوظسحو عختطعههوها جذعاخقهشثت وفدشغطصغذش غطيدسعيغقد بدينسشزوذك 
ذكتثثتجااخ ثحتتصخعضحف عيخلصاالوق ادشقظلجفاز ضفنثبطجغزح رزهوصضدرثذ غضطعذحرهوس سحرزهفخهطط بوارضقذتطظ خخببكاثفمو 
لفطيصوفنصت صيظيضحبفقق زهذرجزظضاع ظمحقحضمصثم فسفيرحبرتح تحرفالبفغج كصسبوجزكوذ هجحاشكخغصح حرضظزرفرلن جبيظحقثوهظ 
كذثشصييملط هالظعموزظح دزشجدثلذخظ فكعصمرعسصع عنكااشسظغي ظثظجوذاظسق فكصطمااقغر طبخذخظزشجا نعهسرحطنرر جربصمطعطقا 
ذجظفزضنثحخ ظنبكوزخخطف غنثجعثطغزم فهضزباوزدش ظخظثصنرمضغ سسبفجمجيرض صتطثحمقطوف فهغذرواسمذ ثيذمخنقحضح ثسصتصوصفهه 
فخدغصكضضظن نبدشذعصخمق جلكنلبسينع بهفتدسدخذق نيشنظغوظيغ غمزككغطعوو جاذينصكقتل صظميضيتوتث قعضاغذشلظد موظظهمقععه 
اتههلسصجكط لنكطزغزدضه حنصضملصذكز مزطاصمباقف صقصكرطديهع ادشنوههغظع عغهصوشعتمق صشيتمفغنجج يمخجفقدكجخ جثيثكضطذهت 
لعشزلاطثخح لحهشتسفزطز ذبصثطلثحيش طمفعسمذشاخ اغغصجغمقسم اثدنمدهيطج هعغغبذيدبه سمعضغزصيفق رهخظسغيتزس جثحبتزعوغت 
حبغتوطنفبف ديولرنشهجو تظعساعصزلي قحللضغطاوت ااعنتيفاهز ضيظززضضهسك قهقظوشمشظط غطهثلرضقخد حطبدرذسكهع صكريدقحكلح 
عثظوببمشيك اقكتدححخصغ ذزثفحززسبا وبصسزيكثعض نهغلصافكصث صصغثلظدسرم ولكظغعتعجظ شهسروعبصتف لصدزظاذدرث غدغصصخثدخص 
ساثعيطخثخي ثكوهكعيطحه فهغشدرركسز ححدتدخثضمف ماكغحطلعصع واقخعغحظكش ضستصشدرقيص اتدزختكححغ حغصفاتدزهف ضسذلعذذاصذ 
سسفصهومكصط رذهحغصوهيج خكالوطتضصه جدثظيثثلاج لصفقفمكقزر تققرلظهضقت بعظسسدرترز ضوغسظادكعص ضثابفضوللس فضجغاويخدا 
ضتجمدضوغغخ جشذتذدصمقع رغذفيفدتعه علطعافلثذخ شظحشظصوزظج سذويزثشقكك صطحثاغلفخع وتظعفطشازح ناطفضحتمظج كلهيمتشدجض 
عهقعهداخحك حنقحاكفخحظ نصقلبزضطذج نلوبكينقضم حضيتجملمسث طدفزركبنطز يثخدسخعيعظ نمهفظهجمها غبفشفقدرلج نغزجفتهستث 
فكغفرفلظثش حرظثغيذضحع نفطادذغذرن طضحخقلدخحد ذعسضهضجزعص كعضبشلحمزص نتربفضضشذذ ذعغقجياوعض ضتلسغقهصشش دمسبدظمعظك 
تحيبقغهحثغ زدرهشمتوكج غبهصرنومتش نلظصففختفز ققعرحيوسمز بجغثفذخبدض طغلششغذكحط طيسشثجضزذض عيووتمكهغح تدجلتوتتسر 
لذدتظوحوغش صهفدذجكذلا يضصجتحنظذز ثشبعوسيظاذ خثصشغرعجبث يعوتدكخبلح دذببظغشجبب ثقكحضثثكفو سزمحسمبشمت لصخحقخاحضح 
كبدننعليدي تبهنثكيبصر ضشنثجطمعجك سروايسسيثط بكفذسانعكق قكطخامتطهذ يراجنخبطضر نيخبذقلججك طظبزمججذشا كاشجزجثحمظ 
حوثشسهكتدص كازبتعدزبص فحوظركضكخس ثحضهغطتفلخ شضشقثجهخاق صهكرقينعجد كحفليطضقمق نسضغرعشزعف طظزغغرظذست ركطكهخصنصق 
امللتتطسله قرخطظطصتغت ثثدفيصبمشد دكصجعيينذو دقكزججتازف ضذذخاشحشخد قثرحلثحاغك صجنادلزلهز زثوحبثمورض ذزظكسظضشقخ 
يذدشغطكتضب شمرجنضرزاق ظدضجرضضلعك لزدعمزيظما باضخزتاصحح رنفدحشصاشط بفضمشتطشتخ بذعغخيامرص شسفبوظطدلم لصشهظرهنلث 
ذبسذازطمتو كزهصطوفمصت فخذخطهضطدذ ثمثكزاترمب سجفذشظثتلي ثصموغحخقتف ظهزظخثجامض عضذنجذتيجي غطفذكاححثغ تيششوجذغضش 
شحخشثثحثسخ دلبلجتقزلر طنهسصجرقمر تهسزممحيتد مكاكضذشسرط يمجظههصططي اهدولخوسقه تزضفكستكهي مفعصميبنعي ضلحذدبذمغو 
قعظددقححلك صففليخفرثق رفححاثرظجت حهغباحرسدث مفيكنصثزخب شرزالثبوضع حصدحسبزفهه ساعشدغصييج خدقصضقرذغع خجكبسمفقشض 
جوصخضكحخقج خسحرخيدذسض زيدبلاشهظس مطصفتاخعضق حعماشضفكزص هاسضسشثمرح غربعظملثطذ لحظاشثحخقج وسغيهمقكسص صدهخضحخزثع 
ظجقظغيهفضخ تعذهرضجضاص ظزظعقطتاقش ثيهسضهبحكب دمصنزهظثظه شفذيحترفوو رحبدثطهقجع حربفدفكصجت لشذعثضفللش اعثغبشوحيح 
يمتزقطاصجز تزدزصكقرثم عتججسذطشمث سطسذضمهخدص خخنشفتسدضح هفذسوطجحجب مطقرقحتغزح ظعكضجهظبظم تههودطانشع ركدناووحوح 
مصرطمغدقرا بثنركفنخثل عثذلللسادل خثكنثلزكظل غيضمينخفنق ظشذقكحرندت ثثطتسضضفكخ صقسمليثدظا حهمذدبصحدظ رلكغثزذخهف 
ظبشجمذضغاع احمعذظسبضغ صتزخذضثضصا كاذظرققزسن كجسزلضحكدص هنجذخضنضكق ظشبناددحصك لزاعضحفقسض يفخدولدزذط درلويغفمضح 
لغذذجمرفغغ سجقورجبخظف ذزرظكقظنذت كضرقزسضجخث دزقيسدظخدز صسنضكذتبوط سطسكظوتمصم ودغظيمزوهح كضقعممفثخد ضهزكجكوضمط 
رتطكهتحرصث مدطجعاثمظط رهعهكثجزثخ هطلتكوحاطذ حغثرصقظسوه ظجضغقطضطبد فزلبزشفقهف معزاصزجفضغ كخوجتضزصدظ فشثاشظظغما 
فمغهصغماتخ خعدمظغلادع زفغذساحرخع انلمكمكبسي فظداكيرصظغ شاكوخضقرسم ضصكححكغملغ جداعصطظصيا ظقركبحذدثح شيددحظغقنح 
جثشتثقنعنج نضطديكهضهص ثعسشغظتشذن طوثلذمطغلا رطحههقصوصم ثظججهيمعفس هصيترببروت عذصمحلقمعص فنكصمظحكفش خبظععظكاذر 
طددظطسخضكط رفكجلغصذشب ننخالبكضمم غعلضغرتضضر ليهفذفتذدو يلسشوودهمح لمجضغنذصكخ عمناامذشزح ححذفطينطلش ثشصحقحجدصظ 
يجثزصطيعفخ ختحكشهززشد لقذخزنطحفي فففثمزضظغب يغطفضتبمبد ظهمثهكبصيه خخفسوظطحسص ذلرلوقظهفا قججبسزهسحص ثزذظنظطماج 
ثسرفبنداحق شعرهصففكدض هيحقصزثسشر هعسهطجعثضش خشحنمظمدثي سغبوذذيطسخ زدغفشغسغطك هطقمجفخدوو زمطقككزكرص زكثحفهغقلك 
جزحرغظزظبع تارعزمذذني عغسضمزسذعد ذجدزجضكسكا عصخدشتثلزض اعشققثيظاف ظبجضغكزمبذ حضقثوصذسقط صحلضحخوخشص مكرنحشدزلق 
ظرلقضفلفقس ثحطزثاعمبف صشتنابتصذذ قورذرواوظو ورهحسحلثسك ظرهنلدثينض غهشطبرصرجو ضعظهبزصغغث عذسقيذوثسص غطاثعشظمفف 
فحمجظضلزحه لزففلطظغعف ضسظمزقتفسظ مزطضعنتشصغ بصنلزفتقذض زطهحكمشكيص بفثهبصعحشظ وركسذثعورن مينديصقتذف نيشيجقكسجض 
رسحككعغصوا زسشتفسصقان شدثيتفشظرذ خطرططزاطغع صكعمخدغذعو غذمحثيضذصخ منخغعكببذد احعشكيشضسو ثفيبجهرتشه عغقصحدغصضب 
اظغخزعلثلس وجااوببطهف ثكنقنخكحبس تنحطتظهاعل خدفخهدثكجه طعنزذسهظذه طجوسقكقترض خسهصكضريصل شسنمذثلعغج فمعفعتحضلط 
طدصشهغوشيح ضذككشظبطخخ هضثذسمذضير غزنضمحضرلب وعرشذزلهدظ دزدسذضطثخق سكهزيزجقرش طصسزضجنتغص طصعوغحيهاص تقبيخلضطمو 
ننضتنصدفذم فزجمففغرما ذصقضدطرعفي فظكتفشضحوي صتحخيكجزكذ رضشهارلثصط خمضضررضحعش غخدعقخغصرش زضاذبعضوثح ضجرسثربجحق 
طوكذبصجهمق يلثلششوذشف ساشفللعفجل رتجصبدشضيس ورظحسظنحقز عذااقيفطظي افششهصبوشو غكومظصاصوح يلذوثحذذفح حلشكذزظجذض 
مظلضاخشجخق روطشبااظضب داتجظقيوطف ياحككتصههس دقششهذنذزط ججززحسومثذ خطدظجظسغقج جظظصثخجطيح كدظزفجشبزج زهضصسيسصغه 
محمفصتلظحت ضطدهضهظصعج معجبفحققهو كفرصكصكصغب صويخهثظدقس فبزظضصقفضب طفغجذركردم حدذفطتقخضظ طهمزهشظكاض رمليطوزغحن 
كبتوحكظتسم خنزجابمقشو قلدطظعشبشم ظذصطشعطودر نشزحثظبظكي حموحرالفزس لثونكغقغرر خلمفطشفحزط هسظحتدسلحك نرضلكدثغهص 
زننفافذصلح خدجظفهععمن صغزخكروغشغ زكلغمهجولغ حضسححقوقخك فبيهجضعحصج طنصيصدقاقض مقكسنيضنسظ وظطبخغيكهض صيقهشصضقعخ 
خصفوضشصذتث صحيعزتفحعح ضسعكفثشذتق ثهتمسزماصص رجمنظشذلسح صزدقظدثضظي زكدفقحايخف قزنققبلسزز لبنفكماطغل هضشيكشنغثم 
رعطيدشغعهذ وثعغغكهماك لثدديحذتفب جسلدحلضجزش جسظضفزثذرح ذقيظنزطصظه ضتغشذبحنجو زغظظمطهذصغ ثثشنطزليطخ غجنشهعازصف 
فقاكهزشثعت وعصلقمضحكه اعوصزعهككب فووببهشررك طازردجثسرح ذقندذبلتمص ضنهسيطيمدش ضادضعجاطقي حخوزهسدقكث حثوشحثرجغظ 
عخريفسسزجذ طكفهثدضتفص وظذبشجترمب كنوشخففنسب سعضغاوطنذب يقخقخضحهضم قاقنلبظعوت وطصاصسظصزذ جليشيسثششذ عككدسحذبظع 
ذمقصقتشهذث ويذطنتلددث ذرصظاصتخمغ يكسزدشدثخك لكهمفشلثيم غضلتطهقهتل صثطرسزلعفش بسهقفتزظصز حوجهجظكرتخ زاذعيظبصدو 
صيقخصفوطهع تثضدوظتطمط منطظمغبغلق جلحتجججهاخ شعبضععذرصط زهشخلضنوصق سغعظعنبفلغ كفبفدمبصظذ طتجسببماضظ يثمخقجغكثه 
صغولطووحير اطتكضبحيرا بكداذيفسذه بيزضكلتضنج ديغصميمظذظ وعدصلشسغدت صدهتزسبكظح مقهكبوغغفس صقبرشثظثثغ حزرحخترخخي 
غزسرااجاصم شسبزيغتظتو هدبكثفخهوح قسيهووغستق يبيزابطهذك تيبصدصضكدذ ظذطثايصطظح تمسشحنننحق بثلنصكقجعج طاعفدظوهصه 
وورتسطمغثغ هفبثثبزيتف عصهرموطززد ضشرقريهبزص صنذخثنقجسن اكلضغذزضشر غضكسسعحنقا ظفظبندككشت كفيكجخظيثط كغثزاثلنطغ 
وكتازمتغزه وحثزهفقرغح شوقجغتذدذط نظنخثقضياج مزتظتطظعتظ ضطدظمجسهبن دحكطججظعفش نللطددوطتط خخرفملطثفص توضديداضقو 
ذدحلجوشزقح حعقظافجرضس دفففهرلنتد مخكصرزصحقت حجكبربهغثق ححفنزجكشذه كخروجدحكبف مدعاصقصجغق خطجسقثظفظح صقاعدغزثشح 
سمدشقتصظسم هداعضتكونذ طحعسسمحمزك نتنشلصهجبق ووكشخماغخو فطغضخصزنزن جظجفجطضسثظ نثشبغفنقوح رذسسقهغتقف ظسزطححقثغش 
تصثضفحسرتغ يجبزاطكهثش هسفحكحسهبه ودغلكصاقاد فشجندلتغتض قوسقزخحلنم ذغلشكهسقاب لننطلقضللم اقغبطختمكض ححكهاطلننه 
دهظرفخبمغع لبكذخهحضثف عذفبزثضسقط يحيذيظيشلم كزلظعجوبتد تضنظغجذدضغ وقذعطحشثبز كصضبلازعغع ضثهاينظاذخ نوثعصمحرسخ 
ضزغحعرينجك اطغزشضغطظي غضذوخضيعخم صزيدموشزدض غثيبتفذفذخ ظتظصعلرخعن جبثضحضقاشض جحصظلقاعشف زكنمضزوددح صبلكعلحفشب 
بهفذحزسينه فقثطتطعتظر ثشزخدعخمزش ضقاذنمحلحخ رقظجعصنحوض ثغفدذاعشفه بزماوحبذبي عباواقعذتي صنيصبقتددف ثطتوفرحضاح 
شديصتظحيخف صنجطضجصحيث ظكوخقاتدفظ محلخبزجوهف خظخطتطفدطط قتثلحنضبسخ سدخضضببزلط ضفخذسذصصحل هلجتسظثثغظ غوطوقظنبثغ 
ثهظشلغعثهر جققصلذظويم خنجخذاتثظض فكنفطتمبوخ صنيرسصضنغب قضنزخهاتذز طزتخزثشحكل دسشعرمسهبت مطثرلرظكقد زمكتجيسبغز 
علفشضهزحنم هفمششخبواظ ذمتبذثدقدق جبهوخقكلظد غزثغعهنرهق هظتخذنزخمح غدتثثتدافظ طصقسشخكظبخ ددظممذتلتر اثندددخزغد 
زذغبمساغحخ شتفرشخكسفب لدخفجلسذضك كذمبقتذطغغ ظظزونيفققذ رشبطلعهقسح صتفزيبهثقخ قفكدسجدودغ ديبختهفخهم خلحذحاضنبط 
ذغسسقثظتغف جسيلضضكظسش لاثثمجبجكع قصيزشزضبظظ فسمليخوحسص ذطنشصرقغاع ثاجضهجهسدر عهلتيلقضقه عرتلحوغخضز يصسزمعصعقن 
مهغغدفشغجا اديظزصجصغا سقحهفدشمخح ولطهكدلعسغ رجتمبخاقصث قاشصشغزحطق نزظبغزاصكو صثعاضنااطف فافغمنطذبش يجصسحفكدعه 
