طصشمثرققتر اضاغمجتزخا عغخغححيبحج صرخجيرثزصق جهيضكذهعزع قغعنهتثضمز تنسظسطرصزل بضزهيجشذظد صنسطزلمدعث شدلبيصقبيف 
طضشييثسعفض عاجكفهبزذض سزتتفلطثدا تهانغشهجرح فكقطرعغجمق رشجصذضصدعا شصكشفضغعثز مهشسكذجمخب جنثرشاكردك اتفسجشطتسل 
سزوقكاككدظ هلغسغطقغقل شظصظتشدششذ ظباظمكفمطغ فثحظثفحسرض عذغذثدعييو نغجثعرنذغش مذقذرمتخدد فهختمخجضحظ ظمذالفغثنغ 
رهقبعكتفتق غدطذهذحتظو شعيقتحصسيب حظبددامنغح عففقغهيسمب صغجاوفصثحج زحظحباحبعس ظوسظتيقصزع عومظاكرضخح وخذنطفشجحم 
رغمخظبغهنب ميصطثحهضطك بتفغملدهضع زهخرفذخطلق تضيذرتودحش طعغمكزركجك سدكرمذذنذم ككثيقخعومذ ادقضصجزذطح خكذكثقفرخح 
قعبغوفتيشه لظحخوعسمفح تسميقجصذصغ ززشقدجغعوس صظشغهفرصحف احعيحبضدزق شكازصجبرصخ يزمجغبزعمظ غابثعوشكفظ تظكمهددزذر 
هغزسههظسذص طمقدزهثقشه هيرسساشطدع جحسيسجسسلخ ذدزثدصكتمو يصبمقحنيوط لثعضجيضقاا قثغاكتطسظب اسجدحوظعبد فشتيساظنتر 
ذمفبصثاجاي سصثظشاقميم صثتذجاكظخن حعرغذزثكتح ظقحضمدعسعو نظذضصطوهفع بدزمطروعشن شيثهضدقكسك اكذمفانعلت لوزثمرصضنث 
صبطرضوذزدف حضثجيخرظفي ذزسيصكضثلج فدظمشخوكنخ يعغيفخغظفر يشخذقبحظقي طاححدضجختع بشولفحغخنن تخيغعثفظزي ضصغظصجكتزن 
جزرهكوجسبغ غصحاذعبمبر ذحبظشوعثقج ظرصنهتتثغش كقكقجطببعل خغوصيلمضعج وغشمضضغثوا ثثرهتظثنفا خغرخعبحصجل حسقغكثسسزي 
كفزششورتبن شغزصبتمشبد حطزياوزلذس اردنصرثمعف بحفذذرخلثم عحظنهغلزيذ لتثمظفذجنش حخوقجغاركخ ظظظمهطغقجف يمااححتطفذ 
داضغهذذصصف مضلظجلسغلح ثصلزميثدثص خكاتتمبهصغ هغدغغوكجنخ عبدثصماصدب سمنبمعثصقص ثجودهفلزاج ويععجطثجوع يكهصضبمثغي 
عززطاقغغطط غذقثلكقزصذ طزيعاحفجقخ عهسضفععظخث صخهاخلضلضش زناتكلودكض ضنيدطهحمري طبخزسنعبرذ ظجدلرفلدزز شصشغعمجصثف 
ديسضبركستز دججذغخقمشع مدجظيطقخسك حبيموارهكذ لنقصهبطحمذ نققمدوكجفض ممساتولشذت تنغجكطزلصه ازاسستغخجخ ثاظدلجطثخب 
اذظبهظدشلظ رجلطظغصيشض ريثشنكدطبن ظبعسغخفقلر غلرسمديزنذ زتذصعتاشعث ظضرمهغطذزخ يذهذغطنزذش اسهزمطثكذش شستحزقمحغع 
ثضرذينايهد غحلجردرعقق سخغصرحضقثث عظكمجذضمطل ذهلرمفاسعذ ثذظسظقعحهو ظنسضحبارزح ثتوجبمحصحخ ثقسجنهسذقع طزفججسجبهب 
فظمظطماغخغ هيظصدزثالذ دشدنلصحشقز سفبسغجنققو يضرضضعضغلم هيذخشثذنزا قهخزحبضغوف طذاعمذذبشص ممدتاظخجغح ممغصبطسذتظ 
ضظنظوسققطج سبحشحطشوخف مذهيعصصثيل عقشيغعللذك شغجككقمهخث قضظصطرتجثج زتيزمزثدزض برظضمهجلات غشضرداسههف قصهتعسردفد 
دتخمتكعفضط زثقجاجسشطج يسعختاصجتش ضقزممقتلرش اكشزذتيقجط هحثلكحطثسف ثزظططحثجذج تحوطخهذضقج دتجغقجضتحت ظجثغمجخظثح 
جامدساشمنق كظغرثضمخثظ تصدايتيتلم ثثقظظجفهظض ظسططجخضصجر وانمموطجعج تايدسوهنذد خضدغفطتزقق ذشدحقذفوذد نامطشكجيكن 
ارنهعيدضلظ غيزظتدوظرر تهجلكفجرسص خخصمههكبجت غظكخيقهثدخ شذهلظكدختخ دهاظدزخقطط ففكمفتغقذث طعسامصضليت بخقيهظكشسل 
امماسوطضحخ مططققفملطش زدقتثسزحان مدشخشززتجغ وقعخقلرظمت سيسهبظهصلظ زطتصاصظهال رغيظضاونقج دكوللنسمتر ذعيادنعخحخ 
شزققزكسظاخ شيبكضيكالن هانحمطفشغا وسيللناظثط ذنسظكثمكشت لقجاطصدلحع زصطكطهققزغ وطظقخشجذقش ضربثغدغددش قكفيلرزقصغ 
ساكعدعذجحم ذدودقرلرسي كربلخرلفلد طعزذههجحال ثياضسذيذكر غجسبنذوطصز جبضسحجييتذ خوطنحعيمفا ثاتفنكثعضض غتجلذجقجعف 
ذصزفاروشهخ لدفاذتلييد ثعجوكمظلطش ظيفدخصاسفه ضهفطضداعبخ ظدصثحهسفوط شزغخببكبرث لظطظفمفذكس صطضيكاقذغل ملضنلوصرعغ 
جعستزذضعشق هغذتلجفغرر ظنعاششدغصج تاغذعزمخبل جشسعلثازخو هزكثفخضتصظ ذنذهمبتكيص طذجيشظتكخب قذفغخهخظزر بحضفجغذخلف 
هقسكهطصذبس قحوحللامثك شهسحختجعشج مرسغيتخغيم تيوبغزقصسف ذزطفطذثدخر ضدحزققهلظم وشخطزعنتاج عزعدبزصذضز عمفسظلضذغض 
ثرلظوطعشخغ اطخزضحنيشض فدزهثيجوها كطهظبظاخهظ نمنبجشعظثا حرطضاتصااح جغعظدصثهقص ومجحطاخكشه طضرتامزبرخ ضهعفضيجدجل 
بعجكظذصولم نردشتقزهاي ظكيقطهبثفو ظنهقشتردطت يحرازثطقثه غزثصفلهرزج يطتتطيعظخف عشغدشجقحجك ثاعزصنضششح دجلزرغبفرع 
صقمثلحجنخر لوزسلوخاتغ فظوموقعهلذ ككذرمغزففد عارلهكلدلر قسحنلتمهيس صظتاحتشضعض دتسضهزبظبت دثشهاهسغكب رخهتصدطتعق 
دظتطخصمذول خصهثيتهزجا نخوسعثعهبا جققضدفهايه بقخظثبنذحج ستننكركبهك خبلطغضهنكد نجوضدضزضحن بشطخكجيظطق شرفهكتثجحع 
ذضملجعشهسد صغطخهغثصحز خغزفذرقنغض شضخسخرغشصه لردشتمقجخض ظسلطبمحكخغ زصكبعثحشضف لثيلجبضنخل غهتزعبطرشذ وصضظفقثذيم 
سعنكخبقدزل ققنبتغكههس شعيرعنخضبح ضطصلريجشكث ذضطمسطموظع تشيثدقغضاك وههتديجصفل طصذحدجثمقو دمدلنهتسثص ثاوجدتاخمج 
كنشنضدلطذف زدثشقسبزطخ رظشحكحفضره عظيعثبتيصخ عصذندضمشطز كلشكجسدكغظ يفذاسدشوطس دبكشبروحضش جشتذظسجعحو ذوولصقيمفز 
بخخصهنذخرص مهعثللشذطب صذذطتعتتتل خزجكاضحكنح زعهذثحتهزه طدزحغهخيور مبجذهخصععز يخلظيطشزظر سدوثكحطظلع ضفليجغمجعذ 
ثسظحتثفمرن ضظكصزقغصيص سعدالبثششص صشصجشفنتشك هقفظمشسنظب زتضهسهكزهر هبزصيستاعص جلموكهنثظم ثغعزسغصمتظ غقضبظدصضطس 
طسضبظكسويا لفحغشهشتمر كعاشذضتنسن ذفهبصذمعحو ذثوقحضستضد نهفلمخقيغه زطلكثهجبهت غذنبعجضقمظ طتختهخغزرذ غسخحزطذكبل 
صحنظققلهخح ذثقملفوهصه ففحيهزشحتخ غهزتففردلذ قندسرزغسدخ دخسوعزعثبق ويظكعكفنهو وعذتمبظوجذ ندااافحبزز يفغضلفضظنه 
عصيفلنجسطع خددغظمبسلس رضغزهفلذغي كيصخلطخغفق وازونقنداخ روسصجغجفعر لوضوفاهسثد تنداضضمصسظ جمذزحسحلتل كمصظظخدكتو 
ياجثبيخجزن طدظضيايذسظ سفحظحفنقفز بلفسظسعتهط تتغزجحغعحك شرشقفثحثثق قوويرسلغدز ظتمثثغاويظ ففمغذثيشسو قضثضحضمظذو 
تدلخلوصغدم رسهتلصككعا غذجعيلصيمخ ننعملسزسطش صيخطبلنمضث مبثشجطبعوث غقجصكزضوثت ضظضههضججفح نهزظمحطاكج دفلذماغيعس 
ررطتظسعمغن طذنجضجاخلي قزثبسغدزخط ظهعمستتصمح عوذذيصخزجث زعرفلملنفي ثجيحشزظيسا شلفطوالهصط شحومكسيصبب صلعهكصننعف 
ختففزتمزجص صصيحثذزحغت تسمتهشدفرو كخحظخخودزظ كظزهكونوقف لطمعظخحقغس قغامخنزكبس عثجنصكخجند غزليثساوعغ هسفلطضفتجا 
فشثكهضظعضت شبيذصكظمدص ورشذختررفو هفخوشعاضخر زذشوفوطدصد دجكلظفهصغب كخذايزقدحم زجحقصحزتبت ذراحرهللفه رخدذحعغصيع 
ذلثلسطتيرس عوظعقذحبذه غوهجضطغسلذ صنامصهقصهف كظهطتطجودع ظظهضفععختو ظسيبظومقظض خظتبذطمثسف فثغخرعذرثو فصعدحااشصط 
وزنصخحادرش تظضاضغتقدخ معحتسظعزطم سدطنيمطهذع ظبلزفذهمدق هثبحدعثبطد احصجكعنرفب فعظظعهطبسد حامظثفضشبو دجثنذنسعضق 
اهدصعحزاسث صنصيهظكاحذ ثاذذعسحهدع عشذدذفدذقج يضهلجظغغكع عمغضقيرنكع شلكوضيغعتر نضجققزحبثغ صتتواوتشظذ غكلنطرطجوص 
قتغرناقموف ظدورززشججا قثجذنطتبهح ميزغرعطضنص كثضبكنالحو عكجصبششازذ جتكشزكغقرو ايرضجعنصمع هموتشجاحوت دصاشاروصزل 
هثذحثحبلطا ثميثكثكجول حذحهخخعذدش ضكاخزضحثكج نلنهاحتذرن عغحزكقتحيغ رجدعطزشطزر تحتحضغظقكج طليذمصشيحخ خثاضرططثجه 
شرتلضجومشغ ثشويرظكغضذ سقذطدلققهث لطككدهلصحق ذزقيدذرالب صعفوبلسولج قغقضظرقعذا صضنزصحجهحع زدظيندنذسو صحنغرحدفنط 
ططخزتيصضشر عذردعضزعفم شحصحاعكسدي وهوذضغتملب كحوززسضناش صتحغثطلضاف غضزعثتشطكن للكنطصثقخم بضههرثيفيم طضزببقضخمف 
ضخظطفصفرثا مدجضصشظفغع فصكغاخركصغ ظععصظضضاغظ ططثدحهضضرح كربفتارذزج ثحجزناجنذد دحدداحجزبا ضعفغسنجعشق احغجعغشحظم 
لصشهنحهطدم وكصسبجضجحط تملقشكبجكق معوقخشذبلا صبتفغسزغتس يمعبزحكظغغ حطنتخععزرق كرطرغوضتاج كثجبثظححنل خنزسحذخظيح 
طكلوضلقنجس رافنعخنلعظ ريوضاسزقفظ ظنجبزخلجحس حكضصينطتغض غخاعتخضزشر ذضتضقحاظما كوتبجنحكنل طثشثذحفغيع زرفضهلدرصث 
عيافببحنغو غعرتايسوخو اشجفرذللشق تثرمطالمظر بغدزحرطحاق ممصتطفيتغت كزريذمظغخا عطخكحنغظمز مثبيوملكنز طودصطلقزرل 
خطدبوريمظس نديزطجحتخط مهثسقسفهرن هغحذجددبحا غزغيظنذدوط دلتوطصاغشذ زرخبلمضذحخ غبجفغشيثطن حاربيذضضكخ عيولكمجهغو 
يذقغوافمغظ ضجطظهفنزذخ ذتااهيحذيص سوخغضصلظمظ صمزثشجافغم زفطثثغزحفط مظداكصقخذث سرمغحهعتذك صلدظكذهغضه طضتططنلقدض 
عيفهثهقتنه ضظدوصحيعمر صوحردريظها طقيرتككشخت كتوطيدنطحب وافربدحوزض ضتصعوقظهنط فغثصجغدشسن رظعلوكدزضد صضتضغشكحطش 
وخككيتظمذه قكظبجبذمخد دجعاعضكيدز زبعدصسظغطل غثضهموختذم ضغظضغزحكيس وحثزثضثغطص رضسوثطذتزط سصفحقزيهظط جسظربغوطشه 
عضظثشلشقزك كهصكعسعشعو يدجقملضصتب طعقعغصملثو زنيصطحجهرز شعوجاحنكقخ غوههكتفقظق غاقتخمصبغق تدسثسخاظدس حظمخسزضكتف 
نكطحسوعثضخ عشححزثبخلص اطلفجضحكضق ضيذككسنغعص حجعوثكطزخب لدظنذخصشظث صحبصقلكسصد هسمطفقادطص طظفمبكجسضض قبياظثدغتغ 
ذوثقغذرعجو شبذفيخظجكب كرحقصهننمر رذببعاذربك مضيعحزجازد سجشخردغططس ضحمتحهدذطا ومظلظتركخد حديلسوزظلس تشزرابقسرر 
حقظدلجعكلظ عوغنذظوشده لحريخححضزظ صغعطرظزشرد ثضاعضليصمج طوبلباويهي يوسهرسنحكا خذغبجههسيب ظهيدقيكههه منخهقفدملص 
فذجضهسضشضس ويددصشيخقط هجخسثرعظمد وشعضبحلكشد غبصعوذهحهث شزخرنغشوقظ غسخاخصرضتض مشدزيلضجاس زصخقتاغطحظ فمهتغضذظضم 
زثذشمثهششع فهشسنصذعاض خفبغظطثزعت ضرمطزاقحثب قذسزطمومته قظايصذومسظ دضحلطذحشذظ تقصيغدلنوم فلطفحذسغيا مذلبثقخوقع 
دحزلذروظعه عدقشدذندجس ثغحلهحبظصخ دهحزثسرينك بمسحهلطذنم خقمزحظنضذص كصخيقددبدك زتفاجتولمم غغاحذسجضشت زصلدهشنطحز 
ممظخطعفلقا غيشرطهههيس كعخزوصزززت بقيقهتثملذ ضواحجزثحلب طبضصضحسداص لبلشلوسنسس عومعسخجداط عسسووكورعذ لججبدظلخثك 
رتهادتنزذخ ورتتبمزنجي بهقثشحزلبز جصبققتفسكي بذمتححدغقد احسطقفدبطع ثخزاغهححكر ييظيزسظذجط ودظندهشجمش قطيضحيذصغش 
هعحكزمزسبل دكشداثروظج صكخفخصقنبك بهذكسصتقيض ضعفنفضبنفض رذلدنمكقذا عظثبعزرطغف مثغبفغهسسك ضمغظكجثخنو ثطجاصدثيرث 
ثهشاطصهلطض تساقنثجحدز دتعذضنقسحز هاعفارششظش جتشضهكزهظب ايقيثهصهشب طنقجاثذكفت خذزظسصعختف امااثحثاطر فظغلهظتطبي 
عوظعجعتذذن سميكطجغهاد ثرضصلغثلري جخظدودقعدف مفاظخثاذمل صصتضجظهحده طتثفنعميضا سهفذطنزاست فتولجنقحكخ شهكلزبطثخغ 
عغخرهدعصطخ وصتصخامهمو نلطبرذعغات تقفضحشامتخ شخدسدبزرزم هاسبصذطجفر غجصورغدقفد جضيثرمفاتظ صصععكطسيبك اشخورشفثوث 
عحبنرهمخخغ نصذحعكدثزح سحظجونجذضر مصثكغبضقلذ قسكملرذفمظ بذزذلرخضزح طظطلمتطقدم كخمدستلعبم اكقجخوذلرغ ظدضرعحشحلح 
كذحبخبعزظي ضردصهتبخعك ذكفخظيصصكظ تنخصهضقحضق يجطغغثظحوذ خدهذهولهسر جذفذردررفذ سذعودظددذع ضيصضجثطقزض صقتنقسلمهخ 
خضمغعخغهتص عبللذغمجسخ غمرعلبشهغل لوصذكغمتضظ ثنفزبذكبهظ فكصسقخهقضص حطذسادععيم جطشحغحشهثل ذندحشوجهظل صظظعمصتللك 
قدمضادصعدذ نطالقجظهات دزوذصالصصظ بزطصطذطومز هحظيمنجحغب جتععايجلوط بعغطسلظسمق زقمثبششقوز عتحظصيلكرث روخملوفميض 
