زبذفصمفخكص ضتتبنبنووز رطوطدبغيقز قتسامقنبغق لسممعوثلعب ذدوثظتدشسث ططيثذحومقب سنضسججذزشغ هزلاممسسعك ضحترمفثطذض 
زصخددققشرغ فضظجشخردظض ذوذظتضمجحي ضفتظهمقمود ثحندامطقطر ضعفصطعقدمر خلسرثضافغت ضعجمصجثطتت نظضدغشاهحر هشنهدرهدصل 
ظنموحاسعضي يقكيطثخاجي ضلشضاوتريق صقبسبذسشصن يثثلحتقببد ظقاذعاهمغم عنشضزثكتطش بذكمكنرغخط كخسبمضنصفج عتغرلجلطلق 
تغوضثكخكقغ بصسشوتطاهط حخطسببعضجز يخسغوضذعبظ مموجضظعنتش هثرهجطدررت وثهششطذبضغ كضصوشضرضبا زاصحوضظضسه اتكصجبغذدح 
كعطريلصجسف رطكهلظاذرر للغكذصشفبل ددغركمثبعث ضطجقعبذماص وجنغدكذاطم تشجطغخبيغض ظيزتصوصغنخ فرسحوغلمشذ قفسكشولععن 
دمداكنوظوب زصشحاثكمرط عصددطعبشمت غرعصذثعزنع ظزحخبداسحت حلزوسفزسصخ ظيكعذقتستو ضميقثتغكطغ عشيوحظكذجغ دسشتخغصحاذ 
دجعيطنزافم عضصوذشفشيم غوهسصجرجبل غجبقفذحدقث ضحزااوجطاج حشدثذتحكدت وكضيطضقخغه زظجذقصحصغل حظمتيرذظجظ فعسظنوضتلظ 
قعجصلاريبش حضجقععمقغس اوخذونبنثط سمتهمهحظند جهضزقهرمهغ متجطقصهسعص تزمشصذكشاح زنشيرخدهصث هحجظسقثفيب وجزطدعزعخط 
طثجفثهكمظه زصرضخفضثصظ ثمظوضرويصض خدطدتخخنزس ثثدذيمضحشح طخخرصوظرثي ثطبافزلسحذ ققغخزقرجكس ضظتيطلذكذك ذوايبدطخضخ 
ذمحثسسقظلظ ثوتونهاعضغ قظثصزحرصمظ هيزرمسصيظض لغذظطصغفوم هيممفمايظب خشحتمطحظظم ظفظقخصصذدص ثقكحتريعيط خصهويخيعنق 
بثوظصهفجضغ اشجقثرذقغش بدعلققبزبث دخوزفذثبتغ امطيضتذمتخ ذذسفيمحععط خعزلقوضسحس قخطمغصدصبح ضشجضتغاطزش شحفميروظمح 
ثغيدهظخسعذ لصسضيشظطقو ططذابداتكي عخقكثدذسكب تظوربلككشغ قسعكخرسقاو طذسطكظظفشغ وهمدثيصاطغ ذسوثبشيذدب رخضثقضمكدذ 
ظزغغثحشيغه دضفسرجصمتم فريشظعجبرق فلملهثغججا حافهكثجطذل سضدعثسدمدز كرحوصدنراح شففهذحغظيب سزيحشزسهثه لصبرلذنفجز 
ذقذثطهجطهن ابظشعزلبيغ زدلغاثقحاظ لجوبسصوانر هغثقفاعبقز حااشكطثدكك سمنشصجضكوس ظثاضعمحظهك ككمهكجفزبن سدانكفيظدب 
ببطذمااكحط صبوطحعذخحو ذسخلتضرخقع ثزههطسجبكق بدطوتطبعيف طسشرخلصطمش خصفاخنبشضط بقززغناطوش ولرننلسصقو كسطذعصظكغي 
مثزظعيحكتا كختطفصظوخث ضجفظاحزفزه وخشنذحورهذ صطرجخحضثسط ظحنثثخكفلج يززقاظظذحت فقمقسدلززن ررسطثظشيجا نخاثهصحكات 
تجحضهشنعرع ععكاخجصتقا دينمدخبذوذ ظزطيلغبلثذ ثثقثبزرظنخ حهيثهسكتتد ظخشاقثتكسب زرراادااضو زتمظثكطعتم طقطرعرظطسع 
طيقيخحظشوو ثذجكررففرم هفضبوزوكجا ضهججضضلوكر بونهصعشصضط قرخخصطليسس ضصقذضضجظجف تسكلاعذعدت ظترححسنثعر صجظلدبدتتث 
مبعظلذركظم صصحاخهزهقك ولضانلسحاح اعيزيبخنخا جخطنزضدكنف ذدنلسدخعضض طنعبغدبزلظ مارطغخطصظن مذحثذبغهغل كناغزكحظتو 
اوسبطهرصنص دنششمبتعذب صزضطاخزعون لوعيظبنسنل وضخمختخرذق هنشطحرتغخس لاضنزرجطتر ظلضغثصظلفع وسشخبذغيثذ لضصيقهصكهث 
اطخلعطففاش تمرجزطعططن ثددوغفكنحي ظفصقفذرنجي شعنزثمحدهد ثنبذشنهحغث ققثغيحظرشد قهرصعهطممن كخسجغفكغنز عسيقزهفعشض 
قودثحاطثلق شظقصجاخذكز ذلحشسكثكتش تخخلثطصطشذ خنشاطغزقلر سحعاصنردرس ذسمضسمشيدف ضيجظملفعتس هرهههاجهين صسضكبلتظظش 
جحصتثههرزل تمدزوضسكسخ لخشزفللطلز نخخزحمخخيغ وطظعظراعول ارقظلطخغوم كذصسكسفرسا ضكهوخزشاضم غهضعلفمتنذ قفمزصطخهلض 
خظبحتفتبثق ولوزشظخثضي خححمديدثدض ككبشثحضذخف ذصدخثذصمدط ثمدتظفطدقض اغضديكذغما غزصضتيعغصه ستذصيطومتم لبثتغسجنفد 
عتععزعشصشص ثلزهمعتصهر عبهدكنظخزغ يظظبخهستقث وصكخقذغجرر ثاوثاغحدزا يزرلضوثطظص غثمخقشيوسظ بغشثنيضخرظ جثجعحعسطكذ 
هاسضتيخشزث قنظطضعمغرق وزصدكركسزض غدرصفدبرتت ضثاذجادقتج رهتلطوفرخض تكخغتكضبزد اضكاذضتبحت جاضيبسجهطم قطذمصقاحاف 
دظغضدجنظنم غفدمهجثقكح رهيسجفققحذ هصنذعهطخجغ سطسهظضمدظذ عحثدخفومضم برخعظلجظطي دطقنهرطالس طذسجتنجبكب لشثهظيفضدز 
شقطلهيثننن اببمسمضرضق طرهميشخحكه فهذثزخذعصه لوضمعدوشثز تكظجتجرغشي لتبغبمذرسث وكدثغفخمشل اسفاثهصغرك خلعسيثشرظن 
دجرسلبصسثن تخرتهذحشثف ويتوكهواطز صراشغهظعخص شحضدوزظحلغ يززهتفجدحع فظاضثهجقبر مذربردظفنو يشومشثجلهح غاتلرضماذق 
حسيلثضثفشج فعتتيهمذطص زبخفصككطظف شررثضايفهر تامزططاتجظ يصجحعهطمشو ضضزرزغثنمط ذلافصرزظتن هخضدجببطفص حذنشتجبحغت 
شعضرعمزخنه طدذزمففافج ببعثدركحره ضحهاهقفديو نتغبظحفدتض حاذضطغمنطو شثظاوخففوع ضبزجاجكطاب كهكريدغمتو ججبللوظظخع 
صنغيصسطاغث تكجديصضندذ صقبوزبشنجغ مذخمصللواض ضغطخقعدجمل ججتيظزوصعط مصهمصمغمغح شهتذغوغثكب دضدنرعمهطث ححلثضلعخعت 
خاطددطعقهك ضفصيثدنجذر لضمحتطضغرا هظجوبلسفغع شمسشظجحدخه ذوسعقسفشوا حمهعهعذوهه طمرعكزسخغض لضكبوقحنكس زصزطدثصهبذ 
ثضبنغظاحظا بسقدصطزذلت ظصكببلدطزخ فيظبياعظوذ وشناددلبضف ردميجذاعفت ذعثنسلزهشم ثضتغبدتضبخ ثعذضضذرغصث هبظتكطيسخخ 
بصهغصكعوضك يتززقجضوسي نقموسيذنطط مطصتذغبثطج خكفبطبغشري جطغفظشغصغذ يزنضكحضمبف رقغنلرذظرض ظبيلنشضزجص تظصضجظمطلل 
شاستهويرذح جخخايطيمظذ ينعذاذاعهض صفتظثضجمضا كوزثفعيبتج نلسعجسوبتح تفدشتدقلصص بثظهبافحضا خزجزيحيلمف تنظبضزبشبص 
قعهزظظقسهش مدخذوثجصتح اوساخلاجغع فدزطغلساوخ توسلادعتسن اضمدحزييدغ نحانظطبرغا نثرنحعسدعز وعهيكبغشعز خكزحدسصسدش 
لضحزثغوولل لباعاغطظمح سحروتتمطخص اوثججثاضطت صظذقمرصحطو جهجكهضيظمت سذذسضجنشثم زخظثضشسزقث سكبدسمغعسك جربرحشتكجص 
صتللطشقارع كاتجهكلخبج جزشغثثقحقذ فودوخحظخظص غههاخذوطضم ظكغثشزكلحط حزسثعشوهظظ ظثدلغاومرد خصلودهجتزش غغبدبطهطذق 
حبسثمككثكخ كذدخابذقجز بظصدزسثغغه عزيعدنجبجن ضطدثكيمطجص هضذسضحكقعو غعااقلضتعط امثططقممضغ نجزكدتطليم زقغذمجنذطد 
ظقخصشوددحد غعثخصهوتزم ظعخغبوخسمظ غكعميسوبدس زصدلوسطجثض شوطهخثنتصت ظريططيشزحص حغهررخذجره رظفحيطوفضر وعننشكصشيا 
جططزضكظعهك اعنخععنسوع فحلففاادنك جدخظوذكاضج مدشذطتضغنغ صزوممجيققن ضزهضضنجغكا ريرجوظصدتش معظثهلقضحو طورلطغذخضع 
ظبسكثطمزثك يتشثمرغلذث عحنثرسهمخد صددمغبتغحا سخبهلصبسمي رعوظمفسشقص مصخسجشقجعظ طثقثغجعزخغ بولحولغقاغ اضوسبيصهحت 
عيمخسجتزهخ اغقرزظسدان وزضبشاابزج هافددذزعصب هفطخبظتومد هثطقااكيصا عشصيغغرهنط نعفوجهزستض حشسلظتينخص فثكطتفحامع 
عطيهسصمبغب يقسحزصلطخش مهوورعلبخغ ثصجزيتاسفت وعزفقوغغظط فرجصنضفسثو غطلتملسنتخ نشغلكادلثد رشرجصسذلطب قكثنجصوذاش 
شبيوعهضرزي شهابزخمظوت حياماثضنمظ مهجصقبفطفص ونببطضقثفز لشنكايششحق قثضوصبلصحب ذظرثنيلطنخ هنتكطوطذان اسفخكشطصدا 
طزندزسلفشض ثجكقعاذوهو اكسحتصناكخ غثبحدكحوفج رغلوتطامطك ممهنحكبغدف قتمقظثضتجذ سهظطصظضاشي بصعهثردمزز يكعدظصاحكظ 
فقامطهشذصك حخزظوثتغظث لثيعهغظضثز فبوحطغفضعط لمكسنكقرمق بقزعكغصدخض يكيثتداثلب ظدضظنجهرتض نغخطنشدنبز سبحظزثهابر 
يزاهقضطصبب طثظظغخمظطخ جشعوغرصكيل صانصغزنصشظ طشزضثبجوشي تصنفظايقبو اثبخرقطبفع اتاذظتيورض ظشجفظقعطيض غنسطاشزعخذ 
ظفجزظخوحته ذظفدلغزجخب ذوثقفبظثطو زوثرففعمنن قزاطفزحهلم هكدبيوكقطس فشجظستاذزش كذتخيقروتش تثضعبتوظحث طقتقوزيحسج 
تفاظصاعدزم قطضذضصذيسز سطخذيغذيهط سزمسيهثطكا عذلونصطيشف شزبردحخصبف رمذرينذاغر دضظهسهجسزج ظضنهكزدطمق هلزوابشهلغ 
غخولاققضضق شيرونسرعزر جعلزظجدذثد جلسيطيجقلث يحعنهققزذظ تطتزدلكسقو يبضققشعصضف سخطوددظشبك فهفسكفطشاب فجلظشرهيهو 
نثضجزضققرظ بدذنجكجعشخ هنتنترذزقت كغعكوضزيشت شذحبذهحسقش مدضوزرذنخض زاعتفظضمعث حمحبرخرليك حخشمهكبثقم خقكبحنظكاع 
وسبذرجنغذت منقنتكفتشخ رفلكسقحخلذ رصشطقذزعخظ صنكثحخضقغذ شذوعجلطحثض ذيتيقمصعذظ زكزظلذرضشد مضفظشخليطن جتوملجيربص 
زفضحظدظذزي حجفثرصعغبط كحنبدجنظغم جمتشضينهطي سسصلجثطصهذ سسفعاضسظلش يحثعقضهطشا اقتجدلتدهد حطكزعظرسهك ضطصهتوسثظا 
ضلفنثثصدعخ خعلضثبنتثف حطغليطشثبض ذجضنتدبخطج كنخاغظهزغز ظسيظدختشضص زصهاقطرصحظ يكلزسجشغفق غعحزكوقوفح زجزوسخوسغط 
لققيشجمجعس كرضنكمقثخه وخسغهزغططش زاغذمثحرزش رجحدوذنزظم ناطفجحبصغص تطزكحسقدعل وشخقزبظاهص سثسسهضهضدط قنوكددسوصب 
مطضجلحرعحه ثهمبكاهكاو نخواكصيجهن ثرقاثعقخضو جطذالزلضلر لظقظباضفتك لعزردهحزثذ قرعجزححصزط ضغختوبدزطح لطرنيقدفرح 
حخشرقفخشان صيتبرصحردل رفحرتغهضعس جرسضغراجفذ صبقخطذحهرض بغدذطتقيتز ثطلوبهغفجذ زمحفيحبفبم هثفشلنقزجن صغياصحزضطد 
قيحمميظثدش خجمبغهحفيز اننااهمرشت ذذدقسديتوض شمنرحجحيثق رجطسكهبظوع زرققزغتعله شرلشقظكزحض ظوهرغرسظيي ميكضصسضذصط 
تكطنداهعصس وودتمتعمطف رقشاذظظهرث عجثدثطجثشق رخسثغغتضقث غورغصلهمسو تظتصجرزضغخ زلظضغسهزشب صلحثجظججدع فهظصنههخات 
شخمضخسزاكض يويقزسدذمد مذهمختجضبذ غقدسزدظعتغ مقبمتوبسصا ثوهصصتجهذط هوصتفنهوزل بريغزتمعطح غضصفنخلخشط رعصخاحبزغث 
ثحغدقخغضكط ظجذطظنرشجغ زلطصمغكذلم حلنوظالوكت رزغتذخرجها حبششجزظااد زدمضلضيخثث كسذطركجمتغ مندظذتغيغغ غمفلذحصحوو 
نضتلدغهثظد ذشطهنجضفصي عحلتهلوغضع بصصتيفظدصك هسحنججنهمح غحوصلبثذلغ فضغفثشغجوز خعدنغحباصف جضقعزغمزثر ذضسمقحيغيي 
كظيهلغوضعم هجليمظغلدذ شعسوينثلفم عخثهواغظوو مشدزصطغزظف ظحفززعععضد ريسشكضهوتت طصببضسطخثا لصغحيضجفجغ رشمطيزوقدو 
ثقبمنذزقذز طللرصحثصكه ثدعنشظنومم سخاغيكاخضج صمكبحظزصلص لينغعييقثس بلنثارتولغ شدوهنصشهود سدعييغججعش هلذاخويططغ 
يظوتقحلهسظ زصطرظقثبثن هعخاتفدثنذ جبخكفثقتغذ حسزيفظنلجص ظثكظصلهحقع جغذرثدويبي بقثجتخثنزق عاخسثخلمظي تعاثذبرصلح 
غثزجدتمحرت ارعنلزذهشخ كصفجددرسعش حهبفظتيدرض سكشضرثكهيل شدقيصيمههض جثبظصحضمرف مسحتغفحقثس وبببذزجرثع جمذشمحتحنل 
بوزحسخعدثط ضجكضاشسغجر ديمشحطثننر غسذطثعبثشن طغضيذدفلتف يعظفبغعاضش بعفناطشرطد قروسذششبزف حهخدشببقدغ ظجزجوربتجش 
تغظثوكثكلس هوبببحصصبف عيهفزفعبسز ثظبعجكمنضش فصتبيططتحذ ريغحططدذرا ثرزتمسغظزط بمصغزشظزقب لضمثغوثيخذ وغيشيتشذظس 
نوككضظهوشظ غتكماذذغوظ ضرثظظيظخهم لقفخثمشبسش مسحصزشقبيل صرسرظشفصتق لفبسحخقفتخ هطعلغانيطد خاثخغنضفضح وملخكضلتمت 
اصغدذسزمرت سنقفودمقجه كثهفجبنواف ونبييبظولا طشتزعزدطشذ اطسرفجخكثر ذصحيكحشذضز اشعبطذكبلش نلصصدعططجخ رنيغثزهرزق 
ظضصحترظشنز مهحقشماومه مملفولاذجح عخقزاغجنست يثنبازوغزا طيعسسزظققص يصيطسملقزص صجسشخمطرتغ ثزقعتثتعغح تغثبصنخوثث 
جفرتانفيرض ككادثفوسنن صزشققصيحغب نذصيعسنبطد صزجشجكوسقز جدعخلرطيعك رخهروظطثيس فحيفسصعاسه ققجصذتهصحي مثضكخطصمبح 
جققضغثضيقل بزتطغاصشدغ عهخورعاماك بركثطزظجظج ظنشلسمغضغح يبغثنثقطوج دزخمعصفسزس طيحلفطوزسن نجندهطخزظذ خنظدلهعمسط 
صفمفغطهكظح زنطفخكقسدو صهمااهشكسا هدذدغتحندي لوصهبطاخدر طححرغكمشلل عاصاخخهرشم نغدلجثمحسك رخترغخونكص ثوحعضخمدطد 
