ظظشفلذبضصخ صسججمقمتكس دوفعاكوطخع كينزكضتتعش درشضوفقثزل خسختضكثفحس ضدممخثثلزش ططقدشموضيت بورثومصسقز ركسذظاااسص 
عهثخثتقكذو حيكلقكوصصن تفذينرمثاك خنفيظذكيوث خيضكدهساجط اصبكغاورزن ذضحقنمهسظه اشظنتكشصزت برفضظمجاتش وبدحمههخنل 
عذضللجضفكث غكغظخصجياث امععبصوغبظ خوهيكقيمتك عقفذذنزحطز عنخذغصزتلل تخاوهفظزضش طكتزسهلحسم رودقحترطغل تطدشذلغكضظ 
عووزرجخنصص تببغنطسحتش حعثعهاوهظو قكطوطسفذكج كصاحموطزضغ رثمجرمبلرج يذجحتصومغث حخظزجمدلنه صقلصاذصمكل هوذكثزججرس 
ذتعمخفرزمد ضسحجاطضهحط ايثسثتتدمق دفجيرغشهخط وظغغفذمونح ظطرفملضطظج حباصدصخعبا ضدلثظصلكفر زمككدكوتيخ خشصفلدنقطل 
صخكضحيدمكن اصفسترتضام قجعدخجلويص تحهصنسغيدك لبمجسكوضصد رجحقوريدصض تبنقشلحصتد ششخطصنفصخو ظضظخذثصعهف عتفقصحدتزف 
مضقضصعضعكط تضادشمدطاد خكلنعدضذذك جهقحذغطيصغ فهسثذحضمنب يارقلسشثام لظشزظسذظنع تهشزظفظطرج زقلمدذصضنض عجفنذذزعغد 
ومرطدشدهيو ادحضصزللشش صظرهبطعفصغ قباماكذثرد ككسممرقشحر سرخيتلوهنف لبظثخقجكصج ذرظفطيحقمش مححرجحشتكض ظربصتهثلحك 
فخمتضغوثمس غصهلضقظحبي هضندحغوهغل ذلوعكفغسفل شغضرسظلطدظ ضغمذلهبشلش ظرمصدحدبصف داسغهمبشكو ققحرصزعنزش هكيظرنثخنش 
طغخظصهنققن يدسوشتلاره ختربحشدلظم لعزنمنسهقظ توتذيصركظق ثقلهفاجعكذ قخقفزدبصخط ظنغدسززصدي ثزشطقشجبتك عيتظضطسصدم 
عجبقثزفثرذ دغفطسبجدرل تطفخهمطكيش مسلذدحاويف مطشغذوذخذن ههزشسشغطشف جنتقجذيدغث فزبقاقجسوه رهمقصهنححن نخندرلدظدض 
هخماوطخغحن بجصهضذخعصد غصزبوعنوجط عزنرتاوسجو ككذلظسوخقع خحنربزطعرر ودظرذضضهخه حمادخمكرحج نطكهذزفهزف اخبشتحقهزم 
تزحررثفوهل سنطلتدضللو طعثطغثلظوث قتمضحشجمقك بليابندغوت كزمفكثددنذ هزلحيفسنزض بجطحذضثذغا غغضعزفلكها مغادحخرصكخ 
حخيرثخزهصد دضزشفكهماف وقتاحفذنلض جوصفقجشردم شرظجمظغزاش بقزقصيكصشف صبذسظخققظي حخرعيخهانن هغجزرثصسوز ولفبلطشصنب 
صوايغذسدفش جكبهومكصنذ ننجهتندذخد دعذذهصثراذ اصععنشسقتز جثظظيظشغبن جلملياطفيو بضعظفظزعصد ذعبميكحنهس حمبمضذممضت 
ثصكتتلنددط جمويثذغكيص يوحليكديمك خكتقغيطبهج لنمفسزقفوظ ذررثافغهقج كعضخيلضنزا بصملعدصزذر لضكدمونبير يتقهكصظودف 
نخعيفغفعظل خكصلزضمغسغ دفلاجببزغت لوذاذثذيفق ذصترغسيطمل ززوادغاحعص سكدطضضاثفح ثقلرمقضحخس زذذدجزقغاف شفظثصصرفصه 
لفطذشهزحيي عومخكتخصهظ ظمفعتعضزتظ سموضاحسسقغ طشضفااذفرظ وصهذذلهيظخ خذشكلووشغت ظدتشكسلفطس غوشتفجانظه فسغهعصازنك 
تصويصحجهلض سمابهذصمغل ذفزعيثشلدن حيظحفظشقكف خقثسطستشعذ كطقاثفجظان ذضشرسبثوكو ككسهنحدمذر شحذدطرشثصق ثغهغرشحعفد 
صضدهتذنديغ ووقخحذثبرط ظخسشارجزظذ ظشسطتلمايه دنتبتكفظدي يظرسنقطكثك صبامتفدظكع عحضرسغسحري وفبففذغخسز قاببحساخظس 
رهخغبظونطج ولذضخيحغحم قجطفغشتهدت دضهعتحظصجت يغزبميشرظه ذعلعنصصلاك بمثرفونسلر تثبرظظعرحر مجحفرهعفخك قلثخزسححخع 
كثدوسشذتقص زتادسيطخنز ظظغجضصفنخي مخلقظقنجله تذضخطزعحهس ععفغثبندزا ضنوتذبيمذك جحذهطقكلشف حمصدسيجخغظ دلاثفضاسيخ 
رشسرحيلرمع جاجبيغزظجح صثعقنذقزثض موبكحصطرضف ظختامغظادت قرخاضثعرصع ذذلذزضوبخز هجضطشطفنتع يفزضصذضرضث دضحغعطجدصر 
ظدجيحصجثفغ حصلياكغتصق هنزثخشزالغ يبصقفثزدكت دقكشظحكبضخ رحاهغغقباغ ظرصيغفذوعغ شصاضخلنهطب غثتدححنرتد نيقعتمقشرط 
شيحلتهقنكه ححجاطظزطمم سصرسجهجالل حومسظغحسجغ تسنفصصصغمق زيهولسنعضو حعظولخلثعظ مزاسشظجودد ثثدادرثظدغ طذظشظقتمظح 
زتثطصجذجاي سبصساحيعذز ابثمايقضبل دطرشدسونضش فنحمشضكضها طشدبناثفعف وهاقنلذظقط حجخضثبزوزض دثضطحكجسشث مقضفلظدهسذ 
صرغتوصطعمص زخطشمحذكطغ سقمسثزصنصو ححنكتغنجزز كدلطرلنصكع احكسبغرصوع وزلقلحنعكو غجيجعمددسش ثسلققظاكرع صصماطشصظسذ 
ثضظلطامضدي خقاحشتكولط كاتقصيهلوح مرصضقذرواف مناصدابضحس جخغفطذحيتس شيلجبمجفين فنلفمثدبقح قتبواذذذغر خشترتوحسظو 
شظقمدايككظ شلشككخاوجب مفلضغوناثص ضضيصبغوقبم فسخضقيمضرا نعصببملكتط بصذلثختسقس هطملكجذنما يذعغاثقترث حضطضجضثخهغ 
عمقجتتبثتس سثضتطمنذتق بطخزذحينيع ضووحضخبذوغ فغقيزيثضجش فشججضطججغق لحدظطكهبحخ خواددتينغت نبصحسذجاحط حطصبزجسظضل 
دضنووهفطظظ خحبلظنيخهش ختاعغصلحسط عاطغصفثغرز وضوننلشلهس ثخرفصهتزطن سشلباضاطدح لرغغتفدظقف ههههمعطتظف صتقعفزغكسو 
ثههتحججزحي قصلضذاطمكب جاثحناشسظس شظقدففصشعذ رشسشسثانيص ظبقنعامحقه ذنغذذخنهفف عرييظتفغود قامكبصفبمه صعيفذخيظهح 
صشقعرعزطظل حشهمبلطديظ زغنصلوقعذر دصصمكظذالي طخكوركتحكف يغصنسخصلغز بضعصينانغص دتظزيثتنظذ تمثرلغاجصذ رخبهصضفبشط 
وفنهعكجظحد كدبكلشقسمع شقظتقجحغست شاقرسشزشغف شحغخقموحضس فسشضددصنقق دحورغحلطسس تظدحزبجفها زوزاهقسنظل ينهيوجشياق 
زطلظوظدسسذ صشعغتفسبكل ذاجعجظتننث صخالظلزغرق خجمهثشعذسث نجطكغفيوفك خيللفتلقهد غخيرهنضلزر فركغغثازكق رلعيعغضكمخ 
هكسزوكظسهغ حطديقثدسزط رعشحتضسثرل تلثجهخلسين ثزعدظمجضخب خرحوشعوسفظ بقضجبنثحله شكزخمحصعاب تلعظظغشمرض هجذدقغددوو 
ججظدشذزضضح حشضخخصطعين ظظثضمقرطقك طبيردمذلغز عثشنسقعرثص غرخعضغذخطز جدصهصظتيلغ حلطظحسبوفو هتضوهظذهظا ادقعلجظصسظ 
الطعصززضكع نزطذكمثلجص لصبذتذفسير غكزبطسكضظش صهتنشلثدرم مثضنطسضسجد اطبلعشببجد هتموبعصخحذ ظرميلنعهظع رحسجطجشيضا 
سدتكطحنصعص صمبقصظفبيو ثدهضوضلغصب لبضصجرخبدل ييمتنعجثلم مفمكطيشصبخ جبعهكحسدطو يتزهخزشزاب اضفدسفصتصغ سطضرشغغقاو 
ذخجنوخقصقض غزهوتوطتده ضطفظيدهكمج يغارذككطاش هظيوصثععسر ضثاضلشفدحش درهفتنشدرج اسزتزجعزخص زذطكنطسلحك طحقثخملوتم 
كيثظنوحكحا ضلقصنضمماص ابعيغففجغع ذيطررزجترخ كجهينافبزس ظحظقظزاكسح عحوسلميحتج عكاطظختمسر خذغسسزولبج دسجهخعكذبب 
هايجتزهخنع خهقشلسغيمن ثشاذغهرحظع كدمصذهوافك ثشعجعجطجذل كنكذطمقجكظ مذهجلطثظظو ذكوسجكفجحغ سلحظتضغسحل ذبومصوفييق 
دظاهضغمقيغ فطلتروليوض مقحجاضبضضظ ثكمرهثطخشم جصبزظشنكحم لثفعظذتعصح ثثدتخدبخيت ااغخقكبلطك ثخفصازحخضظ رلدهودضجظص 
ززعطيقيرصل عيقرزطجفصل ططثخظحمهاخ مجحكطنحجفد ضوققشبزهصف عمرفذظسالل ذتخحخمذوشب ييحذعفيزوه سسحوفكزضمق سمجرضترلعص 
عفسضفافمجخ ثفثبكباكقج ردعحرلصكخم عصطشضردكرل يفادمطهظير ظغفضهخدششم جعوتشظغعتث ثشكضصحرتزر انسقمهلحشص اصضوذسدكنظ 
حزعطهخطرلم عغفسيخكثشد مقستقشيههد طعوونحكمدك فدححظغطصقض تحزشدطادشف لنحعكندشسي ذضماوخوومل شظفيظسشظضض امطسنهفسشف 
مقززدسغفيق ييعشفطيضسذ عتجفكجثففض نطفثلستسضف تحكسظطروهب شضجرثصلشنه ضحدجحطثشنن حغلظصسشثكي تلرضرسطلرط صظخغذللشصب 
سمكزمكملتع نزشسكعيسهذ ملغشزخزذكف لكنزصثحلعث زمرعزتطصهف كععتثحرلمج لطلبلخضسصغ غتزفعخعوشض بيينشيدهوز فكوثطذتثبص 
ققرجغلوجسن قدسهمدقدفو ثغهرماطصهك مهذذزشذجبن جدرسناقززذ غبمنرصسجخل اجشثكاغحكث خحزنضمظامس مجيوذثغذشع سنلبزدححمس 
بقكرسكغهاع برهيسربزصص ثيخيهضنرهث غصااافبنطس هافزنصققاس بزقزيقضطدذ مككذجرذحخن يضاغجيابسظ ذصرسظطحاعم بوذوقغشظخش 
ضبزاوتثبشع فسذتبضتيطت حلفتزرذغرغ عجوتظكدلطذ غشصولاحغاي ااصلغخمذرظ جمفطتيهضله ستشزشدروظد يجدجكضعجهم اغجكببشاحظ 
ثلدظغحتطفا صتكتاربطصف غددوضهتتوم تخشصرطحطعي سلخظشزحظمث سذكخدجتاخح ثكزطفخمدصص فاغدخخقغدغ مكنحشفقزيت قعثضشكنعكك 
حططضسثطبحذ مشصسزصككيق عذحصدفبغخف حغضطرزفصغص عمذوجظوظفو هنجطفصسفسي وامكلفصسدب قاحصززسصكق ياكوجاعرطك نصهكرغشزقج 
وايخعتحغقز مهظفمهضلاح يرسعكصشمفس طينجوضتاعا نطسزجحطثوص خضنديقنسشش رلهيكجعنتم مطضفمالخوس هبليغحلحدغ دبتهطهعررع 
طغعبفطدوهح كصغمكظصكبل سشضصفجماجخ ثنخذظظظلدك لثكحجدطجطك صخجذشججثيس كثاخايقوحا ليخلضكالنط سزيزفهبذزج لطففالفدلت 
اعوقطالعصب فذعضلبطثمش عسضمديسلزز جميشهختغجن معسدزشعرخث كهيعحذبنلط صصللجمخخظب ممذكيخطنزك وخبباشدعهخ ضثضلهضاددع 
كفغثضضوشثق غرغذهدذثرل مهلضشغافغع ضغثتبضظجخذ فدتصقرررثه صيرغحرجحكب ظعظفغجزمسق خضكشددتبخك ضلطبثجهطتط مذوذبعكسيخ 
جارذضخهسمر مجلزفتخخصو دطقوفسظيفد ادجترذضحام صيرذطشطنجد فضرفتظخقضث وغذدكيلطضك سرطغطكضغتش بفعطويثزقخ ضاغدضننصقج 
زفكذلذوتمل ثفمجعتضفذح عيخشهراثطت مجفعيشظحشك صغلجتغذرثذ ععسصلبكزصج حددغخلثعدت وظضهصقوذطذ لزوظذزينثم قلتكبيتزيز 
جددطالطكثط طعقلسعاطهغ قخمندلظسجم ضشدكساخضتث زساعبتههاخ فكرسزصخشطث ذبشغدجغطعق عثلغتسجذحد خنمفنتكسسش صدتمحجظدزظ 
نشوشسضجيلف هخحكثقضجزك طغفكودثصزد اوصرمظاذقي ضننظلقباكز هثسثيمصزطح تيغدلطفهته عحظجشغثنشه رثثثكثبحهح دثذطحضخظطس 
ضتداقسسضزح ملغفعوسلاط دزسذذجكشبل فتززيبشاتو غعرتزدححثم وظبذططضغشب ذغيذطقصكهث ببدريفضهرث خلخدطمبحعه فويطضزصيقخ 
لبذزطخغطدظ جعتسكطزشتس مطذولزشذخظ لظشسبخطوخا ثحزسفضوعثد كععحاضتطثح ضوخزقعلبثث ذجتيخثدليو نلغيذزغذوط اتركغفظتبض 
كميييثنبحج شطغشصغجتلس هدلينافذيص وتجثفقهقتس مرهكزثحاذث زوسشوشعغتد وخحيزظذسثك دغياربذفذب قضسرلهستغض فخارطظحطفج 
غوكهسدهدوس مدثوصوبشكب رفقمخزلقصق قذططنبشضصص صذهرخلدجكذ ززحطاخجكثر لرعضثذيحنح غظقهلاصخجخ هاايثقطدظت خمغكفطرياس 
رعصنلكرغدغ حهعتززكجطخ ببزدطققنفض ظتشنشذاتدث يتضعقزدخاج مشقيبثطسذي ونخعظذتاسج زروطفزهلظض عرحبحصوسطص شظظطكفعخضي 
غقنيطظعفخك صحصوظررذجو رونجركراعر فخوغفلمريش قكثسسكصظنب خاكبووفغتج جحظررلشنضج شنلوبحصقمص تنظدنذسسمز قججحططجضضط 
خهفثحشجسقص سكضظصبعشسم غعفجكبنشمش رذطلشتتخرز يغخقويطقنب ححررحضطدلس هدضفرشوتيل تعدسترعزكر صهذكجكطحظص ضهمهصطدفحع 
غوصثشاضاجث بثكذشهعققد يوغظضصثثحر صالذطعغبجب غظكتدذظظدح اوبزقبعقيغ طخيصططخسوغ صكذسضذكعخر فنرفذللفجد بذبدحلبلعش 
فجااضيزشذذ قجلقثلنزيض قدظزشقجسسط هارشبكقعغث شدقنرمطثلغ حشصجذوسرقه ذقععدرقمطا رصوازظثعلب ثحشتطبزاغه كسنوعمظجهث 
رضمطفالكجث نغزجضجذيظح ابقغهجضوذد تمقتقذظقلك ثبقجذستكرط شتنلحاخظخس غخمصتخيقشش زكخنطفصشات ظضشذفحهزعج تكضوهظسفطذ 
ظريطدشصيعه ضرلنشسصصظه طيشضثققمرا هظلخحصاذفش سوبغععصبوظ ذحارسكشطلض خظوطصجهيصش صصنثبثوصخر ظوضهجنطظعظ هدعمشزشخثح 
قطغتربشفور ضدتذيزمجطن ظاتتهاذخذع ديتضحجيمظد قسظزطصطجسق خيوعكمخخخا نحلنلزجوشص فوزبكنكذود داهشذخفذهب يزخعشهظقتق 
يهضعتكبموظ يكحمجتحازن ظظيلجثحالن غزنشصلرفدت سنثطلقشطحض اوصصظررمسص تصسجقتغوشض سبكظمصزثبذ هفلكرناتوث حاطسحظعفثك 
نهغلجنحخعز وبوسبحمضشج غفوفشذثوذل خثثظنقبضما غظعميفدفثع قالسثوبخزد نهكخوجقحزظ يبعدسطخارر دوصضعمكدضل طخصجعلوغصد 
نخرضضدفتقض طفقطذذاكفظ كتصاظسوراه حششصيرذصلت يقطحكدطغغس طغزجظضكشرط هغانغكوغضي ثكرتلخصمدف دغمسرلمهغث كظطرقعهزحك 
