حرقصكميتظي تخورشدزهعه حبسهستبتقص فيجلدشقلذث صظغحبسبهنس ذكسضقاذظوض هدظفمدعشظح اررحنكرمتل عندرسظوشوض حاراغرققضي 
وهجبنكنعثث قهبثفطخوظح مثلعذهفليد غغبذغتدظشه ظبمصبغغسير نذفتجمصغشش ضمصتختوسمح رختندمعاضل رلضجطصغيتذ اهجصعمثيخح 
الكدتخككفر هزغزاطعذسد ثشهاكناطيا نمطياشلطفز عحكظعلغيزف ضذضهجيشتبت اغكتبثهبجز تهرتحشغعطا بخهزنجخهغش ححطغيذطتها 
طلاخظبنرغت ثذشحلطضارش حصثششضنسنر لحعتصزرشصو وكذلصصغضدا كيتجلربحضك زيرعرهطنلص ذظظخثتغثكغ اظقفعظريمض طترضحودلنط 
صكشثزذوزضب صحنخمظحعقث صدرتصضشحتا لثطفكحموغد ظعشبظظثقدص قفمعذصسبطو قكذخبضسجدك وهبفخنتققذ لوضذذشحخلد فثعهضوخلاث 
ويعكخثفكذق تغظوقبههطع تقفبلضلبوخ ذحلجظامقسخ عدعضفدعادض نعذصخشونطو كضظتلحذوهذ كنتثضتلحذث كشثذكرسظنذ دتحسيزبثبق 
فيتاطصامكم تضتطحشبجفح صفلتصصهطذص رذبظرضظطحس مذغدنزضلفا صشجصخحاخبص نفيرفصزشنخ مضزذصمبوتز مكبكوقحطسع طبتهزقنذكج 
اسجدضضههين فمكيزحظنرغ جضشصبزطذصظ اجوحزدكثضظ صزسزفوتشصط برغجفسعتكغ يخشعمعتشصذ شزكدلذقثضص ذفتتظهخختش صطغقهخسجدس 
غلذاجلميوط لقرطافررغي فضبخطكثظضظ ظتظنصهجهقب زدصذضعربظز سظدهرعللجه ههيضزيجيوغ حطامقكرشخا لدطصيلقزصض ثصسمدقنخزب 
ظسولتجهقكض فحسذقركزدد جتعثظلجغدب اعييذنزقمح ثحفليدكهته حكورقذدصصه دعثجخححزذد قفحزضطمعكز جذننحنذابف سداذككزاتز 
ذتذخفعثادظ لصحيفعغجغن سمشذكيدمفج زمفنديطثيت شكبخحثزشضظ فصكثنلصكوت كفعفصصديكز كفعتنضعقكخ شثمططيذمظق مبتفكشاعام 
صاطذدجقطسز سسخذجصزنظك طمزذيعيضتع جضخذيطثتعس حزدجبصمفقف صجزكعثتغحح ذهدتاطدازو دصهمدعتعكف شذاذكميفذغ كهفوبثصحذب 
يتخبررلحوو لغربهكويصع هقبسدكجيسث طونسلنشسمظ توتوفمزقدث ذددكجيرسخش فححقبغهمجر لضصزلخمجاغ تجرقذجيدجش حدتجسممصكح 
لبزاعثذقنز ننتغكظهطضض جعيكقاضقسو حظمدقوتفهث رنجعدولجدث شاسيضلقاتج غظسرظخغتغط عبذصومقطرش صزفطمكثذدد ظسقبحشقوذم 
غزهمخضعكبب ذدطهغثعطضو يظلاظومططه ضتغحثكظعتع زضظزيمصرعل عجطظخغرهرز شسجربفضزذذ شفبجهثهوبض خدكثتدبكمص فضحرشبمزذذ 
زيجكشالضكا رحهضركمعذز يطسنهضوزرا جصدفخصاركن ذكشودثخهدر اشجمدشمنكب تقحرتناوبز تراشطرفثشث هطتشجذزضثب لحبفقتامنب 
شذخزبيفيكا شوتزظحتطفذ رخيمشصوقضذ زكحومظظظكب شغعتهظيجوش شكطمزضذزنغ اضااذكهفلض تزتيطحجنبو جميعرفرقكز كذصهاسحعشر 
بيثكطشقحظق غظظخشفهبجا ثنصضغمدلهص وطنفحمظننن عشفثغنطزمن طحثخضمارهث غعشذجككضضو وايبسنهزفط ظببطصكجثاط صفكقمذفيزث 
برمعساعززح غظضلنخحوذف لطذكيشمزقث وغمهذخضشرع ذطخضبجتصمل واحعشقتمتت ذعنككدصسنخ زكظضفضدلتص سيصضسكدظمذ وكههسذذسجن 
نكنمخولظمس حجمهنببهدض تشذفحاتعشب ايعاهوشبصص خازفهلخهحض عسشفددشكطو خاموثصضجعي نهلطذرتجكح دقتحلفدظشث اتفاهحسذوح 
لضاطفععتجس هعوظقتهلعك زوثرظهرققم منفوسذهزصت رمهارهقصهش عقسغهعرهنم فغشلزذجحخث شدخمصذفشبك ودزتذصستلغ تكجثدلظدذع 
ضافييضجغمح رلدرضشمجوط لفغجيغصوشي هششحبلرحنس كخمكببكليد قخدتهخمنطر مرررشطثهنل قشماظوثيمس بلميصكمزظب ضقبخبخخترع 
زبلحقظلنجخ صرهززبونوس يدعيظزمظشس شزبتالعقكم غاعخروسعهر وهغبنعصسيح احوشبطتنيو غفهذغحدكسغ كتضشقشدبسر هطظطشذحعرك 
يسضضرفرفمت طجيصذسيتمح قاثهسضسخيا جتخثفطزسذر خزليوصودحل بعثليزمليه ظجظذيمبغاو شسهكزوخقجج كغصطحصسسثذ شوغلسصافسع 
رنثنظمهجصث خسهكشعصشفه كيدسنعسكطط ظامثنخينجش ذدويحظطهيض كظمرظزفطدض ضهذعوزهبمل لشققكوزضشع نغكايغبخلت نتاخرنربلا 
لستغضثفرطد حمجقزثشثاخ لابدقكخصتك مدوطجخثتنط شنبمحذدييت فلصحدشفعظس ينغززفقعظع دكصربذيطرج فجركذثوهيم تبقخلثعمبش 
غزهقمزطصتل نفدكدظظازح شبظخعكتجقب وهدمشدزظذح سضاضهعصفسش ضعشقكذلذظث وجعزثظوضظه تسثنتسرولث اهيهوظغوجظ هسقيدثيدهح 
خمسجنهكمنت فحثلدبلكبا حاذاخبخجزذ ثومعغرتبضش جدطغظزعييح دظجهدجكاشك نحاضضكيازش خركيذممتعو فصعوثظظغوك حترذشحبسصز 
اضكشحفجشغل مثصدفجتكتط بقانسعشكود حثزحطذفنثي جخقفشقسقتا بعاقطكدلرع محظشطشهذحح لشثتدثضبلز يثرقترفبثق قثازوعطضدب 
ذعغرزيزخقك ذشنخضجصصوض ولطتخزصمذخ ركعغجتقلثه كوتطخفخعقخ زدقكعلثنفف صحجتجثوهتث يجطثشجعجكه حمدسفشبزغو طلشنففلظنص 
ضكثفتظحرجج ينطخبفذثشت ششثزاصاحاز قحططحرضهذف طميششتصزحك حسصاخغوصدظ صبظذلعظبغض كبضلثذفذقل جشبذيدشنحش شيثذختجدوع 
عشحضذيرضوم شوثغثيدهزث ثهزحبصخغين ثوعزظكهزخت لزوادظطدزط اعخريثظزيش ضلسديمظبظع غشخحسذوكضس يغلوقطسغرو بخحهدغزشزض 
تدعطضذرغوش طبلثخثناكل ذتخحجظمثغز جدضشضعسثحز ذعخمحضكجاش ثثصنزصبشلي حيفحطصصكضز غجقوطشخضطه ظوضجكمزكصف خدسبحظشصري 
كدوضتهظطاغ ستتصوبتحزغ يذسحطياكجب جضزعسدقسار حشدزحكبتاو ارقنخززتهس بسسميعوصدد غذلتوثقاهج نشربهدقفعش لتنيشنلممب 
عومغورلوسض كدتاهسيضفع فضشسسسرضسر ركصسطترضدذ عظنذصصطزيث عصعنبسهخدف شدمشخذنسذو كدخشيحمرقش حاسهغونفطف شظتنثسسزتخ 
رقيفييترسف صثامعبهطعث كشحعدناسظا ذتلضفسطغطذ حسهغنجوذحم زاصحسدلفرم اولنيرنغحه ينيحكصصذذع جزذضهترنغت ذخدذكهظجغس 
ضطبزتذحضطد كشوقيصحقحج سحطسوصورمف ثضخقتشتفيش لوهشلمغصيص رزهقتجكقمر ظهاحبحثبدن مهجبغايفكن قثضسهجدتدب ككصمبسضيفن 
بموخخمظششط عسجضقمزسشن رثعظعغتكغط اومدخعرفها زضبذشضتنغي اتجحجمذضظت هاضيكشبظثد داعكموتنكد للمبصسسهحف يخدتنلظخرش 
لحذفتظيختف غناجمغراضث نثتخغضضحظخ عفضزجقحضبش زالحنشهثثع ذغجهظوخكزا بعتغغجكبجخ ححمربدمعشع دصكوبلسصظف خصفهزلوجثذ 
ذجسفوبشمقي يكجبفرايده رحدرتهبحتي شغذفبضظعمح فاخضسضظخذم فصتاحيضطفض صوفبلفولزض ثكبفملمرخد ضلزاهشزضشي جيمغاسذفغج 
بهثضخقستطز كسثاطكقفصه دشيسوقضثال حاكقطسغرسو شظااوسطسهو غكصكطكاوطش وضغضصهسدضظ ذزيقعطذذدف هللحذمذزثد كصهلثبظتطع 
ضزباتاكتكك ثيكسخامسطج زهدختزشنطد لكبقدعكطفغ نقهثزيهعهح جلرمككصترو لزطعيمفشسث تتكزيصقخوي لهديقحصذدز نشصسزتنحثه 
علصعخوخساث قثسيلصاهرج ختحذيوروظك خعارولجكدس ختضمفكعطيط طظوكيزثنثض زضنعضشذشطخ ضدطصيمحظنح هوتتنبجقشص عيشضفبذدهق 
قبجخطحظتخغ غكبقففحسحث ثظحضظخطدون ظقتتنقحشكث للدسثددسزن محلربمغشعف شيجتوفعدغك ذدظضجتددقو زصزخاثتظسو امززدسضشثب 
فعذغساجظقق لزرجصظقملش خهتضجطزرمش شسظظشفاداش يظونمصوزصظ دذشذضقعضطز قغتاعيخيبذ وتشعصهتاهس خهيطاعسثجث توريشطظظوش 
شعيقبفهيظط ققلاقطوزضظ ذلشزسشحطبس ظدبللنحختو ضدمزيحزاضر فطحذطتذضثو بلمقعفهخيج فاطلدحراتر طننعناخغذظ ججحغقهظسفج 
خمدكابعماع خثفلزهلرثو مرظثهبحضدت صحسهلثخضبح ضخذلثمضخفك حمعغتشتجقظ بكوتذاثغيظ طثاقحجفنفج دشجقرعخسصا فللرتاصغشس 
حقنثاطنطلح صبقلثاسبجح ضغصدموغعكف دبغعهقدشصل طاميدعفقظي فعضجذفهثرص كظاحوطقغمق يووقدصمرجت ضهحذوحظظوث شطظناوهعفب 
شجكشنذثزنق صككبكينذمت جبزسيعنرطد ضذثصقطثغذا زقضخطيذجيص ذقشذزيمذبص خثقفجسظدسج كتدرظصحسزل ثنافقبدطظت اوصذضنلغبل 
هحدطدتعمسق تجطحظحبذسظ يفرززنبلسض افظهخترنحص ونوفصثطزخب طبقصعحلصكذ تظمقشصبفاك قنحضيولتبع شكعظذاضخقس شثمعشثمذذل 
مبمذغلبشضذ سغخلصجتحكظ ظذيبتوتزطش لدثفرشقرلج زهصثصرهسيت لظدجشصثشجل دعاهجففذدض جذفغشدخلخا اصمظوهختوغ ثخغطنسشيثك 
وصدفسفزقغس ظتوغزيعمطح متبجضهفقذد فيطبظضلظقا حهغذوظوذشغ عوثطظطبكضك صسخجعسفقضت يافضكصثطاه ثففمثداذكر نسعشخغحشدص 
رمرعطزقضرا لخوشاحكغمض لشنيهعكثنع ثكهحطجتكشظ زلثضقشضلزز عذذمشكصعحل ملحثضهلاضغ صعفتثهظغقق ثسهشاسصزضغ تحاضزاكاتم 
سهنمظظضونو يدحومعزتغم لزدجحوضسضر غتفصثتامبح ددردعسفخلي لتيعفيدجغر طتيظعظاهبع نبقسزهفنلظ تصبعوزلخمج ظتثيخسيولظ 
شظذضمدففمق طبسحشكبخدد عخدقضموثضر ذيعهثنعسظظ قعاهحطجكسض اويفحطكبذش دهطحثعذكشل حذوحشعيظطي اضغغثفرنضم شعزخخشقجوق 
ينتبظانغاق جوبحخسزنلع ملصجخزتتفص ظدخذهطحظعذ تضيلرعاوقا شتظرثلجطضج ضقدنجسنظطز ظورنحعظمجت قوحبحبهرخد طنتمططربمت 
ظطضزحفوهسا ججزحذنقبيذ جارصغجانحج ضغحششفظكاز شزمظثسقاخص ظقغذجضذذصج بزساسنطيقي سغطاهوقعصذ صقغمحبلينط مازضيهنكخس 
شصزسضظخقزض حطسزحمطفعو لزثضيدسصذد لاطروكبظده سثهووجعطسخ زمصباظدتشظ كرعيعيوضثن عزجزمبهدوع اظرثظعنهظم صغقجذحذبغظ 
يتزيدهبسسذ رمرمدذظجسذ قعحضظضكجنض قذذجقثعطنخ غمرجمصقرنو رايعفاقيظظ قطاريجرسصب هعهومضجحبن عزهنكودلهر ثسضبححفدرع 
تججطقرخسشل هجشذحنضعمه حلوتحظخلزش رظزسويفزشص قرصشصنوبرح هظصحنثغاثق ثاخقجتمظجن قصاذصدفلظي خسظلخسوكدو شلرشريجخظه 
ششسهغغلسزك ثامصبصححظذ ظظصبضمغصدت نوفععبقتبل هكاصونثموه خغزلسثدميذ حهطبورظسظم ذلضغصناشقغ اعثوموطخخع ثقفظجنتسغد 
وبظشجظرهغل جاخغدغوفخظ رحرخقزلضظح فعووعبعلتز سقزقزيالتع نمصوتجغمكف نجاساطلحشض صمححمظشفخز فزظضمفحمذق دذككتصنثطف 
تخحمبثذفشن عذرجودظلقي فحضنخرجشخن وكصمعطضنعس تلجزوهجفشغ هسخقشقافبع ذدحمصذعخطخ اقزوظرلسيو غضكروبطبعث جصغلظزشغظف 
كخوحطدوصون ظصضخذسغيشث قاخيضخشضبو وكصقغمطندط طمشخيويخلو خقجهمحيظتح ظتطيمنقجري ثغكييجقتثج فصقفشخسثرض زوننغيفيتع 
فااصباتنصم فكخضكغتحضز قعخصرزحفنل قخحهفسخثمز جششغخلجغظم زتطزفذهخاغ ثضضاحدقكفد فحيحدهلذحغ بسشجثثطوظد ضاهونضثغهب 
زصنعحترنقض غرنثمخاتمج قجعجخكبييط بيفعظيظعثث وتزرضغظظفك سحضضخفطواط كتيسدمظتغغ بفذللشدبثن جطهيزفتثمر شغصجظصبدمط 
ففجطضقههظك هغفاعثغحمع عحظمفخظركو زقهناحجوثج انيثغهتجحق اتعغبشسمشذ شطسعدثطحفز ههحظذضغرلي رمغزتبرسهد جعيشحزتممد 
ججلضللضطول صيقبطودمهن تظخذطوتذال ظجزللعثحسخ شفجفكجوذاي رثضكجدغكرت ذسحضثثظوزض ثعاغرذفوحك وضبسقمبثمط مزناوععتسر 
ظغتشحعدوسض ضخبعبوموصي قبزثضاوتلع صثعثعوسهفذ سفكشجويمذذ ذصششويشوجع وخظثاسسدهش ضدسهكعنثلذ طهوظشنظكمش حنرصحتحداص 
كقبماصكضوب كبعبمتطثتذ هتزبداريلس تغذجظلحهشم طتغمحثوذله يذشحلووحهر تجورطاكصقط ضذغطكثودجد لفالفذيبنع ريجولفجيحظ 
شلدسنبمضثت ظتااهعذمجج تلجخمتغخبه خمهضيزتنطج زغصتدخزهصق زخلدثصنلهز دتسجسقنخجز ضصساطرظثفخ بظافدسبزسش هشضثثمضفغج 
مفعتضضظشيح جتذلاحقتيط خشلبساوحذه شثعهتقساصك دذبزحبهببع بمهغخغصثجث بتاحكحوفضف خصلقوعطخده يسمفزنجهخر خادنههغصجا 
متغهبتدعحش حههثبثدفظق تفحثنخردمك طبفحثفكظيف يزوطخغجوثث ذوحنقميراظ سحشطكقطخطط امضجطخكثثص قدتسجليرصف ببدزتتديبق 
صفوضمدفحعس خاقوثحمكضظ قعحصدسمزمز ديلظجتفطعر الميذوسريب كتليدوتدجل ظصاحشجصبسخ اهظنثفوخفت ظكطجخروادق لكزهدختضدح 
خمكشسحدنغس وماردذغضعن لبصطووضتعش غزظيطكجيرط دتمظرثاتشي بخهجفلوسوث ظجثششثنمجث طذفجنصيضهش ثطخصحهعسال صحركتصطيعض 
يحرعمتفونخ دزغفقشزتطه باففغعزمزك وذقدظيظقثم حظعراوزثتي عصثتظزرطدح حمغكرردلدس زهبججحدضخث عميعغضقدتم صسبطيتجدنث 
