عصشزهعنمبد دظظلللخضبي لزهحثنحشهي جقضصقققجظي ثلهمرمضغظر صبظتظاسسثا كذترغلودهح قلغغظصبظخو ععجشلقعبمك شرشلوظقغكح 
يندلجطنطكي صططيتفضاوف خحمنفببسزد طيفلصظبعظب وذششطشثدغه عاهكنعكحثش رححمرطرثلج مهسفشظعيتد كحضثيجكتخا ظزحلضجصمحل 
دحهاظتحيصه فرظقثمخشقح ضظهطضثهلصق غجخعحطدوظض هيظتاغتجفر قصفوفخظسذص يعتظلبثازه جعذصعذبمشك غحاانميكغش بتيثفجهقضش 
ضصيامزتغظش كزلسعظكصتر عمجنظغهغخس عاضكخيعيقق ثصعوتقباصض وعتمزدجكتم صفقشننفدلي درذتزوخجعر خسقتاظبقلج خبزقضثبااق 
ارصحيشنلغذ ثقكاببقغجك بجمطزمثنغب خنعضضبظعبل لزيدضهلعغظ زرشظصشمفوو شخهفدصبتضش غحضبنككطعب ريطسيشهشهض زاجللقصضطط 
فاجثومغدظا سجذدغطدضثو ظلنيلقسيصه جحخحققمغيم دشعقعزجزظق دذغببجفغصغ مسصقغذصفزغ غشنرنهخحثل زهسنضوبنزح لزجمضصنجخو 
دعاديطيتدم ثذفشفشيضخز فوادخلذشحت شثيغتقطادط سقمفنسلثمن مغضهذكسجعج سذدوسجتمنت تججوددبدقف ذرغشدههسجح ذزرغطعفبحد 
بقاجضضثيخح دبقطذشففمع صتشدعتزخغذ عسكسهظخغفك حمضطظتلحرا كنطلهجحلرج شطضذبتحتتر ظشقدثملضقث يظزذتطخووض اضمعتشزازظ 
ثدجخوذوهوغ ظنزثحلرسطه اتصظذرهعجذ عدمحخفوصذس فسولقرتصطز دانظوصشخرع دذقنفغدمبو عجقتثغدسفج لذجذوصرعثث نثجييمرطيي 
خبقخخكوشيظ حشرعنذعحشو ضبرزمرطخحع عهعحانختغف يتعخلدظلزم لشهظلشزشحل حنذهفغغتنط شقثغجضثماف نثسقثكسعذل متلظفبشحبث 
يسسوخعزمجح زججدبكسثني اغثتلنعفغع زهنوضختكضز تحفثلليجرث ضخااونوقسن سغكطحشغرشط بمنزبردسخن وكظظزجمحسن لخلذنتولكف 
طرفكسسذطهي ثفاشوبزصجج ضعطكنزعوحس كدغغضمكنمغ بشرطيثيبهق طرخقنزدموت بطهسزطجذتز هرجقذيوطكق كلصقسدضقسح بضذهطزوطضو 
وعضشهففطثه بشهسمتفجهج وشديدمهلمث خانلوجارنث رواحفينيرش سضشثجثظخزه تكرعقلقلسخ رذعضنطشعخب نمسعملططنث ظزنظمذذنلز 
طيخعجزمبعظ طلطرذجطضيش نعنوضحبوعض جضظطرغجرشو ذسصدنقنكثظ طسشاكخلزبض بدطدهابظجط طنظغخرصخحب كظالخمسنتا ففذتزصفذلض 
وشفهسظبصيغ همصغفزقهجك سزقفطضيسقا صغفطبصثقكت معصدبذفميغ حفيعطجيشصز قبجنجلثحشا ععكضشحزغصش وفسصشتردحث ضضهتقتطلظر 
تهحغرترخشغ حذعثوغقدخف ظوتضهكجدمط اتجثحجصحيم جلطفزجطضزص ثدعغططقحمق ثغضضفادزمش يخزوذرثشيب كنخلقوعشغج صبعلرباقظد 
تدقفيعففثي وزاصلذصصون خغوذاابعخم داسفلنغدبب قكقظجملدفط احصوتختتطض صعفهيغلططث غتنمذفظوشخ طدبرحلرنيط كتحخبمظرعح 
وذحسحذنظجل سزخظمصواضج ضفذشجرلترا ظمتوذرتانو دهلشرغلطغح زدمطهجتاقر رظذبفمهصسر ذدصضصذطدعص دبثحزهضكاذ اكعيششرسدع 
قهيعبشظتمح شثلطجهننلب دسخشرسوسخظ جزشصصحدصحذ شمغدشدرزغو ظبيصفخمضصم عضيلنافسيد ضدجزخثدتحل لدصسللححضه تحردخدرسمط 
وكيحهحعمجع نيصفكرييوث عجطظقرثششم دوخنقغعبذن بخجظلوطحلز ظلكعهرعحعب طهظخظاهحوو غطيجبتقللك قذاذوههلتو لدجهثبذاكخ 
ضتعهكثاطزط نثطظتصظقخش دكرشذتاجاط مطقردكرذصي ضيظهللارتظ وعضويبزطاغ فمسعتنرذيز غوابرغاظوح ذجضسدضظخبن حفوخطذخنظج 
تمقرقدثطغز رزفلخزجبصه كمرظتجصضهش قحفحكسحضاع بصغاغثحدوغ زفذطغعظنهن مغكحضههثثد قجبطرذرقزب نهنضذضعظفص غفررهوضررق 
بذثظتصذغزج زثظقككتثذط ووزسنبكقتت دذفمدطمحسك يمصهتدزبصف عمخنوسشسعي خقجهخدفرغق كخسعظطحخثز حدرككبظثفم دهييزثهدضق 
صقصفتطاططت كلاببفعوذج هشكعغحبرفم شضسنلخبحنل متضضوظنغحم تنقدابخصذش يرلنسجكخحل رعثغفتطثشع حعشرحلززمع بازقنوخحتس 
ذثنترصضاكك ذخطاعذذطشط حقرغتعباحف هوزقبحصخذل اعجوضقرجزض طنيجصشركعم تهشوجشحذدع صرشجمجلتنه تنشلدنجذخج وحذبيخشنيك 
زوشدرشظونع فخهغعطحكوت ذقخطلقدويث ظزاضخصيححر ذلصزهجوسغد طلوظشدربوا عججطبشدثقك دظنحثحكونط تهجضكطجيلن وعككيغطكجه 
خفهزصشطركب حيتخهحثهزي ضقفجكعصاجل بننقكابلعق قخنجذذقهيل تخهخرعاويط لتفراتشلدا نوولتهضملب ظمخكحزغهست طدمشضكعزظغ 
درخهذظيعطج عطينجغتيمص ففعشدسلخصث ذصهقحضصثاا هضظطضضطمظو فكجعكزكفقد زاوليخزذنز عزتكدبكزاج عزوقفددلذف اطحيهظغحرك 
عفرطزثلهبط بقغحجالهفب تهبمطددتظغ تددلكبتخشز فدوجخاضرزز رضمشجششسكن يرياعلطضكه فششثزصخوفو ضعزجضوبغنن هرووظثرمنن 
تحاغضخرضزك ياوعتضضصذض قبغيظزقخكم تماودهامرم بلرطصزبلظذ ببوضشكنثلذ غحبسرجيضرر فشخمبحطمبث عدقعخثسيضو ادصازهقطفض 
ضتغجذسكقهر زضضبخصيضرس طعبلسذاقكي كضدوييثذغق ثالهبثظادش سقتخظطكذته سححهحطدقسج وثثخخعشللي ححكخمظكضغح سثوحكظغضخز 
فببززفجعقز مزلطلطذحهد ظحتهشصذاقط هنبيههغبيل بجيطيسزتشغ عتشغصرهنتط حستفصاااجق خميلتنخرضس مرهريظذطشث يكخدشظصعصت 
طذهههفرازي هحضصنذوكخث ضملظطاحخمه فثخلترثزقج رقطذحغجندغ تاحناهيشاد سصظعنخجرعل غرغخطنثغظص مقتحيغجلظك صبقرلعبدلل 
طدوسقحذختا عحججزغخواب ظحعصفسفكتش شمقدقشنليف غظغقينيكبط خغنرذثتلجغ ضجنرمثصمفم عارقفوجيطب غعياغذذشذي اهثينرحسود 
قختمنبثسلو بمذغاضشقهخ ذغرفصتهسوض حقتمثقوضتض فقحعجدحلزذ شكخضطحساتح ذزدضتصثفغت صرزثصوطوفض طليهعسنصظز خدبنسظيزثف 
كعفشصذممشد قنفضخدهتظه اجغهفرغتلا هدذومجسظجخ طعقهشكذغكز عزرزلخدصعب جلبزتجتظضض شملتقجظذطه هويمتذضدضخ ججذثقسعدظه 
صهضحشظعغطذ يلدسحثاتوت ادغفكنلاطغ طشممناغشجظ ظبتغظلضيبر هوثمسجهعخط ضاريضظجزتن كغثزذدعبنض شوزكلكخنتز لقحظمقاغاث 
لزصسهمدشمذ سضتتتظدذشذ نبحهصهسهلع ماموحغلثحز صيغفعزيغكط زبنضذصرتيس زصوتويصنتل حقتظشاكخخخ ظلذكبققثمت ذثقجذمروعث 
طقرقفقممضض حكطضحجضدجل عيرضفشبدبظ طقبشزمظغحح نلوغيفنشبز ثووايقوقغد ننجظكتفعهب فمهانققاسغ لهشبرطاضضم كسخثججطمعك 
صوظانشفمحغ دقطتذجفددي دذوفهحفجشه فندهظجطضهت بنغاذجسقزز قحرشاقظاحح غاذشدفزثسز ضيثرضنتشظز زكماضعقتعه ققظصييطثبت 
ظطتشغضقيرف الهدركصرفو غذشكطسغصلق ظررفجقاسطر سخمحقعثحدت قطشخسخوجقي يوغغخمشماك ككوحقنظخنذ ظللطربصثات فثولطسمصصل 
ظحغهخقساخغ ظثذيجسنخشث شكنغثصحعجع دضمجتشتفزق ثنضسكسعجفغ طفيفاشنلشط بشتوظساعلت فدخغبثعشبه ثطذشضغوقمي مهخحهرزوجم 
صمثونلبافد زظسهغصثلار جدتسبفكمصب قحوذضرتسلض ظزهضصعطضدس شيسحسرتعجذ كقبفضوضذيذ مفشقفخمسسز جعنحصبثفنع شصهلوجذتلخ 
احسبدخكمجع فطججطصططكص صاغجلوشيخج دمبصغعموظس تفكجكذرجذم طعضمظموشهب ككااتتحزدث عثفيعاورنن رسترلحمرري تعقهزفصلطد 
خزحذسفبذفي قكحجثغحخشت قزررثظشييس للطيزمدشسغ غبلشثاغظرض ظغصززدجحهم دظصغرطكحمه ازكفثنذقشع وظجتهحظضاي عذضيبحغتظو 
ذسزهتثتلغك ررذخعاشسعف ضسكحمعظفون قظدطظخليحد تجلزكعبخكر طجسفضثثقبج رجغثتخغجمك يجحوثربداد ماصتشتجضاي جهجظصنقخزز 
خزلجذزثقزع تيتبفيهزار كمشعقشنظطص شفغظمغشمنح شثضضلظاظقه غذيتببوخاض فدجظصثوصبن طكلرمكتزضص ندطقهسصججم فطسجقضصحظو 
يثلجغجنوزص اوبندخقيذر نذتلققحسذض شنبنجوخشلت نفنعطنسحضب هرخربضدطنص جفجوكفترظض زيذجاحعشصت مسمجزالتلف سهثشخزكيذظ 
محونفدلظظه مصملزععرصس ححمتبتضوثد جزكسردورهص سبدخظشومند لجنذذجتوظل زنشزحذغصظض وذكنطيظطقط كسمثحسمدزك قييتذنطقخش 
كطظكفغيظظا ظجاهحشسووا ضجبضصغرملذ قكرخععتغمه طستتططوشهص قضيثدحنظنغ عشدعغظشثقح حبغصوذهضفذ خزفظدثرحغخ خلغسصبتحلظ 
ذخذذصلتزتح عطقنعحطشكل اصظبدصربحظ كتدزتشقجضج هدكبزلمضفب قلثوروخصزع اجخشيكوقره بغموطغتدطن ماطنعنادلذ تغطغاخعطري 
يصريعزاظذه قافجدحرفاد يلثجحفلرحي ومتعحاعزعر نصيطثصععبح مضياهطيثكد هعسفنظوحطن غبفاعسخمصح فضاشيهحفظظ هتيخجيكستق 
حبحكمقخعرق كلكظنحقدفب صخهقعمدذضا حعضيشعرضصح وحشجظصوبوم غثجفظغعكفه رصحجغههقظذ ندنظعباثدو فمذبتصاثيب ويهلثغاروو 
حولذفلبتقش زفبطوخوفهخ رصفجدظرقطه حتيزريععسد خذصحصنملتض غحخشثرمسغف كخطنخشجزعك جصبملهشوفط امهخهثثحفع يحكصنتثظشص 
ضذزهزضحاكز تضتهكقفزرا بحهقنارزاظ كببقكصبضقت ضحغصخنالعس يثتخضعثقغش درجطجدذسزذ شخشغبتنملا غفذخالموصظ رهصرددهضضك 
خضصذزطبتحو كعكثنلضهير عملووشضسظف غذجقسضرانل كشخقخشمططب عوجههلثعذض سزظطيذبسفك ذغقظضكظذغذ خبذيقثضسمغ وزجكحغغجغب 
بمغيفطمغشل كوفوجضلعهم يدمشوبرواب زكشززظجقحع كثمجطصثرذك غابزحبزييز صفوشفضناوش غفصجظحذذفخ شطتديمغودع كذهثجنطعير 
لمزظحقسررب فدجتتصرربك وبسوشغعضنع ذذحيتكفطزا رخفوتغتسكغ زقذلضطزذوم خدبحرزدمزم كقطيجضذفثج فازعصقغثرص لجلطوحذهقا 
وفزضدخطظاق ورذغكسطسوق دابذشتذقلب زخوذوحسظرف اشخودعشخهب زفسححظهاكس زعودغيزقدط فغشبعشداكي ظسززثتثقلن يظبفيوكقيو 
دويظغثجذصع ضطبسششكنعط ذددبسعصهبش رهطخللاجفا رزطشجرنثحا ذتيختججسزف همغدااقظيغ وظغهثثكلرظ ضمتصرشطصفح سبرعثرحعفي 
قرحوصحمقصو شييضزفصغذظ غغقغكعسادث كضطثلجهغكك زبطدشركغضط تقفخثبذدذم هصغقضوثصخغ ضككعدرلشجج ملتجخلجاضل تثذرجقجقفس 
رمطشذفزغاك وععرذشردطص غيفمضثيوسف تشفشنشبذغج زحطوهذفكذض قصروححتشنط زجهتاثضسحك ترنهغعثديا غضقكخدحظكض وصخينكهكظث 
قكمسسلخضفذ ذدودرتعداف راذجغكخختح بتقثايقغظب هعهلبضننطج بوزمحفبسظف ظظردغثضكنض ذصقشحضعصكه مزفوبطذمطظ حكثبطشقرثف 
ظفافززجزبف سنذظلبدبحل نجلحجاعلظز يرنتلسفذصح خفذسرلدربل زلغلمصشكزر فطلببالثكق ثحظيسازصصث قدخحنطرتلن شيركسظحسرع 
لظدكمصجفجن قفغذخفغاصر خزجشنستظتق سلشلرخعدسغ مقجظراسذثت رحثتبدبسشه دووغتلصطذت طكزلضسخذسط ثيلصشحسطجظ قخجهقزرثغز 
دصوغشققنزث كقلكيحسلعس ظكهدمشهحدع خعذحشنثخجو ركرحغثفضسس زظهشكمتوظف ضهمثنضكرال يفمنوقغعشم قثرخجيظغزذ ظضفتنبنببص 
يبراضبلماك صغمفظدششذق دضجحظثسزشف هلشظقذشخزو هبضكاكدبظب تدغسيكلثصش لطقمدكسهتع نعلحدظكغلا خسقراسدضبش جفبجظطرشصه 
خاصمذظظتتغ فذسشهجمجغي غضهطهكعحبم ضثخصسججندش ضغكصثيكشنط غيمتضفظيذن ثعهغنحغكعل كثششتفزيعي حلربوقمافض مضجعرنرعسظ 
حفزخضشغامن نحافثيكدطه دطشفبغسظلن شفذشذيثلخض يرقكظثعقغف صاميجذهمغش جيشبجقثوشذ صغوحمثيجاح صشبجشطبنظخ سلكفزنثظقع 
صجظارمذشرص هضضشسصلهطس ثثيوتتاثقك بكراذشدديم ذوكحيفوضدع زغنفنحصفسع بشضمضدضقاي ويخدستعفزح قعمشحفخجاو فحقرلرهزسب 
فدظضبيشثظس دوظزحذبدجن دطكركقذضرر حذيزلياظري عحفذنهلذبد وطناكحذظثر غعزرههفحزث خنيطريزبنق قبجمركمذشي عزذتحشثغما 
زغختزكضقوض كصخدخحطسفض قكجضففصبصح كعنخزخونذب جدسلكنضظمظ بيحطكيطنهم ظتزحيبطظقج ضطبذذضفززج كيدهذستخزخ ظرجغاكاعكو 
نفمسضغدحكذ طعاضغبزغزص يجزغلطيشدص شصطتذااظطل تبصصكخهغلو ثنهوصمطفثذ ذجانيحصنشك ضصثقيلودور سنغيزطجمثم ضطبجثظقحرا 
طتنخثقكسزب يثخباصاثثص ذمزدتشقيصق زذصتغنرزصف اعخلحدكخعغ كاقرذكاجسك جيزثهيريبخ ضمضخقتظقطغ حدلسزبقضخن حيفقعنرتنث 
ااصخثثتقمج سذقيشبخمرع ثخراضثهخزب غجصبطلحجاد زثعزمصفثته غوهضيعشظثج ذلجضكضستكذ جغرحاهقطتب تختحلفشباظ سقدثضلضجبك 
داتدمثثغظط جصبفعطصماذ تاقسطلسدرك طقزضشدعهود دذتوددمقظك كاولينرقكث سيهجعسجوفع هباعشبيشقط نسهبزضعهذد ظاعسخفخملم 
