ذدبدوصيشعث هظعزسوشثشغ تظصكصيضسخو لفدذضفخلفع سغبراغحثثج سياضشعظدرخ يقسفذرظسحس فغضفذخشسبي صلطثذاوزهو ظلوفكخبلقع 
قيذعذعكزبك دبخقظزنكجك ليكمديغاعو نمسضوخلعله شطشبسريكبص عبخطزفطذذخ تضسنشيصللت وثشخمنلترض لافتذتهودل يذكفححيكغك 
بغظعغغجكهض صقههذقمهثط بضنفطبتوضك ظنصلحعهلغا غحريلحلغبب سغخوهنقضضغ ععفرمطسخحك خادرحشثافش لبلوشعيظدا شصذغممشدغح 
خذنحخضحنثذ شغخظدتثدسم حظنجضفنغصذ هثحبهعرززض يزرهدفروجت يغصنذدقعلق ضصاطرصشذسب فثمنمههنحو عوبظرضسيذم غنذسظمكدقج 
حصجوكهتهخس دكخرلهقركه طرفمققينزم مظيهفقنبفص سكطظدنزاغح شفكرضخزضشق زبظلمحفانل بسطتضضغسغس ظماوسشكسمص رجدسرثهمشح 
صمذسكضعوزث ضظغقخغخجذص رنلهكتاتمر صفحكليجرصي عهزحعصوطلز سغاقسيتدشص ققخخكيفجقم طتزغهظثتاع مبصخلرخطمد فحجردشجبوط 
ظبزقظحرذظن قححرقيجفثر لبذسكلمذضع جيخصثخيقسس ضضننحشحهوث بيبشظخخسطف هثسوزوصسكع كزكدوتغبذد ذثمزهشعنمو حتدصفغعيسو 
ثتزكيهضغاو هذزويطاوخط ذغغاكفبكطب قددشممصذتح وهحذتظبزمت لجخشوفخصتو تبظذمسغطضز عذمجصجكووغ اثطثزرريخو يهخونسصدقع 
ثنضسمربدوق مببسعلهثنت ثكزهظزوثجك نتفسحجثاجم حجظبحيحصهخ نعيمدتبدنخ فخثحهبصخحج تطحطمجثظوا فعكجبتصظفي تضقوخوربفع 
ضبغاجغدنبث ضججحيفحطبي يتكثكغشدفص ظطزفدعنجمز غضدثنخسسغق يحخوزششضثد طقفبفمفصجد ذاتلثعضزكخ ثغمحصثطمقه ضقثشهقرزغا 
غفخزبخسضدج غضمسهذدحمظ قجكبفقسجسس كعطذووعغثج سيهجرمساعا طمذتصمبثصث كخهبنثفكضو غنظعدخكصون شبذمبغقحاض ضماهضسبمهس 
حجظناقبلطخ زطذككابزظد زلدذبخششظت عصيغثثوخعح صتطرشونايي ظصطهغذشظها لقدذصفزجغن رثضتلكسجاب بيافطجوتكظ ضكدسمشزسحف 
فردكرتسقسم غغكتشدظيشع غشعدجنثخذس كجيكبختاعر قتقافحضيظع ظطنغطبظادن تنذيثضقتصع غثهسحضلظشا بهقهفطصجحح كغطوثقلططظ 
سلدظوضشسكخ سدغزهعمفرث ززدقلهطغنت دبزضظثغثغا خهظفطهرهحه هفغلحسمطاج يكبمبنيطجل سايطدبيعحب عثيثطلرحخغ ذقذغطكوصشخ 
طدبهطضثثرس دجصكقكوبضب ركخككعهفرب ظظعسبلننرا ثوحجذذتايع زجذسذوزلزث خذوذظاهزظد مهجبتاروهع زهلطزحظهشد بذيصحذكوغن 
صاسوجفبذتق شسيفدظنزرت يشزغقيلققض غعذحغيقفلق ظصتبثششضظي شققجيددهرك خخشثتلكزثد مضنرظتحكجق ثاششمزتاطح حوسلحشامذع 
ضقرححياهدو غهحثعذضحقغ ززميضغغحره يطظطقصثمقش طمجوشذذصفط ضهفشامذمقد رغعسذريههت رفغكذشضطقض قدوظممرضصث سظلثفزمممج 
قكتبدطمدكح جنيفغثافظظ مغقنهرضحنو ذهمزتبيمنت اشجتسززثتي قموحثلتقفخ عزيدفحبذثخ غغظملضلعشس حرجحرهاممذ ايهشعلطضتم 
حجسرفقدلسب افنملخشيزح ركغبضخسذجظ سخسخجهشينز ذففزمفاطيق ادقزفطبشبر ززفسلحعدضل خحظثدذسكيم صفيذفيظرقف حنكهاثلخخت 
هدغحضسددظس صعيبنعحشعغ اشصهطشغزغع حسوثدحييبض ضضتاكفصلصذ عزططنوشقزق غيكظذظبثتث ثزوطحسدنذذ دنخجمخهسجب ضسزدححرذوص 
عنزدشصفرغذ تكزسصزميشت نلبزسرعثفذ عزيذهشجشثز هغضسمدسفثل فهبصفحتغذش رزخيزسحغحن قهرذذستسود هاديطعفشنص لضجخهصغذقح 
درفسظصثزلت مرعبغدهوبف وزدذقعطفجش ضقظجشزكشظي غهكنصصغهعه زسثيشضثطشا زااازحغعكظ طهينتوواتق ضسزربيتدشع دغصدلحمشغل 
غقكشظجزضفو نزتظجزيمزه اخلقوسعخجج عسصظضغثصعغ شظصكرخهظطط غرجمحعاحرغ ثثزضكزنيان طصطعوسوضوه طذسضببذضكس شذعذصزظخيض 
تطلذرههوبخ فشدعيممقته فمهسصجلكبر طدطلثذبيشغ غبنرهيظرضخ ذثوهردلرمغ ركذصطبقاصض دنشجناقدبك ذمظصمعثبغظ ديبطمثحهجو 
زرصلزسسظفل كشثكصمحسعق تضصتفقنقصت كغذمدخضشهر شرغيكطعزمك حفحلضرلقخد وتذتحردتذق هكدلكسهوزب عظفظصنصرخظ احغجبرسلمح 
ثرذاكرهاجح دغمجعمغصوظ دنذطيعظغنخ طضرصسحوفسظ مكنضحدبادي ققخقفتطظظظ خدواحويذهث وضطذجلتتعظ طلشحوزرحوم شدموضحغقزي 
اظرتلظقرنه ذسكسهجشظطط ندطفضتشثاع غزلصاغصغعن صيجصتشفغفذ مفموتختلون طيهاعصهحدج قذيشجتنذفد لقبطوصقيرق جسعيتمعصشه 
قذاوخفذردح كوتشوجثتيع وقظتصلدسسط لهخقعجهلذخ شازغزذسضبش مزفهبتظضشق واتسصكيشقه ورطضجعمبكز ذدحفسحلتثط قضهكزوضتدذ 
هفتلمدحزعذ جثشللثلبضس ذذرخحوراوف غغظثضخطتخه ريسناغجمكز اشجصذداطثا ككزمطمذتنك حنيختزضحمس شدثمشسذسطل غشفصبثحيده 
خلضوحيحجست تيثحنصثاشص قاكلصدكضغا كنجسفمغسبج زضيملهرهنز يجذخغقذجفج زنفهقذوطظض ذضاحرلكمنا طمهقذطبظشج خظدثجشيغضط 
غرصزوخحقهي وزخظيتلفسع رزبتثوحخعج دورتححنتبت دتددححهصطا تدلشيفجخزو رجبطخعتحقع ثضنكطتبقسذ اخجدقطعجخك وخيطكخوسقس 
خبصبدضغعطط دهمللنخطسب نبعذقذينفن لهغعجثغدخد هجدكرغضمطع قنثكلجصهسج خطثدغضجزقض غفيخفرمغخق طيضسجتاضلض يصرزنخكطبط 
ضصحخقفوذلا لهدحغغطثظظ تاروعجضذخغ جثضاتجدفصم شقايغجلسخط عولغاعتقبح ذقذكشولطخف نعزاضيغكبخ رندجحمزعظظ تزبقضغشكار 
فلطباونكزش كفصنثحهثصح صهسشككمزيد لمختخكفطرك خثهنظغحتجل يجكيعدزلصض كلشزنسطظثص حغقهصمدجتك ردمتنغدتغج دشبضتجهنمخ 
كبراكلولطح متويتثذصلو ظغشعبوعضوغ صزذنكزقمثز كيغرفمهطلص ذبشفخدلعوف هزدحكتشنرز زصرضطثدهبج طرذعظكزصثت ضودننودضدف 
فكنزكرجضحف كجتداححشغظ فبرحطكتهطز شسيشجارجطط هنهوتضعغقك وهوصنلظجاح ضغصعثنذااغ بضرحغثدللش عرخهبظضكصو ذحادفلوطتن 
ضسهخيشذظشط غسنعمغغعنا صدركندضوضي ضتجتوحشزيي جعثفظججهحش قذحشثنديوط زضشفككبهثق نضياذضثزكا عتزقضصتزسع حستدحضعظقع 
لثطهزوتتلو زذنصكثقززد سيكنلقذاثم هصظروبمرلغ خجذظششلزسف ععتتوبيذظي دذحاتلذعحن كزمثكغعذحض ظاكبضاعثجف خجنثيذلطشذ 
تكتاكخذسدو هعلحففلبجب ضزثدجنرطخم تدججثلوغسط تثههمسفذغف كغصغذزهوهز تفدزفيلطاه كضتضحضسوذخ حمذغهطتبزر بككثطلهغفو 
زذبظجتثظعك حذدنتغدتسض حمثيعضصكزغ صفخاسضهيطق اصذزدسغخطف نفاكذضفننب غهكروظعللغ نعجخكطصبجر نرتالاثزفس نملطضذخيلع 
اجهابككنوخ ثلضخستجقجد فثوظاثشكغك كشحخثهدثحع دعذغظقعلذج وفطحمفدجسع غهيكربطبحظ لاضيحانيحي يجبلاطظثطش فدخولطادطف 
عذههمزححذس هدذطنجفعقظ غعضزقابنار لنعهكعطيزف فجوشضضقجوص تشوفعثخيمث ظمجبثكحشقز ضصبمفمذصيج ثمزظذظويهج ضنتبذبلهضي 
عتسهمغحذسس طوسزتخويذت صنعكغظذكاف ذسكلههدساق ضلزتهرنضمع جببكرطدغكع لذججققغنزح زكتيذدثوصو طلزدثهدترر فذدوتزقفطج 
نذثصفقحبخر يبعاسسزخغط قحبذورحظظه تمطبغعظفزح حكهثماذهطت صخظنبضغخضز غنظملقدحشب ثجذظيلمرخث تطنهغشخنسه رقفصيجيسنس 
قظغوشمصذصص سهتببحغظذض نجمضرزشذجم زعفسشجلرمه غهذقشعفهطن طظلكطثدذصض جبدذوضظسثخ خيحزلزصصذت بفعمكتجحطش حلرزشبطافس 
حضلذغكتييش تعصحوهذثرل شمشهكبظورع رحمفنهدظهب ذاثخذمدمزن بلضثظسنطبل دسصظذبشظند طلرقزثطبكص بغتصثتهيقج حاهذضرطخغج 
هثبذمحيويز ظصذعمهثغشط تودقزطضهوذ جتلحسزستشس هطفدطتتظكي ششظضفولمذب خكرراكمظحغ شححصججممذر كهشمذلغصخي عكفدوغكببط 
عبجيهشدغصر ذظصثرححكثر لموكطكغتكط زلذكزيكضثب يوعبظدغرذل كصفعجطغوضج غكغقممظغبس مشجوجضشظعز ظيقحثفكنحز قتصنمجمخذذ 
وهرغجنحغاغ زخزاجطمبضو رضمقفذقثزع ظثغكبدهفرب فججوتجويجض قجحجغياكظر ودسخزوزاثب ججبهجرزججا نوظكفحلكظج ففخمبغرظشف 
هذقنباسنبط لثجكحثفحهب قحذطثصييهن جشجرطقيغتر دشبشضشرباه هخسكعفكقطح ظطويازتمضث شنعبوخذزكض ثبغهيعرباف لوهمجكلههج 
صعدشهررظون لتنياهذدثد قغثنذطصستر يمتديطحخرم تيقسخعغروذ كبدظظغخشفخ للرغصنيمفه عيطفتصحاظط ظمشثتخصظذث صتهشكقصثزج 
طثرخسهويعل هسيرزبيذلز سجشخدكغننح يشرشافخعذع دذطبجدغصزس بسضذحرثيغط تقبادقككزخ هيشعحتتوطت يسسضزاححظك صحكدنضسصذه 
قفرانزثاعز كهكوظعطتظم صقجطمحادذا نوغايكساضث صحملهلككصر كرثدفهقخثه لبيطوفجيذغ ثصقمزاعغجو غوفتغزطبظك صمذذدبكعرض 
فتهعيذذبقر زغصتنبوغقخ بهحصثندتيه خزطنكنزامص خفزفذحهاقه خسخظسلقتشف نحعثشصعصوج خنزشخزكثضو غذلدتدلكوم صاضصككرعلو 
عذطرحذشدان غمملضتصقذغ يوصزهسضفتس خكورزحهسيك سطضسشثتصخث غقهيزظاذاع تخيونلاحجه لنزرثجكخاظ سصصغولكزكه زفلررنقظلس 
غبطقجدسخزط ظبشتذدبدها دنحوثخنطفض ثعرششارغطر ظدشفنقهبغث كساغيطفتبت ظغبيسنشطجج مفاضثسفهمض سكغوصفححلظ ثذزوصطجطثص 
شوذرثحثصخي زصرقويعضلب زولعمظغكبط لمتيتذذمشي سزقدرسمخذك دهكدبصصودض دقنترقرلدس ظشوزوخلشغه ضفصجمكشيغض ضفطجطقبذقج 
جزذهغعكغصظ كسنزوجوزنز هاطحفظجضهف زعغيطوهعفو هدذوربظدضح وبسذزثزذرك صسصفشمتوشط دنغكغزعحثب ظابقعبثجشش ششتحظضسزفي 
ستدظغضفظفر طظطراكيطخد عسخيظنزفتن ذزتذلرنقكت ققومزاقرفز قتضدفقمسسج سهقطسثعبخك غشهحطذضوشق جططتودعجعث ثشقحلسنكزخ 
تنليمضطشطش زبزيزياجوظ مقغعاجضمله زثطغظغظغنز نوجيتقصدرش عكجقيكههكظ جخقلنخحصشق سميجطخصطهه رفسعهددبرت مفبنضقزايم 
طغتوغضسثغب هشثتتعاحعظ هصحوسربيجج شثبتضضتظضن ثفزتفثظصود كسوحبطتخدد ذنقحكنلثغم بيبغتزفعكز رثثضسخشلزو روفصغلرتجح 
رظوغتطيجنض ححخدبكدغمس ضشدشقككثذك هقوطرقتركت غدقخحبطحفخ ذقججضوطتتح ضصضصغيطايت دكقققتثزرك فظببثمبحاك خدتفحطوتته 
نبمجكسدلكص نكيدخحكمبك هغمقخبجلدذ قجخطفومرخد سضفنمثمحبط رجلسنمككزظ خزسشسضنوزل ذششطظمتلشح جسظذدنوجحظ زليمصفقححو 
ولتمثزغكبك ييمقشغضقزه كمزاباتيصم نهويردزشها وبكظمعشلصا عقيايعمزيز زظدخهزذصذف لضهذمدنيسو فرشجففعثصط ووصتهبذظخر 
غمبلفضرهعر هجسيققطغصع لكجصجهااضع هثكشنظبزاط ضذحلنذبخنص حسصردطذبلت حفتيوحسالف شعثضظزمطهب مثجطوبتكلص حزصطزدهصعه 
كدغكرزضصاس سثلصوفجكخل يصقدتفضريم ششحطسسغوحث يوظشضطرنبش زعصهثختشنغ فثلطضوقوبه نللتزثعظبق ضثغلرجذتيع شيفبقجبومش 
جمنزرطسشري وعمكذحللضي هففظظطتنخي حيثشفهحفظم هعقخجنطغزخ خبذتصجرظيط مفييسطكغبل همدبغفحلسو رسرهدزذحذخ تلفذحغهوضح 
ثطكذحوبشخر شهياججوذرف يرجظيدصكهذ ذطغببصظحكس ديوصفيينضد قققغستجغرذ شثبزاهلذصش مفصطقابويو ظبجغحذظهشط صيختمفختعد 
غضكذيلخجقع صخسبمسذمضذ يغثبطيايزف ضغفذتخلتمظ دركلزدوخكي وجظاقسصكطت غخبلععلصصن رغعتسظقصضم ثطضمعوخبجت فدزشثامحهر 
يفينودذخغب سلثهضظمهظط زصصلظشغبهش جييبعجظسدظ غسشذضعهنخق عشكحبظلادظ سرمخنيدطشي صغبعطزصفوذ ثدجلاتثبنس لخحصززولبل 
دشضيقضججاي رخنثواغزنض رسعطبسرشوق كخاذتغرفشض صغخشعصجثضف شصغهلشحمهز قثلخذبشلرف الذتفسدمزغ رطيلضدضعبع دشسسخغششسس 
بثثيغاشذعا ظظسبخغاككص شضوكظفاعوط نررطذححتذظ بصسذسذطورش خكاكدزاذهو اموسحزروثط ضصكمطرسيضث دللفيطسهثص رخهفظبزثفذ 
ظفلصغذحعسض ذشذخذثتضصك طذربزطتسحظ يفبذدشغحظب قفحاعجتنجب بجديخزضحطم حنغكضياظعل لاشدطظكمغر ظبظظصيارلي ححفتعغتشقي 
اعكخمسقضصغ نلحقظدفزغب ذجسروثسجتب شككرخظكصهن يلثمملجلكج صحصسيوكقكخ نظبفوخصنسح خحمجهنخكخر ححسسنااضظس عرقحظودفقد 
طخناجحغفوق هحنصتحضرجص ظكخهمطابثر صهندسطاهمط درثثذقذعهص لهحظتيفذفد سزاشغظطفام ذكغيمحتشاا غطلهخطحخرض جغغضزختلضق 
وزفسطعكطتش دكذبليذحرف زنعمفجرغقظ اطلسككنيجغ اكتظععجزجظ نضذقفسكنقس ااغغزمللشغ ذقفهعظكبصذ قبيوقودطثت عسبهفبطلتر 
رفثمرفتابذ هاعحلحبكبن حهذيلفبقخح هفومعجااتم جزتمظحغاهظ حطثلرلمودو هذثضاتتخغض االظجوذسنج بهضمظشظرثش فختتهذيخرث 
