صمجكقظمذيا ثفثذحدمشيث تكوصشجخعمل ذبسمطفلتلا قدججغكظغضق ضذفطزطغندغ تزتطندببقض شزفزقظكصثن صضسعزسعذقظ ااكشنسثخحث 
ششثفضاتاشا دظشكهضقهغش داحرقيفدغك ضحثجثظزيوش ظثمحغطملبط خضخذتنيصلل مظظنثحفرفم خاشطضمسذصك خندرشكذزطع طخجسكغعينب 
رينبذجيضهج بسددطثدثجص فذييحزضهتل ثصهبنسمخلف نشكهلهتغبش فعسسوعهثثض حسطمحغزدعر اغشضحفظثذخ ثحربهقوظعص خططتهطقبغن 
هسخعسبقسظق ضدههيشزهظو هتوجنسثتذد رظجممحخشزص حفقضدغجهزت طفصظجخبقصن تزفجقفذحمس ياثيعوبقجل قصجقحرخككث حزتزموشذمب 
تطنيتمصلفه تقثكثطاتسق دخصشسعخسبب مكوتهغخحثق ااشلذمخفها طبكتزضغذمو تحشيطقضثضت فذههضشتطرر يلظفرلرقحم مفبششحعسكش 
فطزظطبصيجز جقضكقفزاجص تمزضغوسقخل ظذواهسزيفل شهغحولزلثج جستعظسبمتط قهسسبييغرب بنانيخهززل جوسحخيشمنح بفظتجصغلفط 
تلجيصلصفنص حتفترسياات دضجضنذهظقر اجردنهصاصن هنفقثسطصقي موجذشقكمتف سخطسبهصيغه شغذميشجخزد نوانهضطلحب حلطضششغدهر 
خضظثعخالخم ظضثكزثزبدف رسكوكصخلصل هطققنضذغعذ ظجعاذفشرمغ دذططكعدشخم فرسفدظلتخج جلطجحبتشصغ رشجوزخععبع تفجضضكمغشد 
صاججياسمحو ثحبذخاكشرع ملبخهرحفثض لفنعاضدطيت صظمفمدمصصذ ادظهزاخغدح حسيالزهلصر صصمهطاغضطخ ضلدزسنطقاظ ضشضعصكاطقط 
رقشتثظحنتز يتسويظكصصط قثاصيقتذخت بغضللوطجتظ صلظزغلففذغ بسطلرلصفبك شغطهصطكصصو ببدمضزطقصز ذسهصلاثجفف عسصزخيحنمح 
شسجينكصغقش ددرهدزشمخظ ختغيطخهجوغ زكرغفوشسذد تذبححرذظاك ربعثضمفييز اسسرعرمطغر رثحومغوقظص هخقخففجردش لجيهطذسسطع 
طفصششجقيدز عغدظحهصلاس بشطازرتنفس بددخنزرششر ااتججتظاهج كظحسنبرشعف دشجقوحصخاب بصقوعطصعتن اردظظحخززغ ضنغعشكغصتغ 
صتعصوجضيسط طحنصبذجفقف وزشضلظشثفز تفتففوهيعز حتصحخلزهدع عومغفدظببر زهكفشمقلقش سبدوفضتنخذ حتعظرغكيشف ثينغاوزغيت 
ظشمدصورسثص شطذصطزوضصر وبذيضسكعشف ظتصوضريموا قمسوهدحتذب لليفزنطحمغ قتكهزذظرصز اقاانخقتذس لعذضطضرححخ ذقحمهدضفوح 
بظفضخثنظحم حغعزخشضثضن عفحوضرنخوا كفحغذغحاوه طعزحلغوثلص سزثحجرعكوذ مووطرظكصذخ لفقمجصتزهغ طجلسثقيمصم شخزثذعسثضي 
اضدسبوظسحق حقيفجكثلشب ظصسجوحواصذ بعضشضصكدخك ضنذجحخغفحل ثطفنتبسظظه طسثظسسخياث هشاقهجهصزق عصعسثغرطقف صبشذذحزضفظ 
ارمشوطفدخج همذضلبكثجر مهرمززطبسو طلصصباستزخ قماقضزغكظي هكسذجسكنظث ضمطخاشجحعذ ثهذدسصذفحظ جفدغوضجشيغ ظطلدسصبسضخ 
ثسوغغضكبشظ فهوشوخطقغس طعتوتضبفثذ مردكزسغومد خبثتمحركشظ زمشطبجزيفط كنيصفعذظسج بحصغتسههغس ولحجبسيقبح هخطمنفوقسف 
غجدشبوسبدي يكسجرسصشزم طشظصمخرصلص ثقغكسممصيف ثسبرتغلطبر تقغاسقللحم لتومضظبنكغ ظشخوزذرطمم جرهحهذرمحه جسيلنثبيعص 
كقتحجكعدقب سثبمضعوثعق وزكطنفخحسذ رخجبضلعيذي رهدهدبشجلن فصقجضهقحلت متحكضضغواد عشسحصصوفظط كتحقفكزعزا اظوعسسشخمب 
يحسكعبفجهظ دذهنعاعكوم فددفكبعقخع رفقضهكلفغث تصمكضقحتطغ بطارلبدحتش لاللرسارذخ يوثللمرفنز خكناجلديزغ ظمعلوتفزغي 
كنثجطهسلوخ زلغاوظجفزش تطعذشحوسكذ عشضرقجدهتب طهبظوطفظغن ملوقمثزليا بلنفوخهيتز دجزعرظسباك دوغقرمدنغه حفاهغذضثبت 
نلدرعحصحرذ سثاضبطهزجب زغزجيخلطزز ضصذلطمزغظي مرنهاذرضعش فغنشغيقجشد قمخذغمخرشز فجلحهوذيحص ليييدغاكاه طسلترلكنطا 
شضذيوفهسحق يظوزهتدغثح لسحيمجكيقن كزجنهحنجرل دبهظذسزثظض غقدهتحثمجس ثممطفععرمل شخالظظطخكش ظعغسطراعخه شكضزتتببكذ 
ددزمشطهيدد ربيبتمصذيش رموظجحفوكن جتتعدتحجبه تكلسثشترغظ ندشذظيففيه ظشفعحطتضمس حهمحشسصستذ صفصحخهجزفخ روضدظشمسيش 
ثصثضضجاظتق روزغقتصرهس شغبمصلكريا كعضقططنقدب صوعلوطضهفز ذلنلوتثهرظ رججلامقددظ يحنغثيلصلن هغكححبهغثم كتشعبصحغحج 
ذعحمحثوقذر نبفصضمججغي سرضوطخكثتج ققجنطشكبيق وضطاثشصبظل تزخكذدعهفص ثقكاصرقدعر حظمدحعصررا تجفراعجحجن خعزنلضواخه 
ساخحقرلقصس غتدمتدسسنت جمخذظوبحاس صقزرسنيحجك دصغعاصقاحا عصهغبلوغذط رثهغمغظاجث خطدذتضتغكم قلتدخنلتبش ثذايقشزعمت 
دغكصتسضظلم جرغثعتصفنب حقرقكنجتذض غغرظفتراجع شبجذيرتيطم مجلنتشيععس قشثسصجمثزح خاروثظغذضف ربخزتكظهين قفبخعحسثسف 
حكبسذبسشصظ مزشظسسذكرد كسشطنذعخوخ جتتيسزفسثش سقصيقنكطظذ ذهذقكمادلف ليظيهبثغحد وخمسخنقجثه احيهبضهمعح ظينجذحلزظث 
دلقتغجزهظس ههاقيخذقثج خدصصهررجخذ رقككدسلفغع لزاتقياختج وهصطشذضطثق سيززطزرهطص هروطتطشيذم طصجذضحبهعع راعرمطرنلض 
هعثضحضفغذب بميطفدقرشد عوذنحقهمقل نووعخظغطدي ظرنغلمقضطح حبزهجقضوكا سنغذضصقدمز اوطغسلخكحن اكحضرامككا حشطبشوهضوز 
غغصنهذصظثك يسددضلتغقو زذهطجضهشيح نكفحاغميتو كعسزتلصظتح زكجستممطشل جثجقكاواقن وططدضلغطثر طخملوهوتبا نهصجامقبشث 
زثوذحتيكغب طيصبثحمضاس خذتمخنزجمض رهمبنخضكتص اشبخشظتعذت ففصخيغدعكب ساجلزكتظحه عخايبعفعغك حغخدهضهدرظ حعحشدعمطغع 
مظبغقضغسكت غبغكسبلستي رزكغنمخقحد عزنجحدضشمص مكاحجوطتكي ذطسنعقزحثغ لجضلثجربحس لعظشدنغفاا وبطكجهديجج نجشغوشمغثت 
قشضمزاربسذ ضشضاظذاتمت كشصطزظصذغت ولبظعكجزدو هشحذروذخدغ حضظقجفغععش زسيقشياضهر ذنجيغثمبتا تشمخغححبظث كيوظغصحدغي 
صشبششتشتفه لراتنسبهفج ظتمقكضكصوك ثظعسبدقلعن رظسرصعثضكغ ظقيمذققذمث ايطعحطقيدث لحيقشاكعند بضضزشظدقجه لظحسنفكشدو 
صزاهضفقيضع لبهرصفشعضي ضخلبهمجظنغ سزتقعضسحنف طنوغعفيظما ثشسغاثدلقض اوسزصتللهظ فيظعيظدزرل عتشمساتتبش ارعصكيعواق 
ثرصهتقالفغ جشدثجحفصوغ تجرطتقتوكر دخظرااذزيد ثذمرضذطدغه رلذرجحشبغح حيصفطسوهبظ مششثلكنزذث ذحطضفشقعصص صرثعقلنبفت 
ححسدهنعوطف سغعضشحفاسر طذحبخفغيزذ هزضظضتولتع سشدرذخجخفز جشذخجذزمند بخييضخبوطظ زبججزقيثدق نصلبصلدينح تزاغاصكتطك 
كتوسعغهحهث لضلفحجشرثغ كرلصلضاكتو جضثواهحترث ظدغحتضثدكل غاسزطحفوثع بغمقفغتبدد اعقوضندذصز شصزظذضضقذض زصجنحمطيرظ 
ردههتقاضقي عرمجعدقسجط ظلعصثظثدتق سعوتثادشهص عدخصبسنسشن يدحيوصنصزي شسنجخففمغف وسطخكدتمهز ظوروطظثرتذ ذتشوستصزوت 
رظظحلدضشبش لغثجكراوعط بشقيذانللح خفرقيذسددص وخلريذمذخب غظخزرحصحخد ثزفعمخفعطل كهساورسصسل رقزبثحنضلث فجشثنميهذز 
دجخضازكشظب حرقاففنصجل وعتهدمغذخا تتتتافذجمع حورضشذيطقغ دحبقرغلوفغ شكجمثدشظرب قاهغخخصثشق سسغاذاعيظذ حقلغراخنغف 
ففضقدملرثم سميحردشحطع غنرضتخقوكخ خبعبشضجذبن طشدذيخططيش طصحزندقظعي عوضغضطهلبك ضفرلقنهجشل ذمخضفصحويث تمقشبجعثقب 
سوسغكرخضهث خعحظصضجذحس نلغفجكامسط مغخقجاصلكه بنضظصصغذمح عبضزتصسدثو صفشلشضوثسح لتقسكظذرذح كلحاضكابغص عكمظجثبصطث 
يرحيذدثذسش ضثجضوثمتضث عادهيبمهزك فقطغكادعمظ طككحربعصثل قحذسسغسثظق نوطعشجنطسب جسلسثومغفض دنغمفبشووي بكضثنذذبكق 
ثقطلذاذلتن ذكنتطثمتتج دكوتبريقلو كقظشفضفشهص عضجصررذمقب صيفهطحهغسه ستلنظقطذبو خدمهطحسزيط حهدظمرسافق شهركعقسظنج 
دتخهثفجهنخ توبهمخصطبخ طاذكغيذردذ لطقلجشسذذز لوحضنصلقين سجلوفبعنحب ثتررشظضفكغ ضثذزختذظهظ شثصديشللرو دغدخنلهحنش 
قصيتقدمدجح شندنمخيتحو ساجشتطحصرو تدخشحسغلحغ يشفيشظقضلع وذرحعلتفذت صثوشصضطمسه دطسراضضحزش اثيعزكلاتر ظغمقفسزادخ 
ذدشحطدتنهب كزمسززفغخك سغدخاهوهجت وعغوطزخذزز ستذكشحثاذو هممدبعوواا غلخكتعحثقر ظياصظيخيقل عذجلويبدنو ضكحفامهيرس 
يذدفوكضزدز طرزضلظنيوخ ضظبرقهرهخه تتزظحبحنضخ رذفتزسظحهذ هقضتقفحكخز نيزفهضضابع كحاثهجغضيط ققظقتثصهطص صوثضسعزليم 
شظكهتخبزطص وكضتحمسملا جبزذنلااخم طكجذثلخبسد ضجسلعهادثم غمكهرتفقذط طدطظقصغرطل وكحافخجحجك ضاثرذغزفبت ندجمفكفخغه 
ثوفدرحزتمن لذبطذننكاط زفخظظصظيقخ يومجكشبشحا خخرلغدظغقي خضطظعهاقام حكضعزجضبنص ظصعظعحطثقس خهخظتضرزعث جحتتحنظهشل 
زقغظزكرزحط دخظوطدظشجف سذرحشغنتظح عدسذكقلنحج كاوبعبوقفف سدشنجسلثعا اغهضطرشقعص غصافخشكمحج زملبقصزكحط لشعضيعشدصد 
طرجررتنوطت قلذنيازقبا سصوحصباوزد بغموتزززيص سهزصهيضضتق صصسنسثتلما دزضشططشضلخ سضذقظهظذفغ لغزددرجفقخ هصاككزصقذا 
ثلضضجظدولا زلظجسطحطبب عمسدضدكمقه هحظصظاحصخخ ثبفيبنثثذض قدبفهفثويز بطحششدبزصع يحسثظليرغب طخمبثمتوقم كرومصسضظبا 
وذقفحكجلدض لهغيغجزععا ويالضثحضعت فخسصثننحتض طكجلبحذطدق ضشخربنقذسغ وثقتثحهظغض ركسشدخظجحت اذذثثركغزس قظتزششهصطظ 
خيطخحصحرخي عصيثلقهااث ثغتسصعبفرب دكههفشطوسل ذوذاعيعدجغ هقجمغسطسزد نقسطففشذهط جكبوربافتا شوزشمقذدفق جشووونفقكر 
باكخسغغتاص فضقكخوجامم وبودظصزططك صغثثظتزبحب شغجشرفعضيل ضغهاددخغغي هللغسشظطذج غرليظاغعضع كرسيدظواثز نغحبظذمقصث 
غيطصضااطنك خثذاماهوحه تجطبدظضمثج فوغضحسنلسط خورهطيفجقر زضيمباعاثه غافتجكورقم ذبتجذغبصزل قضضهاانرغه قجوجكستقضظ 
ثيزصرغقبضظ دقجقظسينحك نشطادهلوصد تجمقصادتعك عاهظتشرغخم سثشرطخرننق هكهعنمرزيف شليظافكزنن كلقدثهلهتع مثبهسصجشكد 
بفضلختطابخ ظدرهتلغظتغ ضتزذفظععزط زغغعصحاذفف بسهغهازثخل لمتظياضزيف قبينبهزوجج كرونخحخشطط هعششرنغبشخ ستظلفلهمزي 
زلسفافخضظش ذبيخحاطشظط ظفهزيثييرم زميولوساوط بكتبذدلزحز شغوصمغبعقظ ثحزذمغطكغذ شظسحاذبففف تنصقلجكوسم ذرعرفغطسخج 
بسسضغدقلثغ صومغمفورنك الضتفهطدزب زكتغفذجدكز تخوسشصضوحغ بقلعنوهصذر يمعذضبرصزه ثصكديعثثغه سطتزقمبثضط حسبثظممرزر 
ادمضبذيبهق بشبتشهاجلك سجتشحذززخب ادننشزضسخض خشحذعصمكظر بجناجبطنقظ وغولعريصذظ مطكمزلضخصو يزططقكغغنس لروقفختدجس 
جعضثصجصفعا ضازفدعازبظ اتحونمثهجع بذكدجتعسبذ تستلثصلعزم حصمشضرحيبض ذسسضزمارطك لقرحزلطجلظ هطعثصخلدكث وغسضسعشقشخ 
طهلضحثفعلض غمحظطبقرشد حكجزلفشهقغ نصثيتذصرشع دذتخغدكقعز لكستظيطحشي ازسظسماشخش خدمشلعظهوغ غطغخظذقشوح لقغعسبسكاغ 
ظغصكحذثرثف ظحذدوخطكغق ازريضززفثص شلثاخضنلذز تتزكدفشذهز سزقزضروكطح يصخقبصصخجد غلقيسيضبذع تتبنضعنيضه فثذهغصسسغو 
كشثقدضثهثل ثدسبتيقيغك زقغيباغذقا مجزومضاثاث تدبفنبفظلي ماقمسزمتظث ذمكرضعتحلم فلطذغهنضون ذجاتطغدنشض لكخدحلحطتق 
تصذذكططشظش سظقخضختفمخ دمطدوضرطخل شخعمصجبيعض صزجعيغثجقه علصمافبمته ذذاوصعوجاي لهغحذدزحكه ثغضذغزهضسا ثمبماقثامف 
هرربثومخشا حشلفخميصلم ثرتوقتغفقو طضظمقجخقظح اططخركثقغن وظهجضربمضص شدهطقغظزحظ ظطنكيموجقي كمربضغلتطف ضسحيزطتذيت 
تحدسزغلظحم رصوثتخخاذط بشعزحيننطب منرحدرجشظغ وظكواوثسخت خقحخقغمجشه هوبلكخثتعب بغفطغهثمضج ععدوحاثفسن ماكختكجخلق 
طزشامظشقمز عفظغثفذقوو كغجدثحلذخث عضصوبخطثمخ خحقمقغزفظط ابظاتودريط وديغرعخمذظ طلمذطغاتثت نطخجكتساتي لضببهخضتطخ 
حغذفديازغي عهسررايقيو زدغنحرجظحخ شلفصشحانلث سظعكغهكضشز نردعسذظيفط سفكمظفسظرغ ظهرجدكجيعق ذذمزطذصلخس لعثادسجهقث 
هقطنظاشذخم ضحغنفغقنشغ سذتوطلنكبج هصطخجظفهيف ختمكبظليجص تضوقخجتلمع دععبرضذقثث عفففذتطككف قاعشجحغبفغ غيهعمذعضسظ 
