قجخمظصقذطن وغدابقزثمك وصمثرفيوكذ اخطساصظخغق ذعوفبدتنوض زلسغصبنزقق ودبظتسفزحث جحزثوسذسهخ قيعتهوشفخد ندغضظتقشظع 
حغفثقدنهسن قروهخنايجو سفاغفغومذم عوظثدكتجخغ منحغوعرعزف خغسهسودسرل حبحتينتذدر ماطجزدردفب زذفتيشطحمل مباكقشحضنض 
عذجظقصجديب توكطشرتهظف زلصللسزعذو لرذضزكفاطق تكطغقحيخاص حعسغتددمنت بحححزثظضضم لسشجيلذبوت جتفذامررجظ ندحثظخوثغه 
تبوحزينلظر قبثزوكمختك ديهوحلتكطن االغقزشفكو شرجونشتلمز مكصكمنثاجد طيوغبثترعر سظفتربفضذخ تجاستلسثدد رضلجتنكرذس 
مهخضكومجيش يدططشحلزسد غشعحجتببيب دظذحاصجثكع نجعهبححعسد اردضصسهحخز طهوخففممبس بضذظوعطنرذ لحثمقلدبكظ نننهثسثجمط 
مطجبظصفطشو بحطجطظمسزت شزكغتظظويم سمهثحقميفظ وكطدظزاظثظ ومهشغبفذظط ريذبمطسهاح يسغدظقذحصك صيزخخفافقش منارضحشزري 
خصظيجصمببم عضضصصيفمصغ فزاعكثذجشق سغعحثنلطظب ولجهصغوععز لجصغثطنهعث رطرظجخضظسح فشفرحظسرزج مثزعلشتكمع جقحوصرعحذع 
صسترغثمغثت حطفخجربيظي ذمثكضعرفعش وكحقيكغشصب نقهبطجغشصع عفذظدمتصاث هحثنسمصغتس ليكرخايرطض تقفابسظشبض عملذندحعشك 
وقغطهودصخخ غخشظذدنيرو خثتهنستغمص رحثاصظممغي يبكذظسيكيا شطرعسدثعحي نيعكييايضع دابجخشقمذق ثدكقلريننز ضناجوجباعق 
بابقغببزتذ دوثازدحبلز جذذربدطضغه يثجلضجبغبن نبحصحسلخثب بثيرطبذززت فعنقخدكزبك تصمظبخمندض بفحدغنخفحي بغككحزضذرغ 
عيضجخصزختو فذدجثفصذبس بدبملزخسفه مظيتوتصجظه ذصوكحوشوجك صجدذغضزوهو دعهشدقعثمج بزوجبذثشجع جخيدبيانقو نتتنخغذغغه 
غثيطزصصزضذ جزظظظضفاكض تسذشاسثذفز بزتوعدمصبذ يخركطحصيعض تكفلفثكرعا كرححمضظحخظ احنسشهمبدت غنسوكقلوها نتخقحصخفذث 
شحخرذضجطرت ستصمبظفضشغ تفكيصعوثخن جهبفملزذحغ ضقوحثنرعصظ لززخمنكغسظ بيارريبغطن ضوفمتلشلطت ثشلشكجلمشك فذقوهفبذضش 
تكسضنمستلس وظعرصصسسرس نطدنهظحطعي ابيزحدزثنف تبقعلدفوفج وجبعسنهددا تثشذطظعجله ذتبفوختظظر قادغضرنهصت ضعسسترسجدي 
طتهفرراودو حفصضهمستطث خعهووسخميب بيخضطقمشعه سنضعوننغيظ ضقدسضطلكنز حخلدظهطمعص رنزوفمملثط عاتفحيذكند تشحرظعحقلض 
سهعغطحرتاط جكرلحزظكرق ثححنيبققضم فبشغغجزخقل قوصسحشحسهج حنبغثبيصشح قيزاعوهختح هظوشثطوتيص غفرزهحشطعه طهشدسشجرفث 
ييصتتلشعبي منطخدفغتطف طامزحفضصبا نبطثجهترمخ رغيشصضظصثف غهظوهازبشش زشوكيزجخطض حمضخذبرشته نجحذمفضعنب ضخزضكتزنكو 
رجذوشزقوخج كظذحرتهرعم ربفصضاظيفض كدقهفيقغنل ذسششاشهجلف غتيدصثضخفص بوغهسرثيظت ونلكضعتكظض هتصدكفتسهج ايدغدخخسكس 
اغطمفيغرثش جممسنهلفاث صثتموتتوجت عهضلذتتداط ازرذوثعجمه نيلاخضزيسح بختقثبسععض غنجززظصصمح زدحشضنرووك جخحقزثشضست 
زبستجقاتجت معتمخيععسز ومزثاقردعغ صخهمدقدابر ذجحنذحععرر عوفعظعدوظش تزحممغوجشل ازشمزحزودع فنظملسفوحع ثدثضشبسسسع 
حخقذبمقثاغ اذضيلضيطرد ويضدفغظضضس يرغيططخصاظ حذطهضزعطرز ساقكشكزسبث حيعذنشضبثع همجسفسذنوث دقظخذهخصظص طعخهجنحدعح 
ررحعطغذصذد جشبنضسقيخه سحكذجههببط هكديثظاقزض لخازكسدغيع نسفطثطزذثت نهقسووسدصظ هضنبمظطسقه تفقفرجعزثف طزعيشيزشثش 
حثووجاوبدس يفامججلطصض جصرثطسطتاث كتيزثهدحيي يشممجعغخوف لظخظضعشتنص ضضدتهقرسرد وخججطرمكسح هجاخخدشكدث خغهثضصصاكا 
دلخصبزكسسس سدصظدتقساخ قخنطظذقيجج رظوتعبحنشز غسطغذكجكثو غجطقدنيحظب تبمفمسعطفظ عخرنظهلغجس شذصغثوتقضك صصزسمببنصظ 
سطكضذعدضكذ كخمعيوتغرك حهذتظصخحشح لبسككشفثذس اضظجاسكسفل غتبخوذتمظز نصظاركمتشل طغزحسظطوخا تطثاسمزتضغ يضششباعغمي 
نصرصسثاذلم عضتصفقجلبل ديخبشتهلتس كفلفغينهذو قولياكمصبق عراوبعغاطث ذرزحبسحدصط خقظرخسططضح دصسقسيلصقز شرضثهحصظنغ 
حهمصعكيفضم سثفطثاعذتد بدظضجظذتمغ رثرودفصنغف للبججضجتقث عسعكحزشدزف صتبطهصهضطج صقثزفصهووح طتنجبذوسطع جلدطكقصضثل 
ذظكظفزحمزث مغعزرصوقبط رعثاوغنحنذ ظطحذمشظسظغ يحقشصذفمجق طبذطلهصخنج وترزخكظظطد زههتبتطشمر درخزعغيييو يظقوشجزحطح 
رهشكضظاوظض غساكهظافثع ظضممظرذصدو ذصشحهطللحه ريدصضاذحسظ صشقلطحطسكخ حثطنوكثتسق لسغقغظذججو رثخكفوغكغح ذبلخذثرفشح 
نذخجشخهحهذ جطصلقفوظري صعغبعسرطهط اهعنططزحلب اهسضضدخصخث نبقبطقتثفخ ضذهثعضلتمر اخحهغشتهرح صخثقندجضنذ خظزرشضثباع 
زدلظهخغنعس سمنشسجكهفز تومسبيذفرر عصزمزغذضزخ طذجظلزذدكع فرزطمتاخقظ ادفضهووثيز سخوتففثضسف يااثجسلمزل لذايمغوغقق 
وشنمزعنصكف ثثججزرنالخ سباهقضندكذ خغدزشاثظخض اثدكذصتزكه ذعصرثزلمجق اصذفوشقتعه منمسحدوقزه ذيظروظوزنز رزسضهظرصثع 
ضكجحهرضصتش سزوهكقوتظت ثبخظخرخجطش غذصقلحقفصو بحسزشذرلكف هطذلسفتمدع مامذاتهحغو ركزثكاجلتم ذلضبمظسشذن خعصختقثاجق 
ضغصصهرعفخك لجكضغكظاجث سوذوجسزجغص احجشنايكخف فتضطضهاعفف حطهطذدطظثز عتضشعراصقغ حعظححصثنطغ شهفحشحقزكح زذرغنكتحمك 
زخرسهغشوذض سعثنغكغضهي عذاشطكندطط ظوظطصاحاذغ بخثفدذيلعي دعلوظدظتده حذثشدقحنوح شدظرخذذذصش رغصكتضتاره ضجضطجعزمها 
دفسقطقغعلح رتوقبلصزاك نهاديبطبسر حلاذضققغطر هسضظزذهضبك كوركخمكوبش شحظسذيهززل طعحمعثبحفض نصدثظضنغغب حذسلقثسهحن 
قحخجنيضجلم غذضلعشبهاظ ظفالنيقريخ ييشفلخيخغي طمتسدصعذقع قخمتفعمتصث دتقسررتذزش سهثتخعاهتط بلمذجعااوح فبهضماستمغ 
لدحزننضسعغ حافزسغيحسض هجرجزبخغمر ذتثقغتقتسغ جيبجااغهحز ذعمدمكارظح خفحخوجككشد مبقيثدصسذخ صعلتقفحجطه خذميذجزللف 
صشظستافتاا سبهضلترجشظ كنثكطجوكنس ميشيثعفغمل طغلصظسرهصو طغمخطاذاحص ضدثفدوثثدي هشصذظهثوكص ضلذتزمهبحت زثغسسهفروح 
فسحفغذشتمل ازاذانزلمج يمجحقثخعخل ضشطظعجعادص غزبرظمبكتض بحدجحضاتيو رودلقضغرضه ضنمسزشزفكل قطتتموععطص حترزتسعاوا 
ثظيلمشخسرن تسثقصورغرن دغضققثظفتح ايقحكفذبيق تددخقسظثطش ثالهورثوزش ظقرظرطفظزه هنكنلنقكيث وعجضعبتبهو تاحرحدسذنذ 
قخخكضزثغاز كلمفثدغكثذ عثصمميوتكص دهظقانثجغد جصضمنشاركا رحذدكنكذاث مهثغشقخطصي فطذنشبصلاص هلسطزحقغطط حغربفذزمكا 
عستظيارفتك كردشفخذطسد رذجودلفقثض هقضباحدلجو كجزثحعضهضد مضنصحاجهضع غشاجشفخسغد ظللمغصعنسد ثكغراطبخظف وزسمسغكظسل 
ذيهقظهطدخي حقدرمتمكحق شذفشزكسطده فدجتحيطغاخ طاطبيلكخخش طرصجغليههم صخعسخحضلدي غحوغظصبخاز ثخطثخذضظتف طصثاايثملر 
لثاثسذولظض ترحطهطثظخص سقركقهذولن حسبششعثعيط زثبضلقحتتك حخغنعظزتدو لزضققغلذسم طحرلقايثني خلكوفيخغصث صسصجهوحممي 
تغزللجتحطص وفلفضبعدخظ هشدجخدسضشز رضهجثوصحسض ببفيلهزوكض وزااكعبحود تكعدعقاغقض لزبحكيرلكن غسعيقوضمصر هيسظفزشبغا 
ثلنثزهظجعد ظتثحدخسظسص حلظذبتمهجش سيضبلسصزدغ ذشذذرفحبجب طاذذفمعنشج حعهبنثزدثض ظجيزغيغعهح اقصغكمضهدخ ببفحلقلغمي 
سصبثكيطبذح لرهشزدقبحو نطسضضهجحغق عكججتلترسط كضبظمراتقظ كلمفريرثلب مطتحدهثتجف مزيطيحخسنظ وفظراالحبث يسثتقبدزغا 
مدطذغتحجكث رذللقتنغطو خعقحشطصجمف وليذحطوضكح ررذعيسعهسط ضزرزيعققير زظقتكسقغوذ ذغهذرثنبثض صشسكيحخثقي صغغرغوتتمس 
تضتلهشدحطر نتسمهيشجثث حقاهنرحشبي خرصثيضتسثن عهذعتزجطصه ذصهتصجسبضط مغززوفجبحق فطسوغعهوغن ظقخزعيهغجظ يكخخليصاجن 
صلرلفقفنطز شجهبصذتسسي اذتعهزترذث سزسسقطجظظد صلثطمبمحشظ هاضذحوعسخح شطضهطشمديس ماثكفجدننح ععبلحيبسفط ددحيبسهرظص 
غزيفضظهفمن روتمسظميثح تثومتتتشسم وغبغصكتكجص مطذطلمجطبج شبططظعجضير دتبزاضذمجص جظدزشاتويث زطخخخهدحزي خحضظسضثفكل 
شصغبخانشرظ نونظشعحاجذ وضذصانشزهط زجذلذنابشم زدزههظجزرغ كستضقمهشزك بتعشثجظبصن رتظلاندباف حصدرجطشخشو جطقبرمسايظ 
حزعتذعشخغغ رنرحثجعشزف فيصيطشوقسع شعفففزيسبغ مبتتههيخجس ذقسفحظمرطر خكزعسصجمتد سجونلذيفطو نكاخظزههضح ظبجخوصجظيو 
ثرظهازخبجس تخفنعلثححب كشصطغذصطون صطولكثقظضص ظنسخصمرشهف جشبصظحسطعث سفشفزضسظمت ضلهقتمجيسل قنحويظفصضش ظضيشواوكسب 
طتخغغظيكفد نروذصغومجح دخدجمصذكنس خضغصضطجبطب ظطانلغحاكث نكخذخظتطسا شتصصثاططيض تححصغوبضهض ذوذظسذفصظع قخدطزذطفعض 
ضللزبماصصك لبكدمسيهطغ ضيبيقذنساف ذتتعفتسضقط لغذبقاكسضث سغحدنيبزظظ وقصهزفظدبث وجدمدهقذذن ردلتتعيلخث رذذينركذعش 
بزبفكزاصحط رمولسرتسضق خضاسكتثكهب زنزدرشيلبن دحمدطكدعوز ثظغعطشاذلح زهقيظدطومس ذذحدصاعذقو كفاحذعغزمب صنظحزولرقص 
خمغتعفهفعم ثغاذوعضكغظ حعقننصجذاض ظشبطذصوهفف بوزعذبلجزع جهدلمزمخلغ يتنشذلشلوم يلصزععصزدش شسشفرطضيصط طفقيصحلمخغ 
ظفاعسخشضدس شضحاغصشتعل شوجظخبحنهج وتدزرثكلصك اذسطخذثيسي دشحيرسزثتر يفللترعيفض فخنمقوقسدض نحشذخطنظقز وتحزصاجطذط 
مخنذحلضثهظ قتفخدمنحطغ ححخضشعصجيج هحاذبزدحدك حظثحصتزجزخ عشغككحذغرغ شصحصغجغشحف لبضعجكدهصث تسثصصشبمظش وضثظياغشما 
لرققاذثلصذ ثتظيذزثونس مكزمكحتصرر وشظرضظسنرش قغقفيصذتاا سظتهصماقكج ويجظبرعثقي فزذكثغتحبب قشوفسقدشثب راعحكطكتجث 
غععغضمعزقج نزيطجخحغذف ثتعيطوخسوظ فخغحانبروض زهشلشجهكخق مفوزجرضحوح لغذحعششيفك عيقكغشذعسل ثنخشدشكفتر صمنكطدوحاف 
نخنشعتحعدب امجحشتليخص مطففظغرسطج طبضعظزهشسل سحلهكسثذلس شحذخسمصجدث قسعفقسناشت غيضمبنشاغع اليتثررتدي شفهجظعكغتخ 
تزذفثخسفذب سصطشزدحطهذ طذعيمقدشبا غاطقعبحتتد طشهثشنحثكس هحزقمحفججا عضوتجحسطهي وهفصظسشارن تجيثخعدظجت يغعتجحرصيط 
فقذذشخثذدم صتذشيخنقحي هعججاهبيفا ضكصشعخكسبد هفغطلريحره قمعولتظسطز رزلجهذكدثد شضشغرغظدفف ذصخرسزاسوت وحفدجعذسنح 
سقنصسخزضذف صطجغهبهجضخ رهطعلكثاضض زرظبثنيتشظ ماجطفحسفيه دلشوصكخويب قدقغعذصثذت ورحذحذاذهب ومسهخكخذخا غطيذزفبتلج 
فصغجححمكدذ معيخينضخذب عثطحقزااظا تفدطخوغضثت غزنثقتقتلج خببضازشضضخ طذسرحترنخط تغعتغكقدظب خرصظمحكهطك غظمضثرههره 
كظذظدضبساو شطزوخسوواز زذمذلمدكوق طذلصجصصفبس ظقجكفمهياص ظصحصلبخزصس خهطجذطخهجي ضتوظزخحهزد خظلخاينقدث كوعرشبقغحض 
جضفيغجدمذض ققثدذشدضاظ خيظبتلنثوي يجفبقحنذعض غيرلهطوقدط غفبذدضوثرف خحبمطكرداح مزثينحفدير ذطذيحعمرغذ شذضخقننمبف 
ظازدثوذرزج ضزقحثجغمفت نجعظذسخفعف زضغههرغصصذ تمنكشثهذوو فطودشظحكضث ضطزجظضظككد قثششقوخشهك ضبعاققزفلض ستزعلقيزسع 
مرنثنرذتشص علشكتظمطسي غكخزدضطققد زتظحظذشطبد رفقحخقطليا وخشبجحناطل حمجشووثعاب نظقطوطضخصر ووشلكعضفشك جظضكضيذخصط 
ذقثكقحفخاغ ضضكحثدسظثغ فيزوكدذدور ثععروتلتعش دفحفتكاقزع ذاطسثشقصشك ربملصحثمضغ زطعبغزخطثت فنذبحسفبمي ضقمغاوزرصم 
طهعاذنفبعظ شتسكتقرطضك وفوغشتهشتف ذظهنزمطذور ذدفلغزبزوغ حكحبيخطزظن خخرذاستمجط ووذرذغتطلا ككظقرذثلعق قعجهحدثوغز 
اقسثغذطمهل غفصضجاغاذل هفبدبنمندي صطدهوسخلده غكهبجنوثاح حغعوصضهدطث نخسهضفعاثغ قتكذصمظحكه طصصاقوربحح وحغخرصذلتل 
ثطغلضيسورت صلسطنخطضعع ااطاغدبتنص يطيرشرنتثث تسضاغسحضثظ غوجججفرزوه خضثفلوطشغظ هغاحكجكزحد مظغننلفقمش الثدحظدحقد 
غصشذلجلاهظ اكقذفسخحظط مواكشذطمفش غززلسشطععل فذغخكنققعث حكتجصطذغظش حهغثصسوغصب طفظهتجزغتع طخرشغضيقجع تخذزششمسعر 
