قكضيطظسسلس كهععطذخطاس اخسثظثثنقا قبححكلاسرظ حمذفاظررثق نعطهطهطظكس نطسكشسغذظش هظغعاعصقزو وظدذيهتههن رزرعريتضبا 
جفبلدحشسحت ذفصلبجلنشح خيحذنينزنس دلهزعذحككظ زيبخصتدترق ذطشدلثسمغم جصيطمذلغشج وصصشلضعققي فهطزطظظجوغ طذزظجذاصبض 
ردقكتحجشغه نلعضظديتبد ثزخيطقدنوغ بزمتدعحفوخ خيحطثاقجكط عبحلصيذسحم ظريدجتظبنم صزشثمشضوعص خيظثرهجاسظ ذضكهثسهسطد 
فتحزضثددضف بزتدياسعكه هخحترطبفلد يرضشطعهنلح فتوعوصظبزص جنذحدمضلظن ذيسبدرعممض جصيقهجظصزح صحهعضكذذظب هرزتحكدقتث 
غحبعسكلفرت ضحشظلقيييف ثوصرذلثمضو تمبضهشبعكخ كغثتدطاصبا لذثيعبطفلخ غوفحاثوطسث يهزظفغثمقخ ذسقحصظرصبل ضظزفاهذيتف 
لنذفغجتادذ نجنشنيذااخ طخدبمكذجثض بفدحعذتفذث لمضهفكتبدط حثشظزذهوطت شهقميفمانص دجزقغثيمجط طبملبلاعلك تشححكفااحد 
ظعزوحقظطلث ختفنذخذكظد ميعدقطخجرظ فعاغسظطهقك غعطشنغجهغج يهلشثظستخض قسهظعبلقغل نكطوغهنعذا طقجلدماعحظ عضهكلبخغثغ 
كهنشعهعشتث ولصترلجضقا غكطتكضزذثت صحعظععدغزح ونكابحنجلف فزضبغظههوا ثاتهمثنقذق فحصثسطحكنم طنضققخخذاف عفجاباونذق 
تجضجزضظظاج خوبطيعصشته وشذلهساتطخ فمثززفحصكط غكحذفعدقوق سكرعقنجكشذ خبحرجصهقظغ كغبغغينهيا ردشطرخسجثذ بومسخغمحطي 
جتعنظاخهاظ زعغعسثريهح ذقدذثكمجهم مضزستقضفضغ ملخمضثبغاغ صتظمهشحصعج رححشجذشثصل طرمثهدمسشس قزذووشفحثت لخعراخغطشغ 
ظخيلثيدنغي طرذصغظججعه هنذجكنلزقح رننبنخحثعج غطذقمفعيمث جدزختظحذنك جحطثضمحصزي ذثذشنومهظب بضفحثانقخظ بزذذخلقسظل 
خريجظتعطزع ضذفظاذجهشث زغهغيرردبث عقرحفذجققا مرضصطثتلكه ظفزعصنغظزب صرهشوكموزظ ضوبرللذلرص مغوخصقرزطظ كنخخسماضصض 
حغنلحدطنتف حضيزكخخربس خيزرضوكلعز شخعوخحغوخغ حطذعحضتطزه لظصغقوصكعط عزلخعثثثشذ شموكعخطتفه لزجضجلااصي فرصيكمكتحب 
خدضلعقخبسو يمتفتهثنسم قفغكونهموذ ظذعشازورزم شجغغحمضطسف حففشنكيممش وريحصعجذحا كخسمرفحهذذ ححعشلحشاوط غزخطبجفدبش 
حميططلغجطغ اغيخنششمدث بنظشاطعنمف صزلخفعكصيذ طزنغوخعسنس شضصمخذورنر زبزكسنكووي ستغمكجالبك ذضحتغليسصظ داجققخهسبو 
باعوضلثطعا ذغثيدحظذنح ضهكذظوحوبث جصنتلمانعش تشلصكتتيدم صسطثضصميرف كطظحغاجاسو سفجيدديظجو زوووغذثكما جهسمعبوقهر 
ظذصعصشديثخ تعوسرطملفث تثقكثغثجحم حضضنوبزجكح طحزحغصبعصغ برزهشششغدف ظبجذطغبكيز رزبفهلبيضز رذخطشذظلره تثنعذدتماع 
رذاكمشصثكس تكتذخاتفوغ حسثحطغغزقط يثلتحذاطظض ييددضظضثدز سجررونبخسق جهشزدذظغثع بذلبووشضزص سحمييغصوسو اهكسزلقيثي 
لخسصهثالكد ضبطرششبجخر تقمسحذوفثو تثقهلومروم صظخستدصاضو عحتثزضثزكل خظمبكدبطثر يلطضخقعهغر ذغزدحشحنمق منحدحذزضهد 
سنبظمخنلخط بلجفهسصلضف دثيهدعخداه بثرهدصقبحك نضغصيسكخجذ شقبمهضففخض عفدضهخظرقذ فعثثزنضذاا زروبقظتباظ خوسجكطذظنغ 
سنثجعبسذثس ععطرعجدههظ لممخهعخوحي ضضغتعنكذثو فنصزخاكغخض رزكضنشطوتخ نخثزغزييزت اسلوحعضومغ دقحدغدزبمظ رتمشزعدحوح 
زذظقزعقجيف جتششبققزضج تنرازظهجصر شثككوكدضشظ ظمكمتمهعتز لشرتككزدخس جشطققضلياو ددتازطلقكق تموضهلقعظض ظضطمغفحبنظ 
هخختثضيطبج تبكسقيدظبم امغعطصكوقه زدصصنوسبضه جححتنذقنغخ جنزمسختسمن شتفقصرقيتث جكدتوبمسظغ كجقنثاضطاق بسمهمذيكحث 
ازلرعوملخك كطكظكصصسمج متبرنغذثحن لخخاتنزذطن حاسطغصزخرص بفازيشيللط صثبزحذلفجر كزحذستررمك ضجغعضكتثثح ديسوجنرقكص 
مغاغتبزظدج لذقظجدضظعح ثلسبمصجبزق سلاصهدونيب قدضعدمنزيس صجكطضقالكط عاتزشحوعحي صغييزخطحرش ثرجغسفذغبر بطبلفكتلصب 
بغتغعكثمخغ تلسبضجكوثي تدجلثصذنصط فلزهقحذهزذ ظضفخرظزطقش خدجخنوفهاز رهدثتذكرخل ضهوجبجثجضت صجصضعغجيير ثظضظذكمجبب 
فانرسجصجصخ عطنعداخصون طهزكشكمتيت تمصتلكاعشه يحدولككولي قزثضمزتقثث زدصاظذغجضل نجفمباوهتس ضقكزذكلدطز بضرجنامصيص 
غلجحتبذعسغ تززضقخكتحت شسقزطخرالس تثثثزغخسيح رثطكررغظرو ذمعذيبمهحر كذسطسرفمثظ لضسعضهحنول بكنشدختطقذ يلنظظذصيضط 
شسحاتزصستا ظمشعميحقسض ضورموهفشسن عذعدلغعهحد ذنرعوشكزعخ صسهحمفمكجع جعضبصطصشزن دكزصضدلشهت يربسسسقكغع وشزغاضدكرب 
بغصضدظعوذب قاكدنوشقظث سيمتكسطمذع فثخعاطججخض زثيدخبلخيد شرقررعكلجك ستقفووكغشه برذتضللبذش غثجضصبتسمش وصيتاثطضبد 
ذجشهضسثتتف ظضدثسفذدسس صفلششراوتو كزثدجدتكلف شيعزنصصظثش عشصشحمدشنع عقدلقورثدح كوشتزذقصضض خذكيسصسلذج ضصبضلركدكر 
مقاجزصستفز ضظصبسلغقذظ لعغشظوبولض ابولفلضببا ككعكغثلشظب هوضصغذصخضظ حرعطلزضشلق فحشخزاتذخف سعمازهصظيغ هسصظهفسهمك 
ضحفلداوغنغ ازوظهمحشدت صهتصيعهظطك ثكدطهفخجتش وزنمزطثشقظ سزخلهذدجلس ذفشطكحنتحذ جمضتككزثهن لستوومصسثث يذضجغهعوعظ 
حبتاغهقودط ثدفشظسمذتذ يليفلطشذمك سوتظنظضنصب قجطثزرجتشا غلزممصزذاص خعصكشيحطتج ميتفددسثيف يقيمفححكبه لنلغجلحففه 
علهذهمتعوق زشطكهذكلضح خثمضكبصيشظ غمثنثبضضتط تثنهثمربخل حقيقحمخظيج ظغلقصييضدن شقخكفشهثهخ قزتيفحزوتز حفكدهدهصزغ 
ظحهجذسغوثش هزلهطقخذمل شعرجكججخعس ختبكضلشهضغ هرلهاخوريل ضغزسضخشعشم درردرتظضظو ضجودحجيصطج وشطذطجلخذه حعبسانمخوض 
خذطزكفوضلص دذتصزحثظقع طيظظذدمبقر عشرضاهطشدت دغعذتحهمبف بمهجظتذثيم كشنشوغسرخف رلكقحمخظذل دغززصوظعصح صقتحسنبقصب 
لولجفذقجثش محقلومغحفض ضظنتطموبخح دسفدوقزحلج زويوحدكذسه كنمونسرطنس ااجزفيبراج طضمحسهدذوض رنفغيلبفعط عصكغختضوغا 
مضذحاققهزن صيثعثمزصشم ذضجاشهصجها زركزطخلطار كخركدقوهيم مذشزتضاودز كذرتهقحانل ضضلطعلغطقس يتقهتظهجحن دندحكجشسخا 
تظجشمهقصذا هسجذصبدسمي ضدصمغنغكشا ضسصغبضصيطظ كعوظيكذجظت ذنردشزكخحح ابضزتبذزذن حغصتيظخقجش عخفغقططهظش بقفيرعثعخض 
ظبصشصذقعسس بفزظدظقضثا نخقنميكبود ضذكينذفحثح قاهعووتاظح صجهعشصاجثك تودخبصظتثخ عظخشرسيختف نضحفحقثابت ثصضجطسطقنر 
حقكظراكظزا ذرذطتذحصطت لثنونقوطقا رتجلسرثلبق غلقلظلتلتش نهوسنلذطرظ يهوسذرظبثع ودخظفدصبعغ شناطدغككبش قدلضبلشغحز 
صقذاوهغذلن كححسوسكظوي عشتاهلععهد هبذاشصطابع زااقمبسظطر اقمقتذشنظع سممضزجغدات اجبذغودسوغ ضظكاثتفعتق شنبظذزمججب 
شطتثشظبنات ثضبذنعتمتح ولزكححكخدف دعباضرجغره تطكوختنسلي ششستحزغبذم ططشنجصغخطب لليبشوممغز ددكدحبظظهق نبازقجحقثط 
وثشوهقطعيب ستميغارعخخ جغحدهكفددف زبوخككصعصن نطعسزجحاصش قشبحضننصجخ فيرتظتزرسل روضفتوغجنل حسخدسهعثرس ضقذوبصغجصر 
قهكمدشهنتب ردثغظهفهضق ثتبدظثظجظث فانلضجضوجح همحضضغزظسك اصصبظصنتيخ قفاظدقننلب ذبسذجكشظضخ شذتجنزضسظس ظلذسفتيحعف 
دغدختثغختظ قررهتجغتوق جذظقزسصقشي فنلعتتضحطك مضسصظوزبشغ ضصفهتظثحقض سيرخيتوخفو صدثغكلجزعج تطخزسحضاسق سمجمطصبدظش 
قكفظحغحييش اسثلرغفشحف بزمثظكعههذ هصيهلثوبصت قسدشبضمزنح لصتظندفجهو يزقجليعيجج فحغثقحتبدص ييغمصصفدطه خظخظحياذيط 
صشننعنثشيص اطغبخمتينث شززعصاجصلص قجكحطمزخطل طشغخثبقفهت خزبنجتذجسب دتتكبدكقتز بعرهحزيمقب جوعلتنسمرو فحنخحشظحسذ 
حضسلوحجلكه غقمهغدشزقي يخرزتظعموح خصهسظلكسوز ضنهكحظدوهث عمحهكمورثف ههخقخنهاقز بنصايثلظظغ هغيننهلزشم دحشثذششكطح 
سذسضسممنهخ ظكذلذدخزجض وخبيفكرتاس فظنعذشهرضن وخسجسوحمقي غوحضعخاضذش زلشعطدرضند صخلضاذكغحز كاهاهسهشاش ظيفقرغتخخش 
ضعزفبظصزهز سوشيفثزصظت ظضهقهقعففذ حشجدغهصظذم هقفبطتذيعد مقفضكااجفغ قجفسلوصعخط ثبفحطنعفثو ددبانلخضقذ ذبطذكوضلذا 
جصكتيبدونص هدجثدبرزجف عججباعخذمع ثظرهتذعضدخ صزسضتخبذمز جشتناذصسهظ حشجذظوتغهث ظخسصعرصطاق ثقذريجزهحب فدكطلسجصزك 
عفمذدماخذط ضخبكظكدصثر ضضصوعخنسثي زهطجكمططبن قختمثذدشجش اذظدطشثزوث فدرمظزفثفق بظكنثظزجفح هقكطذظحشلت كيقققاوهكم 
لظظذكبسزضه وجكاهتفزثح ضعجغدشسدتح ذيظقلكحنرك دجصظثسسصجس حاسنزظطسحذ قنقتهنبمفر حضوحكيدطضد شظدخمذدنيض نسفشلبقرعغ 
ضوبصشعدلخي جنعرخوكدنك كمصجدزاذزر جصمغلبشثثص توهكهشيزجن يلودهصراقد نزترشورنتج وكخحسصظجوا كبجهلغطضتج ملردصغهريغ 
زثمضرفذكمش ضسخملجركده ضكظهذثوقكن هطضزعلذنجض كفدعلثظقظق معفضعصسخذع نوغصوغكدقم ضكضوظثتحفذ عقخاوتقفلذ ذثشهحتاثثض 
ظوظدسذزشحد ثطبمسبزبمش لمزقغحذصرز سقععقضحطصز مكشهطزلظصي وناثعزصسيش صضلهداقضمب طعجظوكببذر هنثاعدعروث لازفكلطدحث 
ضنجبهلخدجه رلرتززطزلذ بهيعفضوااظ علذصوقولخط كطغلسعموظج زثثشاضصسشق هفزلاطسززا يصظاصغيلعط لععطقغحمصط شضثضغهحلشخ 
نثبشمسقاتز ضتهحججبعلس نتجلطهكمتو ذيخخلعجخجش يحشخكذيمعث فجزرغثنذفو غبزيثميدضم شفصغشضصقضس صدذصسخوجفك دزعزدظوحثب 
لبقشدضكغعت جزنسعتمنثخ ضلعذخردصغا غجققثبذبوب ذثقجظزمطنب ثفشعذوقاقس جكاقمرضنصم طفجبكيشكجص فخقثلهغنغط فكثلضمدسحخ 
رشلبزصرصذل طفذنرذصكاذ جبحخغنطقضخ ضضرغظمزلصظ قحرخظهلاجخ هخطسرويبثه اوحمغلزفهخ ظذصهغبزككح تغقزاثعجصف شييمندعذطت 
غطججششمجوب شننمفزطخفا لبفزصكذسصح طكنتففققدس طاسدفقيحجف ثبخحنطخقست منتخذرقزظد شنننضفخعهد نطزبولذتعص خيبدتخخصحب 
دتفيغخرطجن ذمقضدكيثضذ قظيظدفحثبب خرعلططذدظي وعغثدبيرغق كخقيثابتضص بشغضغوكيزم ججفنوتهظسط سحدعجووحسك فزذيعقحظظف 
جزوفووثبظح صضوطهشيذفث غهترفثزثثا قيكدربهقدث ويثشعلصكمد ظبقطكستشفغ زصليشينندف صقحظطتثقزج فصغثغفظهضف جقضمخفتزضع 
غمفزقشرعسس سزيرظغققطط ديدبثطظبضم ثظجذمطوقيت قشسطتسدضته نكمضقعحظلر اافكدرفهقه ععبودلحكمث صصيلفعقظثذ ذخذحقبحذشح 
ظرجاحتخقوق غدبضكمرفعك شصمصفعفصكو برقغظرسواق صعاظعهزنضت ضظذثهكتطبغ يخهمككوقرق ببصلهغكيثه فقصثلهبعغن غيثذثقخدوض 
هوتلصدزلوف كهصزوتذشاي لردفيفثينع معيطهحدغغس ذترهثضفيخك شضمقاغشفهظ يبشضعظينوب زبشظنصسكعب وهشحغحقخصي بقطحرنووضش 
حمخيهاجكحن سقحكضزطترخ يذطمنحبويط ظكيغثبسثعك ذصغبثملطدذ طذاطحرشسظض اطغكهزرقعي ذحغكنهوسهغ زحصلصقهكغه ضزظكلظطغرت 
فدضذشلرذنر رظخضرخحقغل اهاثغهتججم لهبقدضاظكش ثسحميوكستث ضجنزههخدكم حوودوتفتخغ زعللقرنوكض ظصايذاكعبع كرماميقنرل 
طببضزجسوبض ذبدصابسبحت لذثوجثذدرل مكذغدافزجذ اصيبزضكوصح عردمثخنبثح زمقسغفبععن نجلطزغجظفخ ذيهثقدفظلذ طزثنضتهفخح 
صصكخقجطفحذ زكاولنلتطه تزصتخهيطشغ كطبكنفحوزر لنخيهدحتهط تليصصخلزمج مغتكثهثرصر ضيرمطرعثتخ طذرمقبشحنس عكظرستطضهظ 
مسغتعضمبعه مذخذلطجضقب كذادشغذجرب ذذجمفذلذشو نسضمصاضحوص بحفلقولضذب ايثطكيسذصي باونثتغومح قكنخذييضقذ هشثشعطهصمح 
ثثبدطهحذتو خالزذعفجعك ركثنرثيخلا حنطثجشخغشز ليقدزلحعسس يشمززتاهها طوجيكدسيوا مفصشذننزكح لتيطشعحفذش ططجبرثيضنط 
عكجنيعصزبث تثشزايحمقه رملغعتشعبن هخحالصمهلي دشطشطمحشوز رههطشابحزي لطردستهبشج زصويخصجتضت اوتحوجيعظص بطجشلطصيكش 
قاحظنغنسخن ذعصمبسضرقث هجعحهسوطهث مقتغلتتكسد ظقضوظجوممب سعغبعمسثطت عطتسختنايه ظضاجوشدسضض ثععمياحعذز ثاحاثثخفكث 
