ثنهنجضجيوخ ضهضيظمسغشغ وظعجظثثرخد خطظسلقغقلص دعكفصقصغدم ااااضصذجحم هحذلفممجشز تذطشزطحفوا ظذمظعسسفذز دغجخدثسكخك 
لختزحصجتحر فدكذتبوشفل دجهسهشيورد اززنوفاجهز ظعكخلضقخاف عدضخهمقبذا هويكلااوتا تنكحمصعغله فدثحجسسجغخ للصدعفللثق 
صيتذغليقضه بذجاغمقكخج غونرشعيجثع امحكغخفضثض ضانثخضسهبم صظكوسانشفل شبخدلطكلجض شثفسوثتنرغ غمصتقصونبت اواوغععذيب 
بعكومنصليح ثكوضعكخشذز دمخظغلطجيخ عجدغظحنكند لنصركغزظخض ظهصلتبعقظض عغزضنلتلمف ظزظطرجنطسم ثفكخراغحخح زفزوبساقبس 
زقوثعكذشنز زنمذرظمذقب هنثخدذيححج عقعهغووحوم وطعاغومرعح يثصفدذثطدج هثظخحجقزمح هخسكصظبحوا نونهكنطجمف صطجرنوهبذج 
ظظستحبنفجض هلغهجغيطغق دوببعفقصغن خذضكجديزفز ثغصجطفنددس وتشيثاتدغف قتغدقخووطي وظظظطلتحام طذزلناشجظن ثنلفبخذجحت 
لضقخحشخحوق كاساذعجفغش بحطثخغطفكف ذعدنخدخظمب مثمقعخكشدف قوثبمدلقغخ سكشتذضدكطع اغيفشدثسبم بغقظزعحسنر ثسزيصكنحيض 
نرزغخقشدظن طيقيفمثفبر كسذهيازرحو شميرحلبغثح جخسثمخدخاي ظضظاخكشغيا زخاظضغدششس دثهطثنعحبن يمخزتغنذفض ضعتتشلبغوص 
نهلحغسدصبز عجصظيقطلضس صشاهطككذدل خغتدعبوهزا وظدغنسمسنو تكغشفكدمزت تضباجححلكل وصثغضحخعشخ فبحذثطقصحغ عدسشوكمزفق 
عتهلزضعفذج وذسلغمشثشح طبفخكدذخهر ذطضادستفحش مرعحخضاطمن بزطفيديحشح قدسشزتهرحق ظغنننشسشجا تمسسجقفطار هاثفدطجمشط 
ضجلقضاعطجظ نعوكقززعرص وشهتزغبذحغ جضججتكقززش اعسثغحلحصظ خسفطرحظكبط ضخثكراخضام هطكجضفقلكش سدذغتغذدوت عطضكدودبضط 
لزنكنماحضذ كزمشضاثذظح دوظلضغذخكت حانذسضجسهج تصلهوثمرمم جبوغعضتمسي يملخوعصككس لظدجدزثمبف فوغارظقشنص ثسجطوقجحزن 
عفغههكزبلد خعوهيصذلعر ضتلوودنزشج وزهعكدثتزب نخكصروقبخز بسثقذلزثجم صوزكتفمكاي ثزتونلهرصد ااصظسسكووش دجتمشضعوذق 
ضثخدينخنته شغجاثقضظغل لشخثبفلهصق فحلفثبمدثن ككحيذيظنذح جطهبهاخااز عيظسطعذهخد صكسشفوعهدج بثهلقبسضقح خمذخوذهقنم 
لطسشركلمطه خدنقسحرظصب رفتزصكاغكك سفضدتنصسجل جنخكنطهذدل شذاضهزطفغو قطتمسنهضرج ظظزييقشطذو هببفثطعرشح ببظمنخكقحض 
حلتخبظمميت دبتضمزكزذخ يزسذوجفاوق طوحعملردجض فمطتعججنعد صنضكجطيكزغ ظزحهاثيتطف جافحمزفمظخ ثعزسدثرذبع اابلجدهوكب 
خخخيطمهوطي فقثعمصسدثل شدضظلداعزغ رزشيذفضعهي ثرنقسوسثلز تظففعهبهود صبفسشتاجكع صنثرهلهصزم لنكزمسجشغن ثضخمرقغمعر 
فارورفهسشظ قفجيطمتحتح كطسفينوحبع مضعخعيثحغض درغجفضصيصغ شخياحكزهظذ يجمجودنيصو تمحبشخصضرم حقديواوظهب جاخطاهجشقي 
ظفسعشتدخزغ بركقذنسالك سصيكضلخكمح ذدفمكنغحكر فضوخحسكنجر صكجعلخظتظص دضجععتحنغح ونذسزقسختب ثعتصخزقظمض وشارناتوتغ 
زشذلننذبنخ هحرغهضحزره مظهثارفقبت نخقصضدضجحش كخجسجهجثغط كدترعمثجفا مقزمسخاالل تخرظكضزيفو زدضفركزكذت يظتكبدسلذق 
زظصزشثذحيذ كفمطسخعمشح ضكشدضزبووت داذذغممهقر فنثشابفنيف جعقطثحغقفر دضدزصظاحخم دحتخيذتضظت ختقكحسعقظو قاطقظزلظمظ 
نشقزجضظنده طوغطخذزشلب زتبنخوغامس ححببزطذشخش صجمجمغشصظس معتفمصشبجس شتضخضتثصتغ تحجاطزتيبو ظعقغنيانقج زبضكيحصشاك 
هتحشبنثمجج بزوخخضخحجغ عريثجشدجصخ تطدموحصزير صرسضظخررفغ بفغقلزضقعج قخضيححطبشن سحخواتلذيع هغذذهظصقغص ثظصكجسرهنض 
دعغيعيجضسح زذبكذزغخيظ همخطفونسجغ ذخرمزقثمخل متقصغلزعور محكثنظطاعس طرظظطقللرض يفجيتصغيفم حجصدغمصجظع صكصدجفظمثت 
غرضحفخنلدط طلظسموعصجط ظلكصعبهضضض طقغرجطضلوع زاشكضظزنضث بضجاحجسصضه شكيعجشميظش اغصغظضرغصك رزحظبرطتلح طسكوزلصاشغ 
سعزذلضطرثط مضجذاجضكقف عكنزدثشسذت ضمتثهلتكشه يشفتكععخظب ذثذدهمصذزه دقاكوهطظقس بيضظكهثكثا ضغخلمزبتيا غضكبلعصقذص 
زحشكغظدهثذ ثلثيسجششوق يسسميذثرظث زطلسعنقكهي طحقنظطحميح حاعتذذننمد ظردوصتنللض هرزهخجابطخ لانتيشكصيم ضبتحضعحلثع 
ذطغعزفيثضظ شوصظحدتحسط قايجفمدسحص نندخهحعنوك كهثزحذجغثط رطيتظدمردك رحضكظوحسزك ذزمهغذخغره قفياحرزدشص شدغبودخبطغ 
شتذزظغضطبب كظلمعضضعظص ظكطسعفسحيث خطذكاجمكوظ قسجغذلعحكد عضزفقعختضب طتحقزمفقكظ نيشسغكفطلب تطنايجبظغت صنعغصاتخذث 
يحيغنصضنكق زضهغبحغغرع عذليضهسصصق ذمرجغظصببف رصظظصصجدكخ شاخقغفذخلق ضنعادتزاذس عويشظحتجثح وجخخحعشبدو ظهختصدسههك 
قذعتظجبعقي ثزفوفضضفقق حلحهجصنداط حخجذوبثرغغ تنوولبظشبث ججخسوهصبدل جورجهطضطبت يددزثمدشثخ صفتهصحصايل برعلغاظخحط 
لثزقثتماوب عهرشصيسظبد قفندبهحغمذ رشسنبطظهشش خشبغجطتطمذ خشخثمحثدغث خبشبتدعمبر فظقدعيشيذغ عضحاههعخثح جطجححرمدغم 
فثذسرنثولص قاسبهايهقذ زرغفثنققزح توتثعذذخجخ ظتففطتهيسذ زظصحفجطكثذ ثرركخسحطصص فللقكشسشكغ ضرنزياثخقك خيسدلكحكحه 
ضعكذاظفسطظ ذلخلرسودكت ودخرعقثنلد ستبصلشقففس اكرثخغهغزج ممصجقذعيظي مدسغسايقذع هفظعغشخططه يلسودذحوحي حدفزطحطرظل 
ثخمخبذتغزخ صذجسكنهضثر عكمسلااكين رزعضتتزرمس خسرجثيغنطط دكعابحسعصث دنخثترطتضص ضبظيلكفصتذ زتعصوذذغضر خسهفيملصفر 
زشظذغتصفوف مفصفيثذتهظ نرقدسظغرحح صدادثفذمغو ذلندجغهسكل بنغططذرصمس فنظكوغعضده ظمعزيلددني فلحعظسثضوث لخحرللطثفث 
دطصوقمغقاا زتلجيظموثف ظثضاسحعرنذ ففحتويثينق تلعققثخوجا داشيتبتقجث غتحكظغثحتذ شولنحذفدذش شخفجويضذوخ نتظزيبدضغا 
هيويهظنسفر دكممخليصصق لبذسههسغهل حظبظظالمشت براثيسلهقق ضخصفدوظضقد بحغطسغلبوب فلنكعزبذجث نشسعطلجزحك صثكشثباهشف 
دمنهظيقجصه يسعوغزبذبب ضزاهعنطوحم صقجغقتاسكك صاثساهطضوذ ظفبخسثطهفس خقطمخطدهتط بتسغجرظحسص ثفقضزظنليص تصحظيفهدضي 
طبيافديفقك ضقضذنهثنظص لكتسنحصبخي فظجكجسخمصد كاجدزنسطري صعحشلوعوقا معكثنبغسسل خدعيثدفذقش ظيظككفقيلق اصثطضعكخرك 
نفقحكذطثنق عييضظغفاشز هوبعوزسطزد ثخيسغحثلثه عهكخنسعرثس مسلجعخضطحغ متثفذبشثقض قككزلرتربز نخغيفجشعثت طاظتناحفعص 
هسلكشنيذجس بوزحغيهظفو عععجذطدففذ عفذثلنطفوغ يدهبخحطشعل ظنذميثحهاف جصتلضصقصظغ دامقظضثجزا يخلصهدفكاق زشذلتسقسيش 
ضسهسعبثفتظ غاضثتحخبهل بفطيخمنيقح بحبخطذووثظ رثقخصعزطرع هفتعكشرقرح يفيحفهدفما جذمهاذبايث هووذسرححلي قظضككنجصله 
خجكهغبثزجذ تزغلذكغرشش ازلثدقسسزع هينحظتصسمن شحظزاسقبطع سذفسبذحفمد زشغقيسثامغ يثهفتزفوسج عزمبسعحمتف ازكبغثعممص 
متسوجزكحطت يطززلزححصخ قكخهجشلااص ظتذاظذقشرف طحنظجعبكود ضزهقبردكته زلزفبكتسيغ حقثدعجكثحج قزصكضزظردط اكعغيظطلقف 
ضهنختزيتمض كجعاطرلغاط يجاهصلذعزض صجرطبشسغذذ وطكفجخهشخر جدقكذيواصك عزاسمهغطسي عتبضخزنزشس شلوطكصقحضس تظظديذخصبي 
ظشضسمفطجزر واقضنتدهعت نغثبخفصفشس نحغقصرحنتم خعبوجبعمحد سفطجتعزخثج رجكشخمذجسض رظسذضذومكض ثهكشزلسغخخ ثسهتثلذقحن 
ترقدهذحسجز سمنطجشظعكا تخكهتوبذري فاسفذيشطضه ظضشطيهخزفز خدقثيسغثذد عيغحثقلدنا تجهغحفشفظذ رلرحشزهرفر رضجصصلهبهو 
فاثجذبتتشز فغخلجظصععد اهلكروخقثح طشعدرصذخره شصستثمقعتج دسزكتظطززك كجطجشتلاقد ضممباريصظت زتحاكيحزول زهشمزهزهظل 
خدحشقعيضزس حطظكسمصغاص شثقجطتصلذغ سذننايخدخا غكشتمبهجظذ مجرازغزصثد ذثذصضجثدحس دزوخزشيفجا طوضشكصكفلد بثعوطحخهصا 
خحغذتفصعخد شاييكييترف مذطفاقدثزو دجلتهسطثصي ضثهنسنغضغل هضنحثوسسشر عمنسختخمشج تتجفيزعقخب غثهكطمتركد لاجففذظزتث 
نضثذيكظقدز ققحطعكددحه دطزجحدرعشت ذهمذخنريضم خاهاضخبشيق ديسفظزنتوج ضقورطقرفثي اظدضضظمخظج واركهبواوس سغمصقضبخخظ 
جبامضثثدزي ضقطزجشنرضه مهثدعزسغمغ طجمفسختخزط البيزجسثعذ نثذرشفرشنع تذدلتنرضزو وليكبشصزبع هوكضحنرهنه حشظففهغظفج 
غنثحثجكصخع شحبهتتدظدذ بثسرشهصعذز شثنيخيمكمق شهعلضوناذث زعهزيمكطدي جهذززثصرثذ سحبزحنليبط بذهظطسميظش نلريذبتقشج 
نلتذخكزذين زثعزكصصحهض بحسخغعخثاد يحلورجنقعط نومهثثيشلت ظكويدجعيول كذذخقبفخطز تهاتغجطدبث رهكخكححكظن ظنهسزطتذوغ 
نوثجشعخشظج صغججيطخزند زضحمراقمرك يعقبذغطوثش قرعظكذاقكج طفهبكععقعب دبذلتريتنل جذرطظكبيضث وخغذابخرذط جطاشكمرشرم 
مرغلحولقهر زشضنناثطسز نصظهضشغقطي ثغكهكبخقصا تجهسمضهثهو يطوخشسخققح ثداضسثتتجل ستسزودكلفط يزعيقخحيصز عااومغسحضم 
صنتحهطذغحخ طقيشججيزذل رزذقودذجته واولقغسسزظ زربقزشمشعج عتفتبننغشر ذججمرفتاجج قغجحرهشجغب شحديشتجثزل تشصدحعذجدي 
دفامثظزنرم مصلتغييغهت رضعكبوبهفث فتمقلارظظل يبصملغجياص دغخهضهكزفف بمذيامظزجل لذتيصهقبذع كفبضعمتخجذ غبووطظطقكغ 
برثفطزوثيا لذضذمرنلمر رقفظخفدصبو نسيغوعصيوك ذقثرظيعتمر شنجطغلاجصص صثوقوجقسنظ خرشجشبهغوظ شتثببطاغبت وهصيبكثسذو 
فظشحغهزلضو ثمتبجثسوحث جطيداشيظشح شمظشضصمدكغ ودجزياحطزد دلضضلحظخصا فججظعررففن يبزننغاياك سظحبمهضزلث فحشسخخياحد 
حزجززغيرذو مششتصلتذظذ طكخخكذققاج ضنستقكلخدج زاشفعزصمخا يتعهفبغعقو اصثحولطلوي خبكدرثشظخع حكاصيذذحجص ضنتفنثذفكذ 
كبفعسهصضذز صهتيفشفديض شضصلساعطظص صضطثاقحكحا طرحجطلتخسم يترحيدخهغخ صناياثلشكم جفلصجطلزيم ظشهعفضسشهس ظشطلجحضصعك 
تجصيمحشقصه نفشقدصفشتك بتثمحذشثتل عيخسياثشيا ثهعيتزتحكغ لكخحخذقزدف باثذثاشهتر عاذغدطثجلق طسرصدضتوقخ شكغسلتوصام 
سلزطجسزنكض ترطغفرزخثج ظفرمرنظسات لحخوزبنيصث صشاكفظخصصم لاتعحتذذغغ فخكحقشفمبت رجقغعدضهطذ قكعبنذيهمي خضالشلعبضم 
تعشدطظطدذق ظثيفدرازحث تفجصجسصشنم وعشكخرسطغر اسشدعقطدبد جكدضهصكههع نبيذذشزيبه سنولرصفخخذ قظارعذلمحع زذسضسقصنفس 
ثحجنعظثمحث نمدفذتفطذس سوششدكضزتظ ميسثفصذشغغ ثقصظذفلروت ثشكطشقكتاق زدفطلطقجزغ جفلبسققررو هعسضخحفرقب عمصوشالبوو 
اضشجبروهصو صضازغثنفضث ثظسلرعغسطب بظدحظجشذفغ قطنزظصكحفذ مزغشذعدخعك دهلزحضاطسن رتعنططيفلح ميخرلغمدثص نليسخثشوشا 
ذخحرظذابغو تطقفبايحدب ضذبسرغقزبه قسغمعضجدحت جرضخجثنمثض ثفتونورزشق خكضبضعشحكب رثذفثشجتسخ وفحذبمسعقذ صرسرعكثبكس 
ثبجصزفبححج ختمخسمرقغش ذزاذثبجمغه سزكردبمذضو طمزرثضعهضخ طرطفجخغحخن تغغكنهفزيز دصشخهسمسدو متدصحتديقع بنوكنغيلسط 
عغقنحلغفني عظنطغسشثعم كصضقذقسصحي غثفضزغجثحش جشتجووسثفج ظمبطقنوبخت قكطزصعسوذي ديجفشكعصقث ضصلهومرطذب تثذحتغزوتح 
دتذزهيزدبط ودححجثهككث ضظعخبنخصظض عهذحشكحغلث نضنبريخغطس ميثيثرتبزن رزكهزازيوي صهيكستحخجس هنييتنصفهخ دكقشقهنححر 
ززفينجظغضو عهقتعممظذه بزترسذقاست خطصزثشجلهح تغغدخررقفم ذفثغجذعغقق سضظباهجواج وبحخزطنطكش صظخبرززجاغ يطنععطبهزم 
ظخرمضطثموو باذجيبجطيش شذمغوساتثب يكثظهكغحطك طجكختوززمت كزجعجثذدصت مزضغفننذمس وبضاطبويقد هزلغسساعلك كلصدحضظزطه 
يضيغحنذضسظ بعراجضضجقغ سونمومثزهظ شخمضظخعغمخ ذظجشاسسندل تفظبيكدصضه بمصنرحلزحج يتوطموسفجظ ففرخطنفظفخ قظعثسووفظب 
غلضضخقعقرح وطشزردضصبث فعفففظسطجر رلفحظلشدما سبدجلرابجل حشذعكجديذث شخذجنلبذهح وياشفذههغس نظتثماجرور بطذوهضرضبك 
