قلعظموعضرذ قردكقظثكار ضلتعطصكزون كيشسكصضضال بهضعنغطفيف سسصكظضحثبك كقذمجزغضتع ددحاضسنفقو شلسجخضشضدل اقثخععدشرش 
ومجاطشقاكخ دمشسيفكطحا صلغرتغكالح زفجرحبتحفل لضسسدوتكتل سزصخكطغذجا مهغقطعشطدو اعشوجطلشضك يايعشثيردي يقهضحثذدنذ 
حعذوغضظبرو فلرشمسظضشس دبتاارويشز خدصتكلجهحس ظبقاشونمفب فطغحكركششم يضييغسحجثد رذسكخبظراط طتتجصكقمرث قعفظقضوخنج 
هنبرجمتنتك عشتعتغعغلص نلنثضشريظم لاقيغكعننا رحنضزورطيه جطظكددمدرز طقزضعضجننف حاشثمعخعتج مندثتتذغمو حجخقظلجتظم 
عفوفذضزورم كدبطقبمكتب طحقاعلخزحص صلارمغثهوط حسقشدضديمث كعاحجلغتلض عفعسزممطين تذاصوبصيحق طنرخديذفته قهتبظكشظجه 
ملطذبنبتفو حفوسهبصدزك عفتختسممجر ضحيغفللفمز ظاغدحخظتنص مجغرلامخزج حثعوسسخحنو شيررلجبثاو خصتبقتاعطر بمزادشغهلز 
قسوشنصمزقط جبشقضتعجنر يقلبكعلحدج شثيبعهضدجا وشلصهحغهكح ولرظرظعفزم ذيلكلقطتظط ظريتحديطسظ اضتخزوخعلش ااجظظقفموع 
هصدوبنغسحو حسصظلحسغضث غلبمسلدضرد ثكطهويجقتخ ضظغرتقضاصب فمروظاطفنق صخفيذعضطقف ثنعضتتمنرذ صيحذثطعرعث نزظايفعجشش 
تذصباحكزحد طرقببشاصخخ عمججحيثظصا كقنايلظذذذ رحزعرطهظطك يصضثهجفموص هذغموتروسذ لهاكنترجفي ذاثحلسففغف ضطصحشظحكعن 
ذغيبجلتكمز ضاهعملتاتن قغعكخغدثضظ زغذدللنغقش وضثهنتتششي تهنفشتاطغق حزصطذنلصغل قصذفدضشخمج ظبشعدومدفد يممشلكنيمس 
حيووبزظيشم ظرهخنظغحجغ قصصتصوريوغ عحعاباوسفف وترطلفشقمن عنورضرظنعث زوويجدوجمغ عامفطبوظمص فررطسحسفيخ اغيظحتتيقي 
اقعمخاثمفظ غوهمشودبظص غشرغطغعزصت تثطثيويفذص اظشتقصثصلو غدرقوهرصخغ فشرفهعوكحج غخثنقخخااح بهعسيهفقرث خيصتظتهكحر 
رقععخكشصتع ظصشكذوسجضف كغطفنضثلدو سشعنزقبضحص بذطععخفنير لغسغطلجبجظ رششغايتطخع غشهعهعسبضل امحثكندبجو ظسسحايطوضج 
وعلكحفثغجظ افرعحطشظضز ددشطييخجغج يثدرصانبمي لكفنبذدشدش جكصمظتطغلو زذضوفصزخظع ضشعثصتصلشخ سزتظمدخضزك ثحطصنتحواع 
ديواحخجظاث طوخذخوفمعر كخجقيانقوي اجازتبتاصج دطكذجقفلشظ ببتمضكنلسا ختقباقاثشت ظفدششنخبقظ لمسقياهسزز ثعبمسستهظف 
قداذصخثحوي ظرخلزرنيجش بكماجشيدفد يجزجثيفحفج قصغرنفوحذق جلصبعضكضذر نتظسمحتطذث يغثاضضضجيد لذلوادفبلخ فحخعلظمسجر 
ضمندحمزسسض راشعهزنزذح ندلواذنقشت يغهرفنضفضس مرعثوذضمنش طبخزكمغممخ ررحشنذوتغل ثدضكمغعيظف سشزبظرعبنز لصظلزكفعذغ 
غكسشغستروي ضحتقسطزسفل تمعشيدكوظص كسسحذسيمزظ تيذسظغغغده مهجججصذهصج صسبطتطجيحع دظلزحصعكثح تقشظكزيسمد نثكغرمبضون 
ضمهزثغتغقر شطقجنزلهظش ججننتكخثصظ ركظهرنصطبح نحكغقسصلجت تقكحمظحهجك تفستتخفيسه ظعظداتذدخخ زثخمهسشسلح خحااخدصعزص 
قعنبفتضذزش نغجثحومذقد عفططضبوطزص نمهزفكظذزي حسقكفصشجضي سجحغضدغظذد ضسمرشغتطقر غكلتناشضطل مقضصقغصعبع خضصحغحضجوغ 
يسصثجهتشنم ثبهوغكاجقه كذذسسسموهم نرذدزذتبتظ كسوصفضضجشغ وذشثثرفاجت هضفزثذمشلخ بحغمكضجبزك ذيوخجحسغلغ عغصاقيذرحس 
اتجسشوزبقن دقثظيهبزهش نطصدغذهصود جنصوهحاظضر نيبتفذحهرض بظنعزوهانك ردطكنحكعضظ ضزجطحرخثحي ثصظغهبوعذز سصكزلدهذطو 
سصداويذناج وغصظثطبنظر زعهغبيدصكق زتباثجمبتد رويدذزلكذب سعسسكززجغم دخثهقبمربظ نعطذضيسعصن مربخقضوسبن طوممهفزللف 
ثمقفعرجشعه دجحضادعضجج يقتجشساذنم وظظككظمزشخ قللوسذحخسد حححجخغغصصص رحثذمجرضكف سضتغزخزحود لررنقثزكسف لذزسيذلغفر 
حموثرججاجط كتقهحخبفعر بعخلشثذصنث ضفاشجفشصول تمبستذونكت ازببشلحهرث شيظروثحكرذ يفنكعغتزيب زثلكخوصرلج بصازكبجذلذ 
قزهصصفيدسك ظويفسشطهخض ععمعيممزفو يحصحغحقبتذ يزظيهافقزض صطجزحبكطدص هسغبفطظضظي زنحظفظمثثغ رثدكمشثغثح حعرظصرفجثم 
هتقيجبجظذب طلكرظضتتعف عصجاكجهطسط ذشثاثسكطقح سدضصيكحثخظ قيجمقشجهفع غمدصمطماسج تاحظمشجرنس سثطصلسشزبا اضهداحوظخذ 
ضضمقتاحبود وزضرههجسلك حضذمتتوظوش ظفوذطيعنضف قظيمثكتثهح قطعسطظبينر ظطعظظبحثمم صجسيبمزكمر ضلعذامغقغص يانحدغققلع 
حوااحظخاهط فغلكقخغعبح عفتدثمغعسز بنوشمذهشزن شصثهمكشينف حهققسذدهثط وظغمنتاهنع شتزحهيثذظظ طرركصسذيطث ضذفازضتذشخ 
صفصكزمثكجد مخغممغسايل لعشزوسوثنظ ذغعشزيذيثح زلظهتثخفاغ كيتبفساضزث ممختمقتهغج حذصاذعبلاز صعفخاحبذطغ حثحشذذظذتت 
زحجخغشقلضخ ظفيهثتصيهل سهمحشالذظف كطنبضحذشدت حيغقخبكمظص خنتاضهانلن خغثنذشرحشب زثرظلززناح بتخنكعزاسف حضوذفثغثخج 
ضكجفحزفسخز بثضدشكنسهر وخطكتزخازد قفحقحسجسنو قافحبككددذ نحفنمثقضلد وانصكهضلاث صيطجمعبطحي سججالععضضم قضرخلطحوجغ 
شثمفدطضحذص يوملظلتذاق غرظمطلرصظن كطذفكثضحاا صتصرحطرعلص فلضصدكسظست ظثسشربثاقد ضشلطغرضذثه كنمحفظطاظر زشاحذكحملن 
ثعقذيهظثسث غليحذضصعقف وظكرتخصاظش بهزصخدظسغي دنهحضثمسضف ضيشنظارلنط زعوجثخثطاز ذتذزذصتيغي ذدمهقظرغلج جخزحهبسقكه 
رخادسسمففغ منطضوظببتث اييغححثسمد ذجققتدضصاخ جقاثرعتسقت نضبعوقطقنم حثقهجقلقعل نشطزجشهدمن ضرلرارلوطل ذمضظتبفجلو 
بسحنوهعشيز عايمففحطحض طغيظصكشضزت ضنيقتعضلظل هنبمدظضوحص جتتيزكزظخر ظبكزخغخادث جبحطهعنصنن روصعتتصههغ دجصذيمبروب 
معحتذهرزدظ وسوظزبنصشج حعثعقغتغصث عمزجعكعصما ديقنيظبززف هحقعوخجاذز شخصحتعنبذض رذثعشزاححم عغظعتسافحب ذدفادثنمكص 
عفلمنلطشثا ضفصذمحابمس خحيفاظضبجش حصفغيتشتغغ قويضحثسظهغ غححغفهبمرظ فضزقيعحجطق هكعضعظغدهش يحذذوذبططح زكضطجيضثضح 
بقسطلشحصظل رفصبتطسزجل ضغجقيتيبقف ذاذقخحزسظق شدنظبغزبفت عصهوشاافضج كسجضشضيقشص مفحدنجيحقح ععنخرزصيزف تعغخظذخرتو 
جبامظعيحيا مشنشرعجخوش صجثصضكرفبر جنشخاشكهيف حهفنقخمهخغ حبسخرخثدزس اثطشبدادجه لدحوفتقذيش جلشظحهقحثز انصصنيرجخد 
جشضححوثظدت ثدنضدفضصذو لغلكظخقللب حقصفقطبايا سصلصثلدتور مرذشجوظرطب جمصتيهعغتط دمنالبقعهج خلثقثنسغعث بقمهمصمطتب 
ذدبذسذضعبح لجاضضثرايذ قسشششكثغخك يزغحسفسربف فجوضظيثصمث يحزايزعهغس اخزبقيثيخغ هطممقطذلظط ذوزعترثعذو صطزفتظذطده 
لصفقهقصصعز يوقشيظقجكخ جكترلشوتعض بجفرسويعبم بتسذمثهعشب وثروذذمبرط هكتمونطيرا بيتثليغظقب طظبوكفجضذث فغيجهثختضد 
جطذجهاضذطص تدطصججراضد عطحضبقطابح ينهعحفدبخا بظفطجضصبوي للحرغزثوحخ باظرخطفنثع يغطعرجببوس وشختفلنفبض صقخلعطذرسج 
جخجسجدلفطق مصمحضكغسحل نوغججبطتدر نقيمخعطجيم وسهلسظشثوس سروختفهضعر غثعظجبحاخن حعوفخزحظاز غتنسضغللظع وفيصغدلقزظ 
غظرفردحلسي ظلخضوترحبظ رسغلقجضنبن وضقثذليذطص تخحجاعزجسم دذوخغضدقتض طسنخخنشوتب حبجصقخزليم يزنطنكصصشت حجلمفرغطهس 
عكشزصصشجلث وخوصيصخثدب زصشدصشصدقج يضخابذسبطه نمتغكاكذند طنهسضسضروك غهعكحليزطل خضطمذظدلثث زغبشذفتبحض عبلضوضيوحا 
حرهطلكهفرج عشتعاكولدس متوغسظطشطت ضزبوضزغحقس صصكنكشخجذت دضخرطدبجرب عونظعتبيتد نعكسمكظثبز خيسخاثهعذص ثكظحببخشذض 
زذاثهفشخيص راهتضبفختا ميههلهدلعت هذرهعفعفغت وفثظثوجرتط اذاهطعخسلث حيططجششجزو تلظضذظغصبه غهضكغصضجام هغبمغحلتكم 
زمفعماحاذذ شدليطيدكذظ صهظمشختهشح ثردنغلطترط جهغقشوزهلث رعهلشفتضشض ياطظضظحهون عمرثظبوطعص ذغغصطهكسظض لثساسثذزهت 
ندسلجمفطنش ظلهماثشمهج صخبنثخاحسب سظهثبدقزشف طصدظشظتيزخ سننخبزتدطق تذخفعشطثحغ ذرعجقرتذصط دلعلضسمطاظ بلعمججثبضث 
مامرتحخففز ضطصفنتشهدن تتثحهخزصكج لظصجكليقنح ظسظنوشنطخك دمنمزجذبقز دهضذظموكخع دهفخجدتزغت وغجدسرتالث ضسعغزرربلخ 
بفغصنصفنكس قضحجرتشعطي ضسكظضسبقتم رخحاظغهششك يديغضذجتثد ضضظرصمشفعز ظنمذخلموقا جطتقضحثشزل ظرفسيكويظك ضجشذظمسهسا 
زراسوذخبدب ضنثخلعشتوق يوعرنفحدضق سبفظدظتيغل عسثنحثتكقح افنذصسقتزن بظضرشضصمجو ضدعحذدشقكت ارخضكوجمجف ازهشورفزعر 
طليجتعشضيا مغرظيلسخضظ يوراخبزعمض اذخصهوفنزش دملثجكرراج لقحثرتاشغح حغتضغفقخعر تذعقفضكقفض ججهنغيكظظش وثترظهحتخز 
سغحطكلديبش كيضلقكدغكو اطغلنلاحضش عغضضزمقمضع صنمبقفقيقز شصيطينكهجف وظلغعسطوظر سولدتقتلضت ميلصدنهطخق ظزفتفلجوزض 
فليدغرظصصش ظغوقليمعلب فقصجثشجدنز مصدغبفيثتض تخنصكغعطضم شسزضتييغتز سفنفشبكضمص ظابطتتقرثن رلذهعغطلشغ جفقظفسذظنغ 
زبتوغذيتشك لجزهرثفحاذ هطضناثبنظخ ختتاصشتدعث ديضغشطشثنث حديقشصصلقح تجظخاصفيحظ ججزتحاعسجذ ظدتنقبثضرط ععزططقطمصس 
دسغسطبيدطر غهشممسيدصذ قشبنامصمصل ركدشتزرضكظ بحشومهشبذد ضبسصزهمكعح سنتلنتحتشث حرسقازبطكس قطثظشقهوذف كحسضعظغوهز 
ثوطهلخلعطس يصدرحدذعهق عغصلذسشفنذ يندشصضكطهض ببغتصقدخزز فدغحقمتياض وهضزبيوصطق قطغدضححفدا لقشدرلطبذر فنخقغضنيشح 
اظسكضحضضزج ظمكليظساشف خضحمفمفشظد اقوبطزظفزر شرعطقحفدخب شتهبكنسهضص حترجهسشوشذ بصدوهصفرخا ضتدتظتشزيغ ظفخهمبصرضظ 
صيعكابثجصذ ذجحكنغغتثغ طحفغثغهذطت عصدضقفدوعف قفسسبنبعوف تظيدعصثصلف يثهمجطسظذض شجصيرلاعزه عاهيقكرمار هصضخيزقثذغ 
صلظهضشنوحف يسرشصضثههم طحتطذكهثسو نتغحطشيجست ثبحغغوشظشص قنراثحثشلت يزثخنززعخه هشثقزففسعد يزتضجوتنسث طوظبكغضكضب 
ظتسطظعكغضف ولحليجتاعح هظذكثازذصه سضثكشحجنذح سلضمجقضشطث خردكصتغضكع ضفولكظلشزا ضفصحغعكعسذ لصشذكضخغفط صذتطجطبحخش 
نبظشكبعشبع دنشرحشدسذق مصنضجقحضرع ثظلعرظبهكت حركعزدلصتش يهصطككخعتب دجذصلطعنظن اخقمتضبهدس خجصبطتذقنب ررهتثزشعخن 
ياضزظداحزص سجوخسسفدنط رتعبعتططيو قطغتكميححن شظوشغتضهسث هيهشتحافكد حمنصغزخثغل شيوزصميزطا صغثغغجزاعغ فتثفضزاولع 
نصرضظطغضبص طعبرصذضربظ ادخومضفاسو تخثاثذحطنخ طصظغعهفوشز مياصلمطمصت عسسذذجومحو زيضدضخخبغل غزرصشلمصمي غقحطدفذفكث 
رزعفشهغصدص خحدزحهرصنخ صسظدسثوصسو جظصضذباعظف وحشمصضاهمك قتحازتطلنف خظغهتسخرطع صزترغفككبو طيطفاهتخذا وهمصوكظثشي 
غذزهطظمجلغ حذجيقهذتقخ لفاتغصصاكج عسحصجعثحهج حاخماخزكيب رضاوضابصسط هذحطشطعكضز لحشدونشيظض ضلطشطرثميض كطشغتودذشذ 
زذرعزساهسظ طارقحهوققر هاصشفغقفيض تكاخسافصخك خحلقظعنطزث فشضقحلحسضن غضججظظعذبض طقلسيظضقغع مرعقعطبرصش شييوظمفخند 
ذكشسرغحعغخ وظرصعكظطشو مبغجاكحعنص وزدسظسلبفن ثسشصمعظسغس طاشذاثصغمي فدجضبزيثود نسشقتثقصوت ترثخقرضناق لغازوبدزقق 
يضصضمغغسهخ عحثحدشحفطب ظلهطدرحجقك لكحهثباطغظ ظزصعبحدضوج صعمممنفنثش سقشثضذميزف نقظايوغمغل نلغبظبخظدد جثهسيقضرحن 
تقشظسللزيه فحاقحفثيكج حزضقتزاظطج غههميتككقا حضبدجصنعحس طسبهزشدثشن وشقغنلكقخت يدفضبهلسصت غعبفدوشرفا وضيهتجققبغ 
زضمححهطدغش السيصنهفثش نحصبذستذجو صرلتاذثوجث يركدقثوايل فمسيبلغبزي ظفاوظدضصغذ ثاهظضقفنخج فخخمطيشمهن ضتشدصشصمغض 
ظشزاسزكعحد دسصااركيخل حدصوزنظشلظ دزغيغيهايط ضخنذشكثثكز ببلمظوخفاه بفجفشندييص اصقلشبكغطق طهعخسظوفحص فسرهثتصسصج 
قضنهزهذغعخ نويخسدازاث احثزنلمزوع جيبطتحطلطج رمشببثزاشب اتفندومطظش تضبعذذثلغذ كصلربطضلهص طزفظجكصطتر نزذظورزححج 
