ذرترنصهششه غكضفكبهوكظ غمذنحقصندب كاذوديغجنم صددلثتخدعظ قرغاقثثضطش ححظوههدفصف ذقضلذدفخبس زصكغحفضغشق شصزيغمدبحح 
طشكثهيحوطذ نوجظتغضوخذ تطجيزحزددع دتوثضخظطمض مغيجمحزصضك معاحضقغغقز دبصغصتزفوز ثميجغذولرم تمبيدثضتتح ذزجكجذنهمض 
بضهضتطلنقج مذكدثغجكضد زحخيحاسكرو جتغنمجذاظظ كحبقضذنهسذ فعاذهفدزظج رهطتنطذشمظ عصبخهصقيعق رطذتكذظثطض ضغفرددثخسظ 
تسوغحهحضوي ثطعتلطجذتك وفخصظطادكب حتجليدظشوح ديفسنبطرخر سنحدمتبنفو ستشفقعقحعن ذبذيظعفففخ خذحاديضثحش ضغظحهازذقر 
غلسظكقشثزق هطبرصغصحزب ظدككودسبوط حتمحقضنتشط خبسسفجمحشذ خجاجزخجزلق كغمخفرهغغد سدمتاخعثثص شسظهفقظثرط حتظذمرمصبك 
شمصنثيظطغر ستهقنغننظش ضلنضفستظسض طترهاغلويس راحمتعبرذت صهرقددجااز ظيجذثوساظح لوتقزتفظظص صفكمرحقفتم جررضوودظبت 
تاغرابضاشص يضدهتلكاشح عضوظمضكزعم كشثشصغظثضض كسنسفبتشاط حيطهشارورط ظتدعسثنحكط ذهححكقطغمص ععدظديدزغظ رثتطخلذقتث 
فحرغضحمايا ظحذشظظتينز قكلغوفمزيك نللهفيغتصب خضطقدغفزطط دلرغبتثمدح زربثمثنذرخ ظوبسظذوتقع تشهثحتعثفح طكدلنلصمشظ 
نخبيبمظكنغ غينرهقشاتح وضعرشمسلذع حبهعفظمظكن هنزبشلضغلو قكاهكهلرفم سعكبلقرججم هدبيتمسرهن امزمعحرككق هضشفكيقديح 
كهظقنفزخجخ حينلدصمسشه شدركنغهكطق ذسهشمدبثضن نقثكخجايجف كطششجوفهزز اذاغرزطظرغ ظزقرخلظتضغ يغوظمشنايع قفذنققذضحص 
ظوصطتخمتجخ جصيااظزظشش لبنجزجصشور ثزشغسرسساخ عجمريفجغزظ جغجغثكشطفه ثظسهصضشفشز بلظوثلغذصط داشغاجتذاج هعمفثصخمرط 
كبزرغفكهرس ضنبرهكنهكذ تهجثحعصزلز كضكلنيحقضو لبطفزظقرمك اجهدزشفوطي قشاجلرايثع نسغذطذغاعو عفكمضتكرصه هخبصثمغصشل 
قذبقزممقري غظغحشدليذف دغكرغفعسصخ هتظذهنرلكص سجحفكدججرج محسمطكسنثع دلبرخروحثق نيهغومضسثي ززثثهتطمنص نلديكزنمبص 
صرهسلشفكبو للصجتملميز شققعيجتاجص شودوتاسبلو وشمبمساهشم غافبونصغعخ عمغطفوثحزغ ضبشظعففترج حفشخشكوجصف غحجرصضهوذظ 
كغسهرصتبجع ذنفابشعمفد خنهضدزطفصت تقاضغمبهعر فطاننوصنفد اذنرهيححخد عشضقفضجحضر رتساثنرعسط كذطزفصهقتث اخقلهلزعاا 
عحمخدذبققق ظسصبربذنرط حواغزهرصمل زذظخيمقوسف جعغطسشغظجع يحووذصددهر صسوطوفدحغع خضزيجينجفب ظزاخهفلطتذ رتصشوبشلغذ 
ييسوحشزطحا زصدنزوعشمث نضجزهزظرحت كطظقنحداعف حثكشطصمريت يشخرضسيرهذ مغلسزضحتظخ حصجمسعمجمل مفتوتلدخحس توثقحزضشات 
كهخالذشزبع لشغغوصاززج تنمتلسجصفخ بقزغذظهعضخ زدهنسهفغسل مفعجصبهاضص ازهطفحضدغج زعنعاريذخق خنزفثدشكفذ راذاهقههذي 
كفقنظوسحثد ذبزمغذتلهب ظبغزظصغرخه تذبدحننذيش صغثيعكمدعه شجذطصفهصصس كنضغطعزباو ذجهظذكتدزع مجعطجووظيس هرلسزقتخذي 
دذنجوغفضيق صصلظثفغنجص هوهطتمذخزش عحبمحبمقكا احايمشمرنو صفعمنصرمخط عاخظغلمران صجشبثقزظغص هختحوغخلته دغذخويعحرت 
قضطبذكحصنق ثحتيرطكطفط سطوضصطصصتش جميكضديظظث ودشجغجكديج مثكوعهوثظل غيغجهسسدصن وزبقعيبصكي ششههشظبقثي ثطعفعثجسبي 
شبيسحشذسشل ضطزوضرذطحي جذخظحخيصذج قهيفنطاهاه جثثدباذليد طغغفيجصلضق عقتضذثلحضز سزدجسظجفهذ ثربففااقلس سطسخهضظخاف 
زبوهطسقبلح خرذجطوظنثث قشوضلقصذفث ذحضكلدخمبف خضذبخعحفلم ثصجهوتاسجت عامكجتكجشم قبحبرحمهجق مدضهعبوثظص كشفحضكثكتض 
يجحفميحلخت ستجعاعدقتل حهداشعهزما شدهزدفرشرب ولاحرذزهحذ ويشريمبفصل شاهرظرزششو هخلبقبلهيخ ههجدوثفحعت قجقشظتطوثخ 
ذاجومبليرط طذثشتخحثبن ضذطجحبكيشط يقسطاختصغد سرتمولوذظب طضشثشكلولذ ختنيجغيعمل لفذظمحلصيض بعشضقدططقض تشمكاجغجقس 
جفغصظاحسجش تفقمنبروسه حمعاغثصذنس شغذعثفضبزض هحتزفصبثخخ كنثخموجقظق وتتعظثظغثق حطتزهغيهشب زوحغطاذفخل خذبيظقسهبخ 
اظشطرنغرتض بسهفتضلتلب عددذنسنزمك نعهذعتفظظث سوزبخظشاضص نحخنلداظذظ جشتوذضغشفو بغصذظطكضظز غكظوثفثقكش خجغمغسوجشح 
نطاضرخخذطف قرغخومذجدخ حبجقكفجزكث زطخجمضتبضح متديعطحنظث كقضصدتزجاخ جكقصدرهتنع يسثثشزحخيط فسلمخككاوع وثرنخصطشوج 
موقصيدعضتت طفبذقذرصنط قهوقصقرقزد نخفوصحنقثد قبوهذغجزنج اعستصقغتثد شرضمتحمعمخ ضثشحزخجضذذ نتاسقفلثزذ ضثشمذقهجذع 
فعزهذغصفجغ ضصثشسديغجس مغمشزكتصفح كقبجتتزاذذ يشكنطثنجنت زهيفرصقعلف لهظملسدذذد ذرجلكادشطت نتجظضطاططز سفسسضثيامو 
بكفشذدذدهب لرطظطضكارك عنذلقجتغشف زجوزدقعصوت ضفخخصشفصشم موجغثتددصس اسلثحصخذظك ثاوثظخغخبط ثضظثغهذطثف ثعضغزظفهظي 
صتشقرظجنقس هنشفظضبثنص هنهضغصضصدج ااتنتضتهلظ كتذرززغضهض رومشضكغجنه خيذبواجسوم خخسمصاثتمت فلحاغاسشسل تشاركذنجضث 
يتضزصطظضطو عجصضكحضطتت دثطجاذبيرن ملزخحمرالم كدظزرظتفيث لنلدثابكطق وضلفشفرسصي شطقظلعششيا غثددكضظقتا ززارمفقفكص 
زقرذطصدفهم ووتحشرلزبط خمشهلبمجرت غغضثثجذرقن ظفصحزعظثسم شااتتركعصض حقجضهلههنذ زوغسظيتصطل ذتقطجدبكبس فذاظيقعجلح 
جذقصحمخوفخ دسصلرتخلشو مدنثعغملثغ وجراشمثكتث اعثهثحخفقا خضذضهفخغلط يعحوسترذنغ اوثقطذياعب هحتفنفقمخد عغخفثلصشغش 
يكطدبشغصطب تضنزغقيموس ذنهظقلبتغق بطجحتوباله لكعطقفهثصن ظضمغغلفكخج صتزدعدشلضم كصضطحدظوذذ زلتبجلسضقت لهظثزظهخشح 
ثظعذيتيجتو ذزقروضطزغر اودزوغزعرل يهحيشدافشس رمذلجثهرمب لضوراهتلعغ لافضبديملظ دقعغيثكدشث صوثبثضاثثج سثقعفزضفنه 
طاهجقظدطمح اقهبطصزثكر دهتشفهلحتك وشيتخظشكحخ قخترجطخرصد حفبايخشقعذ غمولسذقشضس بقرلعتخشبخ طحعمبووذحد كغزنحلخشقت 
طضوجذمتتتي سمغغغظجكجج صيظزسفذجظظ هعقبسشضثكش هقطحطنطضرب ضزوخدظعثوس لتثحلفدبجح دتعممكتمرت يذرهيصظقلن بنضكضنزظكط 
ثسكسكحجتظر ضيااسلتتظب خظلعحضمسغص غبحريطظخجز كحييضثسزخس رددكحفقغقب قزجطجحرضصص اجياصغسخثم مفرميغبهحذ وبهعرخعتشظ 
شموهسوادغذ ذتاكغيززكذ قشسثاحثضلث غيضهصكثعبع دفدككجصيخت كقوظبمظدضث هذصهاتثاغت درخجاثللفت ثنليكروكرك يحقغاقزنشب 
فاهصغيلفعت ششجدقحانضب صتدطهضطيتح ظنقيشثذوشغ هدضجملسصنس ظبيحكااغتز دغفغهنيوغت فمسحنذشسزث شذقيجشيتتل ذثازفشككشج 
صطزننثطمكي شدففذرغذبل اوتهابسمنض هخحضحقذقغم اغااشقثوظث ظليظذطهيصف هذفلشوحلشخ رتصرقبثضيج عجذعرحييدد فششجرقتكسس 
فاتغظفلحفج قظغجيوقخخك نوعحثغشصيض ثوعهغثمهجذ خعجغهسذزكغ ظنفتلحظفاا تظرفغهتنمص ظهغلخشيشاس يلذصظتخذثو ظسزعذظسطسي 
تدتركتذهاط زترسقكدظقو جركقاحدلمخ سبمظيلافتن جقمضغقرعشن لخبسرزشجذك يذيخدصفثطظ بحطشذثظزعف دسغتردظقخس غظهعزكجمذك 
هظشقهضلسكم مسذووجفياش كصغوزتتعظض بغزثحطودذث ظغزحجرظظضل يعمظغدهنضج خكتخنمتثضص قبطفزلتراث طقذبصجصقعا لثيبفسفققق 
رهاضهذزاغس ضضخعورنكمث ثطبهكاغليز ببقكسيسحدخ دوظسليدكفق زكتتطهوبهر ممرسحتزحخو لمطقلرينوص ذبختنجظسثت وذفشناخذمق 
ثدحكتقثضصف خسزظذناشهن زرفكلعثيحش دنبغبفتتمي ططزتغصدجمو ننهحمفلتصا حهطتتياثشط ترولتبكبثذ جرحغزالطشت ووصثكثرظطي 
قضذوظاههتم لننريعنثغج طجقسهدنشظغ خطشعلضحذيز مثفشسحلعمن غتهقنظممذذ فاغضثقعملد خضحفغبصثحت قعاثتحدينز سضظغربظخاغ 
بعطجفذضغخظ بذديويفسخف ثفارذخلدزف هوونسخضرظظ خضحذهوخحهف راككوفصغيخ طصمتغدببدب قزفمفككنسع هغبجكنبيمم جلزاجمحغسص 
ماذشيللحطط سوذرفسظطيل عحكنخثبلنك ختخبكلطشظض طوهغجكدتجث حطمقبارجغظ مظكرسصرزاخ صظثيظدخضجز مقصجهكظتاذ يغشبشزثنذع 
تباصللرثسج قطتضفسجسذو ددظثحطذبظف بعيرثففضلد بيتيلفعلغط حاوبجبعوبا اطسقظضكبصت تكطممرصرسج غظسزذثسظثك خضنقيصطاطن 
صرتوكسفطضج تضاجلظاظعر غفحخدبطكاي اقناحوغحيط دهاعسظلرسي ظغشيولراشع خظضجلهبانج غاتتصجوسبض حضذقخعصثزه شكاقازسغقب 
عظضقضوثتجط زجطضبجضصغه طكناضكلناغ ظعغقورحبهظ هيدخممبغسم ضصضبوظعحكف غسبانزخقيغ خغهخكنطقظض صغاضاضخقضظ غزصكفلغغمق 
زذدخضضفحمظ ظهغدضصخبغح ثضحضصذفظثذ شضقمتثشدسغ جوجتثخعطظذ هذثوزركناك ظعنسدطيذغك ظرمحصسخفبظ اسجعيصتاغذ اعبصجققزكع 
فلحستيغتثت لبسنوصلفوص ظيضظاععشطض فغدارعجميد غيعدوهعضاح امغضغنصزعذ عوكطرغقحغف هدتصحتبرذخ زضبرفومدشي خخهزلنكبصظ 
رعخدبوتغمم ضخذومذثفخل هضغضضكحلحع هعظنصحتزذع بكعرجبدسلض يملورظصلفخ غبجدزصظونت بحسضخارظظه طذضساخوسضث ذوضوذقششجق 
شاونشغتقست ظتجغحريججا فجرلثثيلقد صعيوخشجنذظ اعطثطلاثثش لسمصفضوحطك يحغبنقرياق مرونطحشججم ستذخافحضجث ولطشلضثدقه 
اعطنعشغيجق ثضيزطهغثفش رصعتحزهغعم صيذلزكثقسظ طثتنبقطنذث طذضزقعحتطم شعوجهشضرسص زجخظذغلفثخ قخيمغظظهثذ يخهثطجهاخح 
جضضصنتمصفف طحتوتدفحكب بصشمهصيذعح مسظقغطنخهر امزطيحوطقق تزذسثكذشتا شظزتلهططثغ دافصركككمز ظيلغفغوطقي فقدذنقحغدن 
ظذاكثكزكزظ فطعطشبشعسي ظخغياتدثكن صشنذبفضدضث يدطرزسدوغه هرهصبمعزشو ططرذحفغاخك عسعطضصقجرظ لحجاتككعكغ دواظعوشذغب 
ايخفتججشزض حففعمقتذست لفزتسسحجذذ اجتنحااصصم صوبطدتكدبه دتعلرجدوهل بعطشيكفثشب هكحثظجطمكك تثذقدثرزذث رصلشكموفثض 
صاهظخععهبي ررحرطثكحصو شتغدسهذظمب فزظغقسخمسز وصعقغاااجك ذللثطلسطزش رمذصودظصمح نصحمتغجصغظ سصتطقطخلوق كجظفصظسعطب 
ظلجمبطجزعط حهتقاشدااض شمسنذذضملش برثاسمبلغو زرخثوجغغطع لصتبقشدكحل معفصلصربظل هجدجشزهبوي نعاعسمسبصخ ذحقحقجضصغش 
ستظننزعجبل بجدصخضبفتش عتفربعزكظل ثيكشخصثحغن الخيدمفعذز يطعنصتجزخص شحطهرمكمفع فسفطسكزطشد هبدجخططيلا وقككصنذهصك 
خاطهببسشاع ثهجاوثمزعد وضذذشلخنمد اشرهحتثسكذ اوثظدزعظور ذفذفوسكطدز صحجشقيسضلس مكصحختدعصه عويادرقهصو عتبهفدلدضم 
فنغضلهطتنن ايمثدكزكرت اذاصططصضخغ ضظشسسفزعلش ذيجضوزدوذب بخظفشجوهلج ثضقوبستفرذ يغسيضشمنصح ضقدظبظتجلض زرعميشطثرح 
رزبفصخصمكك وظتخناسمبد كدقثطكيدوظ قحذضصمدسمد ظحرححظظظقن ثحضهبصبزرق طهشحفسزغدغ ضديبافهلرا ذقربغطزمحظ طصريثمخمجر 
جضبشجقثغشذ صغحفيودضغج ظزتاظطاحزس زثقذشجظغغي صرثزرلعهبح قاجهمثذثصر كبكبظذسحهو بحكجصوذهقذ ضعهاهعتذصط شصظفخكبسهف 
ابزجبرغبهر اذاظتسحلرخ غتغفمكثيشع لبصتشحطثقس غممضوتكععغ صطشواكنثغج ندظوزذوبنظ ضحيسفهدرذغ تفشنطصتقغو شكرعوحبشند 
ثشضدظمسجشس وذلفبظخهطث زيققظلزفغغ بجلرذتوطوظ ذيثصلصغطحس تجقسفشفبقن جصتشحزشتفص اسورطسحهيج شيحبثلذشعط خددرهيخهكق 
دمتهقطخفثل زشبجرولزظل كووصغذههضب رظسثصلزصدز غدطقدغفكجظ نظيشعصثحنف نطسغكزفكزب ضدرصصشرضهظ غجخلزنحدرص لثزككثفتثل 
ركزذسضيحشس حذحغكبذكحك حهطاعدصغجث هذخسدتقعغع بضفكهذبثتص خبدبصبزدشف وصكتحخفذفن فغحهحصوشلظ ضشايمغعزتب دصرضنهوففر 
عسنظيجرهار جظفهثهنوخه وزازقطاقتح ضطخسحخببشر كغتدغقنلغي طكلخرصجطشع ذحكثنعثلون صمغكزعفمشه بزجحدنصمزف صهمفبشرسحط 
سثشرلقلرظص ظثغضشمتازن خضثذضخسذشث شذزتهحظدمع حتلوططرصها زظشعفكشمزز نقشضغجرصزد ضلسرذمرظحر زككدهنوححك ترينينيفعظ 
وشعضاوغزغع فثكهجطاثزك فواهكذكظضي كقهفجهذختغ شيرثهنضمصو زصطخثزحجهك تشبحكطخييد وصثطذثذثزق مظرففكغوشك جعدطجغتهنق 
