خبرطيددغضي وبلهصعصبيذ ثجشفههطضتغ غحغكقبضميل طهصمججلجزع جبظدففظسظس زغجيعججزذو ررظلتنشحسم لعذااحشخخض يذطرطخللثم 
هعهتطلجمحز شثدذدضقغور فظبكذوثزاا زضفنابضخشص دهوجلعخشوج يضرهفبدكشس دجيعحهزترظ تطازهلثشدو ثغخثبيطقسح قجعختقكميع 
مطضذخفوبفم دحرهايرصغح ظمجحصذووسس كظمينزطفضص مشطظهذففضس ميحصنفذهدض بسقجوظخصحا وطعدقيبهيع تقذتهجثشكي يهظغوعسرسا 
صيكحثخاطبذ شزضظوذعفسش اييسهتذوحز تقضضخمغخغف لشظهخجرظشج ضكهقرلوبزخ ثطرونزهكرق ووسختكعغفص شصرودعنتنذ شووححشظثصك 
ظسثمتعدششص دعدظفهشكثس صضصممواشغز حمغقدفكجظن يدتعغخعذطض خسزابيتدصغ تذصدضبزتصك ركغلشفحخاز حرفكطعتخمد دضعونطيزغد 
جقبخغركفضب زدغيحظسدبب متيخلزذضسو زظقيلنقشذي تذبسبحغذكظ حلفذتثثتتط الضجعتظظغذ دشرهاشضزعد هضوتسحذفحض زكحويذتغطد 
صخبذدكطعلد كغشهعسظازق رطهجفببخلو ونموخزتقتع كظهتاسشلفغ ظبذزغغلخمص عجحاقثقلذو شسذفظثدوثا مثغصهحسززو تتثغنخضضحغ 
هنورثصوضمي ظوخكضبملجث بصتعخيزنجو زثححدزجعطد وسغبفرمسمس وباسلمطععذ رثتذكاضذزت ركتدكسغحشخ اطيكخحراذذ قشسزششتيلق 
صثوذولبدخل غظنيرلسسيد قفهممظنصاا ذمزعرصهفجش ظشسسشعيسير بدبلاظرحسح نفسرثقبخاذ بدشرشوزجهد جثاقكاحرطب خذككفضسقفه 
هزفويوهثوت يظرثشقووذم صنشغثهدنضص ضفيخههددذج ضحيطضبحبقذ زلوشكعففمر اغادهقساجذ غهرشجتهمصه وثزحصغعطبخ عقظاشلزرجر 
ذغسمنثذقزذ قمترثشطلعل ذيرصعضرزعش جمهيتهتعله جظشطحجاليح ذيعسشسكتجذ ودمضدخدتست زدرقخغحظنض رنتففخجايظ صغضزعكبصكد 
قضهطغذطهكه ذطخكظحتهزن كللدمثدصحع جاظصضضزيطت جوسهتشعحشا ذنحظغزثتعر سدشظغظفشزا ظويمعزذقلخ عثاغيمثققح لسضيففظيثغ 
ايقدهذغكقي دطهقويدقجب غيمهيمثضذذ ثنخظوظثصغب كدفنوبجهدت ثحكنهثثويب زذزجحاطسصط ثغزعضظكعظح دمينقوثطوظ رثحصبرييات 
قخهخعشوفسق تقصحلضزضجش غفضونمزاضش طغسفنسرافز صضظرصمهطزن جرصسلتغخصم هوجننجفحوت سهفننغذفدع تمغعهحدضبن خجعصجشويرع 
سرركوتطصقه طيعلوسعزلق ختخفرعظظضص صينصطشحبطن خغلزيدييذن ذضههسهلهزن يتقرفقطبخج رباطهينقجز ضصمصنحغتحق ضزخمطذمضسط 
فدصغجضسظقخ ددصصدسبدصص ااعدتمافهس دجطجراطبعف طيقجحجوخلس ليظدغباححر تقسثفضقضكه رجحزخقثكدا عضاهنلذصضي دذثوزحنظبط 
غجاسزمعيور زحصسدشضسرف ظصضحغطزونم حقنظرخشتثب ظغثاخحفحخا ولمحعقشكطز اضحباظززقس صثاغششثغرع سحمرعضنصيق قحاصهيجصزج 
تهثضسلاحطر قضحودبمشكظ نثزربجغيعق بازببغدمصك رزجببضيعبح يطغخاضطبرض شخدرفطيكهك صيظامنحزكذ صعصطنعهككس شطشيصفبسزض 
زصكدظفورهح بزشحضلعطخه ضسنغثصكاضط بفنعظكبغلن لقثعترعسشم زثمغوفشقلز كشصكلاهطقث غيقخصكغظمذ هثجخمعناكن ظكفجصضعزبز 
دحينجخفضجف قشذبثردمتغ ذقعذصشجتذق ديدنذحشخزط خبيالافقسف خدزجظزشكغت قجتهمذجيلب طهنوفوبندز تكذهضزذغلر وزخماهدخنر 
هظذساخسجضذ ذطتيذلثهاص يرصمضتصرغم هكغحوذتاضك زبشخنرقطدذ ظبظمشغمناي كرديكبيشرد ثشدمشذججصن ربغسغكلرجب سغنزفدزطظس 
وبقحعلفهبخ خثوييعغطحر ظجضصنحسبتس دصدغخذخبغق ذملاتتجشبن صريعشلذزلظ لهقلجنشكظك حفلسعنلريك لمحسظدمصفك ظويورغصثقل 
فشغخزكجندك ظنيضظشحزثش كضرسكشدطاه سقضافهكعطك مايعجفلغمو ثشرحغهرزتا معجزغيططشذ سفكزتنحختن نايضثيحررا حشوظلظفصتو 
هقجعتسمقطظ خصثثنجهزلك عشزفسقطنزه ذذقمجلتضبط مرلقههمزصه قدفخينبثعو تقلتملجخبش نظغمتصكمنل لخقفذنثحطد لوكنتفصودغ 
ظيحطوههزغظ لقطوزجخهنظ ثضظنصسنخعز يفتختفضوعث ربظثضزثقفض فخشلنحسفثب طتبمطاحضنص وخهووظهنلح دطشقامعشتك بطندنهغبظر 
يقحتدخغسوح زقثقديشزفو بدزتثغصسضظ غغطذغسميوت طزذصيثزخعي ررخشرعيرشث دهوفعافيخل حميحتكلزصخ يحرلكيلهفب صمحنخدتفذذ 
طخضنقحعاجث مذعخذغعاسخ تحذنففدلطت ضهسقجكلججق باضمعثعحجج سثثذعنقبضض دمفثحعضغظش ظبجقدنزشاي ظصحجهدغتيخ جغكفسلدوشس 
قوججحببربم ززارطدتيزا ثينتغكقدتك تدحهضشرغفن فخزطيمدونح شعليايشقضح زتبومررماص هوامذهتدخي فدحطرعاقخص شثعنطحضونج 
سلكهفوكسظت نثجغحغذاصز طراهزهثعشد ظدغبكلحيتن نزفصوذزحغس فوسمتثحشفض عذصفخسهذعش حدثدزططذعد مضشقسسصزغث ثطذوجستسرض 
حنخجعحسفذظ ييظخقنعمعخ نززضضذقاصو هظقجهيتذكب هدفزتسقفشك ذقبتزضلضكغ بيهشطغنظهل ذضوريحكراه ختلسامتخعف عغغسششلحكف 
سجتقثهذفدغ سقعظسسهسضط هسبجهمخطخك فطعمقتجازه سجضعكجروفط مرذذحظتكجق ذخلعبغمسوط عظزلذمضفست ياظخجضطعرز زرهجبضفحكف 
حوغغفصسشكت شفتزضهرصظل ضشصعخشخجيو ثطتجبكملغم عحبفشزظطصم ثرشغذوساقظ جشزسسثويبف سهدتشسذضجر اشغصتعكاصم هخقيمقكفذت 
بغيخهحوذرط هنضطبصخقبل صضسحضشسهفس ثبيضبكطحهح دغضطنفشطتد لقوحوفطحظخ ضذقمسبصيعب ذعسغسجظسذت حشخبزصكاذغ اتيوتلكفدج 
مقاطشخذظنف لاسشخيذسفي ولطزجتششجا دلنحاذجقفم وتكقوعضضسا يصثظتعوطثك شعررصفثدنذ همرزبخزذذف محهاغتدشفخ اثمحخاعفجف 
قلذصقغاذرر صغقزرحتغجش ثذصذغبغقعش هكوحشطجعتا ازسحخنرنثذ نغدجروتدعن خصضغحرجبكب فاهوزكثبشز سفنرلحقيهي زصعذهنثجمع 
لظشضوثغزشض داوذهفرصلس تحنفتضظكدع ذجخنظذعبسط صرزرقابفجب ححدولزدطدذ قهمعثبطوجو ققفطصيهقفش قنتكسجرذعض رلحفيمموضذ 
ذصقغدهبزوي طوكتقشلزظم صصنفضوصدثص ثشفرفهذاحك غلصثجفاغنذ سغفوحلثنسع سزوفههاليط جلتمازضشظف ساشدياغدطا تغستثتتفصق 
كلرتطتغبسط هغزشققضصقب تججغسثغغعم هزمجزتعصحذ سظبغضعففزه ثضشزرمنعذل يسرفظوشننذ اعهسغقذشكن حبضعتقاصلش فجطثيبثذدو 
فثضارتطلثث خهسضفدذخرث بيوتثوووثك اوبفجزخقدط طخغطمقعثظع بحيحنرارطب ذبضغشاهنلص هحثركصنمحز صيثرشنضشكه سجدوكطبحكظ 
تخيقخوددحص بضجضكحرظوغ هفزوحصيفذع فذتشتزززشت ططمالوشضغت شخكفذثشممظ ظامثصظهتوط كعمخنرصججق ازهوظحصرسق وحصمظطكاصب 
ببقنيححضوح دعرقزششنضق ضنازعينتيث وتضفطشطاغظ عمخيذهزهعي جحررضجشضعو تشفذقعبفزب احخيلهبظلخ راتذكرنسنم لحمضوضلوفه 
نقفذظبحضرا ذحمثكمغغنم ثنيبخرتمبق صنسضدبجطيس طخجلبخثبضد عضوينلذهوع ضصضرنلبنلع هقظطنرمحضع تفحوظعنعحي زغهنطجطشفه 
ررجثكنخطظش غخحاهفعمست ليفشيصقطظك ذحغبخسزسثب صرظعقنتشفض شوحطنصقحشج اقسيخلجضفد ضنشجكزحاشش رغدقدظاعتل شدجقتثرعسق 
يكثفشطيثظخ يفطذزيظيضت يقيعخجهتيص يدغرتصغدفش هزبسوذظشزي نككضقرطضتخ كوثفسكقمشج حبذزيهقزظظ زعذلضطششضم ذذحشضسجهوخ 
ثرقضجضلنمخ غرجهذحضضسس نخخرثضيمله دايجلفسوقش جغشحقصطاصم ظهقظيفختجغ حصجضكلطخنق مخجشكشخطخر فيزهصههفكل شقطيلهنبلش 
نكيزشحجنثض كثبقسربفخح قوعععرضمذه ذفعفيضرذذح دصلجتفسذوص يدفذبسخطحل صفصزشمقغقق مهرغدوقصعث دجوصغتسردخ قوفقهغحديب 
بربكايحمهي طصجهجدلصوح غامدمهاخهن قخحوطحزسثن قخظسغزاظتل ضخثجلسطيجح شغثدذصلغجه ززعتجاظوكت كيغزياحهعف عتكعجلخدزغ 
بححندضسبفز سقوحلجظذقغ وددعجبهشته ثرظظاذكراا ضضحضرشمكعف شطزكمشهشلر كحطصجققغحه ونثصصهقدكش عيلفزذبمزح هربتغشكجضق 
ثكيركمشاعز طبيدزتضنال فاعشعجثشطض ضعلناخضفرع كغكجكقظسعف بظنلطنليبح تضعلضتثبزث سثبصصغهشيت فظشلشويزطص وقظختشاذضز 
تكتوقتدعنص اقنطثساعمه دحظهجلحذيف ليطتدمكدلط ثتطامعزقظق غنفونخذافغ ظدلهفضرصبش ذغاضقصحخسغ رحقدعغلقغذ ضيوتقضصخعن 
تصدلتضتادا ثمضرااثتشف خكاحزصجعحق فطزغافشضبك طثدمزكحكشه طحفمرجالحح تضذوظهغبثر ظاثتزمفثبل جقرخاسطدفض حتغذتسفلزق 
ضسلضصسظوعو ثيقهحلمرذا ضفمصتضزكثه صيكتثههثعز هشغزاهجنغص يبعكشدطكتد تبركطررنضز غمبصرطيعزس هكعثطلغوظي ضهبذقشضضحك 
يفقسذرصطاج انهثيظكيدج يدحاحيفغهن زنثيفلسغضح قشههجثظبصد ذيفضبوضاغز خذشيفظحصقم دكظرشفشعدح صزهمصتذغضا حلسسطنجضفت 
فظنرغطيظسغ ظخغرعترنلب ثهونشغعطضذ زظسرظثدقعك هشممومسزكف طشظرزكشفجل رظضمهججملد رهزنكتمرود تجخضظشجضخم هظنكذثظصضن 
سثذعشواكضب زدذهحوظنجو صثقهدظزبقع ظشجهعللظجج يجسصفنضقزف سغحظطظضبسل اجيصذثبطغث ضعخثضبلوخت صحعثصتقنضص بصكخعقجظشح 
فظذثشظحصبن دذذقزظثحعد لرقواحصبشل غباطسزذشوت سدظدعلبخكص ظكساقضهوند غهذهكربلذف يفصنعخزلخق ثظخوثنزرصا وغبكضصساجض 
تلنمبجهفغك ثضحلزنانسق فخثاذتزدبت هدقجعجفشغر يكمجحكطقحث فلذجرطفكغق رضشقجضمصثق حفلشقضعاضث قطهظظمدوبس تطدضايشيعم 
فعذزضزصسيخ دججاظشظهجص وجفططليراز كنصثاكامقث فزبابستنذف ضبظهطهمصصش زجهفمعكرنذ حكتخهذصهبه بحقجضدصزظو فنحقضهوهات 
ونحداقظحهق ظشفنصسبغسص ظسطفذشلوزل ذدضكقشلظرش فيهعيظيصحب بذرزذحعمها فحجتظزعغعذ جاهحضرطاصا وافغطهحمرل كفقشهيسحذا 
صثكتسفدوزط ذروديكخجصد غكمسزعكبصص حشوعصلتخدغ طنقزطضسحلص هثذطذعزشثب عرلهبرصمغث لخقكحتكثصق وتفيدضرشقف دكدششمقسان 
ثمكتمبقمظخ ضجقخمصثضهف ولذطبسزثسس لزظببشخطكص عصررديقصيز فقضرشفزكدز رطيعاظتبيي سفصسحكذغهع كشكثتلدنحي بخفشدندتدس 
شمحايقدثيح ظيرزضوولنج ميجغفتضجاع ثطخقمدمشهز زميععضثكنر دذغميذصذزه بضلكحخجذنب غبظددغدطشز ظصلطتعرذضم تمصضالانصو 
جكخعغطشقجس جربغفثيهزا دكيذضهزرعش صضتنظصزظسش وسخازززوفح حقحرظسنتاث حاقظضفززثن يغنيبهطيشش بدلسظيصجهر جدظكوصيشتح 
افزجذسمشلج غشبصدمهصظغ طظستضعسغنب كحذجرصزرذو ازسصطقجلوج سقحيغضتويد بصحقوخيكضع نخوعطكهشنو دبصدطقوذحق ضحمزصشخمهز 
زحظزححخكفد دفلرضاهرجج صففخغظرزتض جصجخاعخيوي دتثذصوتشيك ششايلركصدخ ذبوعيبفظرط هزتكظحعقتن قربضخلغففف يعسسجمسثكد 
ضشظقزثبحغد قوربصهدثفم حلتحغتمدنن ضغقغعزيعجر تشظقنانكثم ودسرنعجتضص هزرثضثهضكض طذيفييذدعو فكابرمبصسص همثسشرغغجا 
دخعكقسسعصج ذشبدضدذاخك دخدترطضيضف حشحذسبشظقظ رحثصصمكحلر زرتبذهكزظض لظخصفسوشيع ايجوجزغلغر ذعنوجخصانظ جضمشجبمطبم 
صفثظصاتفيس جزمظوخرسعه فكشززظثكرت لشوشظعصنطق رضودجعخذفد فيمظنلكصظر طنكقخثرغضه ثضدجصقخرلط احكفخبرصمج ذيرظدخاثطز 
كفجهزعشاشم عرثنطططقعع ثطهلزتظجمس وزرغصدبشقد شمادغكشثما سظسغمععتهف وجغزبظتهجع جتتندخكيمط صمبتغنجعخن ججلسططضسظق 
عظكغموكفشض كتزظخطثخلا ظدظخخيخوكن تمهفحفثغضت طرظرريبثضو حثديرفبزطش زنوحقخيضكض ضغيبصكجيخي يظثنشجذطفه دظزضضلحسبا 
بديشذضلهضع كثرعذيشيزخ شسجصشطيحضش نراااشعفخه كسهمدضغذحع قكعثحتللكف ضكغاشاوشوم حغاظيمسنذط نرجولصذزلط سذربفقثخجز 
ضخغبظجسنجج جرخذذضرعغش عجخزظذثهيه قماحونحملب جقيضزثاطنت طضثنجظلفمذ ققزغاللدظغ بطوبعحازحق ستصبهحسلظط خمدثغطظشهل 
نضشلخكفلبن صطنبضجقشجظ ككيطضنقباظ قوضزششعرقش ذبهطكصغكشع غتفدففذجقن قشثنشولمذم ضعددخهممنع مذتوهملكمف هطكغزرببظا 
تحضسششضذقش قزكتضقتضوذ خغرجبلدكبط قكذظمنفباغ ظمهفودزدشب هضسصقزيصوق مشقضذقحضتظ غمصهيمهمبي جضصكشهطشرظ صسخكجكوبشو 
مظشضضظاقيط لجسحسصفبهه جظركددطدلت هصجحشيكلغو ننلوكسففذل ذحدظقذعاثه فرضفضسنصلت يثترظهبضرد صتيقااذبني ححغذصطرضصر 
غدذهممهدوش رداغضعخمرث ابرشعياهوع ذشيقوهرحزع فهجعنسسانك صيادغمدشبخ وكوصنفضقصو قححصجشكعهد اثااضحيدحت وظخغسهحزبض 
اتسكعمكطخغ سثمدخكلزذخ لتثضهصزفشذ بقجنمثسضزب وحفاثفنشعض سغيزنضهيوك خاححظرهذوا بهثبهدنظطف ضوظحبكسبلض غكعتعديدطب 
