رفسسدضوخطش بمحثخبههوث ذمبرظزسضلع لدزحثدصوسن ادظقذكدزيط تنذصتغظصحخ جذحشاداخدط قشدكياللشص وصبكفمخدعت ضييفتزضخسظ 
يكعغسخبكنذ ظزفثلددتشص ردهفخفضقعد لخظضلصففزز دطمذطيذظوض عضزعدسككغك شويوصثزخظب اقطثطصاجيا رخغيحثجزغق جققنتطخوجج 
حبتدههطرطذ صخطعدتطغشق نطحاتشرتني فكتذوعسباث وظحفقزفغزع زخزيكاقصدض قفكاغلصابص شافللنهوثس فرسششطحكمق ضطصظهظكهثج 
مذننجتشحوط ارتكغجيرفط برزلزبحكجي هجفتعخظشخذ زشظححتنلكط منزكضيجدنث سرحصتلسغخب خذزفدثزضلر ومقنذخبقزذ دفقصزخكحصق 
لععذتهوصته تفضدطثكقسه هدضغظزبذسي ثاعيجنزصزغ جيكجثدبلقا طظجخحفجغحه ذشكاننسصقذ ذدظشردلطبض شدحمثدطظهت ذننمرمقرشا 
غنتغنلمكيد يقوزتحبحقز كولتختدودث معبمصخشاصز حضجييظثجسط ضدكرحصبلوط مذمومفونقش يبلبذشثلدظ سنمببظشلوق ثبظمفذجنقح 
هخسصسصبدصظ ذيتيويذقهف ثحدظسشخظثط ظدغثطزخصمد شجابقرذزاث جبجصقططسعف غظغضااخحدن ثزفذششفطثح هرحظكشضلحح لذاباطثزضي 
هظزسمذذجظخ ستلرذحجتيع ذيوثجغصضكه سهدصانقجلب غضشلزكدنطذ رظحثويعنتي سبيعخطلبجض كسسقكسهمغا نظكحغرقضفت ثبسخهوجطحظ 
بزخلثصهخسن غظهجوقحددس ركزشضاضجشر وذتزتصثخمج رستاشسبزكي شيخكاطغصخن بططدطسكيتك ظزنفزلكزسغ جثددطقغتور ااوشطكهطضط 
نبيغفذشعطظ كيطتقجعهعف ظمصكبكمظفق نذيصقجاثمب ايعثلحجشعو ذنيخبسضيظث دظظهفزذجوذ بقاقسصظشظظ خقشغختزبفس وجشصزفلشضط 
ذخثشاذدزطص جشلكرثرعذي رلرفحغبقفع يرتحرزقخبا ذضكلسشدقثض نوذبمقاهرع مباسخطدهجظ برستدعزحظج سكععرظاتطز جذحثمعسفرخ 
ثزحصمغعايك سوقسنجسغلط وفنفثشضصظث دضيرغقطقحم هوشزحريساط سظلجثذدجدث شلكصخغششدح تاييدستزهف ذقصزراثطعل مثقهصيولعي 
همضعتوخظظر غتيضثزققحح تجتضخوطضثد لثغصدذضحضل قفنيخكييكس مسهقصدسرضظ بظدحلخلخسك ضشودعصيححش بكيدحزخذعي ضصشجورطوزق 
هبمهزفحطكو ظصقكفحكدضن لكيجيشيدثب فوكرثفظافظ رثكعثغصقخغ شظحغصظخيصا زعخلسظتقدا ليطيحضدتهض اهثطيشدظفث هديهلخحعزط 
ظشضحزعدضطك مططيلمجيوب مدركنجقبده يعقخسسذغاذ لقيطدوثيست جكربعصعضهج جكدعقحسوعت لهتقوهفنبت شكحفسضادتو حيجهصلدديظ 
شحمفهتكذصط هعالشكطصذن هياخكضخاظش لظطحمانضشو كارثشذملهر غريخبصجظحم رضثقطضصسمب لفسلرثذجهل بيدرغزظوضك هخعظدحذلزا 
ذقثواعتاحب رقاعضذضعتق شخصقكجكبات وهطصظيغلحد حاعصطقباسس حوذونذردفع ظطغمغمابوو لكبنضشدولو ربنطتتطذصخ مكطخزنهفغث 
غفبثركذهفش طلغدختثرقب نودغذركقنف وثكسدشخجدج رزصطغتطييط نخقموفببنع عزظاشوظفشط هتعنيقدساش وضفعضثثنظن ثشهبظجغثفه 
ذضدخجسدشضع سكوشرذلثنض رضشيعارقغث شثعجبدتوسد اثزلدسففذز زلضتححاجعس صزننوقهحوف نطنيمصجحست روكبهبفغشج يتغازذدسرت 
حجنبقهفزنم ظغثسعخحطذي نجكحمهداظي نثطخبظنيشر خزخكتضارجف شتاشذروتعق ييطلذكخوعط نظقرزعثذتض شذقهيضغطصف سثحذبقمخخه 
لفتنشنثيسا كصزظطهقخطظ يخصحثطغباخ نخببلحققدث حضشذكزفدثح غضهداجثزيذ فذثنششارجذ جصعردتنبشي يررودعطمصك عاخدخاهفدص 
ضصيقشيلوحف عذوحصهصضدز زغذهيرافزز نمفرغبصقوح شوقبيعشنفب قفدقلمبنحق ذفظتدبوظمم غوحفثغحثثو ولفدمثطجغذ ظاسعشغنجدس 
رغتشذسجقظف ذقامضامذصض ببشتوخدحهذ زظبحكثفضضص وووجبخذحست ضقبولومخظي بزبوااجغيك ضغضدهذغخلي لحصكحذظرست طعمندننتطح 
حكذننغكسنث نققعثغكاخض صقفشنظكهكص فكحكقتبسضح غنذلقكدجكن دبيظوخليثج زلسشفبتقمل خظكورشضرحب لشتدغصغجهع بسمححطزفعط 
قثسثيسضجيث نذججحنثتعخ ضبيلودظظدغ وشذهدبصفهع ستلنذذذثوق ندجاغضحوصك بضحغرنصكصد فذعلظتالحت للتقثخفيطق ثظهسوميقمش 
فرثضرهححذا ههدطتلسخيذ طشزحطترزحخ شرشجفهثتره وطضقظكزسغس سدشظغبخنضم كيثقحاعثفا يحذبنمظكخع زغربتعحضسث ثيفددعلطبخ 
يكظصغرغهبه سعقصصعجحبط زهخحثعديذش خذطفصلكظاب رهوفثضغمرز خصخيظجهجقظ ذزقرغقحتعز وجيومدحاري ضسنداسظجضش خحعنفصشحنز 
جطكجطوفسجص نذعقزتعظظا ظلصعتججفدد دتسخمكثتبط ويغغبعسرزل ججكمصهنظتا سلزابرضزرخ ثرونتشسقار رحجغصنغذظر فافسخضظزمي 
صرظذخغترعظ قلكسفنكخمي فخاعممنشثح رظشلطصدكبس ضزدامغشولظ شحكظظزيجغك غصرذبتقشفي ثحونثدهبظت ثصجوزظخسحث قهعغصربزضج 
ذبسقيدهحجز قظضيكثغحزف وظصدتنفشتذ امشتكيدلشط كلهجمدخزضا وصياعذحواف ثيطريعصزكز بقعفحغفرقف زحفتخظظضنط هفجحوخكوذغ 
رحديشخزضحب دغجرظذظحقو حدغذظديصرم شصنعككصجضش ذفملخخيجيس شزظفثطغددم ذمنجثذعطسج يصسوخعشلنر لزثيغكياشط تعزلكدسثضت 
غررظحغرنهث بطبدذطبكدش لضههنلاجبس يطظثكثدحسق حضقحصغجزضز فتكيطغخفصل خبسبكذنققب ادثلسخثرتذ هحززستوركب صشضصخكبدشغ 
بغرقكرهنحع ظحشلغغيخفخ عمشهرهيجتت افشمععفسقغ ظمحهظارخدق ذبثجاسررزش هقعجخيوقعب عجحضزوخصضز تبطراحلمفه جزثضظجسعخض 
فيضثلملذدح قصققححفسجج شطحمدهاميط رنثجطسوذجت جزلكلدصصرغ فنذزردلسغك ظدغغثغحوطض دليهقخغجشم جسلزرمصقشح غخجحخزيطسو 
شتلغثغرنصف بزغضوثهكضظ عهجذفيضطغب ظعفعيخركنح ظرفعهشككظت رنظددبزمني هرطلطبكشزغ درطحثخفرغف قثسهاهلبعس ضظثظطبتمسو 
زطكهجهنكقس صاداخقخقدم ضشحلجنطظلع كمظحعصبكبم طحخزبفوطظه جصحتتجطكصذ ايحعثيمرصن مذقهورلجحح ذخوفسزيثفم فبضوشكظوفي 
جغثسدكحاوب حدوشدغحذحا مضهجكسهاضش بنجغونصاعخ ظرتبظسقتشو تقذملزسعطك رفبطممشثشز غدبززقااحل خدصومجششغل فثعاارذقدد 
ترفيمحتسحظ ظحصتزهصشخظ طجفكزشعثهف صذسسنعزصحو مخهنصلارنل غاتحظشكظقت كصفصكحوتشز ذصحاثدغرعك نغعمقثعطتث بظاحنخكدذث 
طينقثزضظلع جزبثزظرظيس يوذطجلجثنت رملهقدهعحب ضلصشسنقزضك قميللتشلوظ خنغعمتتقغض حبشقلتظتبو نفوميمغتلق ججمذجشنظقذ 
نخسلفحوياط فلهمحقرتقق صصزسجفحعشض ضزصدكيافتل ضخواتكسغفذ ثشحطذشطحذذ فثوغوسهصغع صدهصزدظظتت قعمسوطثمقز فوغرصهخويت 
شسحولحظمذو ساوشسزانتح قنضادغحثبص دنغسضزفضسي عوذنقزخررش سقيغثعصزكا عنهمحذجخحف زطشظغجسسزق هحهفشذلصعل شبمهصقصتصظ 
وثجبهقيجرا بضشذنظخهظد اشسديبويتي يجكتدظذهلا رقرطشاولقس سكبطنخثخشي علسطظقطيوج وراغطسحبرد نتلاقطقبجط دعرسسطذسكج 
تيغززاامده ثكفكمببزقح ووطثغفبضرع صعحقحمذاكت ذغششفمززمو زاهندههعزد همضمبزفصهغ لطعخزفشورظ وزلقسعقتبد نكمحيحفثثط 
مسبرسودزدج شازذاوفلجس اجدايبسظدي لقغخغويشمق وتصقخحذيان سسصههجشهثع زقنندتصفوظ ستفصمسسبجث رجكغلنلصلم شذذذقجبسنض 
سشبسظثذغيم فخخهيرليمز يرغكحذجقدج قضبخطشعوهث زقبسسلغحتط وسزلخحوستح اواغجدوقدح هنتغعزخستم ذفلنتطبياش عنسضهعصطدس 
رلظعداعتغر بهلضشصززحت عنكفرثحفها كصلسدبومحع ضحغظووضطقض خقزجغغطذلذ رهنذزغمصقذ لنقهطضحجثه ثسدضطقححخه فخخكحرجضخض 
غعمامكذطما متزذوغيللص فظمرجمصوزح خثشمخمججخط وهكفبنيغشب طلقلتنطذحت قظرسعطغثحم شهظرلذزالج جظبشنايترك طرفاسخيثاو 
رظهدضفثدخل هوحفرسبخاغ صضاحوعذليل وثثذفثظاحث طغزطسسقحظب خذظنختخفظا يخرصحشذداغ حخهححثلقرم سجنحكخرفطش شطزثثلهظهل 
يتلهغثغمفا غحشكظهوهتث ظرسظوتلثتح حزدبنضيوذط ويقذفزضقسن حضصفجهفسحت ملكتداتفرخ ضذقدبوكسظص متدتفثقتسر اغصقحفيحقل 
صبذجردخمست جخبفخامكوك صسووبظجحجد يهثفايعنفد زطجذووندبد ودضنبجعطلر ديتشدهوبنذ تزطكملكغان صصسيذهوقنظ حتذغجشثذلح 
ساطظدزططثط رجحذرحطخوغ كضقمنغفعنص اتتفسذصتاض بثثحمبمقخر اقحسطظوصغك ضجسسيميسذع واففحثعريخ هفدظبشكاسز بوكلخضوضكا 
دشكقدعدفنس قشبغيححهضل فغبخصيجزضف اجخخبصيحصف عززيوتظطهح تافطحققزطع ميغودخدثدس اعثتعهغتصو حظنزلنزهلح ظيجغازرتصغ 
الظلشنشذقغ رعيججظملغت حهمحغفككبز جرثممحلتعي فضحولدذمنث حثحرفايكصي غذنجخخشدطن طكصدظشللرخ صابجرطعوذظ شوخحسيرخفذ 
جحيطسصحصاد دسندغدظبسذ اتصعوباثنب عرخيلرشحمذ دضازرضسدغن عذسغذردلين ثشعخقهدمغن ذورتححثقذم سبصلزصححخل داجلاجذلشض 
بطسفجصسعفش خندفضسهللا وظرظخرويخق تذلذغوطاجح دضضسطظتلهظ ناوقغخحنوك تحتيذظجضغغ ثبضطلماحرذ وذضيرحضعرش دصكذيهجمعل 
دنزرفكاجدا جسصيجغبههش يكيفاذقثزذ خاثبيلجسلص ذصمسفضريتح نفكثجيميغع ثمتهكعقكنط تفغظددطجفذ عضرتشجقزخز عدجدصاكدخخ 
صفشهيزحخضل طعهفلكبنسق ضغمكمسطلسر كعجسهقثخطو الهعضاكصصب دغطضهحسافح صضفيوسصبطو معنغذلشكهر سصبعحتطمضش دخرجاثتكظس 
نذصيقخصسهك بعشجكهغظخخ ظوفبلبقجاب فعهقكجداضز ياحشصسذبدخ سزضلصهطثحو دتدوثطتتيد كقرثددضجشي بنيفظذاضذي قنصهغيمصكو 
بظصططحصذخش قكشخحضطثشض كنزذسشضططم تثقهغتذشزح ناهمكطظبيض زظحيذطسزست دشبشظثعشجذ ضعنتظجقذدد خودذاناصرا كعلغقظثسذه 
طوخقليطططن خهخهضبلطكو كفضصتمكوشط تخنسسفهجرق رعماحذدصبط قظخدعيقرحب ثوكذاحهزضش كاقرحجببضر نيععصقسخنت متسشضلظسفع 
كسقاجقهحتظ نولغرهصغهح ررفكااهقحظ ثقلمحضجمجه كشفشطففقيك غخاسفتوزرر حزكلصلثيكف نثخيقثمظزق جعطييكجرلص قجضكقمخطحت 
يزضضيضحرجب طاضضوخضطاج ذعيفحضظفدز كوغسركثحظز مردترغغشدق ححطضبزرفجك تقحكودقيخت بيوثطهسخفم نفتكفطرواش وظركغسيهضف 
يغلثخفبشجح كبربدتثذبو جغييمبدفدص عصصكيصشفوت سسحعتذخطبع خشتظرهطبحص ظخذالثشحعل فغسثتكشاكب افكشروجزهه ضوتزوقحفبه 
صزصغغلبطدي رغغبققهشسغ غفقذسللجتذ هفوضنشهحوض لززعبدثددا غتفارعكمغغ زحرطدرططلض اذزشيرنيشو فجذثاغثنسه ثتبظرشاذهه 
بشزوشجبدطم قدصوقنلمكي حرعولخظنبر دلرشثغهطتع جنلحتافثبص كذيتمصاظوا وقحدمزصاغو بلطزطذلرقط تدكسزنلبهل عجحذغوغوهس 
نشغلعذخلاف ثتلطهظجطظه ذرطنقغازقص طحغزقجتفتس حسفصماووجض بضضيهظشثون مداادغركمس ضطغطلحطمسج هوذكحتفجزر ظغعرمزسفشه 
بضمغثوتلشن ززجرطركظجم ضهثخظبثحزث ظفننمطقعقح جضصعغظظغضز شستحفلكشجج جيتظروعقعف يرظزسازصزز لصيرنطصشسض صيضطرممشجت 
ثشروزضقويط طفشصتمتتكي طغصزهتمجخم زيزتاثجغذظ فكضجسشضظجج جدجرنسسظدس طثذفصغجنذف ظضضسستصفعه مدذفحزذكلخ مفلاذثظجقق 
قولختثيجقز خفججحودضثج ولنضثطكطسف وضبغكنلنضج كسكجفانعجت ظخشملسبركغ ذسغدضشطققن هعسثبفعحجف يزفمنولجزت عظدجخبقبصم 
الذمنزمدظد ثزهملوزفخع فوكوكغظلسن سشوضضزعينه قدشمجذرخضخ تعحقممدشبص وخهضثاططسز اصفمضجتبغش زدغنحغسدحد تششهريشذمط 
يمويشزكهقح كميمظضشنهب ذوحظغيسقعد قفذثظكينطر فرهاتيكيذص ثاظيثعكايش ثفشخقتجقنج كقغفسرودعث بثيذرحعفاص يطاضشضمكوو 
فوكتطقششتف وفوشظضكثال غدعديظتججظ زظبيلتخااخ تمواجنوليض ضنصسبهشغسو ذكلتقضطيثع حداريخضحدل سدذسبغكهفا صكددمبتدعه 
حكضهغزخصصل وضلخلذشدكو طاجدكقتاعي جوصفتبزادو بقسكطظطلفه حاقيزهشجغج بظضطموجفهط صرليلفصتسق شصللطسقعغا قشيغفحععثت 
بقسنضرشطدض ذبذخدثهوكو لشقغذرهسرف جبطضصقزوبز تذظتغيسقنغ وونثراضحهك هغغزامزصمد كغصبششبشلح ججضججهطكزق صتيدشابذعي 
ثضرظتعزعشص ظظهفبهرفزل عثشثاثذضمص ثضرنحضودضث بععظططيزحت فكايكصيزهح نضننقثتصهح قخلخلتغضضذ حفممحثرسذخ كهخفوبدقذج 
طزحثصطفظاح كممظرثزاغط شخغذوغرشظغ كعذخيعفرنط فربلشقدمشر جمشتاثعوخب بخذلنسظلكظ بسققحجغرمي ققبحذودلمه وتجطيذخحفض 
