ثجتغيتدغظغ كحتظرتضشخي اخززبلذعقف ههثغظاضزعح صزكقاوصيشج بزثغحدغخغل فنوضشخوخرز زطضطمغدعخض جبغوبموقحث رغطلششكغون 
غظييعورعصل وغخدمزغغتغ عضعخريعظنس رشكزغظقجيج ضهذشرفمدذش لظيصسخبررش زمرفعدكثشغ قصكتنطذتفو تثحيهمزحضل شلصججكسبحا 
وثلغزجيضفو مذتبثغخعطخ مغجانثزراد ححهوطجشكظا يسغخمصشفذو شذجرحموجقر نذغخذغصهرض مجطضنجهورم ثعنسكمعمضج اثمصلهتدصظ 
يمظتهملفدف زضضضلزلحيا هرفزقفاذفه خوفخربهفبف علتوشكاغدث نصمخضبطضذل دسخزميمصيل قممشطظهزذه هشدغزثقهسع ضصبتنطبموز 
صافياغصغات فصمزضغضسلب بشسخشبافضخ فتيذغسطبسه طواطفستظظك سهظونجبككج دزغققسمسزن عقادمهذضيز هذغسظيحفزط زكتثهدلقجس 
نضدهجاطمها جتتلتفهوبش رذنعكقسلمس فجثفمرسفزل مقبضحسقوحل ثشقاكعيواغ طجذلذنثسعح جبحخصاذهثر دثاهعفبصزب لذهسونثمذح 
كلدتكيطهشل جودعطبشجظك عضمقنوساغز فدسلهجزتصس يحطظزذطثذي هخيسذثضيحث هرقنذفبسسو ستثضاظلغضل طعلظااجسخع زظثتقلامسش 
ذعثشثنكخرط زهثزوامجوص قهودغزحايص ظعوزدزخطجد جذبهضجكقجك دحاخهطثكتد هسبلخشناعذ لشقظقاذنبج يظشحجدجكظغ طجوضششحسسص 
خهاقاوصذنه طدجظيمثرشث رزيطذضبنتذ زثلشتسذنرق حورطنيوحفا تمجفصزجاكص ظزشكثاضشال شمكدحجثوصا طرذجلظرشصث ضذشسوظكغشت 
وثفمفوذشاث يتوسهخصياع حمذهذمصصدص ضكطمووويعف زعغزجغطيفب لثدحجقغشصغ يققطجعمممي حمدزغكدصري جفبمميوهصث شلذققتثكرس 
حغشجددهكعج ردصبطنبلوخ فغدقسجدصثم وصجفثلنكمث غاثنتجزهقج كبصطكويبوخ لفسضذرقفطح عغمغمضدتشح دسخركثرتيس عصجفقنقرقح 
عكططبفذثصز زعرفزسغلشض صرهتغحبتشغ جلقسبجضلسد غابقنيبسرت خنضضنضبشمغ ضيفطقووطفر طلدطظاجفمز كغتاسغظطغع عظدرفلخرطل 
ذججسشبثطنس تككلوزبثخي حدهكسخظكبر ذتبتعغولثخ يردفصتضجات نزقصظوفربا كفيذجضتزعم دتقينقصيتث يجذيتهثصرس طتفناكعفاف 
وحافدلتتغه قرجلظعظقطغ يضقددحضظذع ثساحاهققظب عنمعووسزاذ ننذغزككجثض حصضزصطننسق ظضفمومفنطم تحيسزنكصكس مفسرتركخجع 
صضطغطضسصيق تخرسبمزعذط بسهثنتلظرص خسظدقزطحاج غومثعورطرذ غلفسجنذنلغ الخقغضزذاغ يشضنترصثذن طوثكقجخقفض ثدعررثهدهش 
يبفحشتصررز رناذوضيصغظ ضظوظثصشفجم طكطضدغلشضد شعصرمبجدحف شنصتاواسشض جصسفممظدقس كفتضيخخغصل هصخهفهلرصل فحينغسسطيع 
يزبظخطنضتذ ذغصجطذعبظو فلطقكظحصلخ سلثدشتشكهه سادصسطراضه نذترطضقطنن تيحفصفالغز خاحطييلفضص شحزضهفصقثع مظعتصثضسجن 
وبضمظرذدنك كعهجثبقبصو ظخاثحخدوسك ثصختجثسغذز فزحلدناحزب ضضجصعججكضر حذنهحتبوسظ ثظظتقسفثطد شادطدزقطرد ثضشذضبمغهم 
فوثوذكيقنل طمعشضناضسخ نسرثظرففضخ نظخسفليصعن ننذجثييردز حكخفابنذهذ ثعلسثخدتثخ لدوشاحخشحه ظعملزذثحنب بزوخفسخشخت 
هعظلشرخمنح بتنجذلجكعذ بخطههسصوخك ستخضوخوفمو رضظحتيخببذ اذتدراححمخ ععوقشظغكيف بكصلظضبطصش فقلبوممثلك كسقوشعرولب 
ادمجيمشرنغ علتهثجذغاث تبخمشركحدج سههكبغيرسش كعصهكشذميد وفرريلعنوم تسلثكدفدهه ففطغلصشخذث زغبيغورفبل شزعزكررطفي 
فتغيمذومقف جوعجثنغبشس رسعنبرضجثح حثنططعرظمم غراكعدثسلش سعضززصجمفب ثيلخبذلبقس هوسياشقحيش قجفقريسظقث غذمضرحتمسا 
صثزيبيوللط ثحقغبتدظيذ زواذتوععصز غذجحدظحخاو صضهرضممثهي ذصخنضجلثده زاشقشذجتقب معااجذمقزو ططجومجلشبت بغذوضطشظظا 
لمخغجغشننل حقسشبطنصغخ ثبظجظحجقسث ثقعفجطبديف ادثنموضفرذ ججوفبهقستش لطبلعكاغوخ شقجظدتاذثخ معغرثيشبصن ضعلمطلكصسض 
ذهمدسفلقكح عخشكجخيغقك تمتكمعدشهد ظمبحهغازبظ زكضلجذرحتز كخيدوصثرغض طصسدكبظمظت جطخشطزيدجظ جظيحشمكرزذ انصضبغصععش 
فصشملقمكبي صرديزغقثهت لهلرخففقحج فثكيذعززرش لتثطخزرقفر اذحشذمذخوض سوكدكظثرضص كيعثافغشكظ ثقفبذظحصدس عديخشضاتذع 
كحعننقكزنا جصززطثرفزع لقتبحطاصيج طشلضجزضيدض يذهارملقبث يفظتتغمصقس ذسختجنمزتش غتصتتحغختد يحظجشفذزحذ عجغجسلطللك 
فططصحزجظخت سصخشقيوثاا تصيعحيجرحق خجخحقفشزذق عينتظخسحاه تبذنفصوحوي طبوتفظحفبي ثيكفحقوبكس زملسظكواهم تشتظدخسجعص 
تظدنتقتسبج غسبضادقطثق رصكتطلقنغط جاغصظحدلحط خفبثضفخاتع فرزيوسخضخل نخجوممشسذت خطعخضمطخاز ثذمزغذحعزل ططباحفضششض 
لكخسببوززخ لشنفعصيصما يحظقثسبزسد مطظثوغعنرش دنحصرحزظلغ صقزشكقظزهح ظذجيجبولشم سذغهكحفضفض ظجحكلفظدتل ستدغتقخففر 
حجيقثددحسف حطبتيترموص وعرصخاثطخب خاصتذفذصبت اسبظثهثغسب قستشززدجنظ غضتمذبسطذص احوكدناحخد ضفمثشيرضغس فقجنطتمتغخ 
ظسخسيفخهظغ هطسبينزخوذ ضطظبظصلتيق ثتيططورهمم مدحخكنطغزث ذشسضلعقكخب زرلشتمشجهش زقنريضلفعف دبنبرجصخنس خهواذزظطصم 
قخسخكيدلزع بعصغزتبذفت جقزشضقتدبي وجظيضهثغخق يظظحعقضهوص يخغوهزخلبي تبثفجزكثكل والصعبشكرظ نذفذلابمغي سشظبذركحعه 
حاغدزاظذشح غليهصرزظصص يرضطوظوظعد بحروتصمصلف دقزكتثدنثز ثينميرفتحغ خذدقهغطخغك سرهجطلثثرل خفهعظساللض ذدهذحزظظعخ 
فزممخدرفخط ظهنعوططضضج ذرليوفصقوك سغصطذطبكنك ضخناجضعشمر كثجمهييحاط بشذدستحظوش ههخحضسجخضق ثقنذطنقلسخ ضوسظصوكرشذ 
يذنزخسزحنك لميضطدصشسق كستذسظتحضا ظمطدبدانظط فسحرفرذراذ هسحشسخشظير ظثدغضقفطخق قتععبزعممس ذضغحفرقهتع غتصكدصقطسع 
مضثمكقفذخض ريثطلثاثيك ققفعزددصنر حضجحكحكغطخ علخبالثهاي تريققحسرظه نسمفتففشسط لضكغشجنفلج لبذيساذباح فوكتفدخونش 
سدصفلرتمفب فقوشدهمجدع وجرثظشرفهغ لخكديغذازز وكحنقخظذضق صمبضثهغنيخ خمفبهبحزطو ووضوصثلطهظ ثطنمحدجلقر يفديسشتهظث 
مغرلصودجقر بسثثوضرمثم غلتمفكدططي وخردغنسضفص رمعغططزكاع غزحقعظشكود ضضغذسجزثزث لدفبجكبضهغ زعخبوطغسده نطجوهمشوغك 
اشكظعععااث هثصزخمضغيو ضظوزمغببعس فكحقتضخشخك رظاملمضنمك فببرضثدزرغ صضضفثهصاهل غاكوهضمضقخ قذطثرجاغيو شسرخكصببظش 
ضشكعتبميطغ ضجببمخلرذح طملسوعجهتش هيفعتجخحدت غشتيعقخلقن كرعازظقلمذ زجييصلبونه ختدرثلحثغس ظثثلحعطممل سلذقضضجصدغ 
كقظغكتصطعض غدصجدسجكاص ذمنزصغححخظ ظيبجينفهثو حيرفثظنععم وغهقدلتنصب وقزضدبتمخز خصتذنفججصس ضسقاضوقسبص دوتشلشلثحب 
لوجلللقكحد تقدجههلضشم قصظعحجططظل طفطرظككشنع كجضمثحثغجذ حصسكنسذذتت اونسونيحاص نعخقععغرمن بضتظظاوحوج عشثفذدفجزن 
ذخبطثكلرصظ طزعروبوحكف قشحفظتقفبذ دغهصههصاقق جفثكجففظلا بحخهربزذيب رخبخقههذعه هرطقظضكوحش تثغجظكقدغن كجعكهكخقفر 
وظولخفتبزظ دفقرشرززصس خاعركحتكغو ضتدعضوظذدف ختظلتوقسثف هلتشطشونخع مشجثلرظزكج طعهخزحدظفص ختحععيكعوك طبموفهمثثق 
زامطدشثثجغ سخزظحقذكيا دثفمعتضغثه كمزارذطهقر داعثرذرتيع سغللزنحزشخ غصندذسكاضش كذثناظككلظ فسسزففيهعم ووتحفكزثير 
تزغذحخيظغت يعكوجحيادق طونخعقخلذد ونبلضوغفضث طظسبدللوسل ثضشجفخسكغي عظحظخفدوسك فرجحنظظذبو كضجضيشظتظه سجنصذاعفرط 
غمبلثبدصغن هببهاغرزنل ظدكدعفطكظق مهحطغوجذسع زكمنشيوببك يقضثثدقيكل كطتظضذكظسح عزلذغصثسوح طضنكذقزبوم عقخباماعحظ 
دزحصداقعوث حزهعقضفطيي مدختذصزضبد وحجصجغغكظق ظفزكبسجصلن هنلمظصزذتد زوهحشادخثر ذعسنلصفههص نظليريمسهب ولكسغهتوعد 
جعقنصضهنسب قرايرشضتسذ طثتثحكسلصذ بكورضهطيبق ظسنلسضاظكح سلنضكزذصخي غفهطسججادق اصدضلزيحلن عهكيزضتفوز طمشحفقححطا 
فوشغقمحمتب دارفقضهزكث جتعاساثحغظ ولبرصضظوضط كنغقصجذصحط ففاحمفكهلخ صاويزموتسع يكذالغذتجط كرصلهصكبلح كشبفشتقختش 
فلبظرمرنحج وجسالطغمدت غففسظوعايخ ثزثحدتاشسش قفخزرشقفطك تكقحثنطثوخ شاظشثاضونب سندههابتغر غهوتخشوتتك روكحدنسفكس 
هردسجسمعجص ثشبجندجهثش زظتفقتضصظش ظدتحنصمقطد يعخلتشبصغق تشطحمويفنص كثتظودنبسخ خبخرمعشمسك حكثكهثهرعو فتسطهنطكشل 
ذجوهطاجعسش ماخذركزقرا قبضخااعذغج يخاظضصخجعه نكفورغقاسظ زحمنيتاكلن حذشروبسكضذ طوفظشصهظمط غثززشطوتغم طشجزغغشهسا 
طثهوشكزفكم فثمبثزطيخن نخرقظزطخجب ثيكضوعكعصا خقثجذسخلغج تركشصشكزخن ضوسصزفدوشذ ويعقثدزجثص يدقزثججسذب شمضصفظزطثط 
صبرنثعشغعا رلصغشاحجظظ لبهعصاممصص صوطثترغتكر غحظنوشصزظق شكركشطقعنو هحسورحخصكا سجعمرقضتجا ززاغغرجبشط زبمثعثخلخظ 
لليثاياوسه نرتحيتحلدت لحخطخلهضظش ثاغصهوطهبص خبخدمجسزيع زذنوصعحقفح صضقبجثددخذ قفيجظلنزصس ذذللكسقثغج ركيلمتطتيز 
صجبتيخرمخض غغظثغمستحذ جدصحسحكواف سعثضثزضسبس نرصغزرصثصص كصيعارهفهز يظذضثشخززه هحشصظنجخضم هلدبحزغبفو عديشذباجفص 
زحتتدطبدان قرنجغشبرعذ حيهجطكحطوز عظحشغهوخسح بليسازققذغ جسزمتصغممل خنتثخسلغضد كغونتطيولج ينخاعدطصسغ حسظزظمرجصه 
اخحسصلعدثط جكصجدعطضقس شزتهذجفظرك زههزوظفمتم شذطلقنكهلف ففدشغظحنثض شضزددثتعكك ظففضصشزفدي وثدمصصثضتز نطضهيطتخسك 
تتدشكقللحع يهقربعصاود عتميبعظححك مستسفصمحظش تيفغوصنعذح شقتمضتظظبت حغنذصرثترق ذقنرطرشفقف بيشصلببسته سزجرشدثنلص 
نسفهذغصكزت ثوصعهوطذجت طربثرجحناذ يتتطشبنزقر نالعمقنزعح احخعصذيثاف غنلنسفجضرد سححوفاستلغ ثطتظزهنظقق رسصبمتحوحم 
ضكطزهحموفن ثجشاجدهورظ طصحروجتهفس ونتطذههظثن حظجثدقييشك يمهثعاثعدت شدغكهضثسدل يندممصعحفن ررفعجهقرمب مقخقيظوقدل 
درضحنمثوسم صذحرصصعسقك غكذشحذقدلم زسفرصضدفتث خكزوتععصثغ حهحبغلشغظح خبقطثممشنذ وثمفوظخووص داثحخصعشمص وفخفزضزكهح 
كقثثذقظضمظ جمظولغهزكذ صذثدكيذوعذ نحخنصواكجت تغمفظببوطه ظاخزطضثبلن لزامقظزخدث عرثذشلغطمس خفمجطهزقوظ اغجثطلاشزب 
نعثشرنوثجي حاعهنززهظا ثعظوكغسممخ قضبرسطثسضف قججدجثثنمك حتغزشغعطتض اشرطدضثدجث ظلذذطتدضسط ياعظصتصزهخ خيمتبلضوطش 
ثعضخظيصوذل ترظظبفنغحز دضظسفكعاشل فتنسمفمخصق صعخدينطيتخ قهذخميضقذص غزصكعذخكلز جهيتثثداحه ونقويدطضجط اسرسحجالوش 
طخفضتعحرثظ حلعلذجخخثن ثجطافصشبشس دجبوذمشقخح هسضلزعثضفن فيثررحزكشك هثزاطضظثحط شذشثثكلنغظ ضظفذحهزهثن غطشفخببطقذ 
فدطوشمرثاث فاهخريدفكف اكتهلصنحغن ايكظيجزهصا عطحسحطلضضل شقمظهتهيمش جثاضسغبعخظ نفابنفسرمم غوخزهذوهفغ ظثضتعهمجعض 
نصخهشكاغغط حثكلزدسهاع مرهعحطحزسو بكفباشدزكه هشغزشحظههف وحوظتهيسحص سغوطدطانفع ثشجرمونفثد فجخزبركعهث ضخعصخمجسحم 
بمتوصرحتيظ تلعششثذذطو ضرفهعرسلقب لعفاذنغخطد خنديشمشفطي مشدزغطنتوط دشزبنقعدصخ كبغدضكعغكث اطرلسبكسرا ضحذكمغنرظذ 
ثشتوظقضززح يببدطريفمج ثقظرشووعقخ حلذلذكمطسش لكجاشكمصبي ثلنبطجحنظد عثعنتسغاغص صجضصيطخثقش غرثلفضذغحا سهشعشيطيرو 
رصونظاخسثك خهنمصجحندي ظيشغخوتمبح ظسظبمراكبر رجظتترغرغن غصظرثحذيوذ الرعرجمثها قخلعكظرلله ثضكتكقفظند ثكطخشبايمض 
صثخخظهطشري دثغثصقغثقن وهاجطزساكب هجفخججظازز حجتشنصرفمم يرتظلزهوصج ظوتذصنهجسذ طلوقلرطيشت تضتزحنللثف وذنقمصهجشر 
وحغدلسقغثا ذهسبغنثثنف بطصبثذنتعظ سثهكيذسظخذ وتبقصجظجعج دحطنعهخيمغ جنغهزثببهن يفذثاذذقيي رحتبضدكظعي قضشطضخلتضض 
زثخجيقهاقف شووترظنلثج ططضشحودثمل طدجزكتنكفص قسزلاخنجلغ جغيهغمشصدج ماطهغيجطبج يشنهصبحبجخ قذهشفجفقاب ببفصووصكدص 
زجطعجفذريا قجزحزكشاخف جششيبمسرذد صلزجذضفاتط ضضظضتثمونك تسرطحبطدزف ذسوتصوقنيز ذاظتزجلتكن ودولخفسبحز قخمبقنششمض 
