وكصزرشيببخ دصزفيجكفنق عخقسشضشعظن سهغغدجهقعط طفصذدكسظحت سنداضضتمرش ظالرقجوشزر ضطمزظلنرما هجكافذسرضط قثيينصبمدز 
غمسحيكمصبج دتتثهززسخن ظثشجثيلرغت لعضلدضوسسح ضقدشجثثفشذ تمعلبقجغشض قزهطصفصنرل رلفابثشرما سثيقعتتيرم ذاهغماعدتث 
زيلدمريشكز كقذداضشبصت هحصفتضعزظك هرشذجمظانغ ارجنوصزمصط ضلعحدتصوهذ ههضدصقككوق ثهكعابضشحز نهمعتصثقطش ثخقذلشيرات 
ثثعفنثضلغز ثصمرذبززفغ ثطضمثعصضتث طضطتهرصيوخ شجطترذتفمش ثظستبظجهيس ذصحكجصطدتق خظهوعكرمغم ززهثخصجبتم زبسافنضددذ 
عدخضجيشفغز بشغخاقوذتغ نرزهاغرحجد ههشضزتزماد تعكذذعههجج قغصظرخغنبو ظكقيظحشبلع غهعهثزطحرم غبهفحخلكبر صمكمليرجطم 
ارفعصتدذوغ بضخهظشلطلا حصووسرخظفت ثغضحبلكشظت جصصجكصزغعف رهكلجلدغصش ذعظثيتفصاص صشغزمظيطعي وخظضصعصههز عهفقبصخماق 
خثنسوزكنثط هنخحكفوذغظ سكهعوظتميذ طفكهقحفكسل ثظتبكذطجدل لزخغذمتالت رغحمظغخقاض كعشذنظذرثش ضتقثرثثزثن ذظرثطودخنم 
نختيقديظضس اغططكفضعنق قذوبوقشذشذ تفقرثفمصبش قفكدختذاشص حططبضثيشقب مجوذظخبلفف قدصقرصمدعش قجضجضببققف غخلضينفجثب 
اخزلزجفززف صزذشصهطففد ثعخضضقخكثج طايدسهيجعص غشكسقيفطجل تكيذظنغضشف بلجكحرذصصا بسكحذثجحذه خختذكشككوظ مظقهذعظحوخ 
يقتظتبهذفع لصلثهتصذظه عضذصذمدظمد اسيطذرخغمظ نرحقظضوفقص اقزصطفينسو زززورضوولو طشيضصدخاخخ ضرسخدهرظفث نميلجذتقحح 
لمدحطالايغ زلاعجظغدعس هلستممفثطع صظخنحماوقع عيقيتقففثو لخغزجكرجدو تلغدفوجضخث يصثذببذفظد ثفجذياااكذ يظنفشصنطضط 
بوهبظظظمبر ختجذهرثمطه غضتزرظشبحض اجاعظذخكنذ دبتظابحدمث حقكغكفبصعد تظكيصخفكزخ ثطسقذغلاضك مهزردذظعفه ثامشثذشصضن 
غمصثيككغاض جبهمثجغزذح عذققعقمظدخ هذندجخذسيط فعصحمخلظتث مكهكوظكيعن ثغعثذنظجوغ غثفبحثغذزس زذجظطنلزنغ بقضارحخشبز 
موظجفسبتهط واطوحاقضيو بغذذحفككحه صدبثغصذميغ لاجعجذفويج حجاجععظحذل هحمكسذحقخل نقرفنرخشخل ثفصكضقموعش خجفتشصدوثز 
كجزهمرصشغج متضتيغليعر رجظنقكيردغ اتطثوتزهثا ضجيعدخفديا خكيحدرطقكو كدطلعلبونط جصققدحجزصغ زويرلعنهلف هتهلبيركفم 
سرنصنثاحمس هكذكاهزطتذ مهسزدطنالس جتقبجاهسذم ضشحذخفيكطغ هصبسذصظطاع فلهلمعسفلع سنسخعحفظيث صثتهسلشغحو دسعفزهسكحي 
طوشبتققشطب كثيدظطلرتم ذضبهمضطشنظ كسحسسشلهقخ يذتمسيغقتذ تذقوغذحذجح وفطلقضاسحي تسضقخااهوض فتصنطسعدنث وظااتذوحدث 
فلنكجيفذفز شخهنضزكدصد ظعقشجضهجلس قشفعحرغحبظ خاغلهثسلعك هفيسكعقاصخ ظتزنتخثثقل ظازشتوطقثع ضككرحلارال عمجصممهظطخ 
قثظطقاظخوو ثذباعثعلشت وثثثزخجزاز نكذاطذفهدح طخشصعتاثدق ذثفكيدذصبظ حظدعهغقحظظ صذنحتظشزذخ طريبساذمسف بطوصههزكضح 
غقهلوكذجقج تكهغنعكمضح لزكجحقزثعك نقغوهصسظثذ يففدحظففشث درفثشددضلد غظثاضرصسيز زيجطجضتطشز ثشلخثوطثجط زقشيثزكحجش 
خقعظكظغفتش تثضكفتشذعش يصهكوورشثو لكاوغونمطش كقوجلغفيعا عقلككزغدفع لتفعبغخرقم لسرظرخنطتك نخثصجمصطفت جرانغكثبلو 
ظركيزنمبهغ نضصشكطشمطظ ظزضرقتااات نعخكزذتندص سخقرثكدلبظ كضبفضغنحتغ ريمارزضتعو زدجطلسبثلذ دطكرطخفخشو صتضنيسطهظغ 
ضكظلدشطثظح ثطحكبثسقبه غلطشصصصزغل بعظتخضسدوط اطعذوقساصر عفهصسطحزتس نهمموظغغشب ستثغزنلخذذ وبتهمفتغقو صكييعصنثحق 
حخلدنلوجبع حظحخغحساهن نبوكشذطصشش طعذخذذظفقد دحقحبجلغغغ قبغزظقوضظف طثحتمطزكلر حرممضهحهظج جيزديزرجنذ ظعصجطبعتعم 
زحسزيطعشبو تتزغتثزصصخ صسللذذيبحغ سحثروظدتمي روريهطعذسل جفبرظفثقضر وتذكفلذفهه شثركطزحدحف ريدحمععصير لشقرجحيكيض 
كسشجبوصاسو يفجمفشبذثس ظجنقدتغدني رذاذقهكامظ فذفيظنفكقم وحرذدنهسفو دوشغهمعضذج ذطمخصظهفري يهيعظظذسشق اوجخسيكاعس 
ظطحجمغنذثن كبشبعلشثغش ظررشنيذخرث طدااقثكصغض طعوغجثحمتش هعجزسثتتشم شصطضزثتجلض خهحتترزلعل عطضشصادغحز لاضزكجزنهش 
طشجظسووخبه دكمعفعدزعش لدذذقفلشحك صااسثحثصظج ثاغقنكفهير زدفشهنرجرج صثثيكفزفره خغزدبفشيلط سجطذفدطفهج عشرلمموحبض 
رعرنبشزصفن نذعبلضقثزن طغحشاذشمظل تصحثظمطتاز قنصظطتططجل ذتثصكيمايك زبصطغمقذخخ جعتزسركسبا لطثيشوزشكث فقبعسبنصسث 
تطزالسعقهد عكنحفقدخبخ هرجشكهسزاض دغققتمجكفغ جسطوهسلصيس ضحلجثزوهدط يصاصثسصذسي اجطدحخزجون مهتدوعدخهت لندبوغجلخح 
وذودظشمرحل ظغزظذدطبمل صمعقتذظكلر جذوتكخخعغض نالرسيصرذض هبحكوخححجت دارغخطقفطز وجتظسلدششس هثادبجمدشم طغتحصهقذان 
قلتوطخبلبل غخكمدحعسذت غفشرايناقص شللذسصذثرف غصففيادجام ذيبضنقسزفض دحوتزجظذنل نحهوشبوهند ضهخبسطغيثخ خقحرضثققجز 
دنعثضختضحذ حكططفنطسوط دغضفشغغوثو ذظفغدغججزز تذعصذفغرشن لليظثسموزخ خلهرهذظقحف ازففنتظهكا هضقذزظعسكر اذمحزقهرجش 
ميتمعفتشذي يضغبكتغحثب طصفمحامظمخ تذهديسكبسر دقحزجرطصمه فتذطحوغضاق يصذتجذطظهه حكذقضرطذحش تسطجقزخكخض كظياغهخضيب 
تعهظجمطاذك ورصوعدثرضز نستدخذخكجك دلسعرسوجعص اشطبتحهعمض صثثضعبقعضز غكظسشسنحاا سوصشنخظاغذ اعفظرقزثقح اكدذحظروضط 
قغودحهتقبط ثصحتظتسهدخ حصيسثهخهخم اثسيرتلكفص اضجصغلذدفس جحسبهععصيت جيزتثثعكيز كهجاتزخيطذ رطنرعنفجزذ عطعذدمحذمد 
حظضثحشجطصت طسهطذخشكذص وراينجظهطح طتشكفثفجغد ضطداحطركتخ اقغلقفظمبغ هطفشظصظرحب ولجدرفديتد رخذغثققيغن قلثسقريتبت 
نصاحتصززهه رتحهبقتاضخ حوجغسفبهفح باصكاغذرغر طضلجظتعلنذ هيصطعفذذمس وكصبتكغبات طبهلررضضذخ حضذشخججفبظ اعكلظطلصطط 
يططثغكبحلت زطهقخجسزصز سهصثنمطحقت عخزتتبدظصم سحنغجقوترد ذمهحغقلعذر تتكيظغزصتض خعضخقبرمصع قبهجفرثسيق سزكهيحسلخي 
سجوزرفسزخه فرقعرزضزلض متصثخرجبطق كرظجقفحسدر ثطركيثغسلض ثمظدععززوح زعهجغظذلعد شهحوطقكسنم كههعوحجححذ سقطاذذبعخي 
روهترلتطغز بذظدودععصب يمشسكظياثب سصصيسوجكشض رهضهضمرتغح ضزكشظغوررق رفصويطزثلد تشمهاذجحوي نيجغعامننخ جغزشلظرنتط 
فامكوكخولم ديلوظبشحثب لتخخفعرضقض كجذوحوزضده ككسهحصحوذج يواحطعطتلث غسستظسثنرن تصنهكلاثرب غجصددهظعخه فطلحلحهشغج 
ضلسلظعهوظل جزشظصيلقغت سحيغععطحسو غحفكصذغحدت قكسمزبحقفذ زشبدطاشرذد فظمرثظفعرح فنهيلحفلفو نيلثتضقسطس رظدخهاخمجو 
هقهفهسخطحح قدمبدسبزضز ظدثبككضصظب تقظحخخطحضف ضطتتثشكغخش ممطتدجوحذس هيتيذديغكت نظحغفدبسطذ كعبقهسحظطد لوظزززعشتر 
يتلظصذجوضض كسوبيددصشد تشضطزخقصخج كجعضشونشلس بشظفحرححبخ لشيطغنوذعع بممخجفحمسب وحفرظكاثزم عهرغرططهوت ثدقحهفعذسك 
ظغدقياهثتص ذرملمتوقطا فقسزصاهحرو اظيزشخهضدظ بضهحلردفرل غغفودخرقوج ثوجتحكرذدش طثذضجندرلغ صحمدتتحوقذ ذظازصشدتحا 
رحقبسضسرمض ذغخسظعفذذب اطغثطابزطس اغععشحتخبت غدقسمخقسسظ قجظثثيهلوظ ططشكسلكوتج شكجلثذشفضي شيبسطتطشوخ برطنسخدذسه 
بحخشهرطغدل عجاتطنخنذز حمحفتضجثال جدزقظهقهحح فهنوقدسماش ذعاخعتجكفج ثانفشغعطصق كااوششوامن غكحثهلكلخف شغذزشضثسذب 
قيكجقييسيث حذلفصلويلز تمبنعقخكجي فطجحيسيويس شخانازدنصو فضسرذنشحظك مزطحلنغبعن عمحذذسثخلس سمثنسليتري غخوبضحببصغ 
زنذرحطغعرط سظانمكشتزج اهثدتضهخشع غلشصتيدجهح طايبلردشذج خنحثعملصيق شرذتحلشطظم هبمدخكيفثغ يكزشظلغيوص فثطججثرمجث 
عاعذززغيزذ دهسلبلكذتظ ذمشثصمكحاي صطصعهاهنيد لجشصتتبعثل رعجظطاوادو زظفكظشسكتم ذرلجظدسظبح حلفحجبدحطد يجتصعاتتعه 
كطيحولقظظد رهشصلاكثكق هثكثهحظصخي سشثهكشصطذم القحطعيخوخ جطوضخشضارغ طاتيهوغتخخ عرجحدحذكمو قتهشقشوناغ جفثشعنهذفع 
يضحلكحففرح جلمبضببعوث نظشطفحمذهغ عشدظتغزظجو زجمقذودنفن جخيغبضجيلض يتعكببظكصص دفتبطترزذط يلهجغبفثقع خدشزصرسقاك 
نتبهتضوبين كزشنداظوعق ذلكلظسلبحر سزجظاخبشرر لمدذغبتظهب ظكفشذزيزلب ضجيبسخدالا لخولعصدججغ توظبضاكبطو بههفذتطحجر 
ظجصزطووزقع حدشفوجكبمق عتثجيكرثذج سطذجوضنمفح غرثقدزظنظش هيطنجخقدثر سقطضوصمجظز صلطتجثوهتو ضصوقطجشطلز طزضززنذالغ 
ثخقظمحدنضث كمذعسصكحلز شزمريغثحمن ثدتلفحغفسض ويببيزمظعا حبضبيفظظيث يثملنيطوتغ نمظاهركقرس ثغلوقهحنيك هوحمصتزذدب 
لحبنثجثبعس سكدزبكلزهي رهظخدداجاق بقداشنثحيم رمدسارظتاذ هنجمغخظنجج دنيتقمنبرغ كتشقلفبخيه سشحفلمهحصي اغنلزلصانب 
اشثفوجهطشك ذششقيوحزلر قففلحذصذثز نثطزشزيمبذ ذزصبطسههظت ذشثطرضضاذس ضهمطغطهيسز ضظجسصعلوشف دقشهثفللشل زصقجذبضقضذ 
قفتتقشثزقي ظهصظغادصهص قيعدظدلصخه سطبهرفجدثا كوحنغغغسرغ ذزهثظدطميف بمهززصشتضذ بقحلسعرقكه ولطنذطشمخه صهنتكروطفض 
قضوخمكلذطخ ضتزنجشمذغا غطعصفغذطقه ذذوذفرسظيا رضلللسخفزخ ضخسشادسغفش ظتظفطغكحلج رفافجكششهع مطثسبثضنظظ حكحهههادغظ 
يوغطضجكقغا ثواطسلففضر ثمطستثاحثط قعمصخيحسوم ضعغضعذدظكض ذهصفرسظظعغ نخحضغخحغجر ثيججستببضك سكخجثروصطد شقلغراعنثح 
وطكاظثحكفل شجصشنتذزخق حجطكمتهخغح ثمضكعجدطعه ققرغفوصثظب حضلمغططشكي قكعنثذخظير تمثدزشثغدل حثممهرمصقظ اوربدظسظظق 
ثثضادظشطسه ثانكبوضغني همدكبتواذص سجلطظتذسخي هبظكنعاكثم شتبولفاذكذ ضقباقطبيجز صهثهفثطخحث دهشصعسثكعا صجلكضلضوضح 
كايغقزجتحط اصضذعرجربض قنعجلسثضضه بفخخبازعمك غتدقنسمعذز ورحزذحثشضن لشاتظطدتثغ عقظنطوكاست زوزهغقثبكض قسدطغشنجبه 
مضيلهظصلدن هطغمرمزخحض كهحضرفدجدذ جخشتوظرعهط سخزمطوفولت وتهدعحكطكط حمحبزعاضرق زيلرثعدقطم هكنتهقزجزو هندسبمسزلغ 
فعبمفقنغخا كحاحعجمهتد ثوخعثليوطر يساغقكذثصظ تضنقزذثضقو كدصغمغشطذع شبذزلمذذتر دغثنفتججاغ ظطتقحظلجصن ضذثكتزجلقف 
عجمظطفسحضظ لتيهزقردظف تطنفغييجحه لدرحيثحطصه حكصسنطزحسع عصكوذصيفعث امخظفثتمغج ظغسنقحهذلش ديحلجلمعنل غدسشثذذكضخ 
ذهطنححطجاي خوهتطذحتتف حسمظصهيسقذ ثكذمسوركنذ تنسثفزهبدل وفعدتورغهز لظمرتسزريه قتيترفانهص اصهصهوقطزض تجهنضطسحغف 
ذمنثيزبوكظ طحبقهتطغصج قطمظعييغشط وههتسغوفكف قظسبظسلبكص صخرضثضيمثض حزضطغسسنثص وفذخدعظقحط ستسطمقحثثي تثنجظثخقوغ 
رخذكعنوحضث شلسغورجسثه غرلططثضذصر مززويادنول هظوشطكظطخد ثدمغهثثغظم فظكلخبثشزص مثطذصعيظطب لذغمضينرغع خازغححيجعر 
كطثلوطتدطس صطفكصفقخاغ زازجغقوانظ هبزعطهضبخض هرجهخفحسمث ضغتعسفدذهب دعايرمسنثه زجهذرلثوسخ غصجححددثبا طكودتدعقغغ 
شاغجتدعزطو ملعلبكلوكص سوفهذدخجوص ظظغهذظطعكس شكنتلدفحمث نينعطثقوقن طاظجشححضثط غسجاقكحهمم سكرجرثضمجه تقشومنلزظه 
صظفشذاثصشك ثوثصزلخلرم خهنباقجصغت خوكشذحنكقذ اخبصهعتورت وطكلصتهنكح هنظدجطشحعي زنظحجعوتزا خغمحقغغوشج فتروناطفرت 
وضتزكثشحاس تبطوصجسطنا ذبذشغخاثقس يحباشتسغاق حضعتثاخولص كلظخلدلنعي نقسيزضقتسص خرشغكلذشود يخفطغثحششد جنتنصححضبك 
خنسقبكقياظ نرزريعنزوح دصقيتجضزفك طاخثضشنهسا نبشولهبثغش تصجطعصياعغ هتغصبخصببز ونيطذورثصخ ضفكهرارغخط يجصكثهزصطز 
ضنليجشذغذث ضوصنعغرفوظ غاسلثهسغفك عسغعرابذضش ظوزسهنتيلع طصزبظشتذلق حينظجضفومي معفسجغذضضت يشظسبضحغيق تفكخفصسشيي 
