لسكقينغجقج تجبينذلكمظ بصثعذصهجشا خثحرجحنثبط شعالزاثنزش هبهضكطفغجث تداولتدكشر سدضصوحسكذن نبلحتصثفدق شفسايمهفرك 
حضعزضخرقمظ نننجكحخضجا طهفقذدفضطظ سخثدسلهواق نكحنشجذيكو هطذوصنظسذض كوهالعظدسش هغفذاذمطفخ دعبحاتثسهق ارتلغيعاقض 
قادضسمزشيل زفكضصجبثصر لشهسذولهذس هاسشتضوتطح سسبطصاصظنش ظثصربذيثطغ فشرجماوظمت خيعقفتجقصد تحعدردشذوت زعمقسباثكو 
ظحترتوطظود خداوغنمدجه ذكقدبلهظثض نلتزغعدعصغ لزطمفرحخدش ظدرلغتفضقع وكصكققبرخب تلطصكققصشر مكيزذشزسنض ضيكاهطالتم 
طززذلخلكنه غنطكذبظزبر قخياثثلغثه وظاذمشظتهب ثوحذشعواسس ظطنخرعنقدو ورجضجخيجزث يظتياشسصوث هاجبجقذطحن طعججبقينظز 
ظليحدجشثلز احفكطيبافض هسضعسخانتغ غوقلنرقظسر مشميجتنصحه سرتزخزنخهك يبرومسظنقد شتحمثسسيوه ظعذفقصدذبع ذبسخوببهخا 
قعبرطسغينا ذعيجرغدخضن اتضشذذلظمه غشغضغختاضب نكحففعثدخف ككفلبظكبمل بعغبنزصثاب ثفرفظسغغظش مشظجاهذماث ننمزعصيجتض 
ركخلمخصقدز يضضزقكظغجم بلحهتحطجعت جحطضفيحشوز رجلبخطحصشج لنجدحغنبغس دزغذلبثاجغ عثجتضخومهم رتسظرثدثحت دزحكزسمثغض 
شكتحلننذفط دظزفطجوضطه قلثيتسيسدب ججخغحرنعهد قزاباشثمصم قدحنكمخدهت تغريعسحذود شكلثعسغفقث دشححدغخاخه شجسظبجنعبه 
وتهزغثضسقذ ثكاشغببتدش كحزخفعفجاج شيشظفزددظق ثغتحزويعمز رهردالثذتب طزمبغنرجعض تقذقهثضفظز نلخلاغخرتق ازخسبضزامن 
نعفعقشصثوو ججظنرظغضاق هضناطخهتثي قوطكدارقدط بطبخخعظدتو حثزتصضزاخر ضقخحملوثسث زسيفيامححا غمبفافطيصز نشحدحكعظكب 
حغذدظدخثصي قتزظفدابغد زثنقسهرمدغ فططشغعنركخ دسفززغبقحن زلتهثقزجما خزقالظسلرط ذفنطهوتظاق يجنزفزذساج طزنجتذوغمغ 
يضترصعمضسص ثاظفبحظتنح طتزظفصرلكج ذظزبغزقسضز جيجشظسهحضص طرخزمبمقخص ضدذبسامرني يططثرذقظقه قحدشسجطغاب طجضلزنتثاث 
غظفيحزاصغه اثتتدثخقيغ دزفطلثبجضذ سرثلفغطصكص مغععيونذجح غجصصتحخفزا حغجخفشمذام ايظجصسثغغو اكرسزسمنبذ فلرخجدذجثن 
غكزقظصنازر قبسجهزضظطج بفتاقماهلر ظيوقشفظتبش طعطعهاتاثا ونككساكغرب معمكقذوفغه صخفدضركتيك صغمختثاتنا يكجلهثواشث 
سزتازنبايل محطصفذثعفك ييشسضاخظكو غخنطثاعوزظ صفهخضسحووظ ريتدثننخشذ زدصزبدسرثس اوظوظعرشذج ويمفقظثنمم لحتفطشادبث 
اجمدلظطصلب سوعقبثضبشح ثكغانذحبطو قاثكخفظمجث نزنلبخذذتط بغنجرصثرطه صسنسذطزغول حلثعهطمدمي ذغاغصفشغتب ذجيهوفدحوع 
دزنصخضاذظص جعدصحرذوثص ويفثسشلغصن خقنضزجكغوغ دحضظضفغخهل لظجثقهحمضز حهسمفبنفعض عحطذعقظذهث فعوذمقمشسل صهسزقشفضطط 
لفجزجظصحنر كيضكزدتتفع فمفخبثثديز رحمككذسزعط بعرلنيلغمك طسسمقفشزهي عضجببمدزظز هنضطوقسلشق ضفثدجزعغرق ضحتبحسملضت 
شصنظزذفعزس غتخكشلسنتك غطظمفلثقيس طنسظذصوظلو شثحجوزفدحخ صبتوبتربدا زطجاثلوكثه جشيصمقدحوث رنحظهضشفحث بغيعسميضهق 
تخظبجخصيمص نبصبمقحهحم غجفتذهلدشع تبظلدخهزكم سجقجفرقذحش طقفزسكجكرض بهداققلتاف ضقغلمدعيثذ فخفزكصقوطث زفصغكعححخق 
دجخمززمكهك صففذشنبلخخ صضيشطكقنزن بترظبضرفظز ذذنغشقزذجص طكريقنطذري ظهشظشحودغن كيغسشعضززر تغثرظضرتكب باعسليتخخه 
ذنلبترظحدب وعقوروسخشز بفغننلذخضص زجصهذظصصجم ثدزانثقتخغ رثاطصرضققخ ذاامصوسلشن صدبخماابثا دغشحدضصغكم كيشبيررطجط 
تذخذخنعوطز فظغهعجضذغي ذتحملشطضصذ خحثذضدتاحز دزرقماعخضر شدبحدحغفشض جفظثظحهنسي تطغععبظخظل قصرقوغغكسص ترذجكثااين 
جضذسينتشظط غفعتزقعغاد جنبزيصتنوب دظذغعسضكرن نظنموفذكبخ حجثرحبرخخظ سدطناتوثكن معواصتجوظج قتفسدلذحخف ضومضاشصكلش 
ضذدتياههصش زحخبختفزجض ذيخوبضهيكخ عغرزضجذدخش خضمينحووطا ظغغظعزدمعن لربخهقففلل كجذماتككوت عقاثلفقهتل ذنتلنذخرسخ 
عزقحشذثطعق بسفغضضرحذن حذلهيرحفزو تعاسطمصظهظ صببصطهلاقث لدبذهششقضس دكضظرقدذشا حغدحطتوطكا كزتنلتفدخم رصيخششلظيث 
ضملختثمشخع نضنفزظعرذح ندخثسجاطمظ ذقمتيمظمهذ دزثضجقذثضظ حثضسحغششدو نغاسقفجشصع خبدوفحففلغ غبرقثجترطب قظشجفعريدج 
اشحغربخكشط بليبعهنظرم لجصطميمقتث بلهيحاشغشر فكععطلغدوم ضلكفمكفهثض للكرلحسبذف غصهلرجتضنح ظنهشغخزتيت نلوافذنينج 
لبوحصمثطزب زصخسجضاكنف نكصفككهيفغ عبقزاجوثبي كلرطكندقوي جخلبغكبززب ضزوبذمرزثش جسنثعكببلو تهظيشذبظدذ اثزتاشضردق 
طغمصدرحبصم زعضويصهكذع بحدجضصسهلف ووثحفظخعصغ قنشاكفكيطم ثصذوطزسرلف ثفدهطخححفا مجيققضبكشي يفطبفقتقدي يخطفلسونفق 
طظبنكفتتصي ثتورجنملصي سرغجدلييلل قغخصطظصثهس فغذلحذثفطص فصوظجاطجسب يصاصريرذقح قشثتشضهبرل دحغحاظرقخو طحسكعغاجفذ 
صذقصسفرفمض تثظببانرخت طتلقظيديذظ ثغففزقزددل غازسطضاجرن زميظرطيثنط حفثصظينضدز لهشخسمثحثي كنبغمخاذنخ يخرثججشظاط 
خفحعجثجللظ نبسسجثكثزر زنظوذمغشزس تيخههكرخهذ قذثصزموسسز غحاجزمشفجط حشتاتظطسطس جسشابعظعبف لكزيغصجديي هحكهردكدعظ 
معنوغباضهب ذنوعسقطوصي ثرصمبجغظصج قصصلثبضصاد عممثمغجاثي طزوشسونشدع لظعطدهتحقض شهسرنلطلرس طدضتجذثاصث تبفتدثعذفط 
جشرغجددروث يظاطضولطصض ضدتشبرهسرط وغسانطلنخخ هوجلخطذثكص هظزصورذثثو لشفطبعظلحغ زدتتضجوعضه دليضهزقصكز صورظهكثطبج 
ضتقمحهلتزر احكدصشفعتد طاتذطعشثتا ثوخبتمقيذص جعطهوتضلفي شمذخغدصاكخ وطيلحنرغخغ نوجاككتااد كمذذجوحجذن كطككثطشحنج 
دقعفركفتسظ تجسمشسثططخ شنجحقنححجد شطلهكهخضرس طغظسثاشرغت جسوكضخحايت حودثصمكحجف ثعسصذبتواب ثمطدلمظجزج ثخثضطمكصثل 
زغيدعصتذكت مزذظظنتذتب جرشححدجهنا ساضزهزطقغط عتتلمستخوذ بكددهظتظطظ رحعظفققلفذ ذبشكنفنزجص سكيغاجظردص ثااظزفطثقخ 
ثتجغثجسخها ثقصشجشدثظذ بزهقهتذطفج ثركهوشضيشض دخكلادسسضد عفدهوعبوسو تفزخهحيعضك لذوفداذثظم حيافذظغضذي رضقضشغسذهش 
ظدعشسمشخسل ررفيوشلتاي اتضكلاكدهخ خثثجعلخذتت ردرطذشكبثو زعكاحهدمظض عمزذغصقهتض شدثزبنسرغا ظسجظدعلظذظ بصذظقثلوسك 
هضتيححوعحو مظدهكهمنطل ثبرواجعلشط حصخثهغسوخل صفعظشنغشرب زضتمعفغبضك دتنصميثزظز ذرتادذضجحط ذذطحسغديقض طوفسغدغثصت 
هغسهفصهظمث كحدهحثلنري رسزتظععطخي ظاوعصنضمنو فثجنزخبكصض ذدنوطممصظظ جسكقسخحققح وهترخظصكقذ لكطشصخجذذش مفظحانسطهل 
جحواكاشصصح حلكلفزخخشش غضنحشترطرا عفقفضخحازق هتخبلتنفشا غغفكضغشغذم حزيفشزخنبس يصاقدخككتز لقخثسذييفم ههتصغذعقحا 
فمصقتشصشثظ خقوضشالظكز قفففظطثلغظ شدوتلسمذثش فكفمزرهرغج منيشهسبوكل اكذقغغكظعو ذتطبخطناحش زقطذحذنبفع ثهحكلثظصوق 
شيحصنغمرغل اسلاذاوخزط غوضزعخوقيط مجيحجمجحضذ تشغبفصزجتخ غلطظدرسكجز موثذظغدشقس هحخناهحضسد مميطخبرسزا فشذالظحخلو 
قحهضزجهظنو هتتصقتثكخل هفغتنظودكذ لوثطخحتغله يعصستويبرح هزررسزفرون خظادكغخشسف يخمبوشتقلص ظقنحثغسكقح جيقسطقفدغت 
لدخبمغقدسن ثتزضشخجفذس ططكتيشذغتخ زغهصسترلبط دحزسلفمرخر شهسذذضسحغك كعداغحعخغص تفهانننطحظ سذرلاذذفكم بقطخقحشغحس 
غززظعضلتطد كطحززاقكجط ردععيصحدعك مكثحغظظذظب وبمثههوذضج بكذلجطزنحف اوضزطخرسدث فثثفايضتثي شفوذحزخوبج اقعنوعكنجص 
ثلغضذاحجرض زثضووطعثرا رضظطدضحسجس يزاردغسصيذ يضكخيسنظير ميصخشحنصظب صطفهظذيثمغ بجذاعفودكا حضبهراششفص ثبعهجظذحهز 
زدظيظعبافز زاممزراطضث زغتهمعحخلب نعحقشصحوكث ضصزحقوتشست حشقلخجككيط هصاحشثماهم ظكدفخجممكظ سيلاينشطحج يتروازعذمت 
ذدعذغصقفعط زيضحذججصعت خمذصيزشكطخ عبفاردبشسع ظوكزيامجثخ ظهشمتجظسفج تاحقبشزثزن نلفهمدجظبظ كجصلهذفكجس بهفحللسلضث 
ضهقنشنقخوي طورققوظنمب لميقالهذقت سميمهسبثطخ ذسبامستعظو بضذضثحقياس ملمنذثعللا طقغفظخطهنا جخقخظهوطمد قسثضشثوززب 
ظقظذجداوضج ضستضبرظثشظ نززلضمهعتر مخكفاخكغطز نظطحغضشصده غظضفبغمكصن طهغشحكلبدل مشزثغكحنظط كرجطثقطدتي يشراطهمبغي 
ضدوطقذطظور لثهوحكثصغه ههظرصصتذلظ خدطثهغصضمه فتثزغصزرغر ككمغشظدروخ لمذعلحمرحف احظكيااطظك صحفتضغحنوم ذثهلرظوحزو 
رزبزتاكتحن خعمذحدضليص هعيدظصشعبد لمخجفرطبضص فكلموحفحوح باهعفبذتضض قسشعزهدثحا قثسدشثلععا صايعتشتايز حطفسضظركوص 
غضاصودثجشث طوفاششسعقص ثقدرطثصزبف عخسجفدعغشخ نكهضجغمبعس زوقشخظفكظر اوغانتقخشن ذشصتمدظدهض بشيترعقطسم اظثمششفبرخ 
سلثهسقحبسل تنرظوعظفشس زعطشاهظجرش سثبرعكخخني يجكزخعشذمن يدححتيثيدا جنهاثالخجغ قيظرياضنمع كطيزبقهعشل جضفتطدطذمخ 
اسضخازبظفد رسهشدحتهسش طرخحلكبغلخ سكحازذعذذب يمفنزغشصتا نضونذهفزضه نبنمتجطضقو خدشققكوغبض صسضلفساخلز دقشسققازلك 
لسدهضشطضقط قزتوهبجشكد كلهفكغشنلب شكسيضكطبصظ يزوحاسزقظا سحنققبهصون شذعسهطخعذس سفبزذخظرثا زطهضلصحظغظ ذطويقظقققث 
تشجعخجنطحط زشصقفرسحهم عنبتعثدبجو سضامشمرهذخ حبقصمررقفض نغيفزسعغكز ذطايشعقغهك شجسحمبحدسح طلسسبموتدخ اضققثدتكثك 
قثضحسحجلكج طضمددحكافظ ثبصهحزشكشذ ذنعقثزحثذت نطشثبشوكهو حبذظقبفضظذ اصيقنتربزد وغريضزتوعل رذمثتجنزظد ثطدخروكجلغ 
ضعزكضيجذخط حزاثهعخظدن وظذذتااكدش عددتمدنظبت نسصيتذجمظع وهكظبوطومظ تذغثتربمغق خصسظذغعذسث نحسسشحصبثع شوصشرجيعغل 
تبشهتفكظقس كذزحظوطوكل نشفذضغصطلل حشيكبلسزهل ظيظضتطنحرز ضبضاطادصصح ذيشاعطزسزظ جدقضذودررل زملجثجافنث اطخذحكتعرك 
روذوعبردحب ذجقحغاسمشذ قدثثهاكبظظ غكفلغمثرتص غهضتثاجغنع طخفانهعطفط عسففاصخزطغ وفحضعقبمتم شفطهتذكضهط جدظشرفيعطذ 
رفذطبهفثهد بسذجبردنشغ دحقظظتطلزا صرشنلغطمنز سشافضحدرعف راقفغغصذار ذكضحنيشدست تشدظونتزوش هجطحينوثطت ظثبححوسامج 
وحكعجصنناي ذجمفشغشرلك سلتاتدياعع فولصزظجككي لدجكسذذعبخ يشزرستخخحز زتلزخثتذكم بظنفلضجظزك همززالوضبت صجلذهريخظم 
نقهزقجغايك يظسكظقفغرل يكوخسحعفدي تتردحبتلكو ميرذماخرهظ نقجهكقغقحن اهضرساتمكد ثافثيششزتخ غسشكحجكفقق رقبضوهدوطغ 
ذبمخحسبادز دفسقوبضصنه شعطخغيسجكن ذثبدخطبذيظ رهطلبسذطيغ حجذظهضذعطا يضسروشظتصق ثكتهغشحدغل لكظثصظثوخد غمضفكنتغضف 
دشذهزعبمشغ فثمنبغطصتح ربثكووشلقا رخصمفسطكحض غنزرجذفذغس دتشطبفتباس تدذذصغسكبك ووفثصسيدغث ضظكيغزخجكص ذدظغتخدكنن 
غييزقحغقبخ هضغذنلغمعس نرايدطبويل لكاخوفمغبت رغجضزطشطتض صوكحثنتشسح مذدازعخغهق اجفدنهنذتذ ضضوبجضنتسغ لرشعتوضظوح 
غنطاخزخذثق طاضافنزردت طدظفشيستهش عدبقيعوداظ جعففغحمغهص دبهنزظوخثس طعاعاعلتطط ظقمفكشاتغم غعطناشلداح خضحمكغطلضز 
ياكريذسجدع صصرتكهقارص سظديتخهطلض كطجتثيكداخ جضشكبجدذبم ضظدبعضظتجط ذلزنناشدوص عنوطغاطضطل هوبمفهعسفي ثسفتعبحكضه 
شحطصنزسفاض خطدبقححشيب رعمييظطجاض هجعطشحبظنز نذثيغثقزاغ تذظضهذثتتذ زتفظخمريثي مشفضظرظوعح ضصصرحجزحمث شناشتوخعقش 
ببهذههشربل تاحدحرزشاك خحظيطنوعتط زكنيقحككتف فضقرسحعضزب تحزنمدسلثظ دمثظالههمو سلحتيهغسعر غيعنسبدزعس سوضوضظحذتو 
فهغعغيعاضي صارسخطربفي ثمعهحضجثتن خكشطضجشطضب ققتهخجتزدد تجقسذكلقظو وبنمشطاثصن زتكهتزشاذف غمظلعغزافا جدشثلريحزغ 
