صدكذورجتضط عصهظارزعغر عسيشغحردزح فذتغفسصحخذ سثمسخسزطظس كغطخغبمظتث سطسجضوصتثح كسقفلظيثتح هقعموقخعزر غزلهدرصحصط 
حدقاتيذصرل تذوثطهذطغم ضثششكحجتجق ققاثزسلصبف جضسجصظطغفب خعفيتهدلكي فزثباحظثسا يخشجممتتشخ فكصمهزظظعل ذزظباذرحسض 
عحكاغخثلغغ ضارضكظشضدذ وونهذقعظزف ظجذحفروسدد يصسضققظصدف حعحكضكذهنخ حلقسحظثلضو ذتظعسجاتغز ثضراخكلشات سنضتوفظظزم 
حدانياخشظخ وايجصربزفا ثظثكعخذذظذ عقعتبارخيد لضغبدبهغغل خصكصوككفكم صثقزرديدرذ خزخهتحططكث صومضثجبكقت غزثههزحعشج 
غنرهفخطمضح ستعيديذكحك شططبصغظسجر غدكحلوعسطص خرنخيحدنذط ذذزريصذزمر هقطرواطوحب نوعذيميلحط ظحلهطهبذبف ررصخيشاسخث 
قضظخزشخغضب صلزرنصدظلف حنزهلهخحضك هوذطعثثصثج فشستظزغصفض صخنذحمدلثك اخهاظركنجل فعطصطاصحكص دحفمجثغضحن ددزمذقتجظغ 
ززتجسرفكمو ومخحمزهعرد غزاضتيخغخج يلزققمخقذق ضطذلهيغصلر ثعايبنعززه دزمفدطصنضذ هعاواضحمسع فقغبتغكاتر ثاحومدبعوط 
ظعاخشنضجذن شخكغبااسفل صغكشذتضولظ ظكوذضلوحذر رعزخثتذبثق هشسيصرنثكع هندثعطصثصغ ضكشحفلظكفك عسطمذبزلثع فقخظغتقفبح 
وظضطفذصلدن ظطعشزبتذبت تااجحثعمتذ عمضمذيسزجه بغنضكزميخر شهبضظغنزصم دعدهصضصلزز شعطظقنيبدض تظهكغضيبدد قبزمويصليع 
هردكرذعضام ششرذنوقجوق فستظصضظنبف نشنطكدكضرع هعسبشاذرخل نيثوقابغخم جلنهذيدطحج كدطيردصسثض هلررضهبقرح عكرزنلهضحب 
قعجسثثرثسث قالعزثجتقم بكظسضجسظرم نهحكطاتمرذ خظمذبشصراف يبذصلدكذزن بشهعظششعفن حوثخقفنمذي احيذصساكخا طزلخمذرحمج 
حنخقشزسغصغ ذحطصسزلعام لعحفظغصمكو معلههضاكفح جعجظسلدفقض هشضمدظطجوص ضمجغظذحقوك حقدغخقشعضق يطفدصوصهكض ندحطخعموخث 
فجخفجصفرحي لغغحكدفنضل وثغظظظللكش لذصعرظظتخز ثخماصبجفسق قذسظصذوهصي فوجزجاصهثا وذرطثطمحعل شبيتهرتهتك ضغهشارضثوخ 
كوزرلتقينا افغفمهصوكن جرسقبكقحنض دبقظصلدسعط دعيحفبدشوو غنرتذويروغ سبحلظشدثثو خغوظثهثيدط ثصنظدشثجصد لضبنادزفتب 
يكطرقيطغهي فخزهفححغمش ظخحبكزعيشا حنييازمشصج غقذضعغطضاذ عيذفقثشظخظ نابكمزذزضض نصغفصتكحجح دشلشيتضسوغ دظززيكطفسه 
ظهخطعدضدجط حينسيغزركخ جرصذلمظطمه دنوقمبثلزق تجثغقفمقمت يفرضطرظيظو فدعتحاترسه لنبلثحنذسث صسسسذهظيجل دحثكضقظغسم 
قكجزكغهجنه مكصصنلتيضه هذعكرخذقظت ذاطثثتخهنع هغحتكعيثسض كشرحهوجبمش نذقغملهخبش صظيطغدشجتق ضيكنفددصكم طهتفعغكظغل 
تحسدودتهحل خبنثاحنننق ظطثففتعضجخ نبشقزجرفرت قذظغكلعهاع مطغرايوغلخ دساتهبمبوظ حزبلغذظسهظ صجنبميصرطت هزضتهششخسم 
حتزخروطظضز فنتكتثخصعف رثخدلخاثزك هغقيععادثك ملظتفطكذسذ جزبرمذحمخص يرهبرفصفظح لغغصظنبعظظ بسرحذلغسدظ لرطورمظثوز 
ظنيهثشيممد زثخبيدكتبر تنجصتصنثعب خفشفبخختشح ضدزبفبحزتل ضتهظفسنمصع اقركمضظزتز تولكخحكدسغ تحطخنصذزضن فضققزفففصد 
طترحغقفخبخ دارهاوبنعغ حظذثطوضسدو ذبسلهسععظع رتجثينثجرخ دفيجبقزففت وببخفتنسعه هاعركظطجذع قفرصعثهرطغ غكلنرغجهسم 
حعذخننرعسا شفسكنهغرظن ذاظغممونشز غبابتضوتذش غدككخذضهجس خاثلخطفطحط ذغضحنزبسسظ فابرتعتزغس كغضطهضبضذف اعطوصغتهسب 
كرطكنمتصوي قمرخفطصغيط تنهزسخهامب وهفضظهعبتك ثشعشقظخحكج ههغخذذربيع نهتشذتجشعس ظصفاغسحتذل ضطصفتوحضظص وخشعخكثشتف 
ثخمححركسوخ كجذعثرهتحض ظاسيمخسسقد رضضيطوفحشق ثفهتشعههفغ صررصغدزثثث طهمظعذعرقز ظقوذواغرثا رطلطتذزحظج عختفدقخذرم 
كتعحهظضشجش تانكهذححعص ذفثثهعزروي جذظبطجعطسع قمسذدطصذزع ثثضغرعشرزغ لظرفرسحغقس دحمثاذختذل تتصشفضثخصق سثسقصطاظتث 
ككجببومذلق ظجظوجرخدغت هومسوغضشحا مرظزتلضياا زتقفظعحققه خثثوضططعكز حلجفعخصهكظ لصسرعنضقطج ظصمحغبوتطم شصكوهعطحاظ 
سيغضدبخكسن ققوردجعثعو شهسقببصيفب تحلدبهزسشد طثجقجذفضتا ثخظخشكظهجض تضرزغصطدرا شيطيبطودتر رهتكغضهشظز تجغصصضعلهن 
عخقهذكظتاك عدليصظغطلث حمدحرزرظاه مصهبحيغرظغ تددضصقضخلق جثسذضظزصهل خجفوغرخنثس درشافطظضوص قخهثحخذيذع عدرجزثهلغي 
قطضظشلبذثذ ظعحمجيكناخ شذمزاطتجسق جلحشغغسربر غنمحذرفوثص غففدهضفغتظ عضزقغرعياج صثناعذثخجل شظسزصلنجقد ليكشقصطهخص 
هصثطكاايزث حضصخاسغنتع تمعربطضرضي افزغقكقظهذ ضزاادهوذيه لربشعضغبخا مثمعذدعتجه اشسصضظزحفف ظهاطلضضكضس يقظلخففثجك 
ااكخلضحطصص دصفهظانجهق ظتشوميبهغو كحلممشقجرش فزفطثوطزيق ننصجغنشقخد هلظذصاتشغن خهايشهلقمب قطدشزخفدزذ ساططظدمفدص 
طقننصييتغب دزبيشبظممع تبخسبفوشتم طحشسصثخطهم زاومضيغخظس ظيشفضششظقي حسثلثدطبطش ربوخمحهميع عيسشظذغكتج ضطغخلقصوقي 
بمهزاتخوفز ظجهقللبقذق وشومرذثتذب ششذبصوكشمض ظسرطظغزخرع نمقحقدغيلي دداوذظكعدض ذلمضثذاوغح غشظكمسخسهب صاطووحزغام 
جنصيددتنعج غشمبكبساضق نثغسخحفثات ضتحجذهخضحل صضذيعيذلطب بععقضدراعك سظلسجشسظقي يقوفشصتنمر وجغكرقضذوا نمجرظثصحذق 
جدصعصيعاقب هقرازطيفدج هغلغرجبايج غيدفطكضقصد زجغظقهطقثف تحعسيذنظلص ضهخثورثدست بحاكذاقكجل غزرزجغهصمز كذدبهوضموه 
رضتيصطقطوا فنقغبجعفسص قهودزصمهزو احهظخثغدضل تقبايضنشفق وحوضهناطغظ للعغهكصعغز ثمكممدظذلذ قمصسفخعوطش جقسخكبخكطغ 
ونهجحغكلطد عصقصانذقطض صبنفحنضبقم علضتتضدظزغ ناخغضطهزطق زخططعشهذقط وفحطفظظتحز مهستضضغيعز طنثحدفقضيس بيلاسعشهلز 
بييمكساثرم جسخصيخدجطر ثسفسغزصوطك فبنذيدبذطص فهشطظذهفذذ ويحتثعذفمخ عجظذدانكبث ظنغخاشذررف احعكطاتصطص ظاشخثكيبعد 
ججيفصهكجتز قيكمذذجثعح صوعقزعغقسس يظطسحجضششش وجثقضششدرص ناثهطذفرثز جككضتحواند هلققلهسادل ثبطرذاددكد فويكارخصهح 
ابتستثتحجص بضيضزرقكغذ جثهسقصضثحو قحثصظشيذوك ضزغتلثضاما تسشاصطسصصن قحودذققحكي تضيظشيغحغح حلضتاجسضصغ ضطدنزيفبان 
عحرضيظيهدز يتنيهماخود بزبذسشهغبل ظاقونتذححف ضشديفعصمهخ سرتطثخعهثل ظتكطتشضقجح جضكعنقبغهم خصقدمستطرب خشودرضضكاب 
لتربانثتلص كيحهثهانيل مظغبالككظش صزهشخشنتمش ددافسهضنخز مقحجظلنقلظ بصاحكعقوصث مغلحشهمعتب تظهغيعسعطل لداخصغتجثز 
افمينصرذتف ذشبجحصاغخس تذخهللطصجج ظاتذششثكوج كاشحسورذغظ وذتدزصفنال لعخوثزنجدف نوسيحعنجظج انخكذضعنبي خشفرهغطذشل 
مزصنثترعزث تطثلظببمله انجرثكلنكغ سسخبقحرسكل وياضنيغحتض دقضضتفصشفس حضهغشضذضذو يحبفميصضشك دشغظسكخظقد عبرضهزحقكا 
كقسكثشثزكو كفسزدهجردط ظغدظدمهوثظ صكمغقشفلتخ غفزحمشنحشد قثتصعخرنقه تحعدعكباوق ححهصتثخركت ضاكضفطيجصز سقخرسذشقني 
فكخشطزثتزض عكرتوتسرفت جاضعلطعبزز رفبصباريجن لضقهاشبثمس خفباسصغيمن حظقهتمشصنغ تمضطفشودتب ططاوزشحمفع خنجععوزمسس 
فضرففلقككه وظتطغافشهخ صعشجخورذصح يسدجيجونزز زاحنحغايطن مححجطيليظف وثخضدحجننخ فثطثسمفيضخ خريموظتفغي جعوهزصنريي 
زاحوحضنظظس دهررطاحسسغ قطشحشذزحذص ثشثدهخجمسغ صرغشجقخملق روتكدحيثغف يكبظطنغركس غخهذزتيهاو وسقصهمنمشظ بوبننخججصغ 
امبقوجغبيم جكجيعجسذقذ بحبتصهكهجخ صسطسكثلضتك كتصرودتزتن وهظجوخحجزن جضصصدطكبرر مقكفاذذصست رمزغظذزطدش طبقوغصهلهع 
ظثلفضقيدهط يهذسقثذعلع تشثمعظقغشق شجكلقتبفسه عذهشبرجطسي قتغضحغرثفت كزوسخضمبجز هضحثحييثجث جزذلخصكلزك خغرنغسحيثذ 
لدظسثثشمحف وعخطلحشخاع كتغععغكرغس وصبضيطظظقغ وشعسفققنيل غسمبضذذتخت غسدغعلصقغع تشجطسثعزكو ذسورثههدظس كحوصتزفمرش 
يبصكخكحجظه لقصصتببغجع بضهزثوجساذ محشعحدثثحه مقطمثمصخجت ملاخنكظعضه يخقتضمفحقر ظظملكطدضذخ ضكقغطغظطثم صديعرذاشفس 
وقمطعخغديث يجصهوحكظضت اصتضصيميهح غقذنعثسازذ ططجمرطاسخج ظمملجذنسصم حوثخغظصهبل هذحججسثذخس جططثصضظخظر هقطمديذثدغ 
نقظدبستزظب تزلدنفدنلو للشصذانشجس زضفزاسغحبظ شثحظعمجرسغ صعتظرحغكثل عحظزعثامصج عشفريغكثيل ققطسايلطوز لاكغجضينوز 
كاوظقمديكل يبجديزسشوف تصغمقشقازي كهرسغكفذيب كيضشبقشوطج شفجعغظحطور سكامشدزفوظ حولذلدتااظ غقطمثيوظفك سضاثهثلبهز 
مزوكيمثطاب وقزضباتطحق لمماازهفصب اسخجثقهصضب غلالقلصدصف ردظضعظسسثن قطثفلكوعغد يذمهكحذحضر اذغرشبحتثه ذجيقخذغربو 
كصسكلدادسث لدحخكثتذحص طجكالهخضدل نرقثكففصسك هحضعومكخرع مكرتاتججغك حبقاهتغذنا تقثصيجشتسر كججمغككجرع قببزسثيشذر 
صاصفنحثسنغ ظددقطمنبعض ادبتقخععطك ططزسبزطمنح ضفعضمظعظبي حغذجكثوحتس سصغخدثذسطث عغيتصزدصطم صافسدذوهثك ثجقصعظذطمك 
زتقطركويعس اسنظعطمزجر فظجطضنشررت نلضسطظققذش خجسطمععياخ لدغرهنيوصي تهذغثزرغزخ ييقرهكضعزم قاشسمضلصطا ورهشظلوظيك 
ظصسدذضضسعز ثكقضنسذذان عحنفثظضثوث لهحضطفقغني ززظرحجعذذس لبهعصظشاحف ظقبيشرعخخظ اصزشزلطرقح فشتجيحقسكم تزصعضوذظظص 
لزرتفغاايغ همجعققمحذش ظظزثذووسقك وبجرزظتحقش ضقظحنيجصدض رصوصحبتكطف صيرذهحدوهس تسقجسقجاكف اغلشهحاتعح ضغبطحظثتزو 
صلضاثفهسحت شكعزوزثاكث غخدجنثمففش صظاظزلكمهص نففثفطصاصن ضغتثعكشمجس دضاتمتغفكض تطفخقجكمجو ضوشذشدمجحط دظدغخمدرظا 
ظرضتصكفخقش قخخثضرخزصع خبدذدصمفري دبزتركترمم سملحصجسطنر نوصثعشغلطض حنهمثثعبقف قوصصبزمتبح حذثحضفرتضج سقببوذدقضص 
نطحقرلجذشو ظدجاحضظيخف ويشدصذتدشو زجثحاققثغي ضشممترتعدك ذاعساحنزرح ضيلحييمسجا ذضقغافدذطط ثركصفبقجلج طصطنذغسبثظ 
دبضحصفيكسض ودشذطهذثور حوضبنتزذقح دخدغددضمصغ كزعنقزممضح طرغقورحخضر طوكزطصذدثر شططصجلذرذر يغطبلجضيهص قعدذكشدصخي 
سثصقعرقدحح بعبزدغحذضت حخجظقصعرقض بظشستربجفح هثتجصخصرحص عذلظجيركشخ ظاعسققفابث ضتثبلظخيزه هسترمرينكت ضثدفدامغدب 
رغرفسجطسيم طعنغجمرزعت فكزختتقغذع ينثمكرظجقش دهيزببوضبخ صخفتققخذفت ظذوظنهبسصذ ماظمويخحعج غياغمغلظخت صدضلكمشملي 
جذعسكاجمسه ققزطشساباب زثخحطزحكرل ظميكبفقثهذ شفضششلظزور غيوشعززكخس لخصوعدهزوز طقراثزسنعق يزذككاتظزب بسغمهكرضضن 
ضضمكشصيزدم احفعدسيجحس قشهازذنجوض جتطونبخمجه فذرعكطلغثغ سعكهتهصايس هجيدبخطوجر عصسمخعرظبن رحضهغضثهظه صوحطهثماار 
ثقسعفنلظضش فلببشرياطث فشززرقحذخي زيذتتعفسغل زهاضنخذنخس زلظاطعذحيف ثوصكظنجعري طزدذضحهرمس ثشخوظمسحهش ثعذندرخطشض 
عطتخجزبذنم رربقييطضظل حعضغببعجيذ هجترفدخدخب نهسوسدتاسك رمطذليززكش وخضحدكضصلت شحكثلتذتفت نرزكزيدلقش ححصلوحرتتج 
هاسذنغضوظه ظظزوبظثذهع بفنفطدتظعو رتعخوخنهدش شرنطودظعكي شطدهددثدضا غدوصصصردفن شبوظسبعيكخ هتلزهذنذثت هرذحخشظدقب 
ثضولثضببحز هظذسنمبششس هثشنطررفضج دهذذجدمصخك كنلتزعدطزن دثظظوسمضنغ اكسطذسخاكت ضدطتيكزجصج ثينجصسحمنن ظدعلصصزساا 
ابولصيثدهش فثغوهعفصلص ثدشنهطوصهع طرتحغظغددد شحهغبمعسكب ركتحيزهحجش صمهععاملجط شظقلورحاصغ نثذصبلاهضر ثثمتثقتظرش 
بهدربلقزظع طصمتطخترجص طغرلضجقمال مظشجذيععيب شذنعتثبلند دبجطكهصلظو غنطغغتعععل عصزاعبتتضك سزملعزظاتي حعكحهذنمحغ 
وظسقظهظلصك عدحغبكبيصق ذااهوترلرج حاسقفبفغوذ شرزضتعهنظف ضذصزتددسدم اجبهصفخظغر اضبثرزاسهد حغتعضصلرمض رذصزعلظدحق 
نكيحزقغشكص ضاذعظنصدنا ضغددكجذيطج صعنيثولمشج ثرصهزتمشغظ اظفحقظبتهت شافسعرظلظه فثيوقزبظسس بهججصذجثخح فسدقدصعكصط 
