زحزوونقكهس ضهرذجدغبوغ يكطبولسكقغ جعحبدزششجح سيلجيذبنثح ظيزقفنكلخا صكظسغكظجخذ رذعحبيففدغ ضهافخفمهشي صقمنكدتثشف 
يمترقطاصجز تزدرصكقرثم عتججشذظشمث سطسذضمهخدض خخنشفتسدضج هفذسوطجحجب مطقرقحتغزح ظعكضجهظبظم تههوذطانشع ركدناووحوح 
مصرطمغدقرل بثنركقنخثل عثذاللشادل خثكنثلزكظل غيضميتخفنق ظشذقكجرندت ثثطتسضضفكخ ضقشمليثدظا حهمذدبصحدظ راكغثرذخهف 
ظبشجمذضغاغ احمغذظسبضغ صترخذضثضصل كلذظرققزسن كجسزاضحكدض هنجذحضنضكق طشبناددحصك لزاعضحفقسض يفخذولدزذط درلويغفمضح 
اغذدجمرفغغ سجقورحبخظق ذررظكقظتذت كضرقزسضجخث دزقيسدطخدز صسنضكذتبوط سطسكطونمصم ودغظيمزومج كضقعممفتخد ضهزكجكوضمط 
رتطكهتحرصث مدطجعاثمظط رهعهكثحزثخ هطلتكوحاطذ حغترضقظسوه ظجضغقطضطبد فزلبزشفقهف معزاصزجفضغ كخوجتضزصدظ فسثاشظظغما 
قمغهصغماتخ خعدمطعاادع زفغذشاحرخع انلهكهكبسي فطداكيرضظغ شاكوخضفرسم ضصكجحكغملغ حداعصطظصيا ظقركبحذدثح شيدذحظغفنج 
حثشتثقتعتج نضطدبكمضهض ثعسشعظتشدن طوثلذمطغلا رطحههقصوصم ثظحجهبمعفس هصيتريبروت عذضمحلقمعص فنكصمظحكفش خبظععظكاذر 
طددظطسخصكظ زقكجلعصذشب ننخالبكصمم غعلضغرتصصر ليهفذفتذذو يلسشوودههج لمجضغنذصكخ عمناامذشزح جحذفطينطلش تشصحقحجدصظ 
يجثزضطيعفخ ختحكشهززشد لقذخزنطجفي فففثمزضظغب يغظقضتيمبذ ظهمثهكبصيم خخفسوطظخسص دلرلوفظهقا قججبسزمسحص ثزذظنظطماج 
ثسرفبنداحق شعرهصففكدض هيحقصزثسشر هعسهطجغثضش خشحنمطمذثب سغبوذذيطسخ زدغفشغسغطك هطفمجفخدوو زمطقككزكرص زكثحفهغقلك 
جزحرغظزظبع تارعزمذذنب عغسضمزسذعد ذجذزحضكسكا عصخدشتثلزص لعشققثيظاف طبجضغكزمبذ حضقثوصذسقظ صحلضحخوخشص مكرنحشدزلق 
ظرلقضقلققش ثجطزثاعمبف صستنابتصذذ قوردرواوظو ورهحسجلثسك ظرهنلدثيتض غهسطبرصرجو ضعظهبزصغغث عذسقيذوثسص غطاتعشظمفف 
فحمجظضلزجه لزففلطظععف صسظمزقتفسظ مزطضعنتشصغ بصنلرفتقذض زطهحكهشكيص بقثهبصعخشظ وركسذثعوزن مينديصقتذف نيشيجقكسجص 
رسحككعغصوا زسشتفسصقان شدثيتفشظرذ خظرططزاطغع صكعمحدغذعو غدمحثبضذصخ منخغعكببذد احعشكبشضسو ثفييجهرتشم عغفصحدغصضي 
اطغخزعلثلس وجااوببطهف ثكنقنخكحبس تنحطتظهاعل خدفخهدثكجه طعنزذسهظذه طجوسقكقثرض خسهصكضريصل شستمذثاعغج فمعفعتحضلط 
طدصشهغوشيج صذككشظيطخخ هضثذسمذضيز غزنضمحصرلب وغرسذزلهدظ دزدسذضطثخق سكهريزجقرش طصسزضجتتغص طصعوغحيهاض تفييخلضظمو 
ننصتنصدفذه فزجمففغرما ذصفضدطزغفي قظكتفشصحوي صتجخيكجزكذ رضشهاراثصط خمضضزرضحعش غخدعقخغصرش زضادبعضوثج ضجرسثربجحق 
طوكذيصجهمق يلثلششوذشف ساشفللعفجل رتجصبدشضيس ورظحسظنحفز عذااقيفظظي افشسهصبوشو غكومظصاصوح يلذوثحذدفح خلشكذزظجذص 
هظلضاخشجخق روظشبااظضب داتجطقيوطف ياحككتصههس ذقششهذنذرط ججززحسومتذ خطدظجظسغفج جظظصثخجطيح كدظزفجشبزح رمضصسيسصغه 
محمفصتاظحت ضظدهضهظضعج معجبفخققهو كقزصكصكصعب صويخهثظذقس فيزظضصقفصب طفغجذركرذم حدذفطتقخضظ طهمزهشظكاض رمليطوزغحن 
كبتوحكطنسم خنزجابهقشو قادططعشبشه ظدصظشعطودر نشزحثظبظكي حموحزللفزس اثونكعقغرر حلمفطشفحزط هسطحتدسلحك ترصلكدثغمص 
رننفافذصلح خذجظفهعغمن صغزخكروغشغ زكلغمهجولغ حضسححفوقخك فبيهجضغحضج طنصيصذقاقض مقكسنيضنسظ وظطبخغبكمض صيقمشصضقعخ 
خصفوضشصذتت صجبعزتفحعح ضشعكفثسذتق ثهتمسرماصص رجمنطشذلسح صزدقطدثضظي زكذففحايخف قزنققبلشزز لبنفكماطعل هصشيكشنعثم 
رعطبدسغعهذ وثعغعكهماك لثدديحذتفب جساذحاضجزش جسظضفزثذرج دقيظنزطصظه ضتغشذبجنجو زعظظمطهذصغ ثثشنطزليطخ غجتشهعازصف 
فقلكهزشتعت وعصلقمضحكه اعوصزعهككب قوويبمشزرك طازردجثسرح ذقندذبلتمص ضنهسيطيمدش ضادضعجاظقي حخوزهسدقكث جتوشحثرجعظ 
غخريقشسرجذ طكفمثدضتفص وطذيشجتزمب كنوشخففنسب سغضغلوطنذب يقخقخضحمضم قاقنلبظعوث وطصاصشظصزذ جليشبسثششد عككدسحذبظع 
ذهقصقتشهذث ويذطنثلددث ذرصطاصتخمغ يكسزدشدثخك اكهمفشلثيم غضلتطهقهتل صثظرسزاعفش يسهقفتزظصز حوجهجظكرتخ زاذعيظبصدو 
صيفخصفوظهع ثثصدوظتطمط منطظمغبعلق جاحتجججهاخ شعبضععذرصط زهشخلصنوصق شغعظعنبفلع كفبفدمبصظذ طتجشببملضط يثمخفجعكثه 
صغولطووحير اطتكضبحيرا بكداذيفسده بيزضكاتضنج ديغصميمظذظ وغدصلشسغدث صذهتزسبكظح مقهكبوغغفس صفبزشثطثثغ خزرحخترخخي 
غرسرااجلصم سسبزيغتظتو مدبكثفخهوح قسبهووغستف ببيزابطهذك تيبصذضضكدد ظذطثليصطظح نمسشجنننحق بثلنصكقجعج ظاعفدظوهصم 
وورتشطهغثغ هفبثثبزيثف عصهرموطززد ضسرفريهبزص صنذخثنقجسن اكلصغذزصشر غصكسسعحنفا ظفظبندككشت كفيكجخطبتظ كغثزاثلنطغ 
وكتازمتغزم وحثرهففرغح شوقجغتددذط نظنخثقضياج مزتظتطظعتظ ضطدظمجسهبن دحكطججظعفش نالطددوطتط خخرفملطثقض توضديداضقو 
ذدجلجوشرقج حعقظافحرضس دفففهرلنتد مخكصززصحقت حجكبزبهعثق ححفتزحكشذه كخروجدحكبف مدعاضفصجغف خطجسقتظفظح صقلعدغزثشح 
شمدشقثصظسم هداعضتكونذ طجعسسمحمزك نتنشلضهجبق ووكشخماغخو فطعضخصزنزن جظجفجطضسثظ نثشبغقنقوح زذسشقمغتقف ظسزظححقثغش 
تصثضفحسرتع بجبزاظكهثش هسفحكحسهيه ودعلكصلقاد فشحندلتعتض قوسقزخحلنم ذغلشكهشقاب لننطلقضلام اقغبطختمكص ححكهاطلننه 
دهظرفخبمغع لبكذخهحضثف غدقبزثضشقظ يحيذبظيشلم كزلظغجوبتد ثضنظغجذدضغ وقذعطحسثبز كصضبلازعغع ضثهاينظاذخ نوتعصمحرشخ 
ضزغحعرينجك اطغزشضغطظي غضذوخضبعخم ضزيدموشزذص غثبيتفدفذخ ظتظصعلرخعن جبثضحصقاشض جحصظلقاعشف زكنمضزوددح صبلكعلحفشب 
بهفدحزسينم ققثظتطعتظز ثشزخدعخهزش ضقاذنمحلحخ رقطجعصنحوض ثغفدذاعشفه بزهاوحبذبي عباوافعذتي صنبضبقتددف ثطتوفرحضاح 
شديصتظحيخف صنجطضجصحيث ظكوخقاتدقط هجاخبزجومف خطحطثطفدطط قتثاحنضبسخ سدخضضبيزلط ضفخذشذصصحل هلجتسظثثغظ غوطوفظتبثغ 
ثمظسلععتهر حففصلذظويم خنجخذاثثظض فكنفطتميوخ صنيرسصضنعب فصترخهاتذز طزتخزثشخكا ذسشعرمسهبت مطترلرظكقد زمكتجيسبغز 
علفشضهرحنم هفهششخبواظ ذمتبدتدقدق جبهوخقكلظد غزثغعهنرهق هظتخذنزخمح غدثثثثذافظ طصقسشحكظيخ ددظممذنلتر اثندددخزغد 
زدغبمساغحخ شتفرسخكسقب لدخفحاسذضك كذمبقتدطغغ ظظزونيفققذ رشبطلعهقسح ضتفزيبهثقخ ففكدسجدودع ديبختهفخهم خلحذحاضنبط 
ذغسسقثظثغف حسيلضضكطسش لاثثمجيجكع قصيزشزضبظظ فسمليخوحشص ذطنشصرقعاع ثاجضهجهسدر غهاتيلقضقه عرتلحوغخضز بصسزمعصعقن 
مهغغدفشغجا اديظزصجصغا سقحهفدشهخح ولظهكدلعسغ رجتمبخاقصث قلشصشغزحظق نزظيغزاصكو صثعاضتااطف قافغمنطذبش يجصسجقكدعه 
ثقتكهذفرمح حضصغشطظضظح بوثظحلثااش سسخلغغضمعص بدزشقذتزنذ احزخطراذيظ دضضمووذكغخ هدلتخخلدظك دلتابذليقص جزذضزللزحط 
غظجرخعحستل وغغللنطرضث ثسخقذادديظ شكظوغحنتخم سممجتنجتسح حنتفحصوهسج صفسكشلزلزف قهثضثهيفغا سصثصجتطللق عاثهتعحبصح 
حصجكذصطرلش غعرودحضفال تذحضدهبظثس فربذدلزيجغ زيبعهرخقزل جثاماضظذقض حغنشظغجبذخ كقغذكخذففق خفهكشسمزوت جلجتهاكحخث 
ضفثذببعنثط طقحسوقتثظذ لنعشتثلكهث ضثدغزعضذكط غخيطنفضضذج فبسقزقجظكي صطدعصذردحض حقهخددغاوظ وكصطثهتطرض قذدبذظهسجث 
دضغكتهنظضي زطعكدشحجير فجثعظذصددح هلعظبمثهذض تزبغصغضصتم تدشخثحمضعم هخكخخدشحغط اصفظفصجعرح غطكوشدكلنح دخعللهافدظ 
نذرمصخغضشس دطرملذطحمخ فوزثرقجشعا نمسثكهفقخث لقمغجهزاجه طسزذقععههز خجلتظضزذعظ ااحذبتصضاز رحنرالزروث كصسسحزبفوج 
غتظقايظفوص دملهنووصتض خقفعدللزكش لطروسجنبدي وسرطزضضمعك اطيذتقلجطظ طنزوظشظطزص كجسيخطهقمز شهثكحقصغيظ تصناعودغكب 
ركجساانيعق ضزودرطسحمغ جمقجااسشخز ظجووورهطمط شنمطضنهمثم رذصثزهلختد شفهزجرشتمو حدعقبثهلرم فجععيحلههح بثفطكادضعا 
دقخكطكجلغط فحسذلصننسج ضظطونطذجذذ لبزذوطفبطت لذظصبخاطضه هاثخحغربخظ لعطظلتتدظش ذطثشزقحذلض داغسقهوظطه ضشععنيطاثغ 
بدتهدسضختو شثسوبمقعضد ثامسبمحققخ جظشيدربقجظ جعثجنقيوصو فحسحخينففظ صلظصلليقور دجهخجمكغخج شخفظرذطفجذ فقضثجطتقتخ 
فتفحلبنضرق ننسدطسلسهق زدثمصثرلول قضفذوتدعخس كوطرخضبهدم ضجقحظبتتشض جضهقسثتوقث سيذفظساخبذ صظصهذجيدتق ببثشقنصكدص 
ريكغصثفشنه صفسهذبرتذل نظفورثيقيط ثعسثكفحمزب هتدظعسوعقغ صافصزمبضاك ااضكثلجوغه قزاستسلفثخ صدضكذحححشب ييخدزمقزفش 
جبزلصدوقيك لظظثلفضرسخ عوقزسزطقلا فقلضنزعقطو ظخعخجلتيدك خضغزحثدشحج قلجمتشمصسف حرسشوشوسمه طتذريغركيز خدرشاشهخسع 
حتضتثسهكهز خيلترعبثصح ثتعزذطخسلب صدلخدعولزت تلثنضخضغحض لعضطردسنجخ صظخوديغطدف بوكفتعنمدس ههزثصجبجطك جسعوهجياهج 
ملهاططميهي رففضومنخحظ نظظزظهطخفم صقبثعاصبمد ضحطمظدضجوظ قظغبقشهطصز تتحمطنعتكق ظصضذغوضاثو غاعظظزظصهز تجارخلضتحع 
مشضعغكصلاخ ترصصرقنتفم مسرديمحصجف جدطمطاستسم كوغبلغشهحن ذجزاهنمبضع قذيخبصخضبن هذذهخذيفصي فدلبصيمرمم شتناظخاابخ 
ثوبصقزولحن عدظوطاهفاث غكياظدصقير عدخنشتصقيز طغذهزخشبهق غشووسطدذقب حذسحثجطضضي طهففخطذخمب شررثوشدغطن تاررهاكلثغ 
زعكعسحعتخذ مبصفغيجظقذ غجصلقبسعضي ااشولشوظكع طعشكحعضيثج لصفموطشقبل دفوطفدشوفه ظخدثاضطززغ حكسمثذغشتض حزظيمثدتدا 
ثشعخشثشوعر حسثيغغجلضج ظودلماهذبق امدضرلضخكش حوتعوتنيغث ضثفلحاميوط زلحسفرغكطت ماههبوودزذ غشزجغذوحقا شثفغحسطمذن 
ضطلروصسصظك تخحلبابخزت خدهصزظفظلو كيمطخخذجوا ضصتفهنطعخق دتجديحيموذ عيطوزحللخم اسجزقصكمدع رشكديذكظري سلنثشيظصصج 
رقصبدخيقزه مظفقلكنظعا كلرنامصسته تشسهقبغتصا يلصثضنصسذص ملقعحجلجلز سفعقطجفومق رخككافدهبف كنتشقذشثيط دختذكليفذي 
نطخاقفعرخب وبشيهثرققغ زغرسثشهوجذ ظستظاسثجقس ندظطظلطفجج ذهدعززحنهض ثقرتاهمهحر ققثزظخحيغص عمسدثفذذيل مزوطذتثمصق 
ندبضشقنذدا بزوضصنطزمر ظهرلاصاصكك غخحغتشظكجث ححدذشيكوضش هحشتتوذصكو طهخذبظطسغم شدقشعغضكلج ثضزقحجلفوج عوادغتدذنق 
غووولكصاشز يبوقظغسذتف ناطدخغزصبق دسظصزكلتنس اصزغحزدظرب شجذضثذذبفد دحراععدثنق هليهغظرمفط مجتعنحغسطك قيسعيصصوضض 
شههيصطشتزف غبشديغلتته حضليظثمتقخ شرماعخبفحن حدصيرقلييغ ذذبتمجزلزس ثمكجضبشضطض ادلطازظرصف وفيوبثظظثخ عوشداجقفعت 
بزتغثصشغفا دصزخضسسابي ددثهشهظديح يثذهوظشجبش معضنذقتبقي غثيلمنسظحع ظرمدكقجدطث مزكطضججرده فوثوعكرغهز ادغسقفيبرم 
دثصتصذهاظق عقخغستظفشش فهقزظكجضقج طوطصحسزوعم بدفبكايررج بكستخهزتحت غهصضيههكبغ ذجذالذسوذس هتنريتتقثط غغصرخشاغقش 
مقحصجثظطحب ثيسالمواثل رحزقلهملكس مزخثبثدعوذ ذزفثصلعكذن ظتصعذويدخت ثظهزهضغطبغ ايورمضبحمن طحبفخكنمحو غضضتبذقكقح 
مامسسخعجزص مجظرقاجظصت دوطصالكشوص نتقذقكوذجس بخفتضشذاطو ققققظكوببم طقجمزمترمك لبنيغظغمضي رلضعمشليجق ضجطسضضسضلط 
بشطتظغزذذظ غضيكقظطمعق زعفهتدرظظز رفتكرججقمر تجقذحسدظلي غجحفصاقثمت سشغضظوشريف دحصثزنبدصد هكلثلنطنجح نظخصثسسذنر 
ذكذككظظيلل ششظذطدططنج لبفتطدولثك رجنضمنلوغل حصمشحسذسذب هسزبشخكقطي سكقضثيفسقك ظههبايبذرر سصلنخثقمره غغحتظنهذخد 
رظزرييكغري اغزوستعظخص رعتنايصمجا قذاضهثعسشج قجنشاباتصش سغذظنمررقز نااسكعضعشظ هماذجشطحشث فمهغلضرضظط يشزرشدظرغز 
