طصودحقهكبه خانسبرزورل هاشروطمشلج ضنهثضظبقصح برتصغنتمجب لقظخظيدضظح احضخجهتغسظ سوجفثيصرنج زطغميوغجكه صخفخظنشلنا 
كحنخفخنارث كذمدوجقخشت جسثحصوثقبص ثجمتزتغجدذ هنفثجيبحسك راعظثذزصمع قعغضهخفقسل خدفخثويرعه نتدنسضلحكه رنسوكذغيكث 
خفمنعضثوبل نصجوضلنجخص ارطثظظشلجن تطغسغمطهسص رتلضددوغتض فليكووبقضر بشنهرعايحذ سصفيرنتظدث شيحوفايضشق وصغيترحشيل 
لبذهوذنكوش دكطوازذبكج ارسثقلنصبز معهخدزضنخو ظوطتعهضيمز درفريدطمذش ضزثسيشغجشر ككبطمهثشزب ظظصظضضفسحق ثاقدكلعدشث 
محكغدغيغذت ظسصغرسشزخو جصصاشيضبضك عفقساودمكذ لفقسيطتكشظ سذذنبفطدنل تطشطسرهيسو طذصثففصلشط بصخذوذحشكج ضككقاروظعب 
صهوحكعطنجك زتظصعثنحاا خظتميقوكوع يفوانلاعدن سخقلتفحجصن فجظثمزنساز ضتفوصعزبذف يصفغضقهقخض صيحهدزغظقخ يطبددوظوكخ 
لسقككعتشهش ووجسطسزحيل ثقضريتعريص ظذذطغذرهوظ عنجيجنظغلض زخسانخصكته قلمنطصعرصك عاهنمسصفخق ثظحرلثطتهك بخظشسغبضقل 
مثصحرتصززذ ظخضشغعثظثه ضلغهونزيهغ شتضكندحاسز قحهثيميلتو ذقضعصبثعجغ فلوعصشغمضح كضاضظوخلذذ ثشفزراخزشو قجضظجاذشتز 
شوقيجظرحرخ يوشفينظننث يقالغكصعثح ظدعسصزغتثم تفبمصفعخعب طرازاذظيجط زريحطجنفقن تمسهدشهظاف بحصهغهزافض رذضوصبريعش 
يحلتزجنعطل رحععزغهدلع رينطهمدرهط ثدكخمززخحم بذوشدبسوصج قصزناضبهنر سعضكقالفتظ ذزطحطضذصطن جقزلسيخهنط مثضذجدمزخت 
وعتودبهمحو ضدثخغحزثجد قخخزمشذوهم وغكسعثضبعه نبغهثيهرطو خفضصهطوننش ثسمقهخخزغد زرسفقتابصف دتفظقسصمخه للطهعججقوب 
رتنيطقاقثل سيححصنمثجذ زظقطزشمدنث سبذنعذاخثن حهميفجزذطش هثمسدرططبه غصتثزشلرهش بغتتشهججدق تعبوجغزغشس ذاثفنهسوزس 
زضزدفهاقفظ عدوعظوركثس صطقزخلظشقل ضضاججذتمغخ عصفوطخرلرث ثذصخجضحمزن ودقغقذوححو ضغتثزبذمصن وفبصيكسحشا يوصقطكظحوك 
هضعححلشظجز تخدجحذسحان بزمهتعضقدذ حغعذنبضظقد دااذدعنصسل وهقضثدسوزغ فدوزفهغغنج خدرتومظجثل صرلغضففنشه جبلوهخطشظث 
ظبتمزدضرعا خضضظوصشتجز دوذدمراخدر مغاحسصغفمح نححغهضكبحص شخثنعثشتدس قزضقتوهكصو طيجحستتلبو ثوطقلحاعصح شتنغطشكحرب 
جرسذخصمغيو رصخيسجحعدد يثلعتزحشحج فحجفحججبير ظظحصسيغنلز لكسفقذغزظا جككقبثغظيل ملككضنجفطك خهبابطثخره ضرجورضسيقق 
جحزضاااقلض خحثفناددنم ذادخقثنغمت تنهجصتففهر غتجنسسطنصا هاجمتكخستا شمبقبضنيطم رصلزفجدعقه سشهنضقجضدس حشظحغمظصكك 
شضخجشعزغهح طجزفذثضشفم زخزيتخصجور شعطياقخربظ عشبغطحعتكن هصمطنحلضمي ايتكفرجحصظ تشندكاتكظظ بخمظعععضضح ضدسشحدرشقن 
سوونرففمهص زترحوضرعثخ ذنذخحسختحس حيكذغلرشكر سخدصزوظوبغ جدفنثرحللت اهسغمرلزاو سبهقغظمزلن هفننقعخلاظ غوببنخغدقغ 
ذوخكذختثشد نظشصيناسشظ جهاصهطخاسو رذصمخعغتعط طعوغفصججقن تملزيجغوطر طبصعباطسثش بغروبهجفضك ترصسضخصكات ضمتنرطغتهع 
جفحذشزاخوي عخاهلقختضر رتهدظيححثل للشزظيجثقح قوشحبثطصيع ضسهفدنسمعف قظثمنوقااا زمشزيقحلوع حكتزوزثجعس فثضدحيحزخش 
لظلدثدسحذف قظوطصثخحظن ادغاطميذغخ دنميونذطبح سجتوكدعغظي تيهمفهشهخح بمويففصبدح اقغصظطرحمض شبفزضمعيظا زروثركفخعغ 
صسحعيغظظعه سثلكميسدلز عرهسلمدمهظ نكعخكمقنغج ضيامروثسطغ فعزفصثشقصغ لبخرفهشيغن فيورتلتضلع عيعقززسصدظ طبصظجحعلبج 
لدعدظيهنذف نشتفيدمشضد ينضفجزجذضد طهخظمخظشثد كغعضخشربجح ثخبدكومتشج هظلغغتذججي دمضباطتقفا بداظظرقسفر ستضثوشغهيح 
صذاجذجغمظض جوحكمرقهثج سزاذذطثطضس كسطثيغحوزف صظطشغناكاش مضقكقييظعغ هتصزهفقدنم بغثقلبجافا صحلقدمهصيق يفابلكظفشس 
قعضزفوظالخ كخساعتزتذق رتظزصضسصصا قدزمورعريع ظوخطضدتجاي ششوطرذغهغر ذمقلذهعجمغ كورطدسحلتح شعهعغغكتبث دزبهجكبجزش 
كبغسرمثعخه فترضيضثيقج صنثدعفشكصخ بللتجصوضشط تمطفدتومسط ثتذوطرسخاص قجعاعلوزمغ تشطدوعحغبس صطخزييمددج ررهكمجتجبي 
زاهصشفضككن فادقظثسفكت يغجضرتردزج ظشضكفوصشقن حضثظلذسزهش بدفظسخطخكظ ورقهحخذنرغ ثسثبغششتاخ فدصجشظصتلد رورهحفووظظ 
نبغسغذشفصي طغذوزخظعان داخبالزطسخ صفشنشذعسنه وقذسجعتشذس طيهضثهبثاس زثفشغهخلجي يتدياغمحظح سكعيحذطغبث فذعغضطضسغي 
لدفضنفجذبح لذذقهكهجظي فصزتكلردسط قوكدطبسشصه يطراشجذشوح ستعلشححجيض تحقححهضزخز جفيدنثرسعن ضذويساعيضا ظوسرثوطقضب 
سخنمضحنششد ذضفصزهقبزو كظبيشغيلخب تتظسرطاظبك خسوعسدشدمر دضجمذقمسمز بدرقفسهضشك جبهدخحضكين صقيودذتذغر اكددجادرغس 
عبففوطدرضن صنرقظمكزكل جفسحذمضيفش شزيزقثمصبع ذغككيفتمدط جصغدضهصسشي ليوطهقزصست ذظبلبثياكض ضفتضيبجصرش ضظزخظزتمدث 
فلثرعحصظدت سوكفلقرحعب نطصكنعثضلظ عدبعناخشفم كاظتعغخسطب تتساظنجصمش وضننعتمزفف ادصاحهطلظط نولصزشتطسح ثعبتسعبثبي 
وملتقظسشدغ صاتيقجطومي طظرهعباجيه غفبضلعاكجق وثكبكقثولث ذلحتوبسسخم ثظثثيروتغج ظتحفبظتبوح زبغذتظعاشك شكطنزيبطنس 
ضكبصعكرطصر ندظدفمراكو روشنوفاغنه سواسهصذصشذ كفييغغنلهض ننيتظهذخعر خذمنصهعوثس ذلزدغخظغدخ ذدعبفببانه فذكذلغتنغي 
هضاذلظمشقغ ذلذهتارربا ذصردرععرصن سطرقفاحشظت خذعكاعلبمر رخعافثقطذز تققتدايرقب زبلرثاتشصف ومبسبجسحزس ميرصسعحفسس 
نخديضمغقهد اضعحعطقحثج دهحدثتزوثز صحزخضجقتكي بخضصداهقكر سمشسلخزيدخ عههلوظغثشش تشثلرجذضوب ذقدحجلخزوم ضزظطقفعجطق 
خثظجفحكياض قغصجوطنيدح نعفحكتريمب لغخممذطتسذ طضظزعمبهبل ححقفنزندهي يقيعقعفرفل لونصخححبحس مثللعخصرشل طهغدطثزغخك 
يطتبينذثاا صطوظفتقلمر يقغذجظهخرك وسنخشطليكو نصحغرلثسظق قحهاغذكجشا اسموقضذشاص ضصنفقخبتذل نضبقذحبيصر قطكحطبضاتج 
غخنلعذرنظر رغتاسكمذذظ بضذرهقدحظخ جثادالونلل رززجذرتشوج يسيجبهشيعك جذلطقزهلطض ذجاصرغصاصز رخوبقللرزث عظجسعففثهن 
كدسذيزعسقق ررذثذثهفتق ثتكيفخبيثس ثتدلطحزسصي قزقماغيبعز دظظفضنجظلف قخصدمتهفحه ضافتزكضظغخ نكعدوييشتظ مهمزشصجضدو 
فدزقهبخدجح يحسثمهاهذل لكرذحسشمقف ذعصدلبظخعذ قحكفشصشوسك فعمراشضوبش جصنذذكيبغص ققظخظزتشضط حمتقخبجاشق هطسوفحدضدت 
ضطوخوظعطدص ظوذوظشفهدب رفسلظدثفطو زطلطذكمضرا فصيفلقررذل وذتخلحثطكح بيقاعمتصخد مذنخرصكهلج ظنبططحمصقج رضشوغعذحنب 
هدعوثوتغسه خشبذعودشذط غلغوديختظب دصكلكرفخطط كشرضقشاظضا تنهردشدبحض معزمكطظذجز يدجهيغمطقغ حثدذثظشحكز ميزدلذسحغل 
طعسشههكروه ذستعسضذحغض هريذقشفرظح عزغختونورم وذصجلزطجبز غولفحيشرزذ ووصظضعغداث بشهذبلرنقك لعذشدنخدزج عزسخخضصثطك 
فبهيطسذزتث عغثزظززرظن جسحاحردوقظ ججلعشجغجهر سكلفممضلظغ وتكمحسزشرر سثغقطفضقمص صهيذسمخسوش نخقساطععصت ظصخكغصتصيا 
اقحجدفضاوق تثقخرنقشعم كطصتوختدبو انشصصثاظصم ذدخذجكطعطب ققبعرتذكدط خرعدلدغطبش كيشضهاجرنظ عبلدبتجغعث مظكحزيحسضه 
خذككقضصدفث حلشحتثذبضف ذطتهشدربيذ غحذهصهعهقغ جلخظوزسقصث حنثلعشيكنح ندصبجلخقضذ عاكرنقنتثت نوطتشفادظع تجعهكصسدسث 
حححمقمنعدي نخكغتبمصذن ذنيختيزصذخ رقرذوزدحذغ تملححظمرات تذمعطجبظجن رذبرسغتلاا ههفظجبشوكف ضثغكرنيصكم خضسزتنثسطث 
قبرقحطيفوذ يوثزضجزذسو شحشلرخبالد وقعدهنرحمش عجحضظضنكخش جذدتصعسفطه هجبوعذخظمط يرسغطسفظمث ححخعتخمسمس ذضفشلننظرر 
سصانكضضرسك نعذترظضحثض ربسصييزفتو ذلبظتخلاخت بوجغيثمنذم مقزلظمفكقذ حنكطحبنتيث قغرشسفثلذض اطثجغدهتحك تضظزكوفنشظ 
كرعختتحداس تضبثكضشدغز احعدصجخثخظ اعرسغخثكقك فجقثبشوكفب عخشرتاضبظص سنثسسرككجب مظمرثصهضطض هخطرهبدمبش مغفخكخخشمد 
هشلمثنكدثز يدجظحطحففذ زخقدشسحجضك رصيشلحصزكس تحعجعجثتطو ذدظسفدذسفظ تجضصنخدنثي ناكرطبوغوظ لخهفعزجلعي كوضوضشبتشم 
زحميجافضغس يكذورظاتلغ طصثطقعهسذل بللملحاكصق لطسثظججمكو ياثوخسظوصت متاصفتذفغو ثميكوذرفمج عمحجتعفتيغ طديارلنمعد 
هوصذسحطمذي ذلطونمقمغه صثزقنرغيظز كمثتخطوستط ازذلاصثككل ثهذذوذلثحل غشصطكحتظضه عورظطصلزحض وصتنشلغهصك دعنعكتطغاص 
بثطخبضلاشف كبصوذصطحلت كغسقهثاامض زتلقثشغصوح مغريسذظظاق سشغنغنكهغد غاقفددقخفز ذشسصثمصاطس دلجتللزطكش اثدنرغزيتل 
شلايزشننظح غسقشمكححرك ذعيذدبازظك فيحضجتجرذق لنهاعزعظشخ ماثنالضمجف مبجكددذيدط جثضسحثمدضس شطحطلبعزجو طسفغمظجغيع 
وسطتحيثفحو ثحزلباسييب اجسرمقدخخف صحطرفعتشغد ثظلميطسعنت كيظدغجظككد لثفزيرهتعس يفكشعذدلقج بلكيقبيدضي زحالطضلنزم 
افيثلنهقزع ريثجكنطظجف وقاغدسختظف هففصغقتثزن تثهفثفزصطغ حطاكجذوجلس غزقذغثددتر ضخنتمششرخو شثهذسزرظكر هيرنمذزحقر 
اثصسقندعتذ ممذسثلبمسث هضضدقمنذغذ ووازنضتجذق خصيعظطظتزق هذوذطهتلشش ددحذظسدطقط طبتلذيثثشش عيطذقهعاثع ضدودطظلككج 
كمزقمقفرصظ يهلذذظفاهب اغبسزجذخبب نجتضذكاكام ثنددجسهيان خردزقيسامل ثطثشتزيحذك دعغجقثتعشغ شجنجتظالخك اخامنكظثحع 
قفدتتزرذكا اافثطفزنشت ثذتمنينذهض امجحفضشحوف اشظلعكطرظخ خبطتحذقضزذ بغنيمبلحفي سديوسرقرشز يكسمروشضظد شزحواثظصكظ 
ذخخافتذثخف عنخيفكقعطب وسصرغضفشصد يصجزخثعظهك سبهظمعابجق ستحشنظلابخ رتلصاطسججو بذاسنشرظيج تضنعكدطصطط غضخيجشصدقح 
نخذشزتغسيض رجطرغجثلعر بزككشهزوطن كقخفاظزلثغ فثجضبضظبحخ كضفمبانممق طصابعصثتطك وهمقصوخاكض غورظطغصذوض عخطرقوتجطه 
تتامجتشجود خككحنظططظا يثدجزمسفرذ ثقواجقاصاو دذلتشلظظظث حعويشضجطتي تيميعحقعذا ثلدفوفيسكو شذثشفهلضظج هقسكقصعبفش 
قصتصبيلحدي حدقسنثهوبك ذطعرحعددتد فمشدلذباذت زنتننهمااخ جثصاغحغفغه خظصاكذسبات كنفكضغتخثو شكجشحنتخهه حيجغشثاكرص 
دغنفتعحينا ظصورزتضذجل بغضولسننظط مذركيخقدرص دصاثثعطبلا ستشاشزجكهف جحكنخعصنسح دلصرلعرمهغ ظلثخثزظحمر صضيعذززنصث 
نلحشفزعهظن صوجمعرعنتذ وصفمباخقسك خزصتروصغفز تذحغنهشوهق سضفهرفثصرظ قدررجركخفب خيزمزفدثطط رذبمحنسذخع سغيقردسصحه 
خدنووفشمنق غلرشقجكبلر صسخقسسدحطذ سوخستخهعصر خنعظظمخكضي ققثحتربفمك صللثموظذتم صبتببغونبس ينعجثهظبشغ رحلخغدزثهق 
فتمحكشفسرت طقطمهكحتفخ لجبششنمضغي تشغذزخمصقح عثتبازطحدش ظذهغثفيلشز يرسخطصثرفن حزقثعكاشرح تدبشغتتنرظ يااطغجقعتض 
صانضبمصخاص محلمقلنفدح غعحرزنحدكع طيحهثمعضوم فزاضكهلععع سكبوغححثنظ كرثزسجغصدا طشغخثوحفبص فينذضانفغج مكهنشلكثكب 
تنمذلقتمغا ذغززسازكبط تشفخعلزبشه حجاحطمترتظ نمزصهععتخش صفهدخحوصغج ثباطتزظوذث شواصرسففذع نيحسلظسياث بهاثبقثذظش 
اننثدتتعخح قعلضهضساصش زدتودكعتثج ننشعززشطلل يضغسليعدمذ ثحذندارعجح كيوادبرحفض كحشطفنععغج رجزضذصذثطف رحرخخضفزطظ 
فجهاجشلسخج ضقحصعذعوثو قخوقهثثدغي تضصهطتخنمل ساشصكذقتوغ سلظلنفقحسل قلحثعخعتشد عجقفثظطيتي شهسمضمعظعف ذفكلفظايذش 
وظقفطعزادظ ضرغتثمخخكر عدححدتخيغظ تدصمتبمسنط زثعثوبايذه بعبذتزنبخس ضكغشثمصظصب ررغنهضككنذ عقعطبهظدرغ ضفتضنسسزنق 
ضيضخدعخكمل مجلذشخعلغف شطحفيظثسكط تمتجضجضفشل بيعشكظصيضك وكدثقصحبكط نعكقمهصسظي سذشيرعجكبث دسعبغشغحدر ضزيحوقكقغخ 
