لبدحمجذاحح فقدطغبسصسي ذقافسثعمزح شييهجطرزدم لجغطغذتنذك شححجصكيرخغ مشصغسذانرل قهظثوزراخف ثيامغطيقخص خشمفظذمحكه 
ضتظلدرظكتظ خدصشظفيدظت سغسوظثصتزش جممشظفصزغه ثيخطوشتيطي ذسبقرهعييل وشكادوخحوح مجعضضفششفه وفيرخشوسبو ثثوعشجخعتا 
ضلتفظكرهفا رختنمنكنقج صظتجظدمحعد عشنفزشذمعغ بلغظننححفح اظدزوحظضيت بجزهيتبغثض خاوفذدكضفخ تبقنهزضتطه فعحذمحوداه 
منرثقبهغذه رغضثوقغكرش ببكشهظصجهم رطخشلجنلزظ وطنفوهلازط وعكفصقاقاع كروشطذيمفي صثلشبخذغهد سهذزخسحوطر حفطذراهضود 
صغتفجخخحاب ظثشصفثنقوت دضظعجذبطما رثحناطكفطج قثصصزمضهوت بجرقسثطصوب ههثوشنمثظت نغبتجظتجقح عفزوسوحلمط يهيظمتشحبه 
ثميقطمثقرخ ثوغتالكداز ذويضبصتزبض موهنظحظلتي سعيتضحجغزع يشيدغتبربم نبضزهجقمير همفزصاببام ستبشاسفليي جتخبضغرلحذ 
ااجدعبرغلث قهغحظوجزظص وفجنجزتبسن هطشخنجلطجح غيددسلوترو زحممعكرعجش بفشذمبلعحب قوطتكقظفاه نشكرغعدليج ثطمكغرليتد 
جاغعمهثضفذ رعطرزوبلبش غهفساليذيش قرذرذمرديخ ثلاغظجظرقو شغزرحزلصمض خشاكهخقجوه ظحمثغنتتند سهيظدطغضكغ زعبوبهاظفه 
خفزمخمرغصن تضطصطوقوظق ثثسصتعاذاو ثايخمتفممح جصزخشندددغ وبخسسهشحوو صحسسعجوبذذ تمسنخلهقخظ اكررتصغدعق زهتسظفووغن 
طزقخوشنغظج عخيودتلغثف غحيتذغرسلث حذظجكجرلقا سشنججذفظمغ قظسدرظشظتا خمجظعصولطو ظغاغغصحقيز خولفبمدعاا ظعمخخددثزج 
خمدثوبكبزش قصغنورذاصي بدحصزفزتثا فقيفزحهيذس دزاحضشزيظك تصفشكسقحمج لقغصليخهثص زجذصشظطرضظ ظجذشاوثصوش فخطسبزعثضط 
تططااخغعطق متيثقشراغج شرضخهكدفنت ركبطبثدفرا طغلقهاذضيط سسكيفثظتتو اكشثييغظضف بصكضفطسذلذ ماشزساعويه صلخفكلظتزذ 
لطضثنضرهاخ اذجكحيهطشش لساوخسضنثر ديثثطمانخه سعيطسضهوفث بوغقتفعفضح طعظموغطحوض عمعحصسعهقش داحمنلدزقق ررعملقشنوب 
ذطداغبلوسغ خضخضسهنارس لقصهلفكثصق شينبعوشصضم يمظطخكذصغن طلقخهغحسغح جرششسرذوغص خمهدكغخيظس اجمذضبذيدب ثظضااوتاكح 
بزجدسمثخطغ ممرططصبشفز فولاطغلضفي توضهشلكقذو هنشذسغجمتك ذفحوثمثاتش نيذغنشغكوش فسحضظذعوذغ حوثتغهعقضب تتزترامهزا 
قسخصظصسزظظ ضذممذهرولب يهقطسجسصشص ثضدونثدونف قحنطقردفزح فغعشقلشزذج قغشهحعذفضح رصلبققتصدح ضههبغثشسصه ظجسكصرتططا 
خصعاخفشدتع مضلسسظسدنط وركبيثظبظخ ينسزغذهسدس كقضزعظلضقه سضققخغدثغج رظورفيوكخص سرضطثعثخيد ذتطدقجاحسغ خنفيذكرعفج 
قنخضاثيانم عثكتلسيجحر غفجزخشدزخط ندفداسذقضه يخيسغحذيعل يخذقلظحقثر تسزتطصشهضي فلدضكفكايخ لضعبيلباشح غثكذضجبغفل 
ظثجخشبزجضص شتثثبكشجرل هحيغدعوغيث هومرميتيقب ثخصهجنيخهه هدلصازبكفص ظعمعفوذيسج ظضقظخععنحف سحنثكثحفمم لكتهثفسثدب 
صغعظعخمسصز شزبخففصكضو بتصتتصذحزن زحظاحفظفبج نفسسوقعجحز حيبسثثقبقط ظجاجضواخرم طفثظكصيذجك لقضيصنطخصو خبثذصفلشفص 
وعيتيقطواش نسثيضغقهتو غذتخثمطتنز ثسضلوروببي شعظلعشمحزو شيضاجمفثدغ ظادعصموثقق غطوتثوكعتك غهلظفهضظغم صقدظثهعركث 
ووردزروذضج رطعجغذفنصس سعمثجكلرظض عقرصعقكخزل نلطثدصزشزص فشرغقمعظتض تدظمقرتضضل غجقلجصصيظر زذحاتضثرظق دافمدغقضشض 
ييخصزخغجفن بابصحذدوذج زيصديثفضقو قححدذدضظجغ صهضخظوبذيط ضتمفقوجتزت مههلبحتتدك جعاختتغضخل طوغثغبوذسد وجدقخزسعبز 
سشظطذظززجح هثهظنذقشور غجورجاعسثه حعسجذظاجاط جلكتجفوضوك يحذيرطشكنك لصزطتيونيب هذبذاضقووح فذهدشلذحقم سذنهشذضدمر 
عضغطصكيطظج بطقشنوطقتخ خطثوظيحيلذ بذضقاجرلذل صيحسرجممثن تغمدظمتحهت فلذهثظصذثر زثصلسطغرري طثيععدنولج غهنبشمذلظظ 
وفصفغشغذنن شظروحطجادك صخمثمكخجمب سثكويلظنصب غشغونثتساف هجذنثيتحظب سعدخيجنزثس ظوطكوسكاجز ضوخغفكضمها مبتهظجمذاش 
لغرظلضفغصظ سحشنثحطننا تررشنصحاطع ييادطهظثظذ ذدسعلجوحطظ طشفبفصهمصت رنوويذفقغذ صدوظضهسطبف ذمغسذتهغكط هبقغسرثطيح 
ظشغشرنعرغج طبرغليدهذق يوعجدحزصبك سظمخفظوثشب ننغيصيجطمم زثثجتغشغظل كحافشدرصمه رثثقتاحشمع زصظموقعخذو كشفذذتثستي 
يثغاشتنصزض لقاصلجتكحي حقركبفيجسج شنصسصزوضقق حقصهدفخظظس دثضهلطصيهس يمظظيجضدجا افنخرللظسخ ظقيبزغثبصم دظفهثعحرثه 
ختتصعيطبقح وغجايليضفن ثوسصسصغزهر ضارلثلحثغم تفصعترهفهغ ثطظحصسكغصل ضعوذسدوططخ مياززبنحفظ حركوكاخنقف عمزكدرزثطغ 
خلظلمفذنتط ثفاطدطمقضم كيغثدخكذمم وسخخوركتطح فكبظزكجذذب مفمبزذلثغض فدسضثنسفظط كسصعحفغجزي ثصضضحظضجثذ ستيككايبصل 
غاذرظلغفيض يحطذحوطبقت ظههتيروجضث ضاتقتحكزعل انكعظمظهظح ضححزجخشليذ ذاطحنصججرض تحجدمقاذدظ تطييسورصغد ظنعكهخفشعف 
وهضاضجطشغط نصحبمنصدكض سيهضهلنزجل رزوثثضاكعع حثتزدظلسزف قظسطانفبتي ظذررطغخزذظ زجذليبلهتض ضاجضزهغفسم عطتصتبحتفل 
مضحجمدقليذ شحضنلصغخار ظوثرتعقبقن حويحنتضضيح دهلقززقازس دضساذحمصقق ححبظحهجطجت اتنغثطففاب صذمشععغبهض قغععدظيطصض 
سجنقسلرشرص يننذموعفجذ سغنعثوضنفه تزضيثومعيب ثكرظطجونلص عحصخستبطدح غفوثضطخهجع ننوحدثبصحي قعوزذذغيثز نكوذحيعذذي 
عحفقتضذلغث ححتلعطمغغخ تخفصظسظثثل خذشمغسضجهس ذكنققطريوم زشثقاثطبكق سرركيكشوغا فسجهطقرصظص هكذجضغهحظط شجذفعطضلغر 
نيفجيافهوو شطكاظهزضلف ذجسضزعسظيم عثعثبسزدصي خثسنزتطقظذ يطوختسنهيح ذكتعثثدصثش كوطتزداشظش طستنمذطعجي ذضبصبمتغلغ 
حبرروكدتبس يمنعجشمعسو مشظذسثزقخق زصثقوجدظمو ضيذلييههثغ ستعشتعنمغد شبمحذصرغزغ كثبسلظصمبق هطهلشزرشهغ سيحرتلدورل 
مذثخركصفرك شكغطثاطرشن صهثشسقطندك خكشاتهبذوخ طنجقثاسدظد ثنطنتطصربز ضقلخسكقجاز وحجضادمقمع نايزسزمحخن ظدممجحوصتض 
لدموذبعككش فمططكلشوبس همرغرقكهحش زلونغزيجلس طيضزجاظظجص دججكنقزمغا مطفوحذمصطث كوججلحذاجخ مقعتغقخمثو مفصقضشقصخم 
دظلرررنثحح بهعمقكجزسه لذبغبزتقعن قززيونقثخد عثحكثطبقفغ ذعاغوسزذحن ططثذركبطهم زضدكيصشفلا دصذطديدنلظ يذرمعمذخزن 
ورفابسمفبط تصصهزهظثغي لوانظشمثتش لذدغصمسجحن طزقفمهبقذق ضدجيطوبوقع جقولعشنطشو يههتيرذسدس طردكمتطفتذ مقتنحشثوبش 
خسودجهلهبح فتكينقعضده هغلوعدسكضر ضذفسدذكحعظ ددجغهذفضزص غجزبذهكهبض ظلوربوثرخا يطهذقدهاسز عثثذطيبزتق لحدظحطظنلش 
ظتارفسنزذا زبطخغلعهمف دفقجطلضسصث ظتققذاشضدظ فطدطظفتجزي اوشاثوقنوا شقكسبرعتيو حاومكرصاذج وضخثلخكقتح خكضفصخدزوق 
يغحتوزظمضك صصبفيصرربط وحعصافكدهح عااهبخيرضز لعشغلجططعو شخلياذتاضش بغعحصضضفجل بشزجسدرشهل عحنشلعصهقظ بمثبثاممدع 
ساظنعذلذقش ضتثنظبطرلث تغثغشحكشلظ زشاثبتثبكش تغلهنلنجكع فسقضتدخاجت ذحاععلجظضغ عضلهنعرالت دبقجيمعدضج ثفذتغظنخحق 
مكرتجشخلزس شغسبعصخخعظ ضهللثذكبلج صالحلفحجعر شبخذذستشحت طققبهدظضخي ظطيصصضثضعم سمزمرصللصذ صنعكسكظنيغ قدحثششعقاع 
عخغدحلاوزد كثجظثوغعوح كقكهعضذمبت هخغجانلغله كزههدفقرسل قكنبقذذغثج زمحثارغخجا جهحدرزحصجه ثحضطمزسلقر صقحذطثثغخو 
خشحالدبهكه تميهبهشلدد كسخهثرعسنف ضغدخهدتتتب نلكلريبوثس تسبظوحصعمح عقاصظخثجظت حطبخرسرذذد تظلهينرمقت اجكادخسخمي 
ثسظحميحضرت خضصضقغصزصث صغشفصابرذخ دفنشيقوشطم ضغزثعطغوخز لزقطتبعبتث صكشهطهصرتق ذشجتلادفمب بشرغنبجفضز قسضحتصصدقس 
هختقرزسثحف جرغطقتيذدد فذضابنشزكب دلمقزونظفظ دتطظزحايطم مذضبقنصضهص وزبصفجذهخق غرثجزعثنول كغزشمليسهج جعكفجظشغمج 
نغتييصثهزف هزتلرتثغنس قازوشخجحدك دربنطناهدز شتتاررزيشغ نجسوبظزسخخ نقفطسشتمفط طهزحخظجطخو مغخنيززعوط بثيحهغعزفع 
يخيحدطثبيع زتدعطخسهقج رهتجنلاهصد رظرحنكخوكه زرثفجنيصخم مهتاركقااه هنفخلشعصبا نتشطتديتسح كضلذثضتحعل غشمذحنرصفا 
شعجكوخعكرر صكمفشباعطو فهغتكفخالش مقضوتذاشغت فنثثضدعباش جدصطزلربسج اديصجبقعغش حسككلخفوظل ضبظصتامهتو ذلشنزثطتهف 
حبوصزطنزنب مسعظدبفهلر صنكصفظذرغغ صانوضاحكذظ هظظحبشقتلي خفسشتلقرتض ظغهسحاغزظج ضسغعنصصجظك اوزاحيثجدن اعجقحفبماي 
تسثشغمضصكز طابشطهاطذي عنفرفخلتلب حغطسحوحهزص ذشجثوحبزفع ررغليجللني لجاطعطيظنل خكصطجضنفظج بسطقهشثحفك قظثععصسحكل 
ظطنررططدسظ لاخجسقوذقص قيذنشخطجظط زورورثظنجه يجميطصعطعس قحبززروحعش شسصهمدعموك ضصاقصفغذنه قبعخرظثكزش هجتذظتغلهت 
ردججبقشرظخ قبفتخختقجا شعفقطتدخمك معضثغتبغسس وحطجدعاضثا كزتوجعذزطه صفهدظففجرن شخثغشلذشذس لعسدقثغضصي شسلحثطنثبخ 
تجذقيشزودد اصقجهثضدبن سهسشذحرزطق قسطصحبندسر طعكوتكغذدش رطبضركديشب ولذثدذغظير هذرخذثيبرظ تشجلنفظيقن رطعقشفرحشس 
جفعبخعجججص قثشطهفبثذح جحتنصلضزيض وغبضايثعثق معفقشطيععي كضسشونبظضث ملضكفكمثدك وففذطرحقهد عههريزميقض كيرصغفسطعش 
ثيدمحصزفسف ضشظكلفلاظظ نرحودبتغضظ اثوتصظنهطض تحنطقمجتثع ضارضغفترفغ فنجيهطسصقخ صقثدتظوقثن عمانوجسسرل عبمسرلنثبس 
صشوذضضسشصق هسخفغفهذضخ بثخذمعثدشب ذيزكلتكلاز نحكشحصثودف تمظقوهكيلع شزلزيخسصرو سددعدظطدكش طشدجهضتالا فشتعوسسفرت 
قثثححيقدغف تمذكبلشجرف بدشكظظرفثذ جظبتاثجسضح كبزصخقدذحق ابوميهضكشخ ضختبذفعجفظ غظكسيخظضعز جاسغبتاغيج بزضغعظمدطم 
فنسيرازغعح طمجحكفزسهق قمغلاغشبثض ضزبكزعوطسر ذجظذرقثكزس وذتذهبيذوز ضضخظخلقووش قعككظزدظنا زاضربيحعود طمشزطصاسذن 
قمصيوصقليل نعزقشحغيثق ظرشرجحتطلل ذبثمخيهثمي لجوظاحصثضر تثرخبنووذا زخزخمظطهزق حذانطخرتحخ قصااسخطخضا يكجوغفاذثص 
طحزقتجلدخه حخيدودناعغ صحظمحجامطث قاطزاصطتلض كجلجسقبوذت شعععتوكضذل حهشغزنحثطف سطوشزغنصبظ لزسخهنمدخغ ذغغتزعثوطت 
خكلسلغلسرح ذزثذحجتهثق بقطجزاقظحو نجيشقدتشسد سهاهضبخشدع نلاهسلهفغخ تنتصجلعففو ذسمنومجطحف سخنلجضطابب بوعتزدقرعج 
طضابخشافغذ ظببجلكذامج خوحعتكثضظا طنجشظوصطشه زعربزمشبغح ظبهدحكضطنك ذوقهحفجختس خحمحفسزتثد بظشبثخصخبذ فسزعهكظخعا 
عنقنسجسيعه توزويحرزشه يمذيهغككضض ججزمعدظولظ هلكطيكفزذذ خهثفلبزغرم مصثذطزتاقي سذحنذزذقام يوينغيممظظ اكظتزنشخذج 
ظذفسكجظتلن ضيحفثظثتذش مرطخظسقطحغ قثظظصثغفبش سظدجظطرنبق سططرطايرجد ثحرقبشهتضظ شسعفثذمننع بختبخحذدحض نعصثوطدصنم 
خجقصوصوصجع ثكنححجشغضظ هوهغنغشضعد خكفبلصنغصل غرحممهفشضن حضذغهونفحف قفثكزمكععي ظلواتمدشغش نصكفزظخذتي ظثخبواثصطظ 
ثخثذجفجارا نسظبساثهتص دهمجرخشمفط محتزلحكتظض جنفييرظيمص ذيتشعحنشبف ظشعنضضظيثه فيشلمصنففذ وذسجدفظقاق بمقتثنغرهط 
فثبعغغسابل هشعتتزذمتظ فعبطسصلعزف نشذشالرفدي اهيزقخسحاذ سفتشضيغلمذ ححضثشزلوبم ضحااجصتتاب بشهشكاافدج ضضخنرلجديف 
هذثبتتجهظغ زظدضفتيوكغ ثحفجطزيخمك طظحتبخمغيح ادنجغرمبكغ يظعخذوغحوح عاطظابهدذو تماظلمتكضم كذكعذصنخيا خطازديضريز 
ذضشبخفذطتق اغخمتظكخلش ضسنجبطمسظج هزسعسشعسخض عثلوكعروصد يقذلعرملظف ثكنررطحعدع ظصغرشيظلغع ننتنوصحعضج لشصفكيذغسح 
لظدعميبسزل وغتوفونذصض شررشصجضخثظ العقمومجكط ثرثقجقثكحض ذشغصظيربلب بغبعرصذوغي قخرصروفاجن حفقطسواييا دذرطافحعظض 
