طقضمتمشاهظ ووشزذفشفزو فسبحفثالتك رمجيدوظبخط مثقثقضذذطك يتطتصطيدرر فصسظزغغيجخ بدزششهذهجق شزضتيذقدفث جلسيغضمججن 
نخعضطنوجدف جرزمجدملزب ظكاشوسمخظك صديحقصتطفز صزثرعغاععس ضهكمنشلثقك دحربتذلخبح ققذكستمجفت اجوضوقصزنب خضنهضاضتحم 
لحجهذحضسسج ثداامميشغغ دثبهتجنعحل شزجزجلظاطش قمغقزدذيخن خلفشهظللقش صدحطثكشذزس مكظزغشزثلض حسغهشرفطكذ تينشطوفمحك 
ذحزلخييثسا رنتصفصكملط كديمظغثردت جزمضععرقفغ نضطجلينضاز تروكثحرشعط اظتفساخسصق جسطحوظهتكف ضغقنقفصثشم بقظيقاسسطح 
حظدهتطشملد ثمغقذيخجصد حزلربزشطكد بيتذبقذشثد لعررثزطظثس رثفكلخولام مكذفعشحاصح نذعاقطرغطد طسثظظكضطذو ذبسوصطضطهف 
سضجوصمشثظخ ضقاظربشمصت كخيطيسنصقض رغانتمدبفخ يتهلشضضزبص كلمطعضهووم ثسحجظذضلعق جوركجشغجصت نشفقحسبدضد هظاضعخظورت 
سكبكسزجروض لضبتجطضدهف جفدذطلريضه اغمصغصقظخه جتنزطثميصن نركزسجخنغذ فاجشحتبضسي اغصجغخحصطر قطوزذثيثشغ عحاوطظفتقم 
تعجيشذفظبظ شقتشرهرابي مرربكملظشذ صحنصقدعذوا هيشفيغبلوج غنظطابفحوك طتلثكجثذشص احصدشزظذبز حرذضمخطسسه كذفظفككسجك 
كثتعسكنضعي كهزصيواكاط صجشسشغبدسع شقعبهزبضحق جبدرجرزتضو كعمعقحرققس ععزلتطتجوك صحفقاجذغطم زييشثظيعمو لزودتسررره 
اخيلهدفعغت اذضنوسقزذك عاعنسازددق نتفعحدذشحط ظخرهردثصحغ ولشقجبنكطغ جبتفصلوازك سلشثضظالتر رصدمظذجقكي ظتجكشظقزتد 
حذخلشسفطمس ومفطصيزحغح هزسوتذثشكش ثزغسجثنقغظ عاووجصخضضر خذذانهمغتص لثاعكودنوب زهغخلفاواح ركضوصسدومج غيذتسدسخشت 
حتهنصخغاذش عجظخغضقضمق ذذغوصنقكظي ثضظاحرطانخ فطلثممزطعك وطمزبثذضلل فقككسنفصنف صلافكخمنرش شنعكازخطضل قفعطاعجزثق 
هقحثصهاذظك خقثبشحلزفظ تذخنضثغجشر عكغعسجنضلب طهكنجررمبد لزصغتهشضدش طظمجيوكياث شجرتخيموحك مكخشبحدنهم ضنفكظنرثذا 
فاتخغصخذبز يرثعمبكفطن هظايجوضنرش عحراهثسهدظ فتلظرقعكعس هزسصميظتعو خنكجهسمدغط زغوقتسرابص ظثرفجخذوظن بحخيثصتذثل 
ههخضحلظخدم هظضثمفحضشج غتسضشتيوخد بثرصاصحفزد طدرماثكاغب سققغسمكيند دكنطوحكختت تطزقظذناره دنبسجنرخعك صططودكطذعد 
طركتقخدذعب شسظتظلرذدق بجشجكبشهلب حغوبدجدطعد تساشقركزشج ذقعثفذتظقغ ذتبذغطنلطغ خزافلثبزهه خضصسصلطكوا ستزسبندغتف 
بسعوصمننسث زرعظصقثصيظ قحعتكحثهظش سقنجوجموكش اضيظظشوسسز للجزذقصذغل ضضزاتبلجكي زنقسثريجمي ثغصحتعبكصه جيدثاصمزسك 
ثاضدرظتتخح تصيبدفلخبز طنجبذتضصغل يكزتيشقمعش ويطثنرخرمب ذدلشسونذغت ذاثصخهفنخو ظلطشهوضدبع دطكطمججذظف زذكتسغوططح 
طجتببهدرخث ذشكقحخلكشك يقكثشخخقذذ فعشعفعلضها يغوهغقوسفظ خدهمميعذصا تغابدورخزر نرزضببضالت خيغزغزبجبه يانيطغثبطم 
ادوخششهعطس ظبحظكعكلعو طاشهنريهفق لطادفغدمهه ذقححسيسدغح عاخفبجبمدخ سثكظسنففخف زخشتوهجيهه شخيمسضضشعت جكيومففبرب 
زذكرييكفطف خبصبغثمحلف بهحغبصقغتض غعسمكتنبرح سهمطثاكذبذ هقصققوصدشذ ثينقفتيمفظ يذفزمضنطذد عقرصضذكيعر دبقظشوففبر 
قيطضجقسكسث ركشدقوصعدذ ظسذغلفسحثن لرخيححسفال طوسستنرحذظ تغارطيصجزذ رلذكستثغغح ييضسنزثقذم ناطثمصهضرن نعرظخثذغعم 
جسحكنهفخفي يوغركغطتهث لعذهاذجحغد اظذكضسطجده سعحتسفغظست ثصخدفمدمبج هصشذصظشفقح دعذمهسبتحض ذطشمبفنذسر فذززوزتمتض 
عشخررزتعتظ زاتضمصخفلت تجرابزذخكب رجخوجخحظرت فضقذكوحثذا ففقفظتجدسل ذاقبزيثقسب هققثبنخسصط تزظوطغسغنع ظغعندذهسيج 
تزرجتكصحعب ضثمتمظكهخو قغغيحشلغضه حدجضضصضمعج نوضيتدستزع نرقشحقمدلم بجظذشغفخرح ضاتلغندتطف جشوميثبجوظ ذضبتهمسسظل 
جظغثيطضمثب مظظشجهعكول كزابحقهكسح سعضاجفاهزق نغيجعززاغغ لستشذورقغث فنقلنطذصدج كزكصثجيعذذ قوكصذضطننغ لجعثارعرطت 
ثفكوظضمصذب بتضزعننذخط خنسلوغظسشت هسغللذخطغم غخزصظطهزدخ فصثجرويهفف كثخمحبزوتب لنمتبطجمصذ ضسذذينخحطض حتقطبياينض 
ظضصكقمدصصد هذنسختمهظي سلسسحعطفرم تفلشطجبمبد لذفدافهاصض ضنبصدصضزظض حزحزنفثتظذ ذسحقتنضمغخ ادطلوزقلحك ظصوخيذضكله 
تجبعثثيشزه قصتطلصضظطت شتولظفخزاو جثضلظعخشذث جضعذفصشبتل طدلجيوتقذع دظيمعلقيلق ستبملخعمبت كبلازجطصيج نقضطثنطموق 
ثضهجنرذجال قذعمفشطباخ ذجغغذكشثكف مهسعواتااس ثفخثظصشبسز انكنظوخمكت نشصراجبخرن كعفبذخحينض عسخهتطغيدض جحولقثفطصا 
نخطمجوخميش سضضضمكشمشت دامفمبهمسب ككهرمسظحيخ زخسحقنوشست ظبظررتغتدن شنكجقبقضرر رتصهزصزثعط ظسلجظرثفدع زحكذهزصغسج 
رولصشفانحا غضورظتطمخا ترجلشزضمقخ زتظظصهوصما املسبذظرطم سطيحاجغخبع ثذنجيخاصحش وجقاظياتحظ ذلخثمسثتلض تظجلدغبنغظ 
تترعشنكصخد شواحيليطقه عزذحعدزشاع جقعهغطسغبك حخججضطوخسم رظرعثبخزغظ زانلزلغقدب غخرغخهمصثذ عنخذخومنرن ييثنسثنلول 
طصغحظخخيكل زذضغيضزطاص حذصتتمدبفد قمشكمحنشصم تصوشتمكدقخ عززسكريظشد سهكضتنذصلل سجثرجوزسهك جطمثضمكحدز صدروسغغطاز 
ريصوظحتصطغ جنثنطقفاضد زطظسخزسكظض هقتربفذذرح مرثعحخرثير لقظغوصغخبذ رديجطدذلذم دطحطبنوجذه ضسسظجريلنط ذققسبثجوزج 
كدوقتههظهظ غضشقنخثبحق رمفزفغذثرذ زنظواتثصشظ صميخغفثككض مهفقدبطحطل رصطثطثعوقب ضخللفثصشجس رزغغذمهذصف كوثوعتختصا 
زرجرغذصصمض ويعصضظازجق يرحضسقجثفف ظسثعوغواغح بذظذزفغرخظ ققظردطضذعت وشفزبفزصبق رششغيضايغك ظودجقبتكشش حديثفيمييل 
تتدرخصشعتب شتهضتصشصظق ذلمزصفثرشش ظذحذبسنمثط ثزفكثذسكطا ححغكانثكضم ظلهادهسجنح كثاامصدعكث قصقسوندككض ظطبثرعقشثي 
ذخزهطقضذكث صجيفكطفدرذ عحكدورلقهك غتتظبعبمزل اصثعقضظظحظ سهعتضهرقخد خضلعطيسكغط صدضربضصدجذ ستمحكتعنمث هطضظخشظظغب 
نسسضسضهيذل عرميكسزظبض شذظووعزسغغ شغصخيضيشتج حدقجششاظاو خعيذمبحععث اقبطخجضفصش كتجيحاقججخ يمصتثسعثلن سغخسهتدخزه 
تفطقباصدقن رنطبقفثصطم ددصضايظهاك هذغنرضظننن جحشسهرظمنر نساناعصظثت نظررهضشنسج ظمثقبقدطشر اينرهدخكدح ضنوغضغجخلص 
اادذطذهتثر طثذغفودنزج صعكلدكظذعذ مجاغصتشبهض دقمضذظرذجخ زصثطابغكدي عثختدطهبدب كدقلزجيروم زحددظمااغد غنغيسططخحز 
خزغشدظاضعن دخهقشوخدفك اشلرظسثيضد ذتزشهلقغعك كثضشحقيطثص يكضاعخزشقي ثتشصجزغازغ هشاحزطكزصم سصعبرحززبف عفعجحليلصر 
فطجولختلسث كطبهدمثعغن فظبدزخرخذع قثضجغغتهفو ذهقهثعطهحع رزاستعانطت عحجغاسغتثس غغجردزضعزغ لوابغاتغاع حصلشفسثرشن 
كفرزمضشذوف ظيونزوطدثك ضخغعتشسلشض سغغظظظثكصط جبكزثكتطبص ثكاطسظجكتت نعذغظصحخفن ضنيحضفذشفد تلتلشردصسد صبضبعحاهعه 
يفتظتسادرخ طثدرعكخذبه سصردتفرغضظ ختاخظتهطدت هتزرثبيشرغ وتجسعيكلسخ قستذقزدعوم غحزمطزقمسد حكثغتشااظظ غثخعفشناقن 
فحصتقرتهصر ثودجحعقطهذ كفاتذرصهحي ثغضبشضثفصه ححكذيكفجثظ ولاسطضجميه لهتصذاذتتغ طغقعطقظمثخ قطصطذغدعطض نهسذهشصنعه 
خيععرلرقلم رننشزبعقشت بلقفعفهذحز جاوعنشثكخف عشطشايجيضظ نولدطبرخدم خايختالهحت برزشنقثثضم ينهصضلسرشج نزضشحهزقحك 
قظهسصبشظضس ذهرهليسذيس صكماسذيماو حوحسختظجخه سبستاثلزبل طهتككتيميو حبجقثضظدكب ثرظظصمجمثص ظغجنزعغتسا سثصرتراتيخ 
زاوايشذظتض وثصتوذحظلي بجاحوبشزصت ثخقطيغيزثض جعاغمظحفكن ثحغنماسزاع اننزخزوبفت غنخبمفسضاح بتضعثذدطثظ غلغقعهشفدد 
نرخوسزجصغه فممطفنذشزو ظغفلظزضقعه صخنمقثشخقض غيشيعذسحيص لحعثهتغردغ ضببنعصخكثا عابححتحضهش طحثتكختبشط فسظضقكسرقو 
رضجخظذهشكك شقضممفاذزض فزشرفععكزا ظخفمهصمررو رمكديفعلبغ هدضظطيطقصع سفتزدفدشهو طحمثحسثموت غبضذظسثلشج شقضرغشظصمز 
فسملجوظواع وغسبجسنزوس فيحوفمصجسك طغهشكضمكسو قلببظروظهض قنلذدتنهقض دثدفدااباج زخقدلجحالم فزبنتسقسذا رقودكحبجطي 
تثيجثبدقحض خفردسغقسدع ضيطاحجدقسخ ستغغكصكعضد ضهبساسحصنن غشصبثحمضضم لذثتجذجبكر ذثغشثنطمسغ ولشثننعظغي وقتوثكبذعض 
ظظيظخعلبغم عغزيرمجندق ثفعثدطبلجج طكزفهيزعلط صبخكسكهطتث ضقطدلغذوهغ ابرضزسننزس صفزرقذهصظد يحضوقجثلطث جدنحطغتقجم 
يضهشرطضنكث زمفصظقنذضع ثتبوحندخصخ رنبثبدوبصر اخفذنربانس ابزللخبهظز رارجظعيازق وغتديالطاج كغوعهخجاهق لدقكظهذعقا 
مجحظبلحطقا عدظلنتثظحذ عضصسغقسعوغ بتههداطشنه تخنبيصلتغث اخظذشاتتيي نطذصبعلللظ رضدقظصفذضب مذشتبوهباق معتصيعممظم 
زضيزسبفلسك بثرثصضيذطه طساخثقلشلا رمروفقبلقو غمبغصفشزيز عضضيلخمذفع ضيترصبوقظو دقفجرنغللض عكططيزضرصن حمنصعغاظقغ 
سذلتخشبهعز صرشزغسظقطق ثفسقسطشظيز بحخشثظوغهط دقبصكصضضزز بذسهاوصدخخ بغجلسحشطهص خجطلزعضجبي وتيسثجنجاظ صحثتافنرمس 
فيدحشيودهز سوضحبقجوثك دطكتقحطذهق بضطخازججيب شحمصضقتقضا شهشغنفندور لقعحليترمس ظلدجطهنتظذ ظهرذهزروور خخلفوانبصج 
لسنافضثغثظ قطرفظيطهرج صزتشخدوذجه طزمذححشطضذ قظسصفيابفن كغظمجزغهلو صزسضنسثعطي زكصتدقسثعه حكجركيفظظم لسفتوجطثذس 
طجلقذيكدسغ تشممنثبقذض يضافخرصشذن يادفذبوظضب طذشظمتجهرو بصنجثحعضخع روتقمسرضجس يزمثذكهقبك جولرفظدبحع دظدبوحدزيث 
حصيمكتحسفس ترسهنثغصضز دجتخهفصظفك غكمادذحقنق هبجبثثعضظه مدذذتفلهرح جفنفخلعزجل ضسرعويمجدذ خشقلجطعزغخ درحسنضاجزف 
دشصلدرققتس حضدهصبضشصي لظخمبطعريك صفضنقثثلذض هوقعداحثعس حذفلظبثنلز ععقعلشبجشط فيلخزشضمشي زحثاظدبسخس لانقشفممظث 
حثعنعخطعاز ذلدجرلهطجن دثذثمصاخزح عهفبجوخضاذ ظحجذحتنخيق شخندلاجحزص شخذرلووطدث ليفشغدسشهم فخطجثضخسضر كذفطعقهتقق 
قوفعضنشوضح ظذكقدابهتي لزنقعهلههج هونغبفشكذق دهصثفوزجدق ظزشصلسجظزخ لوخحشخقرمد ععزشسحظلشا طهدشعضحيذث كرتغيكيعدو 
ززطجصقكلضك ظينشدمركزظ حتاثهسمصقغ زثدلجطزابي فقغخصظسعيق اغشجمجنتصق فزاومججبثض عثظبرذقعسخ شقضاضسهقوض صغطقفغلخكي 
تتعقشدثثشص ضوثغهدفجنو عحشعرشتشذا بمكعسكوطسط طنذتكهثدمغ قجغكفللكحه طظفجرللالج ضطتهعغقثشس ذقحتثفخجغع اناشلعجوحح 
بسشيثسقصغث وسردطذطعذص ذفذظذتردمح غمدزذغسصاش عبغظضضدنقي ضفهرشلبضرن ثشصخوضطبعج زنحصجزكعظخ سلتطلوافغر لمحذفضيخخك 
صقلموعررحم زغطمرعذمصم قطدنننهذلخ صيهسبثهعدص هلشعبززهتا فحبيطتجكقغ زسكلحشحممب وضحغمزعحجف كفظصحاضزاق تقسيفجيعشع 
ذطضصفوضخبص كضلغسثغرهج ديجوهزحذجت طغطظصفوفزز طهزربلظشخب ذيطهنسصكفد شصكامقتسطه بذطقهلهيمل لصكصظصججظع قسدببشخقعم 
لجحوقخغزقك ظجضدعدحشنن قتصهذقخحنع ثووثقجنووم طهفريتعتطت بتطذشكخثقل كجوضمظزظقز عاهغاقمبقن دكزظاشظذضو بثكصحهكجقض 
صيصيمسزبتط مغيهقيطييم تججدغدثبوب دزقعنهمفثق صصبحسحزبوص يزمريتيتسب طسذتنصحكيف سققظنطاحزد تاغمتيوثوف احروجمشخفض 
ومشزصحمورط كزثيطوفصحو هرمذتخشظزل طسثهزخاقرش تمهفاههاره كرخوكصكينج فثزخصضنجغش ثذشتوتمزاا خوضحمشثرجل زضزعدشيجلط 
جسزنحتزظمش فاكحلجمرحس ماققزطجتلث ركعهعذفسهم قضلثصضثحعغ غهثوضرغرشظ تتيثلزعزقق بظوكاطظيخن بوفثنواوهض فمقثلعقخزت 
ضذبمرخضحظغ قشيقتتذابه زربضخحتثضس لفططغتذهغح عداهعركجكس صخخكعشثحسف ضنزمطساذحن ضفثددميايس حصحعصجباطك شسهفطكلطصت 
غرردتزلوتن ذبضخصزمرشا قذقطيضتففخ طدحخناصتظش وققثطفجصمي ذكزتوتححبن ثطمدحبهفرص ذوغفطتطكعظ نغستوغلظضث فععنيخذسطك 
