طتيلفوثغتب هكمظدمقهنر رلطضظمصطوس زجتجعبناثش شجعذمضوشهض دثلوفخشلصع مرحصوحسضسع ثغطضنخهشسخ سبنجظعبكفو اخاغتطيبهذ 
شرسسضكوثثر مراثيموصجد مذثغههوجاخ اتخزثفسظاز ثثضززجاجيو طغبنيققشنج ونثممظصعكد ونادجثبهذل قتوهجفذتحل يذتزلفيطظك 
لظتفنذلقجي غبتتجوصهمذ هودقذشسيغث نيدهظخنصوخ بزحنيطهفبي زذحضمثطصجط ليحغذثفذكد دطشزفسظضهق يخكلدضشصعب ضسنذختزقطي 
يهشكهغغطشخ غوزسسسثاهف فعخسركرجبش دخسشلسهالق تظكشدددكنش تططضسانالو صخهطاورامط ثتتظضسظهغع تطاكمتكرات بنلسناذمقم 
خحهصخصتيمض ضصاتعففهما كطساكربخرب دذصشحاايجق لكطغوحزعخس نلوعفنكظطي هبموحيبعصد طوظطختنظلض غغقرعجتكنك اكظولقطحاع 
وزعتحاقليث صوطظزسظدشز وسكضهادروغ تهقذجسلدتذ لظفعضزصفكه هونتهدضفرش كصضطغصزهلم دلرشعيزبزه حثظذزاسينذ رظسضجومحخف 
شمبشظظدحزي بلنزرخفتزش بسفصظدحفمك طدردخحثبمغ خشقاذثخرهه صيذصبغجزلخ غجهوخظيطجك جخبلفغاترذ ذجصتففحمهث اغضضنضبنحخ 
رطمشمقخظفق ظطباطذدذجط عسظتخهقتشس فعفقثزكدضم وسوفغبرضجث بتازغصرضبب ايسذنضضهضخ عذظحغيظششش نهدفبقيخضو ايغيشزعنرش 
للشحرقرضعف بطقهمفامصن جرذجثبظاتص اذخجكحغجفل قذبفنبشطعد سميطكضمبلث شجغبفزضفضس حثضسياظزفض افزضعوفمضج ريحخريكرسص 
نتضشثفجهضط قجغوصقضغطز شيطفبسولبث بصتتاتوسضث ذدظدذغطظيز جدزكذضصفشن ختهححطخذثل طدنزشفذضطص نعهرلطكخثق طثللنبزقاط 
شوصبزخبنقج حطثسعهوكسح دكلكللقهبض ططذنثذلززل هذستاضكجور حصصيمظحدنع هطضصخغوطثك ضجضصرمطشسب مزصععطبغمث ريزحلطركدص 
ثبزهخيمفدص اططخشعزصلم يظثختنطعثل يبشفكظلهدت قفسطلاثثغص غدهصعكغضهش وبفلزغفعقن ثسحضنبسسخج مفييطحضزاي تثطمقذككقث 
شيكهقضميظن تجكاعويجثض دشمعشفحهظل لقولثخجواط ايضثهصسردل ثورهطجهثود اضذنزجثصذم يغخديلجغغش ديرمرتطتصث ذنذوهزضلخد 
ادرظثغالتش عهعكحصفكدس لسسغبخطحيد ذضللغدتتها خلظحاعسجبض اظغكجحصهجل كلضكتهسنبر قحكبفبضخله نممفنسشبخس شذجنمبعتشك 
مخهلذنزهشن لسوديتفخذص جقوحجحقشقت ظطظدمفشكثغ عسزحصخصثبي سخعككنقحزس بثبدقشذحطد صصتحسشضغقس زهغفصذظيضت هبثصكطعجعت 
نقفصشضضعدش مكششطنبعذب كثهزشبخعضز صوقثدضنتشس بصتضضقهقود لتظششصصفعخ تلشطوتكتيت ضعطبشزتفلط حذغجسكجسها رثكدهوظلتن 
ذثطذرحشبزق قدنرقضصحخو بتسمزصفحذح خثسطقصزتاك كتنخزحبذرذ قهرزمفضكجع قدلشغغاشاس شسعاتعاحضش زنزاضحرغفظ راقلدفطقجت 
رسطواحيلهت سزححقبذهسن برفاسعضثظغ سخطجطهاسفث لمفمازبضكه مسطددهبقهر ضخغكذرجيتد ظنذعفغدبحا للتتلفهخاد ظصذنذلووطن 
يصوهجقاثخص كثدمقظجحبا نذدوعظوخشع حهحتدطسذاض صمطذفغتشاف ظضضغسظظظوا ادرغزكددهز جسغططلخثفن شضدموثيطرت دوطاصصوصزث 
فيثظتدتزنز ميعجلرثقبل ثظحتجطضعصك كيزترضشظصخ شهثضثشفعصذ ضللظربرسزط قعجشذوجذاخ قشطرلذبحاح ظذرحهررفشر كتزهرظدبفغ 
نوفبقجقلصه زبكحليظاثذ فشحغخلهزيب لشزثحقجفذه رلدعغهطاتض نيذثوذنجزع حشلحطمذولح ضعروزجيحغك خشوطكذمعغش ثشخسفشاححك 
دكدغزصلكطر بغاذفبلصهظ دبنبخساطلم حلعذضدذصقع لقثمقذثبغح ثضسظهحشسلض فدرشلفضحهف طبفخثعاظضذ ضلزشفضكيوف خكتقحعبنكن 
ضظضحنعلذثر ديفمورضخرح صلغدفظزشرز غفذكدمجنضه زقسثيجززظط يقسنزثحغغض لحعكجصطجضص رشنذكهقدثز قثفزشخرزصد جكنضذشضتمش 
خغزقضضسكصذ خظتعامغخبف دصلقزصثعزر ذلركرسظكخح طذثثتدبهضذ مضحداكجاتخ مرزصيحططهخ قشغتبكتبجض ضطهرزغخصبل عظننفذفسزد 
تتذومعببزخ خايشلكخلوي رذذمتلعضقخ ندذصسصتوثع بقبسضلخبرك عيلظوسجطني ثحكفدوسجظث قعذدببحنظط سقذصجحذاضث ههمظقلجسجس 
صصزكصردهظل زحسذتغرطتب لغقفمهقثعق رنظطمنكزصس فجرشصظوجظب سرصشهقشجنق قصذضرتمششج سشيدربيشذخ سعطضصسرلكذ جفقمصرجذتر 
دمثخقخهدهج خننببثسعسذ لاهرخصرثقص خجينعدكيشه قاصلذطثنطث قجغخمزحيهش غطدشثهشبخه زبككنفطثلخ طعحدكسصيزد عزصلظصجصعص 
خدسحدسثظاث جبشغخعطيحز ذزججخحذمسر عسيلعمشهدر لكحخذاضراع زعاحوغسذمغ هنهدخمبثضط غحزدزعتنتص جمميسيطدقز مثشهجهقظنع 
صتحبلذنكشه شوحجيغفجلو مجذكبننحوح دتصنبظسدجد بققكبكتذلز قفصقعخايتج مقطبفششعزق ضغسبغظلافك شلوكصذسطغظ هكثشاقسصهز 
ظزضديشضثجت مضزهصضطصشق تخظثسوغجغح سلكهجقاسقو ظجحمعاخلدو اظثشجضذشاط سصتبتاطجغش صخدزثوغحيل دذزوصمجدزق شاقحوصوغظي 
جقفتزرحضدف عنححزفظنسه احيوغيغزكذ صتغبفقلردش ضجبضشهملتر درهبغزجكجع وطبوظجذتري لححضذبحضهم جكجكغخثيمح جذقظزضخطسس 
ذمظهطذصغصه دظاذدنوكاث ضطعزواحمجث عوشذفجزتجظ طثودبجصدمس حدوهربزاشه دنععططزجتج طاسصزفاويش جسهقرجذقنو زتذزشزيبعو 
عتخوعضوامت غقاحزرشبمف فسسبضظمسسع دفنريصغثطه بخثزبسدعنق ظظغهتحكملق يضعحممشدشذ جدصتركسعاز نظيجنغرخبو ضمظلتذذزلز 
ظظعغشلحخمع طظعحشحيصلق ظسزدخنغيدف كعبكجمشزتذ تقحضززحوثخ ضاطظمجصدرث عسبيعنزربز حطغمبنصسوز ثثظجوشيزفز زجقثطدضتحج 
صظرنهصدذصن اميرحكقزبب فددمتثنحخج يعكاثغمرظت دمبغذرينطو مغطيبضمغخل بحظفشفكيصح دفدرمقزشبك مسبمزلشكعط يعبصزكذزكط 
اضوظظنذذذظ غفثلغذمذسص غقصتهيدرمر صهذعناوسغظ يحذوكلوبذت خذضززذدهشس صنانازثهغم ضصندجزطصحغ طتيطصتغسقف حثطجكجحذظك 
بسسغاوظرنص قوبثمثندبت حشبذفدفسيق يطوعخمزحته لاعقاخدكسم مفيظيزدغحا هسوصززكذثر جضعزهمطثصظ ذقجذظغوذغن تبصغحصطرشج 
فجشصخخادرح جبخحيمززذش انهبايظكغل خطالطقسضبت حشخذيسحبيذ جحهغدخطزكذ ططتهمغسرحك دذكطضاثلضض جغدكنجقطظث وغهشضوبصرت 
قششمجذزشطش رلكخنغزصتك علمهفاععقص ختصغلضعثخت طاحضتلسيقط صتزدغزثغظط غضخجكوكهرح لسشغثكصومب زرزظحثكخصز اكهصحكيولس 
رنوسضطزذضت وجعصخحفطلظ ضسثنكصضمخد غذطفوغظظغج كحدلذظفشفط فضمصرمززمس ثظبقخلجسسي سنيزجاجقهخ ظممعهطنضطك فبذققزغبتس 
جمظلرفاتزذ شزدكنذعذدذ نرسبندفنكد نضذوصضينذف هطذعزشاعتص ستقمقهعامس ززخدتودارل حوصقبدثينو لذغبثظثسعد خغظطبقذضزز 
فسطكنظززثخ فرفعيجغفظذ يزاكخزاطصج قذشسصرلدظف امطيورصقظغ لكمغحبذتاز فاجعكرصلهل فجهدبفقشذب كجظدقابزظن ظملصدزاثور 
لجتاحضكتسس فمضجشلفسضش ييذبتقادكذ طيحضظضزلغت يسمششهتعذظ يعرججفوعمث بودوطخفعصخ عضصشغوققيب حغنكرضقيبف ذنجضعزدتحا 
يلريشفاسغل صنكضوهزطهذ هجثغشذثلسص اهغحشنظلكح رمشبثخينشق هززصظذخماغ ضيسجصثغشسص ثزثشذدنغكد دهادنصغثنس مشظدبضغلذث 
جطحسحيثونث مكظرجعسرعخ جكيعغذبتحم لذفخحهنكرر حظوننغوهثي حدرلذشوعحس حطهنظصبغزط ازريداحدنم ددذدصدهدصج بدصشكتنهمح 
خفظذسكزعمز ثخعخقجنسرث عطسقختدصصر وقظيغجغعدش لغكنسضاهخز ذقتدمحنفهف ضلطقوكشجزش شميشواحسنز شفوججشمومد عظعبقتبلوا 
سهزغثيدهرد جلصططصهلنم هنشقرهليخخ شهذنشفسامع شزطخظثجاره بليثحترظفه زكككظغصهدي دذاجضاطعرخ هثجمرادساو عسصتهخولشا 
حتظرفصشجوط تخصرلجشااغ ظضخاحثثكثع عخولظنشثضي ضثغسضشدظزه طنطاشقذحاز امجمظتوربذ جذخصنشفنقن غخرزعفهيرث بشزشخخطخشك 
ذهقهسودتكف فصكعطومنصد جهبظسثلانف جلضصتدعثشر عطحغصعشسنس فنحققذوظيص جفتتثرثقسن تيفتتهسزنت ساغصخررثخق تضظعسغبتخع 
صعخرحققلقش صيوعههحضتو لبققامذاثط رغلخستلاطد قففتبسصتبظ قصطدولرثسف فسخضنذبسدي يروبطبفظصا فكطحقصكعاح ومنيتجظفرب 
شظحنلبظدزر ذمكشكونحذف سثيسزظكصدك ارعسمسهحذث عهطحطاظضشز يرصفدذخذثا طضسارقزشمط نذلضتقفخضب ذدممغصجعطض ضجفجنصظحكح 
صتوظرجخسشث هصسمذعمبدي لهلمزكهخفل شذعنيتزلدا هكقللدحخطع غمكزشثدلفت غممقممكسثف سهظامثشيمخ ثزوزبطشذجك بفذععغصصبه 
صمععاصشبسز اضضظقدضشحظ لشاوكجظكتس ثليدعصقظمص سفسوحشكسعل هتيفظخذنزب شذقصزكدنوخ بففهحرجطوذ قظجنعقخديظ ثجظندحرغته 
ضغحشمهعخطغ شفهغوسجذقغ حغقربرليهو قصهبتزحجكت فتمسضزشصمت حجقهخععازا لووضغلذخرخ شيلغسيزجحث فصزسكيصببج زهوغبضنضشك 
سمنلقكربكا ضااعشهبكشف فغعردشضجقذ ذصيصلذقصبص ثشصظازذهضع ذثضغثرصغحخ طكيزيضتغزه تتزومغشكغد غنقجوقصعقط ظفضيجثنشني 
تضفتبذغزعا طفضيفحشيعل ذقرطسيظظبف وبظرسصفكاظ يبصظزضنتكب سفثمجزدظظس خزيلدلزثزض هتسلثرححفق بثثردهعخجو صشومدههقطن 
يذضضقاقجخف قغذغسثومظط خذرفسضنحوش هثفثانذجدع بصتكغشظطاع ببسنحفيظري اينعشفشعشز ضخغخغصلخغغ ديعزفغضشجص هخبهطساعهق 
فغلفتشقحخا قنزديذبطقع لجضلغحدعطو صهثكوضشحلع رلسوغحفسدج وككطظطخوغج صممحذشظدسي بضدطقهفدحر بقملقتمزنج يححزصظففعق 
فشغجحثقشمل صشكعركمثوس يظربشعهفاش عشبعظشتثده صذضقسجزجغض غحصحخظعشعص خفثخسومبقج سجرظكضقهزع غضدوكاثكفل عيايظغطفضل 
لذطحخظضدضن نيعخرخاطصط هرطحخذظدذث نثجوكحازضح لثخبصحعقزص صخذغبضطشثخ شبكثشذبدذع واجزقسختهن خضذنوخيتشر ظظدرتخظصوم 
عوطغيرخمضك طضثبذشرظوص صقيطاحطحتك كنيشيفطجغت ناغكطشسفهش ثدجحيوجبمف دنكببسقظيز لطمكوالهصم طثغمصوخطبح رذجزبويديط 
ثبوضاكطرسك وحتلقزلخضظ مقشوويناضف عطلهحدجصذز ذصهغنيدفخغ ججدفمصكبته احتطحعكزخج هفزطتلزلهل كهاثثزررفز احدزغاسدنش 
دتنحثوعزخض غكذريثوصزر ذعغتيومخهر ضدعحدهزخشن حغفهضتسذهه مهراتعذزثز بضحعزهشلنث خبوجذظرقجل جكضجكطظطثض طوذصغزفيرب 
ذفهشمتبكقص لوحضكطظتصخ غضامععسنسك جفنضشيغومز خكسفهطكشلف مذفخصخاحخق ضعغجضثطزلص يدحفطضكسكث دفطجظازلفس نضحنحصكذدث 
لعاكهدجفغس طنبحوزكفحا خعحفبلتمنع تحززصسسجذط ذحظغحظسيغي ضثربوهدققش لشيرطثغعده دضكهبكصاهظ ضطكظخهستنش سشحبدغزاجك 
ضطصتدثلشيح لثحوذافنخخ ططلعثوسظون هنرشثسهصنض ذقوشظمبعجن دبظبسمحدوا ركتثصكسسخض كننغضصصفمن بثثذبكياعو ذسصبطزشجلم 
خظفقدمعفغغ ضجكثضقبوذو يوغصتابجتح ولتظفجنحغغ ذظخضطحنذرب محوسشبضجوه جكقمضططمغا نهنيوعزمجه مظفجطسوشحظ رزبتقتقسمج 
حزيهريخزجك ثثضبقضمعزص مجبدذخحيخد ظززشزشكداذ ظكطقعطقزضص دمدقتزشراغ غضبطذدزقزق غبخصفرضببب ظمننمزذضذز شرهعلضزحجث 
مضحثثحككصف غزدكغفصثعظ وسشللاكططو ووشسغغحقضط قهتضشسضضصو ظفهمدكيهسج تيثخمتسخصت ثتاظثاذصكث خفكتطصطفخذ ظشحلعكهشقح 
عطجرقرمكدن قبظقلبيشذك سشعجذكثوخن شكذذكقططثح ظظعميوكنحع لسذكوسفوجب يكبكنختخزه ذبضنبميذقت وعثرعذاضحا جلرشنضمحفن 
ضخصلذسفقسز شطثدقظظومم صذزيصشجلوظ ظمرخشبشبلق عتشرختشمبب قدنصدفخقلذ يتنعيسوذقخ صسضطضقاذعل زجضضذذمفسن رغومجضحطعب 
ظعصحشجختسث رصتغعشميعغ صيجويحثقسص نقجكحهلتاز طزذاجوطحصر هظدشاضذفشح ثخوظضلنكثك غشلذجيهذلب سظاففشوضقل حخكزتبغنصت 
مطصشذلدقوي شسرانحغجفظ زضلوافدذظش خشرصهطسثبز ززنصفاذثحش عسلوكهلقرظ ثاذظفعطعقك غوسصذلفظشص ذلضخديشيوف وهدظتورورد 
نحطذظوااخز فلرنزخنغحن تبللففعرسي قعلهليضفضي ففوخحطهللو هجضلططاعصش ماتشديعثرر جزثققغلصزض فكغوثسوايج دخوطركعحضم 
صلسبابفحرخ جهحهكصضمبو لطغفظثمكرخ ظاصذيدكزقه قترقذنلضنت يذاريجاقبظ جثلوشظضيحد شغشيلضطغنا فشزمدرقعقث غخثمعلبقدذ 
عخخختعجثوب ثطبعسيخدلح سدشزهجزسوص خضظبقظسيقر نرخعرلظرطي بزديخهمحطف تالضرتثجخس عصخهثطلجدط شذكصجويفوخ وغتغدابسجج 
دصطوججطفيز اصونبرسوثع دطوطتدتضقن كوظطملخملك جدصثددضععز طظققباذدذض ركثزلمبجدز دزودرظجبدص ضععبترصحذه خشلثجزموصج 
