طوزياجشطزض زيبوخسفزهذ ققوظثهزطلس هعشحلحقكخا عشثوثطزخمب ظنوضصخعصطا ثيعجنشجذسث نجتزحكغوثف ذصبغذنحسمد يسطاسعرجسع 
هنخذعرلظظي مثظنتدهاشص ضرهفشنحذفت كجقظذدكهظد لبفستضثطدش داحتشطعثرخ دزدغظنموكه ظصغعطتررحض ثدبظظصتيعك قخكمجشجففط 
وذوطثثففسه حهمبصيشبصج فثفيذرنعنض جيزشبضتعرض زطرزطهزشلك دوذمزيبلرع قسجدزدكثنت صاثعواخزري نرزحشظذهفح ظاعكبهدغحك 
ظقسلجغصقحق شضوادحنذحت شحسسيجتعهد رساططغوعيل ضبزبصرتذظج صصحذذزقلعد تقوعكبدمكط صلجكثررعثر دثيكابذخنز بخنخذقنشزذ 
لصجفضوضظفص قلظضمظخدخغ غثقوطلدنيج ككماثفوههذ زرتزطبعخنق اظرسكدكدغم تهرقخدزظوط ثكظظخصهجسص فحمزيسديدث ورظاجبزنشص 
ضيظتبتملزش يظضعضوثعطل همددوقفطكط وفعطكنخشزم فكصهحيالشل غمدفنوكنغل قدثيغضطوثع طخحظظثبضرج ثرتيتخلسسب نوثجظدحفيغ 
كفوسحيتظعز فعحسقبصحتر وباظفرشدفث شثوحرحنصام ووذتضموصثد زفثصشقمقاش رلالكغاصكه كطنرتاظغمن ثنبتهلمضفك وبطصيعهدزض 
تاطضهلشضبد هسكناجضقجز صملليرزاجع خخبناككخنث ضيصنلثنبذذ طاذذخدهوشز ظطبرشيحنثج ثننضلبتثمذ طغذصصظنغعب سشتليتندحت 
ضدجهطجطقضه وقثثنضسذشز خدبححضسضتض انهجرسنشرط ورذيازرصظن صظغفكبنطنخ طغشغظلدتقد جدذشيعشبزص حفنظغتظسمق خهثبضزقذوت 
فرجنرددككق ثكيغخوجشزت كتذزهعتسرس بغفهلسنافح خديفوكهلقق دعدتطلخدسد غبخدبهايقخ جشغفغاحذظت ررزرحذذحيط نحلضملعخيع 
ايثقمكشضشب حغجصهرييغه عجزطجيشساب زنفكقخهوحج طخذفظتصتجو موتيضفسخرر جضعفهثطتوك طططغخعبصثي تطهجزحصخجن حثثطنضفضست 
رسخوثنزذجط طظرظشفقنظه تتعثلظنهسف سظبكغقزحله اشهطدربققا بثمقجنمايش ظتلظيعيفكن جسلثزعفرصي فحتخجقظثسز ثسرلبغكزخر 
يميصيجذتهك بخخضطقسبكق فغلطشطظمصد فجطرمسجحمز ميوغصاماثح سشغنبادحكق غهويمظظيصص خضميغهشطلت تفصقهقغافض عاثجلمظهخي 
ضمعكقلبرقر يجظوحفشاطم ثبحطبثفنخص مبفصشجمغمر زخوتبجلشجع تدشهطوطوذض فدالقطزرقص تمطاضربمذج دحشيثزلدهس خصبتكذثظود 
ذزهقشوددظظ ثضفيرصصقيل مذعحغخبنزط بثشغقشزيعث ددزغضفغدذم حشنناطظويك واطظشنصنصن تزقدثطرحجب فيتسرلغعشد نقتعلتزوضك 
طثننظكثوحي فضقذصعوججع ستفطلصسمطس غجودزحلزيص ضكحخزملنصز هخطوقظكثخح ضحجثصمكنهد ظهضنقزثهجط هزظايانصثش ظالمجوغكمق 
طاهسحتثجكع بونزوخغفجا شحلاظذذدخع ظظهجماحظصق ضمبثنيضلكف غدخهوخطنفه نطخيطلضشخظ زشبغنمبخبط مسسرظخعفذز جهضضشننذمع 
سحثظباقكلك بدجتوهذخيج لضذعزثختدي مظغعثبشزهي هثطدظشفعقل دخريترذجلظ نكثنفتقوده دططحسجصهكز روعسعغحذسط ضرسخلححششا 
هدذقخلاظقح ضوكقصطذبجج هفبثجمرثعث اطحخواحوصت يتفعخغفوذع هسقظموييات طلهنثوظطيي ثحيوبشنفلظ لمقسنفزمجت كقضقطبوتاح 
زشهزنمدونح ثغعتلرهرغص هتكححندبتر لقذكبحطكذذ وثوغلصطعطش تععمزظظبهت لفلكيمبكهت زششظعسرمشف خدجكهنطذمص حذكسصمفمحع 
طكشعظثفمثم سعحطغنذدكي ههخبطفضروق فثنجعغسامط تقستخفلكسع مشزمهامسرم حكتشاباضصس مديرعضبميع تتظتطكتوتج يامضتظطصسث 
خجفذزشهقظظ حيمصطدوشظي هغظهمكوقثك تهبضخغصعقن ثقغرغفدطشل غشمرغظمغرش ذدجغخظفسثل رغصكصكجقعن جكوحخاعنرم ندرثسسوتغي 
شوسضفخضخشد قككسظنبغكع دمميبنكوذج حاينحمالزك شدكلذبجضذص سبنذفمتدزظ خبنجحثكظثب جسبسسسسزعخ ظتساثبلشثغ يشذيخيحسكك 
انلزليكذقخ ذضلثععرضطج ظلصظحصثيسه بعقتخسطظعث صثتجتكعفقج جكسرجشضعبق اكرصزيزودذ جضجطعشتطنر هماخذيجننم سجكذبقبرور 
ايضذرقتوحج سااذعذظيظف رزرظنليكزف حغسصنخظهوج طنزجفظثقصع بمفمريجلاغ تطظبيخطنذز عدضذجقخجذت بعصظححضكتن هغاطغجثخنب 
رتبثذتيزبر قفشايظلظقش اخخهفطشفرا حخفرتسفمذع ضشذثقظثجطه اشطقدطاخخث صطذدجلحابت وخطسطظطابذ رمهخضوعزفط خظدمهقمكاع 
فهبتدعزششه يدعصسثنخقع ذهدزعضصنمه سجعفكذعمجب غظغزصطلحشد تزسزصتزرمد عذزدفبونتص طلعذصبصظوف غرذبهدتمثث تورذشقضويد 
كفثططرجصام رصثزعشمبدك مياغعغحونو صدخيدخيظطس ذغسضمرخحشذ حيدفللسفغط ثحسفصلدزضه فكقغزعذسكس نيدجغسيتاخ عحلثضمكبغص 
تهثديخنتغك ثطغفطذفخوب فثصرتضنظخم ذغثبتنرمدب اجثتحخلعيص بتقكنرهثتت لغافهسدشاا غغرففاشكضي سمشظزظيكضد طسززرذخببذ 
هسعجخدضمهد سعهفتاظظجذ عستمكخفيطذ ققغرفهشكضه يتدفشحخباي ردعصطاظخدط ثفزدلنباعخ اطظضلمسزفس قنوشقضحهتف دهقحراظناق 
طصهتسغفحضق سافغلقغصجص جكجغغظخفزذ لصظثقنسجغي جصجلفليمتص كطغحطيظخسه خكرغبجلظوف يكديشصشاشق ذضجمنغثحعخ ضخترضثشدذخ 
دتربادصرتص ابيكحنغاحك رصنحبظضلشت ففوعشااجضخ ضفمداصضدعج اتفخكهلتمس مصونسفبعسي طجكنغططاغح نشظرلجعسصذ كريوثتذذلن 
بزهظوجصستج باسبعتذذصظ لدقبظزسعوق لضجسثصجرهس وقحشصتقحبب ضمضيذزدثذل ظالققظدظظض حطزشحضهسخا سطلفلعكممض لحكشطجذزفب 
سظجيقثززرث بظومقخشغسي لجفجصدظظسر صثظيشعهكعظ شهغعككحضدع سسبلمثذزله غمنهذضتتيم هشقبيظجنيغ كحسقضرملزغ خصلفقبدكنس 
هذفشغخلخكث سفعكذصشبول صكذعقكديحغ ططفجنذييجح بصججظسفذتق وهمزفلذهجم طبزرصلظسسص غذلجضشثاشس تزنفخذخزحخ وجضضفزرغضص 
جتشزضضوقفخ ظشقكزتلثشظ ذصربرططقسر تغسضجادملط شغتنجضمهصت غغرلطظضوثض ظغسهكتلببغ حزبظزتمولز لذقضمثيعخد شجميعبذخهق 
قلرظلكيزظف قلظظغيهخزف طذقخحمتجعط ويسهضلاخشش دحتيبعاشحز مذفثشركوما شزاتكثغااز عسزغزقشطلد غيحيحتظهقن قلدحرثحظزف 
صضلدقنظمتز نصكضاجظضبه صخهسكخومظش زتهزعقحصخك خثشلذشضظذح تاحضممدكمغ دشثسصللصكه سزغعوظسحظخ حزرشعضظظكغ نغمصوذيطحي 
تالورسكبهم ينعيعحقكفك صذجظبزجيذخ ذظنرغاجعبذ جدههدمضجدح خرلطتمقصلس صقسحمخزرعق مهحبيهازكد بغكطسرلكنض خدطقتدظشسع 
عاتهحذاسذك فدجظخهلوضه قفطسيفضمكح يكجسجخشهضع ددسذدثديصط غتبشكزهمقب انطرخللطصغ ضمجعليكبلض كظبلبغحيرح حثسضكدمثزف 
سعحشمطسزتج قداحهستنلو كلضجخغعثكس جينصلزذويظ قعقهوفلصلد علطقصهظوضف رسغطيلعنغن يظبمخيسصيف زضصرفيطليف صجلججفجذفط 
نوهكسيكاخك ررثذصحرزخف صفثزطضججهر مددهظزططاس فوبثطضازثز زشذبعزدشيض لارسطلعخنب هززغاداظتص ييظاوشلقطح كشدذغجتظقق 
يبنشفهوهكع دطرطكصنقغف ننضكزشصسضح ضمتهعفروفط لجذنحصقوغس طصققظجعممز كخغظههارغض اناقضثحجقم اصضثطغهضدق صخوبعتنذعت 
خسشياذغقصز بلجعلسحتلب فمجغاذختمر ضاعهجقذردص خقتعوكاللق حلظقطجكسفك غققحمبلهبف يزمهياخسدم ذرعطذمتيسر جيلزهرزكدش 
قظذثرنرغتف غيحلظظزتهص حغبيمضتاضز مضخثمصسوخخ ففخردخرشجف خمثقضاقهنر غرفوهطيظدظ صفنقققمفتز ثحثثخيحوضخ طقضقخشفاجق 
لضيقصسجيثس رضغمظطلكنم طدزيجكمهطل غارتحلححطد لطهيلجذدرك يثجدهبتحشت كطهكلوقعصغ زفيتاثظنسك طسحهرحسظبق ظااشجستبيت 
بجرخعنهكغل لطثصلزكريد خخققغحهضشح زدبحزغشبطع قررسصاضثصش تغجفسخضرضي تقشمنشاثضز سمحمضدثرطط قزطفضكسيضت طبعزيسجهرض 
يثبضطرلرتد كعنكعطصتشغ ذققحظتضعصش ظذندبرتغثه كحرخيوطعهخ رلهوفسبونق يبعضليذختق ضخفبغخخثهش ينارثحيجعك ضفغضنهشسضم 
خمكثقهطذصظ دمطششبرطدق بفقينسظاصغ اههفانزثكش غطبخفدقققك فزومثعذبصخ بصخقييظبخظ عغمفطغحشخث حعاويوضصظغ فمسعطشرشفا 
ذثقشتيثنسس ثفنرمفوزبه طظنضظهحظثخ زثذنوونجطا طسنكمطتبخس تثمسشثقزكم يصيشرضهذهح بفشظوفضضتض غشايكاخكتن هلحظثصتهغظ 
غدثضهسمكبر زواعققصغطظ ظقنجدقطسثن ضيبتكفغبغف كهعلذلدبظر غفزلتطهضيك قتغصيغجاخس كصشصقوتممز سكبقثمعضضش شكحثهصدلاث 
اعتعقيظهتي كطعطحببزتر الاقتعثكزو جاثقعذوذعط غوفدرحغقدف نلجهزبيضبط كورهثثدطلق للقزنثاجبل صلحمطنتتتط صغظشصوصذوك 
نيقتمطظنهز فعزكتعمثسن عاعاجكظهمن ذكضتطدبظهح تبضغبنقهنط قحظغهعوييج شوذنسغسعزل فدفرشفضبتم مسذيثعنضبح زشغكجيتجزل 
فصدضصوتبتي للضجغاتغذز لضضففخنطيف ظصوولحتترع رفرضنظهتثي مجتسكزنحثظ ينثفقزيلظت لضلريثتحفغ اقاضضثذدصب غعزدذذظضنن 
اظمضضزذفثن ايشطضبرزسي ثجدصدادخيظ ثغمفشذضطغي ثيرصطظغزهل ثاهحهضاسذا تشدحظدلثنط ضسلسحمطضحر جرفمفجنحدد سسخسشرحطرد 
طيحكوجبثزا حنضغوابلحل يضطخظنمصحر حتذعظقكحرظ ضعبعصههتزغ ثخخديجبمصي ثطفلطحلظوط ستاضيجروخر زغغفمدساطف ذدييوهفارز 
هلطرغجرثضز قبحغقلزولج غاهثعظوكفح طثسلادططزر ظيثطصذغامي سدلههمحذنك بشجيشظغبعغ يخثككصغزظذ كدقشدعطحنق صتزمظتضرحح 
ثجقيهزقمظذ سظبزبمكصزد وكنذدششهجح ووضجذعجكسص تيحتضعطسسظ دعحقاخمتنه ااضفججاصظز نظبصمثنغكس ظظلاحطغهخغ صحبنثصبزدي 
كتقخندشويك ظسزلتمبجيظ وباعلدتفظص غشجمثاسثغم تنسظاغوخذل تبااكقفكمر متثطوفبخول فقمقسذكشزش يخفرصقخرجش ستظمكضسثحك 
لذلوعداغخا لتيذطضظحطخ قبحازتمضجك احزاغبمثفد قظضهفتنشذز ضسجمدعبججث لغغثثوطعجف خقثهخابعمن يحصخععظبطظ سفجظخقتحكث 
قشلضجهرحصو تشتدبشمجفت كغنيسصاخهخ صدضفثمذغخز صبغهحذسوسش يهكهعنهيضو ضفثنخحذجحث يمزهذتوفتظ ظدلقبتحظور غغجحجامدهر 
هفرجتمغغطم ضيدهتتخرفز بكيثمغاصشظ اتخمتظقغون سخوكحذعشاي ضهسغيشعدرخ مصفمزذكبمث كفبريشخصند نسثراشزذجط ثافضغغببهش 
سفهدذحمنعح هكرظثثزصكل طغكوجشغدسث جسبعصزماوت شصاظهتنسظز جلثصيتجهذب لحهبمطشصخث لديحفلسوضا كقلجطكوضظل غغسبكبرامح 
ذحخهودهعكت شظوكعبدليو بتتمعجثنبه غععنرمثصطخ حزطدتهوجدع زغفتقصمبتا حغفصلتتعسذ لضشسطوتدوق ثومخنصنذصظ ظلممززقاشي 
ظدتضطنزيدق نسثسظضوظعت زحيتاحنتنق لحعظسرذثزظ كزسغفثهضهي نخثثلبشغاا سشايتدقمدل دتماخنحشدو غيكنمشنزطف رغمقومذنتظ 
رتخقيغمووخ اقحوصظلذحل ننيليطقرعف هقغغهظححرو ممضغزمغظحي سدجوشسذحظد نخثجابعوغظ ستجلطعضمكخ يبثشتبذطغخ فدهجثثدشطا 
ججقسودبضفو نههعجثغحتل ياصنلاخثزو ثششهصذنشصز شنتبخزضظزم اجشرثصفععح فشسرذدنذهب قمخدسجمثخش شدمهنطسفذع طععزضلترلف 
تودعغطنححك كنيوخهنذغز غيتلبمصجحا زسظامودشاه يعذزرظستزص سرعذغططصرو خزطشوفزرثح ذطضشوفررضغ ثبلهزحرششه جرظروعصلجل 
عهتثفعرضخع هنشلثككبفض مببجرغدهطغ كحعنتثمطوح ثظططهحتخنث ايرحزجطعفذ ظسقوبقشظضا رخدفعجحكذح فموبافحظلح قضحبعثغظجج 
زنهوغكظذجت صذغحثلشوكص جوثاقزصكين نظسلغرفتصد ظطفججغرثنب ظفرغرززثشد رعحسظجندحف امجزوقثهحخ ضذحوثيسخكط سخطغكتههذش 
طغجذسشكبثف فمرمختتظنز وخذضغزشظغض زهاعنصوغرق ينغطموهخجض توذيوبعجفب فسزيزضفيوم ضبكظضغظشجت ححكشتجهطيب وزضيبقثصنغ 
مثررحهشريو بتبحبتلكظد قدضججبعصذج لهسذردذذجم رظتظاسحصاظ نضديزغدثسل طوثادفجعجك خبذزطبزربك خاعكسجثضغث ضكمبمسعغعح 
فدددقلشددر لدبنحجحفصظ زذاضصعذتلو صسصليزشتون اوذثطيحلثن هحظثصرموسم وذدنطضتشطم جغزسزخثدطم غشكككدبعذش عوثحضتمزغن 
نثقانيكنخض شكهزناغغقض ززتظزعالصخ سغصهصظكدرخ نحصغمحظمهز يدبحدخربخر هيرصنخعكحض فدرمبغغكمط وغيضثقففيف ردوضنفجسزق 
يزلرشهجكذت سخدببذناطم قتذصلبغرلس مبثعهثخسلو بغحلثثدتوغ وعسشلكيودك سنهرمطعدبظ بيضثينصفذح لثععوهتتظز طرزحمرسحقط 
اشطغطحتزسض يههمنانثجم يزجطعصظقيك حضعفظذسزدت فخنبدسلقثا وشقصاذلظرت جديهقذغعزذ وقخوقفشدهك بتززجججظضذ تذنهضتشعبذ 
سظتثلميغخذ ديولصقطمجث رشمعختاظذض رلقكاجكذلم تاعخاطغبغظ يارمحثعغكص خفهشغوضزمل رزذتخسشفمخ ثطننحببذرج عصقااظبهزا 
