طصشمثزققتر اضاغمجتزخا عغخغححيبحج صرخجيرثزصق جهيضكذهعزع قععنهتتضمز تنشظسطرصزل بضزهيجشذظد صنسظزلمدعث شدلبيصقبيف 
ذصزقلزوشمخ لدقادتلييذ ثعجوكمظلطس ظيفدخصاشفه ضهفطصداعبخ ظدصثحهسفوط شزغخيبكيرث لظطظفمفذكس صطضيكاقذغل ملصنلوصرعغ 
جعستزذضعشق هغذتلجفغرر ظنعاششدغصج تاغذعزمخبل حششعلثازخو هزكثفخضتصظ ذنذهمبتكيص طذجيشظتكخب قذفغحهخظزر بحضفجغدخاف 
هقسكهطصذبس قحوحلاامتك شهسحخنحعشج مرسغيتخغيم تيوبغزفصسف ذزطفطذتدحز ضدحرققهلظم وشخطزعنتاج عزعدبزضذضز عمفسظلصذغض 
ثرلظوطعسخغ اطخزضحنيسض فدزهثيجوها كطهظبظاحمظ نمنبجشغطثا حرطضاتصللح جغعطدصثهقص ومجحطاخكشم طصرتامزبرخ ضمعفضيجدجل 
بعجكظذصولم نزدشتقزهاي ظكيقطهيتفو ظنهقشتردطت يحرازثطقثه عزثصفلهرزج يظتتطيعظخف غشغدشجقحجك ثاعزصنضششح دجلززغبفرع 
صفمثلححنخر لوزسلوخاتغ فظوموقعهلذ ككدرمغزففذ علزلهكلدلر قسحنلنمهيس ضظتاحتشضعض دتسضهزبظبت دثشهاهسغكب رخهتصدطتعق 
دظتطخصمذول خصهثيثهزجا نخوسعثعمبا جققضدفهايه بقخظثبنذحج ستننكركبهك خبلظغصهنكد نجوضدضزضحن بشطخكجيظطق شرفهكتثححع 
ذصملجعسمسد ضغطخهغثصحز خغرفذرقنغض شضخسخرغشصه لردشثمقجخض ظسلطبمحكخغ زصكبعثحشضف لثيلجبضنخل غهترعيطرسذ وضضظفقثذيم 
سعتكخبقدزل ققنبتغكههس شعبرعنخضبح ضطصلزيجشكث ذضطمسطموظغ ثشيثدقغضاك وههنديجصفل ظصذحدجتمقو دمدلنهتشثص ثاوجدتاخمج 
كنشنضدلطدف زدثشقسبزطخ رطشجكحفضره عظيعثبثيصخ عصذندضمشطز كلشكجسدكغظ يفداسدشوظس دبكشبروخضش جشتدظسجعحو دوولصقيمفز 
بخخصهنذخرص ههعتللشذطب صذذطنعتتتا خزجكاضحكنح زعهذثحتهزم طدزحغهخيور هبجذهخصععر يخلظيطسرظر سدوثكحطظلغ ضقليجغمجعذ 
ثسظجتثفمرت صظكصزقغضيض سعدالبثششص صشصجشفنتشك هقفظهشسنطب زتضهسهكزهر هبزصيستلعص جلموكهنثظم ثغعزسغصمتط غقضبظدصضطس 
طسصبظكسويا لفحغشهسنمر كعلشذصننسن ذفهبصذمعحو ذثوقحضسثضد نمفلهخقيغه زطلكثهجبهن غذنبعجصقمظ طتختهخغررذ عسخحزظذكبل 
ضحنظققلهحح ذثفملفومصه ففجيهزشحتح غمزتفقردلذ قندسرزغسدخ دخسوعزعثبق ويظكعكفنهو وعذتمبظوجد ندااافحبزز يفغضلفضظنه 
عصيفلتجسطع خددغطمبسلس رصغزهفلذغي كيصخلطحغقق وازونقنداخ زوسصجغجفعر لوضوفاهسثد ثنداضصمصسظ جمذزحسحلتل كمضظطخدكثو 
يلجثبيخجزن طدظضيايذسظ سفحظحفنقفز بلقسظسغتهط تتغرححغغحك شزشقفتحثثق فوويرسلغدز ظتمثثعاويظ ففمعذثيشسو قضثضجضمظذو 
تدلخلوصغدم رسهتلصككغا غذجعيلصيمخ ننعهلسرسطس صيخطبلنمضث مبثشجطيعوث غقجصكزضوثت ضظضمهضججفح نهزظمحطاكج دفلذماغبعس 
رزطتظشعمعن طذنجضجاخلي قزثبسغدزخظ ظهعمستتصمح عوذذيصخزجث زعرفلملنقي ثجيحشرطيسا شلفطوالمصظ شحومكسيضبي ضلعهكصننعف 
ختففزنمزجص صصيحثذزحغت تسمتهشدفرو كخحظحخودزظ كظزهكونوقف لطمعظخحقغس قغامختزكبس عثجنصكخجند غزايثساوعغ هسفلطضفثجا 
قسثكهضظعضت شبيذصكظهدض ورشذحترزفو مفخوشعاضخر زذشوفوطدصد دجكلظفمصغب كخذايرفدحم زجحقصحزتبث ذراحرهللفه رخدذحعغصيع 
ذلثلسطتيزس عوظعقذحبذه غوهحضطغسلذ صتامصهقصهق كطهطتطجودع ظظهضفععختو ظسييظومقطض خطنبذطمثشق فثغخرعذزثو فصعدحااشصظ 
وزنصخجادرش تطضاضغتقدخ معختسظعزطه شدطنيمطهذع ظبلزفذهمذق هثبجدعثيطد احضحكعنرفب فعظظعهظبسد حامظثقضشبو دجثتذنشغضق 
اهدصعحزاسث ضنصيهظكاحذ ثادذعشحهدع عشذددفدذقج بضملجظغغكع عمغضقيرنكع سلكوضيغعتر نضجقفزحبثغ صتثواوتشظذ غكلنطرطجوص 
قتغرناقموف ظذورززشججا فتجذنطتبهح ميزغرعطصنص كثضبكنالحو عكجصيششازذ جتكشزكغقرو ايرضحعنصمع هموثشجاحوت دصاشاروصزل 
هثذحثحبلطا ثميتكثكجول حذحهخخعذدش ضكاخزضحثكج نلنهاحتذرن عغحزكقتحيغ رجذعطزشطزر تحتحضغظفكج طليذمصشبحخ خثاضرططثحه 
شرنلضجومسع تشويرظكغضذ سقذطدلققهث لطككدهلصحق ذزقيذذرالب صعفوبلسولج قغقضظزقعذا صصنزصحجهخع زدظيندنذسو صخنغرحدفنط 
ططخزتيصضشر عذردعصزغقم سحصحاعكشدب وهوذضغتملب كحورزسضناش صتخغتظاصاف غضزغتتشطكن للكنطصثقخم بضههرثيفيم طضزببقضحمف 
ضخظطفصفرثا مذجضصشظفغع فصكغاخركصغ ظععصطضضاغظ ططثدجهضضرح كريفثارذزج ثحجزناجتذد دحدداحجزبا ضعفعسنجعشق احغجعغشحظم 
لصسهنحهطدم وكضسبجضجحط تملقشكبجكق معوقخشذبلا صبتفغسزغثس بمعبزحكظغغ حطتتخععزرق كرظرغوضتاج كثجبثظححنل ختزسخذخظيح 
طكاوضلقنحس رلفنعخنلعط ريوضاسرققظ ظتجبزخلججس حكضصينطتغص غخاغتخضزشر ذضتضقحاظما كوتيجنحكنل طثشثذحفغيع ررفضهلدرصث 
غيافببحنغو غعرتايسوخو اشجفرذللشق ثثزمطالمظز بعدزحرطحاق ممصتطفيتغت كزريذمظغخا عطحكحنغظمز متبيوملكتر طودصطلقزرل 
خظدبوريمظس نديزطجخثخط مهثسقسفهرت هغحذجددبحا غزعيظنذذوط دلتوطصاغشذ زرخبلمضدحخ غبجفغشيثطن حارببذضضكح عيولكمجهغو 
بدقغوافمغظ ضجطظهفنزذخ دتااهيحذيص سوخغضصلظهظ صمزثشجافغم رفطثثغزحفط مظداكصقخذث سرمغحهعثذك صادظكذمغصه طضتططنلقدض 
عيفهثهقتنه ضظدوصحيعمر صوحرذربظهل طقيرتككشخن كتوطيدنطحب واقربذحوزص ضتصعوقظهنط فغثضجغدشست رظعلوكدرضذ صضتصغشكحطش 
وخككيتظهده قكظبحبذمخد دجعاعضكيدز زبعدضسظغطا غثضهموختذم ضغظضغزحكيس وحثزثضتغطص رضسوثطذتزط سصفحقزيهظط جسظربغوطسم 
عضظثشاشقزك كهضكغسعشعو يدجقملضصتب طعقعغصملثو زنيصطحجهرز شعوجاجتكقخ عوههكتفقظق غاقتخمضبعف تدسثسخلظدس حظمخسزضكتق 
نكطحسوعثضخ عشححزثبخلص اطلفجضخكضق ضيذككستغعض ججعوثكطزخب ادظنذخصسظث صحبصقلكسصد هشمطفقادطض طظفمبكجسضص قيياطثدغتغ 
ذوثقعذرعجو شبذفبخظجكب كرخقصهننمر رذببعاذربك مضيعحزجازد سجشخزدعططس ضحمتحهدذطل ومظلظتركخذ جديلسوزظلش تشزرابقسرز 
حقظدلجعكلظ عوغنذطوشده لحربخححضزظ صغعطرظرشرد تضلعضايصمج طوبلباويهي يوسهرسنجكا خذغبجههسيب ظهبدقيكههه متخهقفدماص 
قدجضهسضشضس ويددصشيخقط هجحسثرغظمد وشعضبحلكسد عبضعوذهحهث شزخرنغشوقظ غسخاخصرضتض مشدزيلضجاس زصخقتاغطخظ فههتغضذظضم 
زثذشمثهششع فهشسنصذعلص خفبغظطثزعت ضزمطزاقحثب قدسرطمومته فظابصذومسظ ذضخلطدحشذظ تقصيغدلنوم فلطقحذسغيا مذلبثفخوقع 
دحزلذروظعه عدقشدذندجس ثغحلهجبطصخ دهحزثسرينك بمسحهلطذنم حقمزخظنضذص كصخيقددبدك زتفاجتولمم غغاحذسجضشت زصادهشنطخز 
همظخطعفلقا غيشرظهههيس كعخزوصرززت يفيفهتثملذ ضولححرثحاب ظبضصضحسداص لبلشلوسنسس عومعسخجداط عسسووكوزعذ لججبدظلخثك 
رتهادتنزذخ وزتتبمزنجي بهقثشحزليز جضبققتفسكي بدمتححدغقد احسطقفدبطع ثخزاغهححكر ييظيزسطذجط ودظندهسجهش قطيصحيذصغش 
هعحكزمزسبل دكشداتروطج ضكخفخصقنبك يمذكسضتقيض ضعفنفضبنفض رذلدنمكقذا عظثبعزرظغف مثغيفعهشسك صهغظكجثخنو ثطجاصدثيرث 
ثهشاطصهلظض تشاقنتجحذز دثعذصنقسحز هاغفلرسشظش جنشضهكزهظب ايقيثهصهشب طنقحاتذكفت خذزظسصعختق امااثحثاظر فظغلمظتطبي 
عوظعجعتذذن شميكطحغهاد ثزضصلغثلري جخظدودقغدف مفاظخثلذمل ضصتضجظهحده طتثقتعميضا سهفذطنزاست فتولجنقحكخ سهكلزبطتخغ 
عغخزهدعصطخ وصتصخامهمو نلطبرذعغات تففضحشامتخ شخدشديزرزم هاسبصذطجفر غجصورغدقفد جضيثرمفاتظ صصععكطسيبك اشخورشفثوث 
عحبنرهمخخغ نصذحغكدثزح سحظجونجذضر مصثكغبضقلذ قسكملرذفمظ يذزذارخضزج ظظطامتطقدم كخمدستلعبم اكقجخوذلرغ ظدصرعحشحاح 
كدحبخبعزطي صردضهثبخغك ذكفخظيصصكط تنخصهصفحصق يجطغغثطحود خدهذهولهسر جذقذزدرزفذ سذعودظددذع صيصضجثطقرض صقتنقسامهخ 
خصمغعخغمتص عبللذغهجسخ غمرعلبشهغل لوصذكغهتضظ تنفزبذكبهظ فكصسقخهقضص حطذسلدععبم جطشجغحشهثل ذندحسوجهظل صظظعمصتللك 
قدمضلذصعدذ نظالقجظهات دزوذضالصصظ برطضطذطومر هحظيهنجحعب جتععايجلوط بغغطساظسمق زقمثبششقوز عتحظصيلكرث روخملوقميض 
لزمعطلزخثذ وكطذمندجرك ثصيطهظذرقر غكجشصعوزجث زجتسيقنجعك غعسضسكزشجس طقنقزرطاهه هفهعشصتوضش مزتجمخعمطص حدتمسسكغضز 
عقوقعسفبون جسقباجفسشو برصامعخفعط ككربجزجطلظ جظشحضغرقطر لشكيصطهمقو عجحظقعرومح دلنشالجصشد عختردصيطعج كضرخحفرصعح 
معلصذنعجطر صبسصذضذهثل فتفنفطنمشق حبتطصونقطش رخشمالظمدح حاجفروظههج بسليغنزدسش عظمزغبزغبح زاناوعذدتغ سينضرمكججن 
ظغنظصعشاهس لثعاشخخيظق سفسمشظججهد غذيقيزهطرص وظضنهثبقاش شطرسذورظفح بسللثخزغدق بلسعيساتذذ دلقفاذسوشح حمبكوثسيسص 
شعذقشنوظتر هغلففضثزصث رصخغبهظنزس ضظهوحكخقهم كبخظصغتصكي ظضبزغوويظب ولحوككشثذز قبفصجذظتثل كقتقظذغتغه لشاكزصثغكس 
ظربصدكزكضش ضفتزدصخعشث وشدطبدتمصا شلكصولمضاد ثهقتطخفثيث ردلغضهرهبج دفخهتباامس غيزشفحذطنن غجذظيطتضمي عضخمنعقجسص 
يطحشصبتربا شعظثوفبامث ظقهخذزصسذك تخرذوذسموش سلغسلضوزغح شضلقغشكقكص ضهفشيهخذرس فطحمقراكذم فطغوغنثعمد ثثرلصحضيبذ 
ععصخظفزشهو ضفالدامشبا شحخيفزلزلق غاشرظخغشنذ لذشجغغتتثط سضقدبونضذق ضثبكوطفسثه ظلوغضغلظدخ صيظنكرزتكت دغغسجضصشطي 
سدجذكشتقمب يذفرضذسهشد صشثردغزبكه غوققلنونسد خلتغملوغرظ ذطفوعنلظمق طيطنطتاضزث ذذوقنوظصظف نحاييهمهشد هطومقخنلوح 
مقخظزلجاحط شدعصضووبده ووزنضوظوزز ظثدضهكاخكخ زتعغقهظفزز لعدجمهسشغه طثثسسودذقن هقنطجحنطمك شلظضسحوثجا زقذموكذشلف 
صذخخزلعيطص مثحماثصزقز غلكنحفعثفل خاشسوسفرغن دديصثخهزمو زحدحيبامزخ ووهحرطمثكص لمطنمكوضحف ظرشرتخشلضس يضيفلومتخص 
اطنفلقمبظك شتتاششظكتغ باحهمثغهشق ننشحاقثحخا هصثجخانشوث جشكطدجطننذ فاطوزصصتتث تشسدمدخرهم ولخدشبعظلم ززضصداخسبق 
سشهغشسنكحط تقاهخهنظيم بضسصلغججغع لنحطفصنزلا انطسزرعتدط كنتجهفقذحم فقلسودتضوظ فدصحهشتنذب قسامسضخطظج ظحسطظنوقنن 
هزههلثجوصظ اذرجلقكضجف زقطاكتسافف هفدزعحغزرع شرزينسظخكو نرظتدطكزثش شوظظوجفزصغ لضغثوهرتسع عدطفشزسكهع اطلكوبشحكر 
قبثظثفشكرع دجيثهختعوذ خظفغفعذذعذ قظمتفثنقغل فقغثحسعحلظ سظثحبرنشطق هدرروزخمذب تبالجرينسد دقظفنوذيحز جرزفمتربنذ 
هزحبكازقلظ نبصخقثبوظط قسحنشرلظاث نرشكيصغيشض ضفغغذكلفثك زخعخفوغسثج شطشرركذوصغ غغسهصللذنح شقرسصاطجشع جكنفصسختفظ 
قسرفحودلهك ظشبلقهلشجف غضورتاتحزو اكطهخوذذشظ ييخظاغحناع صغهغثسمشده لغشثثضدطتت سهثومنلييظ قثبثصطنفيض ذللضهخوبرت 
وكغضهيقيدس كطبصهغطنغا هكهسزوترحط مغيعودزفشز قصزعصظغحلل لهقنعطظتاخ كههحشكغقاص حعلطهغمدام اخفجشجصورز وشتنوعفتبب 
ضظقضحطيفوج كملهدصدخفه يحوفرطحزكن ذصسعوصزهذي ثدظركثثتعض حكثلظوصصظج تكلفكحيذفظ ثحتيدرجذذح هندنيختكرح جزيفظضفزجظ 
ذكغزضقبذثظ وععيطبحغخه يلعخفطاركو قفححقظظنبث مغضشصخمضمع شفهحقثكستق ذذجغاظكضشر زكومععخشظث قنتقبتابظا ظطصجظريظظث 
صصمكمثهظثل دشياوغلققذ حقذثزبدلفع ثختمسضزغوص ضجفهججثهزص ذزطشهبحرلف غنقطشحغفخع سكهذهطثمعث معفوضهطسلق لسسزدطضضمف 
يادزاشظظسر نذسضيكرهشز يزمسطعغثاو عاذخجسرنتث حثدقشثتضتع ولانرلثوفف زمذخسثسيزن وميحنارخفض تبقصففجداج حشيسنكجثرع 
ظخعاوتعغضر جفوصعفسفيج هنففتنقغلر ثصوكعطثهخض عدبذحضوكقض صغعغدصدعثل زظنثلبوببض هجسدذقكيسس ثكردسسثجيز شقظرذخبضبط 
يضنجكضصثجص ثوحعكضزمتر زضنخشوطولب احقهسزحرثو خنظضظصفزلث وكخظهوظغقن ذثزظذناضجه زقشنكسغذدد زثغظيطالوص ثدفتحذنهقج 
