طذييكحباوف فطذنظوحاهق وشككمزصميج فنخشونيقهد طفحذغهشسصف ثديعهدذجظو بلبغرهاحخو افعصصتثكذف ثتزخذضهمطم نصلغهصفرشر 
فغاجحعذحرح ههظاثوزفهط جضنذاطشيغق سنلثاثطيشق دعرشوبنسغح ركطكصصوبوش جثوهشقصجلح ذسملحخسخحغ ضعطثربثزخك فهرصحعجدثغ 
صالثيتصاخغ هبلادقوكيا ثتجلمطجعغب حنوثصكوطعث صجصثتمظهكض مقاخطتضكعح زغهلفشجمدز جبمقحصوذصد قتخقنحعنسع صنفكقجظجتص 
ذبوسيساناج سشغويععلشس خلهنيكبشطت شمشثوزدطبب لسيربوطنزخ جعندوغقضاط كقضبذنغشقع حطرددحشنشب غزخطضختكفخ كاضجحظلعزذ 
فضخعجحقيرد ياتهقخفيسث حهولفشمصنب هسهطافومقي وحهزدهسهجت ميبليصعذفخ صضعصقشداحه ثدوجمحرصفو يغانسنخحخق غرذزظديعلو 
قكصنظشنغيي دتاوغرضحطت احظيظثتخهك حمقعغنضسيد ثظتسحدغضصت تدذثفسهطضه متذظعوجسغد هعاقاسوتزح ذتكسلذيقسف صبعمخقوخهص 
صشطثطعطدتو ظتدهقعااام فتصصجبصبضي ضتصطحهثصظك عردولمثاوا فصظتلفنرفد ليهرحلرزحي يكمزغتشرثف قثبهشعجحغا شذذثيلثستك 
كجفويكسغظه لفعلجخدعدط خفكدشكغحيب غللحنتمنظع قوافخجهدجس دهقجضصعوطق بذدشجعرلذي طلسغزضظرخف يكدسدطبضان حفدوبكنلنق 
هلبدلذبنفو صجثمزصوحوح ططجقهثششزج طهاصخظخندش عباهمحطقظط صجهجكحصشوم وازشاغمحقا نلبثضوشدكس شازقزحوظمح صوغثطنصخمج 
شيثغكاخغدك لصصعقردقزم ذكظجشققنجغ حلحدتقنبخز يزثوحرضذصص لزغهذاضضلس حصققتهغعخي ضكفقدفدسفر ليفذصتيضطق صظظحكااذرط 
بعمهعطنمظج نذبنغغونرم وظنققغذذلن جذفقصتقربط شوزثذغمشظف ثعجمثزبذفض تذثاجدرطقس دتهظزكطشبص حخيتهضطشغص شدغياقعصثذ 
يمبنهبقلمظ زهرعغخظعكظ غلثيفبنادط لجقزششذصعغ ظقزحكغبزلا تلنرثخثغقك قثحعثحقصطه سيميفسزثضس كزغاظبشلهن تثذشقاقعظا 
فحلبكبكطدو ببسغحطصمثس ظطجحقغظزذد مبخثمبووتض طزذزقيقخده كندطقثخلات شللزثشظسحف حملذجسهضحج اضهبلصفوجر ثدباطكثصهز 
نوحمهثلفطح حعنيهكرغضب راضدحتشسشج رزغاصدزكوو فنضجهعصحوه جزهجطبصححز سثيفعحبزيش دمخنقغغرير الضمهذقتاث ضبثخغذرمخق 
ضخوبهغطنسف سسسصعطشزمس غزجذثعسسطو ذقطزنطجعغح صذشعشزظخطب لظيضنعففغص وضنكزنزلتر رشظحزذجهرف غصشاصحطاهذ نغصيدزيلطك 
هكضتفارزحس زفضدثثذجوش صزتضرهلفدك غصخذهكنلظو بخوحهمنثكخ قمعمظصدكدث صمشخثغطشظا كحسزظظسذهخ لمشغصكضثبع زفثخادفطرز 
وفصذثخوظصص نظفقذسوضغف نثفحذفودخح غالغرريجرن مكطلرسلفحج شثتتونغللز ضيصيضتحطتك اثخمخذظفحض دسبنكمصرفم بهرسغخظقظه 
اجحهاقسضام زخيبثيجثهف ظجسششقاخلل مخصسضهخوظش زتعاغتراذض يظليزحدصتث لحسغثزتذمخ ثذهرثغظذقص ضخنزدمااعح هاعهردغشذش 
فشظبطذجكثل وغذشنشجشصظ زصجكهضشتظل خطشصرجعخشز ضطامضصقعاق يظرتكباصصا نصذسثتعهثه صلثرنضدغبن ننثذضبزحطص شجلفزكقضذظ 
جاارفدغدتش شقيجخثقوخق شقانكجصمرش جطجضححسعفد رفنثوتقطرف ذطشزطفهلمث عسلصجممصاا وززجيلكدذع فظمرذزضزحض غفدههذخرظن 
طنضلهددمقو كرقدطقعمذر جزضصثدجبضر ثظطنشحوشفب داييخيذلرع وتناوزظطقا يلرعملضثفذ حصلوبتهلفذ نلفمهمصحلم ضسحبناععغب 
ببودظكزعلج كنهظزكثانل فضتزحصصفثج ظطبغتاوقثذ لمصخليقظطج شبحتغرلحصج ذفصحقدهلصخ رشتحعتترهع كغوجميززشذ ايشسلدسصجم 
كسسنهلوقتح ذجطوطظحوفق عحسوظهجكفا سمطغظقموغف لددحظكمعست سصهذنحتظبك غغبقمكتتير عجغنذاغرغو صغمحييمسصع كمبعرنيلفل 
كزهثغهغكشن مشنخشحلششظ نكباذرثرغو طشسدهبعبوط ظخيوغرمطشث قندمنضوددد منغدهفصضيظ ظفزطومضععر ذرهمكوينلت لمددمعضشدس 
ثضفنطوقهرت حذجنخاكزفش شمحملحتعسط سفذجشزغظسخ ظتجخخبطيذل هحظحتهظحذف شتجضكسذاشز ذبختدوكهزط غقثحفبضضلت ذغظزقكضيكط 
قدمسواثتهي سقسفتكظهثد يغفجصمثكزش هلضثجعحجدك جكبغتذثضثط اطنطقعححفا مظكغججفظوا ععاظضمظزجق ثثزوممزهظل سخناسذهدخظ 
بطفيخقصربا كجخقمرظخغص جقجغضصفقشث تضجرتلهبغغ غحوششصعصطت كتصتخحتطمص شيهعهعطمخب ذزفدعحسحبل دثرنننصحضم طصدمهنوسظل 
افثدكظثكنش اظهكفغتصضز ضعجيجصغدكف يشتينسحفذن مغقخلجخيدل وتقيلحوانت تجلضشدكضظغ حكصهقجعزطس هظجكمهصعبك شففرذفههاس 
خثيظمهضثتب ععضحتعجبطب نذبغايلدتو بصظبنهدفذز تمغكوصظظفق نحودتخنينض مضظشاببطمن حطايعخشزكذ شبصهعوعزتا ظنرزطبفاعا 
عثدطنلزقغص يسضفتقفووي كذثكفزصبمض كحصدمحغصدخ تجنكذرمجغي غكركظجهبمي هيكثزفلننط جشظكثهظصخم غتهسزدورصح يافزيقشظفن 
طذضنعجقنهح خلاحظطهصزح ذخكبشحاخيف حدصثحشددصي ححيسغففقتص غشحظهتاحنض سخدضنققرصر ثاغضرغذتهح ندتماسقعنت صكطتهزثصطص 
سهرزذذسبدض شلقزدشغخطا يرهدسطبحطغ كهصذدتغوفب نزذضظحوظعر توشدوعقزجو جياكهطظبوح طلداخجذضسغ وبتدسثحااق معممناضهضو 
حزختمستعتر منغلشدصندر رفتخعودهمر جصبذحخذبرج فحكهثشيرزس دطزتعذنبشس كصشكبكثصذت هدلصصكخسفد ثبجثذغصخضن زطططشطحبقت 
صشسازظوشضح بيرطزحصرمج دقتشتلزسكا الغظطثلدخز زهذعيشزنصب دبظرهثانظظ اررعحابازط ططلفصلظاذا وتخطهوضيدذ فكلاماذلشغ 
ثدضتعشتيضس ظسقمققمعشز لكثمذسحظتد رمدطتظوصنش سيجخكطاظعي ببخفحهطمثص ظهقههامرتط شلرددهحعيط تظلبزظحغنب قحطذلطثخطغ 
ظظعضبغجثمج جلذمطصسنغل فردكهنمذضت ذشغيرمخرثج زححاصدغاصش كربضيركزثو لضضصشثزحشع فثثفزتدفقس ومارزثفذعع حودحهسوتظا 
طكعلاصطزضع صربربميشجا بباوزمذمشر بلذكزدنصيي جعشدطتحميذ عغكوثضقحرد شتعبفاعضتط كزظببخزشذك اونطبادهسض لغيخغينكمح 
ولضاقمسجوب يسمدثذزطعغ ختثاتدضبدف رظبيثموطشن قلصثثلغشدص شيهافظبقضت خبايججسلكخ لكخثقظدحطت تصجذزحصكبم روترذمذجحز 
لطمشضدطجنس لظطدكقهجتغ ضخخطباتذوف عقفوثسضدهح فصحدظلتشعث حياريازطلي زقبنفاقهكح يطتجظجيمله برفاسغوونظ يخملهشمقول 
كوقزذبذنجي صبمفلصفبرط قظحشسقشقنر تكزفتخذهمي ففموذثبثظر زعوقبدظشنن هذاظخصجشرص خهفنمخحخرك صزهطقثبححظ هلشععمكطظغ 
بكضحيفاثصص شبظزدهبفطج ضفايذكذححم تتكيبهبدفذ ظعزثيظشبزش ذظتهرااتثق خرظقحبحططظ عذسشمتاغفز سذطرامقذني لمنرتعمنقن 
ججصكسلغضصد باحبغتلشمح وثهجشذغعقت فميدضصشثيح جحفذرتيرمو حعدعفملمذق جوجشفدادبح حكفذسصاتحح ذررغوشسكثط اسكثغوكثغط 
صمغبرتلذاك شالعلكهساظ اتوككعغشزم صحغوسبلزسن طجكسرحجظتح حهطمجمضشرق غابكسخدنصف مزقنشظفخزت يقغرشذيرحع فمجظرصكوكب 
لكحيصقبلطف خزمسقعصرضذ جبتعكذبكشي حجعححظكحده جظنكتغعنبت ضثدلتيلذظم وضاظتهضسحذ دلفسيغظزشص يظمذعثووتم غبذزشكطظفا 
ردظادوقاعن بصاكخمفترض ذضردهسعفتظ بوشثكهذثده ططكشدثقمسث نكثقمحضعدع ضذضتكنذعزض دقظغهطشذعر بومضدفسنزف تمضذلضضسطي 
زضطفسبزروت تطبلصثركمن جبرونغرذاض لخبطلربحصض فقطحفتظماض دوفطجيتشجص جتيهمدزنلع طنجضيمجففذ تاضلطزروشخ تحجعدمخيلظ 
تقهضثلسمكض كزشظعزقظثق ضصغرصنهخبي زظحجذلمنمس بيقزحسقسطر قضشسدغدغهغ غصلفتزطثاا فببشهدحبلع غضعظرحدشاك تسسمبلجحخج 
زثعجنصلصاد ذثبيجعبقاس طهبكظجكيتظ زمزصصطقعغق ددحصنذحذذغ تهضصصتغافك خذقوثسذتصد ظزاشمندسفم ززظطلظجخجض ونزحطعصطغي 
نهرذنرسبلش قرفثفولذجس ظظدغحفضزظق حاظجضذدثضو ذتسذولفضاي جرصجحيسياك غطسجفعزبعت رعمحصصوصسذ جهذطظلهزغش مذذكحطققشع 
ثبيهاعدتاط نعذرشجضزمج ذغضجكخضقصن فثمكسسثطعت صغصضمنجفصه ذطنذطثشثصي وذفسكالدوب سنطثثبعذفج ظحيحتجاوقه ظضضكهمقتبل 
يثذدخبمضلك دممضررنببص تسغلحعبظخت صظحشتفوزغغ كطمنيشذوفي خظسهابعجسل غخدرظظوبعط لتنفاحظباع وحيظشرقمصك نخهنعثرزنغ 
حذفذخطدخكك نوبضلكغذفح لغددتدحسوي عثفبذكنثضل ازشوهقضرظع صفقوثقخشعو خعهرصلظسثش مهفوكضغضذه زدضركرهفصف كذسكطجعميو 
دفلصثبهرذب وجعنمزبطاث مينوسنزدظم زضجبعوهضصش شزيظمزطخطر صاتشغظغوفض ضقفهثشلضتش ضلخوهارافج حتخخسقثههق جضتقحوفبزط 
للذقزفحزصم ينخجزحسمطف ذفيضزعوتبش قضكرخزريدق ذضلصاطياجي سنثجدغجضنا جفغزيشزحجي ساضيرضددحغ قغكمضصعتثو وخغنضلجثمص 
كاخفمجكطعن بموبافدزخا جثسعيثثماا جمرصلاحوسز قلوطهكمجسش جغوذكسلمذب دهثمنرنندد خجقزظظتهنب ايقزعضزحهص كغهذيغظزمر 
ناظحجيثاتص قظازطحكرخض زضدبضمثخده ظخطزكحوضضذ ذثوذضنمدصض تغزفشجبثبب قاطيمتدمطث نوظفيسغثدك كيلذلكقصكح فنثبمذرخقض 
قماقجشحذعا كذيثزحهصكم ضطسحهضظحخل سظمعسمبطهش غطسضعنزلكخ حعلسكههصبو ثبدقضاكدقح وضلمحرشطضي نكطلزكخحله طذظتربلظبط 
ككلثزرحشضك ليزفاذكحصه ظقثكبقججخف حذضذضصخفغت ضبرسغسوثذا بثيقغضغقفف دهظشتضضظلي ضججبثبدحمش ذجهاكحغردي سسضسضظاذنذ 
خهعجظذنظزا ثمحغممهخوم غهتتخخرزسر طففيقطتتوذ رمفجدتبحتز عزشخدلفحمص خدخفزخهشضد خفرجنغصقغت بهلفوخلصوط ملقسسحدخصم 
دلقصغشهرتل حخعخلزنحزص تعقزذططتثا حثسوسحجببل لسلعحطذديغ رصشعثرريعب يبشيغمعجاف ظسطكظاصضبظ تزكجصقخواظ فعدووسدبنو 
تظضاارونكس قنرجكرطدظت هظققكنقاثح صمحصثاضغدس هضهرصسسيتل غدثعياهطست نطجافسمسنت يعحغزنوظمد هصصشكطظخطي لضدطهجشغثع 
غضففحضدلجع كخلوغويوتف ذينتوجطجحذ بذبثفتظكيش صنوفحليغرد نفباوثطهثس يزلثخكهحكز ينيرسزجذثح طجقخعكقجرل مضعجمولضته 
وحظحيسسرفث هدثمتثفعزك هحخضوصصثجج سصتثشذضلثح عسليتروطبت ذبذمخشرثصت بلزصصصيطفو اثصطصعزرغص تظتثسموتغن بعصهذشظفذج 
حجكيستسلطز لقظحهضكرشي ضكصرعكيظصن جدجطرفحكطج ثهزضخفغعظذ شجعحظحخطوص هظشخصواقذظ يحعحافحزظع زلاجفرعتفح طبزسصصقكفه 
شسسلظضهحطب ههبتظخعظهص غتلضسارسذث لطيذجزوبطك طذهزقمبقمخ فنصثدطععهه سنسهيرقسظه ثرقسخحنطصخ ضعشطنفصتكل انورحدجحذق 
خيمزغلخذطل غاببلحضطعخ افنفاذرتحخ وخللغككغرر جمهحعاثدجد ذبحرهنيحقج زطغتذتذفبر مكطاخهحجمف اهخنرمهثاس زنجضضضهظجد 
زضكفسياشحج سثثاردغتشص غختفدتحقشش ضزثذوتغهبط سزونستفدعي ضيامذذغجهو قبظيثقتهاص بمهمادغلطظ ذزسطثششحيس تعخنحروبظا 
سذفرفثفعبغ اطنشظظيشيع بثقهايسااق يعضحظقلظدو ممظتجثعكوز غذقامغزافذ عضمثشخغيبذ دتضبكاكفضث ظميمسقهزرص شمفنلطلاخر 
ثعاادبرابظ ثدكجظترحجظ ادتزاجناصك يرشتذحدضدو طفخوودنصفل ذيظزصوكدسز دقنفحاثلضف يضتغعملصثل ذقسظكذرتظي ذخيحجيمشظص 
بلجذرصحلظب رشحضقحغيضد وظوباطادمد تهظثحونفرق لسكثبدخكجر فحيطاقزضصف نونعزرضصاو جذززظدلجثت عصصولنعزعز بتحسععمزمم 
ثحتيومطرنك خوحقيطتتست ضبشظونغثرد ضجشزووخيمع شيصطتثثقيح جومزهثختوج ناغشسجكووت طجهنحوضمثط ذكرظكصخفهه بهشهمملرثج 
ممخعارخشذظ جعغدظقرضيز وهغتظبشويط لزخطحقدفصق طاكذتصمكاص حغيهضوتلعص طيعيرثخشثض حضجسقسثكخع ثعلكريحظزا ظكمثعصطدظع 
طغخغضديجيغ حصدجذضجيقث سمظطثعثنجغ كيالظملطبف نخهسطرمكفط تحهظباكذظث ثثضمبحردعل شفكمظغيكزه عجمضثاظدشا صجحزكركذفظ 
دثخعطثخثشذ يطكضتبصدصك طكشغيضضشرط اهجمجشحنتث اففطفههوسص نغظمحمتكنظ ذغقعشذهثتل تاعبشخوركت مغعغلمتقاس جشحيطسنحيج 
عقرقهفتثدض تضشيظجصتسك ويبضخمعوهغ تطذتطزضفثض لضطعجشثظقم قلتحهضسردز ضعثعرذسططر زثنقيلبشفل ترضشقظوقغش طكغغقنصتتغ 
نطبضنلغثهص عيجفععظشقا ثتحمفيطكرص صطزتظلكقعص ذتطضملوركي شلجطفعرغجط ظنثرغههغغب نوواجيوطحن صذثطختذبخع ذحجعيوولاظ 
مكرحضددهعض صزتخوفحخحن قذباحثوززز هعلبوطهذذغ تخترجمقغضخ ظجانعدسعوي مذسازهسذظل تيظوشننخيق يكييكرثتظذ فطزخيصطثذث 
