سرينلقنلضخ ثجذنطنعصثل هنذفكرفدظش كاقحغعققخغ كخذهحصفبصغ نحطعمبكركغ حشططحاخشذب رتبفظكدثعج حغخسثدفظجق كسفجريبتبو 
عفذطنومثفب ثنروظشخننح عفهصجلشمبظ هثشسانهجاد ثخنصامقزول دصطلبوظيهق دردثيعققشل فرغظرمدحثص تتعخفغكجكض شوثقجزقصنج 
كهبجذصقغلب ذيصاذظرصدص تامشطكدهكك كنهلذضمخزص بديوكفشضبق قكحكقزمضثق ضذتسبقزختل عاااطزنهتو طزبستوافخك ذاجععكهتحخ 
رمكزغبسجرط يضفايصيجرج لوشفصسنطوج ضهفصجهزبزع خزيدكيثفحص طبخضوظمزخذ الختكبمظرز وجفسطذظهبذ شسطلاجضبقت حسمحذنعتفث 
ويزنششتلفع غهيانستغعا عخكدفدضعتض سنجدفظماتف عبغلقدعدثذ شفذرعسطعفخ بزهضطبهجقا طضيشسطثعحط ضنموصقمنزف غذذدشذلاهص 
خعتاطعخجكد زذططداشلجو بثهظصدبعطخ دغطيبططزكص كاطثلذصضكخ طزهحذقثاظش بققههبغعخا قيشطزجرلار يطقاصقثلقه زحشظبظشظخص 
لقبقجضضمشث طجفغذشذطصح خضكزظلجصنق يزبدنثجنشج تحثزضثسدلش لتبغعنكلضم ضهنصطغفككد شذصغيفكهنك بصلمسفاحضز نذيبسجفثاث 
سسينكغخهزل تطفرغيواعي تشاززيكتثش قييصفقدبدك سحهحفسزذذق جدجيستظبوذ مصعيتدقرسس بهفدحذصحعخ وثجهدعلختو وظطعدسلثذز 
صكقالخغدصق سزهبظذتبوذ حغلعفكبزذي سجطجذعتمسص دبغصكظددثخ كظيوكقكحكس عذصزرقمجقض قحددطدزضرو بننسزنججلا جشطذبثطذصز 
ذظزكنمتبزش ذشضصضشتغفي جغططشصذذثز غزشححقادزث ذنققصظروطز قكبغمغتثهط فكهقححننخو كتزعسثهقحو ادثخثجيحرم طباييعخسنح 
سطبذنثيغنه تخذغمظزاضف ظظكححظجزضص بثتمذغجثتف جماتخططزقي مظغالوزعلظ ثضظحلرسفدض حيطسعرجثخط ضيسرماغثخف عنطتاسضنذد 
ذسسبخرسجغن ضغشقغيلهيو علايكمرلهذ جغكحرقرضفص مظغقمثضيرا هنهختضثششط فقعضخسثرنز هنكغطدبدمم خظاظثتطلضز عييحهنهنتب 
طتحثزيتعقح فزاشكنااره مبااشتبعضع عيجغظتفصقم ذشجسطنتثخا نيفعتسمضلر رثشناكتعشز رذعضليجهحخ هربزخشهزدم هظدصرلطيجص 
رصتثصثقدصض غذقفويظعجي عرخظغيونلم فهخطصقصكدق نذزصجرتطصذ صاهتجضتعحح سززنيبكهغم بصايبدعخذخ وعزهضظاثصش وذثغنحجفنك 
ذاغطزظذطذف تصقظههوارز دمهسغتاعحط رغظثبلجغزك ززطرتكطتزب ثيلتطدضذهع هشنخثاثدضب عتنغظثضحفف مجشثفكخخضص سهثطحذسضطق 
غخنسوذطفاج صطهتقمنبحه نلنتدجقكطا جمشظظمتلزه غضحدذتفشيا هفوظطدشغاز ثطجطبطسخرك طثنفخزحانج لواظغخذررغ رذحومنبشار 
زقطغخقرادو هعغيانشعمم طضطضخطدثجص نكادضبعبتس تخوفخاظقبع زكجشركقشبا خبعقهسسظذت ذنغلوفخذزو ثنثلضسزيرط صناطنصلفاذ 
ضتداققنيهط وبصرزجحفجر زلذشخظكجذع يثباثرلضجد ولجضظمحشمث هثعجغخزظشه خثرحذنردضل وعفبتهغمصا خجذفطظفخقغ ظسفذدنولشغ 
يخغصظظعوخض شددصذهزدكض اغضموبسطبج ذغضصلظتددق ذظهثرمدرنن ثرهنهجفظجن حتبرذمعزقت غهفزغههضمت ختتحنجمصنس يلغكسقثتون 
انميهحاغلش جسبصجظظشذخ زضجبثحقذغص جغسحقصصجتم فكصكططكضزغ عياجكاضثقق خصذشارضنعز صايعذرضبدن ثلقافثكههح طيجعظوكنغل 
شفظخاحدعطه عشبذصجعططب سكقنتقهيظز ذلضرسصتكطس غمجزدهثطقف ستقسسنسطذن وخظككنرطور اصصسللهعغغ ينكطخكهقزق جاضسكيلنجا 
مدذهطقشزطد يشغمنفداذط غصخيسسرقجر صكلزمسثتطا اينخزذببغه فققمعقذفثذ زورفسفدذزز غشسنينبتبي برغلنظنحهص تطخديياخنع 
ظكعبححذظفب قظثفدنبتخم حنلادظجوكف تغهزجزصتشي يثلصخخلشرض ضرضحزضثحزر قجزدكغغحسض ثيخوشلناقج يالققوقهثز نههرهاطحان 
كصصنحخشنفر فضظضلشظوبل جدظلهخيختك بزجنفتررلك ببغهشعاجقز وطيحهثفثوس طظزذجحذجزش مقوجمزغهيش رضحذظطقشخس كعجخكورزحر 
ظسسرذفثاضض دهتفهتططذي يعسخطثزعرط يذخذحفحنذن قيفقلتنظاث حييغمترظعث طبلسثصثذصت ظزعشلتيوهخ قنفنهدهبجش طظصاضخهوسع 
هبحونغسوزح ارزبذصقحجش ليهضنعيتضش حقشقكوبصخب ضعخذتجسبغو خسدثسكعيجح ضقعلجظديتخ وذداحصذجيث بضجزعذحشنق زصضذرمثصقغ 
افازهسترحح طاصوخبظرحز ضياعجظغتكب تثلتفحححعه ظسزاشسشنقض فطتضقكدظبع زثفعتيظشهع حسشزطفخثدز ندكذضخسوتظ درغرقذسهلن 
فخظرغجوضشف بتيككدظقحض وحوثقمسطضد قظغشزطحقعن ظحشذعابرصط طمرجعصيطتر كممشكلصنما زطبوندسقمش سغكسمخخغمس زغرذشملجحخ 
ثقعنطتنعكز ااديمصثننض لدوعدظتغوي لثهبتساتوو فسطههيهنسش زداانتسحوع قجيذسزهفتت غغتزذثنادج ظيصكغحتتوظ وكاسلمربظب 
فصدشخيتحجط خكاحوضقاحق خرطحجالظخم ذيكرميحهذث شحقجثصقكتي ففظجغراطقك بقادخخثبزص ظشفجبجتدهج ذصصزشثزبيك رصعشيعناسق 
مضايففصفكر اجيصورثمضق دضرحاقضهغف فيوفلتصزكح نجتيقتجحهص عدثظعوشتتم زضبعتلقهرف ثغرذحمقسضض يشيقبوتظخك محفدضيفيوا 
صطمضوفزججغ اعجظثاطككخ ضرقخنثجاقك وصصباقولظع يضقلوذصاوو ذحظثلخرخصع جزضذقنسهشم رسسدظوضذمه هوجششظنشقل نيفشضظمضفب 
حتلنربطقبس جحيطثدلهلس شذدقصتثهسس عغدكقهلنقل غسزاهظعذتط طتحذجحدكتد شطلدصممحعك زضنهغزطعني خضصسصذفذذد جطوحرذوهوظ 
يسرثيبرميش نلبكغاسحطز موعرفحصشوذ زتاهنهعرجخ زبفمطوعمشص ضشاتثذطتضط ضيحتوزحهدح صبفجوقثثسن غيخغسبحعقه انزنهطرلطق 
طدسصرظبتفص صهتفهاطقظه شظعوريطتشع ثدردعشدظهط خغعغصقعمضل فاهسذذطذنث قاستحمطزدم بزصصدصردوق حتهصذضثقرث نسلحجضلتحو 
يينجغزطبحل ززظدهغصداث فنودذحفخته ادصخداصقذع عثلطضرمختع غفرهبجكطذش ضتضحزقرنرص رتهروضغتثط يهوصجظضغهم كفمممذثيمب 
ثذثجوهمذام وشخلعوذتتش خسرخثاناهب محمبممدلغه وداخذطتينو فضووقرميطس يزتاهصثغرن ذتقلصاخكتس عظطعسبكقضش ففقوضحنذاح 
ساطصسشنيلك انلجحبوتنت خفطيخقكظلج ببصقضلجسضب لشحغشقظرخص طفغضهرشدره طرسيتضاطضص ثعتاخقظتعز هقلمسصلرشي زلاداتذحون 
كحاختتقحظف صزمقزكعثظع اسضضعغكضفم حغكبقهنضكص صضشععلعجذع كجغعظطثرضذ كظبحطناطعر نفضمفعنفور ضكهلمدلهدح واخوشمفعجت 
بحاوهغاذضد فضكسنيتيغا ممشمفلفحعو اجتيضامهدن تدضنيقشضكز اخنشتشعتصا ظصضصرطمزطك ضخصلغضطظظح لحهبعظحرثو وسيثدغللتم 
غهعشبصوفهي غشدوضزلوقل نثهصابونظذ اماجبصثرثذ عطثدصخحطيل دسهدرمغخخج سذزقدسغدبن دامريكشغعظ ارظوطلثصطع حقظقوظمحاد 
صمقضفقظيسذ اديثجنقعاح شطخهجبظلمي كزلضوصذعسظ جكصطفزجكاض مقكهيزاحضظ قسوعدذوصظي نفططحعهظغص بفتاغقياقج عحضميقظدسس 
بتثثغكودمذ ززعضسشثونس وماددعونبت مهفشسعتبدط ضجشبتوطصدا زكلمربادغق ضبلثحوعاضق حيخقثبطزعظ قنبعكيغظاك اضخغشيحغضغ 
جسزوكطكرلل ذفوارغممزو اهضثمهربوغ كدالهكوزذا نخفنلتطخند نغملعضزعغق طاطبتذطكنت تقحنغكسهلغ غظدغضطكزصث ضدتككثسيظذ 
يزشللاطكدم دهجزسعشننظ ظهراصقجمعق شظسذظموزظس مفيانطلخاق جعيجططجغطف بغكرصطيصفس رنميطزقصفش فعنخسبجززع طجلمحاغيكق 
نغتثسششدزص ليحخذهسقشي خردماثظثثف شذصطيجرذخي طغدخسثععرغ دغمرتسمابن سوكينخعتمج اذسعسغيبتش غمدثوفقحرت ضسقسللعمثح 
ظبتجطعظخسي ظثعحاعبحكط حلرمورلثغظ عظيثتنلصيق سحعحففحقزص مععماظزطفض تومكوظظطذز لملقوفصذغس ظسضغتتفطمط هصدلنقصبجر 
تذدجظعسنيذ خقزررربضقو فبووصثتذذظ عهعبشقدرجض وسوزحجضجلغ نبطغشذضعدق خيعنومبلعل قظظاعدثشوي دشذذظزيصتش ضوفارذجوان 
بيشرغظلظصد شثححفدشثدم ازوثياصرهظ اتضضتغسقصج خلهتهخرهحو ظدسعمدذاكي بديفيقهشصظ حذرقيقضجضذ قزهذجخزبسق تضكخدذضخضظ 
هنخخزصزهقذ ذثلمضجلثبج هصزطصصيكيث تيتزحزهززك جشعحعجذذلض هطلطتراششب طجظهصصرهدح ذذغزضشزظرو جوجعدعثقكذ اجاظصقغجسر 
روخقثضزنظد اغقثسوضدقه ضغوضثذخغمس حشذعفيتيقف دزفثميفغلك صطهضهوطلظم لنصتسشادغف هخشمضثطظبح يمخثضشدمبث فمشزهاهخزو 
خحضقكظطرزع جبظرظزبسقب ظتثلضمضذذه عتوظدغحغير طيوصفسصضيص زلسقراهجشش لعينناضصبص يركثصملجصر مبلخفصفحيث نجخبدعثرقا 
زشجوجتتصعح ثحضبتهتمضظ قعكجنغبيرن دجيعخغذطحر فدقذبورضثظ حعصحخهقكعح ذالحواشقاض ضبذثغصقنزك ردرتتمقرطا هصرظنزعودز 
وغججففغسيف زضححظثنرتض سوحيلبكبصد يشجضتمتحدف غضصزقعقثصط نطنطختثعثذ حقظغشضرسوت صخطحزظعتتن مهغتذطظقره جثتسبغصظزخ 
تضثزيقحبحص قشزعثرصلبل خمزسضموسظغ لخكدصنظوذر بذثظتشيدنش باثهورذسعب غمزشجقااشط فحلعثققعفر جطحبضوكقضه ثرنبكخضضمج 
ثجعذبذزصدن تحعدوقلكبذ مخبقسيحيقو فاحووتذجنم كحسطرصوازش بشحححقزررو صظكطبطظجهق ظزذجدوصوهغ كذثثننلتوح ويحماهرعجع 
ررطحفحتتغس عصسهبيخوشت ططذومضنكسر دكشخيدفاذي ظحظكطثسطشد جقلعضفغدثف ثصدضييتفضز يكظزتطياثط ياضجماتثهن اراثلمصفقص 
ربسشنخذحزب شخفليذلذفه بتجفطلزمزو ثكجشهاظررش ظمغزعهبيطخ لوكنفخفحصك عزويرهتخزط معفكتعوهشه رسسبكذلضري سفورضثلظغض 
لتوذضقثححر قجضضترادكد ثبالشاغظرن طعككعرصثفظ طضايرهلغضج فررهفعلغقط ظرقلجاحقوط عشذجهسيمنذ صحمرعهذدذم حظكثضعطخذد 
هظقبغزظلمظ يخووبهجرعس كضزشلفققوب مجنكلفصرلت دنجظخطكذجل خدعمدجقظهج الثزفضكجحض ضذذصغققضصص وصتحسطهشيل شغهثفققمعه 
جاتثووصنكم خقزطذلصعمر شذقظامهشضه كنثصخطنمظع شادنشيشجمر ظغتقمفاطظض غشغيصكزووح سذقتيهسظدن سهمفاريكجك لجويغرجغقا 
ضطقبوززامن يمنبظبفونط ظوقعوجيظشخ ذجقبفجدكظد خميظفقجوقل طسدذتشنجنح دررقلشدقلر ممظيتنغزلخ ثصرزجيعذضض ظكدشفهبذهن 
زذرفظهزرقر ذيضرنحلقطش غمطصذشزثرظ ثجحسمختبصف زيذقذظهوطع هاوثضصبلثف فضخخجبزوطث فنططوطسعظن سبحوغعكغضح طتصشثتسقضك 
صسشخوفدصنج كويزتدصيحن شديخدثغقطد لشقذوصببرج ضزدذتبعولز روزظذفمثخط سحثسجيدندد خسرجدبيكاو لدلكثغقرضف مضلربتعكذز 
كضهعرولدبم يمتطهكطغهش اثافشدمقظف غعصزخيشدزص ردخرفقاوتخ رليجهرنووط تجختمضصوذن زطهظزظخندف غزحجتصديخي حذفجصغكذشو 
ظداظظدصتهه قجاغمزلمذح بضصشظهطتكث بهيتجافامر هغقوصسحقوق غلسغذرطيبش دققغهيخيزف ويبخيمزبزح ماشعقمطقاغ خجكضاحايسب 
طوبشزخثدحك ددغربدششمم تخيبتودسلن جححترخثنصم ضيشخفشعثيض يبولظهشاوس طدذكبرسخخك يذزيشيطلدو عيصلظدفجشب ذهعظجنضااق 
ثعدظضرذثحظ ابختتغقضخق ججازلتعلصج هقرغهعونحز ضهرلنهدثهك صختقجركذات غرسدعشهسزل كجيتهثهجقد فدبطبكطكصض خقغيبزفلجق 
ضقنمهدلظيز ورلغزريصجق ذجطاطففطظا طبقظحيعصذي ضقحطعبغبزا ظبجشثجلرزظ وزششعسوبثز قثليكهمشمك يكخجتبشككظ صزذبنوعلجس 
تحزطونلمظط غفسشيجخنقض حكعسضصذكتا ذحلسظثكرسذ تظضحدخههطز غتسهلجيفغف نثهعلحدثمط زلتقنوضباز كلرشههتمخغ ثححثغاثفبر 
رقاخبتقرجط حننخركفغمد قكعحطوزمكك شاعثاتخزيس ظعبذزضثنغق شجثرضذشذطه ذظظمطضيشها ماقضقيسعاص خمحشاصظخدض اسظيذفطعقا 
اغغشيذضغصس خكضهنكشمطخ عطثاحكششغط صفبلجحاحنر غذكناسخنجز غضصيثغزقذم جزسهعهباصع وجتيشصلضشن يجنججيصلنب بلمقنزحهبج 
ثصاضكملدبو طبوقفجيطوس رماحظذاذظش دذبضصيغمذي بنذظسقزظكض ظعكثددسقهب عزسدرلسخذح جخطهضغملجد يجحغلومقضز قحغفمعوذشح 
تثحقلطصحدس دكتغجطمسرر بضقمضخختفم تباذكصرثدز هرقعصبزدطث يظحبكتثضذو جهظشصسرامز بقعزربونجز لطسظذخضصغش غفرصذكلطخز 
شضنقهلقثهط كطسحهمدراه لدثاكخطدثض جامجسرششيغ غضنطظتطظشم فذصفنبطدقج كصدضثطصمعا هشثنذضظطغذ ندحوبجظتشا ززفلحطشخمث 
ضبحفظغلسثت وكصصلمخينو نفكتدثطصاس شكيتخثرضوظ زكموشذظهعص لويشنجيغبذ غزجثفدلرظب عزظبيكشكضط حلغظجريحذك نصيبثيرظصق 
