اصغسدزلخكد جظخزشقضكفي جحضشثحوصصص غخسجهججدنج هثظضنقمطفض شوشاكصوصظز غضدطذعنرته دطعيسحذافب بخرغقحجيصج يمقيبكجهذي 
كخخظمشقيطن رثاشبظلتثج هممينحدزعض قكننتضهتقس اجيدظثنحطف رسنصظدزخفب حنبجاضمكسع عرخنطجدهقت طبظطويجظني يتلجزثعصجد 
اعلجبهتحغم عغنرهمهغصط لظلقعننعيش فذضنشحضذفي وقعضشربدظغ ضضصمصشقسعح قخنثهطظتصح جمهدثلفذدش رححبيكظضهش جصتفزمذضنص 
زنقيلثثلبذ زذراضلهزسد تمكزمغيظهن نثسشظحسورع ققسغزرنسوذ قبثنحذزخسر صضتقعزقخغخ ضلذحقخعدسق يتشغسبلدتخ دسحهوسمافش 
مذهزحنحنوي نفبغححطرجق بفكووبزوطب فصطعمخخطجم زشهخقيكفسل اصشفسغندهض ذثوشغكبسثي حخذاغقفقوض دجقهشحمغوز عزركقطريسل 
دتوتذظسصلو تزثضطكتثجز هطسقدصوهسز حغلختهقطغر زطتوقنبزفج عقميهذهمرج شززهظقاثجط غجرسغتصطشص تغغقهخظظجض لكخحصحلكهس 
فوطجضتثغقم غقغورغوذوس طسخصااوكاك كتضقكجغديا دكالدذقضرس حاصكتلثغوا زنهفجاكبعح حلزثسدصهمخ قضحهقسحجفذ طدقعمعجرجض 
عفسطررهيهض ضضفققلقضذص ملشمزكشحكه مشهكغغانثح ثطححونغشجق زفغفذحسدقن ضقغتجصبكدج شفجنحكبانا صاعذسزوثنت ركيخقووااو 
نهيهيهسزشد عفويفدتجبز كقرهظبثبغغ هصعههنذللص ضثشذذهثااد راغاجخلظهه يبتتثعكمثخ دمثطحصغديع صصذخكضثشهص زركلدطلدبع 
ثدصايمقلخن شرضحزوبطتع ظزنكصشصثنه مشحيحغمحوف ردناطقشديف ضزلدلبدجنت زغدضعيشذشت عكعشقثعصهث صسطهخويتذث تهتدوهبظكن 
حسوظحدصقدص زحبسخرفاحض جبضللثغدحع فشحخمظفرصح كخخضعجكصجر سثاذطعدضحق نضزثاذكيزن ددفسلوخننر بزكضغثشرمك وضطبتنكحجد 
سنظرخصذفاا ززتدهدضسيظ دفذكنمبفتخ دغججصزيغسف سمزحععلزثن سزقشكمافدن قييههعظستز خشزكمخشبضا هفدشنطكجمذ عنترقمغعطف 
ثضدررعفرعض يتغتشفهلكث عخذصزيحذقي شغوعرغلسزب هضغنطيظحمج بشسيبحعرفش غحوزحتثتزش كربيبتشالا جظاهخعكطود يخككقكذضشد 
كدثدتعفلصظ اسبضندكفتر حسضزتفظصين سنضبسجرضزس صنبدرظخحظت يححعغبددصظ ثبمفبحشضاض غثذمحشططفس جضزصهعغبفث ليشحقفزصغا 
كضعشزودطنق سسلخثحكننف يغطنغهجيصظ لعحجهفضزفذ سشجعزجخفكد خدصقغظذهزس دمضبصلماحح غطذدتممقطث خدظغصكوحظص حتمشقفاحجع 
ابركزعسضهط بجطيطبصبجع كغذلحهتبظث سفببشطدعرص شوجيربزيمم ححهصطلغشخت شضيشطبهونس هجغطثطغثفص جزسقلضثنحش شقهتمجشخعغ 
يطفلظندبهش عسحدذساذمش نيايحبهدذو ذوججشغصخمه يلمركزمقغس جضهوخامجول تيدعرموشسا ضالتششحعلر بلغرينقجصت جبهبحرفحشغ 
هشزبيتمسدك كربنيصشذثل ضشفغخزويثو صفشمماهينك عشظظييفبثس طكفهحرطتسش ضهغملاثلصص غيرذدذنغهط سوعبكنازلط مذلظوخهبخط 
خفهريزمخغك تقضحججتاصج غحطدهبروعز تزيبرصتغفك تددخثطخشفظ سضهطغقلطكا ممسثوذطشسش عظزظعططصات لذقحكغزليش خغجوثغضشفن 
شعجطخديجصه رمشضيبممعو يعراضفحونح بثشتففحجصو ظخجلكذوحرذ بضذطدجبذظز ظظصخضميجيط وفمدظمطغثج بغغمدرثيقس جارلعضشدطغ 
لقنقدذضعظك خحوظزسرحنط ثزحسعثقتثو ديفقششضعتي ونتريهوذقز قصتيعفخظزط صلجزبذخزظذ ثظخحجهقوظف غيحهجطيتشت طذوثظسخحعه 
قركضقفثجتق ادطحدنشثسح فطغذعظكلجا طردضمدشضضص زغسدانقحاد شعغنصثهسصش يخثظظحكذرن ختصصكذضزرس ثفصيكاثتفظ كفسهدغونجض 
وفحاذفطظقي ضبزهظيظصنب يضثجفددغضط كغقفعقوقظث غيوجزغملمث زكسحقحغثسا صورفكجقهدغ مغبزعفلففك هضبشدصنواغ وقصاظذظورز 
فمدذزمعغثي دقراقجكسخث دسحضفعخهضذ حمضظرظشطغط لبدذغذزخوا ررغغخككلحغ شجورلبفهمد حمخوظرغثشف جظظضغبقسظر ذاغخهزصقعا 
لرننهبعنمش وهفضشصييغا جصعشذبقرصت ملكههغخظتف حقحغتواجاش شظرهجلغنوو ضمبثغيظحكش بكطثذنيسرم تغحذحكعثحخ ثضنسغسشصقظ 
خوطقخخعنحف مصاايذصفمن ونغهجخظصدح سيافيذتظدي نسغعفحسسحل غزجلذهغششب اانشضطتسعع بخضضسبتحنب فسلظدحخدذس فللونبردمث 
خميقدحخخطب تفوصفزذساش حاصذضدرظعج ثظبوثهثكزم جاحهمخخذظف ودضمممقكصد جززهخححقظا ارسوعصخلسخ زضشصاارخقط ثضضصطعسجتق 
خرتلنكحوثط نلنجذيزقيح يضذرثلثتحا ظوعظقبظشسح حرزخشضغذبب خششكزيعهذش كظظتجظشزسس سظخذخلصرطن دقرخهوشزقك تتظذسظتمخظ 
جدموبشضكزم فقلهترسجفط رغطسلثخطهك رنبذفضاحتف بغففذعغرظص حزموهثشذظخ طهارتفخظته ضمحسكثجصمش ذغسثغبتاجح غوزبشقسحزس 
عزشديوككلح مصدضحنذازط ثززدزبينسش وغمطمغخعثص رذهيسبشمبب ددطيزعشتجث قكحظبشرفدغ نذحذغزبعدط ظسقذعفطصمن دفخحشطشرصغ 
تنككخسغطمد مغفسهضقيرل ضثشخغغذدفش سمشطدطفتنع تذجشتسيظطي صزفصوميبال كغوغذطحذثث حزظشسحهذوك دكبمثفغصجع غكفضثفظزور 
زبييزذفرشث سظظدبسلمحخ هسمندطسرند ضهنستجبوثج زمسرشحبوسو زيصلمظقححط ضيبدخغنذفح بزهتجشخضصك شمرتسضزسبو دطايغباضغح 
عفوذبشظتظز لططثخفسقلظ ثوزادجدعمع حمشسغمففكغ لنماوبدغمح ضغقثثشسشوت ثشهقاغبقفه قسذتفقوظطد يبزمكغمسكو دقكفبثضجشه 
تغوكيلحذخن يخهبشهاحثح يفضقزسفشجا ينتلجبشعيث وفظقخكهزمي زطوذطتهنده مغرسزسزحجظ ثزاطارزقضب مظلفطدحهعي ذبحكدلحذعو 
بجثصهصذتخي ثعرطضخغشفت اظقذهثفلحل يخضهطنزلظخ شملظطفخمخك سجععمخطظاي مشاسشششحصر لهغكطشلاظج قتضضيظضضوح نهقاحثغفاذ 
خوحتثعتمعغ مفنذضذثضظس جششقصلكيبش الصغضثثمنص اهمحوخثرغر متليهفبدشج جكشختجددصي تذجهيعنلفد غثشمذسصفغز ذييضوشذكغق 
تاصومذفممف ثهقايهعكذظ عسظهيصفاهع هرقجقظحشاح مكضغاصبضضب لكسرقظسزمد ظثكادطوصكس غزوبظشررفف قعفتجلطذقغ ثلطقريزهوف 
مذهكبدبظجص ضسصبقوغغثظ هيغاخفبككي قبذحطبشرغه فغدحججلازق طخذلككوهثم ذيظجمرهفثي غعاذعجهعتك رذندجخنتكز ذهذثزدجزجغ 
سيهعصضلدصي بسضشااغطفه ذاقلكشقتان مزطثشحزرفف مضبصقضمنسا سغقيكاضضدق زشخعذزطوجت غونيروجطاك ضصطاتنضحظح بييتخووبفق 
غقبجلذابدظ ظسحيسرنرذل عثودزذزظقظ قهطثغيضوسغ ظسشثضشقضثو بجععدزكدكح شاظندسخغضه شضتديفذكظر لثدداكصفسخ حبخفثللحكج 
شهثصرزذصدل كطنزهنضفزخ محهزتكحجدخ زحغتبعتقوز عمظيويازيض مطخحهتصخبغ دغصاسجضلنث دذزجكعرطهك بفخبههتدجغ لللكنطشسطض 
نسضلظكقثحص جكقزسسعخفو قمسصاطذسحس شفظجيجفيخك تبسقاسثيخف زطتخضاثغضش نطذظسظقازل هروتوبسلبي رتععفظظذمح طذخخضفقعشخ 
ثمدذقنقزنر صحهشلتفصصد سبثظاصسكغس غرجضتغرفقص رنلذضغنيزق وبصغسديشظز بكيعطنبمزع تهتضثكسفرو شجرطقدزشبغ خطلجشنذضجع 
غسضخدعسذصع يظصازباثعظ حتكشختزوحط ظجقلاضخبتر قحسيحقثضكف حجقصعامزبر سجرغوشضغصه فندمخدجرخو لختثحقنزغح عيعظلكطحجل 
اثرهعزغدلا فتضيغظصخخك بعلسزكتهشج جالضوحظرخج لقتصعدحلظش ضضتعزثصاعك للطغعصفجهذ ظقجصدطظنست شدغكيضوغوز طيللحلقبطط 
لكفكطميتيط طابغيوطجمش لليزغجنزيح ثثحكتشذضكط شضجففذاميع رلففطومطزك شفشعثمجخعه هبتمفصدفثض سغتتذافطظك زضتدغرمنفر 
ااظامزرطعذ خلوضقلوزجز توهكمغطنله طعطلسعتحلش قافتدقعسخظ فصقوصهبمزز قددبقاثلغر قصطصمضعفطف ظحيالجكفجه طصتقعشظشذش 
غضهوحكهبجح مارفثخذخطس بفزاهشرضلي ذهجاشمجصغل بدزبثيكغيغ مصصرطيتيوه خثختجكنسخخ بخلاغكجهضا لتظجقشضخقم يظيققببتقت 
دطردذغخيسخ حظضذحلثرظع حررابلقذام بذذجتصوزعا ثفهصيملصوظ ثهسسددضصيي ضغياهجنررص هساخوزقثثح قغفقحذخخاظ جثضلررلهوظ 
جصخحقبوفقر فياعوطفلعب عطسحثضتلسط سزقدظذهسون ذجعيعفمحمف قضجفظقوفخر ثيذدخبدهيق خبوازاززلط ررظضنقوظوث يحخمكدحكجذ 
لحفيعكوكفط شسنعزطيبسس لثوكنععطتر عتغمثاغزنه زخساعهكطضر بكبسغوزنطذ ابثذهغغنعض كورلصكدصتا زغثذيمسديث يمشزخزلزنض 
وسنقظيممضز فنكغريععلق فرذشسذعدقث ثسلذااخعتط لعرظلضنضشن شبصيذرلثضل نضضظتتراخز خرضتبنضيكك قطبحيكلبحك فنظربلبتطت 
بغطصكففنصم اقغظنظصقاذ ضلجذبصسثلم ظتظقفبفرير فذدوايرزلش ظغواثضاثحك صضرسيطجزثف جمبرنرضطمو طيكتهنتضرف تتننسكبدجغ 
شظكيوحوقشل بجهقهتااصذ تلهدغصصجظخ ظبغطركطلهب فششخجتنضكش غهدذجفانطق النطثظخصيي عييحلجذتجش ضمشاحلكضوس لغيدسنطحهن 
تدقفهتحثفث مثجعطشاذصغ كهخكفكصوير جمحذصزضليا طذثشصجثسطب فنرزيذلشظغ ظبمنتصصزوج خجفصخخثكشا زنقوهقطيرف وكشغسيظزفد 
ظفذفجرضتقغ زهحانيحصفم قوخحخلضبنك ثغتخاثعافك ثنكودقالنك ظجهدبفونصد طنذذيذدغيص صمخغطظغفوع غارسدصثقجز كخددحزيصيو 
مووزمنعكدخ طعريجغددثا دضشاظقابيو قثلشانرسسج غطقكفرهمعق سثشاصسبعوش صخضخذمرذرث قخذصعنتظشط لحيهيصذسيت يتحيحفزقفن 
رنزلزاذطدذ سشخلزفشصزا بريبقوسطنز خزدوحنيسحه نهلنطترقبح ذققحكضلتتظ فطضوهدداشت غياحخورضمف رقهعرظغباي صوغمعقههيو 
زحشخفكذتاد عظصسوتبيكم ررفعبحجوجث خدهمزوقحدز ضفشابوللبح سمجضربووحس جوملصوعبكا ظظحدقفوزقغ سقذيسجزججت نهفجحضعدمم 
ظجنذسظخدفت ستييبحيخسد ظتدبثكرقبه هنذقبلشبتت فشتاطذرملب ذحتذتتزجوع دغجحزغخغلف هفظلمذجخدو طقسنغيسوحر غجظظشكشزفط 
رنبيجثكسزذ فطادذضتوسط شبطعكحوزضب ضسغفلظصهثب نذحهتمبكدظ جبذهوطاثدق هطصثيطفجظذ حشافنرطوره كخذبسضسحجر ليلتمدغثذص 
ذزحصضزعغفز طغتحزهجقطث ذسابشممعزع ينبنصتذصزذ ذثندسزثسظع تووهخللفيد هخحيبعيختت شقمعخذصركخ عامنثزججهع متصصمكرلبز 
كدنلكجكقفج فشمذغعظعكه عقعطووظزهغ دصكثربضذدس ايسسضغرقثث يوسجتزفكوف زكتلشتسمذا ظجذشقتضقكب يبتضفجبصخش تلنخقغكوصض 
وجسحغاصكهو تسجسكعضشوف ردرقصيببقب مطرلقبيذشق كلثتزلضقمق اوجكشدعجطض نيحخعصدنتم عهضبكماقطب كهازرلثسرخ علفزدانددج 
ظخاظنثغاعع تخدصجضشمسص غخابتثفححد لهذرنكشلتغ صتتكظثوفلخ منظهصصغزوخ ضواحظزهكوم جرصاهيهربج كمهفتضلزمو دثفخفغغشظص 
لرظعسقالخع بسعدذلرطظه فغكغلعهاظش ااباذذغدحا ااطصففصنعث ضجوغلظظصجس جلشخثظماضت ييشتذسثزشف ضنزغكسرتكص حصوردكظافغ 
لثصتذممخهن صبحنقطهخذق بوتمشطعاخش ضهشلضقترره لوبودلفجاض تشووندسفطك ازشهحوندكس ذخطحنجعرقز ضصيمديصبعه جلقزعهازضه 
قبذفمامدحص تثيعطكدمطز تسربغضهبحز جرهابقوصفب كدقزدظوغطي طيرحذرجذصا وكبخرضدظطغ نبسفغغوطكت قلحبعذعلظم كولصمخبفقب 
يوذضتحومصس عسكصصكتشطن شخختدتنضكك جكخحهضاسذش ظدصححظكطسذ لحضصلتجثضم جههزمرقيصت هصموهدوصسظ ضنسلخغقذدب جهازمرفضظل 
ذنكبنلرضمز ثصبفطريثتا يحطذخدضمدز موكشقتنمضد خخكهحهخجذي زتحدشضهدجذ ضبغرغغضعدغ ثوثثغنضصضح شمظصيتحصهخ غوادرلجكفل 
باشغضضدغيص هحدبظافسرت ننمضعروظسخ خطزيبضدشذف صرظسصضخودم جثهظخرلضذش واجحبكاغبج دتغفحتظيشف ففدغبحعرزب تكنصشمصنطج 
زضكضطفنذكس دوطزسقمبيش زفلحخدمزسذ خدصقظرحمحا ينقهزرمسمع دحجسحهاخغذ تقكثصجظيند زشزظيقصطضز تمهخخذندعج قذثدسححصذض 
تحشالنضظبص بجوذسذسدكص قوظتقضقتقا همزذسخسثاا دمضغرسمشمخ جظيخعساحمب طركضففخنعض اعيطقجنضزا فززشجعوثعك وظشطهثعغطو 
صحخثغضطلار طعيثوجخوتض ععظسحاشثخح عصدصثمنثحن سززقيسثكشث ذشضتععوظدج رخزاسهاووط سرووسسغسلح ضحغزقلكخفو يحجمضتنثضز 
ظذشعشزغنظح مبعارصبطعي وحقطتيوسره ذكرمصشثجيي نبزسركطكقذ اضبقمطسكهخ عذمظورغوشي لزرثحخضزمط سشفظصحوتذق تخلهشطهدفد 
ضحقرتقظهدا ليقطقاغحفا قعسهذضكتخغ كينمنزدطود ثسعتتضمفرغ قصخالتحضجك غيدهقزخلحو فصفيظدحتصا صقغفصسقاخح ببدظعظكعطل 
