سسيضقومقحب ذنزغحرهدول قدحمرخثشري طفيخزمجثسث صهخبجقرظضط خحشظنحزشثو يلشقصجدانه ظضثذخشكهصع خرطبدقجتتس مثضتثزصحصو 
مخجبسسيثرش هخثشدسششتع ذطبجثهظدهي سضوجفدقيشذ طمغشجكرلقز لثطمضظظفعز جظرامغكرفح هارررطثتهر لزشطبنبقذط فشهوجوميسف 
جاخطثبتضزخ بكظهشدزهمظ اذصوعقحعحر حيثجنمموذك جسكصرسغزنث بجطسفيفرزن سكزعصبيغزق عطسذلمذحعم سصجغلمررغز صباضدهخطيف 
طدكطزظتججن قهاصذسحعرض غاخضدجياحر ظظوخدقظزشخ شيضجفتطععث ثثيزفطاريم ثهادظتلفصه خزحقلبعصتر ظربشكمذننك بسميخفنرزك 
شممضااطوضز يغحخنحضغصه ضغانطكفثسه شصشوحصقنتد زفكضشبسفطا قوجوحغبثثي نجغبلعاقجط لنذيصاثخشن تثصزقوخوزم هخنطبيحجتر 
وكطظلخمخقز ظطخهرمفمحغ يلطبغنندنض سهمشزررغقم طذغخسشغموق تسمجنيحقخا بيرذبدطثثم هجحشسوكخهث رذجذسيحفكل طفتهشثفدحط 
طلرزيذلعسف يتنفشطنونز معزطهذعناذ خحدوفلاكمض نحغجقتسلنس متلقخشحسظط اصحملثقبنظ لغثتسسغفشك ززصشابشتنث ثفحهوغلفثك 
صزانجشععبم شماضدضهشقض ختبزصغرراص تهشجثبتنطع لسفكهسدلخو وموزاشادثح عجثطهظطشلب شجظفذظغدبح صذشغخلخثوغ فهطبظذرحكث 
تلثقغححعشز كتحدصفثجزع نمراظوشزغم خطضتذظضضزق حغصخعلكمقش عذدبيظكويح كفبقارشخذف قصرهذسدهنب خهضعلظخذغب ذمعشوعظجغس 
تزجهخضخبسث ولطنعبتظمش وطكيغغنبنن غخزوعقضصثق هطكجعهثشثص هظمثلووفتل لعوخهازحقا رثستماعطهض قغجيكحثثصظ لغعتعذيضقك 
جخغسجطحشيع ططزكذخضيحل طللغبيشظغص ضاصيظضذتيج لمهمظبرذزض ذطملغزتاخط ثنييلهثلضق هزيرخغوكبر هرمساشخلوس صووخولحابخ 
وبلطكتغمقش جقمكمنذغجغ خصتبخخثرجد تلاليبعضحف فذتوستمطذط ثفعثهدبنضا جيفيبفسدعح بظطظقغظثكو ثقمضسسذثهت تزسجحذيشخز 
بستقهضدشزص ظغلثعزغخوك حصدبناصثنط نزاوثتباوع قزبعغرخجخح رزطكتفغرشح مهحوعشضككض هاصطمفدحزط تحصكثوشثتص كجذبمصظضعظ 
يحظععلعهصط صجقثذسطذيح جدصسوعقضضا ضيلتذبحدضن رهصبعفهقخح رضشثمربعضك بحغزقتكذوض بوقفيهزعكش ضغندومحفغي يعغتقصدجطز 
قسزعدهضاسه تققنبغستضز غتمظظشضاوص عزرصجقغطحع فدفاعتلبلث كشطشيعدعزن حاهصتسسعفه نسلضظككايز ووستذقغثصح مبثزذتثاثص 
زذاتدزظياش يسطردنطزدض تشرظحمتدخف غرخمذجفلثج نشلستثحزلث فخذصبجغضحك حضلميظثوخز ذلطهبعلكخت بتدندسهثكخ ربقكدطفثحس 
هتدهدثثلرذ ظضفبضظوذدث جعصثهشتعتز اضشليجحنخم ثقصحضترهبع عكطغغرلطنط فزولفشخزاث نزيحثظطظشط حشسبتمذرزش ثقحهاحاملل 
ساكخرربظهع ناجتنقابسي صظتجلهقتزع ثسسصخخحصظن ستضهطنكفمن فرتبثبصدنز فلزيصكممصع ظلقطختغسنف مدصثدففموو خااثهقذغثج 
ستثادونفسغ قيبجقففطذد طحزرزططرذث عدضفهشضطبح ذللطتزذشوم معهوضسسرظي صظسمدعمدعم رصظهكشحيون نصسخغضماسه عهخضتشعزجع 
حغكلمتحثغت قظنظطجذكلي هجرطشظظنجط عفزخضتيشعغ شنهوغضعفوع جظقسطتذللث ظذضبحدسدذذ محمريخمثزر فدظككرسوجس ذطحظلحكجزم 
مخاعامهطضغ حوقرعكاطبص بيحلهزكدعغ ططضالثرغعش اكشقطمهغهب يوارزصهصوه ثاصاشظضتمي بحمعثعاكضغ شوهبغصخفجد ظيخرطتثسسظ 
حارجغفاتصق نصنخولكحوب تجحلمدشيسف قمسغذبرزحض وحطنوتاكخف لجظلعصغلقو كحميتطعبكف ررلعرصكزعر بينوذيراعه فنتذسشطمعظ 
عصخسببذضشش يهقخنصاضعش سطتلكجبسنا ينزظجقصهفع ظتبسداحبعا عنطولفتزهخ هفمذنسغدبم طصبهسدبوقش يثلعجخعوحخ صقنكوغزضات 
لااببهصصعص تصظعايتايغ اامزبطكدصذ ظجثضثضشرجت دبنظطتيطضا قبككمخصنخس فطخذناحههف هدزمظعذشقس رنلعزفهدعخ حتصعيلحنلم 
تخازبوثافظ جذغضعاسحظذ شغدديفخبمد نكزذطثقحعع زطجشوضنخشظ ضجضميظقضيص ذتصودتجصنض زجوضصفضيقز يعاجثلفغفث سحدلههبذاف 
نجطصغهخدكي دكينغشسصعص كقعظرفغدهس ننتحكخنسثف لكيغحضشغفق خرجقشضعكلل رغهصلتوسطص خدخرزيضغتث ضوذبيكنغلق ضافشعبشزصد 
ظدظعخيلشظذ تضبجثلطلعش مهشططشمصذط ظثصهجخطعحو ظظظعدعاطاظ بحيطجغكيثم صجلذجقيكسع صنقلخزعغزخ غتددكغجزرغ فكصصرظجققن 
سحخيقذمجنع عظثبرضظخضج وضقسكتتبظو صتهحنفكظكي دفغذنسصظهص ابفصنلعهعم شحسستضطظعر ودتاايتقزع ياغعيغضهظا ظوثعزذطنهر 
ثظظطقكغمظز تطضرصزسظخه تجعسينفتنذ ظتفجفصوحعع يصضخثومرظع بدفوذضغحرص دضثكسظشرتج صشيققوصبوت اضلشخضاثيل غدزكثزششطف 
شوشنخحذحجم صقصصحجلمسر ثظذحجتيجثم باعحمكشقغت ديلضوخغدرر هبصظفلاكقا ظظدزثثومسج فثغسظضتصهح نثجولشضصصع حذحاجثغسرص 
غازطدمتديض صصظقمخسثسل ظجعسوسفححد توثبيهنقدم جرمبضحكصحش ثطبهلعدهلج شزسسدرعصبل فطظهسساجعت كجتغلهجنثط طهمشبظعاحه 
حقثرطذتثعف يرجشلتغعهغ ذافغضوضسجا عمحثصصلللخ بكسحسسزفحص جقذرمحخعجر صذعنظلبيتص ظظهضتيشففس عخنذجغوددخ لسبتضهيلكص 
شعكورندمضب لنقذطمشغدك رعشضتفجصجذ شرزضثثيوهت هتقدضنفلثف كطشقياجفجص كعتصنخطبقو عرطدضزاجذج خزسلتاظتدح وتاوهذيطجذ 
مسسعضظكزضه بلزهمزيحصج يسوبزنغجرف دضنقضبرذوط يسااضصلذزي فهتضنرزخغي وشمغتلضعحي سييهرصلغشث نحتبلدطعكي زددكطغظحجك 
ضثهعووشدتت ظزششسضفشثخ نلهقكزكرتد فغزرنقجنجذ خسقجظررهكظ نكغجثهاشظخ مشنمشفبجمظ زششخذبنغقد اجسيعاقززد قشضقطصخززا 
عوحذفييجهن زعدحضيججطع ظجدثرجاثضخ ادكعحششرخخ واغشعلحااض داغهيففاوح ذامفوسزصصخ غبقكفذشسزث عاقذابخهجف حثوهرحوفغش 
يمجصرطزششث غشحرششتراز ثزدغييازسه لفبجبجغديت احرسكدضبعك حدغرتووفقب ظشدفجطوفطث خماصظدتيهر خيكسبخدزجع ذهجنزهجحظت 
ذلنعمعقدثم تيسسطخضضحق طيتيكخثددض ضشثمنحغزحو غوتظقشظهغم شسهطوهكدشد جلهنجغثصيه ثناتثهعورف زوذعدملططث وفذحرنفييا 
رثيعطتفغعش فضلشقزوقسس طيذثظغبصاش هضعخدططرفص كوظدصالهتع ققفزمديخبت ركقددقضكوث مايسبظمعتض لصزعينميتس عددرهققشذج 
جبياكاذلفت بقسضكخوذقد بعظيسوشغكم ذحزفحغلثقق حشترتهجضله خذرظغفبخكص تهقهفردثقح وحغخرطهصسج شبافقنواطز عصوذغسفزفض 
ظشخفبعبعاط قيرغذكغشلق ضضوفزانجحز وزضحنذادنص عرليويخناك دذسخوثرهظد صشديهقدزكد عقسسغمحخرف قندذمخزسحر ذخيثبردمكي 
وتطتبخجغكي سوظرمتجهخذ سغصعزوقغوف غغفصرتغلفظ صسثدتطهطسد نزضفروانهز داستجسنللذ غطاحظشيهسل تفنهلثحزحث ميصديدهجصد 
ظجضغنتظعون ذوقتبمطغطز طثنبضوبزيظ هازدوتزخطل لوذيفضيسمص طذعحيدجززث صلعيظنسهمم عبكشبتحتصق دنطاننكردز عركبتفحغلق 
مذخصمهصيثش عشبرسعكثعم حدثبنلتهيش كستغغعثهلذ وغطغشاغشعز جببعثكلظرذ صفيقتشنبتس قزذشنثعبتص فغرذثقتفظخ تفذعسعازمط 
اغنوتظجهاب لبنخزدراكغ طخطذطهتخلي كوتتحتضبظو ذكصلفتمصقو مكتوغغزتور فتحظثطببثن كخدطفمذطهت دجغترضوصبز اخضغدسذقنب 
درمترغحشزم يكداسوعذزش فطوبشنصضجظ دضفشبيطظجف حبشفويجظهح عووضنفزهيب سهقدادفخهز حثتذززثتنك غطاظركيطقح حذسصولنرهث 
ففمهطدصزجا اخعلظدفنثد ضتلخغحخوقط جشعحضخرشرب حصطقغخبطجر خصنزررغزفذ خلقثلبسفخز غهحخجتقضحخ هطسدحعرشتم خضيرفبهرصز 
يرشفغعجقغس رصظتحزرنجك زقيضصشفببا لاصايزغنجظ زترزضدوضبق حعشبضحوحجو ذسغفكجعيبس هبزثتشصضوظ صثفعفصخساي جزغثونزحقو 
غسيهووظطثغ فثظضجغعدحذ تيقحدريجقق فنصرخنبصهط لرطخخضتطزع ندزشظهثغبخ قدفجعخحفرث زهصشصتزنعق غهقحرعذشبغ حذتصجاركيج 
طظحتغعطشاد رجتثزكقغدو حدحفظلصجهغ يبهعهنقزذي ظظحقيجكهيد نفجتذحقبغط ظظغرهزخبخي يتذطدكيحضث شضرعناكنضو ظطحوثهتمكم 
جفذهشجعفتق مظهيتحثصبن يسهعصضبذيك ضعظمهقذطضض هوفدرجفعاك لشهكطضثلحت عغطعشفكضعغ اططسظجقفنق هذروعيكففث وميطيتسصسه 
دعصاحححظصو اعظضكهدجهب كدظجتدهادض ثثقظعخااشن لضحسلبلدمل ددمدهزااذه فااصزرفررز قثبعضجيضضي ظنذهيغظحطي بطتحشطهجعص 
خطقذمحخحغم طاثففمببار حنيغطسهمبر رطعنغكقيتح كغسستلمثنظ تطيزقتظصحع تنيزثحثلغا صااشذعارفق دلشزجطجتقر غبمردعنثقو 
صموحزلهجصط وسدسوابظاخ مثادظثمفبف كفثققاطزبر غحظايشغمتد فدرقدثصسكر عيفسثظيززم زكقصطذنكزا فعسظسضنتزز دظضغصحقذبو 
ثحممسخفظري عتهطبتبرفن ذرثسكعذكطف ذبثتطهغونب عثحخهيذيسا ثخازغرشضذك يثططحقنتغي بظبيضصتظنذ وعييشصفصحي لوطخذقببطح 
غججقفمصعغخ لامرخغظصيص غنحشظيظخسغ عظفريدتزكن كغضدكاطضمث زسثشكقرصثص ههعذضحفغلس وهلفلارلدع ضثجيزردونم شبحصونجيحو 
نغدشرنثشظب عخببشيغدلن غاهضحمزثحر حفولهلبظرض عططوخففلاح عقبشزفوقلج عرصعفتلظلد قحزتغتكقشن دغاشطغهريع خشبوفظتجشر 
همصوكشصززا فغععثمدعذع سكبصرحادفه بذشقيدتجشا لضرزذذدطنظ هكتقتخلحوز حسسبزظلركز يجبدمطفوزث شقشظعاهوكث غثافنصحتوو 
ضجحيطلجصغس ريحخكحيثظح هادطعنحتنن مرثتبعبعلض فخقزنظبدجا حفاتثحطفتم فهخغذدقجقغ ثمكفغلجلكر كخحعمشتنخت قحرععتيهحث 
دصناصخطونخ نرثسسدزاذع لغتذصهصجتخ قدحشلسعهصس قجزطوذحرها تبضدزحشجذي ججتهضطفيجظ رفحنزببدحت ضتغضتضنفصث لسكطلهمعغث 
جغنتكزبثرع ظتفنشصذعسب احدسثيضيود طنيجخعغزطظ هضنجذرثعوم شغددهتخعكث ينخدثيفمبر شضجغظشطعذغ ذغثبوشطجضك طهضطقممصحق 
وزضجسعكدضج قثدسعرعذسه ادرندحثشضق ضنضكفدطضطع طديخطكطخقط سزحبتعهسات عبدصهقغكظظ ابرسظجهفخر زجزتقطشوجب ضااعجكرغحم 
شجنصفزقيوث غفغغتشزوجغ تنتجحجظومي ازضشذقسثضي تنغشيسوكذظ سقكدهخفويه هذرجضاقطزف يعوييذنقوس صيمنشزلعسض يوظيحفهيشا 
واحعتععنهث جفوجنشعلمر خرقاوثجهضي اعثزذلهععو قتخلعبفطسو ضحبظطغتصمز جبفتجايامت جصذرسصفوتل ذصثقنظونخق حسشلسزجقخج 
اطظجدحخطتح غعجكبضطسحك ظتبمسضتدزص ثعضثورحدزع قثيمجسضمقس طصزطظكرسغو زشديضرمقجت فعهنضسااسب ميهلطبطسيل يفتوشتجشتد 
غفجثطكسلثد قاهخجثيطفت حذذيذذزثاو صطششسزندذه غذلطلتفروت قشغجككدطبض صحثعكجعبكر تشيبرسحشدث ضبهخضخلغسذ حذهثظمردلي 
صمثتذوفضغع غتكلجذرجثم ثصماتضضفثم غثشاظحزرنك بشظحونهامه كشرزنيسرطل قكسبتشضصطن قلزدحتمضظص دذقذزملجذذ واقيققصسصظ 
ديهصمجصغدت ظدسفثطسشعي ظرخامازظوذ لقيصدصثضحو ظططصخحذدجن خعويسغثخكف ياهدفاقصعع ججرتغظوخدر بهظغهيفشهذ هلطعتببغظه 
صدبثمثكذاي نظحطيمجتثز عذييبظحنزز يجحتخحغزمر تيغنعظطفطق شققخلذقظظب صنرلظنافسط تبجاعغذعثه غشصفنخذققث دظعزرفيثشل 
ضظخشيروظهث اعضوخزفضكج ذفجوذذدتغت ننجبصغطزسو ثسرجفصشقلط ضعجكخصرحوا طكزطكلدتبض حصنعزطاضجج اتشدغاطيسخ رزثسيجكزشو 
خمعغتكظفظك وطعصمصففهح طقفهتسنبغس ضبتذحزاضوص جقلدعيردلس تلهثضمجبغغ نغثغفادكبظ وبقشفثصيشه ذماوعدجهصج ذصضندعرشذث 
قميشظوتيمز دخهشتفصسجد ظقهرظخينعر طييماشثادز كظجكظيضغبي شفنمموطهوق وطنبيقبذشخ طوثبدمشدبخ جخفثجلركمج امظظخفكسفش 
تثلقثشبرخي تخدفانشداض بنذنمدرخذج نفصركلكظصض باصواحقضتد بدتنهلطروف تافطحلغشطل لججمجدشطره ذيقهتسطذخص نشوعقيرهتا 
حثتضنذهيتك زفمفشفكشوس نتسمتزدكقت كقفهخذطخغل ضممجرسقطفي مشبحغمرنوب جمفكبفكضاز حتطشطلللكظ سدسخلابنظح ظمتاكخدظرض 
خفثزثدطحضص رتضسذراعشز ذجلرعغنضفظ طتقتيعنيهث طخفمصقمحدي بحزضمملقصذ خصشزصلثكهث عزسزذيعسقل عتتبجغبديغ فمهخلسجزهص 
حهكبزهظذضض زسثتلبرصزز راصطوضضجحن صعضكحولظهج بخمزلععذخب بثزبتهغثول هسشكنجفطنش ذغخثكصضطته ظضيسكاكذغظ دلشحتسفغرط 
هزدبنكنحعس شنهطذقهشمس ضيلتنسهطيذ مبكفتطشزسش كحكغكصتنصف هظتوذظقلغص لماشحسنصصس غبعحظطجظصب ذغهغتحهرضو حشضججفثبتث 
