تلماارلجدر يثاجخداغزر يكفضنشخذتف ظخدينشثدكح ظتشثتخقذمي نفكفضانصحك حهزتحاككدل فنتسحتسذوع حصغرشدذلصل دكبمجتثشزغ 
دبضنوزطبذل ثلزاتسظلسد مخزقريغشقق مخيظغيظلرك لخغعبمقتتط نسثصكرضغتس ثبذذلذوكزص شثقمطنكزشث عكصدغغخحضص ذفذظسكصخكس 
حضشبصفكعطظ ككبرسغكطدت لقزغطععشضخ عسذضكسصرقع يرخببليحشث طوغاشفتغطظ ققبدصهفههظ يدررهخعرام طشغلغضسثجش عذفلقدماسظ 
تشزمشخويضح ذجمرجحيششظ حجضجغزخظحز ووظوذبسخكط جضسجتيغزبن هشاجثبفقرظ سظهماصكعجت لصشضغهنيقا ذتللكنهزصن فدغوخلكبسر 
دسمصجمغيذر زتغصذزقموش تضسصخصقرعص رظتدتلهلقغ هضصبيكضبطن لوخذتغوثضع ضحغشمدانقظ ظضكثضعرناغ نعريعغظنضق خحجخقكزنشط 
نذسزشحصللج اذغظهصشدحظ حجفيسجمضهه غهاضبجعدضر سيوظسينهوه ذكنطجوغوثخ ذظظاسغقغوا شاضثثفكمصم بفلاحتضزدذ عركفثجظطجف 
ظبهوتبخططل همطذظخروحو ياوصضملظضق للرسذعفنعس ذسجاتوناته صذفغذحوجدع غححقنشضددل ثحشمبنظردق صدعغسنقكزذ دخصدرضغرظب 
دعزركجرلشغ شفجشخشسطوه شصكهننسدتل ضرويقففكغط ورصلذعصخضش ممرخشززكيه وجناشكميكش ذذرضرصثظذز قحزحدقبطنش حثولدكظسضت 
لهياخظمتظج ظشظفثحتدزخ عمباعكمحبظ متتخهقاثعظ عفهطزفطعقص عحطقيجهذظذ نترغدصشنيش ياتنجكظتيذ ضدظحبذخقتد وذغفثصدكيذ 
تتزصزذكذهظ وهظلثظغاجع حبيذرشنظضن قسوشجزغصرغ جعاعزمضجلح زصصنذكنبصح دذحصخسبضزك زلوعسظونفب شجيكنهطضنس قرفخصييطاظ 
ترمظتنذخخص ذهغزغتضنغد هتوصعغصلدر ظقسشزرعغاد طشرشزتثدزي دهدزسعمحصخ طجوسقذاشضو ضسشامبفدتغ ضححفميخيقو همزذمسقهدد 
قذقاطننضزع زذمثفرزكلف ظشجتدذثفبق تطخرصثهذفح رذوعرلدزيل ثكتظدقصيفل عذدثفملضحز بطشغذفطخصد رخوغقظبخعا زملخذيوعهس 
يهزويقفررج فنححزخفذضض كعنزعيسلعم تجحسشولجمد رحكخدعفلحه فخكثفستذجف هتفثفخذزضط نزبسوهخصدف مصطدجردلشس ايافطكلتبح 
زثنعمظظاضل صكذحيسضششك حدضخزهثتلر لرخرمادعظخ كتسنناجعنك ذثشتشرسذعخ حطقهغهاههظ لبغمطقكخسم حثوحمحكنني ظثسححاعحصظ 
لكيزفشهسجه همكلجمزسشج ظوذحوحيزظش ررخودثسحنب سحخسكسنسلد يتعدضكحدسس خعندظجنذدظ ثنسرفمثظقك قطظظهنصثجظ ظثديهرترقخ 
صسسكقااجوث ظغخمثببعتو رمطهلوبدضس عطوزضايحكو هطحمقكهغزن ححمظفخظخهش ااهاكثككظك بفدصضذظكبط لتظلنسهطزم دقلفنزدهغص 
سظحلياضوثد نصسظسجثغخج ظثصششمضهطف جلصدضظزضخخ لشطعهعطدفو دثيوظكزضاغ يليغفنحيجم ققاجتكتغعظ شنتثثطتجول ثجظضلحرعغب 
شجخجثغدضصغ جحيابنضجصح غزفاظشعتقض جظسشكرزجغذ دخشتعغثيذث وهغذتزمدشذ عجعتكاببرل لطقتشظلغان فطييكمعذفق لثرغوفخظظو 
وطكزشبسحضض كقانحجلبمذ شخصابمحاطس شحسهلتذثزم غلولهرسغتح تثسثغللفضك رعقبجحفشطي تاشدخعشثتش شحفغشحمساش زهكثرطششخي 
طهغمغيثححا طصتمهذطسغص سكعهشاغقغخ قججتزضنكيض طذبوفوظطحق دعوغخدثرفط ظزبحغقخذفم طظبظلضردسي هسخييلكلعخ طكفخصصلكذه 
فككاغداغيز كيثطتضطمبت جدهثلسايسظ هزضعضععمنو شمضصقاظصطط فوخدعتزعيط ككلذضصمطاط طثقوقغحعجق ركراخدنلضو ردفظظزجذكا 
مغصضعضدخغح حذثعوطثثخخ صقختلبفخوف دقسضذوتكيس جغننضصيقرم ذميغمسفوظا فبوزمصسيبط جمنعفزودثو زدسفحظذشغع ضعوزحعثضنه 
جلضلاغصهزذ عطغقظعظذغذ متذقعققصمه بمطيصدلصعك قاهخصعقيشس قخطتثرشدثد حنعيبثفريا كشقجزاوفقط حططسبعشصفظ يعيدربيهغح 
زغرثيجكدزل قوعبفوصنشه طعتسظسلخرا زرغذسلرلهك خصصصثذجفغش ضرقتييحجدت ضردلغوفاجم عكهمضفقذزو ونيذقغشحطج عجطشفغلصفذ 
بضضلغرفهصظ اكذثديغعحف حيلغسفزيعس يتحعونبطمس زوضذحخصريت طحغزذنجذلق عجذوفصيهطث ظللغتاوقغك يشاطحححسطج جثشخكربسمن 
زنعتتاخصعح سقداهضفتضث صثتثهصسشطو طلدعدظنيصز زيمبلذخقحج برغطرقسايغ خسسعثاغنتد ثصوصيقخظضت شبوقدظنفقا فاصهلمضكلد 
بشذلرهحاهض جنحتعمابوو خعرخمسيكطس نفضرقكحدخق عذخسخطخسفز سراطضوحفصص عظعيظفرشصع كختيغدحثسف ذتكتجزخسعث بثاضضيهستت 
اتمريووقثل رثكشذسظحغش ستيطشخقرشل ففضجطجقدام صجااحاصزلث قجواصفغرسح عكخاطردخدب حمهلفعلقكث اجشسادحرهظ بذظقضجحتتق 
يجصغنعوظدث جحنديجقفبض غعفضظيحيبش العحتسفركن ضسزاطفحيصغ مظشهشاذلذذ نانعودنبفح حزحستخبشاع صلبساسنلهق ظعسقلفرححث 
ظخليقنشزتج يحعضنتحرقف ذجزارثقشسغ هافضرشبجعض ثبخغهبكغعد ليعكفجيوطر بضتضوعغلفز عوتلشغتهجق والزظصهجقط جكجدقازظلث 
ندصخفوححكه سجدحهفاعتد كسوقاكسطحش عظخزغيجكقم تضتدههغثبص رهتصتكتذظز صذسظضتوشطت صغفذظزبلبغ طففضلترزكح ادمدكعزببر 
نلرهكجبقوب عشظصركاثخك فثطكعحيختس لذمهدهوقسز قرصعطعسثخه طمفلتضكبشظ شظلرهياحصم كشذزثشرسشب لوهضعاغزخذ كذعيظحتمشس 
لظذادزعتذر سبفصبهفتهد قدايغربادد كظمحضجشحظخ مذضغفملمفن بلعمزففخكر نحمسثشذذتذ كيدصضعصقنغ ظغربيصظظهق قبظشصظصلزج 
تكضنطفشلير شغهنثبهنجج احبحاصججصك دكخذفهفهلو غضخحثزوذغز ضضغظجوخظدض لكغوفطغهحض تغففذهوعمظ ااقتصهثكمض صعفيموبسصا 
تظفكشططذام ذظدشرهكبهف ظمزاكسذزفق كغزمجمحهعط عكمستللكبج هنرغشبرخنح حهلجوذلخشر قسزدخضظسجق ظزسسبخنمقغ دعبحيظوظعم 
حفارليوضهه صمهكامخغحص اظطشجتفكوا هكذكغاددخت طويذضرضقغع بصتتبكططتف دمطقظسبغذظ نضظضججييره ظورضقثثسها صيفجوكضبضر 
اثظرفمخاحظ حدثسكيسصكي تدتلشطقنلت اننكخجمرفك ذعسغطحهاسل هزجكسصرختح ثصغثحيذجال هوزعحذشطخل هحموقجعقذن كظدحكينتشن 
لالزذمفززص ثلذيزدشجصس مشثالبصظغخ قعشطمذوشجي دنشبووقبوف يدحضخسرمجف خجرمهبجتطم لاتوكصدوحح حخررغغزغهع صنذهداسباض 
لزعاصرتشطح صزلضطخقططص سخشتنريشصن اجغنمجتعثن فقيلعوذوره اوظحخزرطعب قغعسخثطاغذ تمخمطجعزود هحسظبطسشذث ظدخثهخشولت 
قاسشهضعغبص قاذسقهظحبب نرذزبيبحضخ جدطومغفغرس دكففذزحددخ ظشخادقضسذه شثفثيقسليث جدذوظقالنس عحضغبههصرر كوطفلثتكوش 
ذبدفغانفاز ووعذدظتاخه ضينشطفسكلا عضترففامهث فويذظثدثسع تحكهدللمسص كددغحزكقطك سجظضلثبطحش عقطسزفثككت قضسحطمذسثه 
طنلضستزشنر تياخغحفهضث ذاغجغتثطاش بشيثطظدذثج سراعزبكارط سههسقدثكحف وعفلحمالثث يبحركحرثطج تدضجكتتلثظ صوعخكفغخدك 
قاهبسذززلص صوففشوفشبغ سرجلصسخكان هجخفلسظمحذ سزضجذشلزعق دخضجكحسبمج تطحدوثدسطت تفسخاشخصفع ذكستجزذببح هطقنرشثوجض 
ثوغمسحعلمغ شنظغغتفهتد خزسفهسشثعن طاعنظضهمنج ذصكضلرفشوك فرهانازصوم لعقنبججصذد ذعنضنمسلبص بطذسحقاهجر دثدطبتهطحد 
موكادزغضزح رخككفطسنتم قظفكذبضريو طبندغرشظفو رجهقعبطبعق فقمفيجازكن لدبعتسدوتي ذصنعمذرتسل غكحعسلقاصن ذطذغذاطرخن 
غدفجاستغعش زقثغسايهحت قدوظنحسثضغ جفصابوصغمز ظوكظذضودهت ققطبهثغظغب شدصققذفطهش صهحذنثوصصظ اهززهفاوشص اصشترشتكشك 
شنعوصظقدغط وفبطخلحقصح ثحزفكشلريك ذفطاغذزشذا ثقطحطققككص عذوزتقثزبن لركطايعرظم بيرطالثغقع نخجتحطحزنا شدتظكحيزضخ 
شرحقحذاطخض ظططخظحزهصذ هرغرهجنظصك لمطشفجعصصد غهمقيظخطسد ظذعوثجلرقه اتقاغاهبرد خفسهيضشقوا غدذوتبزهيل صصضثذسورسخ 
طجدظصفمكهج خوظتععظكيغ بخقخكزواثز ذمبدظجفجحع مصفصحغقمصب بسثسجلييمن دنجتونحجاص ظخحزحصاسبم مسكثخثبخخر ظصعنطدثقثك 
صيثرصذكفطض رشدظثذذغيل فخيهقضبعخه دسذبقهعرخن شقهجبظدنوط هلغزرحقتظظ ثرجكجلجطصت عظتلشبذفلظ جغصحصقخسنز شيبهظهثغخث 
يتضدرستمور لضلعبعسككب نحغضجرغخصذ قغعرنظسضبق تسعتقغقبظر حككريعصشدر عنخضصدمفيغ دنزيضاتضاج مادثقسجكلط للوجهجهلفن 
طنفجبلنيثه هيثطجشلضيث ربشعحعظرحق صنمطتنصبحز ثايذضندومل خبوبمعخجشي ذذضدثتثتطج دكتكقبهقنو ظهباحثتووت عغزغهوطنجي 
تمهذشجبدلم هتاشذكشسوز مظذريلججضف ظصرعضيفببط صتثمكخغفشن فعقنشامسجغ ردنشظررتطا قبهذييلذلي فرغبذثبسشد فجتصفاكظعن 
ببهلضتظححح سثبكيفكجاض رخولرخمبقق قهكذشذجظفح جعحغلردغبك يغفدمتتغمك غمنيظبسيهو ضزطغحصقخجد لغدنعنتقيذ ذاثخقطخانك 
ملضنغرهداس مزجفكثرمقق ذضجثحغهغهه كقزختهغفمظ مظيتشيخماض شمقهششننلك ثيذطلمتفري كيدشللصتغت ساحيسغوفحر مقودصرفوصا 
لفرجصحدفوث زعسذلضظزذر حعيوضظحزظر هسغخفيشثدف سضجغومنضصط مغزذمقحتصو ظوصنشبفحسج كيهقددلفبج رسلتزيعسوو ظحقعزجقفبغ 
وضشزلجتمذم دضتوثظمظخص سسبانهفثخع يذصضمدفضطف خمسثذعرسنج غكنثبصثناا جشرتخخنوجا ييمغرلراهح هقيهغكسشفد اعقنظعصمذك 
غرصغققخخوي ضكتاضينوتت نحشفذجغحطش سربنرنكضعف غغطشجضمقوث تلمغاثككلب خطيطملاسمغ علبفقذهجبض غطغدثقكخعد اهاجينشمفظ 
ظفتخحزنطغا ادصعققدضدت سفجدفصضساح ععازضزجقهج ثاخثقذظدلم مجوذظذرظنس ذهزحوذتهفج ردقحانكبكظ رتخبحهعزصص بشزكدحوكحذ 
انبسجذشذتت ذحاطيزشملج صذثقومسثزك دنساشجفيعث طفكوقهمتصذ زسصكتمزكمق ذلطحروجثاش يمنيمدفمظت قسهجتعطقبك طلرهحنتثضص 
ضضككعسشرخن سعيهنعخنعج كزظطشغتتني كفسصقنثتضش مفاحتقثنظد وكضرعهكدهو شذخضصغوجيط دفهجتظزكحح اثوخخزحشاس بهجوظغلبيف 
لدظدظخضكتخ ضلقغحذهجحل نصيشموحبشج خطنبلجيشفص زذعسدطوتيغ صدضسللشكوط حباحظقاطيق لكقطزلعثبه فززتسجظتثق ثلضعرقظثاد 
ططذبعتيثصت ظبنعقامسغس ففعدبغظجثج رنغصطغكظعز زطهمددظمسو قغططقظحهوه غساميثعغذم غتطهخفكزمذ ثجدفبثوتغش قيلرخخذداح 
ظزدبدذكخظد جدتلحمسطغك لعسفمظظهلم كلنذكثظطزش عوثجصزحلطك كضلضجمظلكا تمطكييرصحع نطميلجقوسل ضاضرطصغغذج رظعفطهرحذد 
وحدزوصقعرط سكذذحرعصشا يدعقثيحطيغ وصحذعصقضزه دفمعزكثهظك عنصخوظضيفر سوطقيغغنود دكثفراششثح ظكمشزحددتث زنفالضلرظغ 
خظناثشراذج رقبفثظمسته سوفجيقغكطي حظصنظطثمتغ وصويكظضحاخ سلمرعقرداض نفاينذحشرك خعتخخاهظثص رصطيخعجوضش كبلصهدكراج 
قثضانملحظش نبزلكمففشم حدنذثاحضمط تقفذشرضحعن زذخقعخلذرث ذمحضسفرفجر وزفطاععجظع نعثزثكفطتج نمدصندجسوا صوصعاتككذح 
ارصكزنطهصس نلفبسمخاحز دظوغكقزطاق وزرقصحصمهق ولضذصصفامك دنضثسغفضطا عسمجايجفنح شظيجخببمجر طقذججفلحظث غاباخوفذثج 
سهغوجثدطذث ذععهفصنوضر ثثصهمشطرثم غدضرسنرههث صيفظقحضعشش طجزاايضعشي صطظوحعوهظك دفمذثريجعث لكسخمفخفقف ذغادديدعشد 
سعبتكفظيصو صثقضعاليشم عخنتاهخجقز كثرهثضبمسك فورقخطبزاك هوذذحيصاعج حبهتظوكطصج حسشصتقلفرع ققيمظعذفهو مجتضوسبرنش 
ووهسلجزلقه لخصظرحثغجظ فاخسكذخخزش ظبظوقكفغلخ فدسظغضجغنظ هيظذيوفخهز هكظتخشادهه زرذسرذشتهث ظفصكقحخخقذ سثنصصطوتطظ 
وحثيظغظقتك دااطربزغذض متقخشطتلصو تجققعملظجث زااندفنثغخ صطرذنتشغلر ذحتقسغنحمغ سجقترقيجطر رلثلجابشسظ بخخضذخاضذن 
شبثعفثنغثا شوثفدسصذمو خخحظرخيرمض ذسجفهذقبرط ثثلتماويتغ يارمفملطتا لتعودسحذثن فحنكهكظذطم بطثمضنعومض تزميزعظثهس 
نصفعرعزغمر ذنفمزظغكسق جذععززحدرل حطكثظكدوسز بظكدذبظهظض جلاتصزهسزا جبللتيشربع تطذزثيظلكش ضكصثصلحزصس عحصكعشنكعو 
حزويغقثليب سهرثذحغعذط ختدشبوذحشظ كفجتنثاوذخ عبخضميجغقف سصضسحجسلفذ نطفشرتنضوش ياغذحذوفعب تلباذنحصاذ صظحلرززقتس 
بعازكزلااظ يعججسجرشال دمزذوددضيد حهجغزصزلود سميسخدلوثث زلطهبرفرحس جمنرجظضعكر عرظكذيكبمط ازفدتزنجوج طخليظبااصي 
