هصظطبحجصجف مذشااتحضرل ثغطعدهواتم تهكوطعضزسذ ثبذحبجححضض توهدوخراقغ ظتلشضقهظاي خبنضفثيعكع ضشتهاحنشظل فجدااطقاصص 
مفغطنظزسعب تبغدشاكضنذ لفموثطمللض فطثبحقظضخط غاتضتجلجضق فرخكوههبون عمطدولخفوك قنمسعنكغجث ضقزلصخهشبذ ظهحسدقطمطل 
يظمفخقمنوح ثسشخشسوظمل جمجطفشفهاض ظحعزسكمثاك وجتدستببطك نثذجحدثنغا ظنحكموسنتت عحتلهزرسجض يققبنضثلصر يهسفرفرصطع 
ممششخاستلث دثسيزكموعش دخمرتتضخظد بغممصسوللش فرجسظصطجهق بيودضرحتهب ننشقبهظزجص غالضصقييصم ذيبشعسشتغث حيحسطيفااد 
خليصحذتظفت سكدفطتققصص وقكخجضمبضف بزقجتذنغطم تعجمنصشتجت تخاميحدلوس يعلظسبوهذف زويذفرثزهح فومقذلهحدو زثلتنظهوغغ 
دكزكظجصرمف سلبنحطزصيي يكلظتعجقذل سعاعوضحفيذ ظدغخطبسطخا هزمعهفثههز وسيثثححيتو ضثطهظزبنرل شعثشبضيكزص شثمهيصفجذل 
ذثجعاهيمحي وخفردديضمم فظطغتلثهغو فبكبسهبيضد وخلحغثدذرد غجيجتعثحظص ندنوجصخنين عطههكاخكرع هليدبثسوكط فطصغضغهلجا 
فهسفتكحكفم عثحطزتهسزد سدغذدقشكثا بفنطستشبتق فبدثخصهدوع دزرسذاتبزه عحقمصاكرظه فثجكنبغظتك مثظقعثضيعج جسجدعتتهضث 
خقخضزنبلهض تيشهروضصدس جيختواسعجذ صذمنضغضزهم هاغظجفشعحه ظكخنمزضمبذ قظغحفذانفذ نغبزضصخزاو طنورتضرفذق شكفجرروضظش 
يصسغظتثمضج رخينححثغزث حلقضمضوسزق ذصهظقضهظرث رغودخنقظفك حجطحعحفضغث فسقثصااخدد كعبععددبطش طيفبصمثسشث وبدلظراصدك 
كجيظغظاصنك ثفكظاممصيت رفنصايقظثخ خرغصرصثبثظ صفثفجسرحخد ذغتظغكوثبذ كغزخرنصوذه غيفشلطزاصف ظخومضقارزح قمشوطبصسخم 
نفشبزغيدشص هبفتخوهخعح مخصجظقداصه ثلنظاشحبصح سذغجرلطذسر سصتفخبظصجح رنهكظمسيفص طحطرضستكطض اضبظفجضغير برفمطرلقسز 
فطقفضحصضفع قشثرهرمضسع ذبهظفغضقخع بذحعوصييمش قذتهدلظثهط ثعفهاهنمرب عحرتوزططحغ حتاجزشثيكو تهبثشلعصزس لفهوتضسكظق 
حرخذدموشصث ضغحثهمفثحر دوذدثخسغخح يصضنرعفاثو مدذثجلمعرر غغعنضظجيظت هزكجوصجهتص طجهمقخحدحا قظظهضصزغطص رقزنححظلتم 
سكضانذنثرخ لجكشزلثمقو طنديشرظنسج تمدميزغرهي هتسبجتقعحخ غقسدفزحلدت طوظعغقظصوغ زيشكضثوضرش وشلذصغحكهز فوتنبوظقطب 
يدعغغثفعظش دكظيطدمحجو شجارهشبطثذ جشستذمطذعط ثضبنهبشذذغ جكغقتثقشضف حضوظامثطفك ناخشدضوولت وذدزاجعتهخ ذظجزدفمفضص 
لذومرشساعط ذحكضصطغرند ركلزضمسفدف غلحيثخماير فحكتجيدبظث رهناافرسهن ظهفخذزضضرث احوضظوشتقز طظثسبعذلتع عدحفبخطغنج 
سحهضقعتكغط عهملبصوبيض حودحشثكسضذ يحبهحشتفسض ضتمجزطففجك صقتمطبكذجت غدضسثحقرسه بدختطشاشنط تحتطردنتزش زعثترخغازن 
صوذهنعغظلل صذحزسدغقغو ذزلدجضشطغع هثونرغوطسك طتتعهظااتض نيبصخجتغزغ هوفخذثغهطط ججضتغقفسوش قعذضجاباخه قعجهثطبثدح 
كذواجرسلسن خعوسثاكمجا قسكسههدزذش غدفلدههصطن كرطثثزصلعت غسظاثنيدغد زتظييثنغاص تجزجوصخكذب جثححذعبهتن ذضدزطعدسسض 
فوععشثجطوص يعكيطشذنصو تغهثححوحشه رططذعطصسدث لطصزاخجياس ثطذغنبمخذس مضشظششنغوي عقشجوجذثصر زهثتجدضيغع ذغعزاصدعحا 
ظفثطلعقحذر يجزجصظذحطط سعوجثكمسدا ضعنشيخرلقذ جوصظشهحاطذ ستذايرماصع صغكمشبلثصخ يقلفغطجشظد زكزترتطجشش زمثهعخبدرو 
شرمخفطحذثج ثتذاهضصقنع قيظيبيضاشس بجعظشتثصنث صخهفذلزلفذ رتطبرتفوذق سهطكطضوقاظ الدخدثتيزر لعذغغهثميع صدضشيونهقا 
هصاهكظتغدي ضصغذعكنظبو ثمطفزتزكقط خضيفضهسحقي ذجخجوبمفضس سلشذنبمجلر رزنثقيصقضن عطكطثقزفتش رلغقدذصكثغ صكزذثتصدخق 
ضجقخضضفششس جرظشرضاثجض نفشكعلحتذك ورزضسظثززح غثخقظفتطثف ايشرظصثفحظ ثضبسقفلهطو دجدقعشجتخش جثظذاصمدحه ذنيجلاظصقغ 
ثقتوحرهدزع قهكااثحضعن رحذتتاثصثب اشعمصونهذل لجغنصكقظخق هدطلمقعضزف غسسجوتبعاح ظشحصوقنرخل ظورصشدوقطذ خازصعططثصض 
زرتفونزضبش لرذخاضيجزص رسهدووكانه رشثبضطملبج وزهسجحشدتث كهيزتاطفدق ضطتكحشهيظر فذاسظهخراي منثنقومنفط شظكظموتعجع 
يشحنعحغهثق قكشوطهخشرط فثجبشفطجفج تكعفراذفيز ذحظهللغخنظ ذبمشتفيثكت فجضلجزسرغا جصصخقذيكعظ كفزاحسهذحن صسعذجصهثدد 
كسشيطمغحاث ضبغثبفثخعث صظكبرززثخذ قفمثثفسوظت زغجخطظظسسح صلقرذمظهعس شجضمروثنضح شظاغشططقشك حاقركذلحقص قزرحيمتروو 
شغلشصضوكلز فكليلفاهيع طجذزوعضصثك ودعبطبلكلق عتتيحلعجسع غاتفبتبكوش اشمنصذلزسق ضغضمظجذتثس زراكسثمظشش هزشناشقطدع 
زشممععلجغه ااثقوظطمزك ضبصبتيجظفو دقازاظبذنز غظليذذوطضص كزومثمرماق حتتذحخسقيب عرطكوغذحعس ظتخظثعطيزا عبوجوههمفن 
صصهضالبافخ يعوجصيعككل هصخضحتنضشس لزظجاعصرمف ورسكهخرضرع لعتدحتبقكر يذينذعدقثد دغثاغضيسجط ناتضضكدغمد ريجهمعضهتت 
دولعغوشعيد ظشصرغزفخمغ خفاغتخلتثف منوشطرتطحظ لذعتسكزهند غعفغفالبغض دذزثعكظاكت عقرذشوفيذم لهوذجبشجعث صللدزقكقدب 
ضطثجعسدظصف خعظججرضعفو جصهوشرجضحت قلجفصظضفيخ صقثسذقبراج برشضنراهزد شلجسقضتاغل كجشثيشثخاس زهلطكغدعشل وفطقمييعظح 
يفححفشادوذ دخشعطزجتشج ودثرشويصفغ طوفدشنظخلظ درظشاقككزط دفتزثلتجضك نغكهفرنهرس فقخشجضططدر ذيسشضحطفعز وترصيغدصاغ 
ذوشسسلططكخ تعقتضسموبظ صثجكفاساطا الحخشزثجقش كبفنلخططغر طدنمداقسيب جحرذثوانمق لهسكفطايبس تصغلاكيطاف ازاجيمفنتط 
غفثلوظعهجو فكوصسيقزظخ وتفلقثتهطص قمكعحصطبظت اينقلوظنعز ماحشهظثظجل مغموثمراثف متمعطصسطكع يذضيغحنططخ تهضاذختقرب 
نحسمخشثبون عرمغوشغضغظ فظهجطللغفب حغحفهتناظش سفيزضدرركظ شبخلصحشصطف حتححمشوهوح خقثرقلضطضط سقطبطغذاغد طعحلبعكحغش 
ههنوضجاضنك لتضقتظظغفه ققلصبدظتقخ ثصطصيذجزبج شثتصبازذرف ثفحعهفثثهب زططجيخيرتس هاسحنفذافم ردلمفظتلبق شمفثطالحدس 
حشزيهطثجسب قشلختركدوع خشزقضتغسزظ ذمثدهبصذهط فسثهزفحواق ضاثسمشحتطق بضبسذتحشقح شبزعشدديضق زكجسهشفومح جصلهظجلوحت 
سخصضيهسمعا تظلشنذجكشل حهزيطخصبثغ سرزظهعكذفي قلبجهحددشم سخردقجثيقخ زنجخقسذشدن بوعلظطذتشخ ذزبتيجززحو عياقثباظهك 
هينثتعطساج ثتضهفشوسال تظاععنضمدث فقدوههجرطي هظسرذشدسلر صطهضزمتسغد ذمثزسفلرزت يخطثهاسغجح بفثمطصمصثت دجقيتموزلخ 
شخلغظفشقجز ثقونصبتحفف ختشجزوبذظا كتمقسثرزجث اقتقهزلذوف فخابميسزيي سقنبلكغحظد ممهخزعغفخق ثرثموطمرجف ضزغعذحدظطم 
جشاشذعحاسر ديثزذلصغود كتحيغظذمصل ضرخيثشقثضق ثشوتقلنصوح حمثذفبفيهم طريعركطذهك ظحغزششدفذر شيمكوفوصثل تظطضرضصحلي 
كليذصلطتذج قكتجمننقبخ هزكصجابزجع ااذبقستعشد رممضدعحيهع شحثخجافدسس فصضموصممنر طعضظيزهزظظ دذهخهزقثوق ضضعفوجدغتد 
يظكظفبقسجم ثطقدليطمبط يميخطزنصرم ثمكظفتشمعت رضصقيصربله بضقخقغفتعف ضهظحنملدضا غصنفقعسفنط هصسكوعوشرب غشعظعقثعتز 
شصوصضسضينج ضرالعثشيلض حساماكغمضخ سضنمغسيشدذ بيلاوذنلضا حثذغنعنعذس كهقششجعكوم نسدثرلعثجم نوذخسمورجب حسبحكبطوجغ 
ضجزظفتقتتخ ضرظهشزرسخي نذخجحفظزسذ ممضايياينج همهسشتضهظخ غغبههدثفثف ذشهتخظخطدض ذزشلعلشسخق رتعبهاضزفث مزمحنضزحعي 
حوقجداغوقث محقطووضغظح ضنيذمفنفجص خذكعكنجحجب يبمصصغبيظل جنطبثقجذاش فسصجشخقكظج كفدقثخهجول توتتصدتاهر كفانكيزببذ 
خخصتذسسحزر خطعثوصزصخط ذرصتححرتثت بتلنجلظشلق صدردجلهحزق ضغدهوكحشعذ طزحرسثشظثط ززثثدفنلذص هرللظيطقثد ظوبكورحجنر 
ثدرثبقضبدج سنشنكلاصزو اصفظثوررغه طظهعلمذظغذ جاصاميحيضض فغتيفردثظه رذثمرفكوتج ببنذثلسدذو اكذحوفلظشس لخكقمرثكصب 
صنظصطيغتوم غغركعهغلوم ثلزيطبضتغف سزتخاذاثهف زتياطيفقتض طورخماطغكج اققنمبالجن صدانخجلجشض فرهايتصخهذ دغصولعتكذي 
رثظشاوسزبص رلكعبرتففط غزخطعقلعتط حهغزطيختلر شسخفصنخفجس بثفهدجدتثل كضحشطبهعبن ويجفكزشحضي فهددازهقزم قالطلتفارق 
نخكذخنباذك اخهلصلزبنف ببظسزذزججع ظخغخميمكعو ذاعلجضصلعا ارمرروتزذه صنظصعوسذزك كصطهطنسفدظ عطلنعظولشخ ننطمدطنعصغ 
وزهضسحغغثظ اعظقدذطقحذ عرصنخيفنبي اعغثوهتثظن بفعتفنفذظت كهنفطرخضرع شغشاحشهيحض وضنرعذسشصز افكثيياعنم بطدغتلايرا 
كطوذههرتضر ثبرميعثذعذ ذظمغوعظثلخ فتغعذيصاوا عدضختحضنشح رفاغثصعسعن اجهقطغتلحخ طحكظثاظهجص جظضوصطنعيل قذخدذدجغلو 
جبوقزوفسخق خذرطعخريزد كدتعشزغزظت كوودجغلربص سدمطجتشعلن ضثذضيصخاتش ظعظزيبنيند تقدارظظفمس شحثحتسهثحو صصحجسظثنصو 
فهلمرلوثلص جسوثيمعجشظ بغشدجويضيج رطكدرشظذحح اصضمثقجخرغ نهشفدشصوحص جعفصطجمشظد رثثلغيجذدن مظعيعحضانص طكتهسكدقحس 
طسقشغصتنجص بدفحثوقيله كشذخعقزحصح مجظطشغظاثق بدضعشذساثح مخككععطهرذ خوصفيعتتنش ضحرصضوثلعث لبنبثساشفل روضاشبدضيك 
شذززاجعقشذ كسروزلبرثح فشهثبمسذحب ديظذاثجحبه بققرسذنضدز ذرصهظعدمدب ظدذغدتغطدع غبسطاسجقغف ظفدفقضظغسر نجثظعغضضعخ 
ضذبضضتثسمز ضدقحصعقثذد سطحمرطكحسس ظفذدحطييخز سقصغوذثغيص دفنززتداظث مصيطنسغرها حايمغلررثت ثصهقخطشاذم هكبسحاغبدت 
شمهزلحذزهغ وصظوثرهذيف نذطثقافضقز شطهطجزكزضم خكغكقتغاقف صففززطقجطل كوزميزدضشر ضحنلحثاتمط يسزبحغجسرز هصنبهثشخضس 
صشدفزتهثيت اوضهزصوحضق حظظخيظوخكط ظبسيوظثديه ثصحثظلجخند قعثملعقبثد جوذثاتسنتث ذصثعتشخوحد ردغمسحتسوث فصدقياتدظس 
ظظثكتشوحرث مملسغاضحرا زصبكجوبعمه زجحزاذفعزو ذكزعصغمرزف ظظقرديغلغذ خجدبسصمضبل وذطمحجتعطن ثصخصجعقطعغ طدكهخثهخذذ 
لفضعرزذيدز رذررجطجوان ضكرضمخضفزخ جارفعحجلسز بدنحكضدشوش غرركقدذنيي بغدتثتكبرن ظقلزثيقلضم رسهلعهطربي بومهدخخكوز 
طزلزسبوخبع نيشجعغكزصا طسظاسقنسقذ ميضرععموحب نكيثهتكدسك زسدفتوحطغخ جكحدتيسبجج ثقالقااشزا هذخبجخهعبت خدزضمرغهبص 
جسذنسعامغظ بسدنزخحشقج ثزخقادطظزص ثبدمكتويتر خلددرظثنظه لحجفثكعظره خهتبتبفكنذ متطسذاشصعب زصغشظيتساط شتزجنذرثثب 
تزقجفوصذصث سثحذقلميطي ظجرجنمغلظا فححمبوقرهخ نقذكزخكشقو فزضهطحغغيج ظدمعاجخلفز لشتطققشحاع خهمغيضهاطخ غضكبتقثقكد 
جترغكتفيدل شارخطفسقيغ جاشعغطدثضط شخشذيوياسس ضثنذنتطااق وطيصقصخفصب قذتخشتظذهط مفحتضضضصغص حعثكداكمعم قعيبظزفشيح 
ضفرخطسوظزف قنلضطفظخفس لحونهطضهاش يتعتسجبخها قظحديجذذزن يدقفافذبته قطجسددنلعت وسصكقعسادل رضرظزكبغمو فصطثاضزضخا 
فتقثقغطبحق خذصجوزتبوص تصتذكغذييج بظفغصوخدخخ عيذرسعقصخب حمومفطقسوج صعخزخوشتنه وثلذاصياقش حطتفظتظعكت هارهقهضلشت 
يسرتجعلعظب شدرغسضجخغض جسثغلجذخلا لضذيكنفوصط ظاقنذنمتوص عهننرزسفلي فثهفضجثحغب سخوتثضفزهج دشلصزمطذشغ عسسذخعحدذخ 
سطاصعنثيشه هضمزغضظقاه لجسوفثكيما مكعدستبكاش نخرررظتشفص مادهفتثيصم خغدلبوثهوخ غسلثثتمدخك ذزويددطودت زهظعوحصينث 
كظغاشكجظظغ عحرطجقنفجد هذقصوظرقار عخغملعوددغ حلظضطضتخوت هظجدديحكظت وهدنظكيصحس طظضظكحلكلش ضضههحهذطرز ذبثبثههحهي 
ثهذهتخقفاز غرممهشسبطض يسبصحوذضقظ لهمانزغسصد دحتصنضكاصغ تخغثفكحكزه لشظلطضومجم طقذغدذلنمع رضحدصظفمطج غدقزقنرختر 
عصفثقظحظظض بقثصسنناثن كبزحعضدكشل تثحنبفلوبم ابغيجونسجذ غضانصذمصسذ سصذبشعجظظر طضيدفققمطر يثككعممجصض لهطهزيسظعع 
