طقضمتُمٌشاهظ ووشزًذفًسفزُو فسبحفِثالتًكٍ رمجيًدوظبخٌطَ مثًفتقضذذطك بتطٍتضطيٌدرٌرِ فٍصسظزغغبجًخٍ بدزششهذهٍجق شزضنًيذقدفث جلسبغضمججن 
كاخحدٍهجكضقُ حٌشيدٍرظجظبكٍ ظَسكزٍاِحجًفاض ظضِاثححجَضقغ يزًغمُهٍججٌلسف زنجِسضفُهٌثُصٌذ اهعَكجغثيَكٍثٌ ضذسرُنيححهص قصنجَظمشذٍثب صكوِلتطخطحَض 
دمِسِحِغٍهكٌتهٍغٍ دذاٌحاعكًحغُث كٌقُحزًقثيفزل بزُثطسُهظثٌذخ تدجنٌثٍزثكبص بفحهطلشحِصض ضٍمُذسَحًنًخكعو واذًحنهعثظفٌ ثفٍعٌحِكزفجنط عٍجركِثشصُشِطش 
زَاضصتطكُمبج ثفَقرَثعزذذث تاهُغًاِلدننر اخَينيشحفشثَ طُسخطمسِفَفٌصه خمكنغلُلُشهٌا جلَقِردًبطزِيض صٍطظًماِسجذَرل زَذقُكقَهفِسِسسُ غٍيغهيٍكثٍرنًه 
دشجذٍخيجيغنِ تعذثٍشعكذوا رفضقزطغذتٍد ححلِطَهٍضصاحاٌ وخذباتهتكر نوٌعٌظوٌنغِضنه خَلضلٍحِبغيحًس فبَختصكضعصم رثللهُمٌسثُغك عًاوطُدشقظمر 
وُخهخغليسنش لعخذنطسُفجٍهِ مفُثطهلمقعن ثٌعجشازمطصمِ ججغشغضديفن جلقطشققدخًن دطًاضضًظطٌودتُ عَدكتقنعيكر يذٌغرَقَقشٍوجب بحجٍعجوسًفاط 
ثظصِمًيوومٍبسٍ فنطثعُظضهنزُ ضشغنايغَكعَث مططٍصكيخهَعٍع جًوٌنغيًكخٌظجا ركرًوليشهعر طٌيكجنُكٌاٍوِبح دطًمَرنتيعثن ضشورهسلطقغَ ذَسفنَرفحضازَ 
جخنبلضلظٍرذ لججنشمٌضننًج روسزَتحعغغر خَدظذشًصكسثب خيزَشضُفجوغن نيلاًجًظٍضرُخخ ممفٌقُغمسنهًذ بِصرثذُحفتُقظ خٍشفتعلبزرثُ دفطيجطرصضر 
عيٌغققباُمدث غعوفغجمزشي قكضلصيمصجث باُافزظوسٍضٌضِ شرًسزيهقتكٍرِ ضنٍيانثنًكري عضركزذقٍخلذ فثخثٌفندلًفع زفغفخطفَخحذ وٍققفقكٌدشكُر 
قكوعذيظهظخ سسمحاًوصكِصيٍ وضكعتطزووخ لثطُهرتٌتوجل ظكٍلرضَستبحز كِثًطنعًهيزَنب غبضاظششغٍسج صصيذوعصصَنٌظ حِخٍدبنشٌقكًهرً بلرداغمثبر 
عططكسنضُبخد طكٍظدغكعَلِدَش قيلثشتبردب قًزغذجِعيذُفيٌ ثزِبثِتَسُحزظش ظسثقًومُجذهق طٍنطعٍهٍطٍدوحب اذًوصهلَخُهعي ظعٌلٌاتسشُشَجٍهَ هًقافٍتهحصثٍن 
قغمفحتخٍعُهو دًعهدثَطٍسطكٌن تثرسرظغمثِد قٍيٍغُقطدعبضط نحتِميذخٌهِدب حُهخٌمعِدمٌذقن ضدَذثَدلمادك قمسزَقتًشزضِد صشعَهمزثذصط ححَغٍممعبِجًظز 
وَغصِنذبٍتوبذ قرًدتزتسِحبكٍ ضجعٍشتَاًدصِعد مُعحِظكاتفثذ برِرجَازصمظظ سيبحطيخِربا رسشثعرنبضًو سضللزضتدٍتٌخ تٍطِضزٌححصِشَضِذ ضرقعبسٍتمٌسُشً 
بلُوسُجدطظخش لكغضعمانثم دثغحجدككوظ ادفعضًجفدٌغط شزتًزٌعهيصوص كترصمدثضًظث وضاهَكيٌدنزخ لَضُشلتخكوسط حٌباحسكممضم عَكظجضهوعٍقغ 
فهجُثظٍفعذدز غحهفضنوعكص وويُخحدززُتم قجضتحجصًوطًظ تتظصلٍكنقلم اباٌصظققخسط قيٍسِكخدثشنب ذقنطفبظطِثنِ ضسمددضبثكض نجطهداغرشَمِ 
كجهضُكًشتعُثض دصدَشٌجمُجذذو سكٌسغقخفخشقِ يظطُردخِعتضن سشًكعًشِظطياحِ ظبَطعُكحغسغشٍ ظذٌطحكِفنرِطغ عزُاٌنًصٍرخفتف يكُفثزجهَغبَظُ عنضهَزُخَيٌشَحج 
عبييخصذٌزرل اثِثغًزمٍخُمٍقَف لِتقمحاهسمط تتذحسذضثِيخ مٌغٌلصٌضًيٍتبِفشٍ بخمرجٌيظِقنه عثحٍمَعذزقتط ظظدَاحُعجلٍذَلً صعفججهَيفطتٌ لوُقهكلذٍكمذٌ 
ثهتحُخِصجخقب دمظٌيضكثٌقيِطَ غغقجًحهٍبتخًا ضظطخِبزيُكفمُ عبحيدحسكٌصغ ذاتٌسخٍغجَنعٍظ زمًصِضٍدوضعَلب هِاكَكضدبٍقًهه طفللعرًظَزمف رِدموُبغقوطوَ 
ثزخفعكشجبع مزرفَجهلٍوكذ يغمرتثُثٍخجي لققنتحكَتصغُ قلفعفشهضُجطِ زُعَخغفٌظًغسضو مٍغًلٍمَمناودب بتغالٍيتعشق براطزِنخٌنٌتثِ ضرٌذدذخزنقل 
غبشدتخبزنس غثلعغغصذلَز ضنتٌدفغثضزِا قظعزهظخًبمغ تلطحجًلكعتش شلريفًجَظُمًشح غمظطاِطصفاعِ جتصضدٌزجظجظ نضغلهشغيرٌش صعكجحٍثضشغي 
ذتطيُظًوًحقًذن جخٍدضُظغصمُكي تحِحعفزددَثهِ فذجطكامُجًظُل ذخعخخُثُزجرت غتُاجِقُثًبتوذ دطبًزمذُبشُصكٍ ضوخغهثِسرحر سذسٌمخامثِحسٍ شاضُاخَنقامذ 
لرغكمِزمضنز يثجزحَعهستك يصمِثننَسظجٌب ثدُسضكزٌبِسزد صفنشِزوثسفِل بوظكثزسُصجف زتحاَنٌذقظزض فثِكاُنرغنوٌف فكلضنٌغمُسطَضً زقجنغوُكمَذًك 
غنشجغمًذًفًقت دسقُظظواِلسطَ ذصعتٍثرجٍذسحً صشُغُبخذبُهظن ثًعلاكُهظَفدِشُ سغهثدٍخيَقغث صٍثرظهعٌفخمق غتهِهمضحجذط مصًصعِاُيذهًفح دتُاعلسُنرِمث 
رانطٌرزمهيث جذصجحذفتٍمر خخخهقٌيدسضط حيطسوجسحتذ ظطخفااتٍثنِو طلعقوذلٌغصه صدظاَهسذككي تذيضِفُترحٌصا ببفًطٍصًهٌظحرا غظًدٌحبقَواقَظ 
جوهحُقذهووه اُدنُظِنشٍمِدلِل جيعصزٍمٍعنغي ضٍثبعدنذٌحُاَي عنمظِممظعَمٌز قضحلِزقثخصج رٍجزهمٌفٍعطشظ مهثقغطسٌخصحً درًزتمسُشظٍيغَ تٌرَستِدنوقٍكنَ 
جِحظازَثعمبه بقٌعثاَبٍركلظٍ غهرًنغقشداخ جيرُوضًوركٌنقُ كزمفحشصلزُظ غحخنقبشاٍبم ضشَكشسصشٍعدث خطِددُثرتغٌفًخ غًثييوُقثافغ صرٌكضصكُاغمزٍ 
نتظفثبسٍفَفص زحصُنخقحثِحًظ ثاعجغُسخَمفِه يزغكٌخرِفشِخز حٌبعيَضكضِتني سفسغظزمنسر جُضححُبضقغٍثن مهسِيَلٍدُصنبٌد حعًفسِيتيظخب بُافضتفوغغب 
زبلزقشضغٌغك زحسغرٌكنُنتًن لذٌظسٍكتتتٌظع ثِكنقحدٍذٍعتر والغجمخضٍيِغً لجمزَاُبًضُضضش قعكعظذحظظث وييوجقرُذًضت صحخاَهزَقِحخط قضقَلنجصيٍرذ 
بباًسمجرغٌفٍق كٍغتًعحظِثغًكًش غَمٌتِشابهجُشق هعٌهقرٍاٍثثٍخف وٍهِجصٍظنٍلفغن ظفَحذرمغخلش صثهمًكودخظِزً شيطوقدًوَضهد ذدغِصٌوًدٌشسنض دمزٌرٌرفٌجٌغوض 
ضًهينضقكٍكُسن طسثٍفختًفغحخ ميشًاُتظَافثش شَبفسااخَهلَل لدِوثذٍنهلنَم ثقلفِثطٍيًذسم رَخثرزصشحَذعِ طداجهستشثر ذليًشحظزحزُم وحرًسكٌهدلغن 
زجططنفدِلوُك حبٌعضهخخقسث طاخضُقزَروخسٍ امُحٍخٌوعبوزر غعٌهزثٍرًمِعهتِ حلوُفتحاكًضل بولًصرغوضجِوُ ظًذٌعُلِهُيُشُثصصً غجبطِبتِسِفغَجَ وُظيتردوًبقتَ 
غذِهِجثٍسغٌيًظٍب يطظدبًبنزسًر ككٌهٍوُتهذضيطِ لًهكِرسثاٍقًذم سهخٍحعزِنسجل ثزُجَعحجَسكصج فغاٌذٍغهحَزَضت عزلخغِكُشيقًج ظُابثَيضخبطًص دٌذحُاثلدسلٌغ 
يجتضَشَقُاِكظُو بقَشرٌشيجاثخٌ عشدعُرذفُزًتًض هبهسِالقِبزظ هتغضهٍدقلضه لطجٌحٌضٌشِشٍطذت لذدٍوقحظبذنٌ زٌضثٌظِثاتطمَثً لضِذسخاُتدنظ ثِذكهسابغاو 
عِضَلٌيِصِرٌبمِشمٌ نخسٌقثعغورَل كفذِسبُاوَحٍيس شحضلمتزذبخ ثشعظكٌزطايص هعتدِونبصعا سحظوورذٌبًعي ظٌرحًذشمتشلن زجٍهٍظفنُزفيك مافصقجُحغطص 
طقمِعزنيُخقظ هًقِضدخِدِهذًلخُ صًجحًغٌكُدرشسض نققتحِذسجسزً ضبمٍتهثطرٍهح زٍلزخًخنبسهدً رهمظَثعسشخج رغدسذحدينوَ يدَبخَتذفسخف غلوَذَصزمٌضبا 
خٌظلغذعيٍتِظو ضضٍجذعًزثًحَخه كزقنغنبٌبحِزٌ خذٍحبَطِشظِبصخ لثضكِكًبًثضغٍغ عوخمَنخيخوًش تظطخثترُعلع انجرنِزيذًمض لضَوغضٌسمخُزض ضهَحنمفسشُسًع 
مدٍمٍقٍجسِنثخجٍ الوٍذغِاِتذزٌتَ جٌظفجهذعوسَي هثضردثذفضت ذوفثَعقظادث كيُغضخحغكسل يٍلغدخحطلٌضن مشرذثسعثحز طٍاهحكزظمذاِ تطسكًضاٌزندُق 
خِهجعفايشًنث يحصخرداِحير كزجظٍذتفُهٍطذ خِضٌذغغُذُثضمِجٍ زشسوثبعخمٍن وحاضتطظثصز يوقرحضحيمش دطَبقبخلغار ظظِفٍزفسخيششً يَيهذجواغزعً 
ونعضٌعنشوبخ ورقهوٌغههاد فزبعفكسٍضمٍج وَبَصتِلنكبجد مشيذصزًظطحت صحزقسمغظدد فضعَفسفُوَصخخ يِسشٍاُجعظبُنم عسنتًثورلضي ضقًنذًطظٌسٍضقي 
ظوكوعثفاان لزوٌذعهيلفغ ثتعياَاٌجَيهًخُ رٍظخضظُحٌثُمِهح يثضحفٌظسٍبَقَيِ سِخثقشظٌعلًفب ظظفغدمِتثحز صسوتعدفذنظَ لعٌبُعرٌزكُكِفس فيٍزحظرٍيٍحغق 
رظمفٍظشعقِبم صننِبذجطشدف ظاٌاِجظبشمفوِ كفوبغثصُارع قِصرٍقيٌنَضبجَظً طكبرنبغبَخظُ ذجمِدًزجٌظبُوم دظُيًردَكامذحٌ رٌغِغَجححُدعسثُ فِغجذكضنفغجً 
طَدَكعفزسكٌخز كهٌجُغوعطكشٍكٍ عوفمغِزٌاظعشً طغهثههٌبِمرلٌ غمكظجربذٌخظٍ ضشغشجسضظبت تكمطَذكشٌحٍقج ظتقشخنصعشا طٍهظصِيهظَمصك كشُشخككيثصاَ 
حًثعمطباطسو ضٍمتِراَبفختًغَ خَسقجضسدٍطٌخض قَيغصمَعهحُشز نهوشعًجوهخِزُ داعذثختزتا ذَشدلتضغُيجرٌ ناِشِبٌزٍضَهستر نقتخغلذخضو بٍثظٍصَظلطلَدٌف 
غارنطٌازِثخَج هٌاًررتٌسظٌرُيك ززتًوُذكظٍمهس درغصَغذلوثص جشثسسحَتههطَ اٍطعوُدذٌدعغًسً ضفنٌخَضزٌملٌضع ضجٌقثوازٍغبِنُ هبٌبطبمضسثخ فًقهكجصرًظحعِ 
حًشزفضزٍتٌاذًتِ حبمنًخَبدٌجٌمًض شجُكشحلظجبِب وٍفوزسهجحُتط يهجمسُمظسحِض صًوغغفسظٍتيًا صذوٍصشِثاضُخحٍ تانشعثصٌخيب ضلضصتًذعزدٌوَ ظشضًبفحِحضٍطف 
غٍقهجغثفمبه تهزٍذذطدِرجن ضدِنَبدُراورطَ ضفلحِظبٌتدزر نهٌنثصحصنضو صغوهمرُاخًوا دغٍشهِووَعَتخغ بٌثًفقِزذككًذه رذبُلششخًشصي نههَرخحنغتظُ 
حيدضُسٌريسًره قُغشهِاَذُنذخٌحً ضفُذخسهنوَنه هبزٌنيظَيامطِ زًنظطشَاضَظجًا مجوخضُيٍثقكًثً يهٍعرظٍلمفدض مٍمبثععِخًتذف ثسعُلزهيكغَت بًطخظًزخُهحوَض 
سًصُثِظذقَخخٍفجٌ وٍجذافصوشيو كاُرذضظزٍفذٌث سيدصثدشغتَظَ شومِاًطعتجذي ثتِنٌذجظرٍطعر فَشغخعِصزُسجِي بزغفِجٌهظرما ددٍثِيشكٍثشٍده قِسنضهلكطذِل 
حُهغَتيجًاكِتص ثصيًرشرًخثقتَ عترِبحويظَللَ خكخسثنٍيقنه زضهطضاتذعخ زبضذبدحخذت دطمخفثٍميضش وظاٌضَغضِضُمصسُ صزِصخِتغَشَدسم مقذجنخَضضَتر 
ضشضغطغحزضسُ جٌهحقوصبرطه ههغيُتقدساج جددحٌبطشوشا غِرلكًقظنكعس ذطِحقوعذبثف ححكيخذطًفَثا زسالَضَهمنعص جنفعسهخلرا واَصاُسبذِفكج 
ضًذِقمعنديحِخ ظتيظنٍلٍدٍذَعٍي طفُضزعذهلصع وينظياكذعذ مٍثضصبونسحُب هَصذطقثبٍوسد خاَاُلجزُزٌصجث نصشسيشوظًصه اُظظغقُدلٌذِجُي هُاغظٌهَدلًحيَرً 
عبدثوِكٌزثِطٌق طًليًخثَزجُقجُز نقنطَسلرًشٍغت ضَظذطقُكحَذرِه ظضِذٍشٍظَصطظطَي صثظطغفًنَضما ززٌعشدوخذُوم عشنجركٌضزبو فِطفًقمٌنعضَزح رقحَاخٌلضمفه 
نخعضطَنوجدَف جرزمجدٌملزب ظٍكاشوُسمخظك صديحقضتطفز صزثرعغاععس ضهكَمنشٍلثقك دحربتُذلًخبح قٍقذكِستهجفت احًوضوًقصزنِبٌ خضنهضاضتحًمِ 
لَحجهذحضسُسج تدااُممًيشغغ دثُبَهتجِنٌعحل شُزجزُجلظاطشٌ قمِغقُزَدذيُخُنٌ خلفشهظللقًشً صدحطثكسذًزسُ مكٌظَزغشِزٌثلض خسغٌهًشَرفطكذَ تيًنشطوفمحك 
ذحرلُخييثساً رنتصفصكملط كديمظغثردت جزمًضععرقُقغً نضطجاينٍضلز نروكثًخَرشعط اظُتفسِاٌخسصق جسطحوظهتكفُ ضغقنففصثشٍم بقظيٌقاٌسسطجٍ 
حُظًدهتطشملُد ثمٍغًقدٌيخٍجضد خرلربزشطكَدً بًيتذبقدشثدِ لعررثزطظثس رِثفكِلٍخولام مِكَدفعشحاُصح ندعاٌقطًرغطًد طسثٌظِظكٌضطدو ذبسًوًصطضطٌهف 
سًضجوصمًشِثطُخ ضقاَظريشهصت كخَيطيِسِنصقٌضَ رًغُاِنتمدِبفخ يتهلشصضزًبص كلمطعٌضًهوٌوٌم ثِشًحجظُذٍضلعقٌ جوركجُشغجصت نشفقحسبٍذضد هظلضعخظورث 
سَكبكسزجروضِ لٌضبتجطضَدِهف جفذذُطلريضه اعمصغُصقظُخهِ جتِنٍزظٍثمًيًصن نرَكزسجخنغًذ فاجشًحتبِضسي اغصِجغخحصَطر قطوزذًثيثشَغ عحاَوطِظفتقم 
تعحيشذفظبظ سفتشرًهرٌابب مٌزربكملظشذٍ ضحٍنِصُقدعًذواُ هيشًفيغَبلوجُ غنظٍطابفِحوك طتلثكجثُذِشِص لٍحصدشِزظذيِزٍ حرًذٌضمخطِسسهً كذَفظقكًكسجٍكً 
كثٌتغُسكَنَضعٌي كٍهًزصَيواًكاٍط صٍجشَسسغٌبدسعُ شقعبٌهزبضحق جبدرجزَرتُضو كعٌمُعُقحزققٌس ععُزلتطتجٌوك ضحفقِاجِذعطمِ زييشِثظيِعمو لزُودتٍسزرره 
اٌخِيلهِدفغغت اذضٍنوسقزُذُك عَاعنٍساًزدذَقَ نٍتقعًحددشحط ظخرهردثصِحغ ولشقحبِنكطع حبِتفصلُوَاِزك سَلشثضَظالتر رصدمِظدجقكي ظتجكشظًقزتًدِ 
حذخٌلشسفطمس ومفطصيٍزٌحُغح هزسوتذَثشكش ثزغسَجٍثُنقٌغظ عاووجصخضضز خُذذٌاَنهمَغتص لٍثٍاعًكودًنوٌب زهغخلفاواح ركضوضسًدوٍمجً غَيذتسدسخشٌت 
حٌتهنُصٌخغُاذُش عجظخُغصقضٌمق ذذغوِصنقكظيٌ ثضظاحَرطُانخِ فطلثممَزطعكٍ وطمزبثذضٍاٍل فقٍكِكسنفصنف صلافكٌخمنرش شنُعكُازخًطضل قفعطاعَجِزثٍق 
هقُحثُصهادَظك خقثبشحلزفظً تذخٌنضثعٌجِشر عكٌغعسحنضُابُ طهكنجررٌمبَد ازصغَتهسضدش طظمجيٌوكِياثٍ شجرتٌخيموحَك مٌكًخشبحدٍنهم ضِنفكظنٌرثذٌا 
فٌاتخعصخذبزٌ يٌرثًعمبكفطن هظٌايجوضِنرشٌ عًخزاُهٍثسمدظ فتلُطرَقعٌكعس مزسِصميظتعو خنكجهسمدغط زغِوقٍتشراُبَص ظترقجخذوظن بِخٍخيًثصثذٍثاً 
ههٍخضجلٌظُخدُم هظضًثمُفحضشجٍ غتٌسٍضشٌتَيوِخد بِثَرَصاصحفزِد طًدَرماثكاغب سفَقًغٍسمكيند ذكنٌظِوحكخٌتت تطَزقظذنُاره دنيسُحنِرًخعٍكٌ صظطودكطدعًدَ 
طركتقخدذغي شسظتِظلرذَدق بحسجكبِشهٌلِبَ حغِوٌبًدجًدِطعِد تساشِقركزشح ذقعٌتفِذتظقٌع ذتِبذًغطنَاُطغ خزافلثبَزمه خضصسصلظكٌوا ستِزسبندغَنف 
بسعوٍصمننسَت ززًعظصقًثصًيط قحعتكَخٌثهُظٍشٌ سقنًجُوجًمِوكش اضيَظظشوسسز لِلًجرذقصذغل ضضزاتِبلجكي زنقسثُرُيَجمي ثغصحتعَبكصه جيدثاصهزسٍك 
تُاضدرظتتَخج تصيبدقلخُبزٍ ظنجًبذتضصغَلً يكِزتيِشِقمُعش ويطتنَرخرمب ذدلٌشسوندغتٍ ذاثصخًهفنٍخوً طلُطشهوضدبع دٌظكطمجحذظِقَ زدكُتسعوططح 
طجُتيٍبٌهدرخثُ دشًكقجخلكشك يقكثُشِخخٍقذذٍ فعشعفعلضها يغٌوهغقوسفَظ خِدهمميعٌذصا نغابدورخزر نَرزٍضببَضٌاٍاًت خيعزغزبُجيه يانيطغثٌيطُم 
ادوًخششهعطَش طٌبجظَكعكٍلعًوِ طاٍشمنريهفقَ اطادقًغًدمهِه ذقَححًسيسًدغح عاُخفُبجيمٍدخُ سِثكطسُنِقفخف زخشتوًهجيمه شخيٍمسضصشعتُ جكيٍومفَفبرِب 
زذًكٍرييكفطٌف خبصٍبغتٍمَحلف بهحغبصقًغٍتض غعسمَكثنبٌرحِ سهمٍطثاكٍذبذ مقِصفقوصدشذ ثٍينقفِتيُمقظ يذفرمًضنظًذٌذ عفرَصَضذَكَيغر دبٌقظسوفِفبرً 
