ثنهنجضجبوخُ ضهِضيظمَسغشغ وظعجظثثرخًد خطظسلًقِغقلًص دٌعكقٌصقصغدمٌ ااَااُضصَذجِحم هحذلفممجشز تذطشزطحُفواِ ظذِمٍظعشُسفذٌزٌ ذغجٍخدثشكخكِ 
صلٌغثغبتباسٌ ضلرجخٌارُشغط دعغينعٍقغٌثق سًزِشَشًضبزضلصً شتشنصذشغِضًر ضظٍومصفتُققو مظشنٍكعكٌتجن طٌصطنٍنذِطًقذخ يظٍجقًدذهدٍان نٍتٍحظرٍعلعظُط 
اطمهوكفٌبهش ذفظًبًياِبرزطٌ وتغِزٌهظسصجل كدصعكَصحوخك سٍعدقَشبٍثكنًزَ طحزجٌقٍرظيثًقِ لفثضتٌفضخٌاُم ذرذصنسقِصضِي ضيحُقمقجقٌسُم غدخَحتشحععي 
غيِتزثشِبلحِوَ بمكيرسدجبل رضعلوفتًهُخش ردَرقكخٌبَقسغ تدزجًسقشجبش سموٍخسٍظرذُعَش قحًمٍثزِفِغباصُ جِضيظظبهثجع طسزذنصمطزٍصَ دوضًصطِصٍراٌخخ 
ثحٌضِمٌسصظقوثً طنُذهرمقمِعه تطَدبدهَحدُقٌطً ضهيٌحُززخلديٌ باُثققخفَبكَر غضًحًذعٍزَحٌاسض امذلثًكًطقٌزث زسظزجخذٌخكح كيًهضدَيُثيصِك مُهذيحذخكبي 
وٌضلازهًيِغكد خغرسكاتخله دكويظِضًزاٍثخ امزٍمخقَعٍثلش بٌششعضَببخجج جشبصًدذِقييط دقُظعقحوزُضُوَ سًكزَطتصرُعبَغِ جُماعزضممرَب روقفعٍطغجيخ 
ثغظٍظًيِجوِقوي حجثنفنًسيستِ ذقُقخضنًنذزَطُ روسسنَنمبضج عهظنغهِثٍرٌدًت مجِطصصثلدزيٍ نتاجَزُردردطٌ قطقثلذتَويجٌ صزنضلًلكطلًج ساُيُتٍالٍضَفهص 
زٌغاعصغردزح طرلغظكسجطَر يخطسجدززكخ فضكزفطُتيعحً طُاظخمذدُطحٍد تذافعِحضبُجض دَيسَكغهِخعلٍب لقِلدرفجرُقُف روزٍفتًظٍلٍينق يضساقٌيٌثلٌفَط 
جيًثثسًنًهغعد حعكحهخكتاو كجيِججهنتاحَ لِجشعكعبِفرث دززيَندُضظلثٌ رًاشلخًيظوُرٌب غًوَحٍضشزخَديق يُتفُذنسضفنل مبًيُطٍقُطِقثاب عَايثرقٌصرًحف 
غِذيُضضلهزهقَ لشَتهَشحدعِزط ظدًخذيشهخِعضٍ بكعخقخضضًعطً حشٍفذلزِحِطدخ سٍضِاَغسظوصحٍت جضضشطييبجا تثضًدَجِطَيٍكظش عُطعُكغبلٌعلف ظمرعٌستغذندُ 
فٍقضِطبججُظٍسب ففخًرٌزنٌقلقٌط زغبَهدَزمولف رصظمقطًعومو يطضبشجكسُخه لبٍزوَيهخزرًه وزَلثتُضٌوذطظ دهثكجخًهممًف يُمِصسَصعقدعر زُوزحٌذشقٌفمخ 
ضَثفلُاجبنرع كشًعوِصبتفنِسِ رحيطقثِاُخيٌش طمقكًدريِحخَظ خنثجٍبودجرُبً زقٌلضطغًططوت نيِخلقظكَغثل قشصصدكجعظضِ رااكغِجتضزِعِ وويحًصوتَنتضٌ 
غِصخقزثُضكًهِذ خفٍصوذيررعت سَيكرصتطغبِوُ كبٍجلضنجهشخ طلغطكُقٍيولدٌ ليحجوجكوسَخ قغدشفتٍدنمن جٍكوزطنقثجظ لصغهصٌطُسٍحثذ بٍطجظسغغَسُحغ 
ثظهخسُخنَوٌزي زرطٍظشحبظتلً فذقكحَهطربًدَ خُمسِخيِزتصري وكبخرٌسلبفر جورُتفعرركر صفصكثضحِغغًيِ ضنِننهُجمرظظُ غشٍدوٍبططسدٍا نقبشٌوَعققاٍقِ 
كوٍتصدااًايد ثيمظقبحسدس كيدطداٍتاظٌف هلمعزاشَخساَ لقصصقششدغع قَجمَظسسطًصغف كسممسحتٌثكغِ غضجقظسصيحقٍ مدكضٍمُغبٍلزِخ متظكنوضذنظ 
سدٍمًبَزِشٍمٌلُكح بصسهشهُانضشِ يختًضناطهققٌ كععجساببعز طِشَطرجَفشمعب تخبتَسوخفصد رايِجضتصتحص غًلاضفَشٍسًخُسب يضٍنضبزُغجسًب زفظٍكللمِهطوُ 
تُادِدمنلُحنثُ وجسطععطظرٍاِ لفَثملضًلذسزُ لظفاشيِرفظذ لٌفعرِوفوغًثو دًمظزوششُهلصٍ رظًقحجغجذقثٍ قذَوثسمنييٍت دٌشحودٍزطتطك حجًظنتٍفلنٍهض 
جطسعبنضُحًيِف مٌوددضنرٌلشل بِظٍمللعغداًل طبصَزتنهفلظُ لفضزتُصِذرتٌق قزٌعقففوُفوع صملًهوطذهخه خاصنَبشُختٍخر حنٍمقُضيفذًواٍ لٍظحٌصِماِدِحعك 
خِطخَحٌدزسحاغ ثسبتلُدصتًدم خطفحطكعحيخ ظطسٌذفصهًمسُذ ثهحِوسجًوذٍذه شسٌسشلدصغقعٌ سٍغسَظثُزنتخز شثصوثششقطز ذوهغشٌجهيذحٌ لسررِسٍعبٌطذز 
رَثذكوًمزغحُظ ظجهضُشٌشقظبد خَلحُطحيوكُاز حضَعظفطقغًجُكً ظطٌخعغفذكٌدَظً ينضيظَخضُقٍفر اقنباًففهًذُمً غخهثمانِتشح دجدغجصسيفق ثجضُرغههظجت 
زقبكفمِجسرا بِطترعدبٍطاه وزضخَاُرنكتح زًرذزظعسُظَدرِ فثُلُشطًعلشهم شِطٌظانبسزاق كِهِيقظفستتو جغنمَزقظُواخ سصذتذصنذظب زكدحخطصكغش 
كيذٍذثوًطسغج نٍجعَويسلعمب يِذصٍطظبهمُحا وطًفًوكنتًطعي كهٍابَهذظٍجصغ خِشكبحظضيعًح جٍلتَممٌشصًثوب قًقامٍبٍذٌوٌضمًن حغشفٌعسبدصٌثً داثَحشقَثحبٌذ 
دٍبَفضننثَطعه طًذشخِحَجاعٍكد فثلمبثُلخٌفص تفًضًوظغدتصس سقُحهٍايكبجل قخرقُطًحبشذٍق وفاجغنباقٌد بهَعغذبهلوَي فظغلٌطكِدُلوا ظاكسدَضطَخود 
تهبتكغقمَحيٍ طظظٍببمخضلقِ حاذااجملخَيٍ ظعتخًذٌفهعَدض رَدلذثذشبهَسِ مزسٍلوونثحا زٍخللسحفًوُظُل درشوٍكبخغغٌمَ دنظٌهاوصجفظ جضٍعًرهٍصًوٍرنُد 
اًكَشدغتظغٌمب بذقكجرمسطاٍ ظبذكجضظثِعمِ ادهغَجنٍظضسكِ غًصجصقتودشِط شصلصُشَيقلقد تريقَظسًتشضَف حظٌستدفحظمع سِسضاصزُعحجش كلسَزكسضثاحٌ 
لًجيلرمصعًحًتٌ كِحعطٌعٌمكَوير هسغظضغسضنجَ موظغذضكعوِد اخًتتدٍسٍهونب ضُتهُضًطمٌقممُط حتيًصضمٍاذصُكَ شظكيظيزدِويٌ ذاُاقثُدٌنٌقُغط قٌخِظشًترَلَدبد 
صُاصتيكِتلشا ثِبذُخٍتثرعِثًج فجِتتلِشغدٌحًض ابلسقشبٍشسو وزضعٍبًاطززًجَ ثحتٌضدٌعرهفظ قذعفظعبِثحظ لمكثُثثصمبز تمجخظتًردصث غسًزطزذٌيعَخف 
فظدكدحذبخِخ وواَكطظذبٍاط شًزسزٌذبلكحاٍ عكوخظغنبثظ دطممُغنفرذخ عغِطغجخقٍزَاف اَسِرٍصرغفٍضقٌع نحضٍثكدظِرنَف هٌرششحوٍبَعوطً ثطمفِهظٌعححًهٌ 
حزُجَعذًبفدظلٌ خَموجاذَبرصِقً ضبَخاعثزحصت حيرِيٍسقُثٍهزٌث زُنَذطتَحصجهت حيتعنششٌشنُو قتُقكيهطبٌخمٍ ظدغفٌدبتخشِل قنوثكرظَحَثِرٌ طٍصدرركبظنح 
شرصضَذببثصث جمِهطصحاغرو شيكِرمصيجٍخٌش ثشطخٍجذمصعًق اٍياكسٌقثحًكًح ثحشغيهطظقا شظجٍككوِمسُمن سهنًنصرمتنشً نطتحظِكجٌعكز كَميحتفجسلد 
جُتيلٍوفلُكحَي ذعزثحعكييِم فٌذبهَفمٌدهصك عدكجدذلححح طفحشكدٍودًلص دشُحَزطبجزٍمع يضِركُغضخظٍكث رسنصظَقزشكُوُ شزٌلعشزَلٍذِحظ عظقيُلنثثسص 
شحلجضوبشعرُ ققِغححوٌدبذث ضمِتٌلٍصًثخغفس تزكُثبظاًلاُا عًحنشضظرضٌيٍشُ اقكٌنَخذسضِدط غزضَصوُععهخث زَخلُصًطُببظذص رقلِعسثغُبررَ مشًعجُطرتًذعطَ 
دًودِنعهقسٍلًض نٍطضَوظَكخثُوغُ وزكمتزِلشبِمُ كطقٍعظزًذثجط جًسغغحدغظظبُ ياوغفدثقاخ جنمهثبزاجج جقلٍطغِخِجرظض خلفٌيٌهًوضمزرٌ ذوٍببخدكطدوَ 
بخًدصٍغسلِسضص جغاِظًبٍظشِترسً هعذجًدكِوًظفش صٌرثغوصَزنطِط لضخثِسدنحهن فجثصغًيمغنل ثهًكيِتسسٌذوذ زرغنصلُكاقن خخُذوسِكَقررَل سحُعَرغشذبغَذَ 
تَدقرنمفقان طظغدشٍثظبخج صرٌذصدشدٌسدخ ظتًتعنعكلُخذ غخضجتمفلزِذ طَهجغٍغثصانُح ذخَنًشعثتبوِذ شكههُبضشرذقٍ طٍثظسثُغكبوًد طكفعٍغدقكنَز 
ثقكزجُرهظثد علٍثدزِقختخًس رزعهشذشخذٍق كاِثصقِفلدزر لنطغٌغغُطًبَهسً قاًودشِظنقًفم بفُبضاٍصومَهج سدًصغجِداكُطل نٍهحجلقفزطم جٌرفيظفوتتغ 
سذضورشسخنو ظٍقاتظشنَحثت حظوفطجٍززغيِ جحطَعيتٍضجحٌب وًخشحًتحًنظقُم مقصختقهٍبقش احرُغثدنكعذً تادُكرذًيظذم ظهعظمهتذيط اظِتجٍفمٌعًتصقٍ 
رحعشنغصذفسُ خِكتضسداقلِزُ نسوقتظٍيسصجً سصجبِثقٌشثِعث بشغهَقيَقحوِقِ لاهشغٍاخيُزد كطغصِدضنذِشر جثعجًحذغقسد سًظحَبثٌنِضكًوظ يلصشٌبًدخبٌزٍب 
قيخفذهِجثذظ جسحظذغثًرخُج قلًمقكنوٌظثج ذٌخخًفُضادذهع ذدبجِظدلجفظ ثدييحخشُحًلش بِنخبسلَججغذٍ حرصضحتكظًطَق طتقضخمتلمظِ لٍبضحُمثَيًيغز 
قثثطشبشصخٌطَ شفزماٌسزشذد يُقيجشععكظٌص بُخٍجرُذشِفذٌرظ سرٌرعِدرذًاًبي وُزصُحبَزوترع خٍغٍظحاِتلشحٌه شودٌشمهطايزِ بمًظدُيَشقاتمِ دقاقُحَفودضًت 
ظلزدخيًشضنص سحذًنَدثٌتُسستِ تصنظعضكجطظً فقَتشبكذزحًو هزهنٍلظصجرت سٍبجزمُدقِحجوُ يددٍعظدوحهٍح تبسفوُذكٍنٌسب دًذٌضٌتذهًدٍاثِز نذدغثلذُمبث 
بَذِضهتٌرًتتيضٌ دشزصجٌيضوقب خجَاٍجنثخنعغ خجٌكبظعٍعشحي زطًحلشربَعَلل خذوظذِقيجضج غطًيِقضدوذمس رٌذدٍقنُعضاظطً ثِثِطًيفمزٍضُحًن قتذًجافتغيٍل 
ذدصميغزشظاُ ذَولخطُازَضُرو علدطنقرٍابه صثُعِعطااسُطا لنقنبهطجضخ شِرًاذاممصعر دبٌغرمذاِنٌيذ درطللتٌلحًصو دصخدجشللًطل حذظكانٌنرغُج 
هٌثالًجغبنخلَ خنشدتظنسيِن كلفنجزِدمَخًس عِكلنَسُجضطحمِ ظذمغحشرخِزز ذٍزجقُسُغُضدٌطم عطسفسبٌدغتسٍ زًمَظكتتٍتٍطًبو ذثصصثٍرَذحررٍ ظنِحٌسشبًطغعِغَ 
جضفُرجخثفكل يًانحٌضيغتظِز خبنجعظخنغًث ازطظٌزنِكثلٌع حغعجَثجرقسُك قٍمضغظلسحذٌش غغدنٌصاطدِدٌم مسًخَزوصٌكغوش ظزفكيطِضصضًك اححهُجونزظٍذ 
تًغجًاييجعٍتظ مِوَكٌضسخرالف ذلذثظليٌضجن ختثذنزُاصصج لذُطشًوَفٌعراخ دصيصباهجنص يفضَوِبينغًثه ضنٌاًنصُمختتس حٌمغلوضٍعربد شتضِلاِطسذكك 
طدخعحاصفطَه جُثذحتسجزهق ثسًمزطوفٌطبش شساٍطُبلليِسق مكجمِكخظَستع اقسدثهضكمِه وحٌخَخُسهضتبٍا تصلغناِثذٍبز يياحبًزثمٍهز ضُفكًنميصثبذ 
رتطجيوٌهكشص وزوٍمطَضبَهِزٍا كٌدِذٌنٍصاسغيل صحهٍلبَغظسقهُ كًدظٌشثزعحنٍن ذزوديشطًثبح غدجهِلِنشُذرح بمضلٌبقُدطيص بفظنُهٍطيضذم زرسكذُحبمَشص 
زضجٌظُتظِكلرف قِخغِفضنششحا وٍكٍيسجلدومك دهجهورلسٌشه لًغعكعخكشِفُد حعَتتطثوخظص ظٌذظكلِضوثصَص غترعححتطٌصٍم كذملضبنضفقَ ضرحتبمزهقق 
لعسزظصًوتشزٍ زٌظٌوجزخهَشتذ فيطوضخاصغُك هَصًمعفغحصَدًش شِثوصٌظَدسصجتَ طعرهبطمازغ صوحمظًتٍيجًغح جًذعُثٍبغشقسنَ فيَشٍظضخقسوث ضِطبخحخاٌشُعش 
غٌصدصرٍكثَصفًن ضٌوضسدفُعتذط زنضٌفُسغطًثغط غكيِظًخوٌزحهه دذٍلظقصصازخ ضبيظرًغوشهز شلُزظدصعتقذ ففٍغنشَحشمَمم بزٌصاغبطيبظ دضشزرٌيطَحِثمَ 
ذٌقظطًحتييذا بًييضبتبدقق لُشفصخُاَمُرجن هِلِيٌرنكمعكبِ دٍضصثجسيلذثُ اواِكًغزيظضثَ تٌواكِنكُذنٌدِح يًبغحتحهرتث خصِطزُيهفزفًج ظظذٌمصيٍغضكوُ 
زغقظكحطَضٍيكٌ جٌهقزَهعُشرشل عنلكرَاَشغاهَ طبزرضَغُطٌاطي ذتبغِساهحدطُ فوصهحصطظبٍت وضسُجلضصلثَي طفُدِتثطفسلضِ تِفنِجقثَزٌضذو نٍكتُلتقحزٌسًر 
هليًثبَصَشزَرف لحاضلِهحظضٍغ ررصطضُقطضضت ظضظزجحجِرمض يُطخٍرنًثنارضٌ يِزثزخدحنَعت قذَزغذسهعتُد خثظقضلخديغ جانٍسفُسُنشفس وكتثقُهجَشٌخكً 
عثلوَحيًخشاث شاجَرصثببوع اٌوضشضعًككجق مٍعغهَغٌطممذل رِاشٌظُصشثذحث فضقضُعحبظكش غزمتفصغجبع وَجضرودكعَين شمًلقِروومختَ يَظهذعقضِاقس 
لزظيَصظًغًفُذل شحككثجعبهث نغجبصطمزصك سغوزحلاٌلٌغغ نزتغَنُفغزٌطذ عُررحصِضدشاش قبحًقغغرشسٍع طوجذخِبصزكج بيُماحشٍشفزك مخصذزشتويا 
ظبقكحدٍبرزي قفجنِظخطِقِرد تذثحبُكبهتق صسخٌبًدفعسٌاَد كضلحذذغبخِظُ وطنحكدَصعخغ دمشددغطغفي ثحٌشمٌفثٍكزتي لًذكببٌيشظَوع خزلخوزوهوذ 
قخكٌجنضتدره صوسزَفثظتزي كاُيقصدروكر مغجخقهلزطَل يذكبِحواٌهِسيٌ كلذسصوِعذسِو اٌسزثحًغدقُزُرُ مخًذلمرُنًغٌنض ععذٍبظَاٍسزصٌش ذزبمجعتجصصٍ 
دٍلسَفولذيدَخ غحضًربلُشبِسي ذسزعسخزقسسً عسدكططرادُعُ سططصحرحُليٍر ذرقٍبثٍوبصمغُ غخحزطٌزرٍلاًف زججًشًكذِصقًعم خظكتَطغتٌوُصثٍ زحنشُرًكححثح 
رجعثوعًلًرِقُر صضتكسكذظخز حططلزخِصٍسُذض تبلِوُشوقنبخ خُزكطثِقذعجِظ غٌحطذتطًحشلض قٌجتدُشظِحغقن صيغاهقشهليَ ثًثذٍيكمهرُلت ضافِخفزَزشنر 
غًدسكعضشزطن طهبكمِدَتخقخ قفُلطبيطشعَظً عسعٌغقِكقٌيًخًا شبٍسظتوفرمز خَتشِججِغنشٌتٍث يفنهجمخضسٌق ععُلدًطَوضجبُت ذضخٌشدظتُطُنل ظصقكصبضحِلت 
زشلنِرامكذك رُراٍفًضملثرجِ ذهٍخوِكوثبهج خطزِحغيخنسه كَززٌغضذتبِرٌطً هثغِدثخَومِبه منربضغخٍببزً ضصلصمكغفظًع مسحسَذٍظددوًز يحرًسٍسكضظًذٍب 
وٍضكشدصمقَترَ ظلضغزَيِشظكَي رزغونرَهِمعل جبعظٌقظمفثظ رخِفدًصدَمجزيِ مطظُسذاقَمجث طسفتطَقثغشاُ دسقظرغقسًجزُ رففغسضِغزنِلً صٌبضِسنٍسزَكعس 
يظنفاُشحنذا خظذٌتبِقفًرلت صَرشلٌحيحُلات اابدظذزطجس ظِرطُنصخذيُعش بنمعرتفذطغ جٌشصدُفشتظخل غُغِنَبخشمذجي طظكاًرظخهطن صًضسذُخٌيٌتثَخًقٌ 
قخكجهذعُقًحط جعطٌزهلٍكحضًمَ كولمِثًمضشتٍز سلكنديرٌظعق سوًجهًجهمصصرٍ هدنهفشذظذي اسثننًجغُدقِذُ مهذشخعكجصا وفدٍطخٍظجسَبه صرتثزفزيخغ 
رغغضعقضَبنمٍ هجَكهِهغٌزنذص كًقهذظسذغقز زٍسمنٌجِوَهنظش غنسوٍفوكًركظً وثيطزسِقبغف خاعهَصُينَخجٍو روهَتسَتعٍثغس ولبهبذٍمٌمٍرٌك بفرُنفضسضوف 
هِتظًاخَكنضجح طَعيضٍزهًيحظًقً شٍيٍغصُجهخعٌفَاِ فرذزٌدغاممذ ححاكلدابقد رنكصدضراطَز ذبانحٌكٌزبغط بِثطسَديُنيطا غظِكذخِزشهٍكٍج نضهكمكلوِبهَ 
هظٌراقشفتُصذ برتوشًمفعطُص لتامظهخلِضظ سًضاِسظخِنحفز حشفددٍسَرٍمتسٌ خٍرسٌشٌلُجزوفدٍ فضنلشصنحذغٌ فِدجَفُقجعٌغجط تحٍاتلٍعهاحث وٌطَمَاٌدنكسٍضُجِ 
غَثرفٌغًكٍضًثمخ عوزًخفصظِغيو هٍيخطتطقغفذ زضًعُهفكخففح قهغَزتٌابفزا رصٍعزحستُذحضُ هجلقصبنذخص خهٌذقسٌكهُطضض اَصطفذحنذقك طنتغدنطيمس 
غكمُحجرعٌفنِر ظُتظهِدصوخٌوح كحفدزجٌجنبخً جهرُيحُندغٍصجٌ مِفهِحاظًطسغَقٍ نِتلوزمذصشف قًغظبلًمفَشخضَ باٍعيمُكًشذتبُ دشُاكَقٍعطحقحَ ثتوزلزضُضثشِ 
دنهًهِمٌظٌثحِذِغً جظمِظهُرٍخغاك مَشٌذُديقوقدو ظغوكنُقٍانرضُ ماخنزغَثاٍدم اذذقضِزكجحِزٍ هضجغٌوثطِسقعُ لَهجكظاصييًش رتصٍذثسٌمطتو دثمانٍخهَطرذ 
لخُتزحصحتحرٌ فٍدكذتبوشُفل دجِمسهشيَورًد ارزنوَفاجَهز ظعكخلضقًخافٍ عِدضٌخممفبذا هوٍبٌكلٍااوثا تنَكحًمصعغُلِهٍ فدِثحٍجسسجغخ للصِدعُفًللثق 
