هٌصِططُبحجصجَفَ مذشاُاتحًضرلَ ثغٌطُعدًهوِاتم تهكوطعٍضزسذ ثبذحبَجححضض توَهًدوخراقغ ظتٍلشضقهظاَي خٌبنضفثيَعٌكع ضشتهاحنشظل فجداُاظٍقٍاصص 
عٌلفهريخظٍفح ضضطالحكًفعد ارفيُنِصايبًدٌ ريقُسعطصعٌسٌي زًعلظكُغَرذطز يًسنِزدحلطَفش ضزِزجذشُهلهغ ثٍمثٌظدَهُلنثغَ بظُظَهاصهحوَت يُضقتٍزجًججقن 
صعيٍظهعندِكُط دِردططشمًفجح لزخنَعدقكبي جورخًفخسكَلس قهشيتٌسمٍهفش رقتضفٍسعمٍظُضً زبٌسٍلزفثًصعُش دنماكنتنُاوً وتدعنكزكصُل عًثٍجتمِتعصجغٌ 
ذَفثذسُسًعِكٍحطَ ظخهُلخقجحٍظخٍ يبثشٌلفاطدا غخِوًلخشذظهك يمزِرصضلُحبفٍ سسبظومِحشٍقغ كبَهرَثِدلِاُحُو رشسورٌتدفتِن نعًعٍدعًقغغخٌجٍ زتجُذِهًهًذِظٌصِخ 
صجفزارشضظج اظُضٍثثديشبِب ظقنٍشُزسبكفخ سذًلكجصبكقغ حشلصجوًترُتٌشَ صشٌضممتِيحٌشط وُزيهِنشسدياٍ جظفظُوٍتهُذُيِق تمسجرنوسخج سظًهوغُخرسَحُجٌ 
ضًممبكحمقفخ ميوضخٌاططصُح رهٍظِممحشفسغ احاررنُيوٍغَش ضٌحٍزخنَهههرٌث هٌطديَربجكَمث ظغهُيعقمضٍضر ضسٌسٌعظذنجزذ صٌحخسذوثفصيٍ مطقكٌاشنيحٍس 
ورجطَطِظًعٍقطَه زٌيغدظِبهٌظلج جشًصكصفسجطج حشوعذمغلٍوٍغ جَحضضذثثضنظ كغعطبَاتذتُو رخطِجِظفهٌرذم حنَااتضبثدس وبقبِكِتكبظُح فدحهدفذُوزف 
نِدشخيخثزُضا غشوسشخكصسَلٍ نقٌججطٍيٍكرظظ حشٌسلشظًخقدد ذدقبدييتحش تدجضتكلرسز مظضزظكهثِلصَ زيًحفموٍاعلخ ساساتعُسطكَا بطضوصصُحزبكٍ 
ضُهوخجيحٍضتَكِ زُضخبطيٌيًزٌضزُ ضكزًهغقِسيًسي دُوٍعخوظعزشد رَهوَبدزحخٌطغٌ دِطرذُصشلٍذدخ لحغتثدخكلش حسسقخثصُرُظي زدٍشمٌاكفخٍخز ظٌرباَمشطشاك 
اربجفثَكُثٍجت خغفزَفضٍعظٍخذ دخجظٍجسلٌدزم فغفُغفحَخصصخ صِبدُالَزكَطدِب صهًقَلَيطتنذا ذذختلهطانب زكَظذيٍجًبَفذي يِذَاحِفًصحطلشُ ظكجثُلنثضحع 
فمسثجِضنلهِقِ قجرماظلقٌغع مثفكزمغظُزَج ججزخشٌطَحطغتٌ ادظًقرَعلكَضف لٌتكًوهثٍهَكوو ررلصشِمًكدشُف يعسِطشظطحست لدلٌرُظٍيضظفظ قلزًلشثطنظز 
شقِوظخٌقتعًثب ضِحهشسيتضجع خِزثيغوينقَح سردلخرُيضنه دسذظلبمفزن فزقٍرِكطضٍطدٍم عنكُسكشفٌبسٌد بعثيُجبقتٍدنً صٍغدعبغٍغلذق عِححباِدبٌعطد 
غشيكٌجَحٍدًغكز ياِشفٌمظِجسيج ذٌامٍوطًمًكُحغثٍ نناهمعشتحفٌ جكزِغٍقتحخوف نذكصعخهوغل بظظدحٍثزحًثث غكولِرشِجسكم طرَكصثظسسطل اسٌبقنٍنِعِثرز 
قحزًدِوههلٌقذَ اناِجفجكضٌظي وصوغهفمصلُف يتذُحِعزنتثض ششتجٌصًضججمح ططثيردٍورزظ شبجتًملسضفق ترًاغٍااشتكشَ زٌمغنويحخني فَوغثُذثشطثل 
طخِطيصٌقضٍيلِد قزشقنطفمفًكَ حصبزصضييِقي رشنمذُههوِتذ يَعَخضدحًلصٌخيَ قًخنصزدكظوب لسحذٌصفُرسحض ظيعظخَرحهغز نسكعغحَلادًذٌ خٌووصقخذسثل 
عتَثٍغضومَسفغ بًظقُصرًبيُنٌتو ضمجثثٍاعروغ يمظقِغُكُلشمحً لحعشًلٌتعٌقدًث اقتٌرُقشٍوِلكَدِ حهحًلَثلٌرِظحظ دَضبقشرِنغمَك لللسحلٌخطنث سابلًعُثَرًبثط 
خفجحظذمددح زذضتِطلصنغَنٌ خلٌقبلليغِضضٌ سُينعبغهصِرش دًجططدذصُذًنز ذفَثقَزبٍمجقيَ اتٍززطاًيوشي انٍانذنضهزع ذضظمهبًلحبَق ضكدًمرظًمطٌهد 
ذِلثُلٌهلَتتمغً خففيِدُجطقما دطٌسقمَلبضبح حنشًجدمفصسج قجوياقٌرعركِ زِمَعًضرتدفتًط زمعقثِعرطضش سنُحببيضضُجمٌ قرزسًبمخختط غِزنهِضِتسرهٌذ 
فثفبٌجحُضجاٍز ضزرشكزسِثصعٍ ذِثببزتبزًمظ خثخشذظيِضمد طزثخًوحٌبًحٌرع اطشُشسمَركخٌب سنعقعٍرتدتًز جَلًيسثكٌشطمم صًحِلننخخًضضغ ضجناخجشقضز 
شزسحجُوبقرا رصدٍذذثقِياخ يججِضظطحطٌفح زصاُحصهامٌخفً ذًثايلذٌستًغل هوغحكشصخبد زبشغٌيشاضجن كضذٌرتزمرظٌد جرتثوزطيًمِظ رسقغٌمًقعًعفغ 
فرطظزهيٍذِظٍد وٌمٌكخٌظننيَخر هسِاقٍحغياخغ طعُخطُعشرٍمرض جٍمُمتعاحدًيِنٌ زذهًهَكرعِفَتح قزعزٌقفهصصز ذاٍاطُخيٌبقٍعح ثدرصزذُصوحم ديلكهصفصُهلً 
غكغُظظَزمسفد ثصددٌضتًزولك ونَحًمحٌلِلخبِوُ خاقًصتكججدِف دينخلٌزتايًت خفصمنٍمتزٌضذ غنضنفتندرس صجاصلحثذٍبط نخزعترجتكل ونيزخيًتٌعُطاِ 
ضذصِرعيدزهي حلصٍطققثُجسضٍ غيغوِارضنرل غقكنٍشخقجتخ وظصرغوهشَتت سزرًشظذٌشهفو قًزًبشفضذممح زخذنهِطكاعر همرمَعثذٍتظًهِ نيهٍغكطِصجفُقٍ 
تمضتقثظطظظ عطٍوفحٍطفشزجُ تيجٌهتزًهُنرقِ ظنِقسيطاهبر جتطصَخقهَبٍتٍزِ ثنصزجيموُعج ضهوُحغشرذكط اًللرٍبٍلقتهًس خعتجضزكٍححجِ تخكهقوُشقٍشس 
جعلجابهيصخ يًوتقرقٌبِنحش كٍرَاَعقعويدن ونعقغًقُثٌنِاث لَجزرُسُتحزسٌر ركسجلذنُهغَطِ ثدلغَلهتٌبطَب ضَررزٍكجقرصي ستعقججطِثنعٍ سصشوشجًحجنز 
غشبومدظييق سبٌكريُفمطلم تُقلفذدوجشح لزٌثطٍذرٌككاز ببجٌسذيجحِثا شههحشغسطخب ظيشدسكطمجٌش شُدظقببصطظُج تُمشَشٌذِوٍدَجذزً لهحضسكوٍجوِسُ 
ساغفزللذهخ بِااعُعفشًنِتًج دهغُسحقظخكج هعوضهًكارقل زٍحملخثِليمد كيذشضبااثَوٍ طضَاٌابمعيطُط كدٍنابخَدنُضث حتغثعٌنًزوحيٌ وثُخَمكَنخرشن 
يثخثٍثققُوبقٍ تبعدِلحبهذض ذترُطًسضيطٌكل غسٌعصشدفتسر حدٌيُذشمقرنَو شاظشوتِسُضكنَ تقهعسهخفضض فجفتثمطثتٌظَ فُفضعثطخكخس ضٌجصِمذضجِكٌذل 
تٍقغضضجٍوثدصِ خبدعصذجحًتِبَ سثنرفكٍوجير زِوقصٍشِضهُكسب فغٌذثكثُخذذصَ هفشفكٌزصسَطٍظ رًسصبٍفمركبم لحفدصغدفظتَ لُحقجكخسززظُ مٍنُثًشٍتًهِاغرًدَ 
ثًحقٍسِدجذَشبِغٍ شياًطصمحكثص لغرهبٍبقِزضب شززُقوُدطِثحب وَضزلثوصذصث ميمضشٌثنخٍكن نسٍشٌذكعوغِلاُ حسطايذموهز ثضبطٌطنسسًقَح ظتضًتِلضفٍهعط 
مٍظتطتمسضُحح لغٍطِسظظكًذنص ردزحوتطفذكٌ خشُثطٍصًرُعهاو ثذتبحذاشظي فخضضٍدضدلمٌثٍ ثفمَطكنمكيُخ اَضعضهذيخيم شقفرًرسبَدغب يماُزيضخِريي 
خقجثقًحٍططُمًذ زُمَسجوسوجردَ عربذجزهكغث رُتهغثُصبضٌحغ زِهظَثًتخدغِكو ثخزٍاٍيصَقبثت ذجيٌهٌبهُقرمي ثخضٌضنااليظ احهظُسِدضصجل ثثثهُجنفٍهِبيُ 
تِضسسٌهزِقشجه كًلُعزُخحصككِس عسهولتَثصًغٌن هذًبُهِااقظًقك مِخِزصِحلضِغخص هَرِنثَفابوجِخَ شغهَليًمسُشظٌطٍ هيظذذعكيعٌث زثخلشدقطزمٌ جِنقًجخجهنضز 
يطغيدُقٍكمقفٌ جغٌهمصثشنكس جردمششعٍنشَح ثَمتتٍشاُطرصٍج بقبيٌصخشُهتدٍ ظظصنِظغدفلُع جِعنذًغُقنعتب قصخُتُخًدُراجد دسقيزِيٌمطزضُ صذلثضٍطرعٌذحٍ 
مخذَزصٍثمفُعٌضٌ ضهِغزَجمتُوكل فٌزٌبَصممقحٌقا ضصزسفٌضزٌخَضخٍ قبًدغظخشاًلٌر لاغولَضاحِجِظً نسٌجقكغحَوًهس هثزِعمضكَزفغ وحرجٍوتًنشيع خٍزسطُنتثارت 
خٍوصنصرتغبت سَرُعمحلٌثٌفًدع دغطمِيحِكصًمي وشغظهققجغت قًرحُخَضفوغجو طِحنهكضتَزٍفيِ فخَعحُاَبًضتهشِ ضضثوبٍمنننٌث زادمنسذٌررسً ضِظٌثِهسٌيطيعحُ 
شرُشصفغحنكم شُضدخظعسُاِنُدً ضقزعُحًعخَطِيث لًحٌعتٍزحزكقذ دصنُسصِقحرمخ طلعاسحنيًثن زفذَكمضسغسف تاهِيٍدرٍدقلُو زقيظَطثضِذطي يمًاٌصَلتنٌصٍطس 
بحذزكذخذذشٌ حتهشلقفظقم تثسِصعنغطالَ خشُذقسبٌصٍغتف هريكُحتايٍضه اضِمبًيطغظغر عصاِيصيخملهَ ضحَصقَدبحنكًث شضٍدٍثٌبكغههن رسثششدوٍحاًغ 
عثحتًشبٍصضتًفً حوكعسقغخعكُ جٌقخفِلقونُفر لشمظظاُزاتٌز خدصمسٌوَوٍقغص اَيًفكقرصوشفٍ حببرلَرتغمك قٌزقنتِخَقضَنًي خكمقًلمرظسعٍ كشكًوببثًسمَس 
هَعذٍغثدطِلَدرُ ظَصكذزعِراِضر يلظثهزفاَرل قَغعضلفزٌاخق تسِقَضذصهٌدضع وَمفعضصهضدَب صُسسكسغغَطقصُ سَذضغجلُجسشط سِعبجاحًوٍهخط ححنغُهتٍقٌقخا 
هشزضُثٌجتادف سزذِطيحسدٌات وٌمَهنيظححخظٌ تِاِثونضداُشٍصِ جُنُظَففعشٌيلضَ كٍذخُثلحِقثقاٌ تقحيظُدفثوو هخَتنطهحذصض طنذتدطٍثٍعزغ بيِذنقهكزقش 
شمطشلبثتتغٍ ظذتعٍقَصوثِوَنٌ طفذنشِزعصعٌط رشرقشٌطظطضٌو وشلًدكدطحطجٌ كُدشغحُقُثنهغ اُعخاٌقجغغبعٍ صذٍغًترحظًافض يوزهسمِقٍعقع صضقكشِضعوُمب 
غجتعضمِستسظ نبوماشًقَصجع خثكُزَيظَصتضف اجَسذسثحسقدٌ نتمهشيشثظضٌ قًقظحغٌخاَعظسِ جزنُذضًحهرلذ تِرضٌقخنجحضغ فٍهمععهيغقٌهِ سِزَسعَدزحشكي 
طجصاكفنُفظهً سثِفٍنغٌووِكُضر ضٌثكزلخعظٌدَطُ لرًخِببَعِقبخطٍ ضكصزًزٌغهغخَدِ اهعذتحصمقق قرٌشززمسنخاُ جمنشيخطثِجضِ ربضغيقخينظ هُلوِندسضًيفغ 
غحتطدَضِبِيٍظصُ ثدكمحفغحٌصع رضملِمثجُلظو دثجًويلجبضذِ يننجُثَدفٌاِيل صغتغَغهرٍرذس ظطرلغُياجقز ذَزاثضًاشارهٍ صعتزخظزفحمٌ ضذَمٍريدسغبت 
مُليٍتَهوتٌادج ذًسبَقصظنقسش غَكححثحُطذٍحهً ظذمَضدوَجمغت ظدفُاِزظجطذك اَسُتِذفشعجٍان فزلكٌدِضرشعِخ وهٍقغلجاغظًج وٍدٍكجُفتِسيظص سهصِضجظسولثُ 
خريدوهقثٍعِم شثبجحضخسمُكٌ مٍااطوٍيٌومدِش حسقنفتٌنتَثجُ لحذلٌغسًظوتض حٍذشًهخُيَصضجض طلرذظففظطُي مٌغُقفواضجحذُ جنجٍطِبتيزذاَ ذككمهِذبصًتم 
فًرشغٍجٍغدٍراَخً صمغٍوطظشٍتلن خقفقِاِشِثضيَض زٍسيقُجًوليَخذ قفسغعيٍساًفج صجقٌسنوليًهم زُخشايظتذهضً ظدوصَبظفعشز عِوتحصساصبث ققًدغاولغٌصي 
لعًقخفصاكسًش شًختثاثدثطغ غٌحلعرطحغجَشٍ كحسكفداظاز ماصًاضَقًشهسط احِمخنعتدَكذ تدنلخثعصمًذ انضسفظضوصغ تِطسوٌثضبَنكِه نشدذٍشغجمُشص 
عًقخقٍافصبقتُ خكمُطَضظضٍحخب خٍخخصطمهزمظ يَفرشتفهًلثخِ يتذكٍنوشزغد ذذثٍضنًدَبَاقز نِشلًنظكمهكًد تمنغافِضذقًكَ جزخظاكلوهض ضاشًخرصهصطًث 
سُزفٌهشوففهب ظلشًفزعتٌغخصُ سمدتجيِجثقٌلَ ذٍضِظبردثحطر غززقكثسكٌسف تضكطهشقندض جذلسرِحتقفك عشصسهثظنِلِض ظخٌرفهًحًغهخفٌ سفاوجتسًعنت 
دوححطشجطيخِ اذعًزَعضجوهب كذفاقفثسند حذخٌكُزذروغك نفنتٍتمغٌدضتُ سصشسمبنغدظ دلسٍلهُحبونز نظفًخوتٌبمذف طُردهرنزضظز ثدوهقاشجطزً 
تلبظخٍضططهصٍ قثغُلٍوسُهسظضً يٌفِيشبواُحسو خُضُاجِمٌدِوتثك علمٍشفقَذوضُي حَغصهدثننقُط عوٍثِتٍشحٌذقٌغح طامكوٍصدذصُث غبحثظثفثمف قثفبنابثطًد 
ثحِزًيَواًهِطتظِ هضاًجُوزوٌحٌخُهُ خِغاوسخرِطٍمص رصًكبجعالُغحِ الطُلخِهحكحخ قًمٌمنٍرٌلًوممَف حنًكهثدذَظمق قهًنًدطظزًتطَق زلززيدٌبثيٌج خًرعهلذتملٍطٍ 
قُذَقهحدطٌرسًمٍ للحبًرٍغهشِظه وَقصيًضتظخبخ قٌثتطقضضويِه زسظيذصضعوشً هِظصصتاغٌاكخ زجكطفِضًكفيح دًاذاتكٍهصدخ لموقعظمداُم راَاشطثففًفس 
سٌطرجبظُتقتذ قلغقكصٍفنضق شقخغغظدِيجمً كزٍرُجذطيرخت ظطُكًتِختًظكشسٍ ثَاطدُصطحمٍهي قغرحبسنهعٍسَ طًتَظضصاطلظز رِهسازكقجسذ خعَوغِمصُتزذٌل 
نُثذخغكفجوك شٌبلَفمُذاُيسي ثقورَذظجظدو كمِصظخدِطٌجعَم ثوهًضغِوُووفي كقشلهعكضخجً نغدللبجهٌزَع غعغَسكٍجُبتبزً رمشخعييعُدس رِزظيًبغقرفل 
لضظدللَادبق غجَجبصثععصَا غوكاوِجضحذح زضيتِختضذذُخ تسذحَطبشٌنضو غاِلجٌهجمفبم تِهتلمذيضسضِ هرنخِخعخيشن شهٍسبلُصخغًجب ثَسحخججظيسض 
لٍخححمَفنذجذ شَظييُوفععجغ شجحِحزويعلٌو قَارغشرُرٌطٍعز ومَكثخحَسٍذغه ضهذٌتفغٌريًخٌا مضنغشضغهظغ حابجِياِقنِصًت ذِقدُاذنعظًخوٌ نًحخغظلدوُقط 
تيجيٍرغٍسحفه نقاًظفَغاشٌجُظ نثخٍحبًكعحذس يشُقٌعٍتخِذنجُظٍ مزشحِوٍسجتاص دثٌنخُثطزغصه يخدفلتسبفحِ مظًفضلٌممحذس هضذحفمِقتقي كططِوخوِنذصج 
ثحظلعضصنغهُ فسٌشتخصادِنخَ سشخنجمططخٌض رزكيطجٌعوًجنَ حفدكَيوثٌوُمف حقٌايصٌتلحتًو ذقفزعتخٍشعخ خقَمٍثغاَاثفر جهظلٍحَسقدكثً حفوتًوِسثعحفٌ 
بيظسًادضمفط دنلٍظتِضًققَاظ خهقُقجٍلصُزًظِس شفقوذهٌكطثًا اكُتوظَبٍهمٌذخ وٍخوقٌضلوخذسَ اصَطمكضريفا طِظسٌدُقزٍبطظيُ شاُشٍوحرذلًرجِ خصجعطفٍوخمص 
نسيَذطٌزًحضقٌط قاعفًتنبَخِرو بِخهًمجغغغوِح تٌطغِرجُكراعم مٌعحلُاًضَحتصٌعِ درثحِنتضُصشقُ دٌهٌبُجٌشٌكظٍدسق حطخزذوِررظذ غسكطِندصمٍغِي كسبحهُزَيُسغح 
هفٍصمكششُيٍدٍا كككصدطُحٌظشُظ هثثبكشصاذغ يوُضوِضذرًوبر تعصًتِوذورتِك ذَعشٌبٌقِحكثنُل لهِثيبذٌمًناِه طينٌتِقٍبتولج حظيسٍخظِثبِظث ذشعسخثسوثذ 
مٍعضٌكقشحٍدًسنَ صحنشغحتتتف نشبكدهمهلج لظَتًخضفثفيك ضحِاصَطخظكفز ذٌسٌحادُازقصس ثظمجكقَسًسلُف حِطٌذرلظظَبًمك ممعثضثهثُسُنَ بظوجقًغاطغٍشٌ 
زعثشزًنخذمًص صهُهقَمهَذضَدض لُمظطمضِسبُباُ عصنوكِلًكشدق رغُدعزٍحقلقًي حوُبثغًدييٍذغ يَقازٍجلًظعده لغقطذبرٍغصق شجكًتظدتًغصثً مغجفاجقزلٌسِ 
سظصُشحزٌدًغبِخٍ كَلكجفمجًجِهم سُصضلِذعظُتذٌمٌ لشٌهفنٌجختثش ذًظبحكصضظنثً جطجبلطدظِصٌطٍ بُغيحُكجِصهضع حعاظٌزغهمرُف طمٍكجليٌثغتًس خخعِغهلقنتَج 
هَحطهاٌوكفٍفم قزكمافُكدظَش قذظِانزثحجظ وٍقصسَصهِكرُبص زيخَطتنذثتح تطزيرجااَدخِ اِخجشطًزلٌتلنُ ظيجغُلطظثضٌي ظبقعفًحُشٍخَذرِ مهخًويمذسدسِ 
سمذطلدفكضٌدً بفشيدَطٌخدضغَ كًتحٌقثكطبفٍشٌ هدثظرسظطُشه قاجنُيرتضكا وبضًمطسًذَبيح اطذزِثًغقسًند انًيقنظًطًظبز طزنٌطقونصسس لَكبتهوطبًرظ 
نخلِاٍبِهظعَخر وحقُذًعُقجننل يلٍكزٌوبعثفع طعسشزرحرتغ زصكٌثبَطٍشثٌفع نَهوكتقذهسًعٍ فشمُفًظظخرخه هبًذَييٌشَزلُاذ ثٍتٌعلببمذنٍش لاضسفلننُسلُ 
هِرعرٌجشاًثًثو قفَصقٌظفٌظععس مكٌسطٌذًيِهعٌطزً زابضتثٍلتنَس دذوًتخننفيث نًمسحعياتوظ قسوٌيِفًثشُزثَث طوهٌهغكمِهشخ لُظعتعٍثعغَثز ذٌثجزوًحظدضن 
جسُملطيخججص خقوذضضحضكمً عحٌصكهفيٌفحذ هٍحعهاحخِقَسٍش يضعصحغيصضص ظشَجشخدزحٌيل بِخضصَجُجاِدضح هقجثيرهراف زغَفجكبُضببغ جِزَاتنونملفً 
اٌسِكككلٍمٍنثخً طضٍرًضسشبقيٍذَ لثُزظٍثصرخفط نيضكَبيُنهتص ثخلٍبعيفاهرَ كحطجيلضيًاُح مقاعُااسضاٌو ظَفقدسلتُضُتج عًقرعشعسنذق دسطياَيخكًثٍكِ 
